ID;Beroep;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonenTotaal_1;WerkzameMannen_2;WerkzameVrouwen_3;Arbeidsjaren_4
50;Totaal R&D personeel;12 Tabaksindustrie;2013;32.0;;;17.0
51;Totaal R&D personeel;12 Tabaksindustrie;2014;37.0;;;20.0
52;Totaal R&D personeel;12 Tabaksindustrie;2015;43.0;;;21.0
53;Totaal R&D personeel;12 Tabaksindustrie;2016;6846.0;;;5919.0
54;Totaal R&D personeel;13-15 Textiel-, kleding-, lederindustrie;2011;464.0;340.0;124.0;198.0
55;Totaal R&D personeel;13-15 Textiel-, kleding-, lederindustrie;2012;490.0;418.0;72.0;257.0
56;Totaal R&D personeel;13-15 Textiel-, kleding-, lederindustrie;2013;502.0;452.0;49.0;240.0
57;Totaal R&D personeel;13-15 Textiel-, kleding-, lederindustrie;2014;438.0;381.0;57.0;227.0
58;Totaal R&D personeel;13-15 Textiel-, kleding-, lederindustrie;2015;500.0;429.0;71.0;250.0
59;Totaal R&D personeel;13-15 Textiel-, kleding-, lederindustrie;2016;21509.0;15920.0;5589.0;12623.0
60;Totaal R&D personeel;13 Textielindustrie;2011;367.0;271.0;95.0;180.0
61;Totaal R&D personeel;13 Textielindustrie;2012;357.0;288.0;69.0;203.0
62;Totaal R&D personeel;13 Textielindustrie;2013;347.0;315.0;32.0;176.0
63;Totaal R&D personeel;13 Textielindustrie;2014;299.0;260.0;39.0;166.0
64;Totaal R&D personeel;13 Textielindustrie;2015;386.0;347.0;39.0;176.0
65;Totaal R&D personeel;13 Textielindustrie;2016;1862.0;948.0;914.0;1669.0
66;Totaal R&D personeel;14 Kledingindustrie;2011;39.0;11.0;29.0;10.0
67;Totaal R&D personeel;14 Kledingindustrie;2012;21.0;;;8.0
68;Totaal R&D personeel;14 Kledingindustrie;2013;32.0;;;17.0
69;Totaal R&D personeel;14 Kledingindustrie;2014;30.0;;;19.0
70;Totaal R&D personeel;14 Kledingindustrie;2015;23.0;16.0;7.0;10.0
71;Totaal R&D personeel;14 Kledingindustrie;2016;12609.0;9705.0;2904.0;9391.0
72;Totaal R&D personeel;15 Leer- en schoenenindustrie;2011;58.0;58.0;0.0;9.0
73;Totaal R&D personeel;15 Leer- en schoenenindustrie;2012;112.0;;;45.0
74;Totaal R&D personeel;15 Leer- en schoenenindustrie;2013;122.0;;;47.0
75;Totaal R&D personeel;15 Leer- en schoenenindustrie;2014;110.0;;;42.0
76;Totaal R&D personeel;15 Leer- en schoenenindustrie;2015;91.0;66.0;25.0;65.0
77;Totaal R&D personeel;15 Leer- en schoenenindustrie;2016;1599.0;1449.0;150.0;1035.0
78;Totaal R&D personeel;16+23 Hout- en bouwmaterialenindustrie;2011;1478.0;1365.0;112.0;556.0
79;Totaal R&D personeel;16+23 Hout- en bouwmaterialenindustrie;2012;1023.0;981.0;42.0;406.0
80;Totaal R&D personeel;16+23 Hout- en bouwmaterialenindustrie;2013;937.0;896.0;41.0;312.0
81;Totaal R&D personeel;16+23 Hout- en bouwmaterialenindustrie;2014;830.0;796.0;35.0;273.0
82;Totaal R&D personeel;16+23 Hout- en bouwmaterialenindustrie;2015;1033.0;972.0;60.0;397.0
83;Totaal R&D personeel;16+23 Hout- en bouwmaterialenindustrie;2016;214.0;186.0;28.0;99.0
84;Totaal R&D personeel;16 Houtindustrie;2011;186.0;185.0;2.0;40.0
85;Totaal R&D personeel;16 Houtindustrie;2012;254.0;;;55.0
86;Totaal R&D personeel;16 Houtindustrie;2013;140.0;;;39.0
87;Totaal R&D personeel;16 Houtindustrie;2014;173.0;;;43.0
88;Totaal R&D personeel;16 Houtindustrie;2015;318.0;306.0;12.0;120.0
89;Totaal R&D personeel;16 Houtindustrie;2016;558.0;522.0;36.0;223.0
90;Totaal R&D personeel;17-18 Papier- en grafische industrie;2011;645.0;615.0;30.0;457.0
91;Totaal R&D personeel;17-18 Papier- en grafische industrie;2012;685.0;656.0;28.0;348.0
92;Totaal R&D personeel;17-18 Papier- en grafische industrie;2013;662.0;632.0;29.0;318.0
93;Totaal R&D personeel;17-18 Papier- en grafische industrie;2014;702.0;591.0;111.0;417.0
94;Totaal R&D personeel;17-18 Papier- en grafische industrie;2015;929.0;786.0;144.0;541.0
95;Totaal R&D personeel;17-18 Papier- en grafische industrie;2016;11695.0;9966.0;1729.0;5133.0
96;Totaal R&D personeel;17 Papierindustrie;2011;273.0;256.0;17.0;112.0
97;Totaal R&D personeel;17 Papierindustrie;2012;432.0;409.0;23.0;195.0
98;Totaal R&D personeel;17 Papierindustrie;2013;430.0;410.0;21.0;209.0
99;Totaal R&D personeel;17 Papierindustrie;2014;509.0;;;299.0
100;Totaal R&D personeel;17 Papierindustrie;2015;584.0;471.0;112.0;364.0
101;Totaal R&D personeel;17 Papierindustrie;2016;1024.0;922.0;102.0;677.0
102;Totaal R&D personeel;18 Grafische industrie;2011;372.0;360.0;12.0;345.0
103;Totaal R&D personeel;18 Grafische industrie;2012;253.0;248.0;6.0;153.0
104;Totaal R&D personeel;18 Grafische industrie;2013;231.0;223.0;9.0;109.0
105;Totaal R&D personeel;18 Grafische industrie;2014;193.0;;;118.0
106;Totaal R&D personeel;18 Grafische industrie;2015;346.0;314.0;32.0;177.0
107;Totaal R&D personeel;18 Grafische industrie;2016;5002.0;4814.0;188.0;2342.0
108;Totaal R&D personeel;19-22 Raffinaderijen en chemie;2011;9507.0;6845.0;2662.0;7918.0
109;Totaal R&D personeel;19-22 Raffinaderijen en chemie;2012;9773.0;7201.0;2572.0;7719.0
110;Totaal R&D personeel;19-22 Raffinaderijen en chemie;2013;8950.0;6531.0;2419.0;7221.0
111;Totaal R&D personeel;19-22 Raffinaderijen en chemie;2014;9318.0;6638.0;2680.0;7317.0
112;Totaal R&D personeel;19-22 Raffinaderijen en chemie;2015;8983.0;6329.0;2654.0;7269.0
113;Totaal R&D personeel;19-22 Raffinaderijen en chemie;2016;3790.0;3263.0;527.0;1360.0
114;Totaal R&D personeel;19 Aardolie-industrie;2011;551.0;415.0;135.0;491.0
115;Totaal R&D personeel;19 Aardolie-industrie;2012;663.0;522.0;141.0;607.0
116;Totaal R&D personeel;19 Aardolie-industrie;2013;643.0;502.0;141.0;589.0
117;Totaal R&D personeel;19 Aardolie-industrie;2014;657.0;554.0;103.0;611.0
118;Totaal R&D personeel;19 Aardolie-industrie;2015;572.0;456.0;116.0;520.0
119;Totaal R&D personeel;19 Aardolie-industrie;2016;34504.0;30779.0;3725.0;25575.0
120;Totaal R&D personeel;20-21 Chemie en farmaceutische industrie;2011;7368.0;4931.0;2437.0;6333.0
121;Totaal R&D personeel;20-21 Chemie en farmaceutische industrie;2012;7143.0;4813.0;2330.0;5972.0
122;Totaal R&D personeel;20-21 Chemie en farmaceutische industrie;2013;6806.0;4654.0;2152.0;5739.0
123;Totaal R&D personeel;20-21 Chemie en farmaceutische industrie;2014;7162.0;4664.0;2498.0;5866.0
124;Totaal R&D personeel;20-21 Chemie en farmaceutische industrie;2015;6879.0;4472.0;2407.0;5828.0
125;Totaal R&D personeel;20-21 Chemie en farmaceutische industrie;2016;7691.0;6516.0;1175.0;3673.0
126;Totaal R&D personeel;20 Chemische industrie;2011;5426.0;3866.0;1560.0;4596.0
127;Totaal R&D personeel;20 Chemische industrie;2012;5279.0;3823.0;1456.0;4359.0
128;Totaal R&D personeel;20 Chemische industrie;2013;5031.0;3723.0;1308.0;4238.0
129;Totaal R&D personeel;20 Chemische industrie;2014;5192.0;3689.0;1503.0;4228.0
130;Totaal R&D personeel;20 Chemische industrie;2015;5023.0;3537.0;1486.0;4226.0
131;Totaal R&D personeel;20 Chemische industrie;2016;3977.0;3892.0;86.0;1665.0
132;Totaal R&D personeel;21 Farmaceutische industrie;2011;1942.0;1065.0;877.0;1737.0
133;Totaal R&D personeel;21 Farmaceutische industrie;2012;1864.0;990.0;875.0;1613.0
134;Totaal R&D personeel;21 Farmaceutische industrie;2013;1775.0;931.0;844.0;1501.0
135;Totaal R&D personeel;21 Farmaceutische industrie;2014;1970.0;975.0;995.0;1638.0
136;Totaal R&D personeel;21 Farmaceutische industrie;2015;1856.0;935.0;921.0;1602.0
137;Totaal R&D personeel;21 Farmaceutische industrie;2016;6107.0;5308.0;799.0;5329.0
138;Totaal R&D personeel;22 Rubber- en kunststofproductindustrie;2011;1589.0;1498.0;90.0;1093.0
139;Totaal R&D personeel;22 Rubber- en kunststofproductindustrie;2012;1967.0;1866.0;101.0;1141.0
140;Totaal R&D personeel;22 Rubber- en kunststofproductindustrie;2013;1501.0;1375.0;126.0;893.0
141;Totaal R&D personeel;22 Rubber- en kunststofproductindustrie;2014;1499.0;1419.0;79.0;840.0
142;Totaal R&D personeel;22 Rubber- en kunststofproductindustrie;2015;1532.0;1401.0;131.0;921.0
143;Totaal R&D personeel;22 Rubber- en kunststofproductindustrie;2016;25127.0;21828.0;3299.0;19940.0
144;Totaal R&D personeel;23 Bouwmaterialenindustrie;2011;1291.0;1180.0;111.0;516.0
145;Totaal R&D personeel;23 Bouwmaterialenindustrie;2012;769.0;;;351.0
146;Totaal R&D personeel;23 Bouwmaterialenindustrie;2013;797.0;;;273.0
147;Totaal R&D personeel;23 Bouwmaterialenindustrie;2014;657.0;;;230.0
148;Totaal R&D personeel;23 Bouwmaterialenindustrie;2015;715.0;667.0;48.0;277.0
149;Totaal R&D personeel;23 Bouwmaterialenindustrie;2016;11219.0;9050.0;2169.0;9763.0
150;Totaal R&D personeel;24-30, 33 Metaal-elektro industrie;2011;29822.0;26058.0;3764.0;20389.0
151;Totaal R&D personeel;24-30, 33 Metaal-elektro industrie;2012;31880.0;27448.0;4431.0;22448.0
152;Totaal R&D personeel;24-30, 33 Metaal-elektro industrie;2013;33722.0;29627.0;4095.0;23693.0
153;Totaal R&D personeel;24-30, 33 Metaal-elektro industrie;2014;33016.0;29288.0;3728.0;23028.0
154;Totaal R&D personeel;24-30, 33 Metaal-elektro industrie;2015;33620.0;30272.0;3348.0;24338.0
155;Totaal R&D personeel;24-30, 33 Metaal-elektro industrie;2016;7771.0;4414.0;3357.0;6287.0
156;Totaal R&D personeel;24-25 Basismetaal, metaalprod.-industrie;2011;4622.0;4210.0;413.0;1789.0
157;Totaal R&D personeel;24-25 Basismetaal, metaalprod.-industrie;2012;4308.0;3965.0;343.0;1849.0
158;Totaal R&D personeel;24-25 Basismetaal, metaalprod.-industrie;2013;4814.0;4526.0;288.0;2108.0
159;Totaal R&D personeel;24-25 Basismetaal, metaalprod.-industrie;2014;4675.0;4353.0;321.0;1870.0
160;Totaal R&D personeel;24-25 Basismetaal, metaalprod.-industrie;2015;4812.0;4614.0;198.0;2092.0
161;Totaal R&D personeel;24-25 Basismetaal, metaalprod.-industrie;2016;986.0;831.0;155.0;477.0
162;Totaal R&D personeel;24 Basismetaalindustrie;2011;932.0;854.0;78.0;510.0
163;Totaal R&D personeel;24 Basismetaalindustrie;2012;948.0;832.0;116.0;628.0
164;Totaal R&D personeel;24 Basismetaalindustrie;2013;989.0;887.0;102.0;660.0
165;Totaal R&D personeel;24 Basismetaalindustrie;2014;839.0;752.0;87.0;507.0
166;Totaal R&D personeel;24 Basismetaalindustrie;2015;1027.0;935.0;92.0;585.0
167;Totaal R&D personeel;24 Basismetaalindustrie;2016;5111.0;3742.0;1370.0;4434.0
168;Totaal R&D personeel;25 Metaalproductenindustrie;2011;3690.0;3355.0;335.0;1279.0
169;Totaal R&D personeel;25 Metaalproductenindustrie;2012;3360.0;3133.0;227.0;1222.0
170;Totaal R&D personeel;25 Metaalproductenindustrie;2013;3825.0;3638.0;187.0;1448.0
171;Totaal R&D personeel;25 Metaalproductenindustrie;2014;3835.0;3602.0;234.0;1364.0
172;Totaal R&D personeel;25 Metaalproductenindustrie;2015;3785.0;3679.0;106.0;1507.0
173;Totaal R&D personeel;25 Metaalproductenindustrie;2016;13908.0;12778.0;1130.0;10178.0
174;Totaal R&D personeel;26-28 Elektrotechn. en machine-industrie;2011;20269.0;17329.0;2940.0;15512.0
175;Totaal R&D personeel;26-28 Elektrotechn. en machine-industrie;2012;22569.0;18744.0;3824.0;17498.0
176;Totaal R&D personeel;26-28 Elektrotechn. en machine-industrie;2013;23554.0;20135.0;3419.0;18137.0
177;Totaal R&D personeel;26-28 Elektrotechn. en machine-industrie;2014;23263.0;20056.0;3207.0;17726.0
178;Totaal R&D personeel;26-28 Elektrotechn. en machine-industrie;2015;24089.0;21206.0;2883.0;18805.0
179;Totaal R&D personeel;26-28 Elektrotechn. en machine-industrie;2016;2042.0;1540.0;502.0;1203.0
180;Totaal R&D personeel;26-27 Elektrische en elektron. Industrie;2011;10811.0;8519.0;2292.0;8848.0
181;Totaal R&D personeel;26-27 Elektrische en elektron. Industrie;2012;11109.0;8701.0;2409.0;9018.0
182;Totaal R&D personeel;26-27 Elektrische en elektron. Industrie;2013;11141.0;8712.0;2429.0;9089.0
183;Totaal R&D personeel;26-27 Elektrische en elektron. Industrie;2014;10557.0;8329.0;2228.0;8640.0
184;Totaal R&D personeel;26-27 Elektrische en elektron. Industrie;2015;10963.0;8893.0;2070.0;9327.0
185;Totaal R&D personeel;26-27 Elektrische en elektron. Industrie;2016;997.0;675.0;323.0;687.0
186;Totaal R&D personeel;26 Elektrotechnische industrie;2011;5520.0;4513.0;1006.0;4852.0
187;Totaal R&D personeel;26 Elektrotechnische industrie;2012;6184.0;5066.0;1118.0;5200.0
188;Totaal R&D personeel;26 Elektrotechnische industrie;2013;6481.0;5344.0;1137.0;5249.0
189;Totaal R&D personeel;26 Elektrotechnische industrie;2014;6108.0;5163.0;945.0;4944.0
190;Totaal R&D personeel;26 Elektrotechnische industrie;2015;6049.0;5331.0;718.0;5195.0
191;Totaal R&D personeel;26 Elektrotechnische industrie;2016;2224.0;2147.0;77.0;1844.0
192;Totaal R&D personeel;27 Elektrische apparatenindustrie;2011;5292.0;4006.0;1286.0;3996.0
193;Totaal R&D personeel;27 Elektrische apparatenindustrie;2012;4926.0;3635.0;1291.0;3818.0
194;Totaal R&D personeel;27 Elektrische apparatenindustrie;2013;4659.0;3368.0;1291.0;3840.0
195;Totaal R&D personeel;27 Elektrische apparatenindustrie;2014;4449.0;3166.0;1283.0;3697.0
196;Totaal R&D personeel;27 Elektrische apparatenindustrie;2015;4914.0;3562.0;1352.0;4132.0
197;Totaal R&D personeel;27 Elektrische apparatenindustrie;2016;3653.0;3444.0;209.0;2838.0
198;Totaal R&D personeel;28 Machine-industrie;2011;9458.0;8810.0;648.0;6664.0
199;Totaal R&D personeel;28 Machine-industrie;2012;11459.0;10044.0;1416.0;8480.0
200;Totaal R&D personeel;28 Machine-industrie;2013;12414.0;11423.0;990.0;9048.0
201;Totaal R&D personeel;28 Machine-industrie;2014;12706.0;11727.0;979.0;9085.0
202;Totaal R&D personeel;28 Machine-industrie;2015;13127.0;12314.0;813.0;9478.0
203;Totaal R&D personeel;28 Machine-industrie;2016;1429.0;1297.0;132.0;995.0
204;Totaal R&D personeel;29-30 Transportmiddelenindustrie;2011;3733.0;3329.0;404.0;2769.0
205;Totaal R&D personeel;29-30 Transportmiddelenindustrie;2012;3800.0;3544.0;256.0;2676.0
206;Totaal R&D personeel;29-30 Transportmiddelenindustrie;2013;4215.0;3915.0;300.0;2919.0
207;Totaal R&D personeel;29-30 Transportmiddelenindustrie;2014;3872.0;3680.0;193.0;2874.0
208;Totaal R&D personeel;29-30 Transportmiddelenindustrie;2015;3931.0;3701.0;230.0;2900.0
209;Totaal R&D personeel;29-30 Transportmiddelenindustrie;2016;59.0;34.0;24.0;40.0
210;Totaal R&D personeel;29 Auto- en aanhangwagenindustrie;2011;1845.0;1617.0;228.0;1207.0
211;Totaal R&D personeel;29 Auto- en aanhangwagenindustrie;2012;1981.0;1936.0;45.0;1356.0
212;Totaal R&D personeel;29 Auto- en aanhangwagenindustrie;2013;2300.0;2168.0;132.0;1578.0
213;Totaal R&D personeel;29 Auto- en aanhangwagenindustrie;2014;2128.0;2063.0;65.0;1676.0
214;Totaal R&D personeel;29 Auto- en aanhangwagenindustrie;2015;2200.0;2108.0;92.0;1787.0
215;Totaal R&D personeel;29 Auto- en aanhangwagenindustrie;2016;23892.0;17921.0;5971.0;13732.0
216;Totaal R&D personeel;30 Overige transportmiddelenindustrie;2011;1889.0;1712.0;176.0;1562.0
217;Totaal R&D personeel;30 Overige transportmiddelenindustrie;2012;1819.0;1608.0;211.0;1320.0
218;Totaal R&D personeel;30 Overige transportmiddelenindustrie;2013;1915.0;1747.0;167.0;1341.0
219;Totaal R&D personeel;30 Overige transportmiddelenindustrie;2014;1745.0;1617.0;128.0;1198.0
220;Totaal R&D personeel;30 Overige transportmiddelenindustrie;2015;1731.0;1593.0;138.0;1112.0
221;Totaal R&D personeel;30 Overige transportmiddelenindustrie;2016;785.0;768.0;17.0;336.0
222;Totaal R&D personeel;31 Meubelindustrie;2011;2993.0;2489.0;505.0;1597.0
223;Totaal R&D personeel;31 Meubelindustrie;2012;601.0;566.0;34.0;227.0
224;Totaal R&D personeel;31 Meubelindustrie;2013;520.0;504.0;16.0;152.0
225;Totaal R&D personeel;31 Meubelindustrie;2014;613.0;596.0;17.0;234.0
226;Totaal R&D personeel;31 Meubelindustrie;2015;509.0;464.0;45.0;199.0
227;Totaal R&D personeel;31 Meubelindustrie;2016;839.0;623.0;216.0;532.0
228;Totaal R&D personeel;32 Overige industrie;2011;578.0;527.0;51.0;372.0
229;Totaal R&D personeel;32 Overige industrie;2012;961.0;753.0;208.0;610.0
230;Totaal R&D personeel;32 Overige industrie;2013;896.0;705.0;191.0;590.0
231;Totaal R&D personeel;32 Overige industrie;2014;936.0;689.0;246.0;468.0
232;Totaal R&D personeel;32 Overige industrie;2015;742.0;518.0;224.0;420.0
233;Totaal R&D personeel;32 Overige industrie;2016;723.0;694.0;29.0;455.0
234;Totaal R&D personeel;33 Reparatie en installatie van machines;2011;1197.0;1191.0;7.0;319.0
235;Totaal R&D personeel;33 Reparatie en installatie van machines;2012;1203.0;1195.0;8.0;425.0
236;Totaal R&D personeel;33 Reparatie en installatie van machines;2013;1139.0;1051.0;88.0;530.0
237;Totaal R&D personeel;33 Reparatie en installatie van machines;2014;1206.0;1199.0;7.0;558.0
238;Totaal R&D personeel;33 Reparatie en installatie van machines;2015;787.0;750.0;37.0;540.0
239;Totaal R&D personeel;33 Reparatie en installatie van machines;2016;693.0;555.0;137.0;337.0
240;Totaal R&D personeel;D Energievoorziening;2011;247.0;213.0;33.0;160.0
241;Totaal R&D personeel;D Energievoorziening;2012;221.0;195.0;27.0;110.0
242;Totaal R&D personeel;D Energievoorziening;2013;243.0;198.0;45.0;82.0
243;Totaal R&D personeel;D Energievoorziening;2014;367.0;310.0;57.0;169.0
244;Totaal R&D personeel;D Energievoorziening;2015;411.0;332.0;79.0;236.0
245;Totaal R&D personeel;D Energievoorziening;2016;894.0;409.0;484.0;455.0
246;Totaal R&D personeel;35 Energiebedrijven;2011;247.0;213.0;33.0;160.0
247;Totaal R&D personeel;35 Energiebedrijven;2012;221.0;195.0;27.0;110.0
248;Totaal R&D personeel;35 Energiebedrijven;2013;243.0;198.0;45.0;82.0
249;Totaal R&D personeel;35 Energiebedrijven;2014;367.0;310.0;57.0;169.0
250;Totaal R&D personeel;35 Energiebedrijven;2015;411.0;332.0;79.0;236.0
251;Totaal R&D personeel;35 Energiebedrijven;2016;693.0;555.0;137.0;337.0
252;Totaal R&D personeel;E Waterbedrijven en afvalbeheer;2011;665.0;519.0;146.0;294.0
253;Totaal R&D personeel;E Waterbedrijven en afvalbeheer;2012;668.0;539.0;129.0;236.0
254;Totaal R&D personeel;E Waterbedrijven en afvalbeheer;2013;457.0;360.0;97.0;184.0
255;Totaal R&D personeel;E Waterbedrijven en afvalbeheer;2014;707.0;545.0;162.0;333.0
256;Totaal R&D personeel;E Waterbedrijven en afvalbeheer;2015;705.0;588.0;117.0;351.0
257;Totaal R&D personeel;E Waterbedrijven en afvalbeheer;2016;183.0;95.0;87.0;85.0
258;Totaal R&D personeel;F Bouwnijverheid;2011;3016.0;2741.0;276.0;1209.0
259;Totaal R&D personeel;F Bouwnijverheid;2012;3327.0;3016.0;311.0;1369.0
260;Totaal R&D personeel;F Bouwnijverheid;2013;2855.0;2341.0;514.0;1238.0
261;Totaal R&D personeel;F Bouwnijverheid;2014;2914.0;2717.0;197.0;1153.0
262;Totaal R&D personeel;F Bouwnijverheid;2015;2888.0;2758.0;130.0;1336.0
263;Totaal R&D personeel;F Bouwnijverheid;2016;294.0;210.0;84.0;146.0
264;Totaal R&D personeel;G+I Handel en horeca;2011;9436.0;8272.0;1164.0;5214.0
265;Totaal R&D personeel;G+I Handel en horeca;2012;11447.0;10365.0;1082.0;5742.0
266;Totaal R&D personeel;G+I Handel en horeca;2013;10196.0;9162.0;1034.0;5233.0
267;Totaal R&D personeel;G+I Handel en horeca;2014;10659.0;9189.0;1469.0;5700.0
268;Totaal R&D personeel;G+I Handel en horeca;2015;11208.0;8635.0;2572.0;6829.0
269;Totaal R&D personeel;G+I Handel en horeca;2016;661.0;550.0;111.0;384.0
270;Totaal R&D personeel;G-I Handel, vervoer en horeca;2011;11762.0;10047.0;1715.0;6468.0
271;Totaal R&D personeel;G-I Handel, vervoer en horeca;2012;12878.0;11467.0;1411.0;6685.0
272;Totaal R&D personeel;G-I Handel, vervoer en horeca;2013;11716.0;10412.0;1304.0;6015.0
273;Totaal R&D personeel;G-I Handel, vervoer en horeca;2014;12278.0;10524.0;1753.0;6630.0
274;Totaal R&D personeel;G-I Handel, vervoer en horeca;2015;13092.0;10127.0;2964.0;7937.0
275;Totaal R&D personeel;G-I Handel, vervoer en horeca;2016;902.0;866.0;36.0;312.0
276;Totaal R&D personeel;G Handel;2011;9902.0;8746.0;1156.0;5307.0
277;Totaal R&D personeel;G Handel;2012;11368.0;10304.0;1064.0;5705.0
278;Totaal R&D personeel;G Handel;2013;10129.0;9111.0;1019.0;5208.0
279;Totaal R&D personeel;G Handel;2014;10614.0;9155.0;1459.0;5680.0
280;Totaal R&D personeel;G Handel;2015;11143.0;8582.0;2560.0;6802.0
281;Totaal R&D personeel;G Handel;2016;;;;
282;Totaal R&D personeel;H Vervoer en opslag;2011;1625.0;1139.0;487.0;980.0
283;Totaal R&D personeel;H Vervoer en opslag;2012;1431.0;1102.0;329.0;943.0
284;Totaal R&D personeel;H Vervoer en opslag;2013;1520.0;1250.0;270.0;782.0
285;Totaal R&D personeel;H Vervoer en opslag;2014;1619.0;1335.0;284.0;930.0
286;Totaal R&D personeel;H Vervoer en opslag;2015;1884.0;1492.0;392.0;1108.0
287;Totaal R&D personeel;H Vervoer en opslag;2016;;;;
288;Totaal R&D personeel;I Horeca;2011;235.0;162.0;73.0;180.0
