ID;RegioS;BevolkingUltimo2005_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
189;Delft;95.1;62.6;66;12.5;233;17.9;236
190;Delfzijl;28.0;18.7;67;11.5;407;16.3;420
191;Den Helder;59.0;40.1;68;12.0;336;16.9;375
192;Deurne;31.9;21.6;68;12.2;300;17.3;319
193;Deventer;96.5;63.7;66;11.9;351;17.2;347
194;Diemen;23.8;15.7;66;13.6;76;19.6;76
195;Dinkelland;26.1;17.3;66;11.8;368;17.1;351
196;Dirksland;8.3;5.4;65;12.2;305;18.0;214
197;Doesburg;11.5;7.5;65;11.9;350;17.2;332
198;Doetinchem;56.8;38.9;69;12.1;314;17.0;359
199;Dongen;25.6;17.3;68;12.7;198;18.0;215
200;Dongeradeel;25.0;16.2;65;10.7;448;15.7;447
201;Dordrecht;118.8;78.6;66;12.4;258;17.9;235
202;Drechterland;18.5;12.3;66;12.7;194;18.5;158
203;Drimmelen;26.6;18.3;69;13.1;131;18.5;162
204;Dronten;38.1;23.6;62;11.5;398;17.8;261
205;Druten;18.0;12.1;67;12.1;323;17.3;331
206;Duiven;25.6;16.9;66;12.0;330;17.6;276
207;Echt-Susteren;32.3;22.0;68;12.3;277;17.0;358
208;Edam-Volendam;28.5;19.0;67;13.5;86;19.5;84
209;Ede;107.0;69.6;65;12.3;282;18.1;198
210;Eemnes;8.9;5.7;64;14.0;59;21.0;34
211;Eemsmond;16.7;10.7;64;10.7;450;15.9;444
212;Eersel;18.2;12.5;69;13.1;134;18.5;164
213;Eijsden;11.7;8.0;68;12.9;157;18.2;195
214;Eindhoven;209.2;144.4;69;12.8;175;17.6;281
215;Elburg;22.1;13.9;63;11.5;401;17.4;311
216;Emmen;108.6;73.7;68;11.2;433;15.7;449
217;Enkhuizen;17.7;11.9;67;12.3;283;17.4;313
218;Enschede;154.4;100.5;65;11.1;440;15.8;445
219;Epe;33.0;22.4;68;12.6;218;17.8;264
220;Ermelo;26.3;17.7;67;12.9;160;18.5;160
221;Etten-Leur;40.3;27.4;68;12.6;212;17.8;251
222;Ferwerderadiel;9.0;5.9;65;10.5;454;15.4;454
223;Franekeradeel;20.9;13.8;66;11.0;442;16.0;440
224;Gaasterlân-Sleat;10.3;6.8;66;11.5;408;16.6;398
225;Geertruidenberg;20.9;14.4;69;12.8;186;17.7;270
226;Geldermalsen;26.3;17.2;65;13.3;110;19.6;78
227;Geldrop-Mierlo;37.7;25.6;68;13.2;121;18.6;148
228;Gemert-Bakel;27.9;18.7;67;11.9;343;17.0;361
229;Gennep;16.7;11.8;71;12.4;273;16.8;378
230;Giessenlanden;14.5;9.4;65;13.4;87;20.2;58
231;Gilze en Rijen;25.3;17.1;68;12.3;291;17.3;321
232;Goedereede;11.6;7.6;65;13.1;136;19.3;101
233;Goes;36.7;25.6;70;12.8;176;17.8;258
234;Goirle;22.1;15.6;70;13.5;82;18.6;149
235;Gorinchem;34.2;23.2;68;12.6;223;17.8;253
236;Gouda;71.4;47.1;66;12.8;180;18.7;144
237;Graafstroom;9.7;6.0;61;12.8;181;20.2;60
238;Graft-De Rijp;6.6;4.3;65;13.3;108;19.6;82
239;Grave;12.9;8.7;68;12.2;308;17.3;329
240;Groenlo;30.0;20.4;68;11.9;347;16.8;382
241;Groesbeek;18.8;13.1;70;12.3;278;17.0;357
242;Groningen (gemeente);180.7;121.8;67;11.7;375;16.1;436
243;Grootegast;12.1;7.5;62;10.7;451;16.3;421
244;Gulpen-Wittem;15.0;10.3;69;12.7;193;17.4;314
245;Haaksbergen;24.3;16.6;68;11.9;348;16.7;392
246;Haaren;13.8;9.5;68;13.1;124;18.6;147
247;Haarlem;147.0;102.0;69;13.6;73;18.8;137
248;Haarlemmerliede en Spaarnwoude;5.5;3.6;66;14.1;54;20.7;45
249;Haarlemmermeer;135.1;89.4;66;13.8;66;20.1;61
250;Haelen;10.0;6.9;69;13.0;141;18.1;201
251;Halderberge;29.5;20.0;68;12.8;177;18.1;203
252;Hardenberg;57.9;37.2;64;11.1;438;16.4;408
253;Harderwijk;41.4;27.4;66;12.2;293;17.8;263
254;Hardinxveld-Giessendam;17.8;11.3;64;12.0;329;18.3;180
255;Haren;19.1;12.9;68;15.4;20;22.2;21
256;Harenkarspel;15.8;10.4;66;12.4;264;18.1;210
257;Harlingen;15.6;10.4;66;11.3;424;16.2;426
258;Hattem;11.7;7.6;65;13.1;127;19.4;97
259;Heel;8.3;5.9;71;12.9;164;17.4;310
260;Heemskerk;37.4;25.6;68;13.1;137;18.4;169
261;Heemstede;25.6;17.4;68;17.2;8;24.7;8
262;Heerde;18.3;12.3;67;12.4;255;17.9;230
263;Heerenveen;42.8;29.1;68;12.3;286;17.3;326
264;Heerhugowaard;49.4;32.4;66;12.5;234;18.3;185
265;Heerlen;91.5;63.8;70;12.0;337;16.1;431
266;Heeze-Leende;15.1;10.2;68;14.0;56;19.9;69
267;Heiloo;22.1;15.1;68;14.8;30;21.0;33
268;Helden;19.6;13.4;69;12.0;331;16.9;376
269;Hellendoorn;36.2;24.2;67;11.6;395;16.7;397
270;Hellevoetsluis;40.0;26.2;65;13.0;138;19.1;112
271;Helmond;85.7;56.4;66;11.9;352;17.2;340
272;Hendrik-Ido-Ambacht;24.5;15.6;64;12.9;163;19.5;90
273;Hengelo (O.);81.3;54.9;67;12.1;320;17.0;356
274;Het Bildt;11.0;7.1;64;11.1;439;16.5;406
275;Heumen;16.8;11.2;67;13.4;96;19.5;89
276;Heusden;43.1;28.4;66;12.5;244;18.1;205
277;Heythuysen;12.2;8.3;68;13.0;140;18.3;183
278;Hilvarenbeek;15.1;10.2;67;13.2;115;19.0;115
279;Hillegom;20.3;14.1;69;13.5;85;18.7;139
280;Hilversum;83.7;58.1;69;14.5;41;20.1;64
281;Hof van Twente;35.0;23.9;68;12.6;214;17.8;248
282;Hoogeveen;54.1;36.2;67;11.5;410;16.4;416
283;Hoogezand-Sappemeer;34.5;23.1;67;11.4;420;16.1;438
284;Hoorn;67.8;45.5;67;12.7;192;18.3;188
285;Horst aan de Maas;28.7;19.7;68;12.3;280;17.2;336
286;Houten;44.5;28.6;64;13.6;75;20.4;51
287;Huizen;42.1;28.0;66;14.5;40;20.9;35
288;Hulst;27.9;18.4;66;12.7;197;17.5;296
289;Hunsel;6.2;4.1;66;12.3;287;17.8;247
290;IJsselstein;34.0;22.0;65;13.3;109;19.6;77
291;Jacobswoude;10.8;7.3;68;14.0;58;19.9;71
292;Kampen;49.3;32.0;65;11.2;431;16.5;404
293;Kapelle;11.8;7.8;66;12.5;247;18.1;199
294;Katwijk;60.9;39.3;64;12.2;294;18.2;194
295;Kerkrade;49.3;33.0;67;11.6;390;15.5;452
296;Kessel;4.3;3.0;69;11.8;366;16.1;435
297;Kollumerland en Nieuwkruisland;13.1;8.4;64;10.5;455;15.6;451
298;Korendijk;10.9;7.0;64;12.6;220;18.9;126
299;Krimpen aan den IJssel;28.8;18.9;66;13.5;81;19.9;72
300;Laarbeek;21.8;14.4;66;12.2;307;17.5;293
301;Landerd;14.7;10.0;68;12.2;299;17.5;301
302;Landgraaf;39.2;26.9;69;12.1;317;16.4;413
303;Landsmeer;10.3;7.1;69;15.0;26;21.0;32
304;Langedijk;25.9;17.0;65;12.9;168;18.9;124
305;Laren (NH.);11.0;7.6;69;19.0;4;26.9;5
306;Leek;18.9;12.6;67;11.5;399;16.6;401
307;Leerdam;20.8;13.6;66;12.1;322;17.6;284
308;Leeuwarden;91.8;61.7;67;11.8;369;16.4;411
309;Leeuwarderadeel;10.5;6.9;66;11.5;400;16.8;380
310;Leiden;118.1;77.9;66;13.2;117;18.9;128
311;Leiderdorp;26.0;17.6;68;14.5;35;20.9;36
312;Leidschendam-Voorburg;73.1;50.8;69;15.2;23;21.1;29
313;Lelystad;71.4;46.4;65;11.9;344;17.4;309
314;Lemsterland;13.4;8.6;64;11.7;379;17.2;334
315;Leusden;28.9;19.5;67;14.4;42;20.6;46
316;Liemeer;6.8;4.7;70;12.9;166;18.0;221
317;Liesveld;9.7;6.1;62;12.1;321;18.9;129
318;Lingewaal;10.8;7.0;65;12.9;167;19.1;108
319;Lingewaard;43.7;29.4;67;12.3;289;17.5;298
320;Lisse;21.9;14.9;68;13.1;126;18.6;150
321;Lith;6.7;4.5;67;11.8;357;17.2;342
322;Littenseradiel;10.8;6.9;64;11.7;382;17.6;292
323;Lochem;32.9;22.7;69;13.6;74;19.1;113
324;Loenen;8.3;5.6;67;16.3;13;23.8;12
325;Loon op Zand;22.8;15.6;68;12.8;185;17.9;237
326;Lopik;13.9;8.8;63;12.7;195;19.4;91
327;Loppersum;10.9;7.1;65;11.3;427;16.7;395
328;Losser;22.5;15.1;67;11.6;387;16.2;430
329;Maarssen;39.6;26.9;68;14.0;60;19.8;73
330;Maasbracht;13.6;9.3;69;12.7;203;17.6;277
331;Maasbree;12.8;8.7;68;12.4;272;17.5;300
332;Maasdonk;11.3;7.4;66;11.8;359;17.3;324
333;Maasdriel;23.6;15.8;67;12.4;268;17.8;246
334;Maassluis;32.0;21.9;69;13.0;148;18.1;202
335;Maastricht;120.2;81.8;68;12.2;309;16.8;386
336;Margraten;13.5;9.1;67;13.0;139;18.7;142
337;Marum;10.1;6.5;64;11.6;397;17.3;316
338;Medemblik;8.1;5.4;67;12.3;281;17.5;295
339;Meerlo-Wanssum;7.7;5.3;68;12.1;324;16.9;368
340;Meerssen;19.8;13.6;69;13.2;116;18.5;165
341;Meijel;5.9;4.1;69;12.0;335;16.7;393
342;Menaldumadeel;13.9;9.0;65;11.8;367;17.3;330
343;Menterwolde;12.6;8.3;65;11.1;437;16.1;433
344;Meppel;30.5;20.7;68;12.3;276;17.3;317
345;Middelburg (Z.);47.0;31.5;67;12.5;232;17.9;234
346;Middelharnis;17.7;11.9;67;12.2;306;17.6;290
347;Midden-Delfland;17.4;11.6;67;13.5;84;19.7;75
348;Midden-Drenthe;33.3;22.8;68;11.8;360;16.8;385
349;Mill en Sint Hubert;11.1;7.6;69;11.7;374;16.6;400
350;Millingen aan de Rijn;5.8;3.9;67;11.6;384;16.7;391
351;Moerdijk;36.7;25.0;68;12.8;172;18.2;191
352;Montferland;35.2;23.7;67;11.8;361;16.7;390
353;Montfoort;13.5;8.8;65;13.1;128;19.4;93
354;Mook en Middelaar;8.0;5.5;69;14.3;45;20.2;59
355;Moordrecht;8.1;5.2;64;12.4;265;18.6;145
356;Muiden;6.6;4.3;65;16.5;11;24.6;10
357;Naarden;17.1;11.1;65;17.5;5;26.3;7
358;Neder-Betuwe;22.4;13.6;61;11.3;428;17.9;239
359;Nederlek;14.7;9.8;67;13.3;111;19.1;114
360;Nederweert;16.4;11.2;68;12.2;303;17.2;335
361;Neerijnen;11.8;7.6;65;12.4;275;18.4;168
362;Niedorp;11.8;7.7;66;12.5;248;18.2;190
363;Nieuwegein;61.6;43.0;70;13.4;97;18.4;171
364;Nieuwerkerk aan den IJssel;22.1;14.3;64;13.9;65;20.9;38
365;Nieuwkoop;11.1;7.3;66;13.9;64;20.3;54
366;Nieuw-Lekkerland;9.5;5.5;58;11.1;435;18.4;170
367;Nijefurd;10.9;7.2;67;11.4;413;16.4;415
368;Nijkerk;38.7;25.2;65;12.6;226;18.6;151
369;Nijmegen;159.5;108.8;68;12.2;297;16.9;371
370;Noord-Beveland;7.2;5.1;71;12.8;188;17.3;323
371;Noordenveld;31.6;21.4;68;12.9;162;18.3;181
372;Noorder-Koggenland;10.6;7.0;66;13.0;146;18.9;127
373;Noordoostpolder;45.7;29.3;64;10.9;445;16.2;428
374;Noordwijk;24.7;16.8;68;14.2;50;20.1;62
375;Noordwijkerhout;15.2;10.1;67;13.0;143;18.6;146
376;Nuenen, Gerwen en Nederwetten;22.9;15.3;67;14.5;39;21.1;30
377;Nunspeet;26.6;16.8;63;11.8;370;17.9;231
378;Nuth;15.9;11.1;70;13.1;133;17.9;229
379;Obdam;6.8;4.6;67;13.0;145;18.7;140
380;Oegstgeest;21.9;14.1;64;16.4;12;24.7;9
381;Oirschot;17.8;12.0;67;12.7;191;18.3;177
382;Oisterwijk;25.9;17.7;68;13.6;77;19.2;106
383;Oldebroek;22.9;14.5;63;11.3;425;17.2;345
384;Oldenzaal;31.3;21.3;68;12.2;292;17.2;339
385;Olst-Wijhe;17.2;11.7;68;12.1;318;17.3;327
386;Ommen;17.3;11.6;67;12.3;279;17.6;287
387;Onderbanken;8.4;5.5;66;11.4;412;16.3;419
388;Oosterhout;52.9;36.0;68;13.2;123;18.6;155
389;Oostflakkee;10.2;6.9;68;11.9;340;17.0;360
390;Ooststellingwerf;26.1;17.6;67;11.3;423;16.1;434
391;Oostzaan;9.2;6.4;69;13.9;62;19.6;81
392;Opmeer;11.3;7.4;66;12.4;266;18.2;193
393;Opsterland;29.6;19.7;66;11.5;409;16.6;399
394;Oss;76.4;52.0;68;12.5;237;17.7;268
395;Oud-Beijerland;23.9;15.8;66;13.3;101;19.5;85
396;Oude IJsselstreek;40.2;27.1;67;11.4;411;16.2;427
397;Ouder-Amstel;13.1;8.9;68;15.8;16;22.6;17
398;Ouderkerk;8.1;5.2;64;12.7;196;19.1;109
399;Oudewater;9.9;6.7;67;13.4;91;19.3;99
400;Overbetuwe;42.7;28.0;66;12.4;269;18.2;197
401;Papendrecht;31.6;21.2;67;13.1;132;18.8;134
402;Pekela;13.4;8.4;63;10.4;456;15.4;455
403;Pijnacker-Nootdorp;41.7;26.8;64;13.4;88;20.3;55
404;Purmerend;77.9;53.6;69;12.6;209;17.7;275
405;Putten;23.2;14.7;63;12.4;261;18.8;133
406;Raalte;37.3;25.3;68;12.0;334;17.1;353
407;Reeuwijk;12.8;8.3;65;15.1;25;22.3;20
408;Reiderland;7.0;4.5;64;9.9;457;14.3;458
409;Reimerswaal;21.1;13.2;62;11.4;415;17.3;318
410;Renkum;31.6;22.1;70;14.7;32;20.5;49
411;Renswoude;4.3;2.7;61;11.9;353;18.7;138
412;Reusel-De Mierden;12.3;8.7;70;12.4;274;17.1;355
413;Rheden;44.2;31.1;70;13.2;114;18.1;204
414;Rhenen;18.4;12.0;66;13.2;122;19.4;96
415;Ridderkerk;44.8;31.4;70;13.3;112;18.2;189
416;Rijnwaarden;11.1;7.4;67;11.4;417;16.3;422
417;Rijnwoude;18.9;12.6;67;13.5;80;19.6;80
418;Rijssen-Holten;36.4;22.7;62;11.5;402;17.7;269
419;Rijswijk (ZH.);47.2;34.2;73;14.8;31;19.6;83
420;Roerdalen;10.3;6.8;66;12.8;171;18.3;187
421;Roermond;45.5;30.4;67;12.1;311;16.9;369
422;Roggel en Neer;8.4;5.8;69;12.4;271;17.5;294
423;Roosendaal;77.7;52.5;68;12.5;240;17.7;271
424;Rotterdam;588.7;381.1;65;12.0;338;17.3;320
425;Rozenburg;12.8;8.7;68;12.9;152;18.3;175
