ID;Woninginboedel;Perioden;Prijsindexcijfers_1;Wegingscoefficienten_2
224;10   Meubelen;2001 April;119.6;21772
225;10   Meubelen;2001 Mei;119.7;21772
226;10   Meubelen;2001 Juni;120.6;21772
227;10   Meubelen;2001 Juli;120.9;21772
228;10   Meubelen;2001 Augustus;120.8;21772
229;10   Meubelen;2001 September;121.4;21772
230;10   Meubelen;2001 Oktober;121.5;21772
231;10   Meubelen;2001 November;121.3;21772
232;10   Meubelen;2001 December;122.3;21772
233;10   Meubelen;2001;120.5;21772
234;12   Stoffering;1996 Januari;99.9;13592
235;12   Stoffering;1996 Februari;99.7;13592
236;12   Stoffering;1996 Maart;99.7;13592
237;12   Stoffering;1996 April;99.7;13592
238;12   Stoffering;1996 Mei;99.7;13592
239;12   Stoffering;1996 Juni;99.4;13592
240;12   Stoffering;1996 Juli;99.4;13592
241;12   Stoffering;1996 Augustus;99.2;13592
242;12   Stoffering;1996 September;99.3;13592
243;12   Stoffering;1996 Oktober;99.4;13592
244;12   Stoffering;1996 November;99.6;13592
245;12   Stoffering;1996 December;99.7;13592
246;12   Stoffering;1996;99.6;13592
247;12   Stoffering;1997 Januari;99.6;13592
248;12   Stoffering;1997 Februari;99.8;13592
249;12   Stoffering;1997 Maart;99.2;13592
250;12   Stoffering;1997 April;99.1;13592
251;12   Stoffering;1997 Mei;99.3;13592
252;12   Stoffering;1997 Juni;99.2;13592
253;12   Stoffering;1997 Juli;99.2;13592
254;12   Stoffering;1997 Augustus;99.3;13592
255;12   Stoffering;1997 September;99.0;13592
256;12   Stoffering;1997 Oktober;99.5;13592
257;12   Stoffering;1997 November;99.4;13592
258;12   Stoffering;1997 December;99.8;13592
259;12   Stoffering;1997;99.4;13592
260;12   Stoffering;1998 Januari;99.8;13592
261;12   Stoffering;1998 Februari;100.2;13592
262;12   Stoffering;1998 Maart;100.2;13592
263;12   Stoffering;1998 April;100.6;13592
264;12   Stoffering;1998 Mei;100.4;13592
265;12   Stoffering;1998 Juni;100.2;13592
266;12   Stoffering;1998 Juli;100.1;13592
267;12   Stoffering;1998 Augustus;100.3;13592
268;12   Stoffering;1998 September;100.5;13592
269;12   Stoffering;1998 Oktober;100.5;13592
270;12   Stoffering;1998 November;100.7;13592
271;12   Stoffering;1998 December;100.6;13592
272;12   Stoffering;1998;100.4;13592
273;12   Stoffering;1999 Januari;101.0;13592
274;12   Stoffering;1999 Februari;101.1;13592
275;12   Stoffering;1999 Maart;102.1;13592
276;12   Stoffering;1999 April;102.3;13592
277;12   Stoffering;1999 Mei;102.6;13592
278;12   Stoffering;1999 Juni;102.5;13592
279;12   Stoffering;1999 Juli;102.1;13592
280;12   Stoffering;1999 Augustus;102.8;13592
281;12   Stoffering;1999 September;103.1;13592
282;12   Stoffering;1999 Oktober;103.5;13592
283;12   Stoffering;1999 November;103.6;13592
284;12   Stoffering;1999 December;103.5;13592
285;12   Stoffering;1999;102.5;13592
286;12   Stoffering;2000 Januari;103.6;13592
287;12   Stoffering;2000 Februari;104.0;13592
288;12   Stoffering;2000 Maart;104.3;13592
289;12   Stoffering;2000 April;104.6;13592
290;12   Stoffering;2000 Mei;104.8;13592
291;12   Stoffering;2000 Juni;104.9;13592
292;12   Stoffering;2000 Juli;104.9;13592
293;12   Stoffering;2000 Augustus;105.3;13592
294;12   Stoffering;2000 September;105.8;13592
295;12   Stoffering;2000 Oktober;106.2;13592
296;12   Stoffering;2000 November;106.6;13592
297;12   Stoffering;2000 December;106.7;13592
298;12   Stoffering;2000;105.1;13592
299;12   Stoffering;2001 Januari;109.0;13592
300;12   Stoffering;2001 Februari;109.6;13592
301;12   Stoffering;2001 Maart;110.2;13592
302;12   Stoffering;2001 April;110.8;13592
303;12   Stoffering;2001 Mei;111.4;13592
304;12   Stoffering;2001 Juni;111.8;13592
305;12   Stoffering;2001 Juli;112.1;13592
306;12   Stoffering;2001 Augustus;112.2;13592
307;12   Stoffering;2001 September;112.5;13592
308;12   Stoffering;2001 Oktober;113.0;13592
309;12   Stoffering;2001 November;113.6;13592
310;12   Stoffering;2001 December;114.1;13592
311;12   Stoffering;2001;111.7;13592
312;14   Lampen, klokken en siervoorwerpen;1996 Januari;98.8;4625
313;14   Lampen, klokken en siervoorwerpen;1996 Februari;98.7;4625
314;14   Lampen, klokken en siervoorwerpen;1996 Maart;98.4;4625
315;14   Lampen, klokken en siervoorwerpen;1996 April;98.4;4625
316;14   Lampen, klokken en siervoorwerpen;1996 Mei;98.5;4625
317;14   Lampen, klokken en siervoorwerpen;1996 Juni;97.0;4625
318;14   Lampen, klokken en siervoorwerpen;1996 Juli;96.8;4625
319;14   Lampen, klokken en siervoorwerpen;1996 Augustus;96.8;4625
320;14   Lampen, klokken en siervoorwerpen;1996 September;97.0;4625
321;14   Lampen, klokken en siervoorwerpen;1996 Oktober;97.1;4625
322;14   Lampen, klokken en siervoorwerpen;1996 November;97.4;4625
323;14   Lampen, klokken en siervoorwerpen;1996 December;97.6;4625
324;14   Lampen, klokken en siervoorwerpen;1996;97.7;4625
325;14   Lampen, klokken en siervoorwerpen;1997 Januari;97.3;4625
326;14   Lampen, klokken en siervoorwerpen;1997 Februari;97.4;4625
327;14   Lampen, klokken en siervoorwerpen;1997 Maart;97.6;4625
328;14   Lampen, klokken en siervoorwerpen;1997 April;97.7;4625
329;14   Lampen, klokken en siervoorwerpen;1997 Mei;98.0;4625
330;14   Lampen, klokken en siervoorwerpen;1997 Juni;97.0;4625
331;14   Lampen, klokken en siervoorwerpen;1997 Juli;96.8;4625
332;14   Lampen, klokken en siervoorwerpen;1997 Augustus;96.8;4625
333;14   Lampen, klokken en siervoorwerpen;1997 September;96.8;4625
334;14   Lampen, klokken en siervoorwerpen;1997 Oktober;96.7;4625
335;14   Lampen, klokken en siervoorwerpen;1997 November;97.3;4625
336;14   Lampen, klokken en siervoorwerpen;1997 December;96.4;4625
337;14   Lampen, klokken en siervoorwerpen;1997;97.2;4625
338;14   Lampen, klokken en siervoorwerpen;1998 Januari;97.0;4625
339;14   Lampen, klokken en siervoorwerpen;1998 Februari;97.0;4625
340;14   Lampen, klokken en siervoorwerpen;1998 Maart;97.9;4625
341;14   Lampen, klokken en siervoorwerpen;1998 April;98.0;4625
342;14   Lampen, klokken en siervoorwerpen;1998 Mei;98.4;4625
343;14   Lampen, klokken en siervoorwerpen;1998 Juni;98.2;4625
344;14   Lampen, klokken en siervoorwerpen;1998 Juli;98.0;4625
345;14   Lampen, klokken en siervoorwerpen;1998 Augustus;98.0;4625
346;14   Lampen, klokken en siervoorwerpen;1998 September;99.0;4625
347;14   Lampen, klokken en siervoorwerpen;1998 Oktober;98.7;4625
348;14   Lampen, klokken en siervoorwerpen;1998 November;97.7;4625
349;14   Lampen, klokken en siervoorwerpen;1998 December;97.7;4625
350;14   Lampen, klokken en siervoorwerpen;1998;98.0;4625
351;14   Lampen, klokken en siervoorwerpen;1999 Januari;97.2;4625
352;14   Lampen, klokken en siervoorwerpen;1999 Februari;98.1;4625
353;14   Lampen, klokken en siervoorwerpen;1999 Maart;98.2;4625
354;14   Lampen, klokken en siervoorwerpen;1999 April;98.3;4625
355;14   Lampen, klokken en siervoorwerpen;1999 Mei;97.9;4625
356;14   Lampen, klokken en siervoorwerpen;1999 Juni;97.8;4625
357;14   Lampen, klokken en siervoorwerpen;1999 Juli;97.4;4625
358;14   Lampen, klokken en siervoorwerpen;1999 Augustus;97.7;4625
359;14   Lampen, klokken en siervoorwerpen;1999 September;97.9;4625
360;14   Lampen, klokken en siervoorwerpen;1999 Oktober;98.1;4625
361;14   Lampen, klokken en siervoorwerpen;1999 November;98.1;4625
362;14   Lampen, klokken en siervoorwerpen;1999 December;98.5;4625
363;14   Lampen, klokken en siervoorwerpen;1999;97.9;4625
364;14   Lampen, klokken en siervoorwerpen;2000 Januari;97.7;4625
365;14   Lampen, klokken en siervoorwerpen;2000 Februari;97.3;4625
366;14   Lampen, klokken en siervoorwerpen;2000 Maart;97.4;4625
367;14   Lampen, klokken en siervoorwerpen;2000 April;98.0;4625
368;14   Lampen, klokken en siervoorwerpen;2000 Mei;97.3;4625
369;14   Lampen, klokken en siervoorwerpen;2000 Juni;97.4;4625
370;14   Lampen, klokken en siervoorwerpen;2000 Juli;98.2;4625
371;14   Lampen, klokken en siervoorwerpen;2000 Augustus;98.0;4625
372;14   Lampen, klokken en siervoorwerpen;2000 September;98.9;4625
373;14   Lampen, klokken en siervoorwerpen;2000 Oktober;98.6;4625
374;14   Lampen, klokken en siervoorwerpen;2000 November;98.5;4625
375;14   Lampen, klokken en siervoorwerpen;2000 December;98.0;4625
376;14   Lampen, klokken en siervoorwerpen;2000;97.9;4625
377;14   Lampen, klokken en siervoorwerpen;2001 Januari;99.9;4625
378;14   Lampen, klokken en siervoorwerpen;2001 Februari;101.1;4625
379;14   Lampen, klokken en siervoorwerpen;2001 Maart;101.1;4625
380;14   Lampen, klokken en siervoorwerpen;2001 April;101.2;4625
381;14   Lampen, klokken en siervoorwerpen;2001 Mei;103.1;4625
382;14   Lampen, klokken en siervoorwerpen;2001 Juni;103.4;4625
383;14   Lampen, klokken en siervoorwerpen;2001 Juli;105.2;4625
384;14   Lampen, klokken en siervoorwerpen;2001 Augustus;105.8;4625
385;14   Lampen, klokken en siervoorwerpen;2001 September;105.7;4625
386;14   Lampen, klokken en siervoorwerpen;2001 Oktober;105.8;4625
387;14   Lampen, klokken en siervoorwerpen;2001 November;105.7;4625
388;14   Lampen, klokken en siervoorwerpen;2001 December;106.6;4625
389;14   Lampen, klokken en siervoorwerpen;2001;103.7;4625
390;2;1996 Januari;99.5;10374
391;2;1996 Februari;99.4;10374
392;2;1996 Maart;99.4;10374
393;2;1996 April;99.3;10374
394;2;1996 Mei;99.3;10374
395;2;1996 Juni;98.7;10374
396;2;1996 Juli;98.7;10374
397;2;1996 Augustus;97.9;10374
398;2;1996 September;97.9;10374
399;2;1996 Oktober;97.8;10374
400;2;1996 November;97.8;10374
401;2;1996 December;97.6;10374
402;2;1996;98.6;10374
403;2;1997 Januari;97.3;10374
404;2;1997 Februari;97.2;10374
405;2;1997 Maart;97.5;10374
406;2;1997 April;97.4;10374
407;2;1997 Mei;97.6;10374
408;2;1997 Juni;97.0;10374
409;2;1997 Juli;96.7;10374
410;2;1997 Augustus;96.8;10374
411;2;1997 September;97.0;10374
412;2;1997 Oktober;96.9;10374
413;2;1997 November;97.2;10374
414;2;1997 December;97.1;10374
415;2;1997;97.1;10374
416;2;1998 Januari;97.1;10374
417;2;1998 Februari;97.2;10374
418;2;1998 Maart;97.0;10374
419;2;1998 April;97.1;10374
420;2;1998 Mei;97.4;10374
421;2;1998 Juni;97.1;10374
422;2;1998 Juli;97.6;10374
423;2;1998 Augustus;97.7;10374
424;2;1998 September;98.1;10374
425;2;1998 Oktober;98.0;10374
426;2;1998 November;98.0;10374
427;2;1998 December;97.9;10374
428;2;1998;97.5;10374
429;2;1999 Januari;99.0;10374
430;2;1999 Februari;99.0;10374
431;2;1999 Maart;98.8;10374
432;2;1999 April;99.0;10374
433;2;1999 Mei;99.1;10374
434;2;1999 Juni;99.3;10374
435;2;1999 Juli;99.2;10374
436;2;1999 Augustus;99.1;10374
437;2;1999 September;99.5;10374
438;2;1999 Oktober;99.4;10374
439;2;1999 November;99.4;10374
440;2;1999 December;99.5;10374
441;2;1999;99.2;10374
442;2;2000 Januari;98.3;10374
443;2;2000 Februari;98.1;10374
444;2;2000 Maart;97.8;10374
445;2;2000 April;98.3;10374
446;2;2000 Mei;98.9;10374
447;2;2000 Juni;98.4;10374
448;2;2000 Juli;98.1;10374
449;2;2000 Augustus;98.2;10374
450;2;2000 September;98.4;10374
451;2;2000 Oktober;98.6;10374
452;2;2000 November;98.7;10374
453;2;2000 December;99.1;10374
454;2;2000;98.4;10374
455;2;2001 Januari;99.9;10374
456;2;2001 Februari;100.3;10374
457;2;2001 Maart;101.1;10374
458;2;2001 April;101.8;10374
459;2;2001 Mei;102.0;10374
460;2;2001 Juni;101.7;10374
461;2;2001 Juli;101.5;10374
462;2;2001 Augustus;101.5;10374
463;2;2001 September;101.9;10374
464;2;2001 Oktober;101.7;10374
465;2;2001 November;101.8;10374
466;2;2001 December;101.8;10374
467;2;2001;101.4;10374
468;20   Huishoudelijke apparaten;1996 Januari;98.5;5300
469;20   Huishoudelijke apparaten;1996 Februari;98.6;5300
470;20   Huishoudelijke apparaten;1996 Maart;98.5;5300
471;20   Huishoudelijke apparaten;1996 April;98.2;5300
472;20   Huishoudelijke apparaten;1996 Mei;98.0;5300
473;20   Huishoudelijke apparaten;1996 Juni;97.5;5300
474;20   Huishoudelijke apparaten;1996 Juli;97.3;5300
475;20   Huishoudelijke apparaten;1996 Augustus;96.1;5300
476;20   Huishoudelijke apparaten;1996 September;96.1;5300
477;20   Huishoudelijke apparaten;1996 Oktober;96.0;5300
478;20   Huishoudelijke apparaten;1996 November;95.6;5300
479;20   Huishoudelijke apparaten;1996 December;95.4;5300
480;20   Huishoudelijke apparaten;1996;97.1;5300
481;20   Huishoudelijke apparaten;1997 Januari;94.8;5300
482;20   Huishoudelijke apparaten;1997 Februari;94.8;5300
483;20   Huishoudelijke apparaten;1997 Maart;94.9;5300
484;20   Huishoudelijke apparaten;1997 April;94.8;5300
485;20   Huishoudelijke apparaten;1997 Mei;94.7;5300
486;20   Huishoudelijke apparaten;1997 Juni;94.1;5300
487;20   Huishoudelijke apparaten;1997 Juli;94.0;5300
488;20   Huishoudelijke apparaten;1997 Augustus;94.0;5300
489;20   Huishoudelijke apparaten;1997 September;94.0;5300
490;20   Huishoudelijke apparaten;1997 Oktober;94.0;5300
491;20   Huishoudelijke apparaten;1997 November;94.1;5300
492;20   Huishoudelijke apparaten;1997 December;93.7;5300
493;20   Huishoudelijke apparaten;1997;94.3;5300
494;20   Huishoudelijke apparaten;1998 Januari;93.0;5300
495;20   Huishoudelijke apparaten;1998 Februari;93.0;5300
496;20   Huishoudelijke apparaten;1998 Maart;93.0;5300
497;20   Huishoudelijke apparaten;1998 April;92.7;5300
498;20   Huishoudelijke apparaten;1998 Mei;92.7;5300
499;20   Huishoudelijke apparaten;1998 Juni;92.6;5300
500;20   Huishoudelijke apparaten;1998 Juli;92.5;5300
501;20   Huishoudelijke apparaten;1998 Augustus;92.6;5300
502;20   Huishoudelijke apparaten;1998 September;92.6;5300
503;20   Huishoudelijke apparaten;1998 Oktober;92.6;5300
504;20   Huishoudelijke apparaten;1998 November;92.6;5300
505;20   Huishoudelijke apparaten;1998 December;92.4;5300
506;20   Huishoudelijke apparaten;1998;92.7;5300
507;20   Huishoudelijke apparaten;1999 Januari;94.2;5300
508;20   Huishoudelijke apparaten;1999 Februari;93.9;5300
509;20   Huishoudelijke apparaten;1999 Maart;93.1;5300
510;20   Huishoudelijke apparaten;1999 April;93.0;5300
511;20   Huishoudelijke apparaten;1999 Mei;92.7;5300
512;20   Huishoudelijke apparaten;1999 Juni;92.7;5300
513;20   Huishoudelijke apparaten;1999 Juli;92.6;5300
514;20   Huishoudelijke apparaten;1999 Augustus;92.5;5300
515;20   Huishoudelijke apparaten;1999 September;92.4;5300
516;20   Huishoudelijke apparaten;1999 Oktober;92.2;5300
517;20   Huishoudelijke apparaten;1999 November;92.4;5300
518;20   Huishoudelijke apparaten;1999 December;92.3;5300
519;20   Huishoudelijke apparaten;1999;92.8;5300
520;20   Huishoudelijke apparaten;2000 Januari;89.5;5300
521;20   Huishoudelijke apparaten;2000 Februari;89.6;5300
522;20   Huishoudelijke apparaten;2000 Maart;89.3;5300
523;20   Huishoudelijke apparaten;2000 April;89.7;5300
524;20   Huishoudelijke apparaten;2000 Mei;90.2;5300
525;20   Huishoudelijke apparaten;2000 Juni;90.1;5300
526;20   Huishoudelijke apparaten;2000 Juli;90.0;5300
527;20   Huishoudelijke apparaten;2000 Augustus;89.9;5300
528;20   Huishoudelijke apparaten;2000 September;90.1;5300
529;20   Huishoudelijke apparaten;2000 Oktober;90.0;5300
530;20   Huishoudelijke apparaten;2000 November;90.3;5300
531;20   Huishoudelijke apparaten;2000 December;90.2;5300
532;20   Huishoudelijke apparaten;2000;89.9;5300
533;20   Huishoudelijke apparaten;2001 Januari;91.2;5300
534;20   Huishoudelijke apparaten;2001 Februari;90.9;5300
535;20   Huishoudelijke apparaten;2001 Maart;91.4;5300
536;20   Huishoudelijke apparaten;2001 April;91.5;5300
537;20   Huishoudelijke apparaten;2001 Mei;91.5;5300
538;20   Huishoudelijke apparaten;2001 Juni;91.5;5300
539;20   Huishoudelijke apparaten;2001 Juli;91.3;5300
540;20   Huishoudelijke apparaten;2001 Augustus;91.0;5300
541;20   Huishoudelijke apparaten;2001 September;91.0;5300
542;20   Huishoudelijke apparaten;2001 Oktober;90.7;5300
543;20   Huishoudelijke apparaten;2001 November;90.9;5300
544;20   Huishoudelijke apparaten;2001 December;90.5;5300
545;20   Huishoudelijke apparaten;2001;91.1;5300
546;23   Huishoudelijke artikelen;1996 Januari;100.6;5074
547;23   Huishoudelijke artikelen;1996 Februari;100.2;5074
548;23   Huishoudelijke artikelen;1996 Maart;100.4;5074
549;23   Huishoudelijke artikelen;1996 April;100.3;5074
550;23   Huishoudelijke artikelen;1996 Mei;100.7;5074
551;23   Huishoudelijke artikelen;1996 Juni;99.9;5074
552;23   Huishoudelijke artikelen;1996 Juli;100.2;5074
553;23   Huishoudelijke artikelen;1996 Augustus;99.8;5074
554;23   Huishoudelijke artikelen;1996 September;99.9;5074
555;23   Huishoudelijke artikelen;1996 Oktober;99.7;5074
556;23   Huishoudelijke artikelen;1996 November;100.2;5074
557;23   Huishoudelijke artikelen;1996 December;99.9;5074
558;23   Huishoudelijke artikelen;1996;100.1;5074
559;23   Huishoudelijke artikelen;1997 Januari;99.9;5074
560;23   Huishoudelijke artikelen;1997 Februari;99.8;5074
561;23   Huishoudelijke artikelen;1997 Maart;100.2;5074
562;23   Huishoudelijke artikelen;1997 April;100.2;5074
563;23   Huishoudelijke artikelen;1997 Mei;100.6;5074
564;23   Huishoudelijke artikelen;1997 Juni;100.1;5074
565;23   Huishoudelijke artikelen;1997 Juli;99.6;5074
566;23   Huishoudelijke artikelen;1997 Augustus;99.7;5074
567;23   Huishoudelijke artikelen;1997 September;100.0;5074
568;23   Huishoudelijke artikelen;1997 Oktober;99.9;5074
569;23   Huishoudelijke artikelen;1997 November;100.5;5074
570;23   Huishoudelijke artikelen;1997 December;100.7;5074
571;23   Huishoudelijke artikelen;1997;100.1;5074
572;23   Huishoudelijke artikelen;1998 Januari;101.3;5074
573;23   Huishoudelijke artikelen;1998 Februari;101.6;5074
574;23   Huishoudelijke artikelen;1998 Maart;101.3;5074
575;23   Huishoudelijke artikelen;1998 April;101.7;5074
576;23   Huishoudelijke artikelen;1998 Mei;102.2;5074
577;23   Huishoudelijke artikelen;1998 Juni;101.9;5074
578;23   Huishoudelijke artikelen;1998 Juli;102.9;5074
579;23   Huishoudelijke artikelen;1998 Augustus;103.1;5074
580;23   Huishoudelijke artikelen;1998 September;104.0;5074
581;23   Huishoudelijke artikelen;1998 Oktober;103.6;5074
582;23   Huishoudelijke artikelen;1998 November;103.7;5074
583;23   Huishoudelijke artikelen;1998 December;103.8;5074
