ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
2474;Total sales;14301300 Other chemical minerals;2005 February;;;;;;
2475;Total sales;14301300 Other chemical minerals;2005 March;;;;;;
2476;Total sales;14301300 Other chemical minerals;2005 April;;;;;;
2477;Total sales;14301300 Other chemical minerals;2005 May;;;;;;
2478;Total sales;14301300 Other chemical minerals;2005 June;;;;;;
2479;Total sales;14301300 Other chemical minerals;2005 July;;;;;;
2480;Total sales;14301300 Other chemical minerals;2005 August;;;;;;
2481;Total sales;14301300 Other chemical minerals;2005 September;;;;;;
2482;Total sales;14301300 Other chemical minerals;2005 October;;;;;;
2483;Total sales;14301300 Other chemical minerals;2005 November;;;;;;
2484;Total sales;14301300 Other chemical minerals;2005 December;;;;;;
2485;Total sales;14301300 Other chemical minerals;2005;;;;;;
2486;Total sales;14301300 Other chemical minerals;2006 January;;;;;;
2487;Total sales;14301300 Other chemical minerals;2006 February;;;;;;
2488;Total sales;14301300 Other chemical minerals;2006 March;;;;;;
2489;Total sales;14301300 Other chemical minerals;2006 April;;;;;;
2490;Total sales;14301300 Other chemical minerals;2006 May;;;;;;
2491;Total sales;14301300 Other chemical minerals;2006 June;;;;;;
2492;Total sales;14301300 Other chemical minerals;2006 July;;;;;;
2493;Total sales;14301300 Other chemical minerals;2006 August;;;;;;
2494;Total sales;14500000 Other mining and quarrying n.e.;2000 January;;;;;;
2495;Total sales;14500000 Other mining and quarrying n.e.;2000 February;;;;;;
2496;Total sales;14500000 Other mining and quarrying n.e.;2000 March;;;;;;
2497;Total sales;14500000 Other mining and quarrying n.e.;2000 April;;;;;;
2498;Total sales;14500000 Other mining and quarrying n.e.;2000 May;;;;;;
2499;Total sales;14500000 Other mining and quarrying n.e.;2000 June;;;;;;
2500;Total sales;14500000 Other mining and quarrying n.e.;2000 July;;;;;;
2501;Total sales;14500000 Other mining and quarrying n.e.;2000 August;;;;;;
2502;Total sales;14500000 Other mining and quarrying n.e.;2000 September;;;;;;
2503;Total sales;14500000 Other mining and quarrying n.e.;2000 October;;;;;;
2504;Total sales;14500000 Other mining and quarrying n.e.;2000 November;;;;;;
2505;Total sales;14500000 Other mining and quarrying n.e.;2000 December;;;;;;
2506;Total sales;14500000 Other mining and quarrying n.e.;2000;100.0;;;100.0;;
2507;Total sales;14500000 Other mining and quarrying n.e.;2001 January;;;;;;
2508;Total sales;14500000 Other mining and quarrying n.e.;2001 February;;;;;;
2509;Total sales;14500000 Other mining and quarrying n.e.;2001 March;;;;;;
2510;Total sales;14500000 Other mining and quarrying n.e.;2001 April;;;;;;
2511;Total sales;14500000 Other mining and quarrying n.e.;2001 May;;;;;;
2512;Total sales;14500000 Other mining and quarrying n.e.;2001 June;;;;;;
2513;Total sales;14500000 Other mining and quarrying n.e.;2001 July;;;;;;
2514;Total sales;14500000 Other mining and quarrying n.e.;2001 August;;;;;;
2515;Total sales;14500000 Other mining and quarrying n.e.;2001 September;;;;;;
2516;Total sales;14500000 Other mining and quarrying n.e.;2001 October;;;;;;
2517;Total sales;14500000 Other mining and quarrying n.e.;2001 November;;;;;;
2518;Total sales;14500000 Other mining and quarrying n.e.;2001 December;;;;;;
2519;Total sales;14500000 Other mining and quarrying n.e.;2001;;;;;;
2520;Total sales;14500000 Other mining and quarrying n.e.;2002 January;;;;;;
2521;Total sales;14500000 Other mining and quarrying n.e.;2002 February;;;;;;
2522;Total sales;14500000 Other mining and quarrying n.e.;2002 March;;;;;;
2523;Total sales;14500000 Other mining and quarrying n.e.;2002 April;;;;;;
2524;Total sales;14500000 Other mining and quarrying n.e.;2002 May;;;;;;
2525;Total sales;14500000 Other mining and quarrying n.e.;2002 June;;;;;;
2526;Total sales;14500000 Other mining and quarrying n.e.;2002 July;;;;;;
2527;Total sales;14500000 Other mining and quarrying n.e.;2002 August;;;;;;
2528;Total sales;14500000 Other mining and quarrying n.e.;2002 September;;;;;;
2529;Total sales;14500000 Other mining and quarrying n.e.;2002 October;;;;;;
2530;Total sales;14500000 Other mining and quarrying n.e.;2002 November;;;;;;
2531;Total sales;14500000 Other mining and quarrying n.e.;2002 December;;;;;;
2532;Total sales;14500000 Other mining and quarrying n.e.;2002;;;;;;
2533;Total sales;14500000 Other mining and quarrying n.e.;2003 January;;;;;;
2534;Total sales;14500000 Other mining and quarrying n.e.;2003 February;;;;;;
2535;Total sales;14500000 Other mining and quarrying n.e.;2003 March;;;;;;
2536;Total sales;14500000 Other mining and quarrying n.e.;2003 April;;;;;;
2537;Total sales;14500000 Other mining and quarrying n.e.;2003 May;;;;;;
2538;Total sales;14500000 Other mining and quarrying n.e.;2003 June;;;;;;
2539;Total sales;14500000 Other mining and quarrying n.e.;2003 July;;;;;;
2540;Total sales;14500000 Other mining and quarrying n.e.;2003 August;;;;;;
2541;Total sales;14500000 Other mining and quarrying n.e.;2003 September;;;;;;
2542;Total sales;14500000 Other mining and quarrying n.e.;2003 October;;;;;;
2543;Total sales;14500000 Other mining and quarrying n.e.;2003 November;;;;;;
2544;Total sales;14500000 Other mining and quarrying n.e.;2003 December;;;;;;
2545;Total sales;14500000 Other mining and quarrying n.e.;2003;;;;;;
2546;Total sales;14500000 Other mining and quarrying n.e.;2004 January;;;;;;
2547;Total sales;14500000 Other mining and quarrying n.e.;2004 February;;;;;;
2548;Total sales;14500000 Other mining and quarrying n.e.;2004 March;;;;;;
2549;Total sales;14500000 Other mining and quarrying n.e.;2004 April;;;;;;
2550;Total sales;14500000 Other mining and quarrying n.e.;2004 May;;;;;;
2551;Total sales;14500000 Other mining and quarrying n.e.;2004 June;;;;;;
2552;Total sales;14500000 Other mining and quarrying n.e.;2004 July;;;;;;
2553;Total sales;14500000 Other mining and quarrying n.e.;2004 August;;;;;;
2554;Total sales;14500000 Other mining and quarrying n.e.;2004 September;;;;;;
2555;Total sales;14500000 Other mining and quarrying n.e.;2004 October;;;;;;
2556;Total sales;14500000 Other mining and quarrying n.e.;2004 November;;;;;;
2557;Total sales;14500000 Other mining and quarrying n.e.;2004 December;;;;;;
2558;Total sales;14500000 Other mining and quarrying n.e.;2004;;;;;;
2559;Total sales;14500000 Other mining and quarrying n.e.;2005 January;;;;;;
2560;Total sales;14500000 Other mining and quarrying n.e.;2005 February;;;;;;
2561;Total sales;14500000 Other mining and quarrying n.e.;2005 March;;;;;;
2562;Total sales;14500000 Other mining and quarrying n.e.;2005 April;;;;;;
2563;Total sales;14500000 Other mining and quarrying n.e.;2005 May;;;;;;
2564;Total sales;14500000 Other mining and quarrying n.e.;2005 June;;;;;;
2565;Total sales;14500000 Other mining and quarrying n.e.;2005 July;;;;;;
2566;Total sales;14500000 Other mining and quarrying n.e.;2005 August;;;;;;
2567;Total sales;14500000 Other mining and quarrying n.e.;2005 September;;;;;;
2568;Total sales;14500000 Other mining and quarrying n.e.;2005 October;;;;;;
2569;Total sales;14500000 Other mining and quarrying n.e.;2005 November;;;;;;
2570;Total sales;14500000 Other mining and quarrying n.e.;2005 December;;;;;;
2571;Total sales;14500000 Other mining and quarrying n.e.;2005;;;;;;
2572;Total sales;14500000 Other mining and quarrying n.e.;2006 January;;;;;;
2573;Total sales;14500000 Other mining and quarrying n.e.;2006 February;;;;;;
2574;Total sales;14500000 Other mining and quarrying n.e.;2006 March;;;;;;
2575;Total sales;14500000 Other mining and quarrying n.e.;2006 April;;;;;;
2576;Total sales;14500000 Other mining and quarrying n.e.;2006 May;;;;;;
2577;Total sales;14500000 Other mining and quarrying n.e.;2006 June;;;;;;
2578;Total sales;14500000 Other mining and quarrying n.e.;2006 July;;;;;;
2579;Total sales;14500000 Other mining and quarrying n.e.;2006 August;;;;;;
2580;Total sales;14502000 Other minerals or materials n.e;2000 January;;;;;;
2581;Total sales;14502000 Other minerals or materials n.e;2000 February;;;;;;
2582;Total sales;14502000 Other minerals or materials n.e;2000 March;;;;;;
2583;Total sales;14502000 Other minerals or materials n.e;2000 April;;;;;;
2584;Total sales;14502000 Other minerals or materials n.e;2000 May;;;;;;
2585;Total sales;14502000 Other minerals or materials n.e;2000 June;;;;;;
2586;Total sales;14502000 Other minerals or materials n.e;2000 July;;;;;;
2587;Total sales;14502000 Other minerals or materials n.e;2000 August;;;;;;
2588;Total sales;14502000 Other minerals or materials n.e;2000 September;;;;;;
2589;Total sales;14502000 Other minerals or materials n.e;2000 October;;;;;;
2590;Total sales;14502000 Other minerals or materials n.e;2000 November;;;;;;
2591;Total sales;14502000 Other minerals or materials n.e;2000 December;;;;;;
2592;Total sales;14502000 Other minerals or materials n.e;2000;100.0;;;100.0;;
2593;Total sales;14502000 Other minerals or materials n.e;2001 January;;;;;;
2594;Total sales;14502000 Other minerals or materials n.e;2001 February;;;;;;
2595;Total sales;14502000 Other minerals or materials n.e;2001 March;;;;;;
2596;Total sales;14502000 Other minerals or materials n.e;2001 April;;;;;;
2597;Total sales;14502000 Other minerals or materials n.e;2001 May;;;;;;
2598;Total sales;14502000 Other minerals or materials n.e;2001 June;;;;;;
2599;Total sales;14502000 Other minerals or materials n.e;2001 July;;;;;;
2600;Total sales;14502000 Other minerals or materials n.e;2001 August;;;;;;
2601;Total sales;14502000 Other minerals or materials n.e;2001 September;;;;;;
2602;Total sales;14502000 Other minerals or materials n.e;2001 October;;;;;;
2603;Total sales;14502000 Other minerals or materials n.e;2001 November;;;;;;
2604;Total sales;14502000 Other minerals or materials n.e;2001 December;;;;;;
2605;Total sales;14502000 Other minerals or materials n.e;2001;;;;;;
2606;Total sales;14502000 Other minerals or materials n.e;2002 January;;;;;;
2607;Total sales;14502000 Other minerals or materials n.e;2002 February;;;;;;
2608;Total sales;14502000 Other minerals or materials n.e;2002 March;;;;;;
2609;Total sales;14502000 Other minerals or materials n.e;2002 April;;;;;;
2610;Total sales;14502000 Other minerals or materials n.e;2002 May;;;;;;
2611;Total sales;14502000 Other minerals or materials n.e;2002 June;;;;;;
2612;Total sales;14502000 Other minerals or materials n.e;2002 July;;;;;;
2613;Total sales;14502000 Other minerals or materials n.e;2002 August;;;;;;
2614;Total sales;14502000 Other minerals or materials n.e;2002 September;;;;;;
2615;Total sales;14502000 Other minerals or materials n.e;2002 October;;;;;;
2616;Total sales;14502000 Other minerals or materials n.e;2002 November;;;;;;
2617;Total sales;14502000 Other minerals or materials n.e;2002 December;;;;;;
2618;Total sales;14502000 Other minerals or materials n.e;2002;;;;;;
2619;Total sales;14502000 Other minerals or materials n.e;2003 January;;;;;;
2620;Total sales;14502000 Other minerals or materials n.e;2003 February;;;;;;
2621;Total sales;14502000 Other minerals or materials n.e;2003 March;;;;;;
2622;Total sales;14502000 Other minerals or materials n.e;2003 April;;;;;;
2623;Total sales;14502000 Other minerals or materials n.e;2003 May;;;;;;
2624;Total sales;14502000 Other minerals or materials n.e;2003 June;;;;;;
2625;Total sales;14502000 Other minerals or materials n.e;2003 July;;;;;;
2626;Total sales;14502000 Other minerals or materials n.e;2003 August;;;;;;
2627;Total sales;14502000 Other minerals or materials n.e;2003 September;;;;;;
2628;Total sales;14502000 Other minerals or materials n.e;2003 October;;;;;;
2629;Total sales;14502000 Other minerals or materials n.e;2003 November;;;;;;
2630;Total sales;14502000 Other minerals or materials n.e;2003 December;;;;;;
2631;Total sales;14502000 Other minerals or materials n.e;2003;;;;;;
2632;Total sales;14502000 Other minerals or materials n.e;2004 January;;;;;;
2633;Total sales;14502000 Other minerals or materials n.e;2004 February;;;;;;
2634;Total sales;14502000 Other minerals or materials n.e;2004 March;;;;;;
2635;Total sales;14502000 Other minerals or materials n.e;2004 April;;;;;;
2636;Total sales;14502000 Other minerals or materials n.e;2004 May;;;;;;
2637;Total sales;14502000 Other minerals or materials n.e;2004 June;;;;;;
2638;Total sales;14502000 Other minerals or materials n.e;2004 July;;;;;;
2639;Total sales;14502000 Other minerals or materials n.e;2004 August;;;;;;
2640;Total sales;14502000 Other minerals or materials n.e;2004 September;;;;;;
2641;Total sales;14502000 Other minerals or materials n.e;2004 October;;;;;;
2642;Total sales;14502000 Other minerals or materials n.e;2004 November;;;;;;
2643;Total sales;14502000 Other minerals or materials n.e;2004 December;;;;;;
2644;Total sales;14502000 Other minerals or materials n.e;2004;;;;;;
2645;Total sales;14502000 Other minerals or materials n.e;2005 January;;;;;;
2646;Total sales;14502000 Other minerals or materials n.e;2005 February;;;;;;
2647;Total sales;14502000 Other minerals or materials n.e;2005 March;;;;;;
2648;Total sales;14502000 Other minerals or materials n.e;2005 April;;;;;;
2649;Total sales;14502000 Other minerals or materials n.e;2005 May;;;;;;
2650;Total sales;14502000 Other minerals or materials n.e;2005 June;;;;;;
2651;Total sales;14502000 Other minerals or materials n.e;2005 July;;;;;;
2652;Total sales;14502000 Other minerals or materials n.e;2005 August;;;;;;
2653;Total sales;14502000 Other minerals or materials n.e;2005 September;;;;;;
2654;Total sales;14502000 Other minerals or materials n.e;2005 October;;;;;;
2655;Total sales;14502000 Other minerals or materials n.e;2005 November;;;;;;
2656;Total sales;14502000 Other minerals or materials n.e;2005 December;;;;;;
2657;Total sales;14502000 Other minerals or materials n.e;2005;;;;;;
2658;Total sales;14502000 Other minerals or materials n.e;2006 January;;;;;;
2659;Total sales;14502000 Other minerals or materials n.e;2006 February;;;;;;
2660;Total sales;14502000 Other minerals or materials n.e;2006 March;;;;;;
2661;Total sales;14502000 Other minerals or materials n.e;2006 April;;;;;;
2662;Total sales;14502000 Other minerals or materials n.e;2006 May;;;;;;
2663;Total sales;14502000 Other minerals or materials n.e;2006 June;;;;;;
2664;Total sales;14502000 Other minerals or materials n.e;2006 July;;;;;;
2665;Total sales;14502000 Other minerals or materials n.e;2006 August;;;;;;
2666;Total sales;14502300 Other minerals n.e.c.;2000 January;;;;;;
2667;Total sales;14502300 Other minerals n.e.c.;2000 February;;;;;;
2668;Total sales;14502300 Other minerals n.e.c.;2000 March;;;;;;
2669;Total sales;14502300 Other minerals n.e.c.;2000 April;;;;;;
2670;Total sales;14502300 Other minerals n.e.c.;2000 May;;;;;;
2671;Total sales;14502300 Other minerals n.e.c.;2000 June;;;;;;
2672;Total sales;14502300 Other minerals n.e.c.;2000 July;;;;;;
2673;Total sales;14502300 Other minerals n.e.c.;2000 August;;;;;;
2674;Total sales;14502300 Other minerals n.e.c.;2000 September;;;;;;
2675;Total sales;14502300 Other minerals n.e.c.;2000 October;;;;;;
2676;Total sales;14502300 Other minerals n.e.c.;2000 November;;;;;;
2677;Total sales;14502300 Other minerals n.e.c.;2000 December;;;;;;
2678;Total sales;14502300 Other minerals n.e.c.;2000;100.0;;;100.0;;
2679;Total sales;14502300 Other minerals n.e.c.;2001 January;;;;;;
2680;Total sales;14502300 Other minerals n.e.c.;2001 February;;;;;;
2681;Total sales;14502300 Other minerals n.e.c.;2001 March;;;;;;
2682;Total sales;14502300 Other minerals n.e.c.;2001 April;;;;;;
2683;Total sales;14502300 Other minerals n.e.c.;2001 May;;;;;;
2684;Total sales;14502300 Other minerals n.e.c.;2001 June;;;;;;
2685;Total sales;14502300 Other minerals n.e.c.;2001 July;;;;;;
2686;Total sales;14502300 Other minerals n.e.c.;2001 August;;;;;;
2687;Total sales;14502300 Other minerals n.e.c.;2001 September;;;;;;
2688;Total sales;14502300 Other minerals n.e.c.;2001 October;;;;;;
2689;Total sales;14502300 Other minerals n.e.c.;2001 November;;;;;;
2690;Total sales;14502300 Other minerals n.e.c.;2001 December;;;;;;
2691;Total sales;14502300 Other minerals n.e.c.;2001;;;;;;
2692;Total sales;14502300 Other minerals n.e.c.;2002 January;;;;;;
2693;Total sales;14502300 Other minerals n.e.c.;2002 February;;;;;;
2694;Total sales;14502300 Other minerals n.e.c.;2002 March;;;;;;
2695;Total sales;14502300 Other minerals n.e.c.;2002 April;;;;;;
2696;Total sales;14502300 Other minerals n.e.c.;2002 May;;;;;;
2697;Total sales;14502300 Other minerals n.e.c.;2002 June;;;;;;
2698;Total sales;14502300 Other minerals n.e.c.;2002 July;;;;;;
2699;Total sales;14502300 Other minerals n.e.c.;2002 August;;;;;;
2700;Total sales;14502300 Other minerals n.e.c.;2002 September;;;;;;
2701;Total sales;14502300 Other minerals n.e.c.;2002 October;;;;;;
2702;Total sales;14502300 Other minerals n.e.c.;2002 November;;;;;;
2703;Total sales;14502300 Other minerals n.e.c.;2002 December;;;;;;
2704;Total sales;14502300 Other minerals n.e.c.;2002;;;;;;
2705;Total sales;14502300 Other minerals n.e.c.;2003 January;;;;;;
2706;Total sales;14502300 Other minerals n.e.c.;2003 February;;;;;;
2707;Total sales;14502300 Other minerals n.e.c.;2003 March;;;;;;
2708;Total sales;14502300 Other minerals n.e.c.;2003 April;;;;;;
2709;Total sales;14502300 Other minerals n.e.c.;2003 May;;;;;;
2710;Total sales;14502300 Other minerals n.e.c.;2003 June;;;;;;
2711;Total sales;14502300 Other minerals n.e.c.;2003 July;;;;;;
2712;Total sales;14502300 Other minerals n.e.c.;2003 August;;;;;;
2713;Total sales;14502300 Other minerals n.e.c.;2003 September;;;;;;
2714;Total sales;14502300 Other minerals n.e.c.;2003 October;;;;;;
2715;Total sales;14502300 Other minerals n.e.c.;2003 November;;;;;;
2716;Total sales;14502300 Other minerals n.e.c.;2003 December;;;;;;
2717;Total sales;14502300 Other minerals n.e.c.;2003;;;;;;
2718;Total sales;14502300 Other minerals n.e.c.;2004 January;;;;;;
