ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;BevolkingOp1Januari_1
7629;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Caribisch Nederland;2024;18
7630;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2011;12
7631;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2012;10
7632;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2013;12
7633;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2014;12
7634;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2015;7
7635;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2016;7
7636;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2017;10
7637;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2018;11
7638;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2019;12
7639;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2020;12
7640;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2021;12
7641;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2022;12
7642;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2023;12
7643;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Bonaire;2024;12
7644;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2011;10
7645;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2012;11
7646;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2013;14
7647;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2014;10
7648;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2015;8
7649;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2016;7
7650;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2017;7
7651;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2018;6
7652;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2019;4
7653;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2020;6
7654;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2021;5
7655;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2022;5
7656;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2023;1
7657;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Sint Eustatius;2024;0
7658;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2011;2
7659;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2012;1
7660;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2013;1
7661;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2014;1
7662;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2015;1
7663;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2016;0
7664;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2017;1
7665;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2018;1
7666;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2019;2
7667;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2020;5
7668;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2021;7
7669;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2022;4
7670;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2023;6
7671;Totaal mannen en vrouwen;10 tot 15 jaar;Noord-Amerika;Saba;2024;6
7672;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2011;460
7673;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2012;474
7674;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2013;495
7675;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2014;488
7676;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2015;463
7677;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2016;451
7678;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2017;430
7679;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2018;397
7680;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2019;402
7681;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2020;429
7682;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2021;410
7683;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2022;411
7684;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2023;411
7685;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2024;349
7686;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2011;372
7687;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2012;380
7688;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2013;398
7689;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2014;389
7690;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2015;362
7691;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2016;334
7692;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2017;311
7693;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2018;269
7694;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2019;264
7695;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2020;287
7696;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2021;270
7697;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2022;261
7698;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2023;261
7699;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2024;210
7700;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2011;56
7701;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2012;56
7702;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2013;55
7703;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2014;52
7704;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2015;49
7705;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2016;58
7706;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2017;61
7707;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2018;75
7708;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2019;82
7709;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2020;87
7710;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2021;90
7711;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2022;104
7712;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2023;96
7713;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2024;83
7714;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2011;32
7715;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2012;38
7716;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2013;42
7717;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2014;47
7718;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2015;52
7719;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2016;59
7720;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2017;58
7721;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2018;53
7722;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2019;56
7723;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2020;55
7724;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2021;50
7725;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2022;46
7726;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2023;54
7727;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2024;56
7728;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2011;12
7729;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2012;16
7730;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2013;14
7731;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2014;19
7732;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2015;23
7733;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2016;23
7734;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2017;26
7735;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2018;28
7736;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2019;32
7737;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2020;39
7738;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2021;36
7739;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2022;37
7740;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2023;36
7741;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Caribisch Nederland;2024;31
7742;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2011;11
7743;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2012;15
7744;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2013;13
7745;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2014;18
7746;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2015;23
7747;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2016;22
7748;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2017;25
7749;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2018;27
7750;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2019;30
7751;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2020;35
7752;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2021;32
7753;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2022;33
7754;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2023;31
7755;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Bonaire;2024;26
7756;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2011;0
7757;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2012;0
7758;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2013;1
7759;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2014;1
7760;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2015;0
7761;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2016;1
7762;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2017;1
7763;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2018;1
7764;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2019;2
7765;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2020;4
7766;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2021;3
7767;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2022;3
7768;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2023;5
7769;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Sint Eustatius;2024;4
7770;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2011;1
7771;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2012;1
7772;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2013;0
7773;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2014;0
7774;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2015;0
7775;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2016;0
7776;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2017;0
7777;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2018;0
7778;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2019;0
7779;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2020;0
7780;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2021;1
7781;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2022;1
7782;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2023;0
7783;Totaal mannen en vrouwen;10 tot 15 jaar;Aruba;Saba;2024;1
7784;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2011;366
7785;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2012;367
7786;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2013;384
7787;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2014;370
7788;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2015;340
7789;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2016;315
7790;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2017;291
7791;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2018;250
7792;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2019;240
7793;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2020;255
7794;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2021;240
7795;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2022;233
7796;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2023;228
7797;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Caribisch Nederland;2024;185
7798;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2011;355
7799;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2012;359
7800;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2013;379
7801;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2014;366
7802;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2015;335
7803;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2016;309
7804;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2017;283
7805;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2018;238
7806;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2019;229
7807;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2020;245
7808;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2021;230
7809;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2022;220
7810;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2023;219
7811;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Bonaire;2024;175
7812;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2011;9
7813;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2012;7
7814;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2013;5
7815;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2014;4
7816;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2015;5
7817;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2016;6
7818;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2017;7
7819;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2018;12
7820;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2019;11
7821;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2020;9
7822;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2021;8
7823;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2022;12
7824;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2023;8
7825;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Sint Eustatius;2024;8
7826;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2011;2
7827;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2012;1
7828;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2013;0
7829;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2014;0
7830;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2015;0
7831;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2016;0
7832;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2017;1
7833;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2018;0
7834;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2019;0
7835;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2020;1
7836;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2021;2
7837;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2022;1
7838;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2023;1
7839;Totaal mannen en vrouwen;10 tot 15 jaar;Curaçao;Saba;2024;2
7840;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2011;82
7841;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2012;91
7842;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2013;97
7843;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2014;99
7844;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2015;100
7845;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2016;113
7846;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2017;113
7847;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2018;119
7848;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2019;130
7849;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2020;135
7850;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2021;134
7851;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2022;141
7852;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2023;147
7853;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Caribisch Nederland;2024;133
7854;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2011;6
7855;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2012;6
7856;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2013;6
7857;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2014;5
7858;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2015;4
7859;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2016;3
7860;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2017;3
7861;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2018;4
7862;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2019;5
7863;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2020;7
7864;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2021;8
7865;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2022;8
7866;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2023;11
7867;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Bonaire;2024;9
7868;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2011;47
7869;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2012;49
7870;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2013;49
7871;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2014;47
7872;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2015;44
7873;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2016;51
7874;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2017;53
7875;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2018;62
7876;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2019;69
7877;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2020;74
7878;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2021;79
7879;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2022;89
7880;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2023;83
7881;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Sint Eustatius;2024;71
7882;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2011;29
7883;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2012;36
7884;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2013;42
7885;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2014;47
7886;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2015;52
7887;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2016;59
7888;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2017;57
7889;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2018;53
7890;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2019;56
7891;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2020;54
7892;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2021;47
7893;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2022;44
7894;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2023;53
7895;Totaal mannen en vrouwen;10 tot 15 jaar;Sint Maarten (Nederlands deel);Saba;2024;53
7896;Totaal mannen en vrouwen;10 tot 15 jaar;Caribisch Nederland;Caribisch Nederland;2011;546
7897;Totaal mannen en vrouwen;10 tot 15 jaar;Caribisch Nederland;Caribisch Nederland;2012;539
7898;Totaal mannen en vrouwen;10 tot 15 jaar;Caribisch Nederland;Caribisch Nederland;2013;515
7899;Totaal mannen en vrouwen;10 tot 15 jaar;Caribisch Nederland;Caribisch Nederland;2014;500
