ID;Goederenstromen;Goederengroepen;Werelddelen;Perioden;Schatting_1;Ondergrens95Interval_2;Bovengrens95Interval_3;Betrouwbaarheidsmarge_4;AandeelInGoederenstroom_5;GroeiIndicatie_6;Schatting_7;Ondergrens95Interval_8;Bovengrens95Interval_9;Betrouwbaarheidsmarge_10;AandeelInGoederenstroom_11;GroeiIndicatie_12
8744;Wederuitvoer;2 Vaste minerale brandstoffen;Azië;2017;5;3;6;36.0;0;5.0;31;10;52;67.0;0;5.0
8745;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2007;1000;908;1093;9.0;1;;15589;13298;17880;15.0;17;
8746;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2008;713;647;779;9.0;0;1.0;7256;6145;8367;15.0;9;1.0
8747;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2009;496;450;542;9.0;0;1.0;6404;5447;7362;15.0;8;9.0
8748;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2010;688;624;752;9.0;0;5.0;8421;7168;9675;15.0;10;5.0
8749;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2011;1172;1064;1279;9.0;1;5.0;12080;10205;13955;16.0;12;5.0
8750;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2012;1218;1107;1330;9.0;1;9.0;14316;12179;16453;15.0;14;5.0
8751;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2013;919;858;979;7.0;0;1.0;11906;10115;13697;15.0;10;1.0
8752;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2014;736;668;804;9.0;0;1.0;9056;7680;10432;15.0;9;1.0
8753;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2015;686;619;753;10.0;0;9.0;8998;7629;10367;15.0;9;9.0
8754;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2016;659;590;728;10.0;0;9.0;9589;8148;11030;15.0;8;9.0
8755;Wederuitvoer;2 Vaste minerale brandstoffen;Europa;2017;805;734;876;9.0;0;5.0;8118;6880;9356;15.0;7;1.0
8756;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2007;0;0;0;;0;;1;1;2;15.0;0;
8757;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2008;0;0;0;;0;;2;1;2;15.0;0;9.0
8758;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2009;0;0;0;;0;;1;1;1;20.0;0;1.0
8759;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2010;0;0;0;;0;;3;3;4;15.0;0;5.0
8760;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2011;1;1;2;14.0;0;;10;8;11;15.0;0;5.0
8761;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2012;1;1;2;14.0;0;9.0;10;9;11;15.0;0;9.0
8762;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2013;1;1;1;17.0;0;1.0;8;7;9;15.0;0;1.0
8763;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2014;4;3;4;10.0;0;5.0;27;23;31;15.0;0;5.0
8764;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2015;5;4;5;10.0;0;5.0;32;27;37;15.0;0;5.0
8765;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2016;3;2;3;19.0;0;1.0;39;33;45;15.0;0;5.0
8766;Wederuitvoer;2 Vaste minerale brandstoffen;Oceanië;2017;5;4;5;12.0;0;5.0;21;14;28;32.0;0;1.0
8767;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2007;0;0;0;;0;;0;0;0;;0;
8768;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2008;0;0;0;;0;;0;0;0;;0;
8769;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2009;0;0;0;;0;;0;0;0;;0;
8770;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2010;0;0;0;;0;;0;0;0;;0;
8771;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2011;0;0;0;;0;;0;0;0;;0;
8772;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2012;0;0;0;;0;;0;0;0;;0;
8773;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2013;0;0;0;;0;;0;0;0;;0;
8774;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2014;0;0;0;;0;;0;0;0;;0;
8775;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2015;0;0;0;;0;;0;0;0;;0;
8776;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2016;0;0;0;;0;;0;0;0;;0;
8777;Wederuitvoer;2 Vaste minerale brandstoffen;Niet nader aangegeven landen en gebieden;2017;0;0;0;;0;;0;0;0;;0;
8778;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2007;11049;10245;11854;7.0;7;;23126;19915;26337;14.0;25;
8779;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2008;9831;9084;10578;8.0;6;1.0;18876;16329;21424;13.0;24;1.0
8780;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2009;8575;7941;9208;7.0;6;1.0;24174;20858;27490;14.0;31;5.0
8781;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2010;12531;11663;13399;7.0;7;5.0;27532;24100;30964;12.0;31;5.0
8782;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2011;18974;17574;20373;7.0;11;5.0;31203;27141;35265;13.0;32;9.0
8783;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2012;29195;26959;31431;8.0;15;5.0;35115;29835;40394;15.0;34;9.0
8784;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2013;32996;30482;35510;8.0;17;5.0;49337;42543;56131;14.0;42;5.0
8785;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2014;27735;25563;29907;8.0;14;1.0;41934;36292;47575;13.0;40;1.0
8786;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2015;17162;15831;18493;8.0;10;1.0;37498;32180;42817;14.0;38;9.0
8787;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2016;14363;12843;15884;11.0;8;1.0;48728;41678;55778;14.0;42;5.0
8788;Wederuitvoer;3 Aardoliën en aardolieproducten;Totaal alle werelddelen;2017;16397;14767;18027;10.0;8;5.0;45861;39563;52159;14.0;37;9.0
8789;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2007;1277;1152;1403;10.0;1;;2543;2156;2929;15.0;3;
8790;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2008;933;840;1025;10.0;1;1.0;1660;1424;1897;14.0;2;1.0
8791;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2009;1034;932;1136;10.0;1;5.0;2796;2400;3192;14.0;4;5.0
8792;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2010;1649;1486;1813;10.0;1;5.0;3308;2841;3774;14.0;4;5.0
8793;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2011;1591;1433;1749;10.0;1;9.0;2560;2208;2912;14.0;3;1.0
8794;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2012;2376;2143;2609;10.0;1;5.0;3346;2885;3807;14.0;3;5.0
8795;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2013;2484;2244;2724;10.0;1;9.0;3779;3272;4287;13.0;3;9.0
8796;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2014;2054;1854;2254;10.0;1;1.0;3305;2848;3762;14.0;3;1.0
8797;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2015;1223;1106;1341;10.0;1;1.0;2211;1905;2517;14.0;2;1.0
8798;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2016;1126;1005;1247;11.0;1;9.0;3286;2852;3720;13.0;3;5.0
8799;Wederuitvoer;3 Aardoliën en aardolieproducten;Afrika;2017;1213;1056;1370;13.0;1;9.0;3834;3348;4320;13.0;3;5.0
8800;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2007;1173;1057;1288;10.0;1;;2546;2160;2933;15.0;3;
8801;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2008;924;832;1016;10.0;1;1.0;1761;1505;2017;15.0;2;1.0
8802;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2009;589;531;648;10.0;0;1.0;1698;1450;1946;15.0;2;9.0
8803;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2010;1414;1274;1555;10.0;1;5.0;2928;2500;3356;15.0;3;5.0
8804;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2011;1971;1775;2168;10.0;1;5.0;3163;2716;3610;14.0;3;9.0
8805;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2012;2681;2415;2946;10.0;1;5.0;3640;3117;4164;14.0;3;9.0
8806;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2013;2775;2502;3048;10.0;1;9.0;4203;3610;4795;14.0;4;5.0
8807;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2014;1696;1527;1865;10.0;1;1.0;2628;2247;3009;15.0;2;1.0
8808;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2015;574;517;631;10.0;0;1.0;1248;1064;1432;15.0;1;1.0
8809;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2016;623;562;684;10.0;0;9.0;1604;1369;1840;15.0;1;5.0
8810;Wederuitvoer;3 Aardoliën en aardolieproducten;Amerika;2017;918;824;1011;10.0;0;5.0;2171;1865;2477;14.0;2;5.0
8811;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2007;391;353;430;10.0;0;;1221;1039;1403;15.0;1;
8812;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2008;264;238;290;10.0;0;1.0;651;555;747;15.0;1;1.0
8813;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2009;494;445;542;10.0;0;5.0;1656;1411;1902;15.0;2;5.0
8814;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2010;391;353;430;10.0;0;1.0;968;826;1111;15.0;1;1.0
8815;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2011;906;817;995;10.0;1;5.0;1847;1585;2108;14.0;2;5.0
8816;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2012;774;697;850;10.0;0;1.0;1319;1127;1510;14.0;1;1.0
8817;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2013;883;796;969;10.0;0;5.0;1629;1395;1862;14.0;1;5.0
8818;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2014;1050;947;1153;10.0;1;5.0;2355;2020;2690;14.0;2;5.0
8819;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2015;722;653;790;9.0;0;1.0;2465;2137;2793;13.0;3;9.0
8820;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2016;701;627;775;11.0;0;9.0;3631;3169;4093;13.0;3;5.0
8821;Wederuitvoer;3 Aardoliën en aardolieproducten;Azië;2017;952;864;1040;9.0;0;5.0;2664;2308;3021;13.0;2;1.0
8822;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2007;8060;7272;8847;10.0;5;;16277;13120;19434;19.0;18;
8823;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2008;7604;6867;8341;10.0;5;9.0;14495;11974;17015;17.0;18;9.0
8824;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2009;6386;5764;7007;10.0;5;1.0;17759;14486;21031;18.0;23;5.0
8825;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2010;8595;7754;9436;10.0;5;5.0;18952;15589;22315;18.0;21;9.0
8826;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2011;14123;12747;15500;10.0;8;5.0;22876;18864;26888;18.0;23;5.0
8827;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2012;22956;20745;25167;10.0;12;5.0;26075;20846;31303;20.0;25;9.0
8828;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2013;26748;24249;29246;9.0;14;5.0;39536;32792;46279;17.0;33;5.0
8829;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2014;22787;20627;24946;9.0;12;1.0;33357;27757;38958;17.0;32;1.0
8830;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2015;14359;13034;15684;9.0;8;1.0;30789;25493;36085;17.0;31;9.0
8831;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2016;11373;9861;12885;13.0;6;1.0;38893;31878;45908;18.0;34;5.0
8832;Wederuitvoer;3 Aardoliën en aardolieproducten;Europa;2017;12942;11325;14560;12.0;6;5.0;35916;29657;42176;17.0;29;9.0
8833;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2007;1;1;1;24.0;0;;1;0;1;37.0;0;
8834;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2008;2;1;2;12.0;0;5.0;2;2;2;15.0;0;5.0
8835;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2009;4;3;4;10.0;0;5.0;13;12;15;14.0;0;5.0
8836;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2010;9;8;10;10.0;0;5.0;14;12;16;14.0;0;9.0
8837;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2011;27;25;30;10.0;0;5.0;38;32;43;14.0;0;5.0
8838;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2012;15;14;17;10.0;0;1.0;14;12;17;14.0;0;1.0
8839;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2013;3;2;3;9.0;0;1.0;2;2;2;14.0;0;1.0
8840;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2014;2;2;2;10.0;0;1.0;2;2;2;14.0;0;9.0
8841;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2015;1;0;1;28.0;0;1.0;1;0;1;34.0;0;1.0
8842;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2016;2;2;2;3.0;0;5.0;1;1;2;15.0;0;5.0
8843;Wederuitvoer;3 Aardoliën en aardolieproducten;Oceanië;2017;4;4;4;2.0;0;5.0;1;1;1;15.0;0;1.0
8844;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2007;147;133;162;10.0;0;;538;457;619;15.0;1;
8845;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2008;105;94;115;10.0;0;1.0;307;261;353;15.0;0;1.0
8846;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2009;68;62;75;10.0;0;1.0;251;214;289;15.0;0;1.0
8847;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2010;472;425;519;10.0;0;5.0;1362;1162;1562;15.0;2;5.0
8848;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2011;355;319;390;10.0;0;1.0;720;614;826;15.0;1;1.0
8849;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2012;394;354;433;10.0;0;5.0;721;614;827;15.0;1;9.0
8850;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2013;104;93;114;10.0;0;1.0;189;160;217;15.0;0;1.0
8851;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2014;146;132;161;10.0;0;5.0;287;244;329;15.0;0;5.0
8852;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2015;284;256;312;10.0;0;5.0;785;671;899;15.0;1;5.0
8853;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2016;538;486;590;10.0;0;5.0;1312;1125;1500;14.0;1;5.0
8854;Wederuitvoer;3 Aardoliën en aardolieproducten;Niet nader aangegeven landen en gebieden;2017;367;333;402;9.0;0;1.0;1275;1090;1459;14.0;1;9.0
8855;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2007;3975;3677;4273;8.0;3;;6449;5638;7260;13.0;7;
8856;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2008;2877;2661;3093;8.0;2;1.0;3122;2758;3486;12.0;4;1.0
8857;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2009;1675;1557;1792;7.0;1;1.0;3126;2801;3450;10.0;4;9.0
8858;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2010;3378;3129;3627;7.0;2;5.0;4667;4101;5233;12.0;5;5.0
8859;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2011;3137;2909;3364;7.0;2;2.0;2752;2432;3073;12.0;3;1.0
8860;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2012;2934;2737;3132;7.0;2;2.0;2688;2387;2989;11.0;3;9.0
8861;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2013;2213;2050;2376;7.0;1;1.0;2701;2395;3008;11.0;2;9.0
8862;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2014;2325;2147;2503;8.0;1;9.0;3014;2587;3440;14.0;3;9.0
8863;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2015;2110;1957;2263;7.0;1;2.0;2834;2499;3168;12.0;3;9.0
8864;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2016;1606;1440;1771;10.0;1;1.0;3335;2939;3730;12.0;3;5.0
8865;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Totaal alle werelddelen;2017;2238;2059;2418;8.0;1;5.0;3197;2836;3559;11.0;3;9.0
8866;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2007;47;42;51;10.0;0;;196;167;226;15.0;0;
8867;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2008;17;16;19;10.0;0;1.0;66;57;76;14.0;0;1.0
8868;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2009;36;33;39;9.0;0;5.0;167;141;193;16.0;0;5.0
8869;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2010;96;86;106;10.0;0;5.0;322;265;380;18.0;0;5.0
8870;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2011;20;18;22;10.0;0;1.0;54;46;62;15.0;0;1.0
8871;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2012;8;7;9;10.0;0;1.0;17;15;20;15.0;0;1.0
8872;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2013;16;14;17;10.0;0;5.0;62;53;72;15.0;0;5.0
8873;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2014;4;4;4;10.0;0;1.0;15;13;17;15.0;0;1.0
8874;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2015;1;1;1;15.0;0;1.0;7;6;8;15.0;0;1.0
8875;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2016;3;3;3;9.0;0;5.0;9;8;10;15.0;0;5.0
8876;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Afrika;2017;7;7;8;7.0;0;5.0;14;12;16;15.0;0;5.0
8877;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2007;18;17;20;10.0;0;;96;90;102;6.0;0;
8878;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2008;11;10;12;10.0;0;1.0;11;10;13;14.0;0;1.0
8879;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2009;8;8;9;9.0;0;1.0;14;13;16;11.0;0;5.0
8880;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2010;42;38;46;10.0;0;5.0;125;106;144;15.0;0;5.0
8881;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2011;17;16;19;10.0;0;1.0;12;10;13;15.0;0;1.0
8882;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2012;12;11;13;10.0;0;1.0;9;8;10;15.0;0;1.0
8883;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2013;12;11;14;11.0;0;9.0;8;7;9;15.0;0;9.0
8884;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2014;56;50;61;10.0;0;5.0;106;90;122;15.0;0;5.0
8885;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2015;20;18;22;10.0;0;1.0;106;91;122;15.0;0;9.0
8886;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2016;23;21;25;9.0;0;5.0;44;38;51;15.0;0;1.0
8887;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Amerika;2017;51;49;53;5.0;0;5.0;74;63;85;15.0;0;5.0
8888;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2007;1085;980;1191;10.0;1;;557;476;639;15.0;1;
8889;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2008;806;729;883;10.0;1;1.0;727;621;833;15.0;1;5.0
8890;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2009;602;544;660;10.0;0;1.0;1015;870;1159;14.0;1;5.0
8891;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2010;921;832;1010;10.0;1;5.0;812;696;928;14.0;1;1.0
8892;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2011;1133;1029;1236;9.0;1;5.0;718;612;823;15.0;1;9.0
8893;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2012;1091;1012;1170;7.0;1;9.0;690;616;764;11.0;1;9.0
8894;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2013;583;538;628;8.0;0;1.0;450;399;500;11.0;0;1.0
8895;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2014;658;600;715;9.0;0;5.0;465;398;532;14.0;0;9.0
8896;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2015;593;539;647;9.0;0;2.0;503;432;574;14.0;1;9.0
8897;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2016;255;198;313;23.0;0;1.0;688;590;786;14.0;1;5.0
8898;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Azië;2017;272;205;338;24.0;0;9.0;586;501;672;15.0;0;1.0
8899;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2007;2824;2542;3106;10.0;2;;5599;4792;6406;14.0;6;
8900;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2008;2043;1838;2247;10.0;1;1.0;2318;1968;2667;15.0;3;1.0
8901;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2009;1028;925;1132;10.0;1;1.0;1929;1639;2220;15.0;2;1.0
8902;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2010;2319;2085;2553;10.0;1;5.0;3407;2856;3959;16.0;4;5.0
8903;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2011;1966;1761;2172;10.0;1;1.0;1969;1665;2273;15.0;2;1.0
8904;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2012;1823;1640;2006;10.0;1;9.0;1968;1675;2262;15.0;2;9.0
8905;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2013;1601;1444;1759;10.0;1;1.0;2169;1866;2472;14.0;2;9.0
8906;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2014;1607;1438;1777;11.0;1;9.0;2427;2005;2849;17.0;2;9.0
8907;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2015;1495;1350;1640;10.0;1;9.0;2217;1889;2545;15.0;2;9.0
8908;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2016;1324;1168;1480;12.0;1;1.0;2593;2208;2978;15.0;2;5.0
8909;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Europa;2017;1908;1740;2076;9.0;1;5.0;2522;2170;2875;14.0;2;9.0
8910;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2007;0;0;0;;0;;0;0;0;;0;
8911;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2008;0;0;0;;0;;0;0;0;;0;
8912;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2009;0;0;0;;0;;0;0;0;;0;
8913;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2010;0;0;0;;0;;0;0;0;;0;
8914;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2011;0;0;1;60.0;0;;0;0;0;;0;
8915;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2012;0;0;0;;0;;0;0;0;;0;
8916;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2013;0;0;0;;0;;0;0;0;;0;
8917;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2014;0;0;0;;0;;1;0;1;31.0;0;
8918;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2015;0;0;1;42.0;0;;1;1;1;25.0;0;9.0
8919;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2016;1;1;1;4.0;0;9.0;1;1;1;14.0;0;5.0
8920;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Oceanië;2017;0;0;0;;0;;0;0;0;;0;
8921;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2007;0;0;0;;0;;0;0;0;;0;
8922;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2008;0;0;0;;0;;0;0;0;;0;
8923;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2009;0;0;0;;0;;0;0;0;;0;
8924;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2010;0;0;0;;0;;0;0;0;;0;
8925;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2011;0;0;0;;0;;0;0;0;;0;
8926;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2012;0;0;1;43.0;0;;3;3;3;6.0;0;
8927;Wederuitvoer;4 Ertsen, metaalafval, geroost ijzerkies;Niet nader aangegeven landen en gebieden;2013;1;1;1;27.0;0;5.0;12;12;12;2.0;0;5.0
