ID;RegionalDivisions;Periods;TotalMunicipalWaste_1;TotalHouseholdWaste_2;MixedHouseholdWaste_3;BulkyHouseholdWaste_4;RenovationWaste_5;OrganicKitchenAndGardenWaste_6;PaperAndCardboard_7;Textiles_8;ContainerGlass_9;PlasticPackaging_10;CartonsForBeverages_11;MetalPackaging_12;MixedPackaging_13;HouseholdHazardousWaste_14;Diapers_15;FryingFatAndOils_16;MixedRecyclables_17;BulkyGardenWaste_18;WasteElectricalAndElectronicEquipm_19;Furniture_20;Plastics_21;Carpeting_22;Mattresses_23;Rubble_24;Wood_25;PreservedWood_26;ScrapMetals_27;FlatGlass_28;BitumenRoofCoveringMaterials_29;Gypsum_30;WasteContainingAsbestos_31;UncontaminatedSoil_32;UsedTyres_33;ExpandedPolystyrene_34;GasCylindersAndFireExtinguishers_35;Carcasses_36;OtherWasteCategories_37;TotalHouseholdWaste_38;MixedHouseholdWaste_39;BulkyHouseholdWaste_40;RenovationWaste_41;OrganicKitchenAndGardenWaste_42;PaperAndCardboard_43;Textiles_44;ContainerGlass_45;PlasticPackaging_46;CartonsForBeverages_47;MetalPackaging_48;MixedPackaging_49;HouseholdHazardousWaste_50;Diapers_51;FryingFatAndOils_52;MixedRecyclables_53;BulkyGardenWaste_54;WasteElectricalAndElectronicEquipm_55;Furniture_56;Plastics_57;Carpeting_58;Mattresses_59;Rubble_60;Wood_61;PreservedWood_62;ScrapMetals_63;FlatGlass_64;BitumenRoofCoveringMaterials_65;Gypsum_66;WasteContainingAsbestos_67;UncontaminatedSoil_68;UsedTyres_69;ExpandedPolystyrene_70;GasCylindersAndFireExtinguishers_71;Carcasses_72;OtherWasteCategories_73;TotalHouseholdWaste_74;MixedHouseholdWaste_75;BulkyHouseholdWaste_76;RenovationWaste_77;OrganicKitchenAndGardenWaste_78;PaperAndCardboard_79;Textiles_80;ContainerGlass_81;PlasticPackaging_82;CartonsForBeverages_83;MetalPackaging_84;MixedPackaging_85;HouseholdHazardousWaste_86;Diapers_87;FryingFatAndOils_88;MixedRecyclables_89;BulkyGardenWaste_90;WasteElectricalAndElectronicEquipm_91;Furniture_92;Plastics_93;Carpeting_94;Mattresses_95;Rubble_96;Wood_97;PreservedWood_98;ScrapMetals_99;FlatGlass_100;BitumenRoofCoveringMaterials_101;Gypsum_102;WasteContainingAsbestos_103;UncontaminatedSoil_104;UsedTyres_105;ExpandedPolystyrene_106;GasCylindersAndFireExtinguishers_107;Carcasses_108;OtherWasteCategories_109;TotalCleansingServicesAndOtherWaste_110;Litter_111;WasteFromSeweragesPumpingStations_112;FloatingWaste_113;OrganicWaste_114;MixedWasteFromFestivities_115;MixedMarketWaste_116;OtherCleansingServicesWaste_117;OfficeShopAndServicesWaste_118;ConstructionAndDemolitionWaste_119;HazardousWaste_120;TotalMunicipalWaste_121;TotalHouseholdWaste_122;MixedHouseholdWaste_123;BulkyHouseholdWaste_124;RenovationWaste_125;OrganicKitchenAndGardenWaste_126;PaperAndCardboard_127;Textiles_128;ContainerGlass_129;PlasticPackaging_130;CartonsForBeverages_131;MetalPackaging_132;MixedPackaging_133;HouseholdHazardousWaste_134;Diapers_135;FryingFatAndOils_136;MixedRecyclables_137;BulkyGardenWaste_138;WasteElectricalAndElectronicEquipm_139;Furniture_140;Plastics_141;Carpeting_142;Mattresses_143;Rubble_144;Wood_145;PreservedWood_146;ScrapMetals_147;FlatGlass_148;BitumenRoofCoveringMaterials_149;Gypsum_150;WasteContainingAsbestos_151;UncontaminatedSoil_152;UsedTyres_153;ExpandedPolystyrene_154;Carcasses_155;GasCylindersAndFireExtinguishers_156;OtherWasteCategories_157;TotalCleansingServicesAndOtherWaste_158;Litter_159;WasteFromSeweragesPumpingStations_160;FloatingWaste_161;OrganicWaste_162;MixedWasteFromFestivities_163;MixedMarketWaste_164;OtherCleansingServicesWaste_165;OfficeShopAndServicesWaste_166;ConstructionAndDemolitionWaste_167;HazardousWaste_168;SmallHouseholdWaste_169;BulkyHouseholdWaste_170;HouseholdWaste_171;SmallHouseholdWaste_172;BulkyHouseholdWaste_173;RecyclingAndReuse_174;Composting_175;SeparationAfterwards_176;Incineration_177;Landfilling_178;RecyclingAndReuse_179;Composting_180;SeparationAfterwards_181;Incineration_182;Landfilling_183;RecyclingAndReuse_184;Composting_185;SeparationAfterwards_186;Incineration_187;Landfilling_188;RecyclingAndReuse_189;Composting_190;SeparationAfterwards_191;Incineration_192;Landfilling_193;RecyclingAndReuse_194;Composting_195;SeparationAfterwards_196;Incineration_197;Landfilling_198;NumberOfDutchMunicipalities_199;RespondingMunicipalities_200;TotalNumberOfInhabitants_201;InhabitantsInRespondingMunicipalities_202
372;Noord-Holland (PV);1993;1332;1111;627;121;16;154;94;4;47;0;;0.1;;2;;;;9;2;;;;;28;1.0;;5;;;;;;;;;;0.0;953;627;118;0;154;48;1;2;0;;0.0;;0;;;;0.0;1;;;;;0.0;0.0;;2;;;;;;;;;;0.0;158;0;4;16;0;46;3;45;0;;0.1;;2;;;;9;0;;;;;28;1.0;;3;;;;;;;;;;0.0;221;59;18;2;49;;10;;79;4;0;550;459;259;50;7;63;39;2;19;0;;0.1;;0.9;;;;4;1;;;;;12;1.0;;2;;;;;;;;;;0.0;91;24;7;1;20;;4;;32;2;0;83;17;31;32;25;;;;;;;;;;;;;;;;;;;;;;;;;;70;97;2423;97
373;Noord-Holland (PV);1994;1354;1106;585;114;10;183;97;4;53;0;;0.1;;2;;;;14;2;;;;;32;;;7;;;;;;;;;;1.8;940;585;114;0;183;47;2;2;0;;0.0;;0;;;;0.0;1;;;;;0.0;;;4;;;;;;;;;;1.8;166;0;0;10;0;50;3;51;0;;0.1;;2;;;;14;0;;;;;32;;;3;;;;;;;;;;0.0;247;64;20;3;65;;9;;84;3;0;551;450;238;46;4;74;40;2;22;0;;0.0;;1.0;;;;6;1;;;;;13;;;3;;;;;;;;;;0.7;101;26;8;1;26;;4;;34;1;0;84;16;36;37;32;;;;;;;;;;;;;;;;;;;;;;;;;;70;96;2457;99
374;Noord-Holland (PV);1995;1341;1134;606;108;8;183;104;5;55;0;0.0;0.1;;2;;;;20;2;0.0;;;;27;5.0;;8;0.0;;;1.0;;;;;;0.4;959;606;108;0;183;49;2;1;0;0.0;0.0;;0;;;;4.0;1;0.0;;;;0.0;0.0;;4;0.0;;;0.0;;;;;;0.3;175;0;0;8;0;55;3;53;0;0.0;0.1;;2;;;;16;0;0.0;;;;27;5.0;;4;0.0;;;1.0;;;;;;0.1;208;61;13;2;43;;8;;79;2;0;544;460;246;44;3;74;42;2;22;0;0.0;0.0;;1.0;;;;8;1;0.0;;;;11;2.0;;3;0.1;;;0.3;;;;;;0.2;84;25;5;1;18;;3;;32;1;0;84;16;36;37;35;;;;;;;;;;;0.0;0.0;0.0;92.0;8.0;0.0;0.0;15.0;62.0;24.0;;;;;;70;96;2464;96
375;Noord-Holland (PV);1996;1370;1158;607;110;8;183;116;6;56;0;0.0;0.1;;3;;;;20;2;0.0;;;;31;7.0;;8;0.0;;;1.0;;;;;;0.8;975;607;108;0;183;63;3;2;0;0.0;0.0;;0;;;;4.0;1;0.0;;;;0.0;0.0;;4;0.0;;;0.0;;;;;;0.7;183;0;2;8;0;53;3;54;0;0.0;0.1;;2;;;;16;0;0.0;;;;31;7.0;;5;0.0;;;1.0;;;;;;0.1;212;62;15;2;46;;7;;79;2;0;555;469;246;45;3;74;47;2;23;0;0.0;0.0;;1.1;;;;8;1;0.0;;;;13;3.0;;3;0.2;;;0.3;;;;;;0.3;86;25;6;1;19;;3;;32;1;0;84;16;37;37;37;;;;;;;;;;;0.0;0.0;0.0;98.0;2.0;0.0;0.0;44.0;52.0;4.0;;;;;;70;94;2468;96
376;Noord-Holland (PV);1997;1443;1239;629;124;6;191;127;6;57;0;0.0;0.1;;3;;;;27;2;1.0;;;;42;9.0;;10;0.0;;;1.0;;;;;;2.6;1036;629;124;0;191;69;2;3;0;0.0;0.0;;0;;;;10.0;2;0.0;;;;0.0;0.0;;3;0.0;;;0.0;;;;;;0.6;203;0;0;6;0;58;4;54;0;0.0;0.1;;2;;;;17;1;0.0;;;;42;9.0;;7;0.0;;;1.0;;;;;;2.0;204;57;13;3;48;;6;;76;1;0;583;501;254;50;2;77;51;2;23;0;0.0;0.0;;1.1;;;;11;1;0.0;;;;17;4.0;;4;0.2;;;0.4;;;;;;1.1;82;23;5;1;20;;2;;31;1;0;82;18;39;38;43;;;;;;;;;;;0.0;0.0;0.0;100.0;0.0;0.0;0.0;54.0;46.0;0.0;;;;;;70;97;2475;99
377;Noord-Holland (PV);1998;1462;1247;643;107;7;182;137;6;57;0;0.0;0.0;;3;;;;25;4;2.0;;;;37;17.0;;13;0.0;;;1.0;;1.6;;;;5.2;1022;643;105;0;182;72;3;5;0;0.0;0.0;;0;;;;5.0;2;0.0;;;;0.0;0.0;;4;0.0;;;0.0;;0.2;;;;0.0;226;0;2;7;0;65;4;52;0;0.0;0.0;;2;;;;20;1;2.0;;;;37;16.0;;9;0.0;;;1.0;;1.4;;;;5.2;215;57;13;3;52;;5;;82;2;1;588;502;259;43;3;73;55;2;23;0;0.0;0.0;;1.1;;;;10;1;1.0;;;;15;7.0;;5;0.1;;;0.5;;0.6;;;;2.1;86;23;5;1;21;;2;;33;1;0;82;18;39;37;48;;;;;;;;;;;0.0;0.0;8.0;92.0;0.0;0.0;0.0;59.0;41.0;0.0;;;;;;70;96;2486;98
378;Noord-Holland (PV);1999;1468;1290;680;112;8;175;142;6;54;0;0.0;0.0;;3;;;;32;7;0.0;;0.0;;34;17.0;;11;0.0;0.0;;1.0;5.0;0.2;;;;0.6;1027;678;76;3;174;71;3;2;0;0.0;0.0;;0;;;;10.0;4;0.0;;0.0;;0.0;1.0;;4;0.0;0.0;;0.0;0.0;0.0;;;;0.1;263;2;37;5;1;72;3;52;0;0.0;0.0;;2;;;;22;2;0.0;;0.0;;34;16.0;;7;0.0;0.0;;1.0;5.0;0.2;;;;0.5;178;55;13;3;52;2.0;3;;48;2;1;586;515;272;45;3;70;57;2;22;0;0.0;0.0;;1.1;;;;13;3;0.0;;0.0;;14;7.0;;4;0.2;0.2;;0.4;2.0;0.1;;;;0.2;71;22;5;1;21;1.0;1;;19;1;0;82;18;38;36;47;19.0;17.0;13.0;50.0;1.0;21.0;16.0;10.0;53.0;0.0;0.0;0.0;9.0;91.0;0.0;0.0;0.0;48.0;50.0;1.0;2.0;28.0;30.0;34.0;6.0;70;89;2503;93
379;Noord-Holland (PV);2000;1544;1371;715;130;11;180;145;7;55;0;0.0;0.0;;3;;;;32;7;2.0;;0.0;;39;26.0;;11;1.0;0.0;;1.0;6.0;0.2;;;;0.5;1061;712;74;1;179;72;2;3;0;0.0;0.0;;0;;;;9.0;3;2.0;;0.0;;1.0;1.0;;4;0.0;0.0;;0.0;0.0;0.0;;;;0.0;310;3;56;10;1;74;5;53;0;0.0;0.0;;2;;;;23;4;0.0;;0.0;;38;25.0;;7;1.0;0.0;;1.0;6.0;0.2;;;;0.5;173;57;13;2;48;1.0;4;4.0;43;1;1;613;544;284;52;4;71;58;3;22;0;0.0;0.0;;1.1;;;;13;3;1.0;;0.0;;16;10.0;;4;0.2;0.2;;0.4;2.0;0.1;;;;0.2;69;22;5;1;19;0.0;2;1.0;17;0;0;81;19;38;35;47;20.0;16.0;15.0;48.0;1.0;22.0;15.0;13.0;49.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;83.0;14.0;3.0;2.0;27.0;32.0;38.0;2.0;70;91;2518;97
380;Noord-Holland (PV);2001;1554;1362;718;124;13;174;137;7;57;0;0.0;0.2;;3;;;;29;9;0.0;;0.0;;44;28.0;;10;1.0;0.0;;1.0;7.0;0.2;;;;0.5;1050;713;79;1;173;68;2;2;0;0.0;0.1;;0;;;;4.0;3;0.0;;0.0;;0.0;0.0;;3;0.0;0.0;;0.0;0.0;0.0;;;;0.1;313;5;44;12;0;69;5;55;0;0.0;0.1;;3;;;;25;5;0.0;;0.0;;44;28.0;;7;1.0;0.0;;1.0;7.0;0.2;;;;0.5;191;58;15;2;61;1.0;4;3.0;42;3;1;613;538;283;49;5;69;54;3;23;0;0.0;0.1;;1.2;;;;11;3;0.0;;0.1;;17;11.0;;4;0.2;0.1;;0.4;3.0;0.1;;;;0.2;75;23;6;1;24;0.0;2;1.0;17;1;0;80;20;37;35;49;20.0;17.0;13.0;49.0;1.0;22.0;15.0;11.0;52.0;0.0;0.0;0.0;9.0;91.0;0.0;1.0;0.0;62.0;37.0;0.0;4.0;31.0;29.0;34.0;3.0;68;91;2535;92
381;Noord-Holland (PV);2002;1560;1382;718;121;13;176;137;7;58;0;0.0;0.1;;3;;;;37;9;1.0;;1.0;;46;33.0;;11;1.0;0.0;;1.0;8.0;0.2;;;;0.6;1049;714;75;1;174;67;2;2;0;0.0;0.0;;0;;;;6.0;3;1.0;;0.0;;0.0;0.0;;3;0.0;0.0;;0.0;0.0;0.0;;;;0.0;334;5;46;11;2;70;5;56;0;0.0;0.1;;3;;;;31;6;0.0;;1.0;;46;33.0;;9;1.0;0.0;;1.0;8.0;0.2;;;;0.6;178;56;14;4;58;0.0;4;4.0;35;2;1;610;541;281;47;5;69;53;3;23;0;0.0;0.0;;1.2;;;;15;4;0.0;;0.3;;18;13.0;;4;0.4;0.2;;0.4;3.0;0.1;;;;0.2;70;22;5;1;23;0.0;2;2.0;14;1;0;79;21;38;35;53;21.0;16.0;14.0;47.0;1.0;23.0;15.0;12.0;50.0;0.0;0.0;0.0;9.0;91.0;0.0;1.0;0.0;77.0;22.0;0.0;6.0;27.0;30.0;30.0;7.0;65;94;2557;94
382;Noord-Holland (PV);2003;1548;1368;711;119;18;171;130;7;57;0;0.0;0.0;;3;;;;36;10;1.0;;1.0;;48;34.0;;10;1.0;1.0;;1.0;8.0;0.2;;;;0.6;1026;706;70;2;170;64;2;2;0;0.0;0.0;;0;;;;4.0;3;1.0;;0.0;;0.0;0.0;;2;0.0;0.0;;0.0;0.0;0.0;;;;0.0;341;5;48;17;1;66;6;56;0;0.0;0.0;;3;;;;31;7;0.0;;1.0;;48;33.0;;8;1.0;1.0;;1.0;8.0;0.2;;;;0.6;180;56;13;3;58;0.0;5;3.0;40;1;1;602;531;276;46;7;66;51;3;22;0;0.0;0.0;;1.2;;;;14;4;0.0;;0.3;;19;13.0;;4;0.4;0.2;;0.4;3.0;0.1;;;;0.2;70;22;5;1;23;0.0;2;1.0;16;0;0;79;21;38;34;52;20.0;16.0;16.0;46.0;2.0;22.0;15.0;14.0;48.0;0.0;0.0;0.0;9.0;91.0;0.0;0.0;0.0;98.0;1.0;0.0;6.0;28.0;26.0;31.0;10.0;65;97;2573;97
383;Noord-Holland (PV);2004;1588;1407;721;119;21;174;142;8;58;0;0.0;0.0;;3;;;;37;11;3.0;;1.0;;47;36.0;;10;1.0;1.0;;1.0;8.0;0.2;;;;3.6;1039;717;68;2;174;64;1;3;0;0.0;0.0;;0;;;;5.0;3;1.0;;0.0;;0.0;0.0;;2;0.0;0.0;;0.0;0.0;0.0;;;;0.0;367;4;51;20;0;78;6;56;0;0.0;0.0;;3;;;;32;8;2.0;;1.0;;47;36.0;;9;1.0;1.0;;1.0;8.0;0.2;;;;3.6;182;58;13;3;63;0.0;5;2.0;36;0;1;614;544;279;46;8;67;55;3;22;0;0.0;0.0;;1.2;;;;14;4;1.0;;0.5;;18;14.0;;4;0.4;0.4;;0.4;3.0;0.1;;;;1.4;70;22;5;1;24;0.0;2;1.0;14;0;0;79;21;39;35;53;21.0;17.0;15.0;45.0;1.0;24.0;15.0;14.0;48.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;98.0;2.0;0.0;5.0;30.0;28.0;29.0;9.0;65;94;2587;95
384;Noord-Holland (PV);2005;1582;1414;733;118;22;168;142;9;58;0;0.0;0.0;;3;;;;38;11;1.0;;1.0;;46;37.0;;11;1.0;1.0;;1.0;9.0;0.1;;;;4.8;1042;728;69;2;168;64;1;0;0;0.0;0.0;;0;;;;5.0;3;1.0;;0.0;;0.0;0.0;;2;0.0;0.0;;0.0;0.0;0.0;;;;0.0;371;5;49;20;0;78;8;58;0;0.0;0.0;;3;;;;33;8;0.0;;1.0;;46;37.0;;9;1.0;1.0;;1.0;9.0;0.1;;;;4.8;168;57;13;2;63;0.0;4;2.0;26;0;0;609;544;282;45;8;65;55;3;22;0;0.0;0.0;;1.1;;;;15;4;0.0;;0.6;;18;14.0;;4;0.5;0.4;;0.4;3.0;0.1;;;;1.9;65;22;5;1;24;0.0;2;1.0;10;0;0;79;21;38;34;54;21.0;17.0;15.0;46.0;1.0;23.0;15.0;13.0;49.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;85.0;15.0;0.0;0.0;37.0;33.0;24.0;5.0;65;100;2599;100
385;Noord-Holland (PV);2006;1590;1420;737;116;21;159;149;9;59;0;0.0;0.0;;3;;;;38;10;1.0;;1.0;;47;39.0;;11;1.0;1.0;;1.0;9.0;0.2;;;;5.6;1041;733;67;2;159;68;2;0;0;0.0;0.0;;0;;;;5.0;3;1.0;;0.0;;0.0;0.0;;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;380;4;49;19;0;81;8;59;0;0.0;0.0;;3;;;;33;7;0.0;;1.0;;47;39.0;;10;1.0;1.0;;1.0;9.0;0.2;;;;5.6;169;53;13;2;66;0.0;6;2.0;28;0;0;610;545;283;45;8;61;57;3;23;0;0.0;0.0;;1.1;;;;15;4;0.0;;0.5;;18;15.0;;4;0.5;0.5;;0.4;3.0;0.1;;;;2.1;65;21;5;1;25;0.0;2;1.0;11;0;0;79;21;38;34;55;22.0;16.0;15.0;46.0;1.0;24.0;14.0;13.0;48.0;0.0;0.0;0.0;8.0;92.0;0.0;1.0;0.0;92.0;7.0;0.0;0.0;38.0;31.0;24.0;6.0;64;94;2607;98
386;Noord-Holland (PV);2007;1607;1439;730;122;22;158;151;10;60;0;0.0;0.0;;3;0.0;;;43;11;3.0;0.0;1.0;;49;41.0;6.0;12;2.0;1.0;;1.0;9.0;0.2;;;;3.3;1039;724;69;3;158;72;2;0;0;0.0;0.0;;0;0.0;;;6.0;2;2.0;0.0;0.0;;0.0;1.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;400;6;53;19;0;78;8;60;0;0.0;0.0;;3;0.0;;;37;9;1.0;0.0;1.0;;49;40.0;6.0;11;2.0;1.0;;1.0;9.0;0.2;;;;3.3;168;55;13;2;68;0.0;5;2.0;23;0;0;615;551;279;47;8;60;58;4;23;0;0.0;0.0;;1.2;0.0;;;16;4;1.0;0.1;0.5;;19;16.0;2.0;5;0.6;0.5;;0.4;4.0;0.1;;;;1.3;64;21;5;1;26;0.0;2;1.0;9;0;0;77;23;39;34;56;22.0;17.0;15.0;45.0;1.0;25.0;14.0;14.0;47.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;94.0;6.0;0.0;0.0;41.0;25.0;25.0;9.0;61;93;2613;98
387;Noord-Holland (PV);2008;1603;1440;727;125;22;159;154;10;61;0;0.0;0.0;;3;0.0;;;42;12;3.0;1.0;1.0;;50;38.0;5.0;12;1.0;1.0;;1.0;10.0;0.1;;;;3.2;1039;722;68;2;158;75;2;0;0;0.0;0.0;;0;0.0;;;6.0;2;3.0;0.0;0.0;;0.0;1.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;402;5;57;20;0;79;9;60;0;0.0;0.0;;3;0.0;;;36;10;0.0;1.0;1.0;;50;38.0;5.0;11;1.0;1.0;;1.0;10.0;0.1;;;;3.2;163;55;13;2;60;0.0;5;2.0;25;0;0;611;548;277;48;8;60;59;4;23;0;0.0;0.0;;1.1;0.0;;;16;4;1.0;0.3;0.5;;19;15.0;2.0;5;0.5;0.4;;0.3;4.0;0.1;;;;1.2;62;21;5;1;23;0.0;2;1.0;9;0;0;77;23;39;35;55;23.0;16.0;16.0;45.0;0.0;25.0;14.0;13.0;47.0;0.0;0.0;0.0;8.0;92.0;0.0;2.0;0.0;90.0;8.0;0.0;1.0;36.0;35.0;27.0;1.0;61;97;2626;98
388;Noord-Holland (PV);2009;1563;1397;697;126;20;159;147;9;60;1;0.0;0.0;;3;0.0;;;41;11;3.0;1.0;1.0;;48;36.0;5.0;13;1.0;1.0;;1.0;10.0;0.1;;;;3.2;1008;693;73;1;159;71;1;0;1;0.0;0.0;;0;0.0;;;5.0;2;3.0;0.0;0.0;;0.0;0.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;389;4;53;20;0;76;8;60;1;0.0;0.0;;3;0.0;;;36;9;1.0;1.0;1.0;;48;36.0;5.0;12;1.0;1.0;;1.0;10.0;0.1;;;;3.2;166;54;13;2;67;0.0;5;3.0;21;0;0;591;528;264;47;8;60;55;4;23;1;0.0;0.0;;1.1;0.0;;;15;4;1.0;0.3;0.4;;18;14.0;2.0;5;0.4;0.5;;0.2;4.0;0.1;;;;1.2;63;21;5;1;25;0.0;2;1.0;8;0;0;77;23;40;35;54;22.0;17.0;16.0;44.0;0.0;25.0;14.0;14.0;47.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;88.0;12.0;0.0;1.0;40.0;40.0;18.0;1.0;60;95;2646;97
389;Noord-Holland (PV);2010;1529;1374;686;126;17;151;141;10;60;7;0.0;0.0;;3;0.0;;;40;13;4.0;1.0;1.0;;47;38.0;4.0;10;1.0;1.0;;1.0;8.0;0.2;;;;4.8;989;682;74;0;151;65;1;0;3;0.0;0.0;;0;0.0;;;5.0;2;3.0;0.0;0.0;;0.0;1.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;385;4;51;17;0;76;9;60;3;0.0;0.0;;3;0.0;;;35;11;0.0;1.0;1.0;;47;37.0;4.0;9;1.0;1.0;;1.0;8.0;0.2;;;;4.8;155;49;13;2;62;0.0;5;3.0;19;0;0;573;515;257;47;7;57;53;4;22;3;0.0;0.0;;1.1;0.0;;;15;5;1.0;0.4;0.4;;17;14.0;2.0;4;0.4;0.5;;0.2;3.0;0.1;;;;1.8;58;18;5;1;23;0.0;2;1.0;7;0;0;77;23;40;35;55;23.0;16.0;17.0;43.0;0.0;25.0;14.0;15.0;46.0;0.0;0.0;0.0;10.0;90.0;0.0;0.0;0.0;90.0;10.0;0.0;3.0;39.0;36.0;20.0;2.0;60;100;2669;100
390;Noord-Holland (PV);2011;1562;1397;697;127;18;154;141;8;59;8;0.0;0.0;;3;0.0;;;43;12;4.0;1.0;1.0;;50;39.0;5.0;10;1.0;1.0;;1.0;9.0;0.2;;;;4.0;1002;693;73;0;154;64;1;0;3;0.0;0.0;;0;0.0;;;6.0;1;3.0;0.0;0.0;;0.0;1.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;395;4;53;17;0;77;7;59;4;0.0;0.0;;3;0.0;;;37;11;1.0;1.0;1.0;;50;38.0;5.0;9;1.0;1.0;;1.0;9.0;0.2;;;;4.0;165;54;13;2;69;1.0;5;3.0;18;0;0;580;519;259;47;7;57;52;3;22;3;0.0;0.0;;1.1;0.0;;;16;5;1.0;0.5;0.4;;18;14.0;2.0;4;0.5;0.5;;0.3;3.0;0.1;;;;1.5;61;20;5;1;26;0.0;2;1.0;7;0;0;77;23;40;35;56;23.0;17.0;15.0;44.0;1.0;25.0;14.0;13.0;47.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;88.0;12.0;0.0;3.0;41.0;35.0;18.0;3.0;58;100;2691;100
391;Noord-Holland (PV);2012;1514;1358;690;114;13;156;130;10;58;9;0.0;0.1;;3;0.0;;;42;12;4.0;1.0;1.0;;46;41.0;4.0;9;1.0;1.0;;1.0;8.0;0.3;;;;4.1;980;684;64;0;156;58;1;0;4;0.0;0.0;;0;0.0;;;5.0;2;3.0;0.0;0.0;;0.0;1.0;0.0;1;0.0;0.0;;0.0;0.0;0.0;;;;0.0;378;5;50;13;0;71;9;58;5;0.0;0.1;;3;0.0;;;37;10;1.0;1.0;1.0;;46;40.0;4.0;8;1.0;1.0;;1.0;8.0;0.3;;;;4.1;157;44;13;4;68;1.0;5;4.0;18;0;0;559;501;255;42;5;58;48;4;21;3;0.0;0.0;;1.1;0.0;;;15;4;2.0;0.5;0.4;;17;15.0;2.0;3;0.5;0.4;;0.3;3.0;0.1;;;;1.5;58;16;5;1;25;0.0;2;1.0;7;0;0;78;22;40;35;58;23.0;17.0;12.0;47.0;1.0;25.0;15.0;10.0;50.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;60.0;40.0;0.0;4.0;42.0;29.0;22.0;3.0;55;96;2710;98
392;Noord-Holland (PV);2013;1475;1313;679;95;13;148;124;10;59;10;0.0;0.0;;3;0.0;0.1;0.0;36;11;6.0;2.0;1.0;0.5;45;43.0;5.0;9;1.0;1.0;3.0;1.0;8.0;0.4;0.0;0.0;0.0;0.1;942;673;52;0;147;57;1;0;4;0.0;0.0;;0;0.0;0.0;0.0;2.0;2;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;371;6;43;13;0;68;9;59;5;0.0;0.0;;3;0.0;0.1;0.0;33;9;3.0;2.0;1.0;0.5;45;42.0;5.0;9;1.0;1.0;3.0;1.0;8.0;0.4;0.0;0.0;0.0;0.1;163;42;12;4;80;1.0;4;3.0;15;1;0;542;482;249;35;5;54;46;4;22;3;0.0;0.0;;1.0;0.0;0.0;0.0;13;4;2.0;0.6;0.4;0.2;16;16.0;2.0;3;0.5;0.4;1.2;0.3;3.0;0.1;0.0;0.0;0.0;0.0;60;16;5;1;29;0.0;2;1.0;6;0;0;79;21;40;34;62;23.0;18.0;10.0;48.0;1.0;26.0;14.0;9.0;51.0;0.0;0.0;0.0;8.0;92.0;0.0;0.0;0.0;56.0;44.0;0.0;1.0;49.0;23.0;18.0;9.0;53;98;2724;100
393;Noord-Holland (PV);2014;1495;1335;679;98;12;151;130;10;58;11;0.0;0.0;;3;0.0;0.2;0.0;37;11;5.0;2.0;1.0;0.7;49;48.0;5.0;9;1.0;1.0;3.0;1.0;8.0;0.3;0.0;0.0;0.0;0.0;958;673;54;0;151;65;1;0;4;0.0;0.0;;0;0.0;0.0;0.0;3.0;2;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;376;6;43;12;0;65;9;58;7;0.0;0.0;;3;0.0;0.2;0.0;34;10;4.0;2.0;1.0;0.7;48;44.0;5.0;9;1.0;1.0;3.0;1.0;8.0;0.3;0.0;0.0;0.0;0.0;161;40;13;3;80;1.0;4;3.0;16;0;0;545;487;248;36;5;55;47;4;21;4;0.0;0.0;;1.0;0.0;0.1;0.0;13;4;2.0;0.7;0.4;0.3;18;17.0;2.0;3;0.5;0.5;1.2;0.2;3.0;0.1;0.0;0.0;0.0;0.0;59;15;5;1;29;0.0;2;1.0;6;0;0;78;22;41;35;62;24.0;18.0;12.0;46.0;1.0;26.0;14.0;10.0;49.0;0.0;0.0;0.0;10.0;90.0;0.0;0.0;0.0;58.0;42.0;0.0;3.0;48.0;26.0;19.0;5.0;53;96;2741;99
