ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;TotaalWesterseAllochtonen_4;k_27EULanden_5;OverigEuropa_6;Indonesie_7;OverigBuitenEuropa_8;TotaalNietWesterseAllochtonen_9;Afrika_10;Azie_11;LatijnsAmerika_12;Marokko_13;NederlandseAntillenEnAruba_14;Suriname_15;Turkije_16
18;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2033;17852385;13186018.0;4666366;1984067;1319397;254542;309422;100706;2682299;366916;703411;179102;446360;193177;364648;428685
19;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2034;17880619;13168623.0;4711997;1998962;1332117;259718;305287;101840;2713035;373351;717008;183488;448875;195557;364427;430329
20;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2035;17905596;13148653.0;4756942;2013615;1344753;264854;301029;102979;2743327;379765;730526;187876;451308;197900;364089;431863
21;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2036;17927236;13126046.0;4801190;2028072;1357334;269958;296650;104130;2773118;386148;743962;192259;453641;200198;363629;433281
22;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2037;17945607;13100792.0;4844817;2042359;1369890;275033;292143;105293;2802458;392498;757328;196642;455881;202454;363056;434599
23;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2038;17960839;13072992.0;4887847;2056506;1382461;280081;287501;106463;2831341;398811;770630;201024;458022;204662;362369;435823
24;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2039;17973107;13042853.0;4930254;2070525;1395059;285100;282728;107638;2859729;405083;783861;205402;460043;206835;361560;436945
25;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2040;17982705;13010601.0;4972106;2084453;1407713;290090;277828;108822;2887653;411306;797043;209782;461954;208973;360635;437960
26;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2041;17989955;12976539.0;5013415;2098308;1420429;295054;272801;110024;2915107;417493;810159;214164;463735;211084;359594;438878
27;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2042;17995136;12940991.0;5054146;2112091;1433218;299989;267652;111232;2942055;423627;823207;218543;465382;213164;358440;439692
28;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2043;17998665;12904348.0;5094317;2125823;1446093;304895;262386;112449;2968494;429705;836195;222921;466894;215214;357171;440394
29;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2044;18000913;12866996.0;5133917;2139530;1459060;309777;257015;113678;2994387;435729;849109;227296;468260;217228;355781;440984
30;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2045;18002343;12829354.0;5172989;2153232;1472116;314639;251563;114914;3019757;441693;861943;231670;469478;219221;354286;441466
31;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2046;18003365;12791795.0;5211570;2166954;1485260;319478;246054;116162;3044616;447596;874726;236060;470535;221187;352688;441824
32;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2047;18004331;12754635.0;5249695;2180708;1498478;324298;240508;117424;3068987;453435;887459;240460;471440;223130;351000;442063
33;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2048;18005396;12718079.0;5287316;2194486;1511750;329098;234941;118697;3092830;459209;900133;244866;472182;225048;349212;442180
34;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2049;18006728;12682260.0;5324468;2208301;1525073;333874;229371;119983;3116167;464922;912751;249282;472757;226941;347339;442175
35;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2050;18008402;12647271.0;5361131;2222137;1538417;338629;223818;121273;3138994;470567;925308;253710;473173;228807;345388;442041
36;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2051;18010442;12613146.0;5397296;2235985;1551759;343360;218295;122571;3161311;476146;937806;258144;473431;230653;343353;441778
37;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2052;18012909;12579968.0;5432942;2249821;1565075;348060;212811;123875;3183121;481666;950239;262579;473530;232482;341246;441379
38;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2053;18015830;12547806.0;5468025;2263631;1578338;352732;207375;125186;3204394;487124;962593;267021;473455;234282;339080;440839
39;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2054;18019292;12516714.0;5502577;2277414;1591542;357373;201998;126501;3225163;492527;974881;271465;473221;236061;336854;440154
40;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2055;18023387;12486791.0;5536595;2291164;1604669;361980;196695;127820;3245431;497877;987097;275907;472829;237817;334575;439329
41;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2056;18028228;12458142.0;5570085;2304880;1617714;366549;191474;129143;3265205;503172;999234;280352;472276;239546;332253;438372
42;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2057;18033911;12430840.0;5603072;2318553;1630661;371079;186346;130467;3284519;508421;1011308;284794;471571;241251;329894;437280
43;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2058;18040553;12405004.0;5635550;2332188;1643518;375563;181318;131789;3303362;513624;1023302;289234;470717;242927;327505;436053
44;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2059;18048318;12380760.0;5667558;2345790;1656279;380002;176403;133106;3321768;518780;1035211;293670;469721;244581;325090;434715
45;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2060;18057325;12358208.0;5699119;2359370;1668943;384396;171612;134419;3339749;523894;1047040;298096;468588;246206;322658;433267
46;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2015;1859410;;1859410;746396;489848;108285;107579;40684;1113014;145474;284167;60869;168231;82689;179414;192170
47;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2016;1901823;;1901823;767571;510407;110288;105380;41496;1134252;150187;300992;63195;168318;83328;178331;189901
48;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2017;1945073;;1945073;788830;530788;112484;103216;42342;1156243;154784;317906;65520;168464;84057;177522;187990
49;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2018;1988240;;1988240;809484;550376;114834;101083;43191;1178756;159268;334717;67847;168634;84885;176929;186476
50;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2019;2026233;;2026233;829305;568669;117702;98976;43958;1196928;163220;347168;70155;168802;85801;176439;185343
51;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2020;2059838;;2059838;848149;585856;120763;96877;44653;1211689;166545;356415;72457;168951;86812;176019;184490
52;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2021;2088876;;2088876;865554;601761;123759;94773;45261;1223322;169175;363169;74757;169049;87785;175567;183820
53;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2022;2117033;;2117033;881738;616480;126776;92685;45797;1235295;171929;370079;77059;169116;88729;175089;183294
54;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2023;2144091;;2144091;896728;630056;129782;90608;46282;1247363;174787;377047;79319;169146;89647;174574;182843
55;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2024;2170277;;2170277;910671;642585;132791;88552;46743;1259606;177674;384236;81567;169136;90535;174007;182451
56;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2025;2195345;;2195345;923539;654026;135808;86518;47187;1271806;180568;391450;83791;169095;91393;173390;182119
57;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2026;2219654;;2219654;935857;664933;138830;84484;47610;1283797;183459;398603;85991;169021;92226;172657;181840
58;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2027;2243110;;2243110;947631;675309;141859;82450;48013;1295479;186334;405627;88149;168910;93036;171813;181610
59;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2028;2265876;;2265876;959065;685345;144900;80420;48400;1306811;189190;412502;90263;168761;93825;170850;181420
60;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2029;2287998;;2287998;970181;695063;147951;78393;48774;1317817;192021;419228;92339;168576;94596;169779;181278
61;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2030;2309551;;2309551;981034;704513;151018;76372;49131;1328517;194827;425818;94383;168358;95357;168604;181170
62;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2031;2330352;;2330352;991545;713662;154044;74362;49477;1338807;197604;432269;96404;168088;96111;167342;180989
63;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2032;2350480;;2350480;1001755;722548;157029;72363;49815;1348725;200354;438604;98404;167772;96858;165990;180743
64;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2033;2369959;;2369959;1011676;731193;159960;70380;50143;1358283;203078;444809;100388;167410;97591;164564;180443
65;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2034;2388836;;2388836;1021342;739627;162838;68414;50463;1367494;205774;450903;102356;167006;98301;163060;180094
66;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2035;2407154;;2407154;1030791;747877;165671;66468;50775;1376363;208431;456891;104316;166562;98980;161472;179711
67;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2036;2424937;;2424937;1040062;755974;168460;64544;51084;1384875;211047;462780;106259;166075;99626;159806;179282
68;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2037;2442225;;2442225;1049178;763933;171209;62647;51389;1393047;213619;468580;108190;165551;100239;158059;178809
69;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2038;2459048;;2459048;1058162;771781;173917;60778;51686;1400886;216146;474290;110111;164989;100820;156230;178300
70;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2039;2475423;;2475423;1067030;779526;176583;58942;51979;1408393;218628;479919;112016;164388;101372;154318;177752
71;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2040;2491384;;2491384;1075802;787179;179210;57143;52270;1415582;221065;485477;113910;163744;101899;152324;177163
72;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2041;2506929;;2506929;1084488;794744;181800;55387;52557;1422441;223460;490953;115794;163055;102402;150248;176529
73;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2042;2522059;;2522059;1093099;802227;184350;53684;52838;1428960;225807;496346;117668;162315;102884;148093;175847
74;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2043;2536765;;2536765;1101646;809628;186863;52040;53115;1435119;228102;501658;119526;161519;103344;145859;175111
75;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2044;2551042;;2551042;1110143;816951;189338;50467;53387;1440899;230339;506877;121373;160662;103781;143549;174318
76;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2045;2564897;;2564897;1118600;824190;191776;48978;53656;1446297;232521;512004;123208;159741;104197;141164;173462
77;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2046;2578349;;2578349;1127026;831341;194176;47588;53921;1451323;234648;517049;125035;158751;104592;138709;172539
78;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2047;2591407;;2591407;1135436;838400;196542;46310;54184;1455971;236718;522010;126854;157688;104968;136190;171543
79;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2048;2604082;;2604082;1143835;845363;198872;45155;54445;1460247;238733;526890;128661;156551;105327;133610;170475
80;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2049;2616378;;2616378;1152220;852225;201165;44126;54704;1464158;240692;531691;130460;155335;105671;130979;169330
81;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2050;2628293;;2628293;1160586;858980;203424;43221;54961;1467707;242595;536409;132253;154041;106001;128304;168104
82;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2051;2639816;;2639816;1168925;865627;205647;42435;55216;1470891;244442;541042;134031;152667;106320;125592;166797
83;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2052;2650940;;2650940;1177219;872160;207831;41758;55470;1473721;246235;545590;135794;151213;106628;122854;165407
84;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2053;2661675;;2661675;1185454;878575;209975;41182;55722;1476221;247976;550054;137551;149677;106927;120099;163937
85;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2054;2672024;;2672024;1193622;884871;212080;40699;55972;1478402;249669;554436;139297;148062;107217;117336;162385
86;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2055;2682008;;2682008;1201712;891046;214145;40300;56221;1480296;251317;558740;141031;146371;107501;114579;160757
87;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2056;2691646;;2691646;1209710;897099;216169;39975;56467;1481936;252923;562971;142757;144609;107779;111836;159061
88;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2057;2700960;;2700960;1217610;903029;218152;39716;56713;1483350;254491;567131;144474;142777;108053;109120;157304
89;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2058;2709967;;2709967;1225399;908836;220094;39512;56957;1484568;256024;571222;146182;140882;108322;106440;155496
90;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2059;2718700;;2718700;1233071;914520;221996;39356;57199;1485629;257526;575248;147876;138932;108589;103807;153651
91;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2060;2727189;;2727189;1240619;920081;223858;39239;57441;1486570;258999;579212;149558;136934;108852;101234;151781
92;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2015;1802443;;1802442;878691;519592;57363;261839;39897;923751;100174;131027;40559;212466;66157;169388;203980
93;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2016;1828666;;1828665;883136;522437;59142;261164;40393;945529;103559;136661;42237;217871;67614;171354;206233
94;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2017;1855266;;1855266;887728;525507;60962;260416;40843;967538;106952;142693;43968;222927;69096;173308;208594
95;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2018;1882603;;1882603;892562;528841;62825;259627;41269;990041;110386;149129;45772;227705;70640;175290;211119
96;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2019;1910453;;1910453;897548;532372;64730;258768;41678;1012905;113861;155888;47647;232180;72232;177288;213809
97;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2020;1938622;;1938624;902640;536043;66683;257825;42089;1035984;117357;162869;49593;236392;73870;179270;216633
98;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2021;1966805;;1966805;907848;539831;68673;256819;42525;1058957;120840;169979;51599;240323;75533;181196;219487
99;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2022;1994925;;1994925;913169;543716;70694;255757;43002;1081756;124325;177187;53670;244054;77209;183065;222246
100;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2023;2022901;;2022901;918567;547663;72736;254637;43531;1104334;127801;184465;55788;247610;78884;184885;224901
101;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2024;2050728;;2050728;924009;551649;74803;253451;44106;1126719;131288;191810;57944;251020;80559;186644;227454
102;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2025;2078452;;2078453;929476;555648;76899;252203;44726;1148977;134798;199192;60146;254314;82234;188356;229937
103;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2026;2106038;;2106039;934940;559653;79019;250888;45380;1171099;138330;206590;62375;257530;83907;190000;232367
104;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2027;2133524;;2133522;940389;563660;81169;249499;46061;1193133;141890;213999;64629;260697;85575;191587;234756
105;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2028;2160910;;2160909;945800;567671;83346;248022;46761;1215109;145484;221412;66918;263816;87243;193116;237120
106;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2029;2188213;;2188213;951177;571693;85549;246450;47485;1237036;149103;228826;69235;266911;88909;194593;239459
107;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2030;2215437;;2215436;956521;575748;87783;244768;48222;1258915;152751;236242;71573;269974;90574;196026;241775
108;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2031;2242542;;2242543;961840;579840;90035;242978;48987;1280703;156419;243673;73934;273000;92248;197418;244011
109;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2032;2269532;;2269533;967132;583991;92301;241074;49766;1302401;160114;251123;76318;275994;93916;198771;246165
110;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2033;2296408;;2296407;972391;588204;94582;239042;50563;1324016;163838;258602;78714;278950;95586;200084;248242
111;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2034;2323160;;2323161;977620;592490;96880;236873;51377;1345541;167577;266105;81132;281869;97256;201367;250235
112;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2035;2349788;;2349788;982824;596876;99183;234561;52204;1366964;171334;273635;83560;284746;98920;202617;252152
113;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2036;2376254;;2376253;988010;601360;101498;232106;53046;1388243;175101;281182;86000;287566;100572;203823;253999
114;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2037;2402591;;2402592;993181;605957;103824;229496;53904;1409411;178879;288748;88452;290330;102215;204997;255790
115;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2038;2428797;;2428799;998344;610680;106164;226723;54777;1430455;182665;296340;90913;293033;103842;206139;257523
116;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2039;2454832;;2454831;1003495;615533;108517;223786;55659;1451336;186455;303942;93386;295655;105463;207242;259193
117;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2040;2480722;;2480722;1008651;620534;110880;220685;56552;1472071;190241;311566;95872;298210;107074;208311;260797
118;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2041;2506486;;2506486;1013820;625685;113254;217414;57467;1492666;194033;319206;98370;300680;108682;209346;262349
119;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2042;2532088;;2532087;1018992;630991;115639;213968;58394;1513095;197820;326861;100875;303067;110280;210347;263845
120;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2043;2557552;;2557552;1024177;636465;118032;210346;59334;1533375;201603;334537;103395;305375;111870;211312;265283
121;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2044;2582874;;2582875;1029387;642109;120439;206548;60291;1553488;205390;342232;105923;307598;113447;212232;266666
122;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2045;2608092;;2608092;1034632;647926;122863;202585;61258;1573460;209172;349939;108462;309737;115024;213122;268004
123;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2046;2633219;;2633221;1039928;653919;125302;198466;62241;1593293;212948;357677;111025;311784;116595;213979;269285
124;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2047;2658287;;2658288;1045272;660078;127756;194198;63240;1613016;216717;365449;113606;313752;118162;214810;270520
125;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2048;2683233;;2683234;1050651;666387;130226;189786;64252;1632583;220476;373243;116205;315631;119721;215602;271705
126;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2049;2708090;;2708090;1056081;672848;132709;185245;65279;1652009;224230;381060;118822;317422;121270;216360;272845
127;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2050;2732839;;2732838;1061551;679437;135205;180597;66312;1671287;227972;388899;121457;319132;122806;217084;273937
128;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2051;2757478;;2757480;1067060;686132;137713;175860;67355;1690420;231704;396764;124113;320764;124333;217761;274981
129;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2052;2782002;;2782002;1072602;692915;140229;171053;68405;1709400;235431;404649;126785;322317;125854;218392;275972
130;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2053;2806349;;2806350;1078177;699763;142757;166193;69464;1728173;239148;412539;129470;323778;127355;218981;276902
131;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2054;2830553;;2830553;1083792;706671;145293;161299;70529;1746761;242858;420445;132168;325159;128844;219518;277769
132;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2055;2854587;;2854587;1089452;713623;147835;156395;71599;1765135;246560;428357;134876;326458;130316;219996;278572
133;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2056;2878440;;2878439;1095170;720615;150380;151499;72676;1783269;250249;436263;137595;327667;131767;220417;279311
134;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2057;2902111;;2902112;1100943;727632;152927;146630;73754;1801169;253930;444177;140320;328794;133198;220774;279976
135;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2058;2925581;;2925583;1106789;734682;155469;141806;74832;1818794;257600;452080;143052;329835;134605;221065;280557
136;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2059;2948857;;2948858;1112719;741759;158006;137047;75907;1836139;261254;459963;145794;330789;135992;221283;281064
137;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2060;2971930;;2971930;1118751;748862;160538;132373;76978;1853179;264895;467828;148538;331654;137354;221424;281486
138;Mannen en Vrouwen;Totaal over alle leeftijden;2;2015;1018697;;1018697;713336;454049;30244;192525;36518;305361;44310;46635;30161;38257;36878;63994;45126
139;Mannen en Vrouwen;Totaal over alle leeftijden;2;2016;1029215;;1029214;712882;452933;30961;192084;36904;316332;45279;48604;31304;40896;37606;65573;47070
140;Mannen en Vrouwen;Totaal over alle leeftijden;2;2017;1039907;;1039905;712339;451751;31705;191609;37274;327566;46296;50626;32463;43540;38370;67191;49080
141;Mannen en Vrouwen;Totaal over alle leeftijden;2;2018;1050904;;1050903;711781;450541;32477;191134;37629;339122;47359;52705;33646;46210;39193;68856;51153
142;Mannen en Vrouwen;Totaal over alle leeftijden;2;2019;1062038;;1062038;711107;449253;33260;190626;37968;350931;48476;54832;34849;48875;40055;70572;53272
143;Mannen en Vrouwen;Totaal over alle leeftijden;2;2020;1073271;;1073272;710294;447858;34059;190077;38300;362978;49635;57010;36071;51549;40962;72326;55425
144;Mannen en Vrouwen;Totaal over alle leeftijden;2;2021;1084535;;1084535;709356;446359;34865;189495;38637;375179;50826;59220;37297;54228;41896;74096;57616
145;Mannen en Vrouwen;Totaal over alle leeftijden;2;2022;1095859;;1095859;708320;444770;35684;188874;38992;387539;52052;61475;38538;56925;42845;75882;59822
146;Mannen en Vrouwen;Totaal over alle leeftijden;2;2023;1107239;;1107238;707201;443107;36510;188211;39373;400037;53298;63776;39784;59657;43802;77685;62035
147;Mannen en Vrouwen;Totaal over alle leeftijden;2;2024;1118680;;1118680;706011;441390;37346;187499;39776;412669;54572;66124;41027;62427;44765;79497;64257
148;Mannen en Vrouwen;Totaal over alle leeftijden;2;2025;1130227;;1130228;704759;439614;38197;186748;40200;425469;55878;68512;42278;65250;45738;81311;66502
