ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;BeloningVanWerknemersPerArbeidsjaar_7;LonenPerArbeidsjaar_8;TotaalBanen_9;Mannen_10;Vrouwen_11;GewerkteUren_12;Arbeidsjaren_13
718;K Financiële dienstverlening;2004 2e kwartaal;4528.0;3973.0;3447.0;3031.0;1081.0;942.0;18.99;14.45;275;152;123;95;238
719;K Financiële dienstverlening;2004 3e kwartaal;3560.0;4134.0;2724.0;3145.0;837.0;989.0;14.98;11.46;273;151;122;86;238
720;K Financiële dienstverlening;2004 4e kwartaal;3964.0;4112.0;3005.0;3125.0;959.0;987.0;16.68;12.64;274;151;122;109;238
721;K Financiële dienstverlening;2004;16210.0;;12340.0;;3870.0;;68.11;51.84;274;151;123;396;238
722;K Financiële dienstverlening;2005 1e kwartaal;4215.0;4065.0;3225.0;3114.0;990.0;951.0;17.69;13.53;275;153;122;105;238
723;K Financiële dienstverlening;2005 2e kwartaal;4646.0;4020.0;3555.0;3080.0;1091.0;940.0;19.46;14.89;275;153;123;98;239
724;K Financiële dienstverlening;2005 3e kwartaal;3666.0;4276.0;2824.0;3274.0;841.0;1002.0;15.28;11.77;276;153;123;87;240
725;K Financiële dienstverlening;2005 4e kwartaal;4058.0;4224.0;3108.0;3243.0;950.0;980.0;17.01;13.03;276;151;126;106;239
726;K Financiële dienstverlening;2005;16585.0;;12712.0;;3873.0;;69.43;53.22;276;152;123;397;239
727;K Financiële dienstverlening;2006 1e kwartaal;4384.0;4285.0;3363.0;3292.0;1021.0;993.0;17.77;13.64;285;157;127;113;247
728;K Financiële dienstverlening;2006 2e kwartaal;5322.0;4546.0;4086.0;3496.0;1236.0;1050.0;21.51;16.51;285;158;128;101;247
729;K Financiële dienstverlening;2006 3e kwartaal;3635.0;4324.0;2812.0;3322.0;824.0;1001.0;14.76;11.42;284;157;127;89;246
730;K Financiële dienstverlening;2006 4e kwartaal;4264.0;4450.0;3270.0;3421.0;994.0;1029.0;17.25;13.23;285;157;128;110;247
731;K Financiële dienstverlening;2006;17605.0;;13531.0;;4074.0;;71.3;54.8;285;157;128;413;247
732;K Financiële dienstverlening;2007 1e kwartaal;4669.0;4604.0;3588.0;3546.0;1080.0;1057.0;18.93;14.55;284;155;129;112;247
733;K Financiële dienstverlening;2007 2e kwartaal;5502.0;4619.0;4233.0;3560.0;1270.0;1059.0;21.96;16.89;288;159;129;102;251
734;K Financiële dienstverlening;2007 3e kwartaal;3797.0;4559.0;2941.0;3508.0;856.0;1051.0;15.33;11.87;286;157;129;90;248
735;K Financiële dienstverlening;2007 4e kwartaal;4886.0;5072.0;3752.0;3900.0;1134.0;1172.0;19.69;15.12;286;157;129;112;248
736;K Financiële dienstverlening;2007;18854.0;;14515.0;;4339.0;;75.93;58.46;286;157;129;416;248
737;K Financiële dienstverlening;2008 1e kwartaal;4796.0;4787.0;3634.0;3639.0;1162.0;1149.0;19.65;14.89;283;153;130;110;244
738;K Financiële dienstverlening;2008 2e kwartaal;5670.0;4711.0;4299.0;3578.0;1371.0;1133.0;22.99;17.43;284;156;129;101;247
739;K Financiële dienstverlening;2008 3e kwartaal;3864.0;4679.0;2951.0;3549.0;913.0;1130.0;16.02;12.24;280;153;126;90;241
740;K Financiële dienstverlening;2008 4e kwartaal;4550.0;4703.0;3447.0;3565.0;1103.0;1138.0;18.92;14.33;278;152;126;110;241
741;K Financiële dienstverlening;2008;18880.0;;14331.0;;4549.0;;77.67;58.96;281;154;128;411;243
742;K Financiële dienstverlening;2009 1e kwartaal;4562.0;4622.0;3446.0;3503.0;1116.0;1119.0;18.65;14.09;284;153;131;109;245
743;K Financiële dienstverlening;2009 2e kwartaal;5726.0;4713.0;4333.0;3575.0;1393.0;1137.0;23.45;17.74;281;155;126;99;244
744;K Financiële dienstverlening;2009 3e kwartaal;3910.0;4726.0;2979.0;3577.0;931.0;1150.0;16.36;12.46;276;152;124;89;239
745;K Financiële dienstverlening;2009 4e kwartaal;4596.0;4733.0;3469.0;3572.0;1127.0;1162.0;19.49;14.71;272;150;122;111;236
746;K Financiële dienstverlening;2009;18794.0;;14227.0;;4567.0;;78.02;59.06;278;152;126;408;241
747;K Financiële dienstverlening;2010 1e kwartaal;4515.0;4631.0;3357.0;3455.0;1158.0;1176.0;19.23;14.29;270;148;123;105;235
748;K Financiële dienstverlening;2010 2e kwartaal;5845.0;4790.0;4340.0;3570.0;1505.0;1221.0;24.75;18.38;271;150;121;94;236
749;K Financiële dienstverlening;2010 3e kwartaal;3913.0;4719.0;2934.0;3514.0;979.0;1205.0;16.88;12.66;268;148;120;86;232
750;K Financiële dienstverlening;2010 4e kwartaal;4575.0;4708.0;3397.0;3490.0;1178.0;1218.0;19.84;14.73;266;147;119;109;230
751;K Financiële dienstverlening;2010;18848.0;;14028.0;;4820.0;;80.77;60.12;269;148;120;394;233
752;K Financiële dienstverlening;2011 1e kwartaal;4594.0;4739.0;3402.0;3521.0;1192.0;1218.0;20.0;14.81;264;145;119;104;230
753;K Financiële dienstverlening;2011 2e kwartaal;5915.0;4847.0;4376.0;3606.0;1539.0;1240.0;25.58;18.92;265;147;118;94;231
754;K Financiële dienstverlening;2011 3e kwartaal;4012.0;4816.0;2998.0;3574.0;1014.0;1242.0;17.59;13.14;263;146;117;85;228
755;K Financiële dienstverlening;2011 4e kwartaal;4634.0;4753.0;3430.0;3504.0;1204.0;1249.0;20.35;15.07;262;145;117;104;228
756;K Financiële dienstverlening;2011;19155.0;;14206.0;;4949.0;;83.57;61.98;264;146;118;387;229
757;K Financiële dienstverlening;2012 1e kwartaal;4624.0;4774.0;3382.0;3504.0;1242.0;1270.0;20.54;15.02;259;142;117;103;225
758;K Financiële dienstverlening;2012 2e kwartaal;5824.0;4798.0;4256.0;3533.0;1568.0;1265.0;25.75;18.82;259;143;116;92;226
759;K Financiële dienstverlening;2012 3e kwartaal;4028.0;4818.0;2981.0;3542.0;1047.0;1275.0;18.14;13.42;256;142;115;82;222
760;K Financiële dienstverlening;2012 4e kwartaal;4659.0;4745.0;3413.0;3453.0;1246.0;1293.0;21.04;15.41;255;141;114;102;221
761;K Financiële dienstverlening;2012;19135.0;;14032.0;;5103.0;;85.54;62.72;257;142;116;379;224
762;K Financiële dienstverlening;2013 1e kwartaal;4876.0;5036.0;3520.0;3650.0;1356.0;1386.0;22.43;16.19;250;137;114;97;217
763;K Financiële dienstverlening;2013 2e kwartaal;5734.0;4743.0;4142.0;3458.0;1592.0;1285.0;26.23;18.94;251;138;112;89;219
764;K Financiële dienstverlening;2013 3e kwartaal;4092.0;4880.0;2981.0;3535.0;1111.0;1345.0;19.08;13.9;247;136;111;80;214
765;K Financiële dienstverlening;2013 4e kwartaal;4905.0;4949.0;3599.0;3599.0;1306.0;1350.0;23.03;16.9;246;135;110;98;213
766;K Financiële dienstverlening;2013;19607.0;;14242.0;;5365.0;;90.84;65.98;248;137;112;364;216
767;K Financiële dienstverlening;2014 1e kwartaal;;;;;;;;;240;131;109;93;209
768;L Verhuur en handel van onroerend goed;1995 1e kwartaal;327.0;352.0;272.0;295.0;55.0;57.0;8.37;6.96;47;28;19;18;39
769;L Verhuur en handel van onroerend goed;1995 2e kwartaal;420.0;365.0;349.0;305.0;70.0;60.0;10.19;8.48;49;29;20;17;41
770;L Verhuur en handel van onroerend goed;1995 3e kwartaal;350.0;383.0;292.0;318.0;57.0;65.0;8.01;6.7;52;31;21;17;44
771;L Verhuur en handel van onroerend goed;1995 4e kwartaal;383.0;378.0;318.0;314.0;64.0;64.0;8.87;7.38;52;31;21;20;43
772;L Verhuur en handel van onroerend goed;1995;1479.0;;1232.0;;247.0;;35.41;29.5;50;30;20;72;42
773;L Verhuur en handel van onroerend goed;1996 1e kwartaal;353.0;379.0;291.0;315.0;62.0;64.0;8.7;7.18;49;29;20;18;41
774;L Verhuur en handel van onroerend goed;1996 2e kwartaal;443.0;385.0;366.0;319.0;77.0;66.0;10.46;8.64;51;30;21;17;42
775;L Verhuur en handel van onroerend goed;1996 3e kwartaal;360.0;396.0;299.0;327.0;61.0;69.0;8.15;6.78;53;31;22;17;44
776;L Verhuur en handel van onroerend goed;1996 4e kwartaal;403.0;400.0;333.0;329.0;70.0;70.0;9.1;7.52;53;31;22;21;44
777;L Verhuur en handel van onroerend goed;1996;1560.0;;1290.0;;270.0;;36.39;30.1;51;30;21;73;43
778;L Verhuur en handel van onroerend goed;1997 1e kwartaal;372.0;398.0;308.0;332.0;64.0;66.0;8.9;7.36;49;29;20;19;42
779;L Verhuur en handel van onroerend goed;1997 2e kwartaal;465.0;402.0;386.0;334.0;79.0;68.0;10.7;8.89;51;30;21;18;43
780;L Verhuur en handel van onroerend goed;1997 3e kwartaal;381.0;420.0;318.0;348.0;63.0;72.0;8.34;6.97;54;32;22;17;46
781;L Verhuur en handel van onroerend goed;1997 4e kwartaal;445.0;444.0;369.0;367.0;76.0;77.0;9.34;7.75;56;33;23;22;48
782;L Verhuur en handel van onroerend goed;1997;1663.0;;1381.0;;282.0;;37.25;30.94;53;31;21;76;45
783;L Verhuur en handel van onroerend goed;1998 1e kwartaal;437.0;465.0;338.0;363.0;99.0;102.0;9.5;7.35;55;33;22;21;46
784;L Verhuur en handel van onroerend goed;1998 2e kwartaal;546.0;470.0;423.0;363.0;124.0;107.0;11.35;8.78;58;35;23;20;48
785;L Verhuur en handel van onroerend goed;1998 3e kwartaal;423.0;469.0;329.0;363.0;94.0;106.0;8.77;6.83;58;35;23;18;48
786;L Verhuur en handel van onroerend goed;1998 4e kwartaal;480.0;482.0;371.0;372.0;110.0;110.0;9.98;7.7;58;35;23;22;48
787;L Verhuur en handel van onroerend goed;1998;1887.0;;1461.0;;426.0;;39.61;30.67;57;34;23;80;48
788;L Verhuur en handel van onroerend goed;1999 1e kwartaal;471.0;501.0;365.0;392.0;105.0;109.0;10.18;7.91;55;33;22;21;46
789;L Verhuur en handel van onroerend goed;1999 2e kwartaal;599.0;513.0;468.0;399.0;131.0;113.0;12.3;9.61;58;35;24;20;49
790;L Verhuur en handel van onroerend goed;1999 3e kwartaal;454.0;505.0;353.0;391.0;101.0;114.0;9.18;7.14;59;35;24;18;49
791;L Verhuur en handel van onroerend goed;1999 4e kwartaal;528.0;533.0;407.0;412.0;121.0;121.0;10.4;8.02;61;36;25;23;51
792;L Verhuur en handel van onroerend goed;1999;2052.0;;1594.0;;458.0;;42.05;32.67;58;35;24;82;49
793;L Verhuur en handel van onroerend goed;2000 1e kwartaal;518.0;552.0;403.0;432.0;115.0;120.0;10.58;8.24;58;34;24;23;49
794;L Verhuur en handel van onroerend goed;2000 2e kwartaal;649.0;551.0;505.0;427.0;144.0;125.0;12.65;9.84;61;36;26;22;51
795;L Verhuur en handel van onroerend goed;2000 3e kwartaal;511.0;567.0;394.0;436.0;117.0;131.0;9.89;7.63;62;36;26;19;52
796;L Verhuur en handel van onroerend goed;2000 4e kwartaal;567.0;576.0;436.0;444.0;131.0;132.0;10.87;8.35;62;36;26;23;52
797;L Verhuur en handel van onroerend goed;2000;2246.0;;1739.0;;507.0;;44.0;34.07;61;36;25;86;51
798;L Verhuur en handel van onroerend goed;2001 1e kwartaal;535.0;574.0;417.0;449.0;118.0;125.0;10.63;8.29;60;34;26;23;50
799;L Verhuur en handel van onroerend goed;2001 2e kwartaal;709.0;597.0;555.0;466.0;154.0;131.0;13.43;10.52;63;36;28;22;53
800;L Verhuur en handel van onroerend goed;2001 3e kwartaal;547.0;607.0;426.0;471.0;121.0;136.0;10.26;7.98;64;36;28;19;53
801;L Verhuur en handel van onroerend goed;2001 4e kwartaal;600.0;613.0;463.0;475.0;137.0;138.0;11.16;8.61;64;36;28;24;54
802;L Verhuur en handel van onroerend goed;2001;2391.0;;1861.0;;530.0;;45.5;35.42;63;35;27;89;53
803;L Verhuur en handel van onroerend goed;2002 1e kwartaal;683.0;732.0;528.0;567.0;155.0;165.0;12.55;9.71;65;37;29;24;54
804;L Verhuur en handel van onroerend goed;2002 2e kwartaal;745.0;620.0;578.0;480.0;167.0;140.0;13.64;10.58;66;37;29;22;55
805;L Verhuur en handel van onroerend goed;2002 3e kwartaal;569.0;629.0;444.0;489.0;125.0;140.0;10.39;8.11;66;37;29;20;55
806;L Verhuur en handel van onroerend goed;2002 4e kwartaal;607.0;622.0;472.0;486.0;135.0;136.0;11.03;8.58;66;37;29;25;55
807;L Verhuur en handel van onroerend goed;2002;2604.0;;2022.0;;582.0;;47.6;36.96;66;37;29;91;55
808;L Verhuur en handel van onroerend goed;2003 1e kwartaal;634.0;681.0;485.0;521.0;149.0;160.0;11.52;8.81;67;37;29;24;55
809;L Verhuur en handel van onroerend goed;2003 2e kwartaal;851.0;708.0;652.0;543.0;198.0;166.0;15.33;11.75;67;37;30;22;55
810;L Verhuur en handel van onroerend goed;2003 3e kwartaal;630.0;703.0;485.0;539.0;145.0;164.0;11.37;8.75;67;37;30;21;55
811;L Verhuur en handel van onroerend goed;2003 4e kwartaal;683.0;705.0;522.0;541.0;161.0;164.0;12.29;9.39;67;37;30;25;56
812;L Verhuur en handel van onroerend goed;2003;2797.0;;2143.0;;654.0;;50.52;38.71;67;37;30;92;55
813;L Verhuur en handel van onroerend goed;2004 1e kwartaal;659.0;707.0;507.0;545.0;152.0;163.0;11.97;9.2;66;37;29;24;55
814;L Verhuur en handel van onroerend goed;2004 2e kwartaal;854.0;712.0;659.0;549.0;196.0;163.0;15.33;11.82;67;37;30;22;56
815;L Verhuur en handel van onroerend goed;2004 3e kwartaal;645.0;722.0;499.0;556.0;146.0;166.0;11.53;8.92;67;37;30;20;56
816;L Verhuur en handel van onroerend goed;2004 4e kwartaal;695.0;713.0;534.0;550.0;161.0;163.0;12.39;9.52;68;38;30;25;56
817;L Verhuur en handel van onroerend goed;2004;2854.0;;2199.0;;655.0;;51.21;39.46;67;37;30;92;56
818;L Verhuur en handel van onroerend goed;2005 1e kwartaal;669.0;716.0;518.0;555.0;151.0;161.0;12.04;9.31;67;37;30;24;56
819;L Verhuur en handel van onroerend goed;2005 2e kwartaal;870.0;727.0;675.0;564.0;196.0;163.0;15.46;11.98;68;37;30;23;56
820;L Verhuur en handel van onroerend goed;2005 3e kwartaal;664.0;749.0;517.0;581.0;147.0;169.0;11.72;9.13;68;38;31;21;57
821;L Verhuur en handel van onroerend goed;2005 4e kwartaal;712.0;723.0;552.0;562.0;160.0;161.0;12.55;9.72;68;38;31;25;57
822;L Verhuur en handel van onroerend goed;2005;2915.0;;2261.0;;654.0;;51.77;40.15;68;37;30;93;56
823;L Verhuur en handel van onroerend goed;2006 1e kwartaal;687.0;733.0;531.0;568.0;156.0;165.0;12.26;9.48;68;37;31;25;56
824;L Verhuur en handel van onroerend goed;2006 2e kwartaal;887.0;744.0;687.0;576.0;200.0;167.0;15.61;12.09;69;37;31;23;57
825;L Verhuur en handel van onroerend goed;2006 3e kwartaal;675.0;769.0;525.0;596.0;149.0;173.0;11.86;9.23;69;37;31;20;57
826;L Verhuur en handel van onroerend goed;2006 4e kwartaal;783.0;785.0;606.0;610.0;177.0;176.0;13.64;10.56;69;38;32;25;57
827;L Verhuur en handel van onroerend goed;2006;3032.0;;2350.0;;682.0;;53.37;41.37;69;37;31;94;57
828;L Verhuur en handel van onroerend goed;2007 1e kwartaal;732.0;779.0;568.0;606.0;164.0;173.0;12.74;9.89;70;38;32;25;57
829;L Verhuur en handel van onroerend goed;2007 2e kwartaal;940.0;792.0;732.0;616.0;208.0;176.0;15.91;12.38;71;39;33;24;59
830;L Verhuur en handel van onroerend goed;2007 3e kwartaal;688.0;794.0;538.0;618.0;150.0;176.0;12.16;9.5;69;37;32;20;57
831;L Verhuur en handel van onroerend goed;2007 4e kwartaal;831.0;825.0;646.0;643.0;185.0;182.0;14.11;10.98;72;39;33;26;59
832;L Verhuur en handel van onroerend goed;2007;3190.0;;2483.0;;707.0;;55.0;42.82;71;38;32;96;58
833;L Verhuur en handel van onroerend goed;2008 1e kwartaal;789.0;835.0;611.0;649.0;178.0;186.0;13.38;10.37;72;39;33;26;59
834;L Verhuur en handel van onroerend goed;2008 2e kwartaal;987.0;835.0;767.0;649.0;220.0;187.0;16.24;12.61;74;39;34;24;61
835;L Verhuur en handel van onroerend goed;2008 3e kwartaal;731.0;848.0;569.0;658.0;162.0;190.0;12.57;9.8;71;38;33;22;58
836;L Verhuur en handel van onroerend goed;2008 4e kwartaal;870.0;858.0;676.0;667.0;194.0;191.0;14.29;11.1;75;39;36;26;61
837;L Verhuur en handel van onroerend goed;2008;3377.0;;2623.0;;754.0;;56.58;43.95;73;39;34;99;60
838;L Verhuur en handel van onroerend goed;2009 1e kwartaal;818.0;863.0;634.0;671.0;184.0;192.0;13.47;10.43;74;39;36;26;61
839;L Verhuur en handel van onroerend goed;2009 2e kwartaal;1008.0;855.0;786.0;667.0;222.0;189.0;16.45;12.83;74;39;36;24;61
840;L Verhuur en handel van onroerend goed;2009 3e kwartaal;731.0;853.0;570.0;663.0;161.0;190.0;12.54;9.78;72;37;34;22;58
841;L Verhuur en handel van onroerend goed;2009 4e kwartaal;885.0;871.0;685.0;674.0;200.0;197.0;14.74;11.41;74;39;35;27;60
842;L Verhuur en handel van onroerend goed;2009;3442.0;;2675.0;;767.0;;57.29;44.52;74;38;35;99;60
843;L Verhuur en handel van onroerend goed;2010 1e kwartaal;781.0;822.0;602.0;636.0;179.0;185.0;13.76;10.62;69;37;32;25;57
844;L Verhuur en handel van onroerend goed;2010 2e kwartaal;979.0;831.0;758.0;644.0;221.0;187.0;16.81;12.99;70;38;33;22;58
845;L Verhuur en handel van onroerend goed;2010 3e kwartaal;710.0;831.0;550.0;642.0;160.0;189.0;12.83;9.96;68;36;31;20;55
846;L Verhuur en handel van onroerend goed;2010 4e kwartaal;848.0;835.0;656.0;645.0;192.0;190.0;14.72;11.37;70;38;33;26;58
847;L Verhuur en handel van onroerend goed;2010;3318.0;;2566.0;;752.0;;58.23;45.03;69;37;32;93;57
848;L Verhuur en handel van onroerend goed;2011 1e kwartaal;785.0;823.0;604.0;636.0;181.0;187.0;13.99;10.77;68;37;31;25;56
849;L Verhuur en handel van onroerend goed;2011 2e kwartaal;980.0;831.0;755.0;641.0;225.0;190.0;17.11;13.19;69;37;32;22;57
850;L Verhuur en handel van onroerend goed;2011 3e kwartaal;710.0;832.0;551.0;644.0;159.0;188.0;13.11;10.16;66;35;31;20;54
851;L Verhuur en handel van onroerend goed;2011 4e kwartaal;848.0;836.0;654.0;643.0;194.0;194.0;15.03;11.59;69;37;32;25;56
852;L Verhuur en handel van onroerend goed;2011;3323.0;;2564.0;;759.0;;59.35;45.8;68;37;31;92;56
853;L Verhuur en handel van onroerend goed;2012 1e kwartaal;807.0;842.0;614.0;644.0;193.0;198.0;14.82;11.28;66;35;31;24;54
854;L Verhuur en handel van onroerend goed;2012 2e kwartaal;986.0;837.0;753.0;640.0;233.0;196.0;17.81;13.58;67;35;31;22;55
855;L Verhuur en handel van onroerend goed;2012 3e kwartaal;709.0;832.0;543.0;636.0;166.0;196.0;13.64;10.47;63;33;30;19;52
856;L Verhuur en handel van onroerend goed;2012 4e kwartaal;838.0;829.0;640.0;629.0;198.0;199.0;15.6;11.91;66;35;31;24;54
857;L Verhuur en handel van onroerend goed;2012;3340.0;;2550.0;;790.0;;62.01;47.34;66;35;31;88;54
858;L Verhuur en handel van onroerend goed;2013 1e kwartaal;808.0;840.0;608.0;636.0;200.0;204.0;15.68;11.81;63;33;29;22;52
859;L Verhuur en handel van onroerend goed;2013 2e kwartaal;973.0;827.0;735.0;626.0;238.0;201.0;18.43;13.91;64;34;30;21;53
860;L Verhuur en handel van onroerend goed;2013 3e kwartaal;699.0;821.0;529.0;621.0;170.0;200.0;14.06;10.64;61;32;29;19;50
861;L Verhuur en handel van onroerend goed;2013 4e kwartaal;825.0;817.0;634.0;623.0;191.0;194.0;15.95;12.25;63;34;30;23;52
862;L Verhuur en handel van onroerend goed;2013;3305.0;;2506.0;;799.0;;64.25;48.72;63;33;29;84;51
863;L Verhuur en handel van onroerend goed;2014 1e kwartaal;;;;;;;;;61;32;29;22;50
864;M-N Zakelijke dienstverlening;1995 1e kwartaal;4050.0;4143.0;3618.0;3754.0;432.0;389.0;6.85;6.12;857;455;402;283;591
865;M-N Zakelijke dienstverlening;1995 2e kwartaal;5012.0;4426.0;4487.0;3974.0;526.0;452.0;8.02;7.18;906;481;425;265;625
866;M-N Zakelijke dienstverlening;1995 3e kwartaal;4351.0;4616.0;3921.0;4129.0;430.0;487.0;6.77;6.1;932;495;437;247;643
867;M-N Zakelijke dienstverlening;1995 4e kwartaal;4651.0;4878.0;4157.0;4325.0;494.0;553.0;7.31;6.53;921;489;432;312;636
868;M-N Zakelijke dienstverlening;1995;18064.0;;16183.0;;1881.0;;28.96;25.94;904;480;424;1107;624
869;M-N Zakelijke dienstverlening;1996 1e kwartaal;4695.0;4799.0;4187.0;4338.0;508.0;461.0;7.2;6.42;940;513;427;314;652
870;M-N Zakelijke dienstverlening;1996 2e kwartaal;5590.0;4942.0;4986.0;4419.0;605.0;523.0;8.09;7.21;999;546;453;295;691
871;M-N Zakelijke dienstverlening;1996 3e kwartaal;4792.0;5090.0;4303.0;4531.0;489.0;559.0;6.75;6.06;1027;561;466;275;710
872;M-N Zakelijke dienstverlening;1996 4e kwartaal;4958.0;5204.0;4423.0;4612.0;535.0;592.0;7.19;6.42;994;543;451;339;689
873;M-N Zakelijke dienstverlening;1996;20035.0;;17899.0;;2136.0;;29.23;26.11;990;541;449;1221;686
874;M-N Zakelijke dienstverlening;1997 1e kwartaal;5290.0;5402.0;4692.0;4847.0;597.0;555.0;7.61;6.75;1003;551;452;332;695
875;M-N Zakelijke dienstverlening;1997 2e kwartaal;6272.0;5548.0;5580.0;4948.0;691.0;600.0;8.49;7.55;1069;588;482;326;739
876;M-N Zakelijke dienstverlening;1997 3e kwartaal;5345.0;5683.0;4797.0;5055.0;547.0;628.0;7.01;6.29;1106;608;498;293;763
877;M-N Zakelijke dienstverlening;1997 4e kwartaal;5564.0;5837.0;4960.0;5180.0;604.0;657.0;7.53;6.71;1067;586;481;349;739
878;M-N Zakelijke dienstverlening;1997;22470.0;;20030.0;;2440.0;;30.62;27.29;1061;583;478;1300;734
879;M-N Zakelijke dienstverlening;1998 1e kwartaal;5894.0;6015.0;4854.0;5000.0;1040.0;1015.0;7.97;6.56;1076;584;492;353;740
880;M-N Zakelijke dienstverlening;1998 2e kwartaal;6953.0;6160.0;5720.0;5070.0;1233.0;1090.0;8.88;7.31;1143;620;522;336;783
881;M-N Zakelijke dienstverlening;1998 3e kwartaal;5898.0;6273.0;4884.0;5151.0;1014.0;1122.0;7.38;6.11;1168;634;534;307;800
882;M-N Zakelijke dienstverlening;1998 4e kwartaal;6152.0;6448.0;5048.0;5285.0;1104.0;1164.0;7.94;6.52;1125;611;514;369;775
883;M-N Zakelijke dienstverlening;1998;24896.0;;20506.0;;4390.0;;32.16;26.49;1128;612;516;1365;774
884;M-N Zakelijke dienstverlening;1999 1e kwartaal;6430.0;6568.0;5303.0;5451.0;1127.0;1117.0;8.23;6.78;1135;620;515;371;782
885;M-N Zakelijke dienstverlening;1999 2e kwartaal;7572.0;6715.0;6273.0;5560.0;1299.0;1154.0;9.23;7.65;1193;652;541;352;820
886;M-N Zakelijke dienstverlening;1999 3e kwartaal;6446.0;6848.0;5325.0;5626.0;1121.0;1221.0;7.72;6.38;1215;664;551;316;835
887;M-N Zakelijke dienstverlening;1999 4e kwartaal;6722.0;7039.0;5504.0;5767.0;1218.0;1272.0;8.35;6.83;1166;637;529;389;805
888;M-N Zakelijke dienstverlening;1999;27170.0;;22405.0;;4765.0;;33.52;27.64;1177;643;534;1429;811
889;M-N Zakelijke dienstverlening;2000 1e kwartaal;7087.0;7256.0;5819.0;5984.0;1269.0;1271.0;8.88;7.29;1158;636;523;396;798
890;M-N Zakelijke dienstverlening;2000 2e kwartaal;8302.0;7366.0;6817.0;6041.0;1485.0;1325.0;9.84;8.08;1225;672;553;371;844
891;M-N Zakelijke dienstverlening;2000 3e kwartaal;7127.0;7559.0;5814.0;6148.0;1312.0;1412.0;8.26;6.74;1254;688;566;320;863
892;M-N Zakelijke dienstverlening;2000 4e kwartaal;7303.0;7638.0;5931.0;6208.0;1373.0;1431.0;8.75;7.1;1206;661;545;385;835
893;M-N Zakelijke dienstverlening;2000;29820.0;;24381.0;;5439.0;;35.71;29.2;1211;664;547;1471;835
894;M-N Zakelijke dienstverlening;2001 1e kwartaal;7726.0;7940.0;6287.0;6488.0;1439.0;1452.0;9.3;7.56;1188;652;536;401;831
895;M-N Zakelijke dienstverlening;2001 2e kwartaal;8989.0;7961.0;7360.0;6515.0;1629.0;1447.0;10.52;8.61;1239;682;557;369;855
896;M-N Zakelijke dienstverlening;2001 3e kwartaal;7692.0;8162.0;6263.0;6630.0;1429.0;1532.0;8.9;7.25;1256;693;563;318;864
897;M-N Zakelijke dienstverlening;2001 4e kwartaal;7845.0;8189.0;6335.0;6612.0;1510.0;1577.0;9.44;7.63;1201;661;540;400;831
898;M-N Zakelijke dienstverlening;2001;32254.0;;26245.0;;6009.0;;38.16;31.05;1221;672;549;1488;845
899;M-N Zakelijke dienstverlening;2002 1e kwartaal;7953.0;8218.0;6390.0;6633.0;1563.0;1585.0;9.75;7.83;1172;643;529;387;816
900;M-N Zakelijke dienstverlening;2002 2e kwartaal;9380.0;8288.0;7562.0;6680.0;1818.0;1609.0;11.25;9.07;1214;671;543;361;834
901;M-N Zakelijke dienstverlening;2002 3e kwartaal;7766.0;8271.0;6296.0;6682.0;1470.0;1589.0;9.25;7.5;1230;681;549;319;840
902;M-N Zakelijke dienstverlening;2002 4e kwartaal;7969.0;8290.0;6443.0;6695.0;1527.0;1595.0;9.88;7.98;1176;650;526;389;807
903;M-N Zakelijke dienstverlening;2002;33071.0;;26691.0;;6380.0;;40.13;32.39;1198;661;537;1456;824
904;M-N Zakelijke dienstverlening;2003 1e kwartaal;8034.0;8344.0;6386.0;6663.0;1649.0;1682.0;10.12;8.04;1138;628;510;383;794
905;M-N Zakelijke dienstverlening;2003 2e kwartaal;9512.0;8383.0;7577.0;6679.0;1935.0;1704.0;11.81;9.41;1171;653;518;349;806
906;M-N Zakelijke dienstverlening;2003 3e kwartaal;7831.0;8367.0;6264.0;6662.0;1568.0;1705.0;9.75;7.8;1180;662;518;309;803
907;M-N Zakelijke dienstverlening;2003 4e kwartaal;8125.0;8409.0;6459.0;6682.0;1666.0;1726.0;10.44;8.3;1137;634;503;379;778
908;M-N Zakelijke dienstverlening;2003;33501.0;;26684.0;;6817.0;;42.13;33.56;1156;644;512;1422;795
909;M-N Zakelijke dienstverlening;2004 1e kwartaal;8139.0;8488.0;6409.0;6708.0;1731.0;1780.0;10.58;8.33;1101;611;490;372;770
910;M-N Zakelijke dienstverlening;2004 2e kwartaal;9736.0;8565.0;7678.0;6758.0;2058.0;1807.0;12.23;9.65;1153;645;508;339;796
911;M-N Zakelijke dienstverlening;2004 3e kwartaal;8076.0;8661.0;6396.0;6826.0;1680.0;1835.0;9.95;7.88;1187;667;520;308;812
912;M-N Zakelijke dienstverlening;2004 4e kwartaal;8502.0;8739.0;6695.0;6886.0;1807.0;1854.0;10.68;8.41;1155;646;509;392;796
913;M-N Zakelijke dienstverlening;2004;34453.0;;27177.0;;7276.0;;43.43;34.26;1149;642;507;1411;793
914;M-N Zakelijke dienstverlening;2005 1e kwartaal;8393.0;8786.0;6661.0;6990.0;1733.0;1796.0;10.63;8.43;1155;640;515;378;790
