ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BedrijfsbestelautoS_1;KilometersBedrijfsbestelautoS_2;GemiddeldJaarkilometrage_3
39;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;189051.0;3496.6;18496.0
40;A-U Alle economische activiteiten;Niet in te delen (LD);2009;0.0;0.0;0.0
41;A-U Alle economische activiteiten;Niet in te delen (LD);2010;0.0;0.0;0.0
42;A-U Alle economische activiteiten;Niet in te delen (LD);2011;0.0;0.0;0.0
43;A-U Alle economische activiteiten;Niet in te delen (LD);2012;0.0;0.0;0.0
44;A-U Alle economische activiteiten;Niet in te delen (LD);2013;0.0;0.0;0.0
45;A-U Alle economische activiteiten;Niet in te delen (LD);2014;0.0;0.0;0.0
46;A-U Alle economische activiteiten;Niet in te delen (LD);2015;0.0;0.0;0.0
47;A-U Alle economische activiteiten;Niet in te delen (LD);2016;0.0;0.0;0.0
48;A-U Alle economische activiteiten;Groningen (PV);2009;25196.0;460.4;18271.0
49;A-U Alle economische activiteiten;Groningen (PV);2010;25588.0;457.8;17891.0
50;A-U Alle economische activiteiten;Groningen (PV);2011;25615.0;461.4;18013.0
51;A-U Alle economische activiteiten;Groningen (PV);2012;25758.0;449.1;17435.0
52;A-U Alle economische activiteiten;Groningen (PV);2013;25140.0;435.0;17303.0
53;A-U Alle economische activiteiten;Groningen (PV);2014;25061.0;435.4;17373.0
54;A-U Alle economische activiteiten;Groningen (PV);2015;25563.0;444.7;17398.0
55;A-U Alle economische activiteiten;Groningen (PV);2016;27030.0;475.7;17599.0
56;A-U Alle economische activiteiten;Friesland (PV);2009;37349.0;682.0;18259.0
57;A-U Alle economische activiteiten;Friesland (PV);2010;37466.0;675.8;18038.0
58;A-U Alle economische activiteiten;Friesland (PV);2011;37672.0;670.2;17790.0
59;A-U Alle economische activiteiten;Friesland (PV);2012;37969.0;675.6;17793.0
60;A-U Alle economische activiteiten;Friesland (PV);2013;37164.0;659.2;17736.0
61;A-U Alle economische activiteiten;Friesland (PV);2014;37420.0;669.8;17900.0
62;A-U Alle economische activiteiten;Friesland (PV);2015;38356.0;690.0;17989.0
63;A-U Alle economische activiteiten;Friesland (PV);2016;40376.0;731.8;18125.0
64;A-U Alle economische activiteiten;Drenthe (PV);2009;26247.0;498.4;18991.0
65;A-U Alle economische activiteiten;Drenthe (PV);2010;26377.0;487.1;18467.0
66;A-U Alle economische activiteiten;Drenthe (PV);2011;27042.0;501.8;18557.0
67;A-U Alle economische activiteiten;Drenthe (PV);2012;26342.0;485.8;18443.0
68;A-U Alle economische activiteiten;Drenthe (PV);2013;25749.0;468.2;18184.0
69;A-U Alle economische activiteiten;Drenthe (PV);2014;25546.0;467.3;18291.0
70;A-U Alle economische activiteiten;Drenthe (PV);2015;26317.0;493.2;18739.0
71;A-U Alle economische activiteiten;Drenthe (PV);2016;27631.0;520.8;18850.0
72;A-U Alle economische activiteiten;Overijssel (PV);2009;61599.0;1168.7;18973.0
73;A-U Alle economische activiteiten;Overijssel (PV);2010;61694.0;1178.8;19107.0
74;A-U Alle economische activiteiten;Overijssel (PV);2011;62535.0;1184.5;18941.0
75;A-U Alle economische activiteiten;Overijssel (PV);2012;61262.0;1144.3;18678.0
76;A-U Alle economische activiteiten;Overijssel (PV);2013;60150.0;1120.0;18621.0
77;A-U Alle economische activiteiten;Overijssel (PV);2014;59934.0;1130.4;18861.0
78;A-U Alle economische activiteiten;Overijssel (PV);2015;60892.0;1177.8;19342.0
79;A-U Alle economische activiteiten;Overijssel (PV);2016;64138.0;1254.1;19553.0
80;A-U Alle economische activiteiten;Flevoland (PV);2009;18021.0;406.5;22558.0
81;A-U Alle economische activiteiten;Flevoland (PV);2010;18300.0;404.2;22087.0
82;A-U Alle economische activiteiten;Flevoland (PV);2011;18785.0;409.8;21817.0
83;A-U Alle economische activiteiten;Flevoland (PV);2012;19046.0;403.6;21189.0
84;A-U Alle economische activiteiten;Flevoland (PV);2013;18645.0;399.1;21403.0
85;A-U Alle economische activiteiten;Flevoland (PV);2014;20014.0;429.1;21439.0
86;A-U Alle economische activiteiten;Flevoland (PV);2015;20839.0;451.7;21677.0
87;A-U Alle economische activiteiten;Flevoland (PV);2016;19025.0;405.8;21327.0
88;A-U Alle economische activiteiten;Gelderland (PV);2009;105127.0;2036.6;19373.0
89;A-U Alle economische activiteiten;Gelderland (PV);2010;106361.0;2059.4;19363.0
90;A-U Alle economische activiteiten;Gelderland (PV);2011;107243.0;2064.9;19254.0
91;A-U Alle economische activiteiten;Gelderland (PV);2012;106520.0;2011.1;18880.0
92;A-U Alle economische activiteiten;Gelderland (PV);2013;104354.0;1978.1;18955.0
93;A-U Alle economische activiteiten;Gelderland (PV);2014;103894.0;2001.5;19264.0
94;A-U Alle economische activiteiten;Gelderland (PV);2015;106274.0;2059.7;19381.0
95;A-U Alle economische activiteiten;Gelderland (PV);2016;113451.0;2239.6;19740.0
96;A-U Alle economische activiteiten;Utrecht (PV);2009;59173.0;1196.1;20214.0
97;A-U Alle economische activiteiten;Utrecht (PV);2010;59333.0;1207.8;20356.0
98;A-U Alle economische activiteiten;Utrecht (PV);2011;61211.0;1203.8;19666.0
99;A-U Alle economische activiteiten;Utrecht (PV);2012;60584.0;1184.6;19553.0
100;A-U Alle economische activiteiten;Utrecht (PV);2013;60671.0;1198.1;19748.0
101;A-U Alle economische activiteiten;Utrecht (PV);2014;60722.0;1223.0;20140.0
102;A-U Alle economische activiteiten;Utrecht (PV);2015;58950.0;1184.6;20096.0
103;A-U Alle economische activiteiten;Utrecht (PV);2016;62901.0;1283.8;20409.0
104;A-U Alle economische activiteiten;Noord-Holland (PV);2009;119771.0;2193.1;18311.0
105;A-U Alle economische activiteiten;Noord-Holland (PV);2010;119774.0;2186.3;18254.0
106;A-U Alle economische activiteiten;Noord-Holland (PV);2011;120773.0;2218.6;18370.0
107;A-U Alle economische activiteiten;Noord-Holland (PV);2012;120922.0;2209.1;18269.0
108;A-U Alle economische activiteiten;Noord-Holland (PV);2013;118586.0;2185.9;18433.0
109;A-U Alle economische activiteiten;Noord-Holland (PV);2014;117256.0;2193.9;18710.0
110;A-U Alle economische activiteiten;Noord-Holland (PV);2015;119879.0;2257.5;18831.0
111;A-U Alle economische activiteiten;Noord-Holland (PV);2016;122457.0;2318.0;18929.0
112;A-U Alle economische activiteiten;Zuid-Holland (PV);2009;160314.0;2981.1;18595.0
113;A-U Alle economische activiteiten;Zuid-Holland (PV);2010;159010.0;2926.4;18404.0
114;A-U Alle economische activiteiten;Zuid-Holland (PV);2011;158481.0;2897.2;18281.0
115;A-U Alle economische activiteiten;Zuid-Holland (PV);2012;157036.0;2869.2;18271.0
116;A-U Alle economische activiteiten;Zuid-Holland (PV);2013;155316.0;2833.1;18241.0
117;A-U Alle economische activiteiten;Zuid-Holland (PV);2014;153559.0;2821.0;18371.0
118;A-U Alle economische activiteiten;Zuid-Holland (PV);2015;153528.0;2859.4;18625.0
119;A-U Alle economische activiteiten;Zuid-Holland (PV);2016;161907.0;3036.2;18753.0
120;A-U Alle economische activiteiten;Zeeland (PV);2009;20630.0;341.0;16530.0
121;A-U Alle economische activiteiten;Zeeland (PV);2010;21032.0;350.6;16670.0
122;A-U Alle economische activiteiten;Zeeland (PV);2011;21412.0;355.9;16620.0
123;A-U Alle economische activiteiten;Zeeland (PV);2012;21642.0;351.0;16220.0
124;A-U Alle economische activiteiten;Zeeland (PV);2013;21746.0;354.1;16285.0
125;A-U Alle economische activiteiten;Zeeland (PV);2014;21551.0;353.6;16406.0
126;A-U Alle economische activiteiten;Zeeland (PV);2015;21583.0;356.3;16510.0
127;A-U Alle economische activiteiten;Zeeland (PV);2016;22639.0;373.0;16476.0
128;A-U Alle economische activiteiten;Noord-Brabant (PV);2009;135014.0;2535.7;18781.0
129;A-U Alle economische activiteiten;Noord-Brabant (PV);2010;135609.0;2575.5;18992.0
130;A-U Alle economische activiteiten;Noord-Brabant (PV);2011;137910.0;2584.3;18739.0
131;A-U Alle economische activiteiten;Noord-Brabant (PV);2012;136846.0;2542.1;18577.0
132;A-U Alle economische activiteiten;Noord-Brabant (PV);2013;134568.0;2503.1;18601.0
133;A-U Alle economische activiteiten;Noord-Brabant (PV);2014;133245.0;2499.4;18758.0
134;A-U Alle economische activiteiten;Noord-Brabant (PV);2015;136930.0;2595.5;18955.0
135;A-U Alle economische activiteiten;Noord-Brabant (PV);2016;140976.0;2684.3;19041.0
136;A-U Alle economische activiteiten;Limburg (PV);2009;46003.0;772.0;16781.0
137;A-U Alle economische activiteiten;Limburg (PV);2010;46736.0;785.6;16810.0
138;A-U Alle economische activiteiten;Limburg (PV);2011;47045.0;778.8;16554.0
139;A-U Alle economische activiteiten;Limburg (PV);2012;46914.0;776.2;16545.0
140;A-U Alle economische activiteiten;Limburg (PV);2013;46213.0;768.3;16626.0
141;A-U Alle economische activiteiten;Limburg (PV);2014;45882.0;771.8;16821.0
142;A-U Alle economische activiteiten;Limburg (PV);2015;46254.0;780.6;16876.0
143;A-U Alle economische activiteiten;Limburg (PV);2016;48075.0;812.8;16907.0
144;A-U Alle economische activiteiten;Niet in te delen (PV);2009;0.0;0.0;0.0
145;A-U Alle economische activiteiten;Niet in te delen (PV);2010;0.0;0.0;0.0
146;A-U Alle economische activiteiten;Niet in te delen (PV);2011;0.0;0.0;0.0
147;A-U Alle economische activiteiten;Niet in te delen (PV);2012;0.0;0.0;0.0
148;A-U Alle economische activiteiten;Niet in te delen (PV);2013;0.0;0.0;0.0
149;A-U Alle economische activiteiten;Niet in te delen (PV);2014;0.0;0.0;0.0
150;A-U Alle economische activiteiten;Niet in te delen (PV);2015;0.0;0.0;0.0
151;A-U Alle economische activiteiten;Niet in te delen (PV);2016;0.0;0.0;0.0
152;B-E Nijverheid (geen bouw) en energie;Nederland;2009;73035.0;1471.0;20141.0
153;B-E Nijverheid (geen bouw) en energie;Nederland;2010;73538.0;1467.4;19954.0
154;B-E Nijverheid (geen bouw) en energie;Nederland;2011;76435.0;1508.2;19732.0
155;B-E Nijverheid (geen bouw) en energie;Nederland;2012;72747.0;1444.1;19852.0
156;B-E Nijverheid (geen bouw) en energie;Nederland;2013;73245.0;1442.3;19691.0
157;B-E Nijverheid (geen bouw) en energie;Nederland;2014;72452.0;1435.8;19817.0
158;B-E Nijverheid (geen bouw) en energie;Nederland;2015;72131.0;1436.3;19912.0
159;B-E Nijverheid (geen bouw) en energie;Nederland;2016;76939.0;1536.7;19973.0
160;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2009;7691.0;155.0;20151.0
161;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2010;8099.0;161.0;19884.0
162;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2011;8268.0;168.9;20432.0
163;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2012;8495.0;168.8;19869.0
164;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2013;8573.0;168.6;19665.0
165;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2014;8168.0;161.7;19802.0
166;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2015;7889.0;154.3;19564.0
167;B-E Nijverheid (geen bouw) en energie;Noord-Nederland (LD);2016;8764.0;173.9;19844.0
168;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2009;17068.0;366.8;21493.0
169;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2010;16956.0;358.0;21115.0
170;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2011;17505.0;375.6;21458.0
171;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2012;16751.0;360.8;21538.0
172;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2013;16959.0;362.4;21367.0
173;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2014;16578.0;355.8;21461.0
174;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2015;15888.0;339.9;21394.0
175;B-E Nijverheid (geen bouw) en energie;Oost-Nederland (LD);2016;16546.0;365.3;22080.0
176;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2009;29973.0;586.8;19577.0
177;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2010;28949.0;571.7;19747.0
178;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2011;31166.0;589.2;18905.0
179;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2012;28505.0;550.0;19295.0
180;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2013;28854.0;551.6;19118.0
181;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2014;29042.0;559.8;19276.0
182;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2015;29156.0;572.8;19645.0
183;B-E Nijverheid (geen bouw) en energie;West-Nederland (LD);2016;31709.0;615.2;19401.0
184;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2009;18303.0;362.4;19801.0
185;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2010;19534.0;376.6;19282.0
186;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2011;19496.0;374.5;19209.0
187;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2012;18996.0;364.6;19192.0
188;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2013;18859.0;359.7;19073.0
189;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2014;18664.0;358.4;19204.0
190;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2015;19198.0;369.2;19233.0
191;B-E Nijverheid (geen bouw) en energie;Zuid-Nederland (LD);2016;19920.0;382.3;19191.0
192;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2009;0.0;0.0;0.0
193;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2010;0.0;0.0;0.0
194;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2011;0.0;0.0;0.0
195;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2012;0.0;0.0;0.0
196;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2013;0.0;0.0;0.0
197;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2014;0.0;0.0;0.0
198;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2015;0.0;0.0;0.0
199;B-E Nijverheid (geen bouw) en energie;Niet in te delen (LD);2016;0.0;0.0;0.0
200;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2009;2100.0;41.3;19645.0
201;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2010;2397.0;44.9;18743.0
202;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2011;2347.0;45.2;19279.0
203;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2012;2729.0;51.7;18948.0
204;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2013;2803.0;51.8;18471.0
205;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2014;2460.0;46.6;18932.0
206;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2015;2289.0;43.3;18899.0
207;B-E Nijverheid (geen bouw) en energie;Groningen (PV);2016;2773.0;52.8;19040.0
208;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2009;3510.0;70.9;20192.0
209;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2010;3678.0;72.4;19695.0
210;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2011;3879.0;81.3;20953.0
211;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2012;3797.0;77.6;20446.0
212;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2013;3756.0;76.4;20354.0
213;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2014;3784.0;76.5;20216.0
214;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2015;3716.0;73.8;19860.0
215;B-E Nijverheid (geen bouw) en energie;Friesland (PV);2016;3964.0;79.9;20160.0
216;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2009;2081.0;42.9;20606.0
217;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2010;2024.0;44.0;21722.0
218;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2011;2042.0;42.1;20638.0
219;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2012;1969.0;39.5;20048.0
220;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2013;2014.0;40.4;20067.0
221;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2014;1924.0;38.7;20135.0
222;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2015;1884.0;37.3;19800.0
223;B-E Nijverheid (geen bouw) en energie;Drenthe (PV);2016;2027.0;41.2;20346.0
224;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2009;6321.0;129.7;20520.0
225;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2010;6418.0;127.8;19911.0
226;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2011;6662.0;136.2;20446.0
227;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2012;5909.0;125.5;21238.0
228;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2013;6125.0;126.0;20564.0
229;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2014;5917.0;124.2;20987.0
230;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2015;5386.0;111.5;20701.0
231;B-E Nijverheid (geen bouw) en energie;Overijssel (PV);2016;5469.0;118.8;21728.0
232;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2009;1348.0;36.2;26875.0
233;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2010;1338.0;33.9;25325.0
234;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2011;1402.0;33.3;23759.0
235;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2012;1354.0;31.3;23087.0
236;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2013;1339.0;31.1;23222.0
237;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2014;1281.0;29.5;23012.0
238;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2015;1340.0;31.4;23444.0
239;B-E Nijverheid (geen bouw) en energie;Flevoland (PV);2016;1491.0;35.1;23544.0
240;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2009;9399.0;202.5;21549.0
241;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2010;9200.0;197.8;21497.0
242;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2011;9441.0;206.1;21831.0
243;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2012;9488.0;204.0;21506.0
244;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2013;9495.0;205.3;21621.0
245;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2014;9380.0;202.1;21549.0
246;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2015;9162.0;197.1;21508.0
247;B-E Nijverheid (geen bouw) en energie;Gelderland (PV);2016;9586.0;211.5;22068.0
248;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2009;4200.0;93.0;22151.0
249;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2010;4207.0;94.8;22539.0
250;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2011;4487.0;91.9;20478.0
251;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2012;4324.0;93.4;21599.0
252;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2013;4312.0;89.6;20768.0
253;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2014;4282.0;88.9;20754.0
254;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2015;4311.0;92.6;21489.0
255;B-E Nijverheid (geen bouw) en energie;Utrecht (PV);2016;4573.0;99.4;21735.0
256;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2009;9650.0;175.9;18227.0
257;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2010;9277.0;172.2;18565.0
258;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2011;9874.0;172.6;17477.0
259;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2012;9111.0;169.6;18615.0
260;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2013;8981.0;166.4;18530.0
261;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2014;9093.0;168.2;18502.0
262;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2015;9170.0;169.9;18528.0
263;B-E Nijverheid (geen bouw) en energie;Noord-Holland (PV);2016;9386.0;173.0;18434.0
264;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2009;14013.0;276.8;19754.0
265;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2010;13120.0;263.1;20055.0
266;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2011;14386.0;278.6;19367.0
267;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2012;12674.0;246.3;19432.0
268;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2013;12945.0;249.6;19285.0
269;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2014;12977.0;254.2;19588.0
270;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2015;13083.0;261.7;20006.0
271;B-E Nijverheid (geen bouw) en energie;Zuid-Holland (PV);2016;;;
272;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2009;2110.0;39.9;18900.0
273;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2010;2345.0;40.6;17317.0
274;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2011;2419.0;45.9;18962.0
275;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2012;2396.0;40.6;16962.0
276;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2013;2616.0;46.0;17590.0
277;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2014;2690.0;48.4;18003.0
278;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2015;2592.0;48.4;18666.0
279;B-E Nijverheid (geen bouw) en energie;Zeeland (PV);2016;;;
280;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2009;13570.0;272.9;20108.0
281;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2010;14842.0;292.1;19679.0
282;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2011;14792.0;293.0;19811.0
283;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2012;14343.0;281.5;19624.0
284;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2013;14156.0;275.2;19439.0
285;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2014;13944.0;273.6;19620.0
286;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2015;14529.0;285.5;19648.0
287;B-E Nijverheid (geen bouw) en energie;Noord-Brabant (PV);2016;15077.0;293.7;19480.0
288;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2009;4733.0;89.0;18814.0
289;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2010;4692.0;83.8;17851.0
290;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2011;4704.0;82.0;17425.0
291;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2012;4653.0;83.1;17868.0
292;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2013;4703.0;84.5;17967.0
293;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2014;4720.0;84.9;17979.0
294;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2015;4669.0;83.8;17948.0
295;B-E Nijverheid (geen bouw) en energie;Limburg (PV);2016;4843.0;88.7;18305.0
296;B-E Nijverheid (geen bouw) en energie;Niet in te delen (PV);2009;0.0;0.0;0.0
297;B-E Nijverheid (geen bouw) en energie;Niet in te delen (PV);2010;0.0;0.0;0.0
298;B-E Nijverheid (geen bouw) en energie;Niet in te delen (PV);2011;0.0;0.0;0.0
299;B-E Nijverheid (geen bouw) en energie;Niet in te delen (PV);2012;0.0;0.0;0.0
300;B-E Nijverheid (geen bouw) en energie;Niet in te delen (PV);2013;0.0;0.0;0.0
