ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
70;B Delfstoffenwinning;Waarde;2018;30.9;51.1;28.4;75.3;74.2;69.2;84.3;60.8;26.6;;3.1;8.3;16.8;0.3;7.5;2.3;14.2;0.0;0.0;4.4;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5;13.8;29.2;18.7;12.0;11.3
71;B Delfstoffenwinning;Waarde;2019;29.0;46.1;27.2;72.3;75.5;65.7;83.1;61.2;34.2;;6.5;11.4;13.6;0.0;1.5;6.7;16.9;0.0;0.5;5.5;14.6;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;13.6;28.2;13.9;12.6;10.8
72;B Delfstoffenwinning;Waarde;2020;21.3;40.0;19.0;74.2;74.7;72.0;77.8;61.8;30.4;;6.1;7.6;13.8;0.5;0.3;1.2;12.1;0.0;0.2;0.6;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;15.3;27.4;15.1;5.8;8.1
73;B Delfstoffenwinning;Waarde;2021;30.6;51.9;31.7;71.9;72.0;70.6;77.4;57.7;30.0;;6.8;10.0;17.0;0.0;0.5;1.6;6.0;0.0;0.0;0.0;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;8.7;23.6;15.6;12.4;10.4
74;B Delfstoffenwinning;Waarde;2022;22.6;39.6;22.5;70.8;72.7;74.1;80.5;68.2;33.6;36.2;1.8;3.5;8.2;;;;;;;;;0.7;0.0;0.7;0.7;2.8;0.0;2.0;1.4;0.0;0.0;0.0;0.0;6.6;0.7;1.1;5.4;7.2;1.9;3.0;0.8;0.0;1.1;0.8;0.4;0.0;2.7;12.5;14.5;30.8;21.9;12.6;9.5
75;B Delfstoffenwinning;Waarde;2023;22.1;35.9;16.7;70.9;76.4;75.1;69.6;64.1;29.9;29.8;5.0;4.7;10.5;;;;;;;;;0.7;0.0;0.0;0.7;4.9;1.4;0.4;3.1;0.0;0.0;0.0;0.0;1.5;0.0;0.0;1.5;14.3;6.0;9.1;1.2;0.0;0.7;0.0;4.2;4.5;1.4;20.7;16.8;35.1;23.9;17.8;19.3
76;B Delfstoffenwinning;Waarde;2024;22.2;35.1;15.7;80.3;78.8;78.6;80.5;66.3;36.2;37.7;2.7;7.4;5.8;;;;;;;;;0.0;0.0;0.0;0.0;4.2;0.0;1.9;1.5;0.0;0.0;0.0;0.0;2.3;0.0;0.9;1.8;7.3;2.9;1.2;0.0;0.8;4.5;1.5;1.6;0.0;1.5;17.9;15.7;30.1;20.4;14.9;13.4
77;B Delfstoffenwinning;Ondergrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;B Delfstoffenwinning;Ondergrens 95%-interval;2015;19.9;29.6;21.4;61.1;62.6;64.2;64.5;52.9;24.0;;1.1;2.1;3.8;0.0;0.3;1.2;9.0;0.0;0.1;0.3;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7;4.0;14.1;8.4;2.6;3.8
79;B Delfstoffenwinning;Ondergrens 95%-interval;2016;23.2;34.6;23.9;68.6;64.9;61.1;72.6;48.8;21.3;;2.3;3.5;6.7;0.1;0.4;2.8;10.2;0.0;0.1;0.4;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;5.6;21.7;10.5;5.3;4.6
80;B Delfstoffenwinning;Ondergrens 95%-interval;2017;22.4;34.0;22.4;68.8;68.5;53.3;72.7;54.5;20.6;;2.3;5.3;8.4;0.1;1.9;2.8;12.1;0.0;0.0;0.1;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;10.4;9.2;24.1;11.5;10.8;9.3
81;B Delfstoffenwinning;Ondergrens 95%-interval;2018;23.3;42.8;21.0;67.6;66.7;61.3;77.5;52.5;19.4;;1.5;5.2;10.5;0.0;2.7;1.1;9.7;0.0;0.0;1.6;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;9.2;22.3;13.6;7.6;7.5
82;B Delfstoffenwinning;Ondergrens 95%-interval;2019;21.8;37.6;20.7;63.1;66.4;56.4;75.1;52.2;26.2;;3.2;6.3;8.2;0.0;0.5;2.9;11.1;0.0;0.1;2.7;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;8.6;8.9;21.4;9.7;8.1;6.6
83;B Delfstoffenwinning;Ondergrens 95%-interval;2020;16.1;32.7;14.1;64.7;65.0;62.5;68.3;52.9;24.3;;2.0;3.2;8.3;0.1;0.0;0.5;6.5;0.0;0.0;0.1;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1;9.5;20.3;10.4;3.5;5.2
84;B Delfstoffenwinning;Ondergrens 95%-interval;2021;22.5;42.8;23.1;61.4;61.6;60.1;67.8;47.9;23.1;;2.8;5.3;10.8;0.0;0.1;0.5;3.3;0.0;0.0;0.0;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;4.2;16.5;9.6;7.8;5.5
85;B Delfstoffenwinning;Ondergrens 95%-interval;2022;17.1;32.3;17.1;62.3;64.5;66.6;72.7;60.3;26.4;28.6;0.5;1.6;5.0;;;;;;;;;0.1;0.0;0.1;0.1;1.2;0.0;0.7;0.4;0.0;0.0;0.0;0.0;2.5;0.2;0.3;1.7;3.9;0.6;1.1;0.1;0.0;0.2;0.2;0.1;0.0;1.0;8.6;10.1;24.2;16.0;8.0;6.1
86;B Delfstoffenwinning;Ondergrens 95%-interval;2023;15.7;28.2;11.3;61.7;67.5;66.3;60.5;55.1;22.6;22.8;1.4;1.2;4.8;;;;;;;;;0.1;0.0;0.0;0.1;1.7;0.2;0.1;0.7;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;6.7;2.0;2.9;0.3;0.0;0.2;0.0;0.9;0.6;0.4;14.0;11.1;27.3;16.8;11.6;12.7
87;B Delfstoffenwinning;Ondergrens 95%-interval;2024;16.2;27.7;11.1;73.1;70.5;70.9;72.5;57.8;28.6;29.8;1.0;2.7;3.1;;;;;;;;;0.0;0.0;0.0;0.0;2.0;0.0;0.7;0.4;0.0;0.0;0.0;0.0;0.9;0.0;0.2;0.7;3.7;0.9;0.2;0.0;0.1;1.9;0.4;0.4;0.0;0.4;12.2;10.7;22.8;14.2;9.6;8.2
88;B Delfstoffenwinning;Bovengrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;B Delfstoffenwinning;Bovengrens 95%-interval;2015;34.7;45.0;36.4;77.0;78.5;79.5;79.7;68.5;38.3;;4.4;7.1;10.1;;2.9;7.3;22.7;1.7;2.9;3.3;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;9.5;11.4;24.5;17.3;7.5;9.9
90;B Delfstoffenwinning;Bovengrens 95%-interval;2016;37.5;50.0;38.4;81.7;79.6;75.4;85.3;64.6;35.0;;8.9;10.8;15.8;3.3;3.7;9.2;21.6;;2.7;4.2;20.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;13.8;36.0;21.0;13.5;12.4
91;B Delfstoffenwinning;Bovengrens 95%-interval;2017;38.1;50.2;38.1;82.7;82.5;69.3;85.4;69.9;35.5;;11.4;15.2;19.2;4.3;10.3;9.1;24.3;;;3.6;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;23.2;21.8;39.6;24.5;23.7;21.9
92;B Delfstoffenwinning;Bovengrens 95%-interval;2018;39.7;59.3;37.2;81.6;80.5;76.1;89.4;68.5;35.4;;6.2;13.0;25.9;1.9;19.4;4.4;20.5;;;11.5;16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;20.1;37.1;25.3;18.4;16.7
93;B Delfstoffenwinning;Bovengrens 95%-interval;2019;37.5;54.9;35.0;80.0;82.8;73.9;88.9;69.5;43.2;;12.6;19.7;21.9;;4.7;14.5;24.9;;3.2;10.8;22.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;20.1;36.3;19.6;19.2;17.2
94;B Delfstoffenwinning;Bovengrens 95%-interval;2020;27.5;47.7;25.2;81.8;82.5;79.8;85.1;70.1;37.3;;16.8;17.0;22.2;2.2;2.4;3.0;21.4;;1.5;2.3;19.2;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;23.7;35.8;21.5;9.5;12.2
95;B Delfstoffenwinning;Bovengrens 95%-interval;2021;40.2;60.9;41.9;80.5;80.5;79.2;84.8;66.9;37.9;;15.6;18.3;25.7;;3.2;4.9;10.4;;;;16.2;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;17.3;32.6;24.3;19.2;18.7
96;B Delfstoffenwinning;Bovengrens 95%-interval;2022;29.3;47.5;29.0;78.0;79.6;80.4;86.4;75.2;41.6;44.5;5.7;7.2;13.0;;;;;;;;;4.7;;4.7;4.7;6.3;;5.5;4.6;;;;;16.2;3.0;4.5;15.8;12.9;6.1;7.8;5.5;;4.7;3.4;2.8;;7.4;17.7;20.4;38.2;29.2;19.4;14.5
97;B Delfstoffenwinning;Bovengrens 95%-interval;2023;30.2;44.3;24.0;78.7;83.5;82.2;77.4;72.1;38.3;37.9;16.7;16.3;21.5;;;;;;;;;4.6;;;4.6;13.5;9.4;2.8;12.1;;;;;4.6;;;4.6;27.8;16.7;25.4;5.0;;2.8;;16.9;25.2;4.6;29.6;24.6;43.9;32.8;26.4;28.2
98;B Delfstoffenwinning;Bovengrens 95%-interval;2024;29.6;43.3;21.8;85.9;85.2;84.7;86.6;73.9;44.6;46.2;7.1;18.4;10.7;;;;;;;;;;;;;8.6;;5.0;4.6;;;;;5.6;;3.6;4.9;14.0;8.7;7.9;;5.5;10.2;6.0;6.2;;6.0;25.5;22.6;38.5;28.6;22.4;21.0
99;B-E Nijverheid (geen bouw) en energie;Waarde;2014;30.9;39.9;25.0;65.1;64.6;62.5;67.7;58.2;20.8;;5.1;6.6;11.6;1.3;1.9;5.7;13.8;0.6;0.9;2.1;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;13.7;32.1;18.3;10.2;14.1
100;B-E Nijverheid (geen bouw) en energie;Waarde;2015;32.9;42.9;26.9;63.1;63.9;61.9;67.2;57.5;20.3;;5.3;6.6;10.8;0.8;2.0;5.7;14.2;0.5;0.7;2.3;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;12.7;30.4;18.7;10.0;14.4
101;B-E Nijverheid (geen bouw) en energie;Waarde;2016;32.0;42.3;26.0;63.6;63.7;61.6;66.9;57.2;20.9;;5.1;6.2;11.1;1.0;1.9;6.5;13.9;0.6;0.7;2.5;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;13.5;31.4;20.1;10.2;15.5
102;B-E Nijverheid (geen bouw) en energie;Waarde;2017;32.0;42.5;26.9;63.3;63.1;61.8;67.1;58.3;21.6;;5.3;7.4;11.8;0.9;1.7;5.8;14.0;0.6;0.7;2.3;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.3;13.8;31.0;20.4;10.6;16.0
103;B-E Nijverheid (geen bouw) en energie;Waarde;2018;31.6;43.1;25.6;63.6;63.7;62.6;67.5;59.2;22.7;;6.0;7.6;13.7;1.6;2.5;6.6;13.5;1.0;1.0;3.2;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;17.5;34.3;22.1;12.0;17.8
104;B-E Nijverheid (geen bouw) en energie;Waarde;2019;31.2;42.3;25.8;63.8;64.1;63.0;66.8;62.0;24.6;;6.1;7.2;13.0;2.6;3.0;8.4;15.7;1.4;1.5;4.2;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7;15.7;32.6;21.3;12.7;18.1
105;B-E Nijverheid (geen bouw) en energie;Waarde;2020;28.8;40.1;23.6;66.2;66.5;66.0;68.6;63.3;25.6;;5.2;7.0;13.0;1.1;1.6;5.5;10.9;0.8;0.8;2.3;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;15.0;30.7;19.4;11.3;14.7
106;B-E Nijverheid (geen bouw) en energie;Waarde;2021;30.3;43.9;26.5;65.7;66.5;65.8;69.0;63.1;26.3;;6.5;7.7;13.6;1.5;2.3;5.8;11.6;0.8;1.1;2.6;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;16.5;33.0;22.1;13.6;17.0
107;B-E Nijverheid (geen bouw) en energie;Waarde;2022;27.0;39.5;23.6;67.4;67.0;65.9;67.8;66.2;26.6;22.4;3.8;5.1;10.9;;;;;;;;;2.0;0.3;0.2;1.3;5.4;1.1;1.8;2.2;0.7;0.1;0.1;0.1;4.7;0.1;1.2;3.4;9.5;1.5;2.6;0.8;0.2;1.7;1.7;1.2;0.2;3.1;18.7;18.2;34.3;22.4;14.3;16.6
108;B-E Nijverheid (geen bouw) en energie;Waarde;2023;26.2;38.5;22.3;67.6;67.3;66.0;68.8;67.1;27.4;23.1;4.4;6.3;10.8;;;;;;;;;1.5;0.3;0.1;0.9;5.8;1.5;1.9;2.2;0.5;0.1;0.0;0.4;4.9;0.1;1.5;3.3;10.3;1.7;3.3;0.8;0.2;2.2;1.2;1.1;0.5;2.4;18.8;18.1;33.5;22.0;14.8;16.2
109;B-E Nijverheid (geen bouw) en energie;Waarde;2024;25.6;37.8;21.5;68.4;67.3;66.9;68.4;68.7;28.6;24.2;3.9;5.2;10.3;;;;;;;;;1.9;0.4;0.2;1.2;6.3;1.4;1.6;2.7;0.6;0.2;0.1;0.1;5.4;0.1;1.5;3.6;11.1;1.9;3.9;1.0;0.1;2.4;1.6;1.4;0.4;2.9;18.9;18.4;32.9;22.3;15.0;16.0
110;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2014;29.6;38.5;23.7;63.7;63.1;61.1;66.3;56.8;19.7;;4.5;5.8;10.7;1.0;1.5;5.0;12.8;0.4;0.6;1.7;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;12.7;30.8;17.2;9.4;13.1
111;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2015;31.6;41.5;25.6;61.7;62.5;60.6;65.9;56.1;19.2;;4.7;6.0;10.0;0.6;1.7;5.1;13.2;0.3;0.5;1.9;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7;11.8;29.2;17.6;9.2;13.5
112;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2016;30.8;40.9;24.9;62.2;62.3;60.2;65.6;55.8;19.9;;4.5;5.6;10.3;0.8;1.5;5.9;13.0;0.4;0.5;2.1;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;12.6;30.1;19.0;9.4;14.5
113;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2017;30.7;41.2;25.7;61.9;61.8;60.4;65.8;56.9;20.5;;4.7;6.7;10.9;0.6;1.3;5.2;13.1;0.4;0.5;1.9;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;12.9;29.7;19.2;9.8;15.0
114;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2018;30.5;42.0;24.5;62.5;62.5;61.5;66.4;58.0;21.8;;5.5;7.0;12.9;1.3;2.1;6.0;12.7;0.8;0.7;2.8;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;16.6;33.1;21.1;11.2;16.9
115;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2019;30.0;41.0;24.7;62.5;62.9;61.7;65.6;60.7;23.6;;5.5;6.6;12.1;2.2;2.6;7.7;14.8;1.1;1.2;3.7;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.8;14.7;31.4;20.2;11.8;17.1
116;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2020;27.6;38.9;22.5;64.9;65.2;64.8;67.4;62.0;24.5;;4.6;6.3;12.1;0.9;1.3;4.9;10.1;0.6;0.6;1.9;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1;14.1;29.5;18.4;10.4;13.8
117;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2021;29.0;42.5;25.3;64.3;65.1;64.4;67.7;61.8;25.2;;5.8;7.0;12.6;1.2;1.8;5.2;10.7;0.6;0.8;2.1;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;15.5;31.7;21.0;12.6;16.0
118;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2022;25.9;38.3;22.4;66.1;65.7;64.7;66.5;64.9;25.5;21.4;3.1;4.3;9.7;;;;;;;;;1.5;0.1;0.1;0.9;4.6;0.8;1.3;1.7;0.4;0.0;0.0;0.0;4.0;0.0;0.9;2.7;8.4;1.1;1.9;0.4;0.1;1.3;1.3;0.9;0.1;2.5;17.7;17.2;33.1;21.3;13.3;15.6
119;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2023;25.1;37.3;21.2;66.3;66.0;64.8;67.6;65.8;26.3;22.0;3.7;5.4;9.7;;;;;;;;;1.0;0.1;0.0;0.6;5.0;1.1;1.4;1.7;0.3;0.0;0.0;0.2;4.1;0.0;1.1;2.7;9.2;1.3;2.6;0.5;0.1;1.7;0.9;0.8;0.3;1.9;17.8;17.1;32.3;20.9;13.8;15.2
120;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2024;24.5;36.6;20.4;67.1;66.1;65.7;67.2;67.5;27.5;23.1;3.2;4.5;9.2;;;;;;;;;1.5;0.2;0.1;0.9;5.4;1.1;1.2;2.2;0.3;0.1;0.0;0.0;4.6;0.0;1.1;2.9;9.9;1.5;3.1;0.7;0.1;1.9;1.2;1.0;0.2;2.4;17.8;17.4;31.7;21.2;14.1;15.1
121;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2014;32.2;41.4;26.2;66.5;66.0;64.0;69.1;59.7;21.9;;5.8;7.3;12.6;1.8;2.5;6.4;14.8;0.9;1.4;2.5;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9;14.8;33.5;19.5;11.2;15.2
122;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2015;34.2;44.3;28.1;64.4;65.2;63.3;68.5;58.9;21.4;;6.0;7.4;11.8;1.2;2.5;6.3;15.2;0.7;1.1;2.7;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;13.7;31.8;19.8;10.9;15.5
123;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2016;33.3;43.6;27.2;64.9;65.0;62.9;68.2;58.5;21.9;;5.8;6.9;12.0;1.3;2.3;7.2;14.8;0.9;1.0;2.9;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;14.5;32.7;21.2;11.1;16.5
124;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2017;33.3;43.9;28.1;64.6;64.5;63.2;68.5;59.7;22.7;;5.9;8.1;12.7;1.1;2.1;6.5;15.0;0.8;1.0;2.7;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;14.8;32.3;21.5;11.5;17.1
125;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2018;32.7;44.3;26.6;64.8;64.8;63.8;68.6;60.4;23.7;;6.6;8.3;14.5;1.9;2.9;7.2;14.3;1.3;1.3;3.7;12.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;18.4;35.4;23.1;12.8;18.7
126;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2019;32.4;43.6;26.9;65.0;65.4;64.2;68.0;63.3;25.7;;6.8;7.9;13.9;3.1;3.5;9.1;16.7;1.8;1.9;4.8;14.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;16.6;33.8;22.4;13.6;19.1
127;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2020;30.0;41.4;24.8;67.5;67.7;67.3;69.9;64.6;26.7;;5.8;7.7;13.9;1.5;2.0;6.1;11.8;1.1;1.1;2.8;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;15.9;31.9;20.5;12.1;15.7
128;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2021;31.6;45.3;27.8;67.0;67.8;67.1;70.3;64.5;27.5;;7.3;8.5;14.6;2.0;2.8;6.5;12.5;1.2;1.5;3.1;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;17.6;34.4;23.4;14.6;18.1
129;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2022;28.2;40.8;24.7;68.6;68.3;67.2;69.0;67.4;27.7;23.5;4.7;6.0;12.1;;;;;;;;;2.6;0.6;0.5;1.8;6.4;1.6;2.4;2.9;1.2;0.4;0.4;0.4;5.6;0.3;1.7;4.1;10.7;2.0;3.4;1.4;0.5;2.2;2.2;1.7;0.6;3.8;19.7;19.2;35.6;23.5;15.2;17.6
130;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2023;27.4;39.8;23.4;68.8;68.5;67.3;70.0;68.3;28.5;24.1;5.3;7.3;12.0;;;;;;;;;2.0;0.6;0.4;1.4;6.7;2.0;2.4;2.8;0.9;0.2;;0.7;5.8;0.3;2.0;4.1;11.5;2.3;4.2;1.2;0.5;2.8;1.7;1.6;0.9;3.0;19.9;19.1;34.8;23.2;15.7;17.2
131;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2024;26.7;39.1;22.5;69.6;68.6;68.2;69.7;69.9;29.7;25.3;4.7;6.1;11.5;;;;;;;;;2.6;0.8;0.5;1.7;7.3;1.9;2.2;3.4;1.0;0.5;0.3;0.4;6.4;0.3;2.1;4.4;12.4;2.5;4.8;1.5;0.4;3.1;2.2;2.0;0.7;3.7;19.9;19.5;34.2;23.4;16.0;17.0
132;B-F Nijverheid en energie;Waarde;2014;32.7;41.8;26.6;67.1;66.4;62.6;70.3;58.2;19.9;;4.9;6.3;11.6;1.1;1.7;7.1;13.0;0.6;0.8;2.1;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1;12.9;31.8;17.7;9.4;13.7
133;B-F Nijverheid en energie;Waarde;2015;34.1;44.1;28.0;65.2;65.8;62.9;70.1;57.3;19.4;;5.1;6.4;10.8;1.0;1.7;6.9;13.7;0.7;0.8;2.4;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;12.2;30.3;18.3;9.4;14.1
134;B-F Nijverheid en energie;Waarde;2016;33.0;43.1;27.0;66.1;65.7;62.8;69.6;57.6;20.0;;4.7;5.9;11.2;1.0;1.7;7.1;12.7;0.6;0.7;2.4;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;14.8;12.9;30.9;19.4;9.5;14.7
135;B-F Nijverheid en energie;Waarde;2017;33.4;43.5;27.9;65.2;65.1;62.5;69.8;58.4;20.7;;5.0;7.0;11.5;0.9;1.4;6.7;13.0;0.5;0.6;2.3;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;13.3;30.8;19.6;10.2;15.5
136;B-F Nijverheid en energie;Waarde;2018;32.8;44.4;26.6;66.1;65.8;63.5;70.7;59.8;21.9;;5.6;7.0;12.8;1.4;2.1;7.1;12.0;0.9;0.8;3.0;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;16.6;33.3;21.1;11.5;17.1
137;B-F Nijverheid en energie;Waarde;2019;31.9;43.4;26.1;66.7;66.3;64.1;70.0;62.3;23.7;;5.7;6.8;12.5;2.2;2.6;9.7;14.7;1.3;1.4;4.4;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;15.1;32.2;20.5;11.9;17.3
138;B-F Nijverheid en energie;Waarde;2020;29.0;40.4;23.1;68.9;68.4;67.1;71.2;64.5;25.1;;4.8;6.6;12.9;0.9;1.5;6.1;9.9;0.8;0.7;2.4;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;14.1;30.5;18.5;10.6;14.3
139;B-F Nijverheid en energie;Waarde;2021;30.8;44.0;26.3;68.6;69.0;66.8;72.3;64.7;25.8;;5.8;7.4;13.4;1.5;1.8;6.4;10.5;0.9;0.9;2.8;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;15.3;31.7;20.9;12.4;15.9
140;B-F Nijverheid en energie;Waarde;2022;27.4;40.0;23.6;69.8;68.9;67.3;70.7;67.2;25.8;22.1;3.4;4.8;10.0;;;;;;;;;1.7;0.3;0.2;1.1;5.2;1.5;1.6;1.9;0.6;0.1;0.1;0.2;4.3;0.1;1.2;3.0;8.6;1.6;2.3;0.7;0.2;1.7;1.4;1.1;0.2;2.6;17.6;17.0;33.6;21.0;13.1;15.7
141;B-F Nijverheid en energie;Waarde;2023;25.8;38.3;21.8;69.4;69.2;67.2;71.1;67.7;26.0;22.7;4.0;5.7;10.5;;;;;;;;;1.4;0.4;0.1;0.8;5.7;1.7;1.8;1.9;0.6;0.1;0.0;0.3;4.6;0.2;1.5;3.0;9.5;1.6;3.0;0.7;0.2;2.0;1.2;1.0;0.5;2.3;17.4;16.8;32.5;20.7;13.4;15.3
142;B-F Nijverheid en energie;Waarde;2024;25.9;38.4;21.3;70.2;69.3;68.3;71.4;68.8;27.8;23.7;3.5;4.7;9.5;;;;;;;;;1.8;0.4;0.2;1.1;6.1;1.9;1.5;2.4;0.7;0.3;0.1;0.2;4.6;0.2;1.4;3.0;10.2;1.8;3.4;1.0;0.1;2.2;1.5;1.1;0.3;2.7;17.4;17.1;31.8;20.9;13.6;15.0
143;B-F Nijverheid en energie;Ondergrens 95%-interval;2014;31.6;40.5;25.4;65.9;65.2;61.3;69.1;56.9;18.9;;4.3;5.7;10.8;0.9;1.4;6.4;12.1;0.4;0.5;1.8;8.8;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;12.1;30.6;16.8;8.7;12.9
144;B-F Nijverheid en energie;Ondergrens 95%-interval;2015;33.0;42.9;27.0;64.0;64.7;61.7;69.0;56.1;18.5;;4.5;5.8;10.1;0.8;1.4;6.4;12.9;0.5;0.6;2.0;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4;11.4;29.2;17.3;8.7;13.3
