ID;NederlandEnHerkomstgroeperingen;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratieSaldoMannen_8;MigratieSaldoVrouwen_9
22;Totaal herkomstgroeperingen;2028;119844;61962;57882;107144;58631;48512;12700;3331;9370
23;Totaal herkomstgroeperingen;2029;119610;61842;57768;106235;58175;48060;13375;3667;9708
24;Totaal herkomstgroeperingen;2030;119409;61734;57675;105330;57729;47601;14079;4005;10074
25;Totaal herkomstgroeperingen;2031;119173;61614;57559;104414;57268;47146;14760;4346;10413
26;Totaal herkomstgroeperingen;2032;118967;61507;57460;103506;56820;46686;15461;4687;10774
27;Totaal herkomstgroeperingen;2033;118765;61398;57367;102603;56377;46226;16162;5021;11141
28;Totaal herkomstgroeperingen;2034;118575;61299;57276;101715;55942;45773;16861;5357;11503
29;Totaal herkomstgroeperingen;2035;118385;61200;57185;100846;55521;45325;17539;5679;11860
30;Totaal herkomstgroeperingen;2036;118198;61103;57095;99994;55107;44886;18204;5996;12209
31;Totaal herkomstgroeperingen;2037;118053;61031;57022;99157;54697;44461;18896;6334;12562
32;Totaal herkomstgroeperingen;2038;117893;60942;56951;98368;54313;44055;19525;6629;12896
33;Totaal herkomstgroeperingen;2039;117732;60860;56872;97599;53935;43664;20133;6925;13208
34;Totaal herkomstgroeperingen;2040;117585;60789;56796;96887;53584;43303;20698;7205;13493
35;Totaal herkomstgroeperingen;2041;117456;60719;56737;96215;53257;42959;21241;7462;13778
36;Totaal herkomstgroeperingen;2042;117326;60647;56679;95584;52947;42637;21742;7700;14042
37;Totaal herkomstgroeperingen;2043;117221;60591;56630;95015;52662;42353;22206;7929;14277
38;Totaal herkomstgroeperingen;2044;117104;60530;56574;94495;52399;42096;22609;8131;14478
39;Totaal herkomstgroeperingen;2045;116995;60475;56520;94032;52162;41870;22963;8313;14650
40;Totaal herkomstgroeperingen;2046;116905;60424;56481;93628;51950;41678;23277;8474;14803
41;Totaal herkomstgroeperingen;2047;116816;60377;56439;93277;51755;41522;23539;8622;14917
42;Totaal herkomstgroeperingen;2048;116739;60332;56407;92986;51584;41402;23753;8748;15005
43;Totaal herkomstgroeperingen;2049;116679;60308;56371;92776;51449;41328;23903;8860;15044
44;Nederland (incl. 2e generatie);2006;23704;13119;10585;61764;34717;27047;-38060;-21598;-16462
45;Nederland (incl. 2e generatie);2007;24577;13615;10962;61186;34406;26780;-36609;-20791;-15818
46;Nederland (incl. 2e generatie);2008;26469;14641;11828;60347;33965;26382;-33878;-19324;-14554
47;Nederland (incl. 2e generatie);2009;28856;15922;12934;59344;33449;25894;-30488;-17527;-12960
48;Nederland (incl. 2e generatie);2010;31205;17172;14033;58242;32891;25352;-27037;-15719;-11319
49;Nederland (incl. 2e generatie);2011;32990;18124;14866;57117;32326;24792;-24127;-14202;-9926
50;Nederland (incl. 2e generatie);2012;33695;18498;15197;55984;31761;24224;-22289;-13263;-9027
51;Nederland (incl. 2e generatie);2013;33695;18498;15197;54927;31228;23699;-21232;-12730;-8502
52;Nederland (incl. 2e generatie);2014;33301;18302;14999;53979;30748;23231;-20678;-12446;-8232
53;Nederland (incl. 2e generatie);2015;32910;18103;14807;53224;30363;22861;-20314;-12260;-8054
54;Nederland (incl. 2e generatie);2016;32543;17923;14620;52745;30116;22629;-20202;-12193;-8009
55;Nederland (incl. 2e generatie);2017;32168;17729;14439;52429;29944;22485;-20261;-12215;-8046
56;Nederland (incl. 2e generatie);2018;31807;17547;14260;52139;29787;22353;-20332;-12240;-8093
57;Nederland (incl. 2e generatie);2019;31450;17369;14081;51866;29639;22227;-20416;-12270;-8146
58;Nederland (incl. 2e generatie);2020;31107;17198;13909;51596;29499;22097;-20489;-12301;-8188
59;Nederland (incl. 2e generatie);2021;30769;17025;13744;51329;29357;21972;-20560;-12332;-8228
60;Nederland (incl. 2e generatie);2022;30441;16856;13585;51052;29219;21833;-20611;-12363;-8248
61;Nederland (incl. 2e generatie);2023;30124;16694;13430;50754;29064;21691;-20630;-12370;-8261
62;Nederland (incl. 2e generatie);2024;29802;16530;13272;50450;28906;21544;-20648;-12376;-8272
63;Nederland (incl. 2e generatie);2025;29511;16383;13128;50118;28737;21381;-20607;-12354;-8253
64;Nederland (incl. 2e generatie);2026;29218;16234;12984;49773;28565;21209;-20555;-12331;-8225
65;Nederland (incl. 2e generatie);2027;28927;16088;12839;49411;28383;21028;-20484;-12295;-8189
66;Nederland (incl. 2e generatie);2028;28649;15943;12706;49032;28189;20843;-20383;-12246;-8137
67;Nederland (incl. 2e generatie);2029;28382;15804;12578;48631;27981;20650;-20249;-12177;-8072
68;Nederland (incl. 2e generatie);2030;28133;15677;12456;48227;27774;20453;-20094;-12097;-7997
69;Nederland (incl. 2e generatie);2031;27865;15538;12327;47806;27545;20261;-19941;-12007;-7934
70;Nederland (incl. 2e generatie);2032;27622;15415;12207;47388;27323;20064;-19766;-11908;-7857
71;Nederland (incl. 2e generatie);2033;27388;15295;12093;46969;27102;19867;-19581;-11807;-7774
72;Nederland (incl. 2e generatie);2034;27163;15177;11986;46557;26882;19675;-19394;-11705;-7689
73;Nederland (incl. 2e generatie);2035;26937;15061;11876;46157;26672;19485;-19220;-11611;-7609
74;Nederland (incl. 2e generatie);2036;26725;14953;11772;45766;26464;19302;-19041;-11511;-7530
75;Nederland (incl. 2e generatie);2037;26533;14856;11677;45380;26255;19125;-18847;-11399;-7448
76;Nederland (incl. 2e generatie);2038;26338;14751;11587;45029;26067;18962;-18691;-11316;-7375
77;Nederland (incl. 2e generatie);2039;26146;14651;11495;44688;25883;18806;-18542;-11232;-7311
78;Nederland (incl. 2e generatie);2040;25968;14565;11403;44390;25718;18672;-18422;-11153;-7269
79;Nederland (incl. 2e generatie);2041;25797;14472;11325;44116;25571;18545;-18319;-11099;-7220
80;Nederland (incl. 2e generatie);2042;25631;14387;11244;43866;25439;18426;-18235;-11052;-7182
81;Nederland (incl. 2e generatie);2043;25484;14309;11175;43654;25325;18329;-18170;-11016;-7154
82;Nederland (incl. 2e generatie);2044;25336;14235;11101;43469;25226;18243;-18133;-10991;-7142
83;Nederland (incl. 2e generatie);2045;25201;14164;11037;43323;25150;18173;-18122;-10986;-7136
84;Nederland (incl. 2e generatie);2046;25067;14092;10975;43206;25089;18117;-18139;-10997;-7142
85;Nederland (incl. 2e generatie);2047;24951;14035;10916;43112;25040;18073;-18161;-11005;-7157
86;Nederland (incl. 2e generatie);2048;24839;13977;10862;43046;25006;18041;-18207;-11029;-7179
87;Nederland (incl. 2e generatie);2049;24739;13928;10811;43025;24996;18029;-18286;-11068;-7218
88;Totaal niet-westers;2006;35258;17062;18196;36756;21991;14765;-1498;-4929;3431
89;Totaal niet-westers;2007;37295;18131;19164;35566;20998;14568;1729;-2867;4596
90;Totaal niet-westers;2008;38728;18980;19748;34613;20191;14423;4115;-1211;5326
91;Totaal niet-westers;2009;39576;19583;19993;33778;19492;14285;5798;91;5708
92;Totaal niet-westers;2010;39663;19796;19867;33027;18886;14141;6636;910;5726
93;Totaal niet-westers;2011;39406;19797;19609;32300;18328;13972;7106;1469;5637
94;Totaal niet-westers;2012;39278;19772;19506;31606;17819;13787;7673;1953;5719
95;Totaal niet-westers;2013;39279;19754;19525;30947;17348;13599;8332;2406;5926
96;Totaal niet-westers;2014;39276;19738;19538;30330;16913;13417;8946;2825;6122
97;Totaal niet-westers;2015;39274;19726;19548;29738;16506;13233;9536;3220;6315
98;Totaal niet-westers;2016;39274;19722;19552;29179;16128;13051;10095;3595;6501
99;Totaal niet-westers;2017;39274;19722;19552;28638;15768;12870;10636;3954;6682
100;Totaal niet-westers;2018;39274;19722;19552;28117;15427;12690;11157;4295;6862
101;Totaal niet-westers;2019;39274;19722;19552;27609;15100;12509;11665;4622;7043
102;Totaal niet-westers;2020;39274;19722;19552;27124;14794;12330;12150;4928;7222
103;Totaal niet-westers;2021;39263;19716;19547;26656;14502;12154;12607;5214;7393
104;Totaal niet-westers;2022;39255;19712;19543;26203;14224;11979;13052;5488;7564
105;Totaal niet-westers;2023;39244;19706;19538;25772;13965;11807;13472;5741;7731
106;Totaal niet-westers;2024;39235;19703;19532;25357;13720;11637;13878;5983;7895
107;Totaal niet-westers;2025;39227;19698;19529;24965;13492;11473;14262;6206;8056
108;Totaal niet-westers;2026;39220;19692;19528;24589;13280;11309;14631;6412;8219
109;Totaal niet-westers;2027;39205;19685;19520;24231;13081;11150;14974;6604;8370
110;Totaal niet-westers;2028;39194;19678;19516;23890;12896;10994;15304;6782;8522
111;Totaal niet-westers;2029;39182;19674;19508;23559;12719;10840;15623;6956;8668
112;Totaal niet-westers;2030;39179;19673;19506;23237;12550;10687;15942;7123;8819
113;Totaal niet-westers;2031;39166;19667;19499;22926;12389;10537;16240;7278;8962
114;Totaal niet-westers;2032;39157;19662;19495;22624;12235;10389;16533;7427;9107
115;Totaal niet-westers;2033;39144;19655;19489;22332;12089;10243;16812;7566;9246
116;Totaal niet-westers;2034;39132;19648;19484;22051;11950;10101;17081;7698;9383
117;Totaal niet-westers;2035;39123;19642;19481;21779;11815;9964;17344;7827;9517
118;Totaal niet-westers;2036;39112;19635;19477;21517;11688;9829;17595;7947;9648
119;Totaal niet-westers;2037;39106;19633;19473;21266;11564;9702;17840;8069;9771
120;Totaal niet-westers;2038;39097;19629;19468;21027;11445;9582;18070;8184;9886
121;Totaal niet-westers;2039;39088;19626;19462;20796;11329;9466;18292;8297;9996
122;Totaal niet-westers;2040;39079;19623;19456;20577;11220;9357;18502;8403;10099
123;Totaal niet-westers;2041;39068;19617;19451;20371;11117;9254;18697;8500;10197
124;Totaal niet-westers;2042;39058;19610;19448;20175;11015;9160;18883;8595;10288
125;Totaal niet-westers;2043;39053;19608;19445;19997;10920;9077;19056;8688;10368
126;Totaal niet-westers;2044;39047;19605;19442;19835;10831;9004;19212;8774;10438
127;Totaal niet-westers;2045;39034;19599;19435;19685;10745;8940;19349;8854;10495
128;Totaal niet-westers;2046;39025;19597;19428;19555;10666;8888;19470;8931;10540
129;Totaal niet-westers;2047;39008;19588;19420;19444;10594;8850;19564;8994;10570
130;Totaal niet-westers;2048;39000;19581;19419;19355;10529;8826;19645;9052;10593
131;Totaal niet-westers;2049;38993;19579;19414;19292;10474;8817;19702;9105;10597
132;Afrika;2006;6696;3513;3183;10215;6739;3476;-3519;-3226;-293
133;Afrika;2007;6764;3581;3183;9553;6164;3389;-2789;-2583;-206
134;Afrika;2008;6824;3687;3137;8996;5688;3308;-2172;-2001;-171
135;Afrika;2009;6900;3824;3076;8512;5286;3226;-1612;-1462;-150
136;Afrika;2010;6939;3942;2997;8100;4957;3143;-1161;-1015;-146
137;Afrika;2011;6976;4039;2937;7746;4687;3059;-770;-648;-122
138;Afrika;2012;6990;4077;2913;7445;4467;2978;-455;-390;-65
139;Afrika;2013;6990;4077;2913;7185;4280;2904;-195;-203;9
140;Afrika;2014;6990;4077;2913;6956;4119;2838;34;-42;75
141;Afrika;2015;6990;4077;2913;6754;3979;2775;236;98;138
142;Afrika;2016;6990;4077;2913;6576;3858;2718;414;219;195
143;Afrika;2017;6990;4077;2913;6415;3751;2663;575;326;250
144;Afrika;2018;6990;4077;2913;6270;3657;2613;720;420;301
145;Afrika;2019;6990;4077;2913;6138;3573;2565;852;504;348
146;Afrika;2020;6990;4077;2913;6018;3499;2520;972;578;393
147;Afrika;2021;6990;4077;2913;5911;3434;2478;1079;643;436
148;Afrika;2022;6990;4077;2913;5812;3376;2436;1178;701;477
149;Afrika;2023;6990;4077;2913;5721;3323;2398;1269;754;515
150;Afrika;2024;6990;4077;2913;5636;3276;2360;1354;801;553
151;Afrika;2025;6990;4077;2913;5557;3233;2324;1433;844;589
152;Afrika;2026;6990;4077;2913;5483;3194;2290;1507;883;623
153;Afrika;2027;6990;4077;2913;5414;3157;2256;1576;920;657
154;Afrika;2028;6990;4077;2913;5348;3124;2223;1643;953;690
155;Afrika;2029;6990;4077;2913;5284;3092;2191;1706;985;722
156;Afrika;2030;6990;4077;2913;5221;3062;2159;1769;1015;754
157;Afrika;2031;6990;4077;2913;5162;3034;2128;1828;1043;785
158;Afrika;2032;6990;4077;2913;5103;3006;2097;1887;1071;816
159;Afrika;2033;6990;4077;2913;5044;2979;2065;1946;1098;848
160;Afrika;2034;6990;4077;2913;4987;2954;2033;2003;1123;880
161;Afrika;2035;6990;4077;2913;4930;2929;2002;2060;1148;911
162;Afrika;2036;6990;4077;2913;4877;2905;1972;2113;1172;941
163;Afrika;2037;6990;4077;2913;4825;2882;1943;2166;1195;970
164;Afrika;2038;6990;4077;2913;4775;2861;1914;2215;1216;999
165;Afrika;2039;6990;4077;2913;4727;2840;1886;2264;1237;1027
166;Afrika;2040;6990;4077;2913;4681;2821;1860;2309;1256;1053
167;Afrika;2041;6990;4077;2913;4638;2803;1835;2352;1274;1078
168;Afrika;2042;6990;4077;2913;4597;2786;1811;2393;1291;1102
169;Afrika;2043;6990;4077;2913;4560;2770;1789;2431;1307;1124
170;Afrika;2044;6990;4077;2913;4525;2756;1769;2465;1321;1144
171;Afrika;2045;6990;4077;2913;4494;2743;1751;2496;1334;1162
172;Afrika;2046;6990;4077;2913;4466;2731;1735;2524;1346;1178
173;Afrika;2047;6990;4077;2913;4441;2721;1721;2549;1356;1193
174;Afrika;2048;6990;4077;2913;4421;2712;1709;2569;1365;1204
175;Afrika;2049;6990;4077;2913;4404;2704;1700;2586;1373;1213
176;Azië;2006;13893;6449;7444;11850;6960;4890;2043;-511;2554
177;Azië;2007;14738;6908;7830;11813;6845;4968;2925;63;2862
178;Azië;2008;14992;7126;7866;11807;6763;5044;3185;363;2822
179;Azië;2009;14856;7178;7678;11789;6688;5102;3067;490;2576
180;Azië;2010;14503;7125;7378;11738;6608;5131;2765;517;2247
181;Azië;2011;14159;7040;7119;11644;6515;5129;2515;525;1990
182;Azië;2012;13996;7000;6996;11518;6414;5104;2478;586;1892
183;Azië;2013;13996;7000;6996;11378;6311;5068;2618;689;1929
184;Azië;2014;13996;7000;6996;11231;6209;5023;2765;791;1973
185;Azië;2015;13996;7000;6996;11076;6104;4971;2921;896;2025
186;Azië;2016;13996;7000;6996;10913;5999;4914;3083;1001;2082
187;Azië;2017;13996;7000;6996;10745;5893;4852;3251;1107;2144
188;Azië;2018;13996;7000;6996;10572;5786;4787;3424;1215;2209
189;Azië;2019;13996;7000;6996;10396;5678;4719;3600;1322;2277
190;Azië;2020;13996;7000;6996;10221;5572;4650;3775;1429;2347
191;Azië;2021;13996;7000;6996;10050;5469;4581;3947;1532;2415
192;Azië;2022;13996;7000;6996;9880;5367;4513;4116;1633;2483
193;Azië;2023;13996;7000;6996;9715;5268;4447;4281;1732;2549
194;Azië;2024;13996;7000;6996;9554;5172;4382;4442;1828;2614
195;Azië;2025;13996;7000;6996;9399;5080;4320;4597;1920;2677
196;Azië;2026;13996;7000;6996;9250;4991;4259;4746;2009;2737
197;Azië;2027;13996;7000;6996;9106;4907;4199;4890;2093;2797
198;Azië;2028;13996;7000;6996;8967;4827;4140;5029;2173;2856
199;Azië;2029;13996;7000;6996;8830;4749;4081;5166;2251;2915
200;Azië;2030;13996;7000;6996;8695;4674;4021;5301;2326;2975
201;Azië;2031;13996;7000;6996;8561;4601;3960;5435;2399;3036
202;Azië;2032;13996;7000;6996;8429;4529;3899;5567;2471;3097
203;Azië;2033;13996;7000;6996;8298;4459;3839;5698;2541;3157
204;Azië;2034;13996;7000;6996;8169;4390;3779;5827;2611;3217
205;Azië;2035;13996;7000;6996;8043;4322;3721;5953;2678;3275
206;Azië;2036;13996;7000;6996;7921;4256;3665;6075;2744;3331
207;Azië;2037;13996;7000;6996;7802;4193;3610;6194;2807;3386
208;Azië;2038;13996;7000;6996;7689;4131;3558;6307;2869;3439
209;Azië;2039;13996;7000;6996;7580;4072;3508;6416;2928;3488
210;Azië;2040;13996;7000;6996;7478;4017;3462;6518;2983;3534
211;Azië;2041;13996;7000;6996;7383;3964;3419;6613;3036;3577
212;Azië;2042;13996;7000;6996;7296;3915;3381;6700;3085;3615
213;Azië;2043;13996;7000;6996;7218;3870;3348;6778;3130;3648
214;Azië;2044;13996;7000;6996;7150;3829;3321;6846;3171;3675
215;Azië;2045;13996;7000;6996;7092;3792;3300;6904;3208;3696
216;Azië;2046;13996;7000;6996;7045;3760;3285;6951;3240;3711
217;Azië;2047;13996;7000;6996;7011;3734;3278;6985;3266;3718
218;Azië;2048;13996;7000;6996;6991;3713;3279;7005;3288;3718
219;Azië;2049;13996;7000;6996;6985;3698;3287;7011;3302;3709
220;Latijns-Amerika;2006;4492;1880;2612;2999;1354;1646;1493;526;966
221;Latijns-Amerika;2007;4595;1921;2674;3073;1391;1682;1522;531;992
222;Latijns-Amerika;2008;4545;1871;2674;3137;1421;1716;1408;450;958
223;Latijns-Amerika;2009;4389;1761;2628;3179;1438;1741;1210;323;887
224;Latijns-Amerika;2010;4212;1636;2576;3198;1440;1759;1014;197;817
225;Latijns-Amerika;2011;4060;1539;2521;3197;1428;1769;863;111;752
226;Latijns-Amerika;2012;3996;1496;2500;3183;1410;1773;813;86;727
227;Latijns-Amerika;2013;3996;1496;2500;3163;1389;1774;833;107;726
228;Latijns-Amerika;2014;3996;1496;2500;3142;1369;1773;854;127;727
229;Latijns-Amerika;2015;3996;1496;2500;3120;1348;1771;876;148;729
230;Latijns-Amerika;2016;3996;1496;2500;3096;1329;1767;900;167;733
231;Latijns-Amerika;2017;3996;1496;2500;3071;1309;1762;925;187;738
232;Latijns-Amerika;2018;3996;1496;2500;3044;1289;1754;953;207;746
233;Latijns-Amerika;2019;3996;1496;2500;3015;1270;1745;981;226;755
234;Latijns-Amerika;2020;3996;1496;2500;2984;1251;1733;1012;245;767
235;Latijns-Amerika;2021;3996;1496;2500;2951;1232;1719;1045;264;781
236;Latijns-Amerika;2022;3996;1496;2500;2917;1214;1704;1079;283;796
237;Latijns-Amerika;2023;3996;1496;2500;2882;1195;1687;1114;301;813
238;Latijns-Amerika;2024;3996;1496;2500;2845;1176;1669;1151;320;831
239;Latijns-Amerika;2025;3996;1496;2500;2807;1158;1649;1189;338;851
240;Latijns-Amerika;2026;3996;1496;2500;2768;1139;1629;1229;357;871
241;Latijns-Amerika;2027;3996;1496;2500;2727;1120;1607;1269;376;893
242;Latijns-Amerika;2028;3996;1496;2500;2686;1102;1585;1310;394;915
243;Latijns-Amerika;2029;3996;1496;2500;2645;1083;1562;1351;413;938
244;Latijns-Amerika;2030;3996;1496;2500;2603;1064;1539;1393;432;961
245;Latijns-Amerika;2031;3996;1496;2500;2561;1046;1515;1435;450;985
246;Latijns-Amerika;2032;3996;1496;2500;2519;1028;1492;1477;468;1008
247;Latijns-Amerika;2033;3996;1496;2500;2478;1010;1468;1518;486;1032
248;Latijns-Amerika;2034;3996;1496;2500;2437;992;1444;1559;504;1056
249;Latijns-Amerika;2035;3996;1496;2500;2396;975;1421;1600;521;1079
250;Latijns-Amerika;2036;3996;1496;2500;2357;959;1398;1639;537;1102
251;Latijns-Amerika;2037;3996;1496;2500;2319;943;1376;1677;553;1124
252;Latijns-Amerika;2038;3996;1496;2500;2283;928;1355;1713;568;1145
253;Latijns-Amerika;2039;3996;1496;2500;2249;914;1335;1747;582;1165
254;Latijns-Amerika;2040;3996;1496;2500;2218;901;1316;1779;595;1184
255;Latijns-Amerika;2041;3996;1496;2500;2189;890;1299;1807;606;1201
256;Latijns-Amerika;2042;3996;1496;2500;2164;880;1284;1832;616;1216
257;Latijns-Amerika;2043;3996;1496;2500;2142;871;1271;1854;625;1229
258;Latijns-Amerika;2044;3996;1496;2500;2124;864;1260;1872;632;1240
259;Latijns-Amerika;2045;3996;1496;2500;2111;859;1252;1885;637;1248
260;Latijns-Amerika;2046;3996;1496;2500;2104;857;1247;1892;639;1253
261;Latijns-Amerika;2047;3996;1496;2500;2102;857;1245;1895;639;1255
262;Latijns-Amerika;2048;3996;1496;2500;2106;859;1246;1891;637;1254
263;Latijns-Amerika;2049;3996;1496;2500;2116;865;1252;1880;631;1249
264;Marokko;2006;2296;1130;1166;2312;1549;763;-16;-419;403
265;Marokko;2007;2524;1244;1280;2211;1482;729;313;-238;552
266;Marokko;2008;2737;1353;1384;2121;1424;697;616;-71;687
267;Marokko;2009;2930;1462;1468;2038;1368;670;892;94;798
268;Marokko;2010;2998;1501;1497;1964;1320;644;1034;181;853
269;Marokko;2011;2998;1501;1497;1893;1273;620;1105;228;877
270;Marokko;2012;2998;1501;1497;1825;1228;597;1173;273;900
271;Marokko;2013;2998;1501;1497;1762;1186;576;1236;315;921
272;Marokko;2014;2998;1501;1497;1702;1146;556;1296;355;941
273;Marokko;2015;2998;1501;1497;1645;1107;538;1353;394;959
274;Marokko;2016;2998;1501;1497;1591;1070;521;1407;431;976
275;Marokko;2017;2998;1501;1497;1539;1033;506;1459;468;991
276;Marokko;2018;2998;1501;1497;1489;998;492;1509;503;1005
277;Marokko;2019;2998;1501;1497;1441;961;479;1558;540;1018
278;Marokko;2020;2998;1501;1497;1396;929;467;1602;572;1030
279;Marokko;2021;2998;1501;1497;1353;897;456;1645;604;1041
280;Marokko;2022;2998;1501;1497;1309;864;445;1689;637;1052
281;Marokko;2023;2998;1501;1497;1269;835;435;1729;667;1062
282;Marokko;2024;2998;1501;1497;1230;806;424;1768;695;1073
283;Marokko;2025;2998;1501;1497;1193;778;415;1805;723;1082
284;Marokko;2026;2998;1501;1497;1157;753;404;1842;749;1093
285;Marokko;2027;2998;1501;1497;1123;729;395;1875;772;1103
286;Marokko;2028;2998;1501;1497;1093;708;385;1906;793;1112
287;Marokko;2029;2998;1501;1497;1062;686;376;1936;815;1121
288;Marokko;2030;2998;1501;1497;1034;667;368;1964;834;1130
289;Marokko;2031;2998;1501;1497;1008;648;360;1990;853;1137
290;Marokko;2032;2998;1501;1497;985;632;353;2013;869;1144
291;Marokko;2033;2998;1501;1497;964;617;347;2034;884;1150
292;Marokko;2034;2998;1501;1497;945;604;341;2053;897;1156
293;Marokko;2035;2998;1501;1497;928;592;336;2070;909;1161
294;Marokko;2036;2998;1501;1497;913;582;331;2085;919;1166
295;Marokko;2037;2998;1501;1497;899;572;327;2099;929;1170
296;Marokko;2038;2998;1501;1497;886;563;323;2112;938;1174
297;Marokko;2039;2998;1501;1497;874;554;320;2124;947;1177
298;Marokko;2040;2998;1501;1497;862;546;316;2136;955;1181
299;Marokko;2041;2998;1501;1497;851;538;312;2148;963;1185
300;Marokko;2042;2998;1501;1497;838;530;308;2160;971;1189
301;Marokko;2043;2998;1501;1497;827;522;305;2171;979;1192
302;Marokko;2044;2998;1501;1497;815;515;301;2183;986;1197
303;Marokko;2045;2998;1501;1497;803;507;296;2195;994;1201
304;Marokko;2046;2998;1501;1497;790;500;291;2208;1002;1206
305;Marokko;2047;2998;1501;1497;778;492;286;2220;1009;1211
306;Marokko;2048;2998;1501;1497;766;485;281;2232;1016;1216
307;Marokko;2049;2998;1501;1497;755;479;277;2243;1022;1221
308;Nederlandse Antillen en Aruba;2006;2693;1389;1304;3893;1953;1941;-1200;-564;-637
309;Nederlandse Antillen en Aruba;2007;3409;1738;1671;3712;1859;1853;-303;-121;-182
310;Nederlandse Antillen en Aruba;2008;4147;2094;2053;3590;1796;1795;557;299;259
311;Nederlandse Antillen en Aruba;2009;4750;2385;2365;3515;1757;1758;1235;628;607
312;Nederlandse Antillen en Aruba;2010;4999;2501;2498;3472;1734;1738;1528;767;760
313;Nederlandse Antillen en Aruba;2011;4999;2501;2498;3441;1716;1725;1558;785;773
314;Nederlandse Antillen en Aruba;2012;4999;2501;2498;3412;1699;1713;1587;802;785
315;Nederlandse Antillen en Aruba;2013;4999;2501;2498;3385;1683;1701;1614;818;797
316;Nederlandse Antillen en Aruba;2014;4999;2501;2498;3360;1669;1690;1640;832;808
317;Nederlandse Antillen en Aruba;2015;4999;2501;2498;3338;1657;1681;1661;844;817
318;Nederlandse Antillen en Aruba;2016;4999;2501;2498;3318;1647;1671;1681;854;827
319;Nederlandse Antillen en Aruba;2017;4999;2501;2498;3299;1638;1661;1700;864;837
320;Nederlandse Antillen en Aruba;2018;4999;2501;2498;3280;1629;1651;1719;872;847
321;Nederlandse Antillen en Aruba;2019;4999;2501;2498;3262;1622;1640;1737;879;858
322;Nederlandse Antillen en Aruba;2020;4999;2501;2498;3245;1615;1629;1754;886;869
323;Nederlandse Antillen en Aruba;2021;4999;2501;2498;3229;1610;1619;1771;891;879
324;Nederlandse Antillen en Aruba;2022;4999;2501;2498;3213;1606;1608;1786;895;890
325;Nederlandse Antillen en Aruba;2023;4999;2501;2498;3199;1602;1597;1800;899;901
326;Nederlandse Antillen en Aruba;2024;4999;2501;2498;3187;1600;1587;1812;901;911
327;Nederlandse Antillen en Aruba;2025;4999;2501;2498;3176;1598;1577;1823;903;921
328;Nederlandse Antillen en Aruba;2026;4999;2501;2498;3165;1597;1567;1834;904;931
329;Nederlandse Antillen en Aruba;2027;4999;2501;2498;3154;1597;1558;1845;904;940
330;Nederlandse Antillen en Aruba;2028;4999;2501;2498;3144;1596;1549;1855;905;950
331;Nederlandse Antillen en Aruba;2029;4999;2501;2498;3135;1596;1540;1864;906;958
332;Nederlandse Antillen en Aruba;2030;4999;2501;2498;3127;1595;1532;1872;906;966
