ID;BedrijfstakBranchesSBI2008;Bedrijfsomvang;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
3002;432 Bouwinstallatiebedrijven;Alle bedrijven;2005 september;110.0;8.3
3003;432 Bouwinstallatiebedrijven;Alle bedrijven;2005 3e kwartaal;94.0;8.3
3004;432 Bouwinstallatiebedrijven;Alle bedrijven;2005 oktober;103.0;5.1
3005;432 Bouwinstallatiebedrijven;Alle bedrijven;2005 november;112.0;6.7
3006;432 Bouwinstallatiebedrijven;Alle bedrijven;2005 december;136.0;8.3
3007;432 Bouwinstallatiebedrijven;Alle bedrijven;2005 4e kwartaal;117.0;6.8
3008;432 Bouwinstallatiebedrijven;Alle bedrijven;2005;100.0;5.7
3009;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 januari;80.0;9.6
3010;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 februari;93.0;7.5
3011;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 maart;112.0;10.1
3012;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 1e kwartaal;95.0;9.1
3013;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 april;99.0;-0.7
3014;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 mei;105.0;13.7
3015;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 juni;114.0;0.9
3016;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 2e kwartaal;106.0;4.3
3017;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 juli;101.0;5.9
3018;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 augustus;84.0;7.9
3019;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 september;113.0;2.9
3020;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 3e kwartaal;99.0;5.3
3021;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 oktober;113.0;9.9
3022;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 november;120.0;6.6
3023;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 december;141.0;3.8
3024;432 Bouwinstallatiebedrijven;Alle bedrijven;2006 4e kwartaal;125.0;6.5
3025;432 Bouwinstallatiebedrijven;Alle bedrijven;2006;106.0;6.2
3026;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 januari;88.0;9.9
3027;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 februari;102.0;10.2
3028;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 maart;135.0;20.6
3029;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 1e kwartaal;108.0;14.2
3030;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 april;108.0;9.1
3031;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 mei;115.0;8.8
3032;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 juni;131.0;15.3
3033;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 2e kwartaal;118.0;11.2
3034;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 juli;113.0;12.3
3035;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 augustus;93.0;11.3
3036;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 september;122.0;7.9
3037;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 3e kwartaal;109.0;10.3
3038;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 oktober;133.0;17.1
3039;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 november;138.0;14.8
3040;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 december;148.0;4.7
3041;432 Bouwinstallatiebedrijven;Alle bedrijven;2007 4e kwartaal;139.0;11.7
3042;432 Bouwinstallatiebedrijven;Alle bedrijven;2007;119.0;11.8
3043;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 januari;102.0;15.9
3044;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 februari;122.0;19.0
3045;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 maart;131.0;-2.9
3046;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 1e kwartaal;118.0;9.1
3047;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 april;135.0;24.5
3048;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 mei;125.0;8.9
3049;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 juni;146.0;11.5
3050;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 2e kwartaal;135.0;14.6
3051;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 juli;127.0;12.3
3052;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 augustus;99.0;6.9
3053;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 september;144.0;18.0
3054;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 3e kwartaal;123.0;12.9
3055;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 oktober;148.0;11.3
3056;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 november;141.0;2.3
3057;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 december;159.0;7.9
3058;432 Bouwinstallatiebedrijven;Alle bedrijven;2008 4e kwartaal;149.0;7.1
3059;432 Bouwinstallatiebedrijven;Alle bedrijven;2008;132.0;10.8
3060;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 januari;105.0;2.9
3061;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 februari;118.0;-3.3
3062;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 maart;143.0;9.2
3063;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 1e kwartaal;122.0;3.1
3064;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 april;127.0;-5.7
3065;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 mei;119.0;-4.8
3066;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 juni;133.0;-9.2
3067;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 2e kwartaal;126.0;-6.7
3068;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 juli;125.0;-1.3
3069;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 augustus;83.0;-16.2
3070;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 september;129.0;-10.1
3071;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 3e kwartaal;113.0;-8.7
3072;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 oktober;126.0;-14.6
3073;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 november;131.0;-7.0
3074;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 december;141.0;-11.4
3075;432 Bouwinstallatiebedrijven;Alle bedrijven;2009 4e kwartaal;133.0;-11.1
3076;432 Bouwinstallatiebedrijven;Alle bedrijven;2009;123.0;-6.2
3077;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 januari;96.0;-8.8
3078;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 februari;105.0;-10.8
3079;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 maart;133.0;-7.3
3080;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 1e kwartaal;111.0;-8.9
3081;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 april;120.0;-5.7
3082;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 mei;112.0;-5.8
3083;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 juni;131.0;-0.9
3084;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 2e kwartaal;121.0;-4.1
3085;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 juli;118.0;-6.3
3086;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 augustus;90.0;7.8
3087;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 september;125.0;-3.3
3088;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 3e kwartaal;111.0;-1.7
3089;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 oktober;126.0;-0.6
3090;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 november;128.0;-2.5
3091;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 december;144.0;2.2
3092;432 Bouwinstallatiebedrijven;Alle bedrijven;2010 4e kwartaal;132.0;-0.2
3093;432 Bouwinstallatiebedrijven;Alle bedrijven;2010;119.0;-3.7
3094;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 januari;100.0;5.0
3095;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 februari;113.0;7.7
3096;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 maart;132.0;-0.7
3097;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 1e kwartaal;115.0;3.6
3098;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 april;124.0;3.6
3099;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 mei;130.0;16.0
3100;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 juni;129.0;-1.9
3101;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 2e kwartaal;128.0;5.4
3102;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 juli;119.0;1.6
3103;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 augustus;97.0;8.2
3104;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 september;134.0;7.5
3105;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 3e kwartaal;117.0;5.6
3106;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 oktober;131.0;4.2
3107;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 november;138.0;8.2
3108;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 december;150.0;4.1
3109;432 Bouwinstallatiebedrijven;Alle bedrijven;2011 4e kwartaal;140.0;5.4
3110;432 Bouwinstallatiebedrijven;Alle bedrijven;2011;125.0;5.0
3111;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 januari;103.0;2.6
3112;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 februari;109.0;-3.6
3113;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 maart;124.0;-5.6
3114;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 1e kwartaal;112.0;-2.5
3115;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 april;117.0;-5.8
3116;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 mei;119.0;-8.4
3117;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 juni;130.0;1.0
3118;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 2e kwartaal;122.0;-4.4
3119;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 juli;115.0;-3.7
3120;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 augustus;95.0;-2.1
3121;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 september;128.0;-5.1
3122;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 3e kwartaal;113.0;-3.8
3123;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 oktober;128.0;-2.4
3124;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 november;131.0;-5.1
3125;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 december;132.0;-12.0
3126;432 Bouwinstallatiebedrijven;Alle bedrijven;2012 4e kwartaal;130.0;-6.7
3127;432 Bouwinstallatiebedrijven;Alle bedrijven;2012;119.0;-4.5
3128;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 januari;74.0;-1.4
3129;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 februari;88.0;-0.8
3130;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 maart;101.0;-4.6
3131;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 1e kwartaal;87.0;-2.4
3132;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 april;101.0;8.6
3133;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 mei;93.0;11.2
3134;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 juni;111.0;10.0
3135;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 2e kwartaal;102.0;9.9
3136;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 juli;95.0;4.9
3137;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 augustus;79.0;15.7
3138;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 september;109.0;6.9
3139;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 3e kwartaal;95.0;8.5
3140;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 oktober;103.0;5.8
3141;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 november;113.0;7.9
3142;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 december;131.0;6.9
3143;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005 4e kwartaal;116.0;6.9
3144;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2005;100.0;5.8
3145;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 januari;81.0;9.2
3146;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 februari;93.0;6.5
3147;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 maart;111.0;9.9
3148;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 1e kwartaal;95.0;8.6
3149;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 april;100.0;-1.3
3150;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 mei;105.0;12.8
3151;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 juni;112.0;0.4
3152;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 2e kwartaal;106.0;3.6
3153;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 juli;101.0;6.2
3154;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 augustus;84.0;6.2
3155;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 september;111.0;1.4
3156;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 3e kwartaal;99.0;4.4
3157;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 oktober;113.0;9.3
3158;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 november;118.0;4.2
3159;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 december;135.0;3.0
3160;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006 4e kwartaal;122.0;5.3
3161;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2006;105.0;5.4
3162;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 januari;89.0;10.2
3163;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 februari;102.0;9.6
3164;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 maart;136.0;23.1
3165;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 1e kwartaal;109.0;15.0
3166;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 april;109.0;9.3
3167;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 mei;115.0;9.3
3168;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 juni;129.0;15.3
3169;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 2e kwartaal;118.0;11.4
3170;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 juli;113.0;12.2
3171;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 augustus;94.0;12.0
3172;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 september;120.0;8.4
3173;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 3e kwartaal;109.0;10.7
3174;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 oktober;134.0;18.3
3175;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 november;138.0;17.1
3176;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 december;143.0;5.6
3177;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007 4e kwartaal;138.0;13.2
3178;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2007;119.0;12.6
3179;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 januari;102.0;14.3
3180;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 februari;122.0;18.9
3181;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 maart;128.0;-6.0
3182;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 1e kwartaal;117.0;7.3
3183;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 april;134.0;23.2
3184;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 mei;124.0;8.0
3185;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 juni;143.0;11.1
3186;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 2e kwartaal;134.0;13.8
3187;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 juli;125.0;10.3
3188;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 augustus;98.0;4.2
3189;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 september;143.0;19.0
3190;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 3e kwartaal;122.0;11.7
3191;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 oktober;145.0;8.8
3192;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 november;138.0;0.1
3193;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 december;153.0;7.2
3194;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008 4e kwartaal;146.0;5.3
3195;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2008;130.0;9.4
3196;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 januari;103.0;1.3
3197;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 februari;116.0;-4.8
3198;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 maart;143.0;11.5
3199;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 1e kwartaal;121.0;2.9
3200;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 april;126.0;-6.6
3201;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 mei;116.0;-6.2
3202;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 juni;131.0;-8.6
3203;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 2e kwartaal;124.0;-7.2
3204;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 juli;124.0;-1.2
3205;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 augustus;82.0;-16.7
3206;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 september;127.0;-11.3
3207;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 3e kwartaal;111.0;-9.3
3208;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 oktober;123.0;-15.5
3209;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 november;128.0;-7.8
3210;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 december;134.0;-12.4
3211;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009 4e kwartaal;128.0;-12.0
3212;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2009;121.0;-6.7
3213;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 januari;94.0;-8.8
3214;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 februari;103.0;-11.4
3215;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 maart;131.0;-8.4
3216;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 1e kwartaal;109.0;-9.5
3217;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 april;118.0;-6.3
3218;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 mei;110.0;-5.7
3219;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 juni;130.0;-1.1
3220;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 2e kwartaal;119.0;-4.3
3221;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 juli;115.0;-7.4
3222;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 augustus;88.0;7.9
3223;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 september;123.0;-3.2
3224;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 3e kwartaal;109.0;-2.0
3225;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 oktober;122.0;-0.5
3226;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 november;124.0;-3.1
3227;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 december;136.0;1.9
3228;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010 4e kwartaal;127.0;-0.5
3229;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2010;116.0;-4.1
3230;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 januari;99.0;5.7
3231;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 februari;111.0;7.9
3232;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 maart;130.0;-0.9
3233;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 1e kwartaal;113.0;3.7
3234;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 april;122.0;3.5
3235;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 mei;127.0;15.9
3236;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 juni;127.0;-2.1
3237;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 2e kwartaal;125.0;5.3
3238;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 juli;117.0;1.7
3239;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 augustus;96.0;9.0
3240;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 september;132.0;7.6
3241;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 3e kwartaal;115.0;5.9
3242;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 oktober;130.0;6.6
3243;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 november;136.0;10.1
3244;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 december;142.0;4.2
3245;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011 4e kwartaal;136.0;6.9
3246;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2011;122.0;5.5
3247;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 januari;102.0;3.1
3248;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 februari;107.0;-3.8
3249;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 maart;121.0;-6.9
3250;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 1e kwartaal;110.0;-3.0
3251;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 april;115.0;-5.7
3252;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 mei;117.0;-8.3
3253;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 juni;129.0;1.4
3254;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 2e kwartaal;120.0;-4.2
3255;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 juli;113.0;-3.4
3256;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 augustus;93.0;-3.4
3257;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 september;123.0;-7.1
3258;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 3e kwartaal;109.0;-4.8
3259;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 oktober;128.0;-1.8
3260;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 november;130.0;-4.4
3261;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 december;128.0;-10.1
3262;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012 4e kwartaal;129.0;-5.6
3263;432 Bouwinstallatiebedrijven;10 of meer werkzame personen;2012;117.0;-4.4
3264;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 januari;54.0;-10.7
3265;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 februari;74.0;-1.0
3266;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 maart;97.0;4.9
3267;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 1e kwartaal;75.0;-1.2
3268;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 april;97.0;6.8
3269;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 mei;96.0;4.5
3270;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 juni;126.0;14.6
3271;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 2e kwartaal;106.0;9.0
3272;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 juli;102.0;1.4
3273;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 augustus;68.0;9.2
3274;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 september;122.0;18.8
3275;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 3e kwartaal;97.0;9.9
3276;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 oktober;110.0;3.2
3277;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 november;117.0;6.7
3278;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 december;137.0;13.9
3279;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005 4e kwartaal;121.0;8.2
3280;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2005;100.0;6.9
3281;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 januari;61.0;11.7
3282;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 februari;82.0;11.3
3283;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 maart;110.0;13.4
3284;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 1e kwartaal;84.0;12.3
3285;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 april;96.0;-1.3
3286;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 mei;111.0;15.6
3287;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 juni;129.0;2.4
3288;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 2e kwartaal;112.0;5.2
3289;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 juli;107.0;5.3
3290;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 augustus;76.0;12.1
3291;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 september;124.0;2.0
3292;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 3e kwartaal;102.0;5.5
3293;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 oktober;119.0;8.2
3294;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 november;125.0;7.5
3295;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 december;143.0;4.6
3296;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006 4e kwartaal;129.0;6.6
3297;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2006;107.0;7.1
3298;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 januari;68.0;12.0
3299;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 februari;93.0;13.4
3300;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 maart;121.0;10.0
3301;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 1e kwartaal;94.0;11.6
3302;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 april;106.0;10.3
3303;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 mei;117.0;5.3
3304;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 juni;143.0;10.4
3305;433 Afwerkingsbedrijven (bouw);Alle bedrijven;2007 2e kwartaal;122.0;8.7
