ID;Geslacht;Leeftijd;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Perioden;TotaalDeelnemers_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
33;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1996/'97;;;;;;;;;;
34;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1997/'98;;;;;;;;;;
35;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1998/'99;;;;;;;;;;
36;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;1999/'00;;;;;;;;;;
37;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2000/'01;;;;;;;;;;
38;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2001/'02;;;;;;;;;;
39;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2002/'03;;;;;;;;;;
40;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2003/'04;;;;;;;;;;
41;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2004/'05;;;;;;;;;;
42;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2005/'06;364109.0;11279.0;87260.0;99403.0;159680.0;6487.0;;;;
43;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2006/'07;373162.0;11858.0;88076.0;101258.0;165894.0;6076.0;;;;
44;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2007/'08;383028.0;12202.0;92728.0;103393.0;168979.0;5726.0;;;;
45;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2008/'09;386627.0;11936.0;94563.0;106675.0;168482.0;4971.0;;;;
46;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2009/'10;392152.0;13691.0;92440.0;110372.0;171480.0;4169.0;;;;
47;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2010/'11;399364.0;13803.0;95596.0;111766.0;174795.0;3404.0;;;;
48;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2011/'12;391553.0;12242.0;90236.0;110110.0;176601.0;2364.0;;;;
49;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2012/'13;383560.0;11157.0;84483.0;107985.0;178436.0;1499.0;;;;
50;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2013/'14;374065.0;9296.0;76703.0;104740.0;182773.0;553.0;;;;
51;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2014/'15;360595.0;6283.0;67020.0;98992.0;188132.0;168.0;;;;
52;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2015/'16;355838.0;5504.0;61016.0;97460.0;191831.0;27.0;;;;
53;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Autochtoon;2016/'17;361585.0;5147.0;57628.0;98400.0;200323.0;87.0;;;;
54;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1990/'91;;;;;;;;;;
55;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1991/'92;;;;;;;;;;
56;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1992/'93;;;;;;;;;;
57;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1993/'94;;;;;;;;;;
58;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1994/'95;;;;;;;;;;
59;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1995/'96;;;;;;;;;;
60;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1996/'97;;;;;;;;;;
61;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1997/'98;;;;;;;;;;
62;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1998/'99;;;;;;;;;;
63;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;1999/'00;;;;;;;;;;
64;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2000/'01;;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2001/'02;;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2002/'03;;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2003/'04;;;;;;;;;;
68;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2004/'05;;;;;;;;;;
69;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2005/'06;126496.0;12310.0;39779.0;28465.0;44876.0;1066.0;;;;
70;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2006/'07;131465.0;11464.0;41101.0;30449.0;47388.0;1063.0;;;;
71;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2007/'08;136716.0;10755.0;42314.0;32654.0;49998.0;995.0;;;;
72;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2008/'09;137697.0;9894.0;42359.0;33607.0;50918.0;919.0;;;;
73;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2009/'10;141359.0;10752.0;41576.0;35546.0;52699.0;786.0;;;;
74;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2010/'11;143543.0;11192.0;41523.0;36600.0;53608.0;620.0;;;;
75;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2011/'12;140027.0;10661.0;38781.0;36413.0;53792.0;380.0;;;;
76;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2012/'13;138060.0;10986.0;37201.0;35366.0;54272.0;235.0;;;;
77;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2013/'14;136003.0;10277.0;36022.0;34411.0;55196.0;97.0;;;;
78;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2014/'15;130481.0;8043.0;32850.0;32901.0;56647.0;40.0;;;;
79;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2015/'16;127746.0;7564.0;30095.0;32950.0;57135.0;2.0;;;;
80;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Allochtoon;2016/'17;130238.0;7860.0;29287.0;32558.0;60523.0;10.0;;;;
81;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1990/'91;;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1991/'92;;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1992/'93;;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1993/'94;;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1994/'95;;;;;;;;;;
86;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1995/'96;;;;;;;;;;
87;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1996/'97;;;;;;;;;;
88;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1997/'98;;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1998/'99;;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;1999/'00;;;;;;;;;;
91;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2000/'01;;;;;;;;;;
92;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2001/'02;;;;;;;;;;
93;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2002/'03;;;;;;;;;;
94;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2003/'04;;;;;;;;;;
95;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2004/'05;;;;;;;;;;
96;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2005/'06;31241.0;1867.0;8217.0;7743.0;12948.0;466.0;;;;
97;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2006/'07;31742.0;1826.0;8215.0;7944.0;13301.0;456.0;;;;
98;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2007/'08;32707.0;1872.0;8641.0;8286.0;13516.0;392.0;;;;
99;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2008/'09;32764.0;1747.0;8812.0;8699.0;13172.0;334.0;;;;
100;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2009/'10;33387.0;1947.0;8758.0;8866.0;13526.0;290.0;;;;
101;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2010/'11;34021.0;2278.0;8911.0;8852.0;13737.0;243.0;;;;
102;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2011/'12;33157.0;2182.0;8265.0;8577.0;13968.0;165.0;;;;
103;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2012/'13;32551.0;2239.0;7889.0;8344.0;13964.0;115.0;;;;
104;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2013/'14;31417.0;1952.0;7216.0;7954.0;14251.0;44.0;;;;
105;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2014/'15;29583.0;1413.0;6236.0;7315.0;14598.0;21.0;;;;
106;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2015/'16;28478.0;1264.0;5606.0;7027.0;14580.0;1.0;;;;
107;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Westerse allochtoon;2016/'17;28643.0;1245.0;5435.0;6924.0;15037.0;2.0;;;;
108;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1990/'91;;;;;;;;;;
109;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1991/'92;;;;;;;;;;
110;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1992/'93;;;;;;;;;;
111;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1993/'94;;;;;;;;;;
112;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1994/'95;;;;;;;;;;
113;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1995/'96;;;;;;;;;;
114;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1996/'97;;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1997/'98;;;;;;;;;;
116;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1998/'99;;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;1999/'00;;;;;;;;;;
118;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2000/'01;;;;;;;;;;
119;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2001/'02;;;;;;;;;;
120;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2002/'03;;;;;;;;;;
121;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2003/'04;;;;;;;;;;
122;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2004/'05;;;;;;;;;;
123;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2005/'06;95255.0;10443.0;31562.0;20722.0;31928.0;600.0;;;;
124;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2006/'07;99723.0;9638.0;32886.0;22505.0;34087.0;607.0;;;;
125;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2007/'08;104009.0;8883.0;33673.0;24368.0;36482.0;603.0;;;;
126;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2008/'09;104933.0;8147.0;33547.0;24908.0;37746.0;585.0;;;;
127;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2009/'10;107972.0;8805.0;32818.0;26680.0;39173.0;496.0;;;;
128;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2010/'11;109522.0;8914.0;32612.0;27748.0;39871.0;377.0;;;;
129;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2011/'12;106870.0;8479.0;30516.0;27836.0;39824.0;215.0;;;;
130;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2012/'13;105509.0;8747.0;29312.0;27022.0;40308.0;120.0;;;;
131;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2013/'14;104586.0;8325.0;28806.0;26457.0;40945.0;53.0;;;;
132;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2014/'15;100898.0;6630.0;26614.0;25586.0;42049.0;19.0;;;;
133;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2015/'16;99268.0;6300.0;24489.0;25923.0;42555.0;1.0;;;;
134;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Niet-westerse allochtoon;2016/'17;101595.0;6615.0;23852.0;25634.0;45486.0;8.0;;;;
135;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1990/'91;;;;;;;;;;
136;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1991/'92;;;;;;;;;;
137;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1992/'93;;;;;;;;;;
138;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1993/'94;;;;;;;;;;
139;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1994/'95;;;;;;;;;;
140;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1995/'96;;;;;;;;;;
141;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1996/'97;;;;;;;;;;
142;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1997/'98;;;;;;;;;;
143;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Marokko;1998/'99;;;;;;;;;;
