ID;Beroepen;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerknemers_2;WerknemersVasteArbeidsrelatie_3;WerknemersFlexibeleArbeidsrelatie_4;Zelfstandigen_5;Arbeidsduur12Tot20UurPerWeek_6;Arbeidsduur20Tot35UurPerWeek_7;Arbeidsduur35UurOfMeerPerWeek_8;ArbeidsduurOnbekend_9
13;Totaal beroepen;Mannen;1998;4036.0;3525.0;3257.0;269.0;511.0;93.0;364.0;3580.0;
14;Totaal beroepen;Mannen;1999;4105.0;3612.0;3351.0;261.0;493.0;97.0;374.0;3634.0;
15;Totaal beroepen;Mannen;2000;4162.0;3618.0;3359.0;259.0;544.0;101.0;405.0;3655.0;
16;Totaal beroepen;Mannen;2001;4185.0;3663.0;3416.0;247.0;522.0;98.0;410.0;3677.0;
17;Totaal beroepen;Mannen;2002;4157.0;3616.0;3377.0;239.0;542.0;109.0;447.0;3601.0;
18;Totaal beroepen;Mannen;2003;4096.0;3551.0;3309.0;242.0;546.0;102.0;472.0;3522.0;
19;Totaal beroepen;Mannen;2004;4019.0;3464.0;3219.0;245.0;555.0;106.0;452.0;3461.0;
20;Totaal beroepen;Mannen;2005;3981.0;3411.0;3149.0;262.0;571.0;110.0;458.0;3413.0;
21;Totaal beroepen;Mannen;2006;4040.0;3432.0;3149.0;283.0;607.0;109.0;469.0;3461.0;
22;Totaal beroepen;Vrouwen;1996;2315.0;2093.0;1798.0;295.0;222.0;347.0;993.0;974.0;
23;Totaal beroepen;Vrouwen;1997;2444.0;2211.0;1895.0;316.0;233.0;380.0;1046.0;1019.0;
24;Totaal beroepen;Vrouwen;1998;2551.0;2324.0;1988.0;337.0;226.0;432.0;1099.0;1019.0;
25;Totaal beroepen;Vrouwen;1999;2663.0;2429.0;2112.0;317.0;234.0;448.0;1154.0;1061.0;
26;Totaal beroepen;Vrouwen;2000;2755.0;2499.0;2225.0;273.0;257.0;478.0;1239.0;1039.0;
27;Totaal beroepen;Vrouwen;2001;2836.0;2594.0;2337.0;256.0;243.0;505.0;1281.0;1051.0;
28;Totaal beroepen;Vrouwen;2002;2878.0;2640.0;2397.0;243.0;238.0;529.0;1353.0;995.0;
29;Totaal beroepen;Vrouwen;2003;2905.0;2662.0;2446.0;217.0;243.0;535.0;1386.0;985.0;
30;Totaal beroepen;Vrouwen;2004;2899.0;2652.0;2426.0;226.0;247.0;535.0;1401.0;963.0;
31;Totaal beroepen;Vrouwen;2005;2937.0;2692.0;2441.0;251.0;245.0;551.0;1440.0;946.0;
32;Totaal beroepen;Vrouwen;2006;3034.0;2763.0;2482.0;281.0;271.0;565.0;1480.0;988.0;
33;Totaal beroepen;15 tot 25 jarigen;1996;770.0;744.0;546.0;198.0;26.0;75.0;183.0;512.0;
34;Totaal beroepen;15 tot 25 jarigen;1997;797.0;772.0;555.0;217.0;25.0;82.0;190.0;525.0;
35;Totaal beroepen;15 tot 25 jarigen;1998;772.0;754.0;527.0;227.0;18.0;110.0;187.0;474.0;
36;Totaal beroepen;15 tot 25 jarigen;1999;824.0;807.0;585.0;222.0;17.0;120.0;186.0;518.0;
37;Totaal beroepen;15 tot 25 jarigen;2000;825.0;806.0;606.0;201.0;19.0;117.0;186.0;522.0;
38;Totaal beroepen;15 tot 25 jarigen;2001;852.0;830.0;634.0;196.0;22.0;124.0;205.0;524.0;
39;Totaal beroepen;15 tot 25 jarigen;2002;836.0;816.0;622.0;194.0;20.0;131.0;218.0;487.0;
40;Totaal beroepen;15 tot 25 jarigen;2003;805.0;786.0;596.0;190.0;19.0;123.0;221.0;461.0;
41;Totaal beroepen;15 tot 25 jarigen;2004;759.0;736.0;550.0;186.0;23.0;118.0;206.0;434.0;
42;Totaal beroepen;15 tot 25 jarigen;2005;742.0;722.0;520.0;202.0;21.0;134.0;202.0;407.0;
43;Totaal beroepen;15 tot 25 jarigen;2006;758.0;729.0;501.0;229.0;29.0;138.0;201.0;420.0;
44;Totaal beroepen;25 tot 35 jarigen;1996;1965.0;1806.0;1642.0;165.0;159.0;99.0;382.0;1484.0;
45;Totaal beroepen;25 tot 35 jarigen;1997;1991.0;1834.0;1672.0;163.0;157.0;95.0;390.0;1506.0;
46;Totaal beroepen;25 tot 35 jarigen;1998;2042.0;1891.0;1724.0;167.0;151.0;114.0;407.0;1521.0;
47;Totaal beroepen;25 tot 35 jarigen;1999;2029.0;1879.0;1732.0;146.0;150.0;117.0;396.0;1516.0;
48;Totaal beroepen;25 tot 35 jarigen;2000;2000.0;1843.0;1715.0;128.0;157.0;119.0;419.0;1462.0;
49;Totaal beroepen;25 tot 35 jarigen;2001;1946.0;1799.0;1681.0;118.0;147.0;113.0;405.0;1429.0;
50;Totaal beroepen;25 tot 35 jarigen;2002;1880.0;1728.0;1621.0;107.0;152.0;118.0;422.0;1341.0;
51;Totaal beroepen;25 tot 35 jarigen;2003;1830.0;1680.0;1589.0;92.0;149.0;110.0;427.0;1292.0;
52;Totaal beroepen;25 tot 35 jarigen;2004;1761.0;1624.0;1513.0;111.0;137.0;110.0;418.0;1233.0;
53;Totaal beroepen;25 tot 35 jarigen;2005;1713.0;1588.0;1456.0;132.0;126.0;114.0;419.0;1180.0;
54;Totaal beroepen;25 tot 35 jarigen;2006;1695.0;1559.0;1426.0;132.0;136.0;105.0;417.0;1173.0;
55;Totaal beroepen;35 tot 45 jarigen;1996;1704.0;1487.0;1385.0;103.0;217.0;123.0;383.0;1198.0;
56;Totaal beroepen;35 tot 45 jarigen;1997;1751.0;1531.0;1427.0;103.0;221.0;135.0;403.0;1213.0;
57;Totaal beroepen;35 tot 45 jarigen;1998;1827.0;1596.0;1478.0;119.0;230.0;146.0;439.0;1242.0;
58;Totaal beroepen;35 tot 45 jarigen;1999;1880.0;1648.0;1533.0;115.0;232.0;152.0;470.0;1258.0;
59;Totaal beroepen;35 tot 45 jarigen;2000;1952.0;1706.0;1604.0;102.0;246.0;168.0;494.0;1290.0;
60;Totaal beroepen;35 tot 45 jarigen;2001;2001.0;1759.0;1670.0;89.0;243.0;181.0;513.0;1308.0;
61;Totaal beroepen;35 tot 45 jarigen;2002;2007.0;1759.0;1672.0;87.0;248.0;190.0;548.0;1269.0;
62;Totaal beroepen;35 tot 45 jarigen;2003;1999.0;1752.0;1667.0;85.0;247.0;192.0;546.0;1261.0;
63;Totaal beroepen;35 tot 45 jarigen;2004;1990.0;1724.0;1639.0;85.0;267.0;193.0;539.0;1258.0;
64;Totaal beroepen;35 tot 45 jarigen;2005;2000.0;1729.0;1641.0;87.0;271.0;187.0;563.0;1250.0;
65;Totaal beroepen;35 tot 45 jarigen;2006;2039.0;1740.0;1647.0;93.0;298.0;196.0;561.0;1282.0;
66;Totaal beroepen;45 tot 55 jarigen;1996;1360.0;1143.0;1078.0;66.0;216.0;91.0;282.0;987.0;
67;Totaal beroepen;45 tot 55 jarigen;1997;1436.0;1193.0;1118.0;75.0;243.0;107.0;312.0;1018.0;
68;Totaal beroepen;45 tot 55 jarigen;1998;1508.0;1278.0;1203.0;76.0;230.0;118.0;332.0;1058.0;
69;Totaal beroepen;45 tot 55 jarigen;1999;1553.0;1336.0;1261.0;75.0;218.0;108.0;366.0;1079.0;
70;Totaal beroepen;45 tot 55 jarigen;2000;1605.0;1351.0;1276.0;75.0;254.0;124.0;402.0;1080.0;
71;Totaal beroepen;45 tot 55 jarigen;2001;1647.0;1415.0;1343.0;72.0;232.0;132.0;419.0;1096.0;
72;Totaal beroepen;45 tot 55 jarigen;2002;1655.0;1431.0;1365.0;66.0;224.0;132.0;443.0;1080.0;
73;Totaal beroepen;45 tot 55 jarigen;2003;1670.0;1435.0;1371.0;63.0;235.0;139.0;469.0;1061.0;
74;Totaal beroepen;45 tot 55 jarigen;2004;1665.0;1438.0;1380.0;59.0;227.0;144.0;482.0;1038.0;
75;Totaal beroepen;45 tot 55 jarigen;2005;1689.0;1444.0;1382.0;62.0;245.0;141.0;496.0;1052.0;
76;Totaal beroepen;45 tot 55 jarigen;2006;1749.0;1491.0;1419.0;72.0;258.0;147.0;519.0;1083.0;
77;Totaal beroepen;55 tot 65 jarigen;1996;387.0;276.0;261.0;15.0;111.0;30.0;93.0;263.0;
78;Totaal beroepen;55 tot 65 jarigen;1997;408.0;299.0;284.0;15.0;109.0;32.0;98.0;278.0;
79;Totaal beroepen;55 tot 65 jarigen;1998;439.0;331.0;313.0;18.0;108.0;36.0;98.0;305.0;
80;Totaal beroepen;55 tot 65 jarigen;1999;482.0;372.0;352.0;21.0;109.0;49.0;109.0;324.0;
81;Totaal beroepen;55 tot 65 jarigen;2000;534.0;410.0;384.0;26.0;124.0;50.0;144.0;340.0;
82;Totaal beroepen;55 tot 65 jarigen;2001;575.0;454.0;425.0;29.0;121.0;53.0;150.0;371.0;
83;Totaal beroepen;55 tot 65 jarigen;2002;657.0;522.0;494.0;28.0;135.0;68.0;169.0;420.0;
84;Totaal beroepen;55 tot 65 jarigen;2003;698.0;561.0;532.0;29.0;137.0;71.0;195.0;432.0;
85;Totaal beroepen;55 tot 65 jarigen;2004;744.0;595.0;565.0;30.0;149.0;76.0;207.0;460.0;
86;Totaal beroepen;55 tot 65 jarigen;2005;773.0;620.0;591.0;29.0;153.0;85.0;218.0;470.0;
87;Totaal beroepen;55 tot 65 jarigen;2006;834.0;675.0;638.0;37.0;158.0;89.0;253.0;492.0;
88;Totaal beroepen;Onderwijsniveau: laag;1996;1780.0;1581.0;1388.0;193.0;198.0;152.0;381.0;1247.0;
89;Totaal beroepen;Onderwijsniveau: laag;1997;1798.0;1598.0;1386.0;212.0;200.0;172.0;392.0;1234.0;
90;Totaal beroepen;Onderwijsniveau: laag;1998;1812.0;1628.0;1407.0;221.0;184.0;189.0;401.0;1223.0;
91;Totaal beroepen;Onderwijsniveau: laag;1999;1871.0;1691.0;1466.0;225.0;180.0;183.0;418.0;1271.0;
92;Totaal beroepen;Onderwijsniveau: laag;2000;1921.0;1724.0;1531.0;193.0;196.0;199.0;420.0;1302.0;
93;Totaal beroepen;Onderwijsniveau: laag;2001;1970.0;1780.0;1581.0;199.0;190.0;214.0;461.0;1294.0;
94;Totaal beroepen;Onderwijsniveau: laag;2002;1892.0;1714.0;1531.0;184.0;178.0;214.0;456.0;1222.0;
95;Totaal beroepen;Onderwijsniveau: laag;2003;1802.0;1623.0;1450.0;174.0;179.0;217.0;454.0;1131.0;
96;Totaal beroepen;Onderwijsniveau: laag;2004;1697.0;1528.0;1368.0;160.0;169.0;201.0;427.0;1069.0;
97;Totaal beroepen;Onderwijsniveau: laag;2005;1618.0;1440.0;1267.0;173.0;177.0;205.0;407.0;1005.0;
98;Totaal beroepen;Onderwijsniveau: laag;2006;1646.0;1461.0;1268.0;193.0;185.0;201.0;414.0;1030.0;
99;Totaal beroepen;Onderwijsniveau: middelbaar;1996;2817.0;2468.0;2232.0;236.0;349.0;185.0;586.0;2046.0;
100;Totaal beroepen;Onderwijsniveau: middelbaar;1997;2923.0;2560.0;2314.0;246.0;364.0;195.0;625.0;2103.0;
101;Totaal beroepen;Onderwijsniveau: middelbaar;1998;2956.0;2612.0;2345.0;267.0;344.0;239.0;648.0;2070.0;
102;Totaal beroepen;Onderwijsniveau: middelbaar;1999;3013.0;2672.0;2439.0;233.0;342.0;254.0;672.0;2088.0;
103;Totaal beroepen;Onderwijsniveau: middelbaar;2000;3074.0;2711.0;2476.0;235.0;363.0;283.0;729.0;2062.0;
104;Totaal beroepen;Onderwijsniveau: middelbaar;2001;3141.0;2797.0;2581.0;216.0;344.0;294.0;752.0;2095.0;
105;Totaal beroepen;Onderwijsniveau: middelbaar;2002;3132.0;2762.0;2552.0;210.0;370.0;313.0;799.0;2020.0;
106;Totaal beroepen;Onderwijsniveau: middelbaar;2003;3100.0;2741.0;2549.0;193.0;358.0;307.0;809.0;1984.0;
107;Totaal beroepen;Onderwijsniveau: middelbaar;2004;2960.0;2615.0;2406.0;210.0;345.0;315.0;774.0;1871.0;
108;Totaal beroepen;Onderwijsniveau: middelbaar;2005;3057.0;2700.0;2470.0;229.0;358.0;328.0;830.0;1900.0;
109;Totaal beroepen;Onderwijsniveau: middelbaar;2006;3137.0;2748.0;2492.0;256.0;389.0;343.0;857.0;1937.0;
110;Totaal beroepen;Onderwijsniveau: hoog;1996;1568.0;1389.0;1275.0;114.0;179.0;80.0;354.0;1135.0;
111;Totaal beroepen;Onderwijsniveau: hoog;1997;1640.0;1451.0;1338.0;113.0;189.0;82.0;373.0;1185.0;
112;Totaal beroepen;Onderwijsniveau: hoog;1998;1795.0;1590.0;1474.0;115.0;205.0;97.0;410.0;1288.0;
113;Totaal beroepen;Onderwijsniveau: hoog;1999;1856.0;1654.0;1537.0;117.0;202.0;107.0;433.0;1316.0;
114;Totaal beroepen;Onderwijsniveau: hoog;2000;1890.0;1652.0;1550.0;101.0;238.0;96.0;489.0;1306.0;
115;Totaal beroepen;Onderwijsniveau: hoog;2001;1874.0;1646.0;1562.0;85.0;227.0;94.0;471.0;1310.0;
116;Totaal beroepen;Onderwijsniveau: hoog;2002;1985.0;1757.0;1671.0;85.0;229.0;110.0;540.0;1335.0;
117;Totaal beroepen;Onderwijsniveau: hoog;2003;2073.0;1824.0;1734.0;90.0;249.0;111.0;590.0;1372.0;
118;Totaal beroepen;Onderwijsniveau: hoog;2004;2219.0;1937.0;1841.0;96.0;282.0;122.0;641.0;1456.0;
119;Totaal beroepen;Onderwijsniveau: hoog;2005;2209.0;1934.0;1826.0;108.0;275.0;126.0;653.0;1429.0;
120;Totaal beroepen;Onderwijsniveau: hoog;2006;2252.0;1952.0;1843.0;109.0;300.0;128.0;672.0;1452.0;
121;Totaal beroepen;Onderwijsniveau: onbekend;1996;20.0;18.0;16.0;2.0;2.0;;3.0;16.0;
122;Totaal beroepen;Onderwijsniveau: onbekend;1997;23.0;20.0;18.0;2.0;3.0;;4.0;18.0;
123;Totaal beroepen;Onderwijsniveau: onbekend;1998;24.0;20.0;18.0;2.0;3.0;;4.0;19.0;
124;Totaal beroepen;Onderwijsniveau: onbekend;1999;27.0;25.0;22.0;3.0;2.0;2.0;5.0;21.0;
125;Totaal beroepen;Onderwijsniveau: onbekend;2000;32.0;29.0;26.0;3.0;3.0;;6.0;24.0;
126;Totaal beroepen;Onderwijsniveau: onbekend;2001;37.0;32.0;29.0;4.0;4.0;;7.0;29.0;
127;Totaal beroepen;Onderwijsniveau: onbekend;2002;25.0;22.0;20.0;3.0;3.0;;4.0;20.0;
128;Totaal beroepen;Onderwijsniveau: onbekend;2003;27.0;24.0;21.0;3.0;2.0;;5.0;21.0;
129;Totaal beroepen;Onderwijsniveau: onbekend;2004;42.0;36.0;31.0;5.0;6.0;4.0;10.0;28.0;
130;Totaal beroepen;Onderwijsniveau: onbekend;2005;34.0;29.0;26.0;3.0;6.0;2.0;7.0;25.0;
131;Totaal beroepen;Onderwijsniveau: onbekend;2006;38.0;34.0;28.0;6.0;5.0;2.0;6.0;30.0;
132;1;Mannen en vrouwen;1996;432.0;416.0;315.0;102.0;16.0;78.0;107.0;247.0;
133;1;Mannen en vrouwen;1997;451.0;434.0;326.0;108.0;17.0;71.0;126.0;254.0;
134;1;Mannen en vrouwen;1998;457.0;441.0;327.0;113.0;16.0;88.0;117.0;252.0;
135;1;Mannen en vrouwen;1999;477.0;466.0;348.0;118.0;12.0;91.0;111.0;276.0;
136;1;Mannen en vrouwen;2000;466.0;454.0;360.0;94.0;12.0;98.0;115.0;254.0;
137;1;Mannen en vrouwen;2001;476.0;464.0;371.0;93.0;12.0;97.0;128.0;252.0;
138;1;Mannen en vrouwen;2002;499.0;483.0;387.0;96.0;17.0;103.0;131.0;266.0;
139;1;Mannen en vrouwen;2003;489.0;476.0;386.0;89.0;14.0;95.0;140.0;254.0;
140;1;Mannen en vrouwen;2004;487.0;468.0;370.0;99.0;19.0;101.0;137.0;250.0;
141;1;Mannen en vrouwen;2005;505.0;485.0;374.0;111.0;20.0;109.0;138.0;258.0;
142;1;Mannen en vrouwen;2006;512.0;493.0;388.0;106.0;18.0;104.0;144.0;264.0;
143;1;Mannen;1996;244.0;235.0;183.0;52.0;9.0;25.0;31.0;189.0;
144;1;Mannen;1997;254.0;245.0;191.0;54.0;9.0;19.0;37.0;198.0;
145;1;Mannen;1998;256.0;247.0;186.0;60.0;9.0;28.0;33.0;195.0;
146;1;Mannen;1999;278.0;271.0;210.0;61.0;7.0;32.0;34.0;213.0;
147;1;Mannen;2000;257.0;250.0;202.0;48.0;7.0;30.0;33.0;194.0;
148;1;Mannen;2001;267.0;259.0;208.0;50.0;8.0;29.0;36.0;202.0;
149;1;Mannen;2002;286.0;277.0;222.0;54.0;9.0;31.0;42.0;213.0;
150;1;Mannen;2003;278.0;268.0;215.0;53.0;10.0;28.0;48.0;202.0;
151;1;Mannen;2004;276.0;263.0;202.0;61.0;13.0;33.0;47.0;196.0;
152;1;Mannen;2005;287.0;273.0;210.0;64.0;14.0;34.0;48.0;205.0;
153;1;Mannen;2006;301.0;290.0;225.0;64.0;11.0;35.0;52.0;214.0;
154;1;Vrouwen;1996;188.0;181.0;131.0;50.0;7.0;53.0;76.0;58.0;
155;1;Vrouwen;1997;198.0;189.0;135.0;54.0;9.0;52.0;89.0;56.0;
156;1;Vrouwen;1998;201.0;194.0;141.0;53.0;7.0;60.0;84.0;57.0;
157;1;Vrouwen;1999;199.0;195.0;137.0;58.0;4.0;59.0;77.0;63.0;
158;1;Vrouwen;2000;209.0;204.0;158.0;46.0;5.0;68.0;82.0;60.0;
159;1;Vrouwen;2001;210.0;205.0;163.0;42.0;4.0;68.0;92.0;50.0;
160;1;Vrouwen;2002;214.0;206.0;165.0;41.0;7.0;72.0;89.0;53.0;
161;1;Vrouwen;2003;212.0;208.0;172.0;36.0;4.0;67.0;93.0;52.0;
162;1;Vrouwen;2004;211.0;205.0;167.0;38.0;5.0;67.0;90.0;54.0;
163;1;Vrouwen;2005;218.0;212.0;164.0;47.0;6.0;75.0;90.0;53.0;
164;1;Vrouwen;2006;211.0;204.0;162.0;41.0;7.0;70.0;92.0;49.0;
165;1;15 tot 25 jarigen;1996;105.0;103.0;55.0;48.0;2.0;25.0;25.0;55.0;
166;1;15 tot 25 jarigen;1997;99.0;98.0;51.0;47.0;;21.0;27.0;51.0;
167;1;15 tot 25 jarigen;1998;109.0;107.0;56.0;51.0;2.0;31.0;26.0;52.0;
168;1;15 tot 25 jarigen;1999;111.0;110.0;55.0;55.0;2.0;36.0;23.0;52.0;
169;1;15 tot 25 jarigen;2000;107.0;107.0;61.0;46.0;;35.0;20.0;52.0;
170;1;15 tot 25 jarigen;2001;105.0;104.0;57.0;47.0;;32.0;26.0;47.0;
171;1;15 tot 25 jarigen;2002;116.0;115.0;68.0;46.0;;39.0;26.0;50.0;
172;1;15 tot 25 jarigen;2003;108.0;107.0;59.0;48.0;;35.0;31.0;42.0;
173;1;15 tot 25 jarigen;2004;115.0;112.0;60.0;52.0;3.0;38.0;32.0;45.0;
174;1;15 tot 25 jarigen;2005;109.0;107.0;53.0;54.0;2.0;39.0;27.0;43.0;
175;1;15 tot 25 jarigen;2006;110.0;107.0;53.0;55.0;2.0;39.0;28.0;43.0;
176;1;25 tot 35 jarigen;1996;129.0;126.0;100.0;25.0;4.0;15.0;29.0;86.0;
177;1;25 tot 35 jarigen;1997;132.0;128.0;98.0;30.0;4.0;13.0;32.0;87.0;
178;1;25 tot 35 jarigen;1998;131.0;128.0;100.0;28.0;4.0;14.0;29.0;88.0;
179;1;25 tot 35 jarigen;1999;123.0;120.0;93.0;26.0;3.0;15.0;23.0;86.0;
180;1;25 tot 35 jarigen;2000;110.0;110.0;90.0;20.0;;15.0;22.0;74.0;
181;1;25 tot 35 jarigen;2001;111.0;109.0;89.0;19.0;2.0;14.0;25.0;73.0;
182;1;25 tot 35 jarigen;2002;115.0;112.0;89.0;23.0;4.0;13.0;26.0;76.0;
183;1;25 tot 35 jarigen;2003;103.0;100.0;87.0;13.0;2.0;11.0;27.0;65.0;
184;1;25 tot 35 jarigen;2004;94.0;92.0;74.0;17.0;3.0;12.0;23.0;59.0;
185;1;25 tot 35 jarigen;2005;102.0;98.0;72.0;25.0;5.0;15.0;24.0;63.0;
186;1;25 tot 35 jarigen;2006;95.0;93.0;74.0;19.0;2.0;12.0;23.0;61.0;
187;1;35 tot 45 jarigen;1996;101.0;96.0;79.0;17.0;6.0;18.0;25.0;58.0;
188;1;35 tot 45 jarigen;1997;106.0;101.0;85.0;17.0;5.0;15.0;28.0;63.0;
189;1;35 tot 45 jarigen;1998;108.0;103.0;82.0;21.0;5.0;19.0;29.0;60.0;
190;1;35 tot 45 jarigen;1999;123.0;119.0;97.0;22.0;3.0;18.0;31.0;74.0;
191;1;35 tot 45 jarigen;2000;120.0;114.0;99.0;15.0;6.0;21.0;28.0;71.0;
192;1;35 tot 45 jarigen;2001;120.0;117.0;104.0;13.0;3.0;20.0;31.0;68.0;
193;1;35 tot 45 jarigen;2002;124.0;119.0;105.0;14.0;5.0;19.0;35.0;70.0;
194;1;35 tot 45 jarigen;2003;136.0;129.0;112.0;18.0;7.0;22.0;34.0;81.0;
195;1;35 tot 45 jarigen;2004;127.0;122.0;107.0;15.0;5.0;19.0;33.0;75.0;
196;1;35 tot 45 jarigen;2005;135.0;128.0;110.0;18.0;7.0;22.0;37.0;76.0;
197;1;35 tot 45 jarigen;2006;130.0;125.0;108.0;17.0;5.0;19.0;36.0;76.0;
198;1;45 tot 55 jarigen;1996;77.0;74.0;65.0;9.0;3.0;15.0;22.0;40.0;
199;1;45 tot 55 jarigen;1997;90.0;85.0;72.0;13.0;5.0;17.0;31.0;42.0;
200;1;45 tot 55 jarigen;1998;85.0;81.0;70.0;12.0;3.0;18.0;27.0;40.0;
201;1;45 tot 55 jarigen;1999;92.0;89.0;78.0;11.0;3.0;15.0;26.0;50.0;
202;1;45 tot 55 jarigen;2000;92.0;89.0;80.0;10.0;3.0;20.0;29.0;43.0;
203;1;45 tot 55 jarigen;2001;105.0;101.0;91.0;10.0;4.0;24.0;34.0;48.0;
204;1;45 tot 55 jarigen;2002;101.0;98.0;89.0;9.0;4.0;22.0;29.0;50.0;
205;1;45 tot 55 jarigen;2003;101.0;99.0;92.0;7.0;2.0;19.0;33.0;49.0;
206;1;45 tot 55 jarigen;2004;105.0;100.0;91.0;10.0;5.0;20.0;35.0;51.0;
207;1;45 tot 55 jarigen;2005;106.0;101.0;92.0;9.0;4.0;21.0;33.0;52.0;
208;1;45 tot 55 jarigen;2006;112.0;108.0;97.0;11.0;4.0;21.0;34.0;57.0;
209;1;55 tot 65 jarigen;1996;19.0;18.0;16.0;3.0;;4.0;6.0;9.0;
210;1;55 tot 65 jarigen;1997;24.0;22.0;20.0;2.0;2.0;5.0;8.0;11.0;
211;1;55 tot 65 jarigen;1998;24.0;21.0;19.0;2.0;3.0;6.0;6.0;12.0;
212;1;55 tot 65 jarigen;1999;28.0;28.0;24.0;4.0;;7.0;8.0;14.0;
213;1;55 tot 65 jarigen;2000;36.0;35.0;31.0;3.0;2.0;7.0;15.0;15.0;
214;1;55 tot 65 jarigen;2001;35.0;33.0;30.0;3.0;2.0;7.0;12.0;16.0;
215;1;55 tot 65 jarigen;2002;43.0;40.0;36.0;3.0;3.0;9.0;14.0;20.0;
216;1;55 tot 65 jarigen;2003;42.0;40.0;37.0;4.0;2.0;9.0;15.0;17.0;
217;1;55 tot 65 jarigen;2004;45.0;42.0;37.0;5.0;3.0;11.0;14.0;20.0;
218;1;55 tot 65 jarigen;2005;54.0;51.0;47.0;4.0;3.0;12.0;18.0;24.0;
219;1;55 tot 65 jarigen;2006;65.0;60.0;55.0;5.0;5.0;14.0;23.0;28.0;
220;1;Onderwijsniveau: laag;1996;292.0;282.0;222.0;61.0;9.0;50.0;73.0;169.0;
221;1;Onderwijsniveau: laag;1997;299.0;288.0;223.0;65.0;11.0;49.0;85.0;166.0;
222;1;Onderwijsniveau: laag;1998;305.0;294.0;225.0;69.0;10.0;58.0;78.0;168.0;
223;1;Onderwijsniveau: laag;1999;320.0;312.0;237.0;74.0;8.0;58.0;78.0;183.0;
224;1;Onderwijsniveau: laag;2000;313.0;306.0;249.0;57.0;7.0;61.0;80.0;172.0;
225;1;Onderwijsniveau: laag;2001;320.0;314.0;255.0;58.0;7.0;61.0;90.0;169.0;
226;1;Onderwijsniveau: laag;2002;342.0;332.0;277.0;56.0;10.0;68.0;88.0;186.0;
227;1;Onderwijsniveau: laag;2003;309.0;302.0;249.0;52.0;8.0;65.0;90.0;155.0;
228;1;Onderwijsniveau: laag;2004;290.0;280.0;224.0;56.0;10.0;61.0;86.0;143.0;
229;1;Onderwijsniveau: laag;2005;288.0;279.0;223.0;56.0;10.0;66.0;79.0;144.0;
230;1;Onderwijsniveau: laag;2006;302.0;292.0;234.0;57.0;10.0;62.0;89.0;150.0;
231;1;Onderwijsniveau: middelbaar;1996;121.0;116.0;83.0;33.0;5.0;22.0;30.0;69.0;
232;1;Onderwijsniveau: middelbaar;1997;132.0;127.0;93.0;34.0;5.0;19.0;36.0;78.0;
233;1;Onderwijsniveau: middelbaar;1998;134.0;129.0;93.0;36.0;5.0;25.0;34.0;76.0;
234;1;Onderwijsniveau: middelbaar;1999;138.0;135.0;98.0;36.0;3.0;28.0;30.0;81.0;
235;1;Onderwijsniveau: middelbaar;2000;139.0;135.0;101.0;33.0;4.0;35.0;31.0;73.0;
236;1;Onderwijsniveau: middelbaar;2001;139.0;133.0;103.0;31.0;5.0;31.0;34.0;73.0;
237;1;Onderwijsniveau: middelbaar;2002;134.0;127.0;98.0;29.0;6.0;29.0;33.0;72.0;
238;1;Onderwijsniveau: middelbaar;2003;158.0;152.0;121.0;31.0;6.0;25.0;44.0;88.0;
