ID;Populatie;Vervoerwijzen;Reismotieven;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Afstand_4;ReisduurPerVerplaatsing_5;Verplaatsingen_6;Afstand_7;Reisduur_8
215;Totaal;Totaal;Van en naar werkadres;Zuid-Nederland (LD);2017;0.46;8.44;12.0;18.2;25.88;161.0;2927.0;69.3
216;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2010;0.44;7.6;12.07;17.16;27.27;154.0;2641.0;69.9
217;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2011;0.45;8.82;12.68;19.59;28.16;157.0;3073.0;73.6
218;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2012;0.45;8.44;12.53;18.73;27.8;157.0;2946.0;72.9
219;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2013;0.44;7.38;10.96;16.94;25.16;152.0;2569.0;63.6
220;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2014;0.42;7.66;10.9;18.38;26.16;145.0;2667.0;63.2
221;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2015;0.46;7.35;11.12;16.09;24.33;159.0;2565.0;64.6
222;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2016;0.44;7.4;10.99;16.82;24.98;154.0;2587.0;64.0
223;Totaal;Totaal;Van en naar werkadres;Groningen (PV);2017;0.46;7.91;11.37;17.25;24.8;159.0;2740.0;65.7
224;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2010;0.46;8.47;11.24;18.54;24.58;159.0;2946.0;65.1
225;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2011;0.46;8.4;10.88;18.3;23.72;160.0;2922.0;63.1
226;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2012;0.49;9.66;13.02;19.84;26.74;170.0;3372.0;75.7
227;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2013;0.46;8.69;11.11;19.03;24.33;159.0;3022.0;64.4
228;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2014;0.41;8.88;11.2;21.49;27.12;144.0;3089.0;65.0
229;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2015;0.43;10.13;12.79;23.67;29.89;149.0;3528.0;74.2
230;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2016;0.43;9.17;11.4;21.23;26.4;151.0;3202.0;66.3
231;Totaal;Totaal;Van en naar werkadres;Friesland (PV);2017;0.43;7.84;13.39;18.04;30.8;151.0;2717.0;77.3
232;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2010;0.45;9.8;11.95;21.58;26.3;158.0;3407.0;69.2
233;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2011;0.5;10.18;12.16;20.53;24.53;172.0;3536.0;70.4
234;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2012;0.43;9.11;10.71;21.19;24.91;150.0;3176.0;62.2
235;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2013;0.45;9.99;11.97;22.38;26.83;155.0;3471.0;69.3
236;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2014;0.42;10.01;11.6;23.71;27.47;147.0;3481.0;67.2
237;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2015;0.4;10.17;11.95;25.24;29.64;140.0;3544.0;69.4
238;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2016;0.45;10.72;12.23;23.77;27.13;157.0;3742.0;71.2
239;Totaal;Totaal;Van en naar werkadres;Drenthe (PV);2017;0.47;10.85;12.81;23.19;27.38;162.0;3757.0;73.9
240;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2010;0.48;8.75;13.0;18.4;27.35;165.0;3043.0;75.4
241;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2011;0.49;9.32;12.53;19.0;25.53;171.0;3242.0;72.6
242;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2012;0.48;8.69;12.0;18.23;25.15;166.0;3030.0;69.7
243;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2013;0.46;7.83;11.13;17.05;24.24;160.0;2726.0;64.6
244;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2014;0.43;7.75;10.96;18.06;25.53;149.0;2697.0;63.6
245;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2015;0.45;8.26;11.03;18.49;24.69;156.0;2880.0;64.1
246;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2016;0.48;8.23;12.04;17.31;25.33;166.0;2874.0;70.1
247;Totaal;Totaal;Van en naar werkadres;Overijssel (PV);2017;0.48;9.04;12.25;18.97;25.71;165.0;3133.0;70.7
248;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2010;0.52;12.11;16.16;23.25;31.03;181.0;4211.0;93.7
249;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2011;0.51;12.79;17.61;25.26;34.78;176.0;4447.0;102.1
250;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2012;0.44;11.25;14.88;25.57;33.83;153.0;3925.0;86.5
251;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2013;0.5;11.88;15.59;23.74;31.16;174.0;4137.0;90.5
252;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2014;0.46;10.97;15.41;23.96;33.65;160.0;3824.0;89.5
253;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2015;0.45;12.1;14.84;26.74;32.8;158.0;4213.0;86.1
254;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2016;0.47;11.28;18.34;24.07;39.12;164.0;3942.0;106.8
255;Totaal;Totaal;Van en naar werkadres;Flevoland (PV);2017;0.42;10.91;16.31;25.86;38.67;146.0;3781.0;94.2
256;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2010;0.48;9.16;12.97;19.16;27.14;166.0;3181.0;75.1
257;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2011;0.5;9.4;13.59;18.87;27.29;173.0;3266.0;78.7
258;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2012;0.44;7.58;11.09;17.17;25.11;154.0;2644.0;64.5
259;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2013;0.45;9.18;12.18;20.24;26.85;158.0;3194.0;70.6
260;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2014;0.47;9.03;12.59;19.26;26.85;163.0;3140.0;73.0
261;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2015;0.45;8.99;12.23;20.09;27.34;156.0;3132.0;71.0
262;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2016;0.45;9.45;12.67;21.01;28.16;157.0;3301.0;73.7
263;Totaal;Totaal;Van en naar werkadres;Gelderland (PV);2017;0.44;8.67;12.51;19.66;28.37;153.0;3004.0;72.2
264;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2010;0.51;9.53;15.5;18.64;30.34;178.0;3312.0;89.8
265;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2011;0.49;8.78;14.32;18.08;29.49;169.0;3055.0;83.1
266;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2012;0.49;9.69;14.6;19.58;29.5;173.0;3382.0;85.0
267;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2013;0.49;9.26;14.37;18.83;29.2;171.0;3226.0;83.4
268;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2014;0.47;10.08;14.69;21.37;31.14;164.0;3508.0;85.2
269;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2015;0.48;9.41;15.06;19.77;31.65;166.0;3279.0;87.5
270;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2016;0.46;9.95;14.75;21.85;32.37;159.0;3479.0;85.9
271;Totaal;Totaal;Van en naar werkadres;Utrecht (PV);2017;0.48;9.67;14.69;19.98;30.36;168.0;3355.0;85.0
272;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2010;0.48;8.41;14.74;17.49;30.66;167.0;2926.0;85.5
273;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2011;0.5;8.69;15.34;17.46;30.82;173.0;3022.0;88.9
274;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2012;0.49;8.46;15.21;17.31;31.12;171.0;2956.0;88.5
275;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2013;0.44;8.36;14.4;18.87;32.49;154.0;2910.0;83.5
276;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2014;0.49;8.31;14.84;16.94;30.26;171.0;2890.0;86.0
277;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2015;0.47;8.31;14.52;17.6;30.75;165.0;2896.0;84.3
278;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2016;0.46;8.15;14.23;17.7;30.9;161.0;2847.0;82.8
279;Totaal;Totaal;Van en naar werkadres;Noord-Holland (PV);2017;0.47;8.34;15.28;17.74;32.51;163.0;2892.0;88.3
280;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2010;0.5;8.1;14.89;16.21;29.81;174.0;2814.0;86.3
281;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2011;0.47;7.91;14.16;16.91;30.28;163.0;2752.0;82.1
282;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2012;0.47;8.09;13.41;17.28;28.66;163.0;2823.0;78.0
283;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2013;0.46;8.19;14.38;17.63;30.96;162.0;2850.0;83.4
284;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2014;0.46;8.26;13.78;17.94;29.94;160.0;2874.0;79.9
285;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2015;0.46;8.05;13.56;17.6;29.66;159.0;2805.0;78.8
286;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2016;0.47;8.6;14.82;18.39;31.71;163.0;3002.0;86.3
287;Totaal;Totaal;Van en naar werkadres;Zuid-Holland (PV);2017;0.47;8.64;15.23;18.55;32.71;161.0;2992.0;88.0
288;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2010;0.47;8.91;11.68;19.1;25.04;162.0;3097.0;67.7
289;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2011;0.45;7.9;10.32;17.6;22.98;156.0;2748.0;59.8
290;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2012;0.46;9.62;12.64;20.77;27.3;161.0;3352.0;73.4
291;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2013;0.43;9.23;11.49;21.27;26.47;151.0;3210.0;66.6
292;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2014;0.48;9.02;12.27;18.91;25.72;166.0;3138.0;71.1
293;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2015;0.47;8.74;10.4;18.73;22.27;162.0;3041.0;60.3
294;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2016;0.42;7.25;9.12;17.47;21.98;145.0;2532.0;53.1
295;Totaal;Totaal;Van en naar werkadres;Zeeland (PV);2017;0.49;8.44;11.26;17.1;22.83;171.0;2925.0;65.1
296;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2010;0.48;8.69;13.35;18.16;27.89;166.0;3021.0;77.3
297;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2011;0.48;8.78;12.21;18.3;25.45;167.0;3052.0;70.8
298;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2012;0.48;8.57;12.05;18.02;25.34;166.0;2989.0;70.0
299;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2013;0.48;8.72;12.64;18.23;26.42;166.0;3033.0;73.3
300;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2014;0.5;9.09;12.93;18.02;25.64;175.0;3161.0;75.0
301;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2015;0.48;8.86;12.7;18.64;26.71;166.0;3086.0;73.7
302;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2016;0.47;9.04;13.01;19.22;27.66;164.0;3159.0;75.8
303;Totaal;Totaal;Van en naar werkadres;Noord-Brabant (PV);2017;0.47;8.62;12.45;18.51;26.73;161.0;2989.0;71.9
304;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2010;0.47;7.97;11.4;16.88;24.16;164.0;2768.0;66.0
305;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2011;0.47;8.31;11.55;17.64;24.53;164.0;2891.0;67.0
306;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2012;0.45;6.33;10.82;14.22;24.31;155.0;2206.0;62.8
307;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2013;0.47;7.68;10.73;16.36;22.86;163.0;2671.0;62.2
308;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2014;0.48;7.96;11.63;16.64;24.32;166.0;2766.0;67.4
309;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2015;0.45;7.46;10.46;16.43;23.04;158.0;2597.0;60.7
310;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2016;0.47;7.42;11.85;15.67;25.04;165.0;2591.0;69.0
311;Totaal;Totaal;Van en naar werkadres;Limburg (PV);2017;0.46;8.04;10.99;17.51;23.93;159.0;2788.0;63.5
312;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2010;0.51;7.86;15.58;15.55;30.82;176.0;2734.0;90.3
313;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2011;0.49;8.25;15.7;16.72;31.81;172.0;2873.0;91.1
314;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2012;0.49;8.46;15.45;17.28;31.54;171.0;2957.0;90.0
315;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2013;0.46;8.39;15.44;18.05;33.22;162.0;2923.0;89.7
316;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2014;0.47;8.08;14.59;17.23;31.11;163.0;2815.0;84.7
317;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2015;0.48;7.73;14.7;16.18;30.76;167.0;2697.0;85.5
318;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2016;0.46;8.2;15.0;17.79;32.52;161.0;2869.0;87.4
319;Totaal;Totaal;Van en naar werkadres;Zeer sterk stedelijk;2017;0.48;8.23;16.23;17.32;34.15;165.0;2854.0;93.8
320;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2010;0.48;8.4;13.94;17.58;29.17;166.0;2920.0;80.8
321;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2011;0.48;8.49;13.66;17.79;28.61;166.0;2954.0;79.2
322;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2012;0.47;8.37;13.57;17.62;28.57;166.0;2920.0;78.9
323;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2013;0.46;8.35;12.99;18.16;28.24;160.0;2908.0;75.4
324;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2014;0.48;9.16;14.08;19.04;29.27;167.0;3187.0;81.7
325;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2015;0.45;8.45;12.71;18.79;28.26;157.0;2944.0;73.8
326;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2016;0.45;8.93;13.75;19.7;30.32;158.0;3118.0;80.0
327;Totaal;Totaal;Van en naar werkadres;Sterk stedelijk;2017;0.45;8.63;13.07;19.29;29.22;155.0;2992.0;75.5
328;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2010;0.48;8.6;12.98;18.06;27.24;166.0;2990.0;75.2
329;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2011;0.48;8.82;13.02;18.37;27.11;167.0;3067.0;75.4
330;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2012;0.45;7.97;11.82;17.54;26.03;158.0;2778.0;68.7
331;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2013;0.47;8.66;12.98;18.55;27.8;162.0;3011.0;75.2
332;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2014;0.46;8.86;12.52;19.1;26.98;161.0;3082.0;72.5
333;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2015;0.45;8.77;12.68;19.3;27.91;158.0;3053.0;73.6
334;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2016;0.48;8.44;13.08;17.46;27.05;169.0;2947.0;76.1
335;Totaal;Totaal;Van en naar werkadres;Matig stedelijk;2017;0.47;8.68;13.16;18.65;28.29;161.0;3007.0;76.0
336;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2010;0.47;9.01;12.5;18.98;26.34;165.0;3129.0;72.4
337;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2011;0.47;9.03;12.35;19.05;26.05;165.0;3140.0;71.5
338;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2012;0.46;8.3;11.32;18.15;24.76;159.0;2893.0;65.8
339;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2013;0.46;8.88;11.67;19.25;25.31;160.0;3089.0;67.7
340;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2014;0.47;8.56;11.86;18.35;25.44;162.0;2977.0;68.8
341;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2015;0.46;9.75;12.45;21.3;27.18;159.0;3396.0;72.2
342;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2016;0.46;9.27;12.33;20.07;26.7;161.0;3235.0;71.7
343;Totaal;Totaal;Van en naar werkadres;Weinig stedelijk;2017;0.46;9.11;12.51;19.62;26.94;161.0;3156.0;72.2
344;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2010;0.48;10.1;13.61;20.87;28.11;168.0;3510.0;78.8
345;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2011;0.49;9.71;12.16;19.91;24.93;170.0;3378.0;70.5
346;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2012;0.46;9.52;12.03;20.52;25.93;162.0;3318.0;69.9
347;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2013;0.45;8.88;11.67;19.52;25.65;158.0;3085.0;67.6
348;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2014;0.45;8.7;11.86;19.42;26.48;156.0;3022.0;68.7
349;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2015;0.46;8.54;11.36;18.7;24.88;159.0;2974.0;65.9
350;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2016;0.44;9.18;11.46;20.94;26.16;153.0;3205.0;66.7
351;Totaal;Totaal;Van en naar werkadres;Niet stedelijk;2017;0.48;9.45;12.35;19.64;25.68;167.0;3273.0;71.3
352;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2010;0.05;1.64;2.11;32.9;42.38;17.0;569.0;12.2
353;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2011;0.05;1.7;1.94;36.12;41.39;16.0;590.0;11.3
354;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2012;0.04;1.45;1.63;37.39;41.88;14.0;507.0;9.5
355;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2013;0.04;1.34;1.64;33.5;41.12;14.0;466.0;9.5
356;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2014;0.04;1.35;1.59;35.99;42.32;13.0;470.0;9.2
357;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2015;0.03;1.32;1.44;41.11;45.1;11.0;459.0;8.4
358;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2016;0.03;1.18;1.26;38.22;41.09;11.0;411.0;7.4
359;Totaal;Totaal;Zakelijk bezoek in werksfeer;Nederland;2017;0.03;1.25;1.44;38.21;44.18;11.0;433.0;8.3
360;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2010;0.05;2.23;2.29;43.47;44.7;18.0;775.0;13.3
361;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2011;0.04;1.45;1.97;33.09;44.94;15.0;504.0;11.4
362;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2012;0.04;1.73;1.81;40.54;42.45;15.0;604.0;10.5
363;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2013;0.04;1.73;1.68;45.84;44.5;13.0;602.0;9.7
364;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2014;0.04;1.56;1.51;42.26;40.89;13.0;544.0;8.8
365;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2015;0.03;1.37;1.33;49.86;48.44;10.0;479.0;7.8
366;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2016;0.03;1.12;1.09;36.95;35.84;11.0;391.0;6.3
367;Totaal;Totaal;Zakelijk bezoek in werksfeer;Noord-Nederland (LD);2017;0.03;1.1;1.15;37.62;39.33;10.0;380.0;6.6
368;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2010;0.04;1.69;2.34;39.85;55.04;15.0;588.0;13.5
369;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2011;0.05;1.79;1.94;38.16;41.35;16.0;621.0;11.2
370;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2012;0.04;1.52;1.73;43.46;49.41;12.0;531.0;10.1
371;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2013;0.03;1.32;1.52;38.81;44.75;12.0;458.0;8.8
372;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2014;0.04;1.67;1.9;40.52;46.11;14.0;581.0;11.0
373;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2015;0.04;1.39;1.43;38.81;39.96;12.0;484.0;8.3
374;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2016;0.03;1.36;1.41;41.07;42.59;12.0;474.0;8.2
375;Totaal;Totaal;Zakelijk bezoek in werksfeer;Oost-Nederland (LD);2017;0.03;1.31;1.33;41.54;42.05;11.0;454.0;7.7
376;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2010;0.05;1.38;1.99;27.6;39.76;17.0;480.0;11.5
377;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2011;0.05;1.77;2.09;35.8;42.23;17.0;615.0;12.1
378;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2012;0.04;1.44;1.67;34.24;39.62;15.0;504.0;9.7
379;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2013;0.04;1.33;1.67;29.97;37.48;15.0;464.0;9.7
380;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2014;0.04;1.23;1.62;31.87;41.76;13.0;429.0;9.4
381;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2015;0.03;1.08;1.27;35.37;41.51;11.0;376.0;7.4
382;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2016;0.03;1.18;1.31;37.43;41.27;11.0;414.0;7.6
383;Totaal;Totaal;Zakelijk bezoek in werksfeer;West-Nederland (LD);2017;0.03;1.15;1.56;35.6;48.07;11.0;400.0;9.0
384;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2010;0.06;1.86;2.06;33.37;36.97;19.0;646.0;11.9
385;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2011;0.04;1.57;1.63;36.21;37.61;15.0;547.0;9.5
386;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2012;0.03;1.28;1.35;37.92;40.0;12.0;445.0;7.8
387;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2013;0.04;1.19;1.7;32.01;45.8;13.0;414.0;9.9
388;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2014;0.03;1.19;1.25;37.81;39.74;11.0;414.0;7.3
389;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2015;0.03;1.75;1.9;51.66;56.38;12.0;608.0;11.1
390;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2016;0.03;1.0;1.11;37.5;41.61;9.0;351.0;6.5
391;Totaal;Totaal;Zakelijk bezoek in werksfeer;Zuid-Nederland (LD);2017;0.04;1.47;1.45;40.78;40.04;13.0;511.0;8.4
392;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2010;0.04;1.96;1.89;45.53;44.01;15.0;680.0;11.0
393;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2011;0.05;1.47;1.58;31.59;33.96;16.0;512.0;9.2
394;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2012;0.05;1.85;1.76;39.78;37.79;16.0;647.0;10.2
395;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2013;0.04;1.26;1.32;33.76;35.42;13.0;438.0;7.7
396;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2014;0.03;0.91;1.06;31.81;37.12;10.0;316.0;6.1
397;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2015;;;;;;;;
398;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2016;;;;;;;;
399;Totaal;Totaal;Zakelijk bezoek in werksfeer;Groningen (PV);2017;;;;;;;;
400;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2010;0.05;2.08;2.16;40.67;42.05;18.0;725.0;12.5
401;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2011;0.04;1.18;1.45;28.3;34.85;14.0;409.0;8.4
402;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2012;0.04;1.54;1.77;38.98;44.88;14.0;537.0;10.3
403;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2013;0.04;2.32;2.13;57.53;52.66;14.0;808.0;12.3
404;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2014;0.04;2.0;1.81;44.74;40.49;16.0;695.0;10.5
405;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2015;;;;;;;;
406;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2016;;;;;;;;
407;Totaal;Totaal;Zakelijk bezoek in werksfeer;Friesland (PV);2017;;;;;;;;
408;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2010;0.06;2.74;2.94;44.86;48.17;21.0;950.0;17.0
409;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2011;0.04;1.78;3.11;41.02;71.44;15.0;620.0;18.0
410;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2012;0.04;1.84;1.93;43.42;45.51;15.0;642.0;11.2
411;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2013;0.03;1.51;1.52;43.23;43.52;12.0;524.0;8.8
412;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2014;0.04;1.76;1.66;47.91;45.0;13.0;614.0;9.6
413;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2015;;;;;;;;
414;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2016;;;;;;;;
415;Totaal;Totaal;Zakelijk bezoek in werksfeer;Drenthe (PV);2017;;;;;;;;
416;Totaal;Totaal;Zakelijk bezoek in werksfeer;Overijssel (PV);2010;0.04;1.76;2.34;40.56;54.07;15.0;612.0;13.6
