ID;Kenmerken;Perioden;AantalBijstandsfraudezaken_1;TotaalFraudebedrag_2;GemiddeldFraudebedrag_3;AantalHuishoudensMetBijstandsfraude_4;GemiddeldFraudebedragPerHuishouden_5
112;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2004;2390;6.0;2500.0;1990;2990.0
113;Gemeenten 150 000-250 000 inwoners;2004;4870;11.3;2320.0;4100;2755.0
114;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2005;2140;6.8;3160.0;1770;3820.0
115;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2005;2670;8.0;3005.0;2290;3505.0
116;Gemeenten 150 000-250 000 inwoners;2005;4810;14.8;3075.0;4060;3640.0
117;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2006;2580;8.0;3105.0;2280;3505.0
118;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2006;2520;10.3;4100.0;2140;4820.0
119;Gemeenten 150 000-250 000 inwoners;2006;5110;18.4;3595.0;4430;4145.0
120;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2007;2320;7.5;3240.0;2000;3760.0
121;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2007;1950;6.4;3305.0;1670;3855.0
122;Gemeenten 150 000-250 000 inwoners;2007;4270;13.9;3270.0;3670;3805.0
123;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2008;1980;6.5;3295.0;1710;3825.0
124;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2008;1880;6.1;3235.0;1640;3705.0
125;Gemeenten 150 000-250 000 inwoners;2008;3860;12.6;3265.0;3350;3765.0
126;Gemeenten  >= 250 000 inwoners;1e halfjaar 2002;9720;21.6;2220.0;9100;2370.0
127;Gemeenten  >= 250 000 inwoners;2e halfjaar 2002;10070;20.1;1995.0;9070;2215.0
128;Gemeenten  >= 250 000 inwoners;2002;19790;41.7;2105.0;18170;2295.0
129;Gemeenten  >= 250 000 inwoners;1e halfjaar 2003;6690;16.8;2510.0;6070;2765.0
130;Gemeenten  >= 250 000 inwoners;2e halfjaar 2003;13290;32.4;2440.0;11700;2770.0
131;Gemeenten  >= 250 000 inwoners;2003;19970;49.2;2465.0;17770;2770.0
132;Gemeenten  >= 250 000 inwoners;1e halfjaar 2004;12840;29.7;2310.0;11760;2525.0
133;Gemeenten  >= 250 000 inwoners;2e halfjaar 2004;8280;25.3;3060.0;6950;3645.0
134;Gemeenten  >= 250 000 inwoners;2004;21120;55.0;2605.0;18710;2940.0
135;Gemeenten  >= 250 000 inwoners;1e halfjaar 2005;7050;21.6;3060.0;5950;3625.0
136;Gemeenten  >= 250 000 inwoners;2e halfjaar 2005;7750;23.0;2965.0;6240;3680.0
137;Gemeenten  >= 250 000 inwoners;2005;14800;44.5;3010.0;12180;3655.0
138;Gemeenten  >= 250 000 inwoners;1e halfjaar 2006;6470;23.2;3585.0;5290;4385.0
139;Gemeenten  >= 250 000 inwoners;2e halfjaar 2006;8060;26.1;3235.0;6230;4190.0
140;Gemeenten  >= 250 000 inwoners;2006;14530;49.3;3390.0;11520;4280.0
141;Gemeenten  >= 250 000 inwoners;1e halfjaar 2007;6880;23.8;3460.0;5600;4260.0
142;Gemeenten  >= 250 000 inwoners;2e halfjaar 2007;7020;23.4;3330.0;5340;4385.0
143;Gemeenten  >= 250 000 inwoners;2007;13910;47.2;3395.0;10930;4320.0
144;Gemeenten  >= 250 000 inwoners;1e halfjaar 2008;5840;17.5;2995.0;4600;3800.0
145;Gemeenten  >= 250 000 inwoners;2e halfjaar 2008;5690;20.9;3675.0;4450;4695.0
146;Gemeenten  >= 250 000 inwoners;2008;11530;38.4;3330.0;9050;4240.0
147;Groningen (pv);1e halfjaar 2002;700;2.7;3935.0;640;4295.0
148;Groningen (pv);2e halfjaar 2002;800;2.4;3000.0;710;3390.0
149;Groningen (pv);2002;1490;5.1;3435.0;1340;3820.0
150;Groningen (pv);1e halfjaar 2003;900;2.5;2765.0;790;3160.0
151;Groningen (pv);2e halfjaar 2003;840;2.4;2895.0;700;3450.0
152;Groningen (pv);2003;1740;4.9;2825.0;1490;3295.0
153;Groningen (pv);1e halfjaar 2004;920;2.2;2360.0;810;2695.0
154;Groningen (pv);2e halfjaar 2004;990;2.8;2845.0;850;3325.0
155;Groningen (pv);2004;1910;5.0;2610.0;1650;3015.0
156;Groningen (pv);1e halfjaar 2005;680;2.8;4040.0;590;4690.0
157;Groningen (pv);2e halfjaar 2005;1050;3.5;3290.0;940;3670.0
158;Groningen (pv);2005;1740;6.2;3585.0;1530;4065.0
159;Groningen (pv);1e halfjaar 2006;660;2.7;4110.0;590;4570.0
160;Groningen (pv);2e halfjaar 2006;600;2.1;3510.0;510;4160.0
161;Groningen (pv);2006;1260;4.8;3825.0;1100;4380.0
162;Groningen (pv);1e halfjaar 2007;720;2.3;3155.0;600;3785.0
163;Groningen (pv);2e halfjaar 2007;640;3.2;5075.0;560;5810.0
164;Groningen (pv);2007;1360;5.5;4055.0;1160;4765.0
165;Groningen (pv);1e halfjaar 2008;660;2.2;3300.0;540;4035.0
166;Groningen (pv);2e halfjaar 2008;690;2.5;3615.0;600;4175.0
167;Groningen (pv);2008;1340;4.6;3460.0;1130;4110.0
168;Friesland (pv);1e halfjaar 2002;550;1.2;2135.0;500;2340.0
169;Friesland (pv);2e halfjaar 2002;490;1.2;2365.0;450;2565.0
170;Friesland (pv);2002;1030;2.3;2245.0;950;2445.0
171;Friesland (pv);1e halfjaar 2003;470;1.3;2770.0;430;3070.0
172;Friesland (pv);2e halfjaar 2003;560;1.5;2615.0;510;2880.0
173;Friesland (pv);2003;1030;2.8;2685.0;930;2970.0
174;Friesland (pv);1e halfjaar 2004;580;1.1;1825.0;510;2070.0
175;Friesland (pv);2e halfjaar 2004;720;1.7;2405.0;630;2755.0
176;Friesland (pv);2004;1300;2.8;2150.0;1140;2445.0
177;Friesland (pv);1e halfjaar 2005;640;1.3;2020.0;540;2365.0
178;Friesland (pv);2e halfjaar 2005;830;2.0;2360.0;710;2755.0
179;Friesland (pv);2005;1460;3.2;2210.0;1250;2585.0
180;Friesland (pv);1e halfjaar 2006;800;2.3;2855.0;700;3260.0
181;Friesland (pv);2e halfjaar 2006;760;2.9;3745.0;640;4470.0
182;Friesland (pv);2006;1560;5.1;3290.0;1340;3835.0
183;Friesland (pv);1e halfjaar 2007;770;3.6;4645.0;630;5650.0
184;Friesland (pv);2e halfjaar 2007;730;2.9;3945.0;610;4715.0
185;Friesland (pv);2007;1490;6.4;4305.0;1240;5190.0
186;Friesland (pv);1e halfjaar 2008;610;2.9;4745.0;530;5415.0
187;Friesland (pv);2e halfjaar 2008;690;2.3;3360.0;580;3950.0
188;Friesland (pv);2008;1290;5.2;4010.0;1120;4650.0
189;Drenthe (pv);1e halfjaar 2002;330;0.6;1900.0;310;2025.0
190;Drenthe (pv);2e halfjaar 2002;360;0.6;1800.0;320;1990.0
191;Drenthe (pv);2002;690;1.3;1850.0;630;2005.0
192;Drenthe (pv);1e halfjaar 2003;430;0.6;1395.0;400;1485.0
193;Drenthe (pv);2e halfjaar 2003;430;0.7;1580.0;380;1790.0
194;Drenthe (pv);2003;860;1.3;1490.0;780;1635.0
195;Drenthe (pv);1e halfjaar 2004;300;0.5;1640.0;270;1830.0
196;Drenthe (pv);2e halfjaar 2004;320;0.7;2215.0;280;2515.0
197;Drenthe (pv);2004;620;1.2;1935.0;550;2180.0
198;Drenthe (pv);1e halfjaar 2005;400;1.7;4195.0;360;4655.0
199;Drenthe (pv);2e halfjaar 2005;380;1.4;3635.0;340;4005.0
200;Drenthe (pv);2005;780;3.0;3925.0;700;4340.0
201;Drenthe (pv);1e halfjaar 2006;320;1.2;3780.0;300;4065.0
202;Drenthe (pv);2e halfjaar 2006;370;1.5;3925.0;340;4310.0
203;Drenthe (pv);2006;700;2.7;3860.0;640;4195.0
204;Drenthe (pv);1e halfjaar 2007;400;1.1;2880.0;390;2960.0
205;Drenthe (pv);2e halfjaar 2007;330;1.0;2965.0;310;3175.0
206;Drenthe (pv);2007;730;2.1;2920.0;690;3055.0
207;Drenthe (pv);1e halfjaar 2008;390;1.1;2725.0;370;2865.0
208;Drenthe (pv);2e halfjaar 2008;290;1.0;3540.0;280;3635.0
209;Drenthe (pv);2008;680;2.1;3075.0;650;3200.0
210;Overijssel (pv);1e halfjaar 2002;1140;2.8;2475.0;1030;2755.0
211;Overijssel (pv);2e halfjaar 2002;990;2.8;2780.0;890;3120.0
212;Overijssel (pv);2002;2140;5.6;2615.0;1910;2925.0
213;Overijssel (pv);1e halfjaar 2003;950;2.9;3010.0;870;3280.0
214;Overijssel (pv);2e halfjaar 2003;890;2.7;3025.0;830;3280.0
215;Overijssel (pv);2003;1840;5.6;3015.0;1700;3280.0
216;Overijssel (pv);1e halfjaar 2004;860;2.6;3015.0;780;3350.0
217;Overijssel (pv);2e halfjaar 2004;760;2.2;2920.0;680;3295.0
218;Overijssel (pv);2004;1630;4.8;2970.0;1450;3325.0
219;Overijssel (pv);1e halfjaar 2005;980;4.8;4910.0;890;5395.0
220;Overijssel (pv);2e halfjaar 2005;990;4.0;4060.0;880;4600.0
221;Overijssel (pv);2005;1970;8.8;4480.0;1760;5000.0
222;Overijssel (pv);1e halfjaar 2006;1020;3.6;3470.0;950;3745.0
223;Overijssel (pv);2e halfjaar 2006;1100;3.9;3600.0;990;3985.0
224;Overijssel (pv);2006;2120;7.5;3535.0;1940;3865.0
225;Overijssel (pv);1e halfjaar 2007;970;3.9;3985.0;880;4385.0
226;Overijssel (pv);2e halfjaar 2007;1030;5.2;5075.0;920;5665.0
227;Overijssel (pv);2007;2000;9.1;4545.0;1800;5035.0
228;Overijssel (pv);1e halfjaar 2008;880;3.8;4290.0;780;4810.0
229;Overijssel (pv);2e halfjaar 2008;910;3.8;4225.0;820;4680.0
230;Overijssel (pv);2008;1790;7.6;4255.0;1600;4745.0
231;Flevoland (pv);1e halfjaar 2002;230;1.1;4670.0;210;4975.0
232;Flevoland (pv);2e halfjaar 2002;260;1.0;3910.0;240;4190.0
233;Flevoland (pv);2002;480;2.1;4270.0;450;4560.0
234;Flevoland (pv);1e halfjaar 2003;240;1.0;4115.0;230;4405.0
235;Flevoland (pv);2e halfjaar 2003;380;1.3;3450.0;340;3815.0
236;Flevoland (pv);2003;620;2.3;3710.0;570;4050.0
237;Flevoland (pv);1e halfjaar 2004;370;1.0;2800.0;330;3125.0
238;Flevoland (pv);2e halfjaar 2004;330;1.0;3050.0;300;3400.0
239;Flevoland (pv);2004;690;2.0;2920.0;620;3255.0
240;Flevoland (pv);1e halfjaar 2005;240;1.2;5220.0;220;5750.0
241;Flevoland (pv);2e halfjaar 2005;250;1.7;7030.0;220;7770.0
242;Flevoland (pv);2005;490;3.0;6140.0;440;6775.0
243;Flevoland (pv);1e halfjaar 2006;350;2.2;6165.0;320;6755.0
244;Flevoland (pv);2e halfjaar 2006;410;2.4;5900.0;350;6995.0
245;Flevoland (pv);2006;760;4.6;6020.0;670;6880.0
246;Flevoland (pv);1e halfjaar 2007;420;2.4;5605.0;380;6170.0
247;Flevoland (pv);2e halfjaar 2007;240;1.8;7625.0;220;8345.0
248;Flevoland (pv);2007;660;4.2;6330.0;600;6955.0
249;Flevoland (pv);1e halfjaar 2008;250;1.9;7595.0;230;8255.0
250;Flevoland (pv);2e halfjaar 2008;370;2.1;5670.0;310;6860.0
251;Flevoland (pv);2008;620;4.0;6450.0;540;7455.0
252;Gelderland (pv);1e halfjaar 2002;1900;4.1;2140.0;1710;2370.0
253;Gelderland (pv);2e halfjaar 2002;1940;4.6;2380.0;1420;3250.0
254;Gelderland (pv);2002;3830;8.7;2260.0;3130;2765.0
255;Gelderland (pv);1e halfjaar 2003;1280;4.0;3100.0;1060;3755.0
256;Gelderland (pv);2e halfjaar 2003;1300;3.7;2885.0;1090;3420.0
257;Gelderland (pv);2003;2580;7.7;2995.0;2150;3585.0
258;Gelderland (pv);1e halfjaar 2004;1160;3.6;3090.0;1000;3565.0
259;Gelderland (pv);2e halfjaar 2004;1130;3.8;3385.0;960;4000.0
260;Gelderland (pv);2004;2290;7.4;3235.0;1960;3780.0
261;Gelderland (pv);1e halfjaar 2005;1040;6.2;5990.0;820;7605.0
262;Gelderland (pv);2e halfjaar 2005;970;4.6;4805.0;780;5925.0
263;Gelderland (pv);2005;2010;10.9;5420.0;1600;6785.0
264;Gelderland (pv);1e halfjaar 2006;1150;5.5;4780.0;940;5860.0
265;Gelderland (pv);2e halfjaar 2006;1100;7.3;6625.0;900;8130.0
266;Gelderland (pv);2006;2250;12.8;5680.0;1840;6965.0
267;Gelderland (pv);1e halfjaar 2007;1030;4.5;4420.0;870;5250.0
268;Gelderland (pv);2e halfjaar 2007;1130;5.1;4550.0;900;5695.0
269;Gelderland (pv);2007;2160;9.7;4490.0;1770;5475.0
270;Gelderland (pv);1e halfjaar 2008;1040;4.6;4425.0;900;5095.0
271;Gelderland (pv);2e halfjaar 2008;1060;5.2;4910.0;850;6070.0
272;Gelderland (pv);2008;2090;9.8;4670.0;1760;5570.0
273;Utrecht (pv);1e halfjaar 2002;960;2.6;2660.0;810;3170.0
274;Utrecht (pv);2e halfjaar 2002;1240;2.8;2245.0;990;2800.0
275;Utrecht (pv);2002;2200;5.3;2425.0;1800;2965.0
276;Utrecht (pv);1e halfjaar 2003;430;1.6;3805.0;380;4320.0
277;Utrecht (pv);2e halfjaar 2003;550;2.5;4660.0;480;5365.0
278;Utrecht (pv);2003;980;4.2;4285.0;850;4900.0
279;Utrecht (pv);1e halfjaar 2004;410;2.7;6555.0;390;7000.0
280;Utrecht (pv);2e halfjaar 2004;450;2.8;6285.0;390;7250.0
281;Utrecht (pv);2004;860;5.5;6415.0;780;7125.0
282;Utrecht (pv);1e halfjaar 2005;580;4.6;7920.0;530;8570.0
283;Utrecht (pv);2e halfjaar 2005;540;4.4;8185.0;460;9670.0
284;Utrecht (pv);2005;1120;9.0;8050.0;990;9080.0
285;Utrecht (pv);1e halfjaar 2006;490;4.2;8655.0;440;9570.0
286;Utrecht (pv);2e halfjaar 2006;680;5.6;8325.0;510;11110.0
287;Utrecht (pv);2006;1170;9.9;8460.0;950;10390.0
288;Utrecht (pv);1e halfjaar 2007;430;3.9;9055.0;390;9885.0
289;Utrecht (pv);2e halfjaar 2007;470;3.0;6400.0;400;7650.0
290;Utrecht (pv);2007;900;6.9;7660.0;790;8765.0
291;Utrecht (pv);1e halfjaar 2008;730;4.4;6065.0;520;8605.0
292;Utrecht (pv);2e halfjaar 2008;480;3.5;7225.0;410;8525.0
293;Utrecht (pv);2008;1210;7.9;6525.0;920;8570.0
294;Noord-Holland (pv);1e halfjaar 2002;7740;16.5;2135.0;7250;2280.0
295;Noord-Holland (pv);2e halfjaar 2002;7310;13.2;1810.0;6800;1945.0
296;Noord-Holland (pv);2002;15050;29.8;1975.0;14050;2115.0
297;Noord-Holland (pv);1e halfjaar 2003;4830;11.4;2355.0;4450;2555.0
298;Noord-Holland (pv);2e halfjaar 2003;7340;16.6;2265.0;6610;2520.0
299;Noord-Holland (pv);2003;12170;28.0;2300.0;11060;2535.0
300;Noord-Holland (pv);1e halfjaar 2004;8500;17.2;2020.0;8110;2120.0
301;Noord-Holland (pv);2e halfjaar 2004;3720;13.7;3670.0;3160;4325.0
302;Noord-Holland (pv);2004;12230;30.8;2520.0;11260;2735.0
303;Noord-Holland (pv);1e halfjaar 2005;3520;11.6;3305.0;3060;3795.0
304;Noord-Holland (pv);2e halfjaar 2005;3500;11.0;3140.0;2870;3820.0
305;Noord-Holland (pv);2005;7010;22.6;3225.0;5940;3810.0
306;Noord-Holland (pv);1e halfjaar 2006;3420;14.3;4180.0;3040;4705.0
307;Noord-Holland (pv);2e halfjaar 2006;3740;14.1;3760.0;3070;4585.0
308;Noord-Holland (pv);2006;7160;28.3;3960.0;6100;4645.0
309;Noord-Holland (pv);1e halfjaar 2007;3620;14.8;4080.0;3170;4660.0
310;Noord-Holland (pv);2e halfjaar 2007;3780;13.8;3640.0;3040;4535.0
311;Noord-Holland (pv);2007;7400;28.5;3855.0;6210;4600.0
312;Noord-Holland (pv);1e halfjaar 2008;3250;12.6;3870.0;2820;4460.0
313;Noord-Holland (pv);2e halfjaar 2008;2810;11.6;4140.0;2320;5020.0
314;Noord-Holland (pv);2008;6060;24.2;3995.0;5140;4710.0
315;Zuid-Holland (pv);1e halfjaar 2002;4340;10.5;2430.0;4050;2600.0
316;Zuid-Holland (pv);2e halfjaar 2002;5150;12.4;2410.0;4520;2740.0
