ID;Selectiegroep;Perioden;CBSKoersindex_1;CBSHerbeleggingsindex_2
146;5;1996 februari;;265.6
147;5;1996 maart;;267.4
148;5;1996 april;;271.1
149;5;1996 mei;;271.6
150;5;1996 juni;;271.5
151;5;1996 juli;;273.7
152;5;1996 augustus;;276.2
153;5;1996 september;;281.8
154;5;1996 oktober;;283.5
155;5;1996 november;;287.9
156;5;1996 december;;288.7
157;5;1997 januari;;291.4
158;5;1997 februari;;294.8
159;5;1997 maart;;291.8
160;5;1997 april;;293.8
161;5;1997 mei;;294.3
162;5;1997 juni;;298.5
163;5;1997 juli;;300.2
164;5;1997 augustus;;299.0
165;5;1997 september;;301.7
166;5;1997 oktober;;301.3
167;5;1997 november;;303.7
168;5;1997 december;;306.8
169;5;1998 januari;;312.1
170;5;1998 februari;;314.4
171;5;1998 maart;;315.5
172;5;1998 april;;315.2
173;5;1998 mei;;318.5
174;5;1998 juni;;320.7
175;5;1998 juli;;323.2
176;5;1998 augustus;;329.0
177;5;1998 september;;333.5
178;5;1998 oktober;;332.5
179;5;1998 november;;336.2
180;5;1998 december;;339.2
181;5;1999 januari;;344.0
182;5;1999 februari;;340.1
183;5;1999 maart;;342.1
184;5;1999 april;;345.9
185;5;1999 mei;;343.7
186;5;1999 juni;;338.1
187;5;1999 juli;;335.4
188;5;1999 augustus;;334.7
189;5;1999 september;;333.4
190;5;1999 oktober;;332.8
191;5;1999 november;;334.6
192;5;1999 december;;334.2
193;5;2000 januari;;332.6
194;5;2000 februari;;334.7
195;5;2000 maart;;339.4
196;5;2000 april;;339.4
197;5;2000 mei;;340.1
198;5;2000 juni;;341.7
199;5;2000 juli;;342.9
200;5;2000 augustus;;343.2
201;5;2000 september;;345.7
202;5;2000 oktober;;347.3
203;5;2000 november;;351.5
204;5;2000 december;;356.2
205;5;2001 januari;;359.3
206;5;2001 februari;;360.9
207;5;2001 maart;;363.4
208;5;2001 april;;361.2
209;5;2001 mei;;361.3
210;5;2001 juni;;363.9
211;5;2001 juli;;368.5
212;5;2001 augustus;;371.8
213;5;2001 september;;373.4
214;5;2001 oktober;;380.8
215;5;2001 november;;380.4
216;5;2001 december;;377.6
217;5;2002 januari;;379.1
218;5;2002 februari;;379.9
219;5;2002 maart;;377.0
220;5;2002 april;;380.9
221;5;2002 mei;;381.7
222;5;2002 juni;;386.6
223;5;2002 juli;;390.9
224;5;2002 augustus;;395.7
225;5;2002 september;;402.0
226;5;2002 oktober;;400.6
227;5;2002 november;;403.2
228;5;2002 december;;410.3
229;5;2003 januari;;414.4
230;5;2003 februari;;418.0
231;5;2003 maart;;417.1
232;5;2003 april;;418.1
233;5;2003 mei;;426.9
234;5;2003 juni;;427.1
235;5;2003 juli;;422.7
236;5;2003 augustus;;422.4
237;5;2003 september;;427.9
238;5;2003 oktober;;423.7
239;5;2003 november;;423.2
240;5;2003 december;;427.5
241;9;1983 december;;100.0
242;9;1984 januari;;100.8
243;9;1984 februari;;101.9
244;9;1984 maart;;103.0
245;9;1984 april;;103.5
246;9;1984 mei;;102.8
247;9;1984 juni;;103.8
248;9;1984 juli;;103.9
249;9;1984 augustus;;106.2
250;9;1984 september;;108.3
251;9;1984 oktober;;110.8
252;9;1984 november;;111.5
253;9;1984 december;;112.9
254;9;1985 januari;;113.2
255;9;1985 februari;;110.9
256;9;1985 maart;;112.8
257;9;1985 april;;114.0
258;9;1985 mei;;116.2
259;9;1985 juni;;117.1
260;9;1985 juli;;118.9
261;9;1985 augustus;;121.8
262;9;1985 september;;122.3
263;9;1985 oktober;;121.4
264;9;1985 november;;122.8
265;9;1985 december;;124.2
266;9;1986 januari;;124.7
267;9;1986 februari;;126.0
268;9;1986 maart;;128.6
269;9;1986 april;;130.1
270;9;1986 mei;;129.6
271;9;1986 juni;;130.7
272;9;1986 juli;;131.9
273;9;1986 augustus;;134.2
274;9;1986 september;;133.7
275;9;1986 oktober;;133.7
276;9;1986 november;;134.2
277;9;1986 december;;133.9
278;9;1987 januari;;136.3
279;9;1987 februari;;136.7
280;9;1987 maart;;137.7
281;9;1987 april;;138.2
282;9;1987 mei;;139.2
283;9;1987 juni;;139.0
284;9;1987 juli;;139.0
285;9;1987 augustus;;139.5
286;9;1987 september;;138.2
287;9;1987 oktober;;140.5
288;9;1987 november;;143.1
289;9;1987 december;;144.0
290;9;1988 januari;;146.0
291;9;1988 februari;;147.6
292;9;1988 maart;;148.8
293;9;1988 april;;148.8
294;9;1988 mei;;148.6
295;9;1988 juni;;148.3
296;9;1988 juli;;147.9
297;9;1988 augustus;;148.6
298;9;1988 september;;151.0
299;9;1988 oktober;;153.0
300;9;1988 november;;152.9
301;9;1988 december;;152.9
302;9;1989 januari;;151.1
303;9;1989 februari;;149.5
304;9;1989 maart;;150.9
305;9;1989 april;;151.9
306;9;1989 mei;;150.6
307;9;1989 juni;;153.3
308;9;1989 juli;;155.3
309;9;1989 augustus;;155.0
310;9;1989 september;;154.4
311;9;1989 oktober;;154.3
312;9;1989 november;;153.4
313;9;1989 december;;154.0
314;9;1990 januari;;152.6
315;9;1990 februari;;149.9
316;9;1990 maart;;152.7
317;9;1990 april;;152.0
318;9;1990 mei;;153.6
319;9;1990 juni;;155.1
320;9;1990 juli;;157.5
321;9;1990 augustus;;156.3
322;9;1990 september;;156.2
323;9;1990 oktober;;158.3
324;9;1990 november;;159.6
325;9;1990 december;;160.4
326;9;1991 januari;;162.7
327;9;1991 februari;;165.8
328;9;1991 maart;;166.2
329;9;1991 april;;167.8
330;9;1991 mei;;169.6
331;9;1991 juni;;170.0
332;9;1991 juli;;169.8
333;9;1991 augustus;;171.7
334;9;1991 september;;172.8
335;9;1991 oktober;;174.0
336;9;1991 november;;175.0
337;9;1991 december;;177.4
338;9;1992 januari;;180.8
339;9;1992 februari;;182.8
340;9;1992 maart;;182.2
341;9;1992 april;;183.9
342;9;1992 mei;;185.4
343;9;1992 juni;;186.4
344;9;1992 juli;;186.7
345;9;1992 augustus;;188.3
346;9;1992 september;;194.7
347;9;1992 oktober;;198.8
348;9;1992 november;;200.5
349;9;1992 december;;204.2
350;9;1993 januari;;206.6
351;9;1993 februari;;212.4
352;9;1993 maart;;212.9
353;9;1993 april;;213.4
354;9;1993 mei;;215.1
355;9;1993 juni;;218.9
356;9;1993 juli;;220.7
357;9;1993 augustus;;225.1
358;9;1993 september;;227.3
359;9;1993 oktober;;230.5
360;9;1993 november;;232.4
361;9;1993 december;;236.0
362;9;1994 januari;;236.7
363;9;1994 februari;;232.4
364;9;1994 maart;;230.1
365;9;1994 april;;228.8
366;9;1994 mei;;225.4
367;9;1994 juni;;226.5
368;9;1994 juli;;229.4
369;9;1994 augustus;;226.7
370;9;1994 september;;225.0
371;9;1994 oktober;;226.3
372;9;1994 november;;229.0
373;9;1994 december;;227.5
374;9;1995 januari;;230.8
375;9;1995 februari;;233.5
376;9;1995 maart;;237.9
377;9;1995 april;;242.2
378;9;1995 mei;;248.7
379;9;1995 juni;;246.1
380;9;1995 juli;;250.2
381;9;1995 augustus;;253.7
382;9;1995 september;;255.9
383;9;1995 oktober;;259.6
384;9;1995 november;;265.8
385;9;1995 december;;268.4
386;9;1996 januari;;271.9
387;9;1996 februari;;266.5
388;9;1996 maart;;268.3
389;9;1996 april;;272.0
390;9;1996 mei;;272.2
391;9;1996 juni;;272.3
392;9;1996 juli;;274.7
393;9;1996 augustus;;277.0
394;9;1996 september;;282.9
395;9;1996 oktober;;284.6
396;9;1996 november;;289.5
397;9;1996 december;;290.2
398;9;1997 januari;;292.8
399;9;1997 februari;;296.3
400;9;1997 maart;;293.0
401;9;1997 april;;295.1
402;9;1997 mei;;295.5
403;9;1997 juni;;299.7
404;9;1997 juli;;301.4
405;9;1997 augustus;;300.3
406;9;1997 september;;303.1
407;9;1997 oktober;;302.9
408;9;1997 november;;305.3
409;9;1997 december;;308.1
410;9;1998 januari;;313.8
411;9;1998 februari;;315.9
412;9;1998 maart;;317.1
413;9;1998 april;;316.7
414;9;1998 mei;;320.1
415;9;1998 juni;;322.3
416;9;1998 juli;;324.8
417;9;1998 augustus;;330.9
418;9;1998 september;;335.6
419;9;1998 oktober;;334.4
420;9;1998 november;;338.4
421;9;1998 december;;341.4
422;9;1999 januari;;346.2
423;9;1999 februari;;341.7
424;9;1999 maart;;344.0
425;9;1999 april;;347.7
426;9;1999 mei;;345.2
427;9;1999 juni;;339.6
428;9;1999 juli;;336.8
429;9;1999 augustus;;336.4
430;9;1999 september;;334.9
431;9;1999 oktober;;334.6
432;9;1999 november;;336.3
433;9;1999 december;;335.5
434;9;2000 januari;;334.2
435;9;2000 februari;;336.3
436;9;2000 maart;;341.3
437;9;2000 april;;341.2
438;9;2000 mei;;342.6
439;9;2000 juni;;344.2
440;9;2000 juli;;345.4
441;9;2000 augustus;;345.6
442;9;2000 september;;348.0
443;9;2000 oktober;;349.6
444;9;2000 november;;354.2
445;9;2000 december;;358.9
446;9;2001 januari;;361.2
447;9;2001 februari;;362.8
448;9;2001 maart;;365.2
449;9;2001 april;;362.5
450;9;2001 mei;;362.1
451;9;2001 juni;;364.9
452;9;2001 juli;;369.7
453;9;2001 augustus;;372.9
454;9;2001 september;;375.5
455;9;2001 oktober;;383.4
456;9;2001 november;;381.7
457;9;2001 december;;378.0
458;9;2002 januari;;379.8
459;9;2002 februari;;380.3
460;9;2002 maart;;376.8
461;9;2002 april;;380.8
462;9;2002 mei;;381.5
463;9;2002 juni;;387.0
464;9;2002 juli;;391.9
465;9;2002 augustus;;396.7
466;9;2002 september;;403.6
467;9;2002 oktober;;401.7
468;9;2002 november;;404.0
469;9;2002 december;;411.3
470;9;2003 januari;;415.3
471;9;2003 februari;;419.3
472;9;2003 maart;;418.2
473;9;2003 april;;418.6
474;9;2003 mei;;427.7
475;9;2003 juni;;427.2
476;9;2003 juli;;421.9
477;9;2003 augustus;;422.0
478;9;2003 september;;428.0
479;9;2003 oktober;;422.9
480;9;2003 november;;422.0
481;9;2003 december;;426.8
482;Staatsleningen vaste looptijd;1983 december;;100.0
483;Staatsleningen vaste looptijd;1984 januari;;100.7
484;Staatsleningen vaste looptijd;1984 februari;;101.7
485;Staatsleningen vaste looptijd;1984 maart;;102.8
486;Staatsleningen vaste looptijd;1984 april;;103.4
487;Staatsleningen vaste looptijd;1984 mei;;102.8
488;Staatsleningen vaste looptijd;1984 juni;;103.9
489;Staatsleningen vaste looptijd;1984 juli;;104.1
490;Staatsleningen vaste looptijd;1984 augustus;;106.2
491;Staatsleningen vaste looptijd;1984 september;;108.1
492;Staatsleningen vaste looptijd;1984 oktober;;110.8
493;Staatsleningen vaste looptijd;1984 november;;111.3
494;Staatsleningen vaste looptijd;1984 december;;112.5
495;Staatsleningen vaste looptijd;1985 januari;;112.9
496;Staatsleningen vaste looptijd;1985 februari;;111.1
497;Staatsleningen vaste looptijd;1985 maart;;112.7
498;Staatsleningen vaste looptijd;1985 april;;113.9
499;Staatsleningen vaste looptijd;1985 mei;;115.8
500;Staatsleningen vaste looptijd;1985 juni;;116.8
501;Staatsleningen vaste looptijd;1985 juli;;118.6
502;Staatsleningen vaste looptijd;1985 augustus;;121.1
503;Staatsleningen vaste looptijd;1985 september;;121.7
504;Staatsleningen vaste looptijd;1985 oktober;;121.0
505;Staatsleningen vaste looptijd;1985 november;;122.3
506;Staatsleningen vaste looptijd;1985 december;;123.7
507;Staatsleningen vaste looptijd;1986 januari;;124.2
508;Staatsleningen vaste looptijd;1986 februari;;125.4
509;Staatsleningen vaste looptijd;1986 maart;;127.8
510;Staatsleningen vaste looptijd;1986 april;;129.2
511;Staatsleningen vaste looptijd;1986 mei;;128.8
512;Staatsleningen vaste looptijd;1986 juni;;129.9
513;Staatsleningen vaste looptijd;1986 juli;;131.1
514;Staatsleningen vaste looptijd;1986 augustus;;133.3
515;Staatsleningen vaste looptijd;1986 september;;132.9
516;Staatsleningen vaste looptijd;1986 oktober;;132.9
517;Staatsleningen vaste looptijd;1986 november;;133.4
518;Staatsleningen vaste looptijd;1986 december;;133.2
519;Staatsleningen vaste looptijd;1987 januari;;135.5
520;Staatsleningen vaste looptijd;1987 februari;;135.9
521;Staatsleningen vaste looptijd;1987 maart;;136.9
522;Staatsleningen vaste looptijd;1987 april;;137.3
523;Staatsleningen vaste looptijd;1987 mei;;138.4
524;Staatsleningen vaste looptijd;1987 juni;;138.2
525;Staatsleningen vaste looptijd;1987 juli;;138.3
526;Staatsleningen vaste looptijd;1987 augustus;;138.7
527;Staatsleningen vaste looptijd;1987 september;;137.5
528;Staatsleningen vaste looptijd;1987 oktober;;139.8
529;Staatsleningen vaste looptijd;1987 november;;142.3
530;Staatsleningen vaste looptijd;1987 december;;143.3
531;Staatsleningen vaste looptijd;1988 januari;;145.3
532;Staatsleningen vaste looptijd;1988 februari;;146.9
533;Staatsleningen vaste looptijd;1988 maart;;148.0
534;Staatsleningen vaste looptijd;1988 april;;148.1
535;Staatsleningen vaste looptijd;1988 mei;;148.0
536;Staatsleningen vaste looptijd;1988 juni;;147.6
537;Staatsleningen vaste looptijd;1988 juli;;147.1
538;Staatsleningen vaste looptijd;1988 augustus;;147.9
539;Staatsleningen vaste looptijd;1988 september;;150.3
540;Staatsleningen vaste looptijd;1988 oktober;;152.3
541;Staatsleningen vaste looptijd;1988 november;;152.1
542;Staatsleningen vaste looptijd;1988 december;;152.1
543;Staatsleningen vaste looptijd;1989 januari;;150.7
544;Staatsleningen vaste looptijd;1989 februari;;148.8
545;Staatsleningen vaste looptijd;1989 maart;;150.1
546;Staatsleningen vaste looptijd;1989 april;;151.1
547;Staatsleningen vaste looptijd;1989 mei;;149.9
548;Staatsleningen vaste looptijd;1989 juni;;152.5
549;Staatsleningen vaste looptijd;1989 juli;;154.5
550;Staatsleningen vaste looptijd;1989 augustus;;154.2
551;Staatsleningen vaste looptijd;1989 september;;153.6
552;Staatsleningen vaste looptijd;1989 oktober;;153.5
553;Staatsleningen vaste looptijd;1989 november;;152.6
554;Staatsleningen vaste looptijd;1989 december;;153.2
555;Staatsleningen vaste looptijd;1990 januari;;151.8
556;Staatsleningen vaste looptijd;1990 februari;;149.1
557;Staatsleningen vaste looptijd;1990 maart;;151.9
558;Staatsleningen vaste looptijd;1990 april;;151.2
559;Staatsleningen vaste looptijd;1990 mei;;152.8
560;Staatsleningen vaste looptijd;1990 juni;;154.3
561;Staatsleningen vaste looptijd;1990 juli;;156.7
562;Staatsleningen vaste looptijd;1990 augustus;;155.5
563;Staatsleningen vaste looptijd;1990 september;;155.3
564;Staatsleningen vaste looptijd;1990 oktober;;157.5
565;Staatsleningen vaste looptijd;1990 november;;158.7
566;Staatsleningen vaste looptijd;1990 december;;159.5
567;Staatsleningen vaste looptijd;1991 januari;;161.9
568;Staatsleningen vaste looptijd;1991 februari;;165.0
569;Staatsleningen vaste looptijd;1991 maart;;165.3
570;Staatsleningen vaste looptijd;1991 april;;167.0
571;Staatsleningen vaste looptijd;1991 mei;;168.7
572;Staatsleningen vaste looptijd;1991 juni;;169.1
573;Staatsleningen vaste looptijd;1991 juli;;168.9
574;Staatsleningen vaste looptijd;1991 augustus;;170.8
575;Staatsleningen vaste looptijd;1991 september;;171.9
576;Staatsleningen vaste looptijd;1991 oktober;;173.1
577;Staatsleningen vaste looptijd;1991 november;;174.1
578;Staatsleningen vaste looptijd;1991 december;;176.5
579;Staatsleningen vaste looptijd;1992 januari;;179.9
580;Staatsleningen vaste looptijd;1992 februari;;181.9
581;Staatsleningen vaste looptijd;1992 maart;;181.2
582;Staatsleningen vaste looptijd;1992 april;;183.0
583;Staatsleningen vaste looptijd;1992 mei;;184.5
584;Staatsleningen vaste looptijd;1992 juni;;185.5
585;Staatsleningen vaste looptijd;1992 juli;;185.7
586;Staatsleningen vaste looptijd;1992 augustus;;187.4
587;Staatsleningen vaste looptijd;1992 september;;193.8
588;Staatsleningen vaste looptijd;1992 oktober;;197.8
589;Staatsleningen vaste looptijd;1992 november;;199.5
590;Staatsleningen vaste looptijd;1992 december;;203.2
591;Staatsleningen vaste looptijd;1993 januari;;205.6
592;Staatsleningen vaste looptijd;1993 februari;;211.5
593;Staatsleningen vaste looptijd;1993 maart;;211.9
594;Staatsleningen vaste looptijd;1993 april;;212.4
595;Staatsleningen vaste looptijd;1993 mei;;214.1
596;Staatsleningen vaste looptijd;1993 juni;;217.8
597;Staatsleningen vaste looptijd;1993 juli;;219.7
598;Staatsleningen vaste looptijd;1993 augustus;;224.1
599;Staatsleningen vaste looptijd;1993 september;;226.2
600;Staatsleningen vaste looptijd;1993 oktober;;229.4
601;Staatsleningen vaste looptijd;1993 november;;231.3
602;Staatsleningen vaste looptijd;1993 december;;234.9
603;Staatsleningen vaste looptijd;1994 januari;;235.6
604;Staatsleningen vaste looptijd;1994 februari;;231.3
605;Staatsleningen vaste looptijd;1994 maart;;229.0
606;Staatsleningen vaste looptijd;1994 april;;227.7
607;Staatsleningen vaste looptijd;1994 mei;;224.3
608;Staatsleningen vaste looptijd;1994 juni;;225.3
609;Staatsleningen vaste looptijd;1994 juli;;228.3
610;Staatsleningen vaste looptijd;1994 augustus;;225.5
611;Staatsleningen vaste looptijd;1994 september;;223.8
612;Staatsleningen vaste looptijd;1994 oktober;;225.1
613;Staatsleningen vaste looptijd;1994 november;;227.9
614;Staatsleningen vaste looptijd;1994 december;;226.4
615;Staatsleningen vaste looptijd;1995 januari;;229.6
616;Staatsleningen vaste looptijd;1995 februari;;232.3
617;Staatsleningen vaste looptijd;1995 maart;;236.7
618;Staatsleningen vaste looptijd;1995 april;;240.9
619;Staatsleningen vaste looptijd;1995 mei;;247.5
620;Staatsleningen vaste looptijd;1995 juni;;244.9
621;Staatsleningen vaste looptijd;1995 juli;;249.0
622;Staatsleningen vaste looptijd;1995 augustus;;252.1
623;Staatsleningen vaste looptijd;1995 september;;254.3
624;Staatsleningen vaste looptijd;1995 oktober;;258.0
625;Staatsleningen vaste looptijd;1995 november;;264.1
626;Staatsleningen vaste looptijd;1995 december;;266.8
627;Staatsleningen vaste looptijd;1996 januari;;270.2
628;Staatsleningen vaste looptijd;1996 februari;;264.8
629;Staatsleningen vaste looptijd;1996 maart;;266.6
630;Staatsleningen vaste looptijd;1996 april;;270.3
631;Staatsleningen vaste looptijd;1996 mei;;270.5
632;Staatsleningen vaste looptijd;1996 juni;;270.6
633;Staatsleningen vaste looptijd;1996 juli;;273.0
634;Staatsleningen vaste looptijd;1996 augustus;;275.3
635;Staatsleningen vaste looptijd;1996 september;;281.1
636;Staatsleningen vaste looptijd;1996 oktober;;282.8
637;Staatsleningen vaste looptijd;1996 november;;287.7
638;Staatsleningen vaste looptijd;1996 december;;288.4
639;Staatsleningen vaste looptijd;1997 januari;;291.0
640;Staatsleningen vaste looptijd;1997 februari;;294.4
641;Staatsleningen vaste looptijd;1997 maart;;291.2
642;Staatsleningen vaste looptijd;1997 april;;293.3
643;Staatsleningen vaste looptijd;1997 mei;;293.6
644;Staatsleningen vaste looptijd;1997 juni;;297.9
645;Staatsleningen vaste looptijd;1997 juli;;299.6
646;Staatsleningen vaste looptijd;1997 augustus;;298.4
647;Staatsleningen vaste looptijd;1997 september;;301.2
648;Staatsleningen vaste looptijd;1997 oktober;;301.0
649;Staatsleningen vaste looptijd;1997 november;;303.4
650;Staatsleningen vaste looptijd;1997 december;;306.1
651;Staatsleningen vaste looptijd;1998 januari;;311.8
652;Staatsleningen vaste looptijd;1998 februari;;313.9
653;Staatsleningen vaste looptijd;1998 maart;;315.1
654;Staatsleningen vaste looptijd;1998 april;;314.7
655;Staatsleningen vaste looptijd;1998 mei;;318.1
656;Staatsleningen vaste looptijd;1998 juni;;320.3
657;Staatsleningen vaste looptijd;1998 juli;;322.7
658;Staatsleningen vaste looptijd;1998 augustus;;328.9
659;Staatsleningen vaste looptijd;1998 september;;333.5
660;Staatsleningen vaste looptijd;1998 oktober;;332.3
661;Staatsleningen vaste looptijd;1998 november;;336.3
662;Staatsleningen vaste looptijd;1998 december;;339.2
663;Staatsleningen vaste looptijd;1999 januari;;344.1
664;Staatsleningen vaste looptijd;1999 februari;;339.6
665;Staatsleningen vaste looptijd;1999 maart;;341.8
666;Staatsleningen vaste looptijd;1999 april;;345.5
667;Staatsleningen vaste looptijd;1999 mei;;343.0
668;Staatsleningen vaste looptijd;1999 juni;;337.5
669;Staatsleningen vaste looptijd;1999 juli;;334.7
670;Staatsleningen vaste looptijd;1999 augustus;;334.3
671;Staatsleningen vaste looptijd;1999 september;;332.8
672;Staatsleningen vaste looptijd;1999 oktober;;332.5
673;Staatsleningen vaste looptijd;1999 november;;334.2
674;Staatsleningen vaste looptijd;1999 december;;333.4
675;Staatsleningen vaste looptijd;2000 januari;;332.1
676;Staatsleningen vaste looptijd;2000 februari;;334.3
677;Staatsleningen vaste looptijd;2000 maart;;339.2
678;Staatsleningen vaste looptijd;2000 april;;339.1
679;Staatsleningen vaste looptijd;2000 mei;;340.5
680;Staatsleningen vaste looptijd;2000 juni;;342.1
681;Staatsleningen vaste looptijd;2000 juli;;343.2
682;Staatsleningen vaste looptijd;2000 augustus;;343.4
683;Staatsleningen vaste looptijd;2000 september;;345.9
684;Staatsleningen vaste looptijd;2000 oktober;;347.5
685;Staatsleningen vaste looptijd;2000 november;;351.9
686;Staatsleningen vaste looptijd;2000 december;;356.7
687;Staatsleningen vaste looptijd;2001 januari;;358.9
688;Staatsleningen vaste looptijd;2001 februari;;360.6
689;Staatsleningen vaste looptijd;2001 maart;;362.9
690;Staatsleningen vaste looptijd;2001 april;;360.2
691;Staatsleningen vaste looptijd;2001 mei;;359.9
692;Staatsleningen vaste looptijd;2001 juni;;362.6
693;Staatsleningen vaste looptijd;2001 juli;;367.4
694;Staatsleningen vaste looptijd;2001 augustus;;370.6
695;Staatsleningen vaste looptijd;2001 september;;373.2
696;Staatsleningen vaste looptijd;2001 oktober;;381.0
697;Staatsleningen vaste looptijd;2001 november;;379.3
698;Staatsleningen vaste looptijd;2001 december;;375.6
699;Staatsleningen vaste looptijd;2002 januari;;377.5
700;Staatsleningen vaste looptijd;2002 februari;;378.0
701;Staatsleningen vaste looptijd;2002 maart;;374.4
702;Staatsleningen vaste looptijd;2002 april;;378.4
703;Staatsleningen vaste looptijd;2002 mei;;379.1
704;Staatsleningen vaste looptijd;2002 juni;;384.6
705;Staatsleningen vaste looptijd;2002 juli;;389.5
706;Staatsleningen vaste looptijd;2002 augustus;;394.2
707;Staatsleningen vaste looptijd;2002 september;;401.1
708;Staatsleningen vaste looptijd;2002 oktober;;399.2
709;Staatsleningen vaste looptijd;2002 november;;401.5
710;Staatsleningen vaste looptijd;2002 december;;408.7
711;Staatsleningen vaste looptijd;2003 januari;;412.7
712;Staatsleningen vaste looptijd;2003 februari;;416.7
713;Staatsleningen vaste looptijd;2003 maart;;415.6
714;Staatsleningen vaste looptijd;2003 april;;416.0
715;Staatsleningen vaste looptijd;2003 mei;;425.1
716;Staatsleningen vaste looptijd;2003 juni;;424.5
717;Staatsleningen vaste looptijd;2003 juli;;419.3
718;Staatsleningen vaste looptijd;2003 augustus;;419.4
719;Staatsleningen vaste looptijd;2003 september;;425.3
720;Staatsleningen vaste looptijd;2003 oktober;;420.3
721;Staatsleningen vaste looptijd;2003 november;;419.4
722;Staatsleningen vaste looptijd;2003 december;;424.1
723;1;1983 december;;100.0
724;1;1984 januari;;100.4
725;1;1984 februari;;101.0
726;1;1984 maart;;101.8
