ID;BedrijfsklassenSBI93EnSectoren;TypeKapitaalgoed;Perioden;KapitaalgoederenvoorraadEindbalans_1;VolumeIndexcijfers2000100_2;KapitaalgoederenvoorraadBeginbalans_3;Herwaardering_4;InvestInVasteActivaProdEnInvoer_5;Afschrijvingen_6;HandelEnOverigeMutaties_7;StatistischVerschil_8;KapitaalgoederenvoorraadEindbalans_9
3711;1700a Textiel- en lederindustrie;Computers;1990;26;11.1;23;-2.0;7.0;2.0;0.0;0.0;26
3712;1700a Textiel- en lederindustrie;Computers;1991;28;13.6;26;-3.0;8.0;3.0;0.0;0.0;28
3713;1700a Textiel- en lederindustrie;Computers;1992;28;15.9;28;-4.0;7.0;3.0;0.0;0.0;28
3714;1700a Textiel- en lederindustrie;Computers;1993;29;19.5;28;-4.0;8.0;3.0;0.0;0.0;29
3715;1700a Textiel- en lederindustrie;Computers;1994;30;23.0;29;-4.0;8.0;3.0;0.0;0.0;30
3716;1700a Textiel- en lederindustrie;Computers;1995;31;27.7;30;-5.0;8.0;3.0;0.0;0.0;31
3717;1700a Textiel- en lederindustrie;Computers;1996;29;34.1;31;-7.0;8.0;3.0;0.0;0.0;29
3718;1700a Textiel- en lederindustrie;Computers;1997;27;41.2;29;-7.0;7.0;3.0;0.0;0.0;27
3719;1700a Textiel- en lederindustrie;Computers;1998;28;57.5;27;-7.0;10.0;3.0;0.0;0.0;28
3720;1700a Textiel- en lederindustrie;Computers;1999;31;82.1;28;-6.0;12.0;3.0;0.0;0.0;31
3721;1700a Textiel- en lederindustrie;Computers;2000;33;100.0;31;-4.0;9.0;3.0;0.0;0.0;33
3722;1700a Textiel- en lederindustrie;Computers;2001;31;114.6;33;-6.0;7.0;3.0;0.0;0.0;31
3723;1700a Textiel- en lederindustrie;Computers;2002;31;135.8;31;-4.0;8.0;3.0;0.0;0.0;31
3724;1700a Textiel- en lederindustrie;Computers;2003;30;145.2;31;-4.0;5.0;3.0;0.0;0.0;30
3725;1700a Textiel- en lederindustrie;Computers;2004;34;180.4;30;-2.0;10.0;3.0;0.0;0.0;34
3726;1700a Textiel- en lederindustrie;Computers;2005;32;190.0;34;-4.0;5.0;3.0;0.0;0.0;32
3727;1700a Textiel- en lederindustrie;Computers;2006;31;201.3;32;-3.0;5.0;3.0;0.0;0.0;31
3728;1700a Textiel- en lederindustrie;Computers;2007;32;226.8;31;-2.0;7.0;3.0;0.0;0.0;32
3729;1700a Textiel- en lederindustrie;Computers;2008;29;233.3;32;-4.0;4.0;3.0;0.0;0.0;29
3730;1700a Textiel- en lederindustrie;Computers;2009;28;236.5;29;;;;;;28
3731;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1969;22;131.2;21;1.0;6.0;4.0;-1.0;0.0;22
3732;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1970;26;139.1;22;2.0;6.0;4.0;-1.0;1.0;26
3733;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1971;28;140.2;26;2.0;6.0;5.0;-1.0;0.0;28
3734;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1972;28;136.5;28;1.0;5.0;5.0;-1.0;0.0;28
3735;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1973;28;137.5;28;0.0;6.0;5.0;-1.0;0.0;28
3736;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1974;31;134.6;28;3.0;6.0;6.0;-1.0;0.0;31
3737;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1975;34;131.3;31;4.0;5.0;6.0;0.0;0.0;34
3738;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1976;36;129.2;34;2.0;6.0;7.0;0.0;0.0;36
3739;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1977;36;127.9;36;0.0;6.0;7.0;0.0;0.0;36
3740;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1978;36;125.2;36;1.0;6.0;7.0;0.0;0.0;36
3741;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1979;37;124.2;36;1.0;6.0;7.0;0.0;1.0;37
3742;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1980;38;122.4;37;2.0;6.0;7.0;0.0;1.0;38
3743;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1981;40;116.9;38;4.0;6.0;8.0;0.0;0.0;40
3744;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1982;42;116.2;40;3.0;8.0;8.0;0.0;0.0;42
3745;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1983;43;115.3;42;1.0;7.0;8.0;0.0;1.0;43
3746;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1984;46;120.0;43;1.0;10.0;8.0;0.0;0.0;46
3747;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1985;48;125.3;46;1.0;10.0;9.0;0.0;1.0;48
3748;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1986;53;136.6;48;0.0;14.0;9.0;0.0;0.0;53
3749;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1987;56;143.2;53;1.0;12.0;10.0;0.0;0.0;56
3750;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1988;61;154.5;56;1.0;15.0;10.0;0.0;0.0;61
3751;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1989;66;164.7;61;1.0;15.0;11.0;0.0;0.0;66
3752;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1990;67;160.4;66;2.0;10.0;12.0;0.0;0.0;67
3753;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1991;65;153.5;67;2.0;10.0;12.0;0.0;-1.0;65
3754;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1992;65;148.8;65;1.0;10.0;12.0;0.0;0.0;65
3755;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1993;62;140.6;65;0.0;8.0;12.0;0.0;0.0;62
3756;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1994;58;130.9;62;1.0;7.0;12.0;0.0;0.0;58
3757;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1995;54;119.3;58;1.0;7.0;11.0;0.0;-1.0;54
3758;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1996;52;112.8;54;1.0;8.0;11.0;0.0;0.0;52
3759;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1997;49;105.4;52;1.0;7.0;10.0;0.0;0.0;49
3760;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1998;49;103.5;49;1.0;10.0;10.0;0.0;-1.0;49
3761;1700a Textiel- en lederindustrie;Overige materiële vaste activa;1999;51;105.7;49;1.0;11.0;10.0;0.0;0.0;51
3762;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2000;49;100.0;51;1.0;7.0;10.0;0.0;0.0;49
3763;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2001;51;102.4;49;1.0;11.0;10.0;0.0;0.0;51
3764;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2002;50;96.8;51;2.0;7.0;10.0;0.0;0.0;50
3765;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2003;51;97.4;50;0.0;10.0;10.0;0.0;0.0;51
3766;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2004;50;94.4;51;1.0;8.0;10.0;0.0;0.0;50
3767;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2005;46;86.4;50;0.0;5.0;9.0;0.0;0.0;46
3768;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2006;47;88.3;46;0.0;10.0;9.0;0.0;0.0;47
3769;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2007;49;89.7;47;1.0;10.0;9.0;0.0;0.0;49
3770;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2008;49;87.3;49;1.0;8.0;9.0;0.0;0.0;49
3771;1700a Textiel- en lederindustrie;Overige materiële vaste activa;2009;47;82.0;49;;;;;;47
3772;1700a Textiel- en lederindustrie;Software;1969;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0
3773;1700a Textiel- en lederindustrie;Software;1970;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0
3774;1700a Textiel- en lederindustrie;Software;1971;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0
3775;1700a Textiel- en lederindustrie;Software;1972;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0
3776;1700a Textiel- en lederindustrie;Software;1973;0;0.7;0;0.0;1.0;0.0;0.0;-1.0;0
3777;1700a Textiel- en lederindustrie;Software;1974;1;1.7;0;0.0;0.0;0.0;0.0;1.0;1
3778;1700a Textiel- en lederindustrie;Software;1975;2;3.8;1;0.0;2.0;1.0;0.0;0.0;2
3779;1700a Textiel- en lederindustrie;Software;1976;3;5.7;2;0.0;2.0;1.0;0.0;0.0;3
3780;1700a Textiel- en lederindustrie;Software;1977;4;7.4;3;0.0;3.0;2.0;0.0;0.0;4
3781;1700a Textiel- en lederindustrie;Software;1978;5;8.5;4;0.0;3.0;2.0;0.0;0.0;5
3782;1700a Textiel- en lederindustrie;Software;1979;5;9.8;5;0.0;4.0;2.0;0.0;-1.0;5
3783;1700a Textiel- en lederindustrie;Software;1980;6;11.4;5;0.0;4.0;3.0;0.0;0.0;6
3784;1700a Textiel- en lederindustrie;Software;1981;7;13.3;6;0.0;4.0;3.0;0.0;0.0;7
3785;1700a Textiel- en lederindustrie;Software;1982;8;15.0;7;0.0;5.0;4.0;0.0;0.0;8
3786;1700a Textiel- en lederindustrie;Software;1983;9;17.8;8;0.0;6.0;4.0;0.0;-1.0;9
3787;1700a Textiel- en lederindustrie;Software;1984;11;23.0;9;0.0;7.0;5.0;0.0;0.0;11
3788;1700a Textiel- en lederindustrie;Software;1985;12;26.5;11;0.0;8.0;6.0;0.0;-1.0;12
3789;1700a Textiel- en lederindustrie;Software;1986;11;26.3;12;-1.0;6.0;6.0;0.0;0.0;11
3790;1700a Textiel- en lederindustrie;Software;1987;12;28.6;11;0.0;7.0;6.0;0.0;0.0;12
3791;1700a Textiel- en lederindustrie;Software;1988;13;32.5;12;-1.0;8.0;7.0;0.0;0.0;13
3792;1700a Textiel- en lederindustrie;Software;1989;20;52.9;13;-1.0;16.0;8.0;0.0;0.0;20
3793;1700a Textiel- en lederindustrie;Software;1990;22;60.8;20;-1.0;13.0;10.0;0.0;0.0;22
3794;1700a Textiel- en lederindustrie;Software;1991;20;54.9;22;0.0;9.0;11.0;0.0;0.0;20
3795;1700a Textiel- en lederindustrie;Software;1992;18;51.3;20;-1.0;9.0;10.0;0.0;0.0;18
3796;1700a Textiel- en lederindustrie;Software;1993;16;46.9;18;0.0;8.0;10.0;0.0;0.0;16
3797;1700a Textiel- en lederindustrie;Software;1994;16;47.5;16;-1.0;9.0;9.0;0.0;0.0;16
3798;1700a Textiel- en lederindustrie;Software;1995;18;53.3;16;0.0;11.0;9.0;0.0;0.0;18
3799;1700a Textiel- en lederindustrie;Software;1996;16;50.5;18;0.0;8.0;9.0;0.0;0.0;16
3800;1700a Textiel- en lederindustrie;Software;1997;15;47.7;16;0.0;8.0;9.0;0.0;0.0;15
3801;1700a Textiel- en lederindustrie;Software;1998;22;70.9;15;0.0;17.0;10.0;0.0;0.0;22
3802;1700a Textiel- en lederindustrie;Software;1999;27;85.8;22;0.0;17.0;12.0;0.0;0.0;27
3803;1700a Textiel- en lederindustrie;Software;2000;33;100.0;27;1.0;20.0;15.0;0.0;0.0;33
3804;1700a Textiel- en lederindustrie;Software;2001;36;108.6;33;1.0;21.0;18.0;0.0;0.0;36
3805;1700a Textiel- en lederindustrie;Software;2002;36;107.1;36;0.0;19.0;20.0;0.0;0.0;36
3806;1700a Textiel- en lederindustrie;Software;2003;36;104.5;36;1.0;19.0;20.0;0.0;0.0;36
3807;1700a Textiel- en lederindustrie;Software;2004;36;104.5;36;0.0;20.0;20.0;0.0;0.0;36
3808;1700a Textiel- en lederindustrie;Software;2005;39;108.6;36;1.0;22.0;21.0;0.0;0.0;39
3809;1700a Textiel- en lederindustrie;Software;2006;42;114.6;39;1.0;24.0;22.0;0.0;0.0;42
3810;1700a Textiel- en lederindustrie;Software;2007;46;120.3;42;2.0;26.0;24.0;0.0;0.0;46
3811;1700a Textiel- en lederindustrie;Software;2008;49;126.5;46;1.0;28.0;26.0;0.0;0.0;49
3812;1700a Textiel- en lederindustrie;Software;2009;49;126.6;49;;;;;;49
3813;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1969;0;;0;0.0;0.0;0.0;0.0;0.0;0
3814;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1970;0;;0;0.0;0.0;0.0;0.0;0.0;0
3815;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1971;0;;0;0.0;0.0;0.0;0.0;0.0;0
3816;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1972;0;;0;0.0;0.0;0.0;0.0;0.0;0
3817;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1973;0;;0;0.0;0.0;0.0;0.0;0.0;0
3818;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1974;0;;0;0.0;0.0;0.0;0.0;0.0;0
3819;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1975;0;;0;0.0;0.0;0.0;0.0;0.0;0
3820;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1976;0;;0;0.0;0.0;0.0;0.0;0.0;0
3821;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1977;0;;0;0.0;0.0;0.0;0.0;0.0;0
3822;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1978;0;;0;0.0;0.0;0.0;0.0;0.0;0
3823;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1979;0;;0;0.0;0.0;0.0;0.0;0.0;0
3824;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1980;0;;0;0.0;0.0;0.0;0.0;0.0;0
3825;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1981;0;;0;0.0;0.0;0.0;0.0;0.0;0
3826;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1982;0;;0;0.0;0.0;0.0;0.0;0.0;0
3827;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1983;0;;0;0.0;0.0;0.0;0.0;0.0;0
3828;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1984;0;;0;0.0;0.0;0.0;0.0;0.0;0
3829;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1985;0;;0;0.0;0.0;0.0;0.0;0.0;0
3830;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1986;0;;0;0.0;0.0;0.0;0.0;0.0;0
3831;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1987;0;;0;0.0;0.0;0.0;0.0;0.0;0
3832;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
3833;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
3834;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
3835;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
3836;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
3837;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
3838;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
3839;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
3840;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
3841;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
3842;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
3843;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
3844;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
3845;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
3846;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
3847;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
3848;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
3849;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
3850;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
3851;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
3852;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
3853;1700a Textiel- en lederindustrie;Overige immateriële vaste activa;2009;0;;0;;;;;;0
3854;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1969;0;;0;0.0;0.0;0.0;0.0;0.0;0
3855;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1970;0;;0;0.0;0.0;0.0;0.0;0.0;0
3856;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1971;0;;0;0.0;0.0;0.0;0.0;0.0;0
3857;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1972;0;;0;0.0;0.0;0.0;0.0;0.0;0
3858;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1973;0;;0;0.0;0.0;0.0;0.0;0.0;0
3859;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1974;0;;0;0.0;0.0;0.0;0.0;0.0;0
3860;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1975;0;;0;0.0;0.0;0.0;0.0;0.0;0
3861;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1976;0;;0;0.0;0.0;0.0;0.0;0.0;0
3862;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1977;0;;0;0.0;0.0;0.0;0.0;0.0;0
3863;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1978;0;;0;0.0;0.0;0.0;0.0;0.0;0
3864;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1979;0;;0;0.0;0.0;0.0;0.0;0.0;0
3865;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1980;0;;0;0.0;0.0;0.0;0.0;0.0;0
3866;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1981;0;;0;0.0;0.0;0.0;0.0;0.0;0
3867;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1982;0;;0;0.0;0.0;0.0;0.0;0.0;0
3868;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1983;0;;0;0.0;0.0;0.0;0.0;0.0;0
3869;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1984;0;;0;0.0;0.0;0.0;0.0;0.0;0
3870;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1985;0;;0;0.0;0.0;0.0;0.0;0.0;0
3871;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1986;0;;0;0.0;0.0;0.0;0.0;0.0;0
3872;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1987;0;;0;0.0;0.0;0.0;0.0;0.0;0
3873;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
3874;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
3875;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
3876;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
3877;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
3878;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
3879;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
3880;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
3881;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
3882;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
3883;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
3884;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
3885;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
3886;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
3887;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
3888;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
3889;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
3890;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
3891;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
3892;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
3893;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
3894;1700a Textiel- en lederindustrie;In cultuur gebrachte activa;2009;0;;0;;;;;;0
3895;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1969;0;;0;0.0;0.0;0.0;0.0;0.0;0
3896;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1970;0;;0;0.0;0.0;0.0;0.0;0.0;0
3897;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1971;0;;0;0.0;0.0;0.0;0.0;0.0;0
3898;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1972;0;;0;0.0;0.0;0.0;0.0;0.0;0
3899;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1973;0;;0;0.0;0.0;0.0;0.0;0.0;0
3900;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1974;0;;0;0.0;0.0;0.0;0.0;0.0;0
3901;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1975;0;;0;0.0;0.0;0.0;0.0;0.0;0
3902;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1976;0;;0;0.0;0.0;0.0;0.0;0.0;0
3903;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1977;0;;0;0.0;0.0;0.0;0.0;0.0;0
3904;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1978;0;;0;0.0;0.0;0.0;0.0;0.0;0
3905;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1979;0;;0;0.0;0.0;0.0;0.0;0.0;0
3906;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1980;0;;0;0.0;0.0;0.0;0.0;0.0;0
3907;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1981;0;;0;0.0;0.0;0.0;0.0;0.0;0
3908;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1982;0;;0;0.0;0.0;0.0;0.0;0.0;0
3909;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1983;0;;0;0.0;0.0;0.0;0.0;0.0;0
3910;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1984;0;;0;0.0;0.0;0.0;0.0;0.0;0
3911;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1985;0;;0;0.0;0.0;0.0;0.0;0.0;0
3912;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1986;0;;0;0.0;0.0;0.0;0.0;0.0;0
3913;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1987;0;;0;0.0;0.0;0.0;0.0;0.0;0
3914;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
3915;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
3916;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
3917;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
3918;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
3919;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
3920;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
3921;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
3922;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
3923;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
3924;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
3925;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
3926;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
3927;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
3928;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
3929;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
3930;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
3931;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
3932;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
3933;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
3934;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
3935;1700a Textiel- en lederindustrie;Overdrachtskosten op grond;2009;0;;0;;;;;;0
3936;20 Houtindustrie;Totaal kapitaalgoederen;1969;208;59.5;190;8.0;21.0;12.0;0.0;1.0;208
3937;20 Houtindustrie;Totaal kapitaalgoederen;1970;240;63.0;208;19.0;27.0;13.0;0.0;0.0;240
3938;20 Houtindustrie;Totaal kapitaalgoederen;1971;271;65.7;240;19.0;27.0;15.0;0.0;0.0;271
