ID;BedrijfsklassenSBI93EnSectoren;TypeKapitaalgoed;Perioden;KapitaalgoederenvoorraadEindbalans_1;VolumeIndexcijfers2000100_2;KapitaalgoederenvoorraadBeginbalans_3;Herwaardering_4;InvestInVasteActivaProdEnInvoer_5;Afschrijvingen_6;HandelEnOverigeMutaties_7;StatistischVerschil_8;KapitaalgoederenvoorraadEindbalans_9
42;A-Q Alle economische activiteiten;Woningen;1970;52281;39.2;44935;4620.0;3871.0;894.0;44.0;-295.0;52281
43;A-Q Alle economische activiteiten;Woningen;1971;61738;41.3;52281;6226.0;4598.0;1046.0;41.0;-361.0;61738
44;A-Q Alle economische activiteiten;Woningen;1972;72411;43.7;61738;6710.0;5568.0;1209.0;46.0;-442.0;72411
45;A-Q Alle economische activiteiten;Woningen;1973;84689;46.2;72411;7831.0;6305.0;1403.0;34.0;-489.0;84689
46;A-Q Alle economische activiteiten;Woningen;1974;99471;48.2;84689;10634.0;6261.0;1654.0;28.0;-487.0;99471
47;A-Q Alle economische activiteiten;Woningen;1975;113886;49.9;99471;10362.0;6412.0;1895.0;31.0;-496.0;113886
48;A-Q Alle economische activiteiten;Woningen;1976;128640;51.7;113886;10349.0;7019.0;2139.0;46.0;-521.0;128640
49;A-Q Alle economische activiteiten;Woningen;1977;147323;53.9;128640;12689.0;9056.0;2441.0;50.0;-671.0;147323
50;A-Q Alle economische activiteiten;Woningen;1978;165784;56.1;147323;11924.0;9983.0;2750.0;41.0;-738.0;165784
51;A-Q Alle economische activiteiten;Woningen;1979;186943;58.1;165784;14779.0;10188.0;3100.0;45.0;-753.0;186943
52;A-Q Alle economische activiteiten;Woningen;1980;210231;60.1;186943;16206.0;11387.0;3496.0;64.0;-873.0;210231
53;A-Q Alle economische activiteiten;Woningen;1981;230570;61.8;210231;14086.0;10896.0;3848.0;52.0;-847.0;230570
54;A-Q Alle economische activiteiten;Woningen;1982;242002;63.3;230570;5727.0;10559.0;4068.0;37.0;-822.0;242002
55;A-Q Alle economische activiteiten;Woningen;1983;248659;64.8;242002;1008.0;10433.0;4196.0;19.0;-607.0;248659
56;A-Q Alle economische activiteiten;Woningen;1984;255887;66.3;248659;1302.0;10845.0;4343.0;19.0;-595.0;255887
57;A-Q Alle economische activiteiten;Woningen;1985;263140;67.8;255887;1394.0;10765.0;4488.0;38.0;-457.0;263140
58;A-Q Alle economische activiteiten;Woningen;1986;269874;69.4;263140;445.0;11321.0;4614.0;38.0;-456.0;269874
59;A-Q Alle economische activiteiten;Woningen;1987;282296;71.2;269874;5124.0;11565.0;4839.0;38.0;533.0;282296
60;A-Q Alle economische activiteiten;Woningen;1988;297956;73.4;282296;7016.0;13163.0;5100.0;39.0;542.0;297956
61;A-Q Alle economische activiteiten;Woningen;1989;312058;75.5;297956;5330.0;13391.0;5358.0;60.0;679.0;312058
62;A-Q Alle economische activiteiten;Woningen;1990;328834;77.5;312058;8332.0;13410.0;5660.0;40.0;653.0;328834
63;A-Q Alle economische activiteiten;Woningen;1991;345647;79.3;328834;8983.0;13131.0;5983.0;41.0;642.0;345647
64;A-Q Alle economische activiteiten;Woningen;1992;366863;81.3;345647;12193.0;14598.0;6359.0;43.0;741.0;366863
65;A-Q Alle economische activiteiten;Woningen;1993;383801;83.3;366863;7771.0;15140.0;6674.0;22.0;679.0;383801
66;A-Q Alle economische activiteiten;Woningen;1994;401275;85.5;383801;6998.0;16542.0;6980.0;91.0;823.0;401275
67;A-Q Alle economische activiteiten;Woningen;1995;421466;87.7;401275;9656.0;16954.0;7352.0;70.0;864.0;421466
68;A-Q Alle economische activiteiten;Woningen;1996;447253;90.0;421466;14382.0;18321.0;7817.0;48.0;852.0;447253
69;A-Q Alle economische activiteiten;Woningen;1997;470716;92.4;447253;10949.0;19928.0;8239.0;74.0;752.0;470716
70;A-Q Alle economische activiteiten;Woningen;1998;497835;94.9;470716;14170.0;21153.0;8728.0;101.0;422.0;497835
71;A-Q Alle economische activiteiten;Woningen;1999;533512;97.4;497835;21506.0;22900.0;9348.0;51.0;569.0;533512
72;A-Q Alle economische activiteiten;Woningen;2000;578964;100.0;533512;30550.0;24674.0;10160.0;134.0;255.0;578964
73;A-Q Alle economische activiteiten;Woningen;2001;633593;102.6;578964;38463.0;27189.0;11138.0;115.0;0.0;633593
74;A-Q Alle economische activiteiten;Woningen;2002;686014;104.9;633593;37493.0;26950.0;12111.0;89.0;0.0;686014
75;A-Q Alle economische activiteiten;Woningen;2003;729642;107.0;686014;29429.0;27020.0;12944.0;123.0;0.0;729642
76;A-Q Alle economische activiteiten;Woningen;2004;765060;109.2;729642;20101.0;28886.0;13619.0;50.0;0.0;765060
77;A-Q Alle economische activiteiten;Woningen;2005;800898;111.5;765060;18916.0;31145.0;14288.0;65.0;0.0;800898
78;A-Q Alle economische activiteiten;Woningen;2006;849177;114.1;800898;29144.0;34233.0;15176.0;78.0;0.0;849177
79;A-Q Alle economische activiteiten;Woningen;2007;886682;116.8;849177;16644.0;36637.0;15867.0;90.0;0.0;886682
80;A-Q Alle economische activiteiten;Woningen;2008;934385;119.6;886682;26330.0;38076.0;16757.0;55.0;0.0;934385
81;A-Q Alle economische activiteiten;Woningen;2009;975479;121.6;934385;24834.0;33785.0;17602.0;77.0;0.0;975479
82;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1969;33912;55.9;30134;2227.0;2838.0;1205.0;-82.0;0.0;33912
83;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1970;39381;59.2;33912;3285.0;3635.0;1387.0;-64.0;0.0;39381
84;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1971;45719;62.1;39381;4212.0;3802.0;1611.0;-65.0;1.0;45719
85;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1972;52262;64.1;45719;4872.0;3589.0;1858.0;-63.0;3.0;52262
86;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1973;57820;66.3;52262;3660.0;4037.0;2057.0;-84.0;1.0;57820
87;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1974;66929;68.2;57820;7202.0;4362.0;2394.0;-64.0;3.0;66929
88;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1975;75729;70.1;66929;6739.0;4805.0;2721.0;-31.0;7.0;75729
89;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1976;85361;72.2;75729;7162.0;5588.0;3076.0;-46.0;4.0;85361
90;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1977;95101;73.9;85361;7560.0;5680.0;3453.0;-50.0;3.0;95101
91;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1978;106004;75.6;95101;8565.0;6245.0;3868.0;-41.0;2.0;106004
92;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1979;116977;76.9;106004;9011.0;6303.0;4302.0;-45.0;6.0;116977
93;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1980;129958;78.4;116977;10531.0;7305.0;4796.0;-64.0;5.0;129958
94;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1981;139092;79.0;129958;7943.0;6434.0;5196.0;-52.0;5.0;139092
95;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1982;142752;79.4;139092;2915.0;6175.0;5396.0;-37.0;3.0;142752
96;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1983;143111;79.7;142752;-55.0;5894.0;5464.0;-19.0;4.0;143111
97;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1984;144577;80.1;143111;783.0;6260.0;5559.0;-19.0;0.0;144577
98;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1985;144376;80.5;144577;-1003.0;6431.0;5592.0;-38.0;2.0;144376
99;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1986;146252;81.2;144376;579.0;7030.0;5699.0;-38.0;5.0;146252
100;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1987;150641;82.3;146252;2471.0;7690.0;5888.0;-38.0;154.0;150641
101;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1988;157333;83.7;150641;4062.0;8736.0;6161.0;-39.0;94.0;157333
102;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1989;163589;85.3;157333;3045.0;9535.0;6414.0;-60.0;150.0;163589
103;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1990;171662;87.2;163589;4503.0;10177.0;6739.0;-40.0;172.0;171662
104;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1991;180337;89.2;171662;4595.0;10865.0;7083.0;-41.0;339.0;180337
105;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1992;189966;90.8;180337;6239.0;10578.0;7490.0;-43.0;345.0;189966
106;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1993;196179;91.9;189966;3907.0;9817.0;7783.0;-22.0;293.0;196179
107;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1994;201657;92.8;196179;3441.0;9906.0;8037.0;-91.0;260.0;201657
108;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1995;209455;93.8;201657;5583.0;10367.0;8376.0;-70.0;294.0;209455
109;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1996;218028;94.6;209455;6651.0;10470.0;8762.0;-48.0;263.0;218028
110;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1997;224417;95.5;218028;4360.0;10861.0;9060.0;-74.0;302.0;224417
111;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1998;233150;96.7;224417;5937.0;11965.0;9433.0;-101.0;365.0;233150
112;A-Q Alle economische activiteiten;Bedrijfsgebouwen;1999;243920;98.2;233150;6885.0;13421.0;9874.0;-51.0;389.0;243920
113;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2000;260225;100.0;243920;11676.0;14968.0;10546.0;-134.0;341.0;260225
114;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2001;280151;101.6;260225;15589.0;15828.0;11376.0;-115.0;0.0;280151
115;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2002;296418;102.9;280151;12522.0;15903.0;12069.0;-89.0;0.0;296418
116;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2003;306120;103.9;296418;6703.0;15636.0;12514.0;-123.0;0.0;306120
117;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2004;312934;104.5;306120;5086.0;14646.0;12868.0;-50.0;0.0;312934
118;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2005;321192;104.9;312934;6910.0;14683.0;13270.0;-65.0;0.0;321192
119;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2006;333394;105.4;321192;10660.0;15448.0;13828.0;-78.0;0.0;333394
120;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2007;344708;106.5;333394;7819.0;17877.0;14293.0;-90.0;0.0;344708
121;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2008;363334;108.1;344708;13059.0;20657.0;15036.0;-55.0;0.0;363334
122;A-Q Alle economische activiteiten;Bedrijfsgebouwen;2009;381669;109.3;363334;14314.0;19944.0;15846.0;-77.0;0.0;381669
123;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1969;30164;60.8;26682;1942.0;2389.0;855.0;0.0;6.0;30164
124;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1970;34672;64.1;30164;2737.0;2756.0;983.0;-1.0;-2.0;34672
125;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1971;40494;67.8;34672;3609.0;3353.0;1142.0;-1.0;3.0;40494
126;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1972;46320;71.0;40494;3737.0;3399.0;1310.0;-1.0;1.0;46320
127;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1973;52994;73.7;46320;4742.0;3435.0;1505.0;-1.0;2.0;52994
128;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1974;61535;76.1;52994;6603.0;3694.0;1757.0;-1.0;1.0;61535
129;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1975;69768;78.5;61535;6114.0;4116.0;1998.0;0.0;1.0;69768
130;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1976;78485;80.6;69768;6589.0;4387.0;2257.0;0.0;-1.0;78485
131;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1977;87000;82.2;78485;6857.0;4177.0;2519.0;0.0;0.0;87000
132;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1978;95924;83.7;87000;7254.0;4455.0;2787.0;0.0;2.0;95924
133;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1979;106055;84.8;95924;8728.0;4504.0;3098.0;0.0;-3.0;106055
134;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1980;117296;85.9;106055;9744.0;4935.0;3438.0;0.0;0.0;117296
135;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1981;126059;86.8;117296;7373.0;5094.0;3709.0;0.0;5.0;126059
136;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1982;130854;87.5;126059;3813.0;4849.0;3868.0;0.0;1.0;130854
137;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1983;132978;88.0;130854;1392.0;4674.0;3947.0;0.0;5.0;132978
138;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1984;137311;88.6;132978;3387.0;5003.0;4072.0;0.0;16.0;137311
139;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1985;141833;89.1;137311;3662.0;5069.0;4211.0;0.0;2.0;141833
140;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1986;141657;89.6;141833;-988.0;5035.0;4223.0;0.0;0.0;141657
141;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1987;141617;90.0;141657;-628.0;4853.0;4238.0;0.0;-27.0;141617
142;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1988;143752;90.5;141617;1288.0;5177.0;4309.0;0.0;-21.0;143752
143;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1989;150344;91.1;143752;5756.0;5358.0;4521.0;0.0;-1.0;150344
144;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1990;156625;91.6;150344;5368.0;5638.0;4723.0;0.0;-2.0;156625
145;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1991;163896;92.1;156625;6333.0;5885.0;4949.0;0.0;2.0;163896
146;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1992;170045;93.0;163896;4611.0;6671.0;5133.0;0.0;0.0;170045
147;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1993;176750;93.8;170045;5135.0;6870.0;5355.0;0.0;55.0;176750
148;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1994;180889;94.5;176750;2774.0;6852.0;5508.0;0.0;21.0;180889
149;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1995;186509;95.2;180889;4180.0;7121.0;5690.0;0.0;8.0;186509
150;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1996;191676;96.1;186509;3350.0;7663.0;5848.0;0.0;3.0;191676
151;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1997;196274;96.8;191676;3239.0;7357.0;6013.0;0.0;15.0;196274
152;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1998;202309;97.6;196274;4512.0;7719.0;6211.0;0.0;15.0;202309
153;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;1999;209294;98.6;202309;4794.0;8609.0;6423.0;0.0;5.0;209294
154;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2000;221072;100.0;209294;8644.0;9931.0;6789.0;0.0;-8.0;221072
155;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2001;235264;101.4;221072;10913.0;10517.0;7238.0;0.0;0.0;235264
156;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2002;247694;102.7;235264;9423.0;10634.0;7627.0;0.0;0.0;247694
157;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2003;261667;103.7;247694;11346.0;10675.0;8048.0;0.0;0.0;261667
158;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2004;265451;104.4;261667;2048.0;9908.0;8172.0;0.0;0.0;265451
159;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2005;270636;105.4;265451;2673.0;10829.0;8317.0;0.0;0.0;270636
160;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2006;281330;106.4;270636;7907.0;11420.0;8633.0;0.0;0.0;281330
161;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2007;294045;107.4;281330;9886.0;11853.0;9024.0;0.0;0.0;294045
162;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2008;311052;108.6;294045;13711.0;12836.0;9540.0;0.0;0.0;311052
163;A-Q Alle economische activiteiten;Grond-, weg- en waterbouwkundige werken;2009;311780;109.9;311052;-3045.0;13317.0;9544.0;0.0;0.0;311780
164;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1969;6903;45.4;6927;-42.0;913.0;807.0;-83.0;-6.0;6903
165;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1970;7355;46.4;6903;282.0;1207.0;897.0;-138.0;-3.0;7355
166;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1971;8586;48.9;7355;809.0;1588.0;1038.0;-137.0;9.0;8586
167;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1972;8928;49.7;8586;197.0;1410.0;1136.0;-127.0;-2.0;8928
168;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1973;9372;50.5;8928;297.0;1516.0;1212.0;-155.0;-3.0;9372
169;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1974;10453;50.5;9372;1112.0;1455.0;1374.0;-108.0;-4.0;10453
170;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1975;11812;50.8;10453;1280.0;1763.0;1562.0;-131.0;8.0;11812
171;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1976;12715;50.6;11812;941.0;1776.0;1736.0;-81.0;4.0;12715
172;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1977;13447;51.9;12715;390.0;2297.0;1869.0;-90.0;3.0;13447
173;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1978;14381;54.0;13447;371.0;2635.0;2004.0;-76.0;8.0;14381
174;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1979;15688;57.0;14381;478.0;3150.0;2181.0;-141.0;2.0;15688
175;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1980;16995;58.1;15688;989.0;2878.0;2418.0;-141.0;-1.0;16995
176;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1981;18334;58.3;16995;1285.0;2744.0;2553.0;-138.0;1.0;18334
177;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1982;19883;59.6;18334;1094.0;3346.0;2720.0;-176.0;5.0;19883
178;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1983;21918;63.3;19883;780.0;4321.0;2909.0;-157.0;0.0;21918
179;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1984;23369;65.7;21918;574.0;4349.0;3143.0;-333.0;4.0;23369
180;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1985;24910;68.0;23369;690.0;4676.0;3396.0;-438.0;9.0;24910
181;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1986;25060;70.9;24910;-892.0;5001.0;3597.0;-346.0;-16.0;25060
182;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1987;26046;72.5;25060;389.0;5018.0;3913.0;-506.0;-1.0;26046
183;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1988;26726;73.2;26046;425.0;4861.0;4137.0;-511.0;41.0;26726
184;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1989;28628;76.0;26726;842.0;6046.0;4411.0;-623.0;48.0;28628
185;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1990;30242;78.7;28628;571.0;6504.0;4689.0;-815.0;43.0;30242
186;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1991;32127;82.3;30242;494.0;7066.0;4986.0;-648.0;-42.0;32127
187;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1992;33254;83.9;32127;510.0;6751.0;5336.0;-799.0;2.0;33254
188;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1993;33032;83.7;33254;-163.0;6193.0;5434.0;-814.0;-5.0;33032
189;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1994;33166;84.0;33032;30.0;6408.0;5413.0;-887.0;-5.0;33166
190;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1995;34354;86.7;33166;125.0;7447.0;5502.0;-877.0;-5.0;34354
191;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1996;34886;87.7;34354;144.0;7587.0;5729.0;-1439.0;-31.0;34886
192;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1997;35721;89.8;34886;20.0;7536.0;5910.0;-832.0;21.0;35721
193;A-Q Alle economische activiteiten;Totaal vervoermiddelen;1998;37825;93.1;35721;773.0;8650.0;6319.0;-972.0;-28.0;37825
