ID;RegioS;Inkomensverdeling;AantalHuishoudensAbsoluut_1;AantalHuishoudens_2
2720;Barneveld;"5e 10%-groep; 22 000 tot 25 700 euro";1.8;11.0
2721;Barneveld;"6e 10%-groep; 25 700 tot 29 800 euro";1.9;11.0
2722;Barneveld;"7e 10%-groep; 29 800 tot 34 300 euro";1.9;11.0
2723;Barneveld;"8e 10%-groep; 34 300 tot 40 100 euro";1.9;11.0
2724;Barneveld;"9e 10%-groep; 40 100 tot 49 800 euro";1.9;11.0
2725;Barneveld;"10e 10%-groep; meer dan 49 800  euro";2.3;14.0
2726;Barneveld;"1e 10%-groep; minder dan 12 400 euro";1.2;7.0
2727;Barneveld;"2e-4e 10%-groep; 12 400 tot 22 000 euro";4.0;24.0
2728;Barneveld;"5e-8e 10%-groep; 22 000 tot 40 100 euro";7.5;44.0
2729;Barneveld;"9e-10e 10%-groep; meer dan 40 100 euro";4.2;25.0
2730;Bergh;Totaal particulier huishouden;7.2;100.0
2731;Bergh;"1e 10%-groep; minder dan 12 400 euro";0.7;9.0
2732;Bergh;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;9.0
2733;Bergh;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;9.0
2734;Bergh;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
2735;Bergh;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;11.0
2736;Bergh;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;13.0
2737;Bergh;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;10.0
2738;Bergh;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;11.0
2739;Bergh;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;8.0
2740;Bergh;"10e 10%-groep; meer dan 49 800  euro";0.7;9.0
2741;Bergh;"1e 10%-groep; minder dan 12 400 euro";0.7;9.0
2742;Bergh;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.1;29.0
2743;Bergh;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.2;45.0
2744;Bergh;"9e-10e 10%-groep; meer dan 40 100 euro";1.2;17.0
2745;Beuningen;Totaal particulier huishouden;9.5;100.0
2746;Beuningen;"1e 10%-groep; minder dan 12 400 euro";0.7;7.0
2747;Beuningen;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;7.0
2748;Beuningen;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;8.0
2749;Beuningen;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;9.0
2750;Beuningen;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;9.0
2751;Beuningen;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;10.0
2752;Beuningen;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;12.0
2753;Beuningen;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;12.0
2754;Beuningen;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;14.0
2755;Beuningen;"10e 10%-groep; meer dan 49 800  euro";1.1;12.0
2756;Beuningen;"1e 10%-groep; minder dan 12 400 euro";0.7;7.0
2757;Beuningen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.4;25.0
2758;Beuningen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.0;43.0
2759;Beuningen;"9e-10e 10%-groep; meer dan 40 100 euro";2.4;26.0
2760;Borculo;Totaal particulier huishouden;4.0;100.0
2761;Borculo;"1e 10%-groep; minder dan 12 400 euro";0.4;11.0
2762;Borculo;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;8.0
2763;Borculo;"3e 10%-groep; 15 600 tot 18 700 euro";0.3;8.0
2764;Borculo;"4e 10%-groep; 18 700 tot 22 000 euro";0.4;10.0
2765;Borculo;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;12.0
2766;Borculo;"6e 10%-groep; 25 700 tot 29 800 euro";0.5;12.0
2767;Borculo;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;12.0
2768;Borculo;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;10.0
2769;Borculo;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;10.0
2770;Borculo;"10e 10%-groep; meer dan 49 800  euro";0.3;7.0
2771;Borculo;"1e 10%-groep; minder dan 12 400 euro";0.4;11.0
2772;Borculo;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;26.0
2773;Borculo;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.9;46.0
2774;Borculo;"9e-10e 10%-groep; meer dan 40 100 euro";0.7;17.0
2775;Brummen;Totaal particulier huishouden;8.4;100.0
2776;Brummen;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2777;Brummen;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;8.0
2778;Brummen;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
2779;Brummen;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
2780;Brummen;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
2781;Brummen;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;12.0
2782;Brummen;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;11.0
2783;Brummen;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
2784;Brummen;"9e 10%-groep; 40 100 tot 49 800 euro";0.9;11.0
2785;Brummen;"10e 10%-groep; meer dan 49 800  euro";1.0;12.0
2786;Brummen;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2787;Brummen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.2;27.0
2788;Brummen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.6;43.0
2789;Brummen;"9e-10e 10%-groep; meer dan 40 100 euro";1.9;23.0
2790;Buren;Totaal particulier huishouden;9.7;100.0
2791;Buren;"1e 10%-groep; minder dan 12 400 euro";0.8;8.0
2792;Buren;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;8.0
2793;Buren;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;7.0
2794;Buren;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;9.0
2795;Buren;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;8.0
2796;Buren;"6e 10%-groep; 25 700 tot 29 800 euro";1.1;11.0
2797;Buren;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;11.0
2798;Buren;"8e 10%-groep; 34 300 tot 40 100 euro";1.0;11.0
2799;Buren;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;13.0
2800;Buren;"10e 10%-groep; meer dan 49 800  euro";1.3;14.0
2801;Buren;"1e 10%-groep; minder dan 12 400 euro";0.8;8.0
2802;Buren;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;24.0
2803;Buren;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.0;41.0
2804;Buren;"9e-10e 10%-groep; meer dan 40 100 euro";2.6;27.0
2805;Culemborg;Totaal particulier huishouden;10.4;100.0
2806;Culemborg;"1e 10%-groep; minder dan 12 400 euro";0.8;8.0
2807;Culemborg;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;9.0
2808;Culemborg;"3e 10%-groep; 15 600 tot 18 700 euro";1.0;10.0
2809;Culemborg;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;8.0
2810;Culemborg;"5e 10%-groep; 22 000 tot 25 700 euro";0.9;9.0
2811;Culemborg;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;9.0
2812;Culemborg;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;11.0
2813;Culemborg;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;11.0
2814;Culemborg;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;12.0
2815;Culemborg;"10e 10%-groep; meer dan 49 800  euro";1.3;13.0
2816;Culemborg;"1e 10%-groep; minder dan 12 400 euro";0.8;8.0
2817;Culemborg;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.8;27.0
2818;Culemborg;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.2;40.0
2819;Culemborg;"9e-10e 10%-groep; meer dan 40 100 euro";2.6;25.0
2820;Didam;Totaal particulier huishouden;6.3;100.0
2821;Didam;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
2822;Didam;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;8.0
2823;Didam;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;8.0
2824;Didam;"4e 10%-groep; 18 700 tot 22 000 euro";0.6;10.0
2825;Didam;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;11.0
2826;Didam;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;10.0
2827;Didam;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;12.0
2828;Didam;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;13.0
2829;Didam;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;12.0
2830;Didam;"10e 10%-groep; meer dan 49 800  euro";0.6;9.0
2831;Didam;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
2832;Didam;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.6;26.0
2833;Didam;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.9;46.0
2834;Didam;"9e-10e 10%-groep; meer dan 40 100 euro";1.4;22.0
2835;Dinxperlo;Totaal particulier huishouden;3.4;100.0
2836;Dinxperlo;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
2837;Dinxperlo;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;10.0
2838;Dinxperlo;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;11.0
2839;Dinxperlo;"4e 10%-groep; 18 700 tot 22 000 euro";0.3;10.0
2840;Dinxperlo;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;11.0
2841;Dinxperlo;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;11.0
2842;Dinxperlo;"7e 10%-groep; 29 800 tot 34 300 euro";0.4;13.0
2843;Dinxperlo;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;11.0
2844;Dinxperlo;"9e 10%-groep; 40 100 tot 49 800 euro";0.3;9.0
2845;Dinxperlo;"10e 10%-groep; meer dan 49 800  euro";0.3;9.0
2846;Dinxperlo;"1e 10%-groep; minder dan 12 400 euro";0.2;6.0
2847;Dinxperlo;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.0;31.0
2848;Dinxperlo;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.5;45.0
2849;Dinxperlo;"9e-10e 10%-groep; meer dan 40 100 euro";0.6;17.0
2850;Doesburg;Totaal particulier huishouden;4.7;100.0
2851;Doesburg;"1e 10%-groep; minder dan 12 400 euro";0.4;8.0
2852;Doesburg;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;11.0
2853;Doesburg;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;11.0
2854;Doesburg;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;11.0
2855;Doesburg;"5e 10%-groep; 22 000 tot 25 700 euro";0.5;11.0
2856;Doesburg;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;9.0
2857;Doesburg;"7e 10%-groep; 29 800 tot 34 300 euro";0.6;13.0
2858;Doesburg;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;9.0
2859;Doesburg;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;9.0
2860;Doesburg;"10e 10%-groep; meer dan 49 800  euro";0.3;7.0
2861;Doesburg;"1e 10%-groep; minder dan 12 400 euro";0.4;8.0
2862;Doesburg;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.5;33.0
2863;Doesburg;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.0;43.0
2864;Doesburg;"9e-10e 10%-groep; meer dan 40 100 euro";0.8;16.0
2865;Doetinchem;Totaal particulier huishouden;20.4;100.0
2866;Doetinchem;"1e 10%-groep; minder dan 12 400 euro";1.8;9.0
2867;Doetinchem;"2e 10%-groep; 12 400 tot 15 600 euro";2.1;10.0
2868;Doetinchem;"3e 10%-groep; 15 600 tot 18 700 euro";2.1;10.0
2869;Doetinchem;"4e 10%-groep; 18 700 tot 22 000 euro";2.1;10.0
2870;Doetinchem;"5e 10%-groep; 22 000 tot 25 700 euro";2.2;11.0
2871;Doetinchem;"6e 10%-groep; 25 700 tot 29 800 euro";2.3;11.0
2872;Doetinchem;"7e 10%-groep; 29 800 tot 34 300 euro";2.2;11.0
2873;Doetinchem;"8e 10%-groep; 34 300 tot 40 100 euro";2.1;10.0
2874;Doetinchem;"9e 10%-groep; 40 100 tot 49 800 euro";1.8;9.0
2875;Doetinchem;"10e 10%-groep; meer dan 49 800  euro";1.5;8.0
2876;Doetinchem;"1e 10%-groep; minder dan 12 400 euro";1.8;9.0
2877;Doetinchem;"2e-4e 10%-groep; 12 400 tot 22 000 euro";6.3;31.0
2878;Doetinchem;"5e-8e 10%-groep; 22 000 tot 40 100 euro";8.9;44.0
2879;Doetinchem;"9e-10e 10%-groep; meer dan 40 100 euro";3.4;16.0
2880;Druten;Totaal particulier huishouden;6.6;100.0
2881;Druten;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2882;Druten;"2e 10%-groep; 12 400 tot 15 600 euro";0.5;8.0
2883;Druten;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;9.0
2884;Druten;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;7.0
2885;Druten;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;10.0
2886;Druten;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;11.0
2887;Druten;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;12.0
2888;Druten;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;12.0
2889;Druten;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;11.0
2890;Druten;"10e 10%-groep; meer dan 49 800  euro";0.7;11.0
2891;Druten;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2892;Druten;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;25.0
2893;Druten;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.9;44.0
2894;Druten;"9e-10e 10%-groep; meer dan 40 100 euro";1.5;23.0
2895;Duiven;Totaal particulier huishouden;9.8;100.0
2896;Duiven;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
2897;Duiven;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;7.0
2898;Duiven;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;8.0
2899;Duiven;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;9.0
2900;Duiven;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;10.0
2901;Duiven;"6e 10%-groep; 25 700 tot 29 800 euro";1.2;12.0
2902;Duiven;"7e 10%-groep; 29 800 tot 34 300 euro";1.2;12.0
2903;Duiven;"8e 10%-groep; 34 300 tot 40 100 euro";1.3;13.0
2904;Duiven;"9e 10%-groep; 40 100 tot 49 800 euro";1.2;13.0
2905;Duiven;"10e 10%-groep; meer dan 49 800  euro";0.9;9.0
2906;Duiven;"1e 10%-groep; minder dan 12 400 euro";0.6;6.0
2907;Duiven;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.4;25.0
2908;Duiven;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.7;48.0
2909;Duiven;"9e-10e 10%-groep; meer dan 40 100 euro";2.2;22.0
2910;Ede;Totaal particulier huishouden;39.6;100.0
2911;Ede;"1e 10%-groep; minder dan 12 400 euro";3.2;8.0
2912;Ede;"2e 10%-groep; 12 400 tot 15 600 euro";3.3;8.0
2913;Ede;"3e 10%-groep; 15 600 tot 18 700 euro";3.4;9.0
2914;Ede;"4e 10%-groep; 18 700 tot 22 000 euro";3.7;9.0
2915;Ede;"5e 10%-groep; 22 000 tot 25 700 euro";3.9;10.0
2916;Ede;"6e 10%-groep; 25 700 tot 29 800 euro";4.2;11.0
2917;Ede;"7e 10%-groep; 29 800 tot 34 300 euro";4.1;10.0
2918;Ede;"8e 10%-groep; 34 300 tot 40 100 euro";4.5;11.0
2919;Ede;"9e 10%-groep; 40 100 tot 49 800 euro";4.6;12.0
2920;Ede;"10e 10%-groep; meer dan 49 800  euro";4.7;12.0
2921;Ede;"1e 10%-groep; minder dan 12 400 euro";3.2;8.0
2922;Ede;"2e-4e 10%-groep; 12 400 tot 22 000 euro";10.3;26.0
2923;Ede;"5e-8e 10%-groep; 22 000 tot 40 100 euro";16.7;42.0
2924;Ede;"9e-10e 10%-groep; meer dan 40 100 euro";9.3;23.0
2925;Eibergen;Totaal particulier huishouden;6.3;100.0
2926;Eibergen;"1e 10%-groep; minder dan 12 400 euro";0.7;11.0
2927;Eibergen;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;9.0
2928;Eibergen;"3e 10%-groep; 15 600 tot 18 700 euro";0.6;10.0
2929;Eibergen;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;8.0
2930;Eibergen;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;10.0
2931;Eibergen;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;11.0
2932;Eibergen;"7e 10%-groep; 29 800 tot 34 300 euro";0.7;10.0
2933;Eibergen;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;11.0
2934;Eibergen;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;10.0
2935;Eibergen;"10e 10%-groep; meer dan 49 800  euro";0.6;9.0
2936;Eibergen;"1e 10%-groep; minder dan 12 400 euro";0.7;11.0
2937;Eibergen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.7;27.0
2938;Eibergen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.7;43.0
2939;Eibergen;"9e-10e 10%-groep; meer dan 40 100 euro";1.2;19.0
2940;Elburg;Totaal particulier huishouden;7.8;100.0
2941;Elburg;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2942;Elburg;"2e 10%-groep; 12 400 tot 15 600 euro";0.6;7.0
2943;Elburg;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;7.0
2944;Elburg;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
2945;Elburg;"5e 10%-groep; 22 000 tot 25 700 euro";0.9;11.0
2946;Elburg;"6e 10%-groep; 25 700 tot 29 800 euro";0.9;12.0
2947;Elburg;"7e 10%-groep; 29 800 tot 34 300 euro";0.9;12.0
2948;Elburg;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
2949;Elburg;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;10.0
2950;Elburg;"10e 10%-groep; meer dan 49 800  euro";0.9;11.0
2951;Elburg;"1e 10%-groep; minder dan 12 400 euro";0.6;8.0
2952;Elburg;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.9;25.0
2953;Elburg;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.6;46.0
2954;Elburg;"9e-10e 10%-groep; meer dan 40 100 euro";1.6;21.0
2955;Epe;Totaal particulier huishouden;13.1;100.0
2956;Epe;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
2957;Epe;"2e 10%-groep; 12 400 tot 15 600 euro";1.1;9.0
2958;Epe;"3e 10%-groep; 15 600 tot 18 700 euro";1.3;10.0
2959;Epe;"4e 10%-groep; 18 700 tot 22 000 euro";1.4;11.0
2960;Epe;"5e 10%-groep; 22 000 tot 25 700 euro";1.4;11.0
2961;Epe;"6e 10%-groep; 25 700 tot 29 800 euro";1.4;11.0
2962;Epe;"7e 10%-groep; 29 800 tot 34 300 euro";1.4;11.0
2963;Epe;"8e 10%-groep; 34 300 tot 40 100 euro";1.3;10.0
2964;Epe;"9e 10%-groep; 40 100 tot 49 800 euro";1.3;10.0
2965;Epe;"10e 10%-groep; meer dan 49 800  euro";1.5;11.0
2966;Epe;"1e 10%-groep; minder dan 12 400 euro";1.0;8.0
2967;Epe;"2e-4e 10%-groep; 12 400 tot 22 000 euro";3.8;29.0
2968;Epe;"5e-8e 10%-groep; 22 000 tot 40 100 euro";5.5;42.0
2969;Epe;"9e-10e 10%-groep; meer dan 40 100 euro";2.8;21.0
2970;Ermelo;Totaal particulier huishouden;10.1;100.0
2971;Ermelo;"1e 10%-groep; minder dan 12 400 euro";1.2;12.0
2972;Ermelo;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;7.0
2973;Ermelo;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;8.0
2974;Ermelo;"4e 10%-groep; 18 700 tot 22 000 euro";0.9;9.0
2975;Ermelo;"5e 10%-groep; 22 000 tot 25 700 euro";1.0;10.0
2976;Ermelo;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;10.0
2977;Ermelo;"7e 10%-groep; 29 800 tot 34 300 euro";1.0;10.0
2978;Ermelo;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;11.0
2979;Ermelo;"9e 10%-groep; 40 100 tot 49 800 euro";1.2;12.0
2980;Ermelo;"10e 10%-groep; meer dan 49 800  euro";1.3;13.0
2981;Ermelo;"1e 10%-groep; minder dan 12 400 euro";1.2;12.0
2982;Ermelo;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;23.0
2983;Ermelo;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.1;40.0
2984;Ermelo;"9e-10e 10%-groep; meer dan 40 100 euro";2.5;25.0
2985;Geldermalsen;Totaal particulier huishouden;9.7;100.0
2986;Geldermalsen;"1e 10%-groep; minder dan 12 400 euro";0.8;8.0
2987;Geldermalsen;"2e 10%-groep; 12 400 tot 15 600 euro";0.7;8.0
2988;Geldermalsen;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;7.0
2989;Geldermalsen;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;8.0
2990;Geldermalsen;"5e 10%-groep; 22 000 tot 25 700 euro";0.9;9.0
2991;Geldermalsen;"6e 10%-groep; 25 700 tot 29 800 euro";1.1;11.0
2992;Geldermalsen;"7e 10%-groep; 29 800 tot 34 300 euro";1.1;11.0
2993;Geldermalsen;"8e 10%-groep; 34 300 tot 40 100 euro";1.1;11.0
2994;Geldermalsen;"9e 10%-groep; 40 100 tot 49 800 euro";1.2;12.0
2995;Geldermalsen;"10e 10%-groep; meer dan 49 800  euro";1.3;14.0
2996;Geldermalsen;"1e 10%-groep; minder dan 12 400 euro";0.8;8.0
2997;Geldermalsen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.2;23.0
2998;Geldermalsen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";4.1;42.0
2999;Geldermalsen;"9e-10e 10%-groep; meer dan 40 100 euro";2.5;26.0
3000;Gendringen;Totaal particulier huishouden;8.0;100.0
3001;Gendringen;"1e 10%-groep; minder dan 12 400 euro";0.8;10.0
3002;Gendringen;"2e 10%-groep; 12 400 tot 15 600 euro";0.8;10.0
3003;Gendringen;"3e 10%-groep; 15 600 tot 18 700 euro";0.8;10.0
3004;Gendringen;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;10.0
3005;Gendringen;"5e 10%-groep; 22 000 tot 25 700 euro";0.8;10.0
3006;Gendringen;"6e 10%-groep; 25 700 tot 29 800 euro";1.0;12.0
3007;Gendringen;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;11.0
3008;Gendringen;"8e 10%-groep; 34 300 tot 40 100 euro";0.9;11.0
3009;Gendringen;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;10.0
3010;Gendringen;"10e 10%-groep; meer dan 49 800  euro";0.6;7.0
3011;Gendringen;"1e 10%-groep; minder dan 12 400 euro";0.8;10.0
3012;Gendringen;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.4;29.0
3013;Gendringen;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.5;44.0
3014;Gendringen;"9e-10e 10%-groep; meer dan 40 100 euro";1.3;17.0
3015;Gorssel;Totaal particulier huishouden;5.4;100.0
3016;Gorssel;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
3017;Gorssel;"2e 10%-groep; 12 400 tot 15 600 euro";0.3;6.0
3018;Gorssel;"3e 10%-groep; 15 600 tot 18 700 euro";0.5;9.0
3019;Gorssel;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;9.0
3020;Gorssel;"5e 10%-groep; 22 000 tot 25 700 euro";0.6;11.0
3021;Gorssel;"6e 10%-groep; 25 700 tot 29 800 euro";0.6;10.0
3022;Gorssel;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;9.0
3023;Gorssel;"8e 10%-groep; 34 300 tot 40 100 euro";0.7;13.0
3024;Gorssel;"9e 10%-groep; 40 100 tot 49 800 euro";0.6;11.0
3025;Gorssel;"10e 10%-groep; meer dan 49 800  euro";0.8;14.0
3026;Gorssel;"1e 10%-groep; minder dan 12 400 euro";0.4;7.0
3027;Gorssel;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.3;24.0
3028;Gorssel;"5e-8e 10%-groep; 22 000 tot 40 100 euro";2.4;44.0
3029;Gorssel;"9e-10e 10%-groep; meer dan 40 100 euro";1.4;25.0
3030;Groenlo;Totaal particulier huishouden;3.8;100.0
3031;Groenlo;"1e 10%-groep; minder dan 12 400 euro";0.2;5.0
3032;Groenlo;"2e 10%-groep; 12 400 tot 15 600 euro";0.4;11.0
3033;Groenlo;"3e 10%-groep; 15 600 tot 18 700 euro";0.4;11.0
3034;Groenlo;"4e 10%-groep; 18 700 tot 22 000 euro";0.5;12.0
3035;Groenlo;"5e 10%-groep; 22 000 tot 25 700 euro";0.4;11.0
3036;Groenlo;"6e 10%-groep; 25 700 tot 29 800 euro";0.4;11.0
3037;Groenlo;"7e 10%-groep; 29 800 tot 34 300 euro";0.5;13.0
3038;Groenlo;"8e 10%-groep; 34 300 tot 40 100 euro";0.4;10.0
3039;Groenlo;"9e 10%-groep; 40 100 tot 49 800 euro";0.4;10.0
3040;Groenlo;"10e 10%-groep; meer dan 49 800  euro";0.3;7.0
3041;Groenlo;"1e 10%-groep; minder dan 12 400 euro";0.2;5.0
3042;Groenlo;"2e-4e 10%-groep; 12 400 tot 22 000 euro";1.3;33.0
3043;Groenlo;"5e-8e 10%-groep; 22 000 tot 40 100 euro";1.7;45.0
3044;Groenlo;"9e-10e 10%-groep; meer dan 40 100 euro";0.6;17.0
3045;Groesbeek;Totaal particulier huishouden;7.3;100.0
3046;Groesbeek;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
3047;Groesbeek;"2e 10%-groep; 12 400 tot 15 600 euro";0.9;12.0
3048;Groesbeek;"3e 10%-groep; 15 600 tot 18 700 euro";0.7;9.0
3049;Groesbeek;"4e 10%-groep; 18 700 tot 22 000 euro";0.8;11.0
3050;Groesbeek;"5e 10%-groep; 22 000 tot 25 700 euro";0.7;10.0
3051;Groesbeek;"6e 10%-groep; 25 700 tot 29 800 euro";0.7;10.0
3052;Groesbeek;"7e 10%-groep; 29 800 tot 34 300 euro";0.8;10.0
3053;Groesbeek;"8e 10%-groep; 34 300 tot 40 100 euro";0.8;11.0
3054;Groesbeek;"9e 10%-groep; 40 100 tot 49 800 euro";0.8;10.0
3055;Groesbeek;"10e 10%-groep; meer dan 49 800  euro";0.7;10.0
3056;Groesbeek;"1e 10%-groep; minder dan 12 400 euro";0.5;7.0
3057;Groesbeek;"2e-4e 10%-groep; 12 400 tot 22 000 euro";2.3;32.0
3058;Groesbeek;"5e-8e 10%-groep; 22 000 tot 40 100 euro";3.0;41.0
3059;Groesbeek;"9e-10e 10%-groep; meer dan 40 100 euro";1.5;20.0
3060;Harderwijk;Totaal particulier huishouden;15.8;100.0
3061;Harderwijk;"1e 10%-groep; minder dan 12 400 euro";1.2;8.0
3062;Harderwijk;"2e 10%-groep; 12 400 tot 15 600 euro";1.4;9.0
3063;Harderwijk;"3e 10%-groep; 15 600 tot 18 700 euro";1.4;9.0
