ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
9209;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 maart;;;
9210;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 april;;;
9211;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 mei;;;
9212;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 juni;;;
9213;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 juli;;;
9214;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 augustus;;;
9215;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 september;;;
9216;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 oktober;;;
9217;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 november;;;
9218;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018 december;;;
9219;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2018;94.9;;
9220;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 januari;;;
9221;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 februari;;;
9222;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 maart;;;
9223;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 april;;;
9224;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 mei;;;
9225;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 juni;;;
9226;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 juli;;;
9227;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 augustus;;;
9228;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 september;;;
9229;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 oktober;;;
9230;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 november;;;
9231;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019 december;;;
9232;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2019;98.8;;4.1
9233;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 januari;;;
9234;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 februari;;;
9235;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 maart;;;
9236;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 april;;;
9237;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 mei;;;
9238;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 juni;;;
9239;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 juli;;;
9240;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 augustus;;;
9241;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 september;;;
9242;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 oktober;;;
9243;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 november;;;
9244;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020 december;;;
9245;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2020;100.1;;1.3
9246;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 januari;;;
9247;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 februari;;;
9248;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 maart;;;
9249;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 april;;;
9250;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 mei;;;
9251;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 juni;;;
9252;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 juli;;;
9253;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 augustus;;;
9254;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 september;;;
9255;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 oktober;;;
9256;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 november;;;
9257;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021 december;;;
9258;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2021;;;
9259;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 januari;;;
9260;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 februari;;;
9261;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 maart;;;
9262;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 april;;;
9263;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 mei;;;
9264;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 juni;;;
9265;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 juli;;;
9266;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 augustus;;;
9267;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 september;;;
9268;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 oktober;;;
9269;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 november;;;
9270;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022 december ;;;
9271;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2022;;;
9272;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 januari;;;
9273;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 februari;;;
9274;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 maart;;;
9275;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 april;;;
9276;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 mei;;;
9277;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 juni;;;
9278;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 juli;;;
9279;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 augustus;;;
9280;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 september;;;
9281;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 oktober;;;
9282;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 november;;;
9283;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023 december;;;
9284;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2023;;;
9285;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 januari;;;
9286;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 februari;;;
9287;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 maart;;;
9288;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 april;;;
9289;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 mei;;;
9290;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024  juni;;;
9291;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 juli;;;
9292;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 augustus;;;
9293;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 september;;;
9294;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 oktober;;;
9295;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 november;;;
9296;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024 december;;;
9297;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2024;128.1;;1.7
9298;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2025 januari;;;
9299;Totaal afzetprijzen;1103 Cider en andere vruchtenwijnen;2025 februari;;;
9300;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 januari;;;
9301;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 februari;;;
9302;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 maart;;;
9303;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 april;;;
9304;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 mei;;;
9305;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 juni;;;
9306;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 juli;;;
9307;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 augustus;;;
9308;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 september;;;
9309;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 oktober;;;
9310;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 november;;;
9311;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018 december;;;
9312;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2018;;;
9313;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 januari;;;
9314;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 februari;;;
9315;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 maart;;;
9316;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 april;;;
9317;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 mei;;;
9318;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 juni;;;
9319;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 juli;;;
9320;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 augustus;;;
9321;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 september;;;
9322;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 oktober;;;
9323;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 november;;;
9324;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019 december;;;
9325;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2019;;;
9326;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 januari;;;
9327;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 februari;;;
9328;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 maart;;;
9329;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 april;;;
9330;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 mei;;;
9331;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 juni;;;
9332;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 juli;;;
9333;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 augustus;;;
9334;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 september;;;
9335;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 oktober;;;
9336;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 november;;;
9337;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020 december;;;
9338;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2020;;;
9339;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 januari;;;
9340;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 februari;;;
9341;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 maart;;;
9342;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 april;;;
9343;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 mei;;;
9344;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 juni;;;
9345;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 juli;;;
9346;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 augustus;;;
9347;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 september;;;
9348;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 oktober;;;
9349;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 november;;;
9350;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021 december;;;
9351;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2021;;;
9352;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 januari;;;
9353;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 februari;;;
9354;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 maart;;;
9355;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 april;;;
9356;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 mei;;;
9357;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 juni;;;
9358;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 juli;;;
9359;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 augustus;;;
9360;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 september;;;
9361;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 oktober;;;
9362;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 november;;;
9363;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022 december ;;;
9364;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2022;;;
9365;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 januari;;;
9366;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 februari;;;
9367;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 maart;;;
9368;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 april;;;
9369;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 mei;;;
9370;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 juni;;;
9371;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 juli;;;
9372;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 augustus;;;
9373;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 september;;;
9374;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 oktober;;;
9375;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 november;;;
9376;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023 december;;;
9377;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2023;;;
9378;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 januari;;;
9379;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 februari;;;
9380;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 maart;;;
9381;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 april;;;
9382;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 mei;;;
9383;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024  juni;;;
9384;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 juli;;;
9385;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 augustus;;;
9386;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 september;;;
9387;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 oktober;;;
9388;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 november;;;
9389;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024 december;;;
9390;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2024;118.6;;1.9
9391;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2025 januari;;;
9392;Totaal afzetprijzen;1104 Andere niet-gedistilleerde gegis...;2025 februari;;;
9393;Totaal afzetprijzen;1105 Bier;2018 januari;87.4;;
9394;Totaal afzetprijzen;1105 Bier;2018 februari;87.4;0.0;
9395;Totaal afzetprijzen;1105 Bier;2018 maart;87.4;0.0;
9396;Totaal afzetprijzen;1105 Bier;2018 april;87.6;0.2;
9397;Totaal afzetprijzen;1105 Bier;2018 mei;87.6;0.0;
9398;Totaal afzetprijzen;1105 Bier;2018 juni;87.6;0.0;
9399;Totaal afzetprijzen;1105 Bier;2018 juli;87.6;0.0;
9400;Totaal afzetprijzen;1105 Bier;2018 augustus;87.6;0.0;
9401;Totaal afzetprijzen;1105 Bier;2018 september;87.6;0.0;
9402;Totaal afzetprijzen;1105 Bier;2018 oktober;87.7;0.0;
9403;Totaal afzetprijzen;1105 Bier;2018 november;87.7;0.0;
9404;Totaal afzetprijzen;1105 Bier;2018 december;87.7;0.0;
9405;Totaal afzetprijzen;1105 Bier;2018;87.6;;
9406;Totaal afzetprijzen;1105 Bier;2019 januari;88.9;1.4;1.7
9407;Totaal afzetprijzen;1105 Bier;2019 februari;88.9;0.0;1.7
9408;Totaal afzetprijzen;1105 Bier;2019 maart;88.9;0.0;1.7
9409;Totaal afzetprijzen;1105 Bier;2019 april;90.0;1.2;2.7
9410;Totaal afzetprijzen;1105 Bier;2019 mei;90.0;0.0;2.7
9411;Totaal afzetprijzen;1105 Bier;2019 juni;90.0;0.0;2.7
9412;Totaal afzetprijzen;1105 Bier;2019 juli;90.1;0.1;2.8
9413;Totaal afzetprijzen;1105 Bier;2019 augustus;90.1;0.0;2.8
9414;Totaal afzetprijzen;1105 Bier;2019 september;90.1;0.0;2.8
9415;Totaal afzetprijzen;1105 Bier;2019 oktober;90.9;0.9;3.7
9416;Totaal afzetprijzen;1105 Bier;2019 november;90.9;0.0;3.7
9417;Totaal afzetprijzen;1105 Bier;2019 december;92.8;2.0;5.8
9418;Totaal afzetprijzen;1105 Bier;2019;90.2;;2.9
9419;Totaal afzetprijzen;1105 Bier;2020 januari;94.6;2.0;6.4
9420;Totaal afzetprijzen;1105 Bier;2020 februari;94.7;0.0;6.4
9421;Totaal afzetprijzen;1105 Bier;2020 maart;94.7;0.0;6.4
9422;Totaal afzetprijzen;1105 Bier;2020 april;94.8;0.2;5.3
9423;Totaal afzetprijzen;1105 Bier;2020 mei;94.8;0.0;5.3
9424;Totaal afzetprijzen;1105 Bier;2020 juni;94.8;0.0;5.3
9425;Totaal afzetprijzen;1105 Bier;2020 juli;94.8;0.0;5.3
9426;Totaal afzetprijzen;1105 Bier;2020 augustus;94.8;0.0;5.3
9427;Totaal afzetprijzen;1105 Bier;2020 september;94.8;0.0;5.3
9428;Totaal afzetprijzen;1105 Bier;2020 oktober;94.9;0.0;4.3
9429;Totaal afzetprijzen;1105 Bier;2020 november;94.9;0.0;4.4
9430;Totaal afzetprijzen;1105 Bier;2020 december;99.0;4.4;6.7
9431;Totaal afzetprijzen;1105 Bier;2020;95.1;;5.5
9432;Totaal afzetprijzen;1105 Bier;2021 januari;99.8;0.8;5.5
9433;Totaal afzetprijzen;1105 Bier;2021 februari;99.8;-0.1;5.4
9434;Totaal afzetprijzen;1105 Bier;2021 maart;99.7;-0.1;5.3
9435;Totaal afzetprijzen;1105 Bier;2021 april;100.4;0.7;5.9
9436;Totaal afzetprijzen;1105 Bier;2021 mei;100.4;0.0;5.9
9437;Totaal afzetprijzen;1105 Bier;2021 juni;100.0;-0.4;5.5
9438;Totaal afzetprijzen;1105 Bier;2021 juli;100.0;0.0;5.5
9439;Totaal afzetprijzen;1105 Bier;2021 augustus;100.0;0.0;5.5
9440;Totaal afzetprijzen;1105 Bier;2021 september;100.0;0.0;5.4
9441;Totaal afzetprijzen;1105 Bier;2021 oktober;99.9;-0.1;5.3
9442;Totaal afzetprijzen;1105 Bier;2021 november;99.9;0.0;5.3
9443;Totaal afzetprijzen;1105 Bier;2021 december;99.9;0.0;0.9
9444;Totaal afzetprijzen;1105 Bier;2021;100.0;;5.1
9445;Totaal afzetprijzen;1105 Bier;2022 januari;102.4;2.5;2.6
9446;Totaal afzetprijzen;1105 Bier;2022 februari;102.5;0.1;2.8
9447;Totaal afzetprijzen;1105 Bier;2022 maart;104.1;1.5;4.4
9448;Totaal afzetprijzen;1105 Bier;2022 april;104.8;0.7;4.4
9449;Totaal afzetprijzen;1105 Bier;2022 mei;104.8;0.0;4.3
9450;Totaal afzetprijzen;1105 Bier;2022 juni;104.8;0.0;4.8
9451;Totaal afzetprijzen;1105 Bier;2022 juli;106.4;1.5;6.4
9452;Totaal afzetprijzen;1105 Bier;2022 augustus;106.4;0.0;6.4
9453;Totaal afzetprijzen;1105 Bier;2022 september;106.5;0.1;6.5
9454;Totaal afzetprijzen;1105 Bier;2022 oktober;106.6;0.1;6.7
9455;Totaal afzetprijzen;1105 Bier;2022 november;106.6;0.0;6.7
9456;Totaal afzetprijzen;1105 Bier;2022 december ;106.6;0.0;6.7
9457;Totaal afzetprijzen;1105 Bier;2022;105.2;;5.2
9458;Totaal afzetprijzen;1105 Bier;2023 januari;118.1;10.8;15.3
9459;Totaal afzetprijzen;1105 Bier;2023 februari;118.2;0.1;15.3
9460;Totaal afzetprijzen;1105 Bier;2023 maart;118.5;0.2;13.8
9461;Totaal afzetprijzen;1105 Bier;2023 april;117.5;-0.8;12.1
9462;Totaal afzetprijzen;1105 Bier;2023 mei;117.5;0.0;12.1
9463;Totaal afzetprijzen;1105 Bier;2023 juni;117.7;0.1;12.3
9464;Totaal afzetprijzen;1105 Bier;2023 juli;110.9;-5.8;4.2
9465;Totaal afzetprijzen;1105 Bier;2023 augustus;111.1;0.2;4.4
9466;Totaal afzetprijzen;1105 Bier;2023 september;110.7;-0.3;4.0
9467;Totaal afzetprijzen;1105 Bier;2023 oktober;110.8;0.0;4.0
9468;Totaal afzetprijzen;1105 Bier;2023 november;110.9;0.1;4.1
9469;Totaal afzetprijzen;1105 Bier;2023 december;110.7;-0.2;3.9
9470;Totaal afzetprijzen;1105 Bier;2023;114.4;;8.7
9471;Totaal afzetprijzen;1105 Bier;2024 januari;113.6;2.6;-3.8
9472;Totaal afzetprijzen;1105 Bier;2024 februari;113.2;-0.3;-4.2
9473;Totaal afzetprijzen;1105 Bier;2024 maart;112.9;-0.2;-4.7
9474;Totaal afzetprijzen;1105 Bier;2024 april;114.8;1.6;-2.3
9475;Totaal afzetprijzen;1105 Bier;2024 mei;113.8;-0.8;-3.1
9476;Totaal afzetprijzen;1105 Bier;2024  juni;114.0;0.2;-3.1
9477;Totaal afzetprijzen;1105 Bier;2024 juli;113.6;-0.3;2.5
9478;Totaal afzetprijzen;1105 Bier;2024 augustus;113.3;-0.2;2.0
9479;Totaal afzetprijzen;1105 Bier;2024 september;113.7;0.3;2.6
9480;Totaal afzetprijzen;1105 Bier;2024 oktober;114.1;0.4;3.0
9481;Totaal afzetprijzen;1105 Bier;2024 november;114.2;0.1;2.9
9482;Totaal afzetprijzen;1105 Bier;2024 december;114.3;0.1;3.2
9483;Totaal afzetprijzen;1105 Bier;2024;113.8;;-0.5
9484;Totaal afzetprijzen;1105 Bier;2025 januari;109.1;-4.5;-4.0
9485;Totaal afzetprijzen;1105 Bier;2025 februari;109.1;0.0;-3.7
9486;Totaal afzetprijzen;1106 Mout;2018 januari;;;
9487;Totaal afzetprijzen;1106 Mout;2018 februari;;;
9488;Totaal afzetprijzen;1106 Mout;2018 maart;;;
9489;Totaal afzetprijzen;1106 Mout;2018 april;;;
9490;Totaal afzetprijzen;1106 Mout;2018 mei;;;
9491;Totaal afzetprijzen;1106 Mout;2018 juni;;;
9492;Totaal afzetprijzen;1106 Mout;2018 juli;;;
9493;Totaal afzetprijzen;1106 Mout;2018 augustus;;;
9494;Totaal afzetprijzen;1106 Mout;2018 september;;;
9495;Totaal afzetprijzen;1106 Mout;2018 oktober;;;
9496;Totaal afzetprijzen;1106 Mout;2018 november;;;
9497;Totaal afzetprijzen;1106 Mout;2018 december;;;
9498;Totaal afzetprijzen;1106 Mout;2018;85.5;;
9499;Totaal afzetprijzen;1106 Mout;2019 januari;;;
9500;Totaal afzetprijzen;1106 Mout;2019 februari;;;
9501;Totaal afzetprijzen;1106 Mout;2019 maart;;;
9502;Totaal afzetprijzen;1106 Mout;2019 april;;;
9503;Totaal afzetprijzen;1106 Mout;2019 mei;;;
9504;Totaal afzetprijzen;1106 Mout;2019 juni;;;
9505;Totaal afzetprijzen;1106 Mout;2019 juli;;;
9506;Totaal afzetprijzen;1106 Mout;2019 augustus;;;
9507;Totaal afzetprijzen;1106 Mout;2019 september;;;
9508;Totaal afzetprijzen;1106 Mout;2019 oktober;;;
9509;Totaal afzetprijzen;1106 Mout;2019 november;;;
9510;Totaal afzetprijzen;1106 Mout;2019 december;;;
9511;Totaal afzetprijzen;1106 Mout;2019;78.4;;-8.2
9512;Totaal afzetprijzen;1106 Mout;2020 januari;;;
9513;Totaal afzetprijzen;1106 Mout;2020 februari;;;
9514;Totaal afzetprijzen;1106 Mout;2020 maart;;;
9515;Totaal afzetprijzen;1106 Mout;2020 april;;;
9516;Totaal afzetprijzen;1106 Mout;2020 mei;;;
9517;Totaal afzetprijzen;1106 Mout;2020 juni;;;
9518;Totaal afzetprijzen;1106 Mout;2020 juli;;;
9519;Totaal afzetprijzen;1106 Mout;2020 augustus;;;
9520;Totaal afzetprijzen;1106 Mout;2020 september;;;
9521;Totaal afzetprijzen;1106 Mout;2020 oktober;;;
9522;Totaal afzetprijzen;1106 Mout;2020 november;;;
9523;Totaal afzetprijzen;1106 Mout;2020 december;;;
9524;Totaal afzetprijzen;1106 Mout;2020;77.8;;-0.8
9525;Totaal afzetprijzen;1106 Mout;2021 januari;;;
9526;Totaal afzetprijzen;1106 Mout;2021 februari;;;
9527;Totaal afzetprijzen;1106 Mout;2021 maart;;;
9528;Totaal afzetprijzen;1106 Mout;2021 april;;;
9529;Totaal afzetprijzen;1106 Mout;2021 mei;;;
9530;Totaal afzetprijzen;1106 Mout;2021 juni;;;
9531;Totaal afzetprijzen;1106 Mout;2021 juli;;;
9532;Totaal afzetprijzen;1106 Mout;2021 augustus;;;
9533;Totaal afzetprijzen;1106 Mout;2021 september;;;
9534;Totaal afzetprijzen;1106 Mout;2021 oktober;;;
9535;Totaal afzetprijzen;1106 Mout;2021 november;;;
9536;Totaal afzetprijzen;1106 Mout;2021 december;;;
9537;Totaal afzetprijzen;1106 Mout;2021;100.0;;28.5
9538;Totaal afzetprijzen;1106 Mout;2022 januari;;;
9539;Totaal afzetprijzen;1106 Mout;2022 februari;;;
9540;Totaal afzetprijzen;1106 Mout;2022 maart;;;
9541;Totaal afzetprijzen;1106 Mout;2022 april;;;
9542;Totaal afzetprijzen;1106 Mout;2022 mei;;;
9543;Totaal afzetprijzen;1106 Mout;2022 juni;;;
9544;Totaal afzetprijzen;1106 Mout;2022 juli;;;
9545;Totaal afzetprijzen;1106 Mout;2022 augustus;;;
9546;Totaal afzetprijzen;1106 Mout;2022 september;;;
9547;Totaal afzetprijzen;1106 Mout;2022 oktober;;;
9548;Totaal afzetprijzen;1106 Mout;2022 november;;;
9549;Totaal afzetprijzen;1106 Mout;2022 december ;;;
9550;Totaal afzetprijzen;1106 Mout;2022;143.2;;43.2
9551;Totaal afzetprijzen;1106 Mout;2023 januari;;;
9552;Totaal afzetprijzen;1106 Mout;2023 februari;;;
9553;Totaal afzetprijzen;1106 Mout;2023 maart;;;
9554;Totaal afzetprijzen;1106 Mout;2023 april;;;
9555;Totaal afzetprijzen;1106 Mout;2023 mei;;;
9556;Totaal afzetprijzen;1106 Mout;2023 juni;;;
