ID;Afzetgebieden;AlleProdComCoderingen;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
4686;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2020 november;94.8;1.4;0.6
4687;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2020 december;94.9;0.0;0.7
4688;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2020;94.8;;-0.8
4689;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 januari;94.8;-0.1;-0.5
4690;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 februari;96.2;1.5;0.3
4691;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 maart;97.9;1.7;1.6
4692;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 april;99.7;1.9;4.6
4693;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 mei;100.0;0.3;5.7
4694;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 juni;99.9;-0.2;5.5
4695;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 juli;100.1;0.2;5.4
4696;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 augustus;99.9;-0.2;7.0
4697;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 september;101.3;1.4;8.2
4698;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 oktober;102.7;1.4;9.9
4699;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 november;103.4;0.6;9.0
4700;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021 december;103.9;0.5;9.5
4701;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2021;100.0;;5.5
4702;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 januari;109.4;5.2;15.4
4703;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 februari;109.7;0.3;14.0
4704;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 maart;114.4;4.3;16.9
4705;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 april;116.9;2.1;17.2
4706;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 mei;118.4;1.3;18.3
4707;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 juni;118.6;0.2;18.8
4708;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 juli;122.4;3.2;22.2
4709;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 augustus;122.6;0.2;22.7
4710;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 september;123.3;0.6;21.7
4711;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 oktober;123.3;0.0;20.0
4712;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 november;121.6;-1.4;17.6
4713;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022 december ;120.2;-1.1;15.7
4714;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2022;118.4;;18.4
4715;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 januari;119.1;-0.9;8.9
4716;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 februari;116.3;-2.4;5.9
4717;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 maart;117.0;0.6;2.2
4718;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 april;115.3;-1.4;-1.4
4719;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 mei;113.9;-1.2;-3.7
4720;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 juni;113.9;0.0;-4.0
4721;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 juli;112.2;-1.5;-8.3
4722;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 augustus;112.4;0.2;-8.3
4723;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 september;111.7;-0.7;-9.5
4724;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 oktober;113.3;1.4;-8.1
4725;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 november;113.6;0.3;-6.6
4726;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023 december;113.4;-0.1;-5.6
4727;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2023;114.3;;-3.4
4728;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 januari;113.4;0.0;-4.8
4729;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 februari;113.3;-0.1;-2.6
4730;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 maart;112.6;-0.6;-3.7
4731;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 april;111.9;-0.6;-2.9
4732;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 mei;111.8;-0.1;-1.9
4733;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024  juni;111.9;0.1;-1.7
4734;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 juli;113.1;1.0;0.7
4735;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 augustus;113.2;0.2;0.7
4736;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 september;114.6;1.2;2.7
4737;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 oktober;116.3;1.5;2.7
4738;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 november;117.4;0.9;3.4
4739;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024 december;117.6;0.1;3.7
4740;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2024;113.9;;-0.4
4741;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2025 januari;118.8;1.0;4.7
4742;Totaal afzetprijzen;1051 Kaas en andere zuivelproducten;2025 februari;119.6;0.7;5.6
4743;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 januari;99.5;;
4744;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 februari;99.1;-0.4;
4745;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 maart;100.1;1.0;
4746;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 april;97.1;-2.9;
4747;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 mei;97.8;0.6;
4748;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 juni;98.5;0.8;
4749;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 juli;98.4;-0.1;
4750;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 augustus;98.2;-0.3;
4751;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 september;98.3;0.1;
4752;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 oktober;95.8;-2.5;
4753;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 november;95.4;-0.4;
4754;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018 december;93.7;-1.8;
4755;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2018;97.7;;
4756;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 januari;97.9;4.5;-1.6
4757;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 februari;98.0;0.1;-1.1
4758;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 maart;98.2;0.2;-1.9
4759;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 april;99.3;1.1;2.2
4760;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 mei;99.3;0.0;1.5
4761;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 juni;99.1;-0.1;0.6
4762;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 juli;98.0;-1.2;-0.4
4763;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 augustus;98.1;0.1;-0.1
4764;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 september;98.2;0.1;-0.1
4765;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 oktober;96.9;-1.4;1.0
4766;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 november;96.9;0.0;1.5
4767;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019 december;97.0;0.1;3.5
4768;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2019;98.1;;0.4
4769;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 januari;98.9;2.0;1.0
4770;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 februari;98.6;-0.3;0.6
4771;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 maart;98.5;-0.1;0.3
4772;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 april;97.2;-1.3;-2.0
4773;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 mei;96.9;-0.4;-2.4
4774;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 juni;97.3;0.4;-1.9
4775;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 juli;97.1;-0.1;-0.9
4776;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 augustus;96.3;-0.8;-1.8
4777;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 september;95.7;-0.6;-2.5
4778;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 oktober;95.7;0.0;-1.2
4779;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 november;96.0;0.4;-0.9
4780;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020 december;96.0;0.0;-1.0
4781;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2020;97.0;;-1.1
4782;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 januari;95.8;-0.2;-3.2
4783;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 februari;96.7;1.0;-1.9
4784;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 maart;98.2;1.5;-0.3
4785;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 april;100.0;1.8;2.8
4786;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 mei;99.4;-0.5;2.7
4787;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 juni;98.8;-0.6;1.6
4788;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 juli;100.4;1.6;3.3
4789;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 augustus;100.5;0.1;4.4
4790;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 september;101.4;0.9;5.9
4791;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 oktober;102.7;1.3;7.3
4792;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 november;103.2;0.5;7.5
4793;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021 december;102.9;-0.4;7.1
4794;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2021;100.0;;3.1
4795;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 januari;107.2;4.2;11.9
4796;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 februari;109.9;2.6;13.6
4797;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 maart;113.1;2.9;15.2
4798;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 april;116.0;2.5;16.0
4799;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 mei;115.9;-0.1;16.6
4800;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 juni;116.4;0.4;17.8
4801;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 juli;117.9;1.3;17.5
4802;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 augustus;118.1;0.2;17.6
4803;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 september;118.6;0.4;17.0
4804;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 oktober;119.2;0.5;16.1
4805;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 november;118.5;-0.5;14.8
4806;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022 december ;117.9;-0.5;14.6
4807;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2022;115.7;;15.7
4808;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 januari;118.8;0.7;10.8
4809;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 februari;117.7;-0.9;7.1
4810;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 maart;117.0;-0.6;3.4
4811;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 april;116.6;-0.4;0.5
4812;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 mei;116.6;0.0;0.6
4813;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 juni;116.0;-0.5;-0.3
4814;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 juli;115.6;-0.4;-2.0
4815;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 augustus;115.2;-0.3;-2.5
4816;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 september;114.8;-0.4;-3.2
4817;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 oktober;112.6;-1.9;-5.5
4818;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 november;113.0;0.3;-4.7
4819;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023 december;110.2;-2.5;-6.6
4820;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2023;115.3;;-0.3
4821;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 januari;112.8;2.4;-5.0
4822;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 februari;114.7;1.7;-2.6
4823;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 maart;114.9;0.2;-1.8
4824;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 april;115.7;0.7;-0.7
4825;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 mei;115.8;0.1;-0.6
4826;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024  juni;116.4;0.5;0.3
4827;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 juli;117.7;1.2;1.9
4828;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 augustus;118.1;0.3;2.5
4829;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 september;119.4;1.2;4.0
4830;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 oktober;122.4;2.5;8.7
4831;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 november;122.5;0.1;8.4
4832;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024 december;122.7;0.2;11.4
4833;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2024;117.8;;2.1
4834;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2025 januari;123.6;0.7;9.5
4835;Totaal afzetprijzen;10511 Verwerkte vloeibare melk en room;2025 februari;123.4;-0.2;7.6
4836;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 januari;70.3;;
4837;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 februari;71.0;1.0;
4838;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 maart;68.5;-3.6;
4839;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 april;;;
4840;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 mei;;;
4841;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 juni;;;
4842;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 juli;;;
4843;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 augustus;;;
4844;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 september;;;
4845;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 oktober;;;
4846;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 november;;;
4847;Totaal afzetprijzen;10512 Melk in vaste vorm;2018 december;79.5;;
4848;Totaal afzetprijzen;10512 Melk in vaste vorm;2018;75.2;;
4849;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 januari;76.1;-4.3;8.3
4850;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 februari;77.3;1.5;8.8
4851;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 maart;77.3;0.0;12.9
4852;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 april;80.0;3.6;
4853;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 mei;82.0;2.4;
4854;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 juni;80.8;-1.4;
4855;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 juli;79.5;-1.6;
4856;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 augustus;80.0;0.6;
4857;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 september;80.9;1.1;
4858;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 oktober;84.9;5.0;
4859;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 november;85.6;0.9;
4860;Totaal afzetprijzen;10512 Melk in vaste vorm;2019 december;;;
4861;Totaal afzetprijzen;10512 Melk in vaste vorm;2019;;;
4862;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 januari;89.2;;17.2
4863;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 februari;;;
4864;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 maart;;;
4865;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 april;;;
4866;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 mei;86.8;;5.9
4867;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 juni;86.5;-0.3;7.1
4868;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 juli;88.6;2.4;11.5
4869;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 augustus;89.0;0.4;11.3
4870;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 september;88.7;-0.4;9.7
4871;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 oktober;88.1;-0.7;3.8
4872;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 november;88.6;0.6;3.4
4873;Totaal afzetprijzen;10512 Melk in vaste vorm;2020 december;89.5;1.0;
4874;Totaal afzetprijzen;10512 Melk in vaste vorm;2020;88.5;;
4875;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 januari;91.1;1.8;2.1
4876;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 februari;91.6;0.6;
4877;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 maart;97.0;5.8;
4878;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 april;96.9;0.0;
4879;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 mei;98.3;1.4;13.2
4880;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 juni;98.0;-0.3;13.3
4881;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 juli;97.1;-1.0;9.5
4882;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 augustus;97.0;-0.1;9.0
4883;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 september;100.7;3.8;13.6
4884;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 oktober;106.7;5.9;21.1
4885;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 november;110.5;3.6;24.8
4886;Totaal afzetprijzen;10512 Melk in vaste vorm;2021 december;115.1;4.1;28.6
4887;Totaal afzetprijzen;10512 Melk in vaste vorm;2021;100.0;;13.0
4888;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 januari;118.0;2.5;29.5
4889;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 februari;121.1;2.6;32.2
4890;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 maart;133.9;10.6;38.1
4891;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 april;135.8;1.4;40.1
4892;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 mei;137.5;1.2;39.8
4893;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 juni;137.4;-0.1;40.1
4894;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 juli;130.8;-4.8;34.8
4895;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 augustus;131.8;0.7;35.8
4896;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 september;;;
4897;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 oktober;132.0;;23.8
4898;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 november;129.2;-2.2;16.8
4899;Totaal afzetprijzen;10512 Melk in vaste vorm;2022 december ;127.2;-1.5;10.6
4900;Totaal afzetprijzen;10512 Melk in vaste vorm;2022;;;
4901;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 januari;;;
4902;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 februari;124.2;;2.6
4903;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 maart;133.5;7.5;-0.3
4904;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 april;131.3;-1.7;-3.3
4905;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 mei;130.5;-0.6;-5.1
4906;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 juni;133.3;2.2;-2.9
4907;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 juli;132.6;-0.5;1.4
4908;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 augustus;132.6;0.0;0.6
4909;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 september;130.1;-1.9;
4910;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 oktober;128.4;-1.3;-2.8
4911;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 november;129.0;0.5;-0.2
4912;Totaal afzetprijzen;10512 Melk in vaste vorm;2023 december;128.9;-0.1;1.3
4913;Totaal afzetprijzen;10512 Melk in vaste vorm;2023;;;
4914;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 januari;129.0;0.1;
4915;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 februari;129.5;0.4;4.2
4916;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 maart;125.9;-2.8;-5.7
4917;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 april;124.6;-1.0;-5.1
4918;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 mei;121.8;-2.2;-6.7
4919;Totaal afzetprijzen;10512 Melk in vaste vorm;2024  juni;117.5;-3.5;-11.9
4920;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 juli;118.2;0.6;-10.9
4921;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 augustus;117.5;-0.6;-11.4
4922;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 september;120.9;2.9;-7.1
4923;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 oktober;119.5;-1.1;-6.9
4924;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 november;118.9;-0.5;-7.8
4925;Totaal afzetprijzen;10512 Melk in vaste vorm;2024 december;119.7;0.6;-7.2
4926;Totaal afzetprijzen;10512 Melk in vaste vorm;2024;121.9;;-6.2
4927;Totaal afzetprijzen;10512 Melk in vaste vorm;2025 januari;;;
4928;Totaal afzetprijzen;10512 Melk in vaste vorm;2025 februari;;;
4929;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 januari;;;
4930;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 februari;;;
4931;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 maart;;;
4932;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 april;;;
4933;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 mei;;;
4934;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 juni;;;
4935;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 juli;;;
4936;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 augustus;;;
4937;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 september;;;
4938;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 oktober;;;
4939;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 november;;;
4940;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018 december;;;
4941;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2018;124.8;;
4942;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 januari;;;
4943;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 februari;;;
4944;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 maart;;;
4945;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 april;;;
4946;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 mei;;;
4947;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 juni;;;
4948;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 juli;;;
4949;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 augustus;;;
4950;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 september;;;
4951;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 oktober;;;
4952;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 november;;;
4953;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019 december;;;
4954;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2019;105.7;;-15.3
4955;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 januari;;;
4956;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 februari;;;
4957;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 maart;;;
4958;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 april;;;
4959;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 mei;;;
4960;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 juni;;;
4961;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 juli;;;
4962;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 augustus;;;
4963;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 september;;;
4964;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 oktober;;;
4965;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 november;;;
4966;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020 december;;;
4967;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2020;91.2;;-13.7
4968;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 januari;;;
4969;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 februari;;;
4970;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 maart;;;
4971;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 april;;;
4972;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 mei;;;
4973;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 juni;;;
4974;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 juli;;;
4975;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 augustus;;;
4976;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 september;;;
4977;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 oktober;;;
4978;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 november;;;
4979;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021 december;;;
4980;Totaal afzetprijzen;10513 Boter en zuivelpasta's;2021;100.0;;9.6
