ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOVEenJaarEerder_2;OntwikkelingTOVEenMaandEerder_3
8456;Totaal afzetprijzen;10515  Andere zuivelproducten;2005 juli;87.7;8.6;2.1
8457;Totaal afzetprijzen;10515  Andere zuivelproducten;2005 augustus;87.3;7.9;-0.5
8458;Totaal afzetprijzen;10515  Andere zuivelproducten;2005 september;88.3;6.2;1.2
8459;Totaal afzetprijzen;10515  Andere zuivelproducten;2005 oktober;88.5;6.7;0.2
8460;Totaal afzetprijzen;10515  Andere zuivelproducten;2005 november;90.1;7.9;1.8
8461;Totaal afzetprijzen;10515  Andere zuivelproducten;2005 december;90.5;8.9;0.4
8462;Totaal afzetprijzen;10515  Andere zuivelproducten;2005;86.5;6.9;
8463;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 januari;90.0;7.6;-0.5
8464;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 februari;89.8;8.0;-0.2
8465;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 maart;90.6;9.3;0.9
8466;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 april;91.2;8.0;0.7
8467;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 mei;89.6;4.6;-1.8
8468;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 juni;88.2;2.7;-1.5
8469;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 juli;87.9;0.2;-0.4
8470;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 augustus;89.5;2.5;1.9
8471;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 september;90.8;2.8;1.4
8472;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 oktober;93.3;5.4;2.7
8473;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 november;95.3;5.8;2.2
8474;Totaal afzetprijzen;10515  Andere zuivelproducten;2006 december;97.1;7.4;1.9
8475;Totaal afzetprijzen;10515  Andere zuivelproducten;2006;91.1;5.3;
8476;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 januari;100.3;11.5;3.3
8477;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 februari;100.8;12.3;0.5
8478;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 maart;101.6;12.1;0.7
8479;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 april;114.3;25.3;12.5
8480;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 mei;114.3;27.6;0.0
8481;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 juni;114.2;29.5;-0.1
8482;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 juli;135.7;54.4;18.8
8483;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 augustus;135.8;51.7;0.1
8484;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 september;137.0;50.9;0.9
8485;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 oktober;134.7;44.4;-1.7
8486;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 november;134.2;40.9;-0.4
8487;Totaal afzetprijzen;10515  Andere zuivelproducten;2007 december;134.2;38.2;0.0
8488;Totaal afzetprijzen;10515  Andere zuivelproducten;2007;121.4;33.3;
8489;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 januari;110.9;10.5;-17.4
8490;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 februari;106.6;5.7;-3.9
8491;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 maart;105.5;3.8;-1.0
8492;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 april;102.0;-10.8;-3.3
8493;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 mei;102.6;-10.3;0.6
8494;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 juni;103.3;-9.5;0.7
8495;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 juli;97.1;-28.4;-6.0
8496;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 augustus;96.8;-28.7;-0.3
8497;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 september;97.0;-29.2;0.2
8498;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 oktober;92.8;-31.1;-4.3
8499;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 november;92.8;-30.9;-0.1
8500;Totaal afzetprijzen;10515  Andere zuivelproducten;2008 december;91.9;-31.5;-0.9
8501;Totaal afzetprijzen;10515  Andere zuivelproducten;2008;99.9;-17.7;
8502;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 januari;86.7;-21.8;-5.6
8503;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 februari;86.1;-19.2;-0.7
8504;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 maart;85.7;-18.8;-0.5
8505;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 april;82.2;-19.4;-4.1
8506;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 mei;82.6;-19.5;0.5
8507;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 juni;81.5;-21.1;-1.3
8508;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 juli;81.0;-16.6;-0.6
8509;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 augustus;81.1;-16.2;0.2
8510;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 september;81.4;-16.1;0.3
8511;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 oktober;82.5;-11.1;1.3
8512;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 november;82.9;-10.6;0.5
8513;Totaal afzetprijzen;10515  Andere zuivelproducten;2009 december;83.6;-9.0;0.9
8514;Totaal afzetprijzen;10515  Andere zuivelproducten;2009;83.1;-16.8;
8515;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 januari;93.7;8.0;12.1
8516;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 februari;93.7;8.7;0.0
8517;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 maart;95.1;11.0;1.5
8518;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 april;95.7;16.5;0.6
8519;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 mei;98.4;19.2;2.8
8520;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 juni;101.0;23.9;2.6
8521;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 juli;104.8;29.4;3.9
8522;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 augustus;105.8;30.3;0.9
8523;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 september;105.0;29.0;-0.7
8524;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 oktober;103.5;25.5;-1.4
8525;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 november;102.2;23.2;-1.3
8526;Totaal afzetprijzen;10515  Andere zuivelproducten;2010 december;101.1;20.9;-1.0
8527;Totaal afzetprijzen;10515  Andere zuivelproducten;2010;100.0;20.3;
8528;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 januari;103.0;9.9;1.8
8529;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 februari;105.1;12.2;2.1
8530;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 maart;106.4;11.8;1.2
8531;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 april;107.3;12.2;0.9
8532;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 mei;110.1;11.9;2.6
8533;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 juni;115.5;14.4;4.9
8534;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 juli;118.5;13.0;2.6
8535;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 augustus;116.5;10.2;-1.7
8536;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 september;117.8;12.2;1.1
8537;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 oktober;115.1;11.2;-2.3
8538;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 november;115.1;12.6;0.0
8539;Totaal afzetprijzen;10515  Andere zuivelproducten;2011 december;115.2;13.9;0.1
8540;Totaal afzetprijzen;10515  Andere zuivelproducten;2011;112.1;12.1;
8541;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 januari;118.9;15.4;3.2
8542;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 februari;119.1;13.3;0.2
8543;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 maart;120.4;13.2;1.1
8544;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 april;118.7;10.6;-1.4
8545;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 mei;118.8;7.9;0.0
8546;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 juni;120.3;4.2;1.3
8547;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 juli;123.4;4.2;2.6
8548;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 augustus;123.4;5.9;0.0
8549;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 september;123.4;4.7;-0.1
8550;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 oktober;124.4;8.1;0.9
8551;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 november;125.5;9.0;0.9
8552;Totaal afzetprijzen;10515  Andere zuivelproducten;2012 december;124.1;7.8;-1.1
8553;Totaal afzetprijzen;10515  Andere zuivelproducten;2012;121.7;8.5;
8554;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 januari;123.5;3.9;-0.5
8555;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 februari;123.8;4.0;0.3
8556;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 maart;121.8;1.1;-1.6
8557;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 april;122.7;3.4;0.8
8558;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 mei;124.1;4.5;1.1
8559;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 juni;124.8;3.8;0.6
8560;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 juli;125.2;1.4;0.2
8561;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 augustus;127.8;3.5;2.1
8562;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 september;129.6;5.1;1.4
8563;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 oktober;124.1;-0.2;-4.3
8564;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 november;122.9;-2.1;-1.0
8565;Totaal afzetprijzen;10515  Andere zuivelproducten;2013 december;124.7;0.4;1.4
8566;Totaal afzetprijzen;10515  Andere zuivelproducten;2013;124.6;2.4;
8567;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 januari;126.4;2.3;1.4
8568;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 februari;126.6;2.2;0.2
8569;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 maart;125.6;3.1;-0.8
8570;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 april;125.0;1.9;-0.5
8571;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 mei;124.4;0.3;-0.5
8572;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 juni;122.6;-1.8;-1.4
8573;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 juli;122.6;-2.0;0.0
8574;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 augustus;121.8;-4.7;-0.6
8575;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 september;122.7;-5.3;0.8
8576;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 oktober;121.7;-1.9;-0.8
8577;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 november;121.3;-1.3;-0.3
8578;Totaal afzetprijzen;10515  Andere zuivelproducten;2014 december;119.6;-4.0;-1.4
8579;Totaal afzetprijzen;10515  Andere zuivelproducten;2014;123.4;-1.0;
8580;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 januari;120.9;-4.3;1.1
8581;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 februari;120.9;-4.5;0.0
8582;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 maart;122.4;-2.6;1.2
8583;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 april;120.5;-3.6;-1.5
8584;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 mei;119.9;-3.7;-0.5
8585;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 juni;115.2;-6.1;-3.9
8586;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 juli;112.0;-8.7;-2.8
8587;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 augustus;104.1;-14.6;-7.1
8588;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 september;104.0;-15.2;0.0
8589;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 oktober;103.7;-14.8;-0.3
8590;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 november;103.9;-14.4;0.1
8591;Totaal afzetprijzen;10515  Andere zuivelproducten;2015 december;104.4;-12.7;0.5
8592;Totaal afzetprijzen;10515  Andere zuivelproducten;2015;112.7;-8.7;
8593;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 januari;102.9;-14.9;-1.4
8594;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 februari;102.2;-15.4;-0.6
8595;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 maart;102.4;-16.3;0.1
8596;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 april;99.9;-17.1;-2.4
8597;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 mei;99.6;-16.9;-0.3
8598;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 juni;100.3;-13.0;0.6
8599;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 juli;102.1;-8.8;1.9
8600;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 augustus;104.1;0.0;1.9
8601;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 september;112.9;8.6;8.5
8602;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 oktober;114.9;10.8;1.7
8603;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 november;115.4;11.1;0.5
8604;Totaal afzetprijzen;10515  Andere zuivelproducten;2016 december;118.7;13.8;2.9
8605;Totaal afzetprijzen;10515  Andere zuivelproducten;2016;106.3;-5.6;
8606;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 januari;123.3;19.8;3.8
8607;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 februari;123.6;20.9;0.3
8608;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 maart;124.4;21.5;0.6
8609;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 april;124.8;24.9;0.3
8610;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 mei;125.4;25.8;0.5
8611;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 juni;126.6;26.3;0.9
8612;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 juli;126.5;23.9;0.0
8613;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 augustus;124.7;19.8;-1.5
8614;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 september;121.7;7.7;-2.4
8615;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 oktober;114.7;-0.2;-5.7
8616;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 november;112.2;-2.8;-2.2
8617;Totaal afzetprijzen;10515  Andere zuivelproducten;2017 december;111.6;-6.1;-0.5
8618;Totaal afzetprijzen;10515  Andere zuivelproducten;2017;121.6;14.4;
8619;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 januari;94.7;2.8;4.4
8620;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 februari;94.7;2.6;0.0
8621;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 maart;93.9;1.2;-0.9
8622;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 april;93.8;1.4;-0.1
8623;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 mei;94.6;2.5;0.8
8624;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 juni;93.8;1.7;-0.8
8625;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 juli;93.8;2.3;0.0
8626;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 augustus;92.5;0.8;-1.4
8627;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 september;93.8;2.0;1.4
8628;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 oktober;93.8;1.7;0.0
8629;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 november;92.5;1.2;-1.4
8630;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005 december;93.9;3.4;1.5
8631;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2005;93.8;2.0;
8632;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 januari;94.9;0.2;1.1
8633;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 februari;92.3;-2.6;-2.8
8634;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 maart;91.0;-3.2;-1.4
8635;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 april;;;
8636;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 mei;;;
8637;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 juni;;;
8638;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 juli;;;
8639;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 augustus;;;
8640;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 september;90.8;-3.2;
8641;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 oktober;90.5;-3.5;-0.3
8642;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 november;90.4;-2.3;-0.1
8643;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006 december;90.0;-4.2;-0.5
8644;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2006;;;
8645;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 januari;;;
8646;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 februari;89.7;-2.8;
8647;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 maart;89.9;-1.2;0.3
8648;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 april;89.3;;-0.7
8649;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 mei;88.9;;-0.4
8650;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 juni;90.1;;1.3
8651;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 juli;95.3;;5.7
8652;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 augustus;98.0;;2.9
8653;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 september;106.5;17.3;8.6
8654;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 oktober;110.6;22.2;3.9
8655;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 november;111.0;22.8;0.3
8656;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007 december;112.7;25.2;1.5
8657;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2007;;;
8658;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 januari;113.4;;0.6
8659;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 februari;94.8;5.7;-16.4
8660;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 maart;92.1;2.5;-2.9
8661;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 april;95.4;6.8;3.6
8662;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 mei;94.6;6.4;-0.8
8663;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 juni;96.5;7.1;2.0
8664;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 juli;98.4;3.3;2.0
8665;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 augustus;98.0;0.0;-0.4
8666;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 september;99.8;-6.3;1.8
8667;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 oktober;97.4;-12.0;-2.4
8668;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 november;97.6;-12.1;0.3
8669;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008 december;93.5;-17.0;-4.3
8670;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2008;97.6;;
8671;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 januari;92.7;-18.3;-0.8
8672;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 februari;90.3;-4.7;-2.5
8673;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 maart;88.7;-3.7;-1.9
8674;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 april;88.5;-7.3;-0.2
8675;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 mei;90.0;-4.8;1.7
8676;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 juni;84.9;-12.0;-5.7
8677;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 juli;87.2;-11.3;2.8
8678;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 augustus;87.2;-11.0;0.0
8679;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 september;86.8;-13.0;-0.5
8680;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 oktober;85.7;-11.9;-1.2
8681;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 november;85.9;-12.0;0.2
8682;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009 december;89.6;-4.2;4.2
8683;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2009;88.1;-9.7;
8684;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 januari;94.7;2.2;5.7
8685;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 februari;96.7;7.0;2.1
8686;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 maart;98.3;10.8;1.6
8687;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 april;98.1;10.9;-0.2
8688;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 mei;103.4;14.9;5.5
8689;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 juni;106.2;25.2;2.7
8690;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 juli;103.1;18.1;-3.0
8691;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 augustus;103.0;18.1;-0.1
8692;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 september;100.7;16.0;-2.2
8693;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 oktober;97.7;13.9;-3.0
8694;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 november;97.7;13.7;0.0
8695;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010 december;100.5;12.2;2.9
8696;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2010;100.0;13.5;
8697;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 januari;101.2;6.8;0.7
8698;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 februari;100.4;3.9;-0.7
8699;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 maart;100.9;2.7;0.5
8700;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 april;98.5;0.4;-2.4
8701;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 mei;98.1;-5.1;-0.4
8702;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 juni;99.2;-6.7;1.1
8703;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 juli;100.1;-2.9;1.0
8704;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 augustus;99.6;-3.3;-0.5
8705;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 september;102.4;1.6;2.8
8706;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 oktober;102.2;4.6;-0.2
8707;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 november;102.9;5.4;0.7
8708;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011 december;104.2;3.7;1.2
8709;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2011;100.8;0.8;
8710;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 januari;105.1;3.9;0.9
8711;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 februari;103.4;3.0;-1.6
8712;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 maart;109.8;8.8;6.2
8713;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 april;108.4;10.1;-1.2
8714;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 mei;110.0;12.1;1.5
8715;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 juni;111.1;12.1;1.0
8716;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 juli;112.2;12.1;0.9
8717;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 augustus;112.3;12.8;0.1
8718;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 september;109.1;6.6;-2.8
8719;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 oktober;109.3;7.0;0.2
8720;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 november;110.4;7.3;0.9
8721;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012 december;109.7;5.3;-0.6
8722;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2012;109.2;8.4;
8723;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 januari;107.4;2.1;-2.1
8724;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 februari;104.8;1.3;-2.4
8725;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 maart;109.0;-0.7;4.0
8726;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 april;109.9;1.4;0.8
8727;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 mei;110.2;0.1;0.2
8728;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 juni;110.2;-0.9;0.0
8729;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 juli;111.5;-0.6;1.2
8730;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 augustus;111.6;-0.6;0.1
8731;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 september;111.7;2.3;0.0
8732;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 oktober;111.3;1.8;-0.3
8733;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 november;111.6;1.1;0.2
8734;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013 december;111.5;1.7;0.0
8735;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2013;110.1;0.7;
8736;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 januari;114.3;6.4;2.5
8737;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 februari;114.0;8.8;-0.3
8738;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 maart;113.8;4.4;-0.1
8739;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 april;113.3;3.1;-0.5
8740;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 mei;113.0;2.6;-0.2
8741;Totaal afzetprijzen;105151  Melk en room, ingedikt of me...;2014 juni;113.0;2.5;0.0
