ID;Perioden;OutputBasisprijzen_1;Totaal_2;Totaal_3;ZaaiEnPantgoedGeleverdDoorAnder_4;ZaaiEnPlantgoedGekochtBuitenDe_5;Totaal_6;Elektriciteit_7;Gas_8;AndereBrandstoffen_9;Andere_10;Totaal_11;MeststoffenGeleverdDoorAndereLand_12;MeststoffenGekochtBuitenDeBedrijf_13;FytosanitaireProductenEnPesticiden_14;UitgavenVoorVeeartsen_15;Totaal_16;VeevoederGeleverdDoorAndereLandbo_17;VeevoederGekochtBuitenDeBedrijfst_18;VeevoederGeproduceerdEnVerbruiktO_19;OnderhoudVanMateriaal_20;OnderhoudVanGebouwen_21;Landbouwdiensten_22;IndirectGemetenDienstenVanFinanci_23;AndereGoederenEnDiensten_24;BrutoToegevoegdeWaardeBasisprijzen_25;Totaal_26;Werktuigen_27;Bouwwerken_28;Aanplantingen_29;Andere_30;NettoToegevoegdeWaardeBasisprijzen_31;OutputBasisprijzen_32;Totaal_33;Totaal_34;ZaaiEnPantgoedGeleverdDoorAnder_35;ZaaiEnPlantgoedGekochtBuitenDe_36;Totaal_37;Elektriciteit_38;Gas_39;AndereBrandstoffen_40;Andere_41;Totaal_42;MeststoffenGeleverdDoorAndereLand_43;MeststoffenGekochtBuitenDeBedrijf_44;FytosanitaireProductenEnPesticiden_45;UitgavenVoorVeeartsen_46;Totaal_47;VeevoederGeleverdDoorAndereLandbo_48;VeevoederGekochtBuitenDeBedrijfst_49;VeevoederGeproduceerdEnVerbruiktO_50;OnderhoudVanMateriaal_51;OnderhoudVanGebouwen_52;Landbouwdiensten_53;IndirectGemetenDienstenVanFinanci_54;AndereGoederenEnDiensten_55;BrutoToegevoegdeWaardeBasisprijzen_56;Totaal_57;Werktuigen_58;Bouwwerken_59;Aanplantingen_60;Andere_61;NettoToegevoegdeWaardeBasisprijzen_62;OutputBasisprijzen_63;Totaal_64;Totaal_65;ZaaiEnPantgoedGeleverdDoorAnder_66;ZaaiEnPlantgoedGekochtBuitenDe_67;Totaal_68;Elektriciteit_69;Gas_70;AndereBrandstoffen_71;Andere_72;MeststoffenEnGrondverbeterendeMidd_73;MeststoffenGeleverdDoorAndereLand_74;MeststoffenGekochtBuitenDeBedrijf_75;FytosanitaireProductenEnPesticiden_76;UitgavenVoorVeeartsen_77;Totaal_78;VeevoederGeleverdDoorAndereLandbo_79;VeevoederGekochtBuitenDeBedrijfst_80;VeevoederGeproduceerdEnVerbruiktO_81;OnderhoudVanMateriaal_82;OnderhoudVanGebouwen_83;Landbouwdiensten_84;IndirectGemetenDienstenVanFinanci_85;AndereGoederenEnDiensten_86;BrutoToegevoegdeWaardeBasisprijzen_87;Totaal_88;Werktuigen_89;Bouwwerken_90;Aanplantingen_91;Andere_92;NettoToegevoegdeWaardeBasisprijzen_93;OutputBasisprijzen_94;Totaal_95;Totaal_96;ZaaiEnPantgoedGeleverdDoorAnder_97;ZaaiEnPlantgoedGekochtBuitenDe_98;Totaal_99;Elektriciteit_100;Gas_101;AndereBrandstoffen_102;Andere_103;Totaal_104;MeststoffenGeleverdDoorAndereLand_105;MeststoffenGekochtBuitenDeBedrijf_106;FytosanitaireProductenEnPesticiden_107;UitgavenVoorVeeartsen_108;Totaal_109;VeevoederGeleverdDoorAndereLandbo_110;VeevoederGekochtBuitenDeBedrijfst_111;VeevoederGeproduceerdEnVerbruiktO_112;OnderhoudVanMateriaal_113;OnderhoudVanGebouwen_114;Landbouwdiensten_115;IndirectGemetenDienstenVanFinanci_116;AndereGoederenEnDiensten_117;BrutoToegevoegdeWaardeBasisprijzen_118;Totaal_119;Werktuigen_120;Bouwwerken_121;Aanplantingen_122;Andere_123;NettoToegevoegdeWaardeBasisprijzen_124;NettoToegevoegdeWaardeBasisprijzen_125;NietProductgebondenBelastingen_126;NietProductgebondenSubsidies_127;Landbouwinkomen_128;BeloningVanWerknemers_129;ExploitatieoverschotGemengdInkomen_130;NettoToegevoegdeWaardeBasisprijzen_131;NietProductgebondenBelastingen_132;NietProductgebondenSubsidies_133;Landbouwinkomen_134;BeloningVanWerknemers_135;ExploitatieoverschotGemengdInkomen_136;NettoToegevoegdeWaardeBasisprijzen_137;NietProductgebondenBelastingen_138;NietProductgebondenSubsidies_139;Landbouwinkomen_140;BeloningVanWerknemers_141;ExploitatieoverschotGemengdInkomen_142;NettoToegevoegdeWaardeBasisprijzen_143;NietProductgebondenBelastingen_144;NietProductgebondenSubsidies_145;Landbouwinkomen_146;BeloningVanWerknemers_147;ExploitatieoverschotGemengdInkomen_148;ExploitatieoverschotGemengdInkomen_149;BetaaldePachtED_150;BetaaldeRente_151;OntvangenRente_152;InkomenUitBedrijfsuitoefening_153;Totaal_154;Werknemers_155;Zelfstandigen_156;Inkomensindex2015100_157;MutatieTOVVoorafgaandJaar_158
10;2005;21174;12514;1048;632.0;416.0;1404;331.0;720.0;315.0;38.0;279;;279;344;278;3401;85.0;2847.0;469.0;711;235;1854;91;2869;8659;2685;1099.0;1113.0;108.0;365.0;5975;23802;15204;1247;804.0;452.0;1616;330.0;814.0;420.0;44.0;399;;399;366;341;4848;114.0;4091.0;636.0;880;272;2013;93;3180;8549;3116;1299.0;1302.0;113.0;379.0;5482;-0.1;0.0;1.1;4.0;-2.9;-2.0;-2.2;-2.0;-1.4;-1.8;1.2;;1.2;-1.3;-0.8;0.1;15.4;1.4;-8.9;0.3;1.1;-1.2;2.3;0.8;-0.2;-0.2;-0.4;1.2;-2.3;-3.0;-0.2;89.0;82.3;84.1;78.6;91.9;86.9;100.3;88.4;74.9;86.4;69.8;;69.8;94.2;81.5;70.1;74.4;69.6;73.7;80.9;86.4;92.1;97.4;90.2;101.3;86.2;84.6;85.5;94.9;96.4;109.0;5975;319;479;6135;2077;4058;5482;359.0;1044.0;6026.0;;;-0.2;9.3;-5.1;-1.1;;;109.0;88.7;45.9;101.8;;;4058;473;1000;105;2689;165;69;96;85.6;2.0
11;2006;22948;13237;1122;671.0;452.0;1586;373.0;788.0;364.0;61.0;297;;297;337;287;3533;91.0;3035.0;406.0;722;240;2031;92;2991;9711;2739;1112.0;1155.0;105.0;367.0;6973;24005;15440;1321;807.0;518.0;1545;313.0;749.0;421.0;59.0;407;;407;359;349;4832;107.0;4171.0;552.0;869;274;2158;104;3248;8535;3107;1300.0;1304.0;111.0;370.0;5477;0.9;1.6;6.0;0.4;14.5;-4.4;-5.2;-8.0;0.2;32.4;2.0;;2.0;-1.7;2.3;-0.3;-5.9;1.9;-13.3;-1.2;0.9;7.2;11.7;2.1;-0.2;-0.3;0.1;0.2;-2.5;-2.4;-0.1;95.6;85.7;84.9;83.1;87.2;102.7;119.1;105.2;86.5;103.7;73.0;;73.0;93.7;82.2;73.1;85.1;72.8;73.6;83.1;87.5;94.1;87.7;92.1;113.8;88.1;85.5;88.5;94.9;99.2;127.3;6973;313;757;7416;2120;5296;5477;354.0;1667.0;6305.0;;;-0.1;-1.4;59.6;4.6;;;127.3;88.5;45.4;117.6;;;5296;483;1092;123;3843;162;70;92;103.0;20.3
12;2007;24066;14577;1295;777.0;518.0;1609;390.0;793.0;367.0;58.0;311;;311;368;297;4384;113.0;3785.0;486.0;760;252;2094;94;3113;9489;2837;1164.0;1198.0;107.0;367.0;6653;24665;15955;1392;837.0;558.0;1582;321.0;777.0;426.0;55.0;411;;411;376;354;4956;119.0;4263.0;570.0;897;281;2237;117;3374;8702;3143;1337.0;1319.0;108.0;359.0;5601;2.8;3.3;5.3;3.7;7.8;2.4;2.4;3.7;1.1;-7.1;1.0;;1.0;4.6;1.4;2.6;11.0;2.2;3.3;3.3;2.5;3.6;12.3;3.9;2.0;1.2;2.8;1.1;-2.6;-2.8;2.3;97.6;91.4;93.0;92.9;92.7;101.8;121.7;102.1;86.3;107.0;75.6;;75.6;97.8;83.8;88.5;94.6;88.8;85.2;84.8;89.7;93.6;80.2;92.3;109.0;90.3;87.0;90.8;99.7;102.3;118.8;6653;298;937;7291;2231;5060;5601;338.0;907.0;6158.0;;;2.3;-4.5;-45.6;-2.3;;;118.8;88.2;103.3;118.4;;;5060;592;1307;193;3353;159;71;88;100.6;-2.3
13;2008;24881;16079;1312;759.0;553.0;1937;380.0;1021.0;464.0;71.0;493;;493;390;312;4904;112.0;4284.0;508.0;805;261;2260;106;3300;8802;2980;1252.0;1254.0;107.0;366.0;5822;25487;16528;1405;821.0;587.0;1597;280.0;832.0;431.0;58.0;427;;427;389;360;5219;136.0;4461.0;619.0;920;288;2334;119;3499;8958;3202;1403.0;1331.0;105.0;347.0;5791;3.3;3.6;0.9;-2.0;5.3;1.0;-12.6;7.1;1.3;6.2;3.8;;3.8;3.5;1.5;5.3;14.0;4.6;8.5;2.5;2.6;4.3;1.6;3.7;2.9;1.9;4.9;0.9;-2.8;-3.3;3.4;97.6;97.3;93.4;92.6;94.1;121.3;135.7;122.7;107.7;122.7;115.4;;115.4;100.1;86.8;94.0;82.5;96.0;82.0;87.6;90.4;96.8;89.2;94.3;98.3;93.1;89.2;94.2;102.4;105.4;100.5;5822;309;1033;6546;2338;4207;5791;337.0;1019.0;6447.0;;;3.4;-0.5;12.3;4.7;;;100.5;91.8;101.4;101.5;;;4207;535;1500;210;2382;157;69;88;89.6;-11.0
14;2009;23264;15287;1381;831.0;550.0;1744;360.0;993.0;330.0;61.0;378;;378;411;330;4214;95.0;3648.0;472.0;838;276;2272;100;3344;7977;3114;1323.0;1331.0;108.0;351.0;4863;25945;16584;1492;902.0;594.0;1602;270.0;848.0;431.0;58.0;421;;421;408;369;5111;133.0;4354.0;624.0;936;299;2337;122;3518;9357;3257;1455.0;1356.0;101.0;334.0;6130;1.8;0.3;6.2;10.0;1.0;0.3;-3.6;2.0;0.1;-0.3;-1.5;;-1.5;5.0;2.7;-2.1;-1.8;-2.4;0.8;1.8;3.8;0.1;2.1;0.6;4.5;1.7;3.7;1.9;-3.4;-3.9;5.9;89.7;92.2;92.6;92.1;92.6;108.8;133.1;117.1;76.5;105.3;90.0;;90.0;100.6;89.3;82.4;71.2;83.8;75.6;89.5;92.1;97.2;82.1;95.0;85.2;95.6;90.9;98.1;106.9;105.2;79.3;4863;351;1037;5549;2360;3189;6130;345.0;944.0;6701.0;;;5.9;2.5;-7.3;3.9;;;79.3;101.7;109.8;82.8;;;3189;596;1465;192;1319;155;69;86;76.7;-14.3
15;2010;25475;15886;1426;850.0;576.0;1958;402.0;1080.0;409.0;67.0;417;;417;371;344;4438;102.0;3812.0;524.0;860;282;2320;108;3362;9589;3215;1381.0;1383.0;107.0;344.0;6375;26258;16909;1480;887.0;598.0;1794;317.0;951.0;456.0;65.0;507;;507;363;378;5095;122.0;4371.0;597.0;943;303;2385;118;3541;9335;3301;1493.0;1378.0;98.0;323.0;6053;1.2;2.0;-0.8;-1.7;0.7;12.0;17.3;12.1;5.7;12.3;20.6;;20.6;-11.2;2.3;-0.3;-8.2;0.4;-4.2;0.8;1.1;2.1;-3.1;0.7;-0.2;1.3;2.6;1.6;-3.1;-3.3;-1.2;97.0;94.0;96.4;95.8;96.4;109.2;126.8;113.5;89.7;103.9;82.2;;82.2;102.1;91.0;87.1;83.3;87.2;87.7;91.2;93.0;97.3;91.7;94.9;102.7;97.4;92.5;100.3;109.3;106.5;105.3;6375;355;1066;7086;2403;4683;6053;348.0;932.0;6608.0;;;-1.2;0.9;-1.3;-1.4;;;105.3;102.0;114.4;107.2;;;4683;546;1361;199;2975;153;68;85;98.3;28.1
16;2011;26021;17545;1511;880.0;631.0;2122;419.0;1121.0;513.0;69.0;521;;521;367;348;5529;122.0;4685.0;722.0;893;289;2428;108;3429;8476;3286;1460.0;1397.0;107.0;323.0;5189;26201;16944;1472;906.0;570.0;1741;323.0;898.0;457.0;59.0;509;;509;363;372;5073;126.0;4343.0;600.0;966;305;2451;119;3577;9249;3377;1570.0;1391.0;95.0;317.0;5900;-0.2;0.2;-0.6;2.1;-4.6;-2.9;2.0;-5.5;0.2;-9.2;0.3;;0.3;0.0;-1.5;-0.4;3.1;-0.6;0.4;2.5;0.7;2.8;0.9;1.0;-0.9;2.3;5.1;0.9;-3.2;-1.7;-2.5;99.3;103.5;102.6;97.1;110.7;121.9;129.7;124.8;112.4;116.5;102.4;;102.4;101.2;93.6;109.0;97.1;107.9;120.5;92.4;94.7;99.0;90.5;95.8;91.6;97.3;93.0;100.4;112.5;101.9;88.0;5189;361;1198;6026;2473;3553;5900;340.0;1105.0;6649.0;;;-2.5;-2.4;18.6;0.6;;;88.0;106.4;108.4;90.6;;;3553;579;1436;184;1721;152;67;85;84.2;-14.4
17;2012;26976;17894;1426;805.0;620.0;2117;408.0;1107.0;537.0;66.0;520;;520;362;359;5937;136.0;5092.0;709.0;897;290;2403;103;3479;9083;3413;1578.0;1437.0;88.0;311.0;5669;26124;16851;1436;885.0;556.0;1719;327.0;883.0;448.0;56.0;500;;500;360;377;5157;127.0;4424.0;602.0;954;299;2410;116;3517;9270;3498;1651.0;1438.0;92.0;316.0;5787;-0.3;-0.5;-2.4;-2.3;-2.6;-1.3;1.3;-1.6;-1.9;-5.5;-1.7;;-1.7;-0.8;1.3;1.7;0.6;1.9;0.4;-1.2;-1.8;-1.7;-2.6;-1.7;0.2;3.6;5.2;3.4;-3.4;-0.4;-1.9;103.3;106.2;99.3;91.0;111.7;123.1;124.6;125.3;119.8;118.2;103.9;;103.9;100.6;95.4;115.1;107.2;115.1;117.9;94.0;97.0;99.7;88.4;98.9;98.0;97.6;95.6;99.9;95.6;98.2;98.0;5669;347;1151;6473;2546;3927;5787;331.0;1100.0;6544.0;;;-1.9;-2.4;-0.4;-1.6;;;98.0;104.9;104.6;98.9;;;3927;573;1326;181;2209;149;66;83;90.8;7.9
18;2013;28408;18269;1551;898.0;652.0;2142;399.0;1110.0;565.0;67.0;489;;489;395;377;6102;147.0;5325.0;630.0;917;293;2446;100;3458;10139;3567;1647.0;1523.0;88.0;310.0;6572;26441;17046;1461;885.0;578.0;1741;329.0;881.0;471.0;56.0;502;;502;392;388;5256;124.0;4538.0;591.0;965;297;2407;108;3516;9394;3614;1708.0;1499.0;89.0;316.0;5795;1.2;1.2;1.7;0.0;4.0;1.3;0.5;-0.3;5.2;0.1;0.4;;0.4;8.7;3.1;1.9;-2.3;2.6;-1.8;1.1;-0.9;-0.1;-7.4;0.0;1.3;3.3;3.4;4.2;-2.5;0.0;0.1;107.4;107.2;106.1;101.5;112.9;123.0;121.4;126.1;119.9;119.8;97.4;;97.4;100.9;97.1;116.1;118.4;117.3;106.6;95.0;98.7;101.6;93.5;98.4;107.9;98.7;96.4;101.6;98.1;98.0;113.4;6572;310;1190;7452;2594;4857;5795;321.0;1140.0;6604.0;;;0.1;-3.0;3.6;0.9;;;113.4;96.4;104.4;112.8;;;4857;641;1321;140;3036;151;67;84;102.0;12.2
19;2014;27266;17325;1426;852.0;574.0;1907;368.0;854.0;624.0;61.0;503;;503;394;385;5389;136.0;4605.0;648.0;940;297;2495;102;3486;9941;3661;1716.0;1544.0;88.0;313.0;6280;26707;16816;1428;878.0;553.0;1697;335.0;769.0;536.0;57.0;513;;513;392;394;5111;131.0;4370.0;609.0;957;299;2435;103;3492;9887;3684;1763.0;1514.0;89.0;317.0;6204;1.0;-1.4;-2.3;-0.8;-4.3;-2.5;1.8;-12.7;13.7;2.8;2.3;;2.3;0.1;1.4;-2.8;5.9;-3.7;3.1;-0.7;0.7;1.2;-4.6;-0.7;5.3;1.9;3.3;1.0;-0.6;0.4;7.1;102.1;103.0;99.9;97.0;103.9;112.4;110.0;111.0;116.4;107.0;98.0;;98.0;100.6;97.7;105.4;103.9;105.4;106.3;98.2;99.4;102.5;99.5;99.8;100.5;99.4;97.3;102.0;99.0;98.6;101.2;6280;295;1076;7061;2585;4476;6204;309.0;1015.0;6910.0;;;7.1;-3.8;-11.0;4.6;;;101.2;95.4;106.0;102.2;;;4476;611;1261;124;2729;148;66;82;98.0;-3.9
20;2015;26933;16775;1495;875.0;619.0;1732;334.0;796.0;547.0;55.0;500;;500;393;387;5131;104.0;4500.0;527.0;985;308;2364;99;3382;10158;3743;1817.0;1525.0;89.0;312.0;6415;26933;16775;1495;875.0;619.0;1732;334.0;796.0;547.0;55.0;500;;500;393;387;5131;104.0;4500.0;527.0;985;308;2364;99;3382;10158;3743;1817.0;1525.0;89.0;312.0;6415;0.8;-0.2;4.7;-0.3;12.1;2.1;-0.2;3.5;2.0;-4.7;-2.7;;-2.7;0.4;-1.7;0.4;-20.8;3.0;-13.5;2.9;3.2;-2.9;-3.9;-3.1;2.7;1.6;3.0;0.7;0.7;-1.7;3.4;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;6415;312;1050;7153;2567;4586;6415;312.0;1050.0;7153.0;;;3.4;0.9;3.5;3.5;;;100.0;100.0;100.0;100.0;;;4586;644;1157;155;2939;146;65;81;100.0;2.1
21;2016;27246;16593;1566;954.0;612.0;1439;307.0;581.0;506.0;45.0;418;;418;387;401;5207;111.0;4543.0;553.0;1010;307;2370;96;3392;10653;3820;1888.0;1528.0;91.0;314.0;6833;27431;17059;1490;904.0;586.0;1745;341.0;798.0;552.0;54.0;496;;496;383;401;5390;108.0;4741.0;541.0;993;305;2367;95;3393;10373;3796;1858.0;1538.0;91.0;309.0;6577;1.9;1.7;-0.3;3.3;-5.4;0.8;2.1;0.2;1.0;-1.2;-0.7;;-0.7;-2.5;3.6;5.1;4.1;5.4;2.7;0.8;-1.1;0.1;-3.7;0.3;2.1;1.4;2.2;0.9;1.3;-1.0;2.5;99.3;97.3;105.2;105.6;104.5;82.5;90.1;72.8;91.6;83.3;84.3;;84.3;101.0;100.0;96.6;102.9;95.8;102.1;101.6;100.6;100.1;101.0;100.0;102.7;100.6;101.6;99.3;100.0;101.8;103.9;6833;319;882;7395;2635;4760;6577;312.0;861.0;7126.0;;;2.5;0.1;-18.0;-0.4;;;103.9;102.2;102.3;103.8;;;4760;699;1049;106;3118;149;66;83;100.7;0.7
22;2017;28937;17193;1761;1079.0;683.0;1557;311.0;644.0;548.0;54.0;425;;425;402;403;5297;122.0;4619.0;555.0;1011;312;2460;95;3470;11744;3869;1946.0;1506.0;94.0;323.0;7875;27652;17269;1582;913.0;669.0;1739;337.0;796.0;552.0;54.0;521;;521;401;400;5384;127.0;4669.0;584.0;986;308;2394;87;3459;10387;3815;1898.0;1516.0;92.0;308.0;6573;0.8;1.2;6.2;1.0;14.3;-0.4;-1.2;-0.2;-0.1;-0.1;5.0;;5.0;4.6;-0.2;-0.1;17.3;-1.5;7.9;-0.8;1.0;1.2;-7.9;2.0;0.1;0.5;2.2;-1.5;1.3;-0.2;-0.1;104.6;99.6;111.4;118.2;102.0;89.5;92.3;80.9;99.2;100.0;81.6;;81.6;100.3;100.8;98.4;96.1;98.9;95.1;102.5;101.2;102.7;108.4;100.3;113.1;101.4;102.5;99.3;102.0;104.9;119.8;7875;340;886;8421;2733;5687;6573;316.0;856.0;7114.0;;;-0.1;1.2;-0.6;-0.2;;;119.8;107.6;103.4;118.4;;;5687;760;934;102;4095;153;68;85;110.7;9.9
23;2018;28162;17437;1695;968.0;727.0;1644;321.0;684.0;578.0;61.0;423;;423;370;402;5511;128.0;4788.0;595.0;1001;323;2455;89;3523;10725;3991;2029.0;1528.0;93.0;341.0;6734;27126;17033;1608;911.0;700.0;1660;318.0;760.0;530.0;51.0;498;;498;369;391;5351;110.0;4711.0;523.0;968;314;2343;83;3427;10108;3878;1963.0;1511.0;92.0;311.0;6255;-1.9;-1.4;1.7;-0.2;4.6;-4.5;-5.6;-4.5;-3.9;-4.6;-4.3;;-4.3;-7.9;-2.2;-0.6;-13.2;0.9;-10.5;-1.7;1.9;-2.1;-5.3;-0.9;-2.7;1.7;3.4;-0.3;0.3;0.8;-4.8;103.8;102.4;105.4;106.3;103.9;99.0;100.7;89.9;109.0;119.5;84.9;;84.9;100.3;102.8;103.0;115.9;101.6;113.9;103.4;103.0;104.8;107.0;102.8;106.1;102.9;103.4;101.1;101.0;109.6;107.7;6734;346;955;7343;2897;4447;6255;320.0;918.0;6842.0;;;-4.8;1.3;7.2;-3.8;;;107.7;108.2;104.0;107.3;;;4447;713;857;99;2976;156;70;87;92.0;-16.9
24;2019;29133;17878;1704;943.0;761.0;1669;331.0;696.0;591.0;51.0;418;;418;375;433;5685;135.0;4936.0;614.0;1043;325;2505;81;3640;11255;4209;2197.0;1563.0;95.0;354.0;7045;27538;17191;1599;889.0;713.0;1695;320.0;789.0;535.0;53.0;475;;475;374;416;5429;110.0;4794.0;520.0;975;321;2326;82;3475;10359;3968;2043.0;1514.0;92.0;316.0;6417;1.5;0.9;-0.5;-2.4;1.9;2.1;0.6;3.8;0.9;3.3;-4.7;;-4.7;1.3;6.5;1.5;-0.6;1.8;-0.6;0.7;2.2;-0.7;-1.1;1.4;2.5;2.3;4.1;0.2;0.5;1.6;2.6;105.8;104.0;106.6;106.1;106.7;98.4;103.2;88.2;110.4;96.9;88.0;;88.0;100.3;104.0;104.7;122.8;103.0;118.2;107.0;101.3;107.7;98.5;104.8;108.7;106.1;107.5;103.2;103.0;111.9;109.8;7045;354;987;7679;3075;4604;6417;328.0;946.0;7023.0;;;2.6;2.5;3.1;2.6;;;109.8;107.7;104.3;109.3;;;4604;692;772;89;3229;158;72;86;92.4;0.4
25;2020;28236;17664;1698;993.0;705.0;1405;288.0;559.0;525.0;33.0;383;;383;383;443;5664;139.0;4883.0;642.0;1040;336;2530;74;3708;10572;4390;2299.0;1632.0;97.0;363.0;6182;27473;17101;1536;896.0;644.0;1695;322.0;785.0;539.0;49.0;482;;482;382;419;5412;117.0;4746.0;539.0;960;327;2322;77;3470;10381;4059;2124.0;1523.0;93.0;317.0;6351;-0.2;-0.5;-3.9;0.7;-9.7;0.0;0.6;-0.5;0.8;-7.9;1.4;;1.4;2.1;0.7;-0.3;7.1;-1.0;3.7;-1.6;1.8;-0.2;-6.2;-0.1;0.2;2.3;3.9;0.6;0.7;0.3;-1.0;102.8;103.3;110.5;110.8;109.5;82.9;89.5;71.1;97.4;68.2;79.5;;79.5;100.3;105.7;104.7;118.7;102.9;119.2;108.4;102.7;109.0;96.6;106.9;101.8;108.1;108.2;107.2;104.0;114.5;97.3;6182;355;1464;7290;3195;4096;6351;336.0;1033.0;7032.0;;;-1.0;2.3;9.1;0.1;;;97.3;105.8;141.7;103.7;;;4096;686;738;84;2756;157;74;83;86.5;-6.4
26;2021;30610;19606;1813;1119.0;694.0;2039;424.0;897.0;639.0;79.0;569;;569;378;436;6214;134.0;5456.0;624.0;1076;351;2638;68;4023;11004;4587;2420.0;1681.0;100.0;385.0;6417;27769;17202;1548;946.0;606.0;1729;322.0;814.0;549.0;47.0;497;;497;375;400;5254;112.0;4604.0;527.0;963;336;2367;70;3646;10578;4122;2187.0;1520.0;93.0;318.0;6487;1.1;0.6;0.8;5.5;-6.0;2.0;-0.1;3.7;1.7;-3.0;3.2;;3.2;-1.8;-4.5;-2.9;-4.2;-3.0;-2.2;0.4;2.7;1.9;-8.2;5.1;1.9;1.5;3.0;-0.2;0.4;0.4;2.1;110.2;114.0;117.1;118.4;114.6;117.9;131.6;110.2;116.4;167.6;114.5;;114.5;100.8;108.9;118.3;119.3;118.5;118.4;111.7;104.7;111.5;97.2;110.3;104.0;111.3;110.7;110.6;107.3;121.0;98.9;6417;323;1662;7757;3303;4454;6487;309.0;1045.0;7204.0;;;2.1;-8.1;1.2;2.4;;;98.9;104.6;159.1;107.7;;;4454;728;698;84;3112;158;74;84;88.8;2.7
27;2022;36076;23890;1923;1155.0;768.0;3323;781.0;1516.0;865.0;160.0;1128;;1128;412;456;7911;169.0;7057.0;685.0;1151;395;2804;107;4280;12186;4932;2665.0;1718.0;102.0;447.0;7254;27028;16814;1497;914.0;587.0;1492;290.0;617.0;541.0;40.0;488;;488;381;393;5207;111.0;4564.0;522.0;970;346;2330;68;3635;10218;4134;2218.0;1501.0;94.0;318.0;6096;-2.7;-2.3;-3.3;-3.4;-3.1;-13.7;-9.8;-24.2;-1.4;-15.1;-1.7;;-1.7;1.6;-1.8;-0.9;-0.7;-0.9;-1.0;0.7;3.1;-1.5;-4.0;-0.3;-3.4;0.3;1.4;-1.3;0.2;-0.2;-6.0;133.5;142.1;128.4;126.4;130.9;222.7;269.0;245.8;159.9;397.4;230.9;;230.9;107.9;116.0;151.9;151.6;154.6;131.3;118.7;114.3;120.4;158.4;117.7;119.3;119.3;120.1;114.5;109.4;140.6;119.0;7254;284;1107;8077;3458;4620;6096;292.0;999.0;6792.0;;;-6.0;-5.3;-4.5;-5.7;;;119.0;97.2;110.9;118.9;;;4620;728;568;93;3417;157;74;83;88.4;-0.5
28;2023;35830;22664;2053;;;2491;;;;;637;;637;420;473;7338;;;;1282;393;2882;201;4495;13166;5272;;;;;7894;26473;16511;1518;;;1382;;;;;472;;472;389;392;5109;;;;997;321;2306;64;3636;9957;4220;;;;;5747;-2.1;-1.8;1.4;;;-7.4;;;;;-3.3;;-3.3;2.0;-0.2;-1.9;;;;2.8;-7.3;-1.0;-5.5;0.0;-2.6;2.1;;;;;-5.7;135.3;137.3;135.2;;;180.3;;;;;134.9;;134.9;108.0;120.5;143.6;;;;128.6;122.5;125.0;313.9;123.6;132.2;124.9;;;;;137.3;7894;305;1032;8620;3762;4858;5747;;;;;;-5.7;;;;;;137.3;;;;;;4858;786;590;94;3576;160;75;84;85.8;-2.9
