ID;BalanceSheetItemsProvinces;Regions;Periods;BalanceSheetItemsYearEndInMlnEuro_1;BalanceSheetYearEndInEuroInhabit_2
44;A - Assets;Oost-Nederland (LD);2008;2395.0;688.0
45;A - Assets;Oost-Nederland (LD);2009;8287.0;2368.0
46;A - Assets;Oost-Nederland (LD);2010;8152.0;2318.0
47;A - Assets;Oost-Nederland (LD);2011;8160.0;2311.0
48;A - Assets;Oost-Nederland (LD);2012;8035.0;2267.0
49;A - Assets;Oost-Nederland (LD);2013;7762.0;2184.0
50;A - Assets;Oost-Nederland (LD);2014;7297.0;2050.0
51;A - Assets;Oost-Nederland (LD);2015;6975.0;1954.0
52;A - Assets;Oost-Nederland (LD);2016;6969.0;1945.0
53;A - Assets;Oost-Nederland (LD);2017;7065.0;1961.0
54;A - Assets;Oost-Nederland (LD);2018;7062.0;1949.0
55;A - Assets;Oost-Nederland (LD);2019;6976.0;1914.0
56;A - Assets;Oost-Nederland (LD);2020;6953.0;1894.0
57;A - Assets;Oost-Nederland (LD);2021;7097.0;1923.0
58;A - Assets;Oost-Nederland (LD);2022;7305.0;1965.0
59;A - Assets;Oost-Nederland (LD);2023;7602.0;2020.0
60;A - Assets;West-Nederland (LD);2004;2757.0;364.0
61;A - Assets;West-Nederland (LD);2005;3065.0;403.0
62;A - Assets;West-Nederland (LD);2006;3113.0;408.0
63;A - Assets;West-Nederland (LD);2007;3546.0;464.0
64;A - Assets;West-Nederland (LD);2008;3787.0;494.0
65;A - Assets;West-Nederland (LD);2009;4746.0;615.0
66;A - Assets;West-Nederland (LD);2010;4914.0;632.0
67;A - Assets;West-Nederland (LD);2011;4881.0;623.0
68;A - Assets;West-Nederland (LD);2012;4672.0;593.0
69;A - Assets;West-Nederland (LD);2013;4428.0;559.0
70;A - Assets;West-Nederland (LD);2014;4257.0;535.0
71;A - Assets;West-Nederland (LD);2015;4210.0;526.0
72;A - Assets;West-Nederland (LD);2016;4185.0;519.0
73;A - Assets;West-Nederland (LD);2017;4197.0;517.0
74;A - Assets;West-Nederland (LD);2018;4238.0;517.0
75;A - Assets;West-Nederland (LD);2019;4356.0;528.0
76;A - Assets;West-Nederland (LD);2020;4505.0;541.0
77;A - Assets;West-Nederland (LD);2021;4706.0;563.0
78;A - Assets;West-Nederland (LD);2022;4811.0;571.0
79;A - Assets;West-Nederland (LD);2023;5111.0;599.0
80;A - Assets;Zuid-Nederland (LD);2004;1204.0;339.0
81;A - Assets;Zuid-Nederland (LD);2005;1182.0;333.0
82;A - Assets;Zuid-Nederland (LD);2006;1373.0;387.0
83;A - Assets;Zuid-Nederland (LD);2007;2101.0;592.0
84;A - Assets;Zuid-Nederland (LD);2008;2248.0;634.0
85;A - Assets;Zuid-Nederland (LD);2009;6565.0;1846.0
86;A - Assets;Zuid-Nederland (LD);2010;6505.0;1824.0
87;A - Assets;Zuid-Nederland (LD);2011;6953.0;1944.0
88;A - Assets;Zuid-Nederland (LD);2012;6920.0;1929.0
89;A - Assets;Zuid-Nederland (LD);2013;6822.0;1899.0
90;A - Assets;Zuid-Nederland (LD);2014;6737.0;1872.0
91;A - Assets;Zuid-Nederland (LD);2015;6823.0;1892.0
92;A - Assets;Zuid-Nederland (LD);2016;6533.0;1807.0
93;A - Assets;Zuid-Nederland (LD);2017;6767.0;1864.0
94;A - Assets;Zuid-Nederland (LD);2018;6753.0;1852.0
95;A - Assets;Zuid-Nederland (LD);2019;6684.0;1826.0
96;A - Assets;Zuid-Nederland (LD);2020;6769.0;1839.0
97;A - Assets;Zuid-Nederland (LD);2021;6977.0;1891.0
98;A - Assets;Zuid-Nederland (LD);2022;7204.0;1941.0
99;A - Assets;Zuid-Nederland (LD);2023;7340.0;1955.0
100;A - Assets;Groningen (PV);2004;357.0;622.0
101;A - Assets;Groningen (PV);2005;417.0;725.0
102;A - Assets;Groningen (PV);2006;527.0;919.0
103;A - Assets;Groningen (PV);2007;700.0;1220.0
104;A - Assets;Groningen (PV);2008;812.0;1415.0
105;A - Assets;Groningen (PV);2009;1226.0;2136.0
106;A - Assets;Groningen (PV);2010;1271.0;2205.0
107;A - Assets;Groningen (PV);2011;1510.0;2608.0
108;A - Assets;Groningen (PV);2012;1429.0;2460.0
109;A - Assets;Groningen (PV);2013;1443.0;2481.0
110;A - Assets;Groningen (PV);2014;1410.0;2420.0
111;A - Assets;Groningen (PV);2015;1448.0;2479.0
112;A - Assets;Groningen (PV);2016;1352.0;2316.0
113;A - Assets;Groningen (PV);2017;1431.0;2452.0
114;A - Assets;Groningen (PV);2018;1476.0;2533.0
115;A - Assets;Groningen (PV);2019;1404.0;2404.0
116;A - Assets;Groningen (PV);2020;1362.0;2325.0
117;A - Assets;Groningen (PV);2021;1549.0;2640.0
118;A - Assets;Groningen (PV);2022;1580.0;2677.0
119;A - Assets;Groningen (PV);2023;1838.0;3084.0
120;A - Assets;Fryslân (PV);2004;211.0;328.0
121;A - Assets;Fryslân (PV);2005;224.0;349.0
122;A - Assets;Fryslân (PV);2006;283.0;440.0
123;A - Assets;Fryslân (PV);2007;300.0;467.0
124;A - Assets;Fryslân (PV);2008;368.0;572.0
125;A - Assets;Fryslân (PV);2009;1666.0;2584.0
126;A - Assets;Fryslân (PV);2010;1679.0;2597.0
127;A - Assets;Fryslân (PV);2011;1863.0;2878.0
128;A - Assets;Fryslân (PV);2012;1956.0;3023.0
129;A - Assets;Fryslân (PV);2013;1949.0;3013.0
130;A - Assets;Fryslân (PV);2014;1867.0;2888.0
131;A - Assets;Fryslân (PV);2015;1721.0;2663.0
132;A - Assets;Fryslân (PV);2016;1307.0;2023.0
133;A - Assets;Fryslân (PV);2017;1353.0;2092.0
134;A - Assets;Fryslân (PV);2018;1224.0;1891.0
135;A - Assets;Fryslân (PV);2019;1220.0;1883.0
136;A - Assets;Fryslân (PV);2020;1236.0;1902.0
137;A - Assets;Fryslân (PV);2021;1335.0;2049.0
138;A - Assets;Fryslân (PV);2022;1237.0;1892.0
139;A - Assets;Fryslân (PV);2023;1231.0;1867.0
140;A - Assets;Drenthe (PV);2004;151.0;313.0
141;A - Assets;Drenthe (PV);2005;153.0;316.0
142;A - Assets;Drenthe (PV);2006;245.0;506.0
143;A - Assets;Drenthe (PV);2007;293.0;602.0
144;A - Assets;Drenthe (PV);2008;328.0;671.0
145;A - Assets;Drenthe (PV);2009;527.0;1075.0
146;A - Assets;Drenthe (PV);2010;533.0;1085.0
147;A - Assets;Drenthe (PV);2011;561.0;1141.0
148;A - Assets;Drenthe (PV);2012;535.0;1090.0
149;A - Assets;Drenthe (PV);2013;520.0;1061.0
150;A - Assets;Drenthe (PV);2014;503.0;1029.0
151;A - Assets;Drenthe (PV);2015;482.0;987.0
152;A - Assets;Drenthe (PV);2016;501.0;1025.0
153;A - Assets;Drenthe (PV);2017;544.0;1106.0
154;A - Assets;Drenthe (PV);2018;545.0;1108.0
155;A - Assets;Drenthe (PV);2019;553.0;1123.0
156;A - Assets;Drenthe (PV);2020;564.0;1142.0
157;A - Assets;Drenthe (PV);2021;636.0;1286.0
158;A - Assets;Drenthe (PV);2022;626.0;1257.0
159;A - Assets;Drenthe (PV);2023;699.0;1392.0
160;A - Assets;Overijssel (PV);2004;386.0;349.0
161;A - Assets;Overijssel (PV);2005;497.0;448.0
162;A - Assets;Overijssel (PV);2006;575.0;516.0
163;A - Assets;Overijssel (PV);2007;823.0;737.0
164;A - Assets;Overijssel (PV);2008;968.0;864.0
165;A - Assets;Overijssel (PV);2009;2555.0;2270.0
166;A - Assets;Overijssel (PV);2010;2438.0;2157.0
167;A - Assets;Overijssel (PV);2011;2497.0;2201.0
168;A - Assets;Overijssel (PV);2012;2366.0;2080.0
169;A - Assets;Overijssel (PV);2013;2176.0;1910.0
170;A - Assets;Overijssel (PV);2014;2135.0;1873.0
171;A - Assets;Overijssel (PV);2015;2090.0;1832.0
172;A - Assets;Overijssel (PV);2016;2085.0;1822.0
173;A - Assets;Overijssel (PV);2017;2106.0;1835.0
174;A - Assets;Overijssel (PV);2018;2077.0;1804.0
175;A - Assets;Overijssel (PV);2019;2036.0;1761.0
176;A - Assets;Overijssel (PV);2020;2005.0;1725.0
177;A - Assets;Overijssel (PV);2021;2044.0;1752.0
178;A - Assets;Overijssel (PV);2022;2046.0;1746.0
179;A - Assets;Overijssel (PV);2023;2098.0;1771.0
180;A - Assets;Flevoland (PV);2004;121.0;335.0
181;A - Assets;Flevoland (PV);2005;126.0;344.0
182;A - Assets;Flevoland (PV);2006;152.0;411.0
183;A - Assets;Flevoland (PV);2007;201.0;538.0
184;A - Assets;Flevoland (PV);2008;205.0;542.0
185;A - Assets;Flevoland (PV);2009;211.0;551.0
186;A - Assets;Flevoland (PV);2010;218.0;562.0
187;A - Assets;Flevoland (PV);2011;200.0;511.0
188;A - Assets;Flevoland (PV);2012;244.0;617.0
189;A - Assets;Flevoland (PV);2013;258.0;648.0
190;A - Assets;Flevoland (PV);2014;250.0;624.0
191;A - Assets;Flevoland (PV);2015;257.0;640.0
192;A - Assets;Flevoland (PV);2016;304.0;753.0
193;A - Assets;Flevoland (PV);2017;309.0;757.0
194;A - Assets;Flevoland (PV);2018;335.0;814.0
195;A - Assets;Flevoland (PV);2019;336.0;806.0
196;A - Assets;Flevoland (PV);2020;354.0;838.0
197;A - Assets;Flevoland (PV);2021;381.0;891.0
198;A - Assets;Flevoland (PV);2022;422.0;970.0
199;A - Assets;Flevoland (PV);2023;447.0;1004.0
200;A - Assets;Gelderland (PV);2004;589.0;299.0
201;A - Assets;Gelderland (PV);2005;642.0;326.0
202;A - Assets;Gelderland (PV);2006;887.0;449.0
203;A - Assets;Gelderland (PV);2007;1080.0;546.0
204;A - Assets;Gelderland (PV);2008;1222.0;616.0
205;A - Assets;Gelderland (PV);2009;5522.0;2773.0
206;A - Assets;Gelderland (PV);2010;5495.0;2749.0
207;A - Assets;Gelderland (PV);2011;5463.0;2725.0
208;A - Assets;Gelderland (PV);2012;5426.0;2698.0
209;A - Assets;Gelderland (PV);2013;5328.0;2643.0
210;A - Assets;Gelderland (PV);2014;4913.0;2432.0
211;A - Assets;Gelderland (PV);2015;4628.0;2284.0
212;A - Assets;Gelderland (PV);2016;4580.0;2250.0
213;A - Assets;Gelderland (PV);2017;4650.0;2271.0
214;A - Assets;Gelderland (PV);2018;4650.0;2257.0
215;A - Assets;Gelderland (PV);2019;4604.0;2222.0
216;A - Assets;Gelderland (PV);2020;4593.0;2202.0
217;A - Assets;Gelderland (PV);2021;4672.0;2228.0
218;A - Assets;Gelderland (PV);2022;4838.0;2292.0
219;A - Assets;Gelderland (PV);2023;5058.0;2370.0
220;A - Assets;Utrecht (PV);2004;749.0;644.0
221;A - Assets;Utrecht (PV);2005;762.0;651.0
222;A - Assets;Utrecht (PV);2006;767.0;650.0
223;A - Assets;Utrecht (PV);2007;920.0;773.0
224;A - Assets;Utrecht (PV);2008;896.0;746.0
225;A - Assets;Utrecht (PV);2009;831.0;686.0
226;A - Assets;Utrecht (PV);2010;753.0;617.0
227;A - Assets;Utrecht (PV);2011;733.0;597.0
228;A - Assets;Utrecht (PV);2012;730.0;590.0
229;A - Assets;Utrecht (PV);2013;667.0;536.0
230;A - Assets;Utrecht (PV);2014;644.0;513.0
231;A - Assets;Utrecht (PV);2015;856.0;678.0
232;A - Assets;Utrecht (PV);2016;835.0;656.0
233;A - Assets;Utrecht (PV);2017;867.0;675.0
234;A - Assets;Utrecht (PV);2018;885.0;683.0
235;A - Assets;Utrecht (PV);2019;863.0;643.0
236;A - Assets;Utrecht (PV);2020;884.0;653.0
237;A - Assets;Utrecht (PV);2021;927.0;681.0
238;A - Assets;Utrecht (PV);2022;919.0;671.0
239;A - Assets;Utrecht (PV);2023;881.0;635.0
240;A - Assets;Noord-Holland (PV);2004;1001.0;387.0
241;A - Assets;Noord-Holland (PV);2005;1141.0;439.0
242;A - Assets;Noord-Holland (PV);2006;1180.0;453.0
243;A - Assets;Noord-Holland (PV);2007;1368.0;524.0
244;A - Assets;Noord-Holland (PV);2008;1436.0;547.0
245;A - Assets;Noord-Holland (PV);2009;2376.0;898.0
246;A - Assets;Noord-Holland (PV);2010;2297.0;861.0
247;A - Assets;Noord-Holland (PV);2011;1974.0;733.0
248;A - Assets;Noord-Holland (PV);2012;1741.0;642.0
249;A - Assets;Noord-Holland (PV);2013;1633.0;600.0
250;A - Assets;Noord-Holland (PV);2014;1587.0;579.0
251;A - Assets;Noord-Holland (PV);2015;1407.0;510.0
252;A - Assets;Noord-Holland (PV);2016;1377.0;495.0
253;A - Assets;Noord-Holland (PV);2017;1353.0;482.0
254;A - Assets;Noord-Holland (PV);2018;1359.0;480.0
255;A - Assets;Noord-Holland (PV);2019;1368.0;479.0
256;A - Assets;Noord-Holland (PV);2020;1420.0;493.0
257;A - Assets;Noord-Holland (PV);2021;1463.0;506.0
258;A - Assets;Noord-Holland (PV);2022;1460.0;502.0
259;A - Assets;Noord-Holland (PV);2023;1599.0;541.0
260;A - Assets;Zuid-Holland (PV);2004;804.0;233.0
261;A - Assets;Zuid-Holland (PV);2005;831.0;240.0
262;A - Assets;Zuid-Holland (PV);2006;830.0;240.0
263;A - Assets;Zuid-Holland (PV);2007;945.0;274.0
264;A - Assets;Zuid-Holland (PV);2008;1144.0;330.0
265;A - Assets;Zuid-Holland (PV);2009;1249.0;359.0
266;A - Assets;Zuid-Holland (PV);2010;1518.0;433.0
267;A - Assets;Zuid-Holland (PV);2011;1838.0;521.0
268;A - Assets;Zuid-Holland (PV);2012;1823.0;513.0
269;A - Assets;Zuid-Holland (PV);2013;1656.0;465.0
270;A - Assets;Zuid-Holland (PV);2014;1555.0;435.0
271;A - Assets;Zuid-Holland (PV);2015;1504.0;418.0
272;A - Assets;Zuid-Holland (PV);2016;1540.0;425.0
273;A - Assets;Zuid-Holland (PV);2017;1541.0;422.0
274;A - Assets;Zuid-Holland (PV);2018;1576.0;428.0
275;A - Assets;Zuid-Holland (PV);2019;1742.0;474.0
276;A - Assets;Zuid-Holland (PV);2020;1841.0;496.0
277;A - Assets;Zuid-Holland (PV);2021;1973.0;529.0
278;A - Assets;Zuid-Holland (PV);2022;2056.0;548.0
279;A - Assets;Zuid-Holland (PV);2023;2178.0;573.0
280;A - Assets;Zeeland (PV);2004;203.0;536.0
281;A - Assets;Zeeland (PV);2005;330.0;868.0
282;A - Assets;Zeeland (PV);2006;336.0;884.0
283;A - Assets;Zeeland (PV);2007;313.0;822.0
284;A - Assets;Zeeland (PV);2008;311.0;818.0
285;A - Assets;Zeeland (PV);2009;290.0;760.0
286;A - Assets;Zeeland (PV);2010;347.0;909.0
287;A - Assets;Zeeland (PV);2011;336.0;881.0
288;A - Assets;Zeeland (PV);2012;379.0;994.0
289;A - Assets;Zeeland (PV);2013;471.0;1236.0
290;A - Assets;Zeeland (PV);2014;472.0;1240.0
291;A - Assets;Zeeland (PV);2015;442.0;1161.0
292;A - Assets;Zeeland (PV);2016;433.0;1136.0
293;A - Assets;Zeeland (PV);2017;436.0;1143.0
294;A - Assets;Zeeland (PV);2018;418.0;1093.0
295;A - Assets;Zeeland (PV);2019;383.0;1001.0
296;A - Assets;Zeeland (PV);2020;360.0;938.0
297;A - Assets;Zeeland (PV);2021;344.0;892.0
298;A - Assets;Zeeland (PV);2022;375.0;971.0
299;A - Assets;Zeeland (PV);2023;453.0;1158.0
300;A - Assets;Noord-Brabant (PV);2004;803.0;334.0
301;A - Assets;Noord-Brabant (PV);2005;788.0;327.0
302;A - Assets;Noord-Brabant (PV);2006;899.0;372.0
303;A - Assets;Noord-Brabant (PV);2007;1409.0;583.0
304;A - Assets;Noord-Brabant (PV);2008;1466.0;605.0
305;A - Assets;Noord-Brabant (PV);2009;4339.0;1782.0
306;A - Assets;Noord-Brabant (PV);2010;4127.0;1689.0
307;A - Assets;Noord-Brabant (PV);2011;4493.0;1831.0
308;A - Assets;Noord-Brabant (PV);2012;4550.0;1847.0
309;A - Assets;Noord-Brabant (PV);2013;4499.0;1821.0
310;A - Assets;Noord-Brabant (PV);2014;4501.0;1815.0
311;A - Assets;Noord-Brabant (PV);2015;4649.0;1868.0
312;A - Assets;Noord-Brabant (PV);2016;4437.0;1776.0
313;A - Assets;Noord-Brabant (PV);2017;4659.0;1854.0
314;A - Assets;Noord-Brabant (PV);2018;4664.0;1845.0
315;A - Assets;Noord-Brabant (PV);2019;4639.0;1823.0
316;A - Assets;Noord-Brabant (PV);2020;4740.0;1849.0
317;A - Assets;Noord-Brabant (PV);2021;4908.0;1907.0
318;A - Assets;Noord-Brabant (PV);2022;5008.0;1931.0
319;A - Assets;Noord-Brabant (PV);2023;5126.0;1952.0
320;A - Assets;Limburg (PV);2004;401.0;352.0
321;A - Assets;Limburg (PV);2005;394.0;347.0
322;A - Assets;Limburg (PV);2006;475.0;419.0
323;A - Assets;Limburg (PV);2007;692.0;614.0
324;A - Assets;Limburg (PV);2008;782.0;696.0
325;A - Assets;Limburg (PV);2009;2226.0;1983.0
326;A - Assets;Limburg (PV);2010;2377.0;2118.0
327;A - Assets;Limburg (PV);2011;2461.0;2192.0
328;A - Assets;Limburg (PV);2012;2370.0;2110.0
329;A - Assets;Limburg (PV);2013;2322.0;2070.0
330;A - Assets;Limburg (PV);2014;2236.0;1996.0
331;A - Assets;Limburg (PV);2015;2174.0;1945.0
332;A - Assets;Limburg (PV);2016;2096.0;1878.0
333;A - Assets;Limburg (PV);2017;2108.0;1886.0
334;A - Assets;Limburg (PV);2018;2089.0;1870.0
335;A - Assets;Limburg (PV);2019;2045.0;1832.0
336;A - Assets;Limburg (PV);2020;2029.0;1816.0
337;A - Assets;Limburg (PV);2021;2069.0;1854.0
338;A - Assets;Limburg (PV);2022;2196.0;1963.0
339;A - Assets;Limburg (PV);2023;2214.0;1962.0
340;A1 - Fixed assets;The Netherlands;2004;3786.0;233.0
341;A1 - Fixed assets;The Netherlands;2005;3904.0;239.0
342;A1 - Fixed assets;The Netherlands;2006;3975.0;243.0
343;A1 - Fixed assets;The Netherlands;2007;4038.0;247.0
344;A1 - Fixed assets;The Netherlands;2008;4383.0;267.0
345;A1 - Fixed assets;The Netherlands;2009;14741.0;894.0
346;A1 - Fixed assets;The Netherlands;2010;16791.0;1013.0
347;A1 - Fixed assets;The Netherlands;2011;16659.0;1000.0
348;A1 - Fixed assets;The Netherlands;2012;16973.0;1014.0
349;A1 - Fixed assets;The Netherlands;2013;16171.0;964.0
350;A1 - Fixed assets;The Netherlands;2014;15724.0;934.0
351;A1 - Fixed assets;The Netherlands;2015;14882.0;881.0
352;A1 - Fixed assets;The Netherlands;2016;14341.0;845.0
353;A1 - Fixed assets;The Netherlands;2017;14204.0;832.0
354;A1 - Fixed assets;The Netherlands;2018;14949.0;870.0
355;A1 - Fixed assets;The Netherlands;2019;13634.0;789.0
356;A1 - Fixed assets;The Netherlands;2020;13982.0;803.0
357;A1 - Fixed assets;The Netherlands;2021;14469.0;828.0
358;A1 - Fixed assets;The Netherlands;2022;15960.0;907.0
359;A1 - Fixed assets;The Netherlands;2023;16891.0;948.0
360;A1 - Fixed assets;Noord-Nederland (LD);2004;401.0;236.0
361;A1 - Fixed assets;Noord-Nederland (LD);2005;484.0;285.0
362;A1 - Fixed assets;Noord-Nederland (LD);2006;574.0;337.0
363;A1 - Fixed assets;Noord-Nederland (LD);2007;596.0;350.0
364;A1 - Fixed assets;Noord-Nederland (LD);2008;695.0;408.0
365;A1 - Fixed assets;Noord-Nederland (LD);2009;2195.0;1285.0
366;A1 - Fixed assets;Noord-Nederland (LD);2010;2454.0;1432.0
367;A1 - Fixed assets;Noord-Nederland (LD);2011;2512.0;1462.0
368;A1 - Fixed assets;Noord-Nederland (LD);2012;2560.0;1489.0
369;A1 - Fixed assets;Noord-Nederland (LD);2013;2197.0;1278.0
370;A1 - Fixed assets;Noord-Nederland (LD);2014;2245.0;1306.0
371;A1 - Fixed assets;Noord-Nederland (LD);2015;2177.0;1267.0
372;A1 - Fixed assets;Noord-Nederland (LD);2016;2040.0;1187.0
373;A1 - Fixed assets;Noord-Nederland (LD);2017;2144.0;1245.0
374;A1 - Fixed assets;Noord-Nederland (LD);2018;2185.0;1269.0
375;A1 - Fixed assets;Noord-Nederland (LD);2019;1866.0;1082.0
376;A1 - Fixed assets;Noord-Nederland (LD);2020;1936.0;1120.0
377;A1 - Fixed assets;Noord-Nederland (LD);2021;2089.0;1205.0
378;A1 - Fixed assets;Noord-Nederland (LD);2022;2058.0;1182.0
379;A1 - Fixed assets;Noord-Nederland (LD);2023;2212.0;1259.0
380;A1 - Fixed assets;Oost-Nederland (LD);2004;668.0;195.0
381;A1 - Fixed assets;Oost-Nederland (LD);2005;749.0;217.0
382;A1 - Fixed assets;Oost-Nederland (LD);2006;736.0;213.0
383;A1 - Fixed assets;Oost-Nederland (LD);2007;744.0;214.0
384;A1 - Fixed assets;Oost-Nederland (LD);2008;967.0;278.0
385;A1 - Fixed assets;Oost-Nederland (LD);2009;5990.0;1711.0
386;A1 - Fixed assets;Oost-Nederland (LD);2010;6642.0;1888.0
387;A1 - Fixed assets;Oost-Nederland (LD);2011;6740.0;1909.0
388;A1 - Fixed assets;Oost-Nederland (LD);2012;6763.0;1908.0
389;A1 - Fixed assets;Oost-Nederland (LD);2013;6268.0;1764.0
390;A1 - Fixed assets;Oost-Nederland (LD);2014;5739.0;1612.0
391;A1 - Fixed assets;Oost-Nederland (LD);2015;4787.0;1341.0
392;A1 - Fixed assets;Oost-Nederland (LD);2016;4568.0;1275.0
393;A1 - Fixed assets;Oost-Nederland (LD);2017;4434.0;1231.0
394;A1 - Fixed assets;Oost-Nederland (LD);2018;4290.0;1184.0
395;A1 - Fixed assets;Oost-Nederland (LD);2019;3757.0;1031.0
396;A1 - Fixed assets;Oost-Nederland (LD);2020;3765.0;1025.0
397;A1 - Fixed assets;Oost-Nederland (LD);2021;3770.0;1021.0
398;A1 - Fixed assets;Oost-Nederland (LD);2022;4682.0;1260.0
399;A1 - Fixed assets;Oost-Nederland (LD);2023;4811.0;1279.0
400;A1 - Fixed assets;West-Nederland (LD);2004;1952.0;257.0
401;A1 - Fixed assets;West-Nederland (LD);2005;1948.0;256.0
402;A1 - Fixed assets;West-Nederland (LD);2006;1877.0;246.0
403;A1 - Fixed assets;West-Nederland (LD);2007;1798.0;235.0
404;A1 - Fixed assets;West-Nederland (LD);2008;1801.0;235.0
405;A1 - Fixed assets;West-Nederland (LD);2009;2386.0;309.0
406;A1 - Fixed assets;West-Nederland (LD);2010;2324.0;299.0
407;A1 - Fixed assets;West-Nederland (LD);2011;2060.0;263.0
408;A1 - Fixed assets;West-Nederland (LD);2012;2224.0;282.0
409;A1 - Fixed assets;West-Nederland (LD);2013;2171.0;274.0
410;A1 - Fixed assets;West-Nederland (LD);2014;2077.0;261.0
411;A1 - Fixed assets;West-Nederland (LD);2015;1966.0;246.0
412;A1 - Fixed assets;West-Nederland (LD);2016;2165.0;269.0
413;A1 - Fixed assets;West-Nederland (LD);2017;2352.0;289.0
414;A1 - Fixed assets;West-Nederland (LD);2018;2678.0;327.0
415;A1 - Fixed assets;West-Nederland (LD);2019;3051.0;370.0
416;A1 - Fixed assets;West-Nederland (LD);2020;3373.0;405.0
417;A1 - Fixed assets;West-Nederland (LD);2021;3683.0;441.0
418;A1 - Fixed assets;West-Nederland (LD);2022;3897.0;463.0
419;A1 - Fixed assets;West-Nederland (LD);2023;4083.0;478.0
420;A1 - Fixed assets;Zuid-Nederland (LD);2004;765.0;216.0
421;A1 - Fixed assets;Zuid-Nederland (LD);2005;723.0;204.0
422;A1 - Fixed assets;Zuid-Nederland (LD);2006;789.0;222.0
423;A1 - Fixed assets;Zuid-Nederland (LD);2007;900.0;254.0
424;A1 - Fixed assets;Zuid-Nederland (LD);2008;920.0;259.0
425;A1 - Fixed assets;Zuid-Nederland (LD);2009;4170.0;1172.0
426;A1 - Fixed assets;Zuid-Nederland (LD);2010;5372.0;1506.0
427;A1 - Fixed assets;Zuid-Nederland (LD);2011;5347.0;1495.0
428;A1 - Fixed assets;Zuid-Nederland (LD);2012;5427.0;1513.0
429;A1 - Fixed assets;Zuid-Nederland (LD);2013;5535.0;1540.0
430;A1 - Fixed assets;Zuid-Nederland (LD);2014;5663.0;1573.0
431;A1 - Fixed assets;Zuid-Nederland (LD);2015;5952.0;1650.0
432;A1 - Fixed assets;Zuid-Nederland (LD);2016;5568.0;1540.0
433;A1 - Fixed assets;Zuid-Nederland (LD);2017;5275.0;1453.0
434;A1 - Fixed assets;Zuid-Nederland (LD);2018;5795.0;1590.0
435;A1 - Fixed assets;Zuid-Nederland (LD);2019;4960.0;1355.0
436;A1 - Fixed assets;Zuid-Nederland (LD);2020;4909.0;1334.0
437;A1 - Fixed assets;Zuid-Nederland (LD);2021;4927.0;1335.0
438;A1 - Fixed assets;Zuid-Nederland (LD);2022;5322.0;1434.0
439;A1 - Fixed assets;Zuid-Nederland (LD);2023;5785.0;1541.0
