ID;Margins;Regions;Periods;BusinessConfidence_1
326;Value;Zuid-Holland (PV);2019 3rd quarter;10.8
327;Value;Zuid-Holland (PV);2019 4th quarter;6.1
328;Value;Zuid-Holland (PV);2020 1st quarter;7.5
329;Value;Zuid-Holland (PV);2020 2nd quarter;-30.7
330;Value;Zuid-Holland (PV);2020 3rd quarter;-18.0
331;Value;Zuid-Holland (PV);2020 4th quarter;-9.8
332;Value;Zuid-Holland (PV);2021 1st quarter;-8.2
333;Value;Zuid-Holland (PV);2021 2nd quarter;2.5
334;Value;Zuid-Holland (PV);2021 3rd quarter;13.7
335;Value;Zuid-Holland (PV);2021 4th quarter;12.8
336;Value;Zuid-Holland (PV);2022 1st quarter;5.7
337;Value;Zuid-Holland (PV);2022 2nd quarter;11.3
338;Value;Zuid-Holland (PV);2022 3rd quarter;6.6
339;Value;Zuid-Holland (PV);2022 4th quarter;-0.5
340;Value;Zuid-Holland (PV);2023 1st quarter;5.0
341;Value;Zuid-Holland (PV);2023 2nd quarter;4.0
342;Value;Zeeland (PV);2014 1st quarter;-1.5
343;Value;Zeeland (PV);2014 2nd quarter;-1.7
344;Value;Zeeland (PV);2014 3rd quarter;-11.8
345;Value;Zeeland (PV);2014 4th quarter;0.2
346;Value;Zeeland (PV);2015 1st quarter;2.3
347;Value;Zeeland (PV);2015 2nd quarter;3.1
348;Value;Zeeland (PV);2015 3rd quarter;6.8
349;Value;Zeeland (PV);2015 4th quarter;7.5
350;Value;Zeeland (PV);2016 1st quarter;7.8
351;Value;Zeeland (PV);2016 2nd quarter;9.0
352;Value;Zeeland (PV);2016 3rd quarter;7.6
353;Value;Zeeland (PV);2016 4th quarter;7.5
354;Value;Zeeland (PV);2017 1st quarter;11.3
355;Value;Zeeland (PV);2017 2nd quarter;8.7
356;Value;Zeeland (PV);2017 3rd quarter;9.5
357;Value;Zeeland (PV);2017 4th quarter;11.4
358;Value;Zeeland (PV);2018 1st quarter;10.8
359;Value;Zeeland (PV);2018 2nd quarter;11.8
360;Value;Zeeland (PV);2018 3rd quarter;9.6
361;Value;Zeeland (PV);2018 4th quarter;8.2
362;Value;Zeeland (PV);2019 1st quarter;10.2
363;Value;Zeeland (PV);2019 2nd quarter;9.6
364;Value;Zeeland (PV);2019 3rd quarter;6.3
365;Value;Zeeland (PV);2019 4th quarter;3.6
366;Value;Zeeland (PV);2020 1st quarter;2.8
367;Value;Zeeland (PV);2020 2nd quarter;-33.1
368;Value;Zeeland (PV);2020 3rd quarter;-13.1
369;Value;Zeeland (PV);2020 4th quarter;-10.8
370;Value;Zeeland (PV);2021 1st quarter;-19.7
371;Value;Zeeland (PV);2021 2nd quarter;-1.0
372;Value;Zeeland (PV);2021 3rd quarter;15.6
373;Value;Zeeland (PV);2021 4th quarter;10.3
374;Value;Zeeland (PV);2022 1st quarter;5.5
375;Value;Zeeland (PV);2022 2nd quarter;10.2
376;Value;Zeeland (PV);2022 3rd quarter;4.0
377;Value;Zeeland (PV);2022 4th quarter;-4.1
378;Value;Zeeland (PV);2023 1st quarter;-3.1
379;Value;Zeeland (PV);2023 2nd quarter;1.6
380;Value;Noord-Brabant (PV);2014 1st quarter;-0.1
381;Value;Noord-Brabant (PV);2014 2nd quarter;2.2
382;Value;Noord-Brabant (PV);2014 3rd quarter;-0.4
383;Value;Noord-Brabant (PV);2014 4th quarter;5.0
384;Value;Noord-Brabant (PV);2015 1st quarter;4.0
385;Value;Noord-Brabant (PV);2015 2nd quarter;6.2
386;Value;Noord-Brabant (PV);2015 3rd quarter;7.0
387;Value;Noord-Brabant (PV);2015 4th quarter;8.0
388;Value;Noord-Brabant (PV);2016 1st quarter;6.8
389;Value;Noord-Brabant (PV);2016 2nd quarter;6.0
390;Value;Noord-Brabant (PV);2016 3rd quarter;7.1
391;Value;Noord-Brabant (PV);2016 4th quarter;8.9
392;Value;Noord-Brabant (PV);2017 1st quarter;12.9
393;Value;Noord-Brabant (PV);2017 2nd quarter;11.5
394;Value;Noord-Brabant (PV);2017 3rd quarter;12.1
395;Value;Noord-Brabant (PV);2017 4th quarter;12.6
396;Value;Noord-Brabant (PV);2018 1st quarter;14.8
397;Value;Noord-Brabant (PV);2018 2nd quarter;12.9
398;Value;Noord-Brabant (PV);2018 3rd quarter;12.2
399;Value;Noord-Brabant (PV);2018 4th quarter;11.1
400;Value;Noord-Brabant (PV);2019 1st quarter;10.5
401;Value;Noord-Brabant (PV);2019 2nd quarter;9.9
402;Value;Noord-Brabant (PV);2019 3rd quarter;7.5
403;Value;Noord-Brabant (PV);2019 4th quarter;5.9
404;Value;Noord-Brabant (PV);2020 1st quarter;5.6
405;Value;Noord-Brabant (PV);2020 2nd quarter;-30.5
406;Value;Noord-Brabant (PV);2020 3rd quarter;-16.1
407;Value;Noord-Brabant (PV);2020 4th quarter;-9.7
408;Value;Noord-Brabant (PV);2021 1st quarter;-5.9
409;Value;Noord-Brabant (PV);2021 2nd quarter;5.7
410;Value;Noord-Brabant (PV);2021 3rd quarter;17.3
411;Value;Noord-Brabant (PV);2021 4th quarter;12.9
412;Value;Noord-Brabant (PV);2022 1st quarter;4.7
413;Value;Noord-Brabant (PV);2022 2nd quarter;11.6
414;Value;Noord-Brabant (PV);2022 3rd quarter;7.0
415;Value;Noord-Brabant (PV);2022 4th quarter;4.8
416;Value;Noord-Brabant (PV);2023 1st quarter;6.6
417;Value;Noord-Brabant (PV);2023 2nd quarter;5.3
418;Value;Limburg (PV);2014 1st quarter;-0.6
419;Value;Limburg (PV);2014 2nd quarter;1.6
420;Value;Limburg (PV);2014 3rd quarter;0.4
421;Value;Limburg (PV);2014 4th quarter;0.8
422;Value;Limburg (PV);2015 1st quarter;2.1
423;Value;Limburg (PV);2015 2nd quarter;4.1
424;Value;Limburg (PV);2015 3rd quarter;6.4
425;Value;Limburg (PV);2015 4th quarter;6.6
426;Value;Limburg (PV);2016 1st quarter;5.1
427;Value;Limburg (PV);2016 2nd quarter;5.1
428;Value;Limburg (PV);2016 3rd quarter;7.7
429;Value;Limburg (PV);2016 4th quarter;8.3
430;Value;Limburg (PV);2017 1st quarter;13.0
431;Value;Limburg (PV);2017 2nd quarter;11.5
432;Value;Limburg (PV);2017 3rd quarter;10.2
433;Value;Limburg (PV);2017 4th quarter;11.0
434;Value;Limburg (PV);2018 1st quarter;12.7
435;Value;Limburg (PV);2018 2nd quarter;12.2
436;Value;Limburg (PV);2018 3rd quarter;14.8
437;Value;Limburg (PV);2018 4th quarter;10.3
438;Value;Limburg (PV);2019 1st quarter;6.5
439;Value;Limburg (PV);2019 2nd quarter;7.7
440;Value;Limburg (PV);2019 3rd quarter;3.8
441;Value;Limburg (PV);2019 4th quarter;-1.8
442;Value;Limburg (PV);2020 1st quarter;-2.0
443;Value;Limburg (PV);2020 2nd quarter;-38.0
444;Value;Limburg (PV);2020 3rd quarter;-19.3
445;Value;Limburg (PV);2020 4th quarter;-14.4
446;Value;Limburg (PV);2021 1st quarter;-13.5
447;Value;Limburg (PV);2021 2nd quarter;1.7
448;Value;Limburg (PV);2021 3rd quarter;17.0
449;Value;Limburg (PV);2021 4th quarter;10.6
450;Value;Limburg (PV);2022 1st quarter;6.2
451;Value;Limburg (PV);2022 2nd quarter;10.0
452;Value;Limburg (PV);2022 3rd quarter;0.5
453;Value;Limburg (PV);2022 4th quarter;-3.6
454;Value;Limburg (PV);2023 1st quarter;3.9
455;Value;Limburg (PV);2023 2nd quarter;-1.6
456;Lower bound 95% confidence interval;Groningen (PV);2014 1st quarter;-30.2
457;Lower bound 95% confidence interval;Groningen (PV);2014 2nd quarter;-24.2
458;Lower bound 95% confidence interval;Groningen (PV);2014 3rd quarter;-14.8
459;Lower bound 95% confidence interval;Groningen (PV);2014 4th quarter;-9.2
460;Lower bound 95% confidence interval;Groningen (PV);2015 1st quarter;-11.0
461;Lower bound 95% confidence interval;Groningen (PV);2015 2nd quarter;-7.3
462;Lower bound 95% confidence interval;Groningen (PV);2015 3rd quarter;-17.6
463;Lower bound 95% confidence interval;Groningen (PV);2015 4th quarter;-4.5
464;Lower bound 95% confidence interval;Groningen (PV);2016 1st quarter;-7.4
465;Lower bound 95% confidence interval;Groningen (PV);2016 2nd quarter;-4.7
466;Lower bound 95% confidence interval;Groningen (PV);2016 3rd quarter;-9.6
467;Lower bound 95% confidence interval;Groningen (PV);2016 4th quarter;-1.8
468;Lower bound 95% confidence interval;Groningen (PV);2017 1st quarter;-1.2
469;Lower bound 95% confidence interval;Groningen (PV);2017 2nd quarter;6.4
470;Lower bound 95% confidence interval;Groningen (PV);2017 3rd quarter;3.1
471;Lower bound 95% confidence interval;Groningen (PV);2017 4th quarter;2.9
472;Lower bound 95% confidence interval;Groningen (PV);2018 1st quarter;10.6
473;Lower bound 95% confidence interval;Groningen (PV);2018 2nd quarter;-0.6
474;Lower bound 95% confidence interval;Groningen (PV);2018 3rd quarter;-9.7
475;Lower bound 95% confidence interval;Groningen (PV);2018 4th quarter;6.5
476;Lower bound 95% confidence interval;Groningen (PV);2019 1st quarter;2.1
477;Lower bound 95% confidence interval;Groningen (PV);2019 2nd quarter;-0.1
478;Lower bound 95% confidence interval;Groningen (PV);2019 3rd quarter;1.8
479;Lower bound 95% confidence interval;Groningen (PV);2019 4th quarter;0.8
480;Lower bound 95% confidence interval;Groningen (PV);2020 1st quarter;-10.4
481;Lower bound 95% confidence interval;Groningen (PV);2020 2nd quarter;-32.1
482;Lower bound 95% confidence interval;Groningen (PV);2020 3rd quarter;-22.2
483;Lower bound 95% confidence interval;Groningen (PV);2020 4th quarter;-18.6
