ID;Margins;Regions;Periods;BusinessConfidence_1
838;Lower bound 95% confidence interval;Noord-Brabant (PV);2014 3rd quarter;-2.7
839;Lower bound 95% confidence interval;Noord-Brabant (PV);2014 4th quarter;3.4
840;Lower bound 95% confidence interval;Noord-Brabant (PV);2015 1st quarter;1.5
841;Lower bound 95% confidence interval;Noord-Brabant (PV);2015 2nd quarter;3.7
842;Lower bound 95% confidence interval;Noord-Brabant (PV);2015 3rd quarter;4.6
843;Lower bound 95% confidence interval;Noord-Brabant (PV);2015 4th quarter;6.3
844;Lower bound 95% confidence interval;Noord-Brabant (PV);2016 1st quarter;4.6
845;Lower bound 95% confidence interval;Noord-Brabant (PV);2016 2nd quarter;3.9
846;Lower bound 95% confidence interval;Noord-Brabant (PV);2016 3rd quarter;5.0
847;Lower bound 95% confidence interval;Noord-Brabant (PV);2016 4th quarter;6.9
848;Lower bound 95% confidence interval;Noord-Brabant (PV);2017 1st quarter;10.9
849;Lower bound 95% confidence interval;Noord-Brabant (PV);2017 2nd quarter;9.4
850;Lower bound 95% confidence interval;Noord-Brabant (PV);2017 3rd quarter;10.0
851;Lower bound 95% confidence interval;Noord-Brabant (PV);2017 4th quarter;10.6
852;Lower bound 95% confidence interval;Noord-Brabant (PV);2018 1st quarter;12.6
853;Lower bound 95% confidence interval;Noord-Brabant (PV);2018 2nd quarter;10.8
854;Lower bound 95% confidence interval;Noord-Brabant (PV);2018 3rd quarter;10.2
855;Lower bound 95% confidence interval;Noord-Brabant (PV);2018 4th quarter;9.1
856;Lower bound 95% confidence interval;Noord-Brabant (PV);2019 1st quarter;8.5
857;Lower bound 95% confidence interval;Noord-Brabant (PV);2019 2nd quarter;7.9
858;Lower bound 95% confidence interval;Noord-Brabant (PV);2019 3rd quarter;5.6
859;Lower bound 95% confidence interval;Noord-Brabant (PV);2019 4th quarter;3.9
860;Lower bound 95% confidence interval;Noord-Brabant (PV);2020 1st quarter;3.5
861;Lower bound 95% confidence interval;Noord-Brabant (PV);2020 2nd quarter;-33.1
862;Lower bound 95% confidence interval;Noord-Brabant (PV);2020 3rd quarter;-18.7
863;Lower bound 95% confidence interval;Noord-Brabant (PV);2020 4th quarter;-12.4
864;Lower bound 95% confidence interval;Noord-Brabant (PV);2021 1st quarter;-9.2
865;Lower bound 95% confidence interval;Noord-Brabant (PV);2021 2nd quarter;3.1
866;Lower bound 95% confidence interval;Noord-Brabant (PV);2021 3rd quarter;14.8
867;Lower bound 95% confidence interval;Noord-Brabant (PV);2021 4th quarter;10.4
868;Lower bound 95% confidence interval;Noord-Brabant (PV);2022 1st quarter;1.8
869;Lower bound 95% confidence interval;Noord-Brabant (PV);2022 2nd quarter;9.0
870;Lower bound 95% confidence interval;Noord-Brabant (PV);2022 3rd quarter;4.1
871;Lower bound 95% confidence interval;Noord-Brabant (PV);2022 4th quarter;2.2
872;Lower bound 95% confidence interval;Noord-Brabant (PV);2023 1st quarter;3.9
873;Lower bound 95% confidence interval;Noord-Brabant (PV);2023 2nd quarter;2.7
874;Lower bound 95% confidence interval;Limburg (PV);2014 1st quarter;-4.6
875;Lower bound 95% confidence interval;Limburg (PV);2014 2nd quarter;-2.1
876;Lower bound 95% confidence interval;Limburg (PV);2014 3rd quarter;-3.3
877;Lower bound 95% confidence interval;Limburg (PV);2014 4th quarter;-1.4
878;Lower bound 95% confidence interval;Limburg (PV);2015 1st quarter;-1.4
879;Lower bound 95% confidence interval;Limburg (PV);2015 2nd quarter;0.6
880;Lower bound 95% confidence interval;Limburg (PV);2015 3rd quarter;2.9
881;Lower bound 95% confidence interval;Limburg (PV);2015 4th quarter;4.4
882;Lower bound 95% confidence interval;Limburg (PV);2016 1st quarter;1.7
883;Lower bound 95% confidence interval;Limburg (PV);2016 2nd quarter;1.8
884;Lower bound 95% confidence interval;Limburg (PV);2016 3rd quarter;4.3
885;Lower bound 95% confidence interval;Limburg (PV);2016 4th quarter;5.2
886;Lower bound 95% confidence interval;Limburg (PV);2017 1st quarter;10.1
887;Lower bound 95% confidence interval;Limburg (PV);2017 2nd quarter;8.5
888;Lower bound 95% confidence interval;Limburg (PV);2017 3rd quarter;7.1
889;Lower bound 95% confidence interval;Limburg (PV);2017 4th quarter;7.9
890;Lower bound 95% confidence interval;Limburg (PV);2018 1st quarter;9.6
891;Lower bound 95% confidence interval;Limburg (PV);2018 2nd quarter;9.0
892;Lower bound 95% confidence interval;Limburg (PV);2018 3rd quarter;11.6
893;Lower bound 95% confidence interval;Limburg (PV);2018 4th quarter;7.4
894;Lower bound 95% confidence interval;Limburg (PV);2019 1st quarter;3.4
895;Lower bound 95% confidence interval;Limburg (PV);2019 2nd quarter;4.2
896;Lower bound 95% confidence interval;Limburg (PV);2019 3rd quarter;0.7
897;Lower bound 95% confidence interval;Limburg (PV);2019 4th quarter;-4.7
898;Lower bound 95% confidence interval;Limburg (PV);2020 1st quarter;-5.5
899;Lower bound 95% confidence interval;Limburg (PV);2020 2nd quarter;-42.2
900;Lower bound 95% confidence interval;Limburg (PV);2020 3rd quarter;-23.6
901;Lower bound 95% confidence interval;Limburg (PV);2020 4th quarter;-18.2
902;Lower bound 95% confidence interval;Limburg (PV);2021 1st quarter;-17.6
903;Lower bound 95% confidence interval;Limburg (PV);2021 2nd quarter;-2.2
904;Lower bound 95% confidence interval;Limburg (PV);2021 3rd quarter;13.0
905;Lower bound 95% confidence interval;Limburg (PV);2021 4th quarter;6.9
906;Lower bound 95% confidence interval;Limburg (PV);2022 1st quarter;1.8
907;Lower bound 95% confidence interval;Limburg (PV);2022 2nd quarter;5.6
908;Lower bound 95% confidence interval;Limburg (PV);2022 3rd quarter;-3.6
909;Lower bound 95% confidence interval;Limburg (PV);2022 4th quarter;-8.0
910;Lower bound 95% confidence interval;Limburg (PV);2023 1st quarter;0.0
911;Lower bound 95% confidence interval;Limburg (PV);2023 2nd quarter;-5.2
912;Upper bound 95% confidence interval;Groningen (PV);2014 1st quarter;-7.9
913;Upper bound 95% confidence interval;Groningen (PV);2014 2nd quarter;-10.3
914;Upper bound 95% confidence interval;Groningen (PV);2014 3rd quarter;-10.3
915;Upper bound 95% confidence interval;Groningen (PV);2014 4th quarter;21.3
916;Upper bound 95% confidence interval;Groningen (PV);2015 1st quarter;-6.8
917;Upper bound 95% confidence interval;Groningen (PV);2015 2nd quarter;-2.8
918;Upper bound 95% confidence interval;Groningen (PV);2015 3rd quarter;34.6
919;Upper bound 95% confidence interval;Groningen (PV);2015 4th quarter;22.3
920;Upper bound 95% confidence interval;Groningen (PV);2016 1st quarter;15.4
921;Upper bound 95% confidence interval;Groningen (PV);2016 2nd quarter;0.4
922;Upper bound 95% confidence interval;Groningen (PV);2016 3rd quarter;-5.3
923;Upper bound 95% confidence interval;Groningen (PV);2016 4th quarter;2.8
924;Upper bound 95% confidence interval;Groningen (PV);2017 1st quarter;5.2
925;Upper bound 95% confidence interval;Groningen (PV);2017 2nd quarter;13.4
926;Upper bound 95% confidence interval;Groningen (PV);2017 3rd quarter;11.0
927;Upper bound 95% confidence interval;Groningen (PV);2017 4th quarter;10.0
928;Upper bound 95% confidence interval;Groningen (PV);2018 1st quarter;16.9
929;Upper bound 95% confidence interval;Groningen (PV);2018 2nd quarter;6.0
930;Upper bound 95% confidence interval;Groningen (PV);2018 3rd quarter;-2.0
931;Upper bound 95% confidence interval;Groningen (PV);2018 4th quarter;13.0
932;Upper bound 95% confidence interval;Groningen (PV);2019 1st quarter;10.5
933;Upper bound 95% confidence interval;Groningen (PV);2019 2nd quarter;7.8
934;Upper bound 95% confidence interval;Groningen (PV);2019 3rd quarter;8.8
935;Upper bound 95% confidence interval;Groningen (PV);2019 4th quarter;7.5
936;Upper bound 95% confidence interval;Groningen (PV);2020 1st quarter;-1.1
937;Upper bound 95% confidence interval;Groningen (PV);2020 2nd quarter;-19.4
938;Upper bound 95% confidence interval;Groningen (PV);2020 3rd quarter;-10.0
939;Upper bound 95% confidence interval;Groningen (PV);2020 4th quarter;-7.2
940;Upper bound 95% confidence interval;Groningen (PV);2021 1st quarter;-6.3
941;Upper bound 95% confidence interval;Groningen (PV);2021 2nd quarter;14.0
942;Upper bound 95% confidence interval;Groningen (PV);2021 3rd quarter;23.7
943;Upper bound 95% confidence interval;Groningen (PV);2021 4th quarter;19.9
944;Upper bound 95% confidence interval;Groningen (PV);2022 1st quarter;10.8
945;Upper bound 95% confidence interval;Groningen (PV);2022 2nd quarter;12.7
946;Upper bound 95% confidence interval;Groningen (PV);2022 3rd quarter;6.0
947;Upper bound 95% confidence interval;Groningen (PV);2022 4th quarter;-3.0
948;Upper bound 95% confidence interval;Groningen (PV);2023 1st quarter;0.4
949;Upper bound 95% confidence interval;Groningen (PV);2023 2nd quarter;1.2
950;Upper bound 95% confidence interval;Fryslân (PV);2014 1st quarter;6.8
951;Upper bound 95% confidence interval;Fryslân (PV);2014 2nd quarter;4.2
952;Upper bound 95% confidence interval;Fryslân (PV);2014 3rd quarter;5.1
953;Upper bound 95% confidence interval;Fryslân (PV);2014 4th quarter;5.4
954;Upper bound 95% confidence interval;Fryslân (PV);2015 1st quarter;6.8
955;Upper bound 95% confidence interval;Fryslân (PV);2015 2nd quarter;9.7
956;Upper bound 95% confidence interval;Fryslân (PV);2015 3rd quarter;12.7
957;Upper bound 95% confidence interval;Fryslân (PV);2015 4th quarter;16.2
958;Upper bound 95% confidence interval;Fryslân (PV);2016 1st quarter;8.4
959;Upper bound 95% confidence interval;Fryslân (PV);2016 2nd quarter;11.0
960;Upper bound 95% confidence interval;Fryslân (PV);2016 3rd quarter;11.3
961;Upper bound 95% confidence interval;Fryslân (PV);2016 4th quarter;12.1
962;Upper bound 95% confidence interval;Fryslân (PV);2017 1st quarter;16.3
963;Upper bound 95% confidence interval;Fryslân (PV);2017 2nd quarter;19.0
964;Upper bound 95% confidence interval;Fryslân (PV);2017 3rd quarter;19.6
965;Upper bound 95% confidence interval;Fryslân (PV);2017 4th quarter;18.0
966;Upper bound 95% confidence interval;Fryslân (PV);2018 1st quarter;21.2
967;Upper bound 95% confidence interval;Fryslân (PV);2018 2nd quarter;24.7
968;Upper bound 95% confidence interval;Fryslân (PV);2018 3rd quarter;18.9
969;Upper bound 95% confidence interval;Fryslân (PV);2018 4th quarter;18.2
970;Upper bound 95% confidence interval;Fryslân (PV);2019 1st quarter;16.1
971;Upper bound 95% confidence interval;Fryslân (PV);2019 2nd quarter;16.8
972;Upper bound 95% confidence interval;Fryslân (PV);2019 3rd quarter;13.5
973;Upper bound 95% confidence interval;Fryslân (PV);2019 4th quarter;8.7
974;Upper bound 95% confidence interval;Fryslân (PV);2020 1st quarter;11.5
975;Upper bound 95% confidence interval;Fryslân (PV);2020 2nd quarter;-18.6
976;Upper bound 95% confidence interval;Fryslân (PV);2020 3rd quarter;-9.8
977;Upper bound 95% confidence interval;Fryslân (PV);2020 4th quarter;2.7
978;Upper bound 95% confidence interval;Fryslân (PV);2021 1st quarter;3.9
979;Upper bound 95% confidence interval;Fryslân (PV);2021 2nd quarter;7.1
980;Upper bound 95% confidence interval;Fryslân (PV);2021 3rd quarter;17.0
981;Upper bound 95% confidence interval;Fryslân (PV);2021 4th quarter;15.3
982;Upper bound 95% confidence interval;Fryslân (PV);2022 1st quarter;10.4
983;Upper bound 95% confidence interval;Fryslân (PV);2022 2nd quarter;17.7
984;Upper bound 95% confidence interval;Fryslân (PV);2022 3rd quarter;6.9
985;Upper bound 95% confidence interval;Fryslân (PV);2022 4th quarter;2.4
986;Upper bound 95% confidence interval;Fryslân (PV);2023 1st quarter;11.8
987;Upper bound 95% confidence interval;Fryslân (PV);2023 2nd quarter;6.9
988;Upper bound 95% confidence interval;Drenthe (PV);2014 1st quarter;3.1
989;Upper bound 95% confidence interval;Drenthe (PV);2014 2nd quarter;2.9
990;Upper bound 95% confidence interval;Drenthe (PV);2014 3rd quarter;3.4
991;Upper bound 95% confidence interval;Drenthe (PV);2014 4th quarter;4.3
992;Upper bound 95% confidence interval;Drenthe (PV);2015 1st quarter;8.6
993;Upper bound 95% confidence interval;Drenthe (PV);2015 2nd quarter;4.3
994;Upper bound 95% confidence interval;Drenthe (PV);2015 3rd quarter;13.0
995;Upper bound 95% confidence interval;Drenthe (PV);2015 4th quarter;7.7
996;Upper bound 95% confidence interval;Drenthe (PV);2016 1st quarter;8.7
997;Upper bound 95% confidence interval;Drenthe (PV);2016 2nd quarter;9.8
998;Upper bound 95% confidence interval;Drenthe (PV);2016 3rd quarter;8.5
999;Upper bound 95% confidence interval;Drenthe (PV);2016 4th quarter;12.2
1000;Upper bound 95% confidence interval;Drenthe (PV);2017 1st quarter;11.9
1001;Upper bound 95% confidence interval;Drenthe (PV);2017 2nd quarter;19.4
1002;Upper bound 95% confidence interval;Drenthe (PV);2017 3rd quarter;17.1
1003;Upper bound 95% confidence interval;Drenthe (PV);2017 4th quarter;15.0
1004;Upper bound 95% confidence interval;Drenthe (PV);2018 1st quarter;22.0
1005;Upper bound 95% confidence interval;Drenthe (PV);2018 2nd quarter;18.1
1006;Upper bound 95% confidence interval;Drenthe (PV);2018 3rd quarter;14.8
1007;Upper bound 95% confidence interval;Drenthe (PV);2018 4th quarter;14.2
1008;Upper bound 95% confidence interval;Drenthe (PV);2019 1st quarter;13.9
1009;Upper bound 95% confidence interval;Drenthe (PV);2019 2nd quarter;12.1
1010;Upper bound 95% confidence interval;Drenthe (PV);2019 3rd quarter;13.0
1011;Upper bound 95% confidence interval;Drenthe (PV);2019 4th quarter;6.5
1012;Upper bound 95% confidence interval;Drenthe (PV);2020 1st quarter;5.7
1013;Upper bound 95% confidence interval;Drenthe (PV);2020 2nd quarter;-30.3
1014;Upper bound 95% confidence interval;Drenthe (PV);2020 3rd quarter;-16.2
1015;Upper bound 95% confidence interval;Drenthe (PV);2020 4th quarter;-4.5
1016;Upper bound 95% confidence interval;Drenthe (PV);2021 1st quarter;-5.3
1017;Upper bound 95% confidence interval;Drenthe (PV);2021 2nd quarter;0.7
1018;Upper bound 95% confidence interval;Drenthe (PV);2021 3rd quarter;16.3
1019;Upper bound 95% confidence interval;Drenthe (PV);2021 4th quarter;18.2
1020;Upper bound 95% confidence interval;Drenthe (PV);2022 1st quarter;13.9
1021;Upper bound 95% confidence interval;Drenthe (PV);2022 2nd quarter;13.3
1022;Upper bound 95% confidence interval;Drenthe (PV);2022 3rd quarter;9.3
1023;Upper bound 95% confidence interval;Drenthe (PV);2022 4th quarter;4.7
1024;Upper bound 95% confidence interval;Drenthe (PV);2023 1st quarter;8.0
1025;Upper bound 95% confidence interval;Drenthe (PV);2023 2nd quarter;7.8
1026;Upper bound 95% confidence interval;Overijssel (PV);2014 1st quarter;-0.5
1027;Upper bound 95% confidence interval;Overijssel (PV);2014 2nd quarter;1.1
1028;Upper bound 95% confidence interval;Overijssel (PV);2014 3rd quarter;2.3
1029;Upper bound 95% confidence interval;Overijssel (PV);2014 4th quarter;6.4
1030;Upper bound 95% confidence interval;Overijssel (PV);2015 1st quarter;4.9
1031;Upper bound 95% confidence interval;Overijssel (PV);2015 2nd quarter;6.2
1032;Upper bound 95% confidence interval;Overijssel (PV);2015 3rd quarter;9.4
1033;Upper bound 95% confidence interval;Overijssel (PV);2015 4th quarter;11.8
1034;Upper bound 95% confidence interval;Overijssel (PV);2016 1st quarter;11.7
1035;Upper bound 95% confidence interval;Overijssel (PV);2016 2nd quarter;10.4
1036;Upper bound 95% confidence interval;Overijssel (PV);2016 3rd quarter;11.0
1037;Upper bound 95% confidence interval;Overijssel (PV);2016 4th quarter;12.2
1038;Upper bound 95% confidence interval;Overijssel (PV);2017 1st quarter;15.0
1039;Upper bound 95% confidence interval;Overijssel (PV);2017 2nd quarter;17.7
1040;Upper bound 95% confidence interval;Overijssel (PV);2017 3rd quarter;18.3
1041;Upper bound 95% confidence interval;Overijssel (PV);2017 4th quarter;18.6
1042;Upper bound 95% confidence interval;Overijssel (PV);2018 1st quarter;21.0
1043;Upper bound 95% confidence interval;Overijssel (PV);2018 2nd quarter;15.7
1044;Upper bound 95% confidence interval;Overijssel (PV);2018 3rd quarter;16.1
1045;Upper bound 95% confidence interval;Overijssel (PV);2018 4th quarter;15.8
1046;Upper bound 95% confidence interval;Overijssel (PV);2019 1st quarter;17.1
1047;Upper bound 95% confidence interval;Overijssel (PV);2019 2nd quarter;13.1
1048;Upper bound 95% confidence interval;Overijssel (PV);2019 3rd quarter;12.3
1049;Upper bound 95% confidence interval;Overijssel (PV);2019 4th quarter;8.9
1050;Upper bound 95% confidence interval;Overijssel (PV);2020 1st quarter;7.9
1051;Upper bound 95% confidence interval;Overijssel (PV);2020 2nd quarter;-27.4
1052;Upper bound 95% confidence interval;Overijssel (PV);2020 3rd quarter;-11.6
1053;Upper bound 95% confidence interval;Overijssel (PV);2020 4th quarter;-4.4
1054;Upper bound 95% confidence interval;Overijssel (PV);2021 1st quarter;1.9
1055;Upper bound 95% confidence interval;Overijssel (PV);2021 2nd quarter;12.2
1056;Upper bound 95% confidence interval;Overijssel (PV);2021 3rd quarter;19.1
1057;Upper bound 95% confidence interval;Overijssel (PV);2021 4th quarter;15.4
1058;Upper bound 95% confidence interval;Overijssel (PV);2022 1st quarter;14.0
1059;Upper bound 95% confidence interval;Overijssel (PV);2022 2nd quarter;17.0
1060;Upper bound 95% confidence interval;Overijssel (PV);2022 3rd quarter;10.4
1061;Upper bound 95% confidence interval;Overijssel (PV);2022 4th quarter;4.4
1062;Upper bound 95% confidence interval;Overijssel (PV);2023 1st quarter;4.6
1063;Upper bound 95% confidence interval;Overijssel (PV);2023 2nd quarter;4.4
1064;Upper bound 95% confidence interval;Flevoland (PV);2014 1st quarter;5.6
1065;Upper bound 95% confidence interval;Flevoland (PV);2014 2nd quarter;5.9
1066;Upper bound 95% confidence interval;Flevoland (PV);2014 3rd quarter;5.3
1067;Upper bound 95% confidence interval;Flevoland (PV);2014 4th quarter;8.6
1068;Upper bound 95% confidence interval;Flevoland (PV);2015 1st quarter;11.0
1069;Upper bound 95% confidence interval;Flevoland (PV);2015 2nd quarter;13.3
1070;Upper bound 95% confidence interval;Flevoland (PV);2015 3rd quarter;12.5
1071;Upper bound 95% confidence interval;Flevoland (PV);2015 4th quarter;12.1
1072;Upper bound 95% confidence interval;Flevoland (PV);2016 1st quarter;16.0
1073;Upper bound 95% confidence interval;Flevoland (PV);2016 2nd quarter;9.3
1074;Upper bound 95% confidence interval;Flevoland (PV);2016 3rd quarter;16.7
1075;Upper bound 95% confidence interval;Flevoland (PV);2016 4th quarter;18.3
1076;Upper bound 95% confidence interval;Flevoland (PV);2017 1st quarter;21.5
1077;Upper bound 95% confidence interval;Flevoland (PV);2017 2nd quarter;19.6
1078;Upper bound 95% confidence interval;Flevoland (PV);2017 3rd quarter;20.4
1079;Upper bound 95% confidence interval;Flevoland (PV);2017 4th quarter;19.4
1080;Upper bound 95% confidence interval;Flevoland (PV);2018 1st quarter;15.0
1081;Upper bound 95% confidence interval;Flevoland (PV);2018 2nd quarter;10.3
1082;Upper bound 95% confidence interval;Flevoland (PV);2018 3rd quarter;13.1
1083;Upper bound 95% confidence interval;Flevoland (PV);2018 4th quarter;13.5
1084;Upper bound 95% confidence interval;Flevoland (PV);2019 1st quarter;11.8
1085;Upper bound 95% confidence interval;Flevoland (PV);2019 2nd quarter;8.2
1086;Upper bound 95% confidence interval;Flevoland (PV);2019 3rd quarter;13.5
1087;Upper bound 95% confidence interval;Flevoland (PV);2019 4th quarter;10.1
1088;Upper bound 95% confidence interval;Flevoland (PV);2020 1st quarter;9.0
1089;Upper bound 95% confidence interval;Flevoland (PV);2020 2nd quarter;-21.2
1090;Upper bound 95% confidence interval;Flevoland (PV);2020 3rd quarter;-9.6
1091;Upper bound 95% confidence interval;Flevoland (PV);2020 4th quarter;-3.9
1092;Upper bound 95% confidence interval;Flevoland (PV);2021 1st quarter;-1.7
1093;Upper bound 95% confidence interval;Flevoland (PV);2021 2nd quarter;4.5
1094;Upper bound 95% confidence interval;Flevoland (PV);2021 3rd quarter;22.5
1095;Upper bound 95% confidence interval;Flevoland (PV);2021 4th quarter;18.7
1096;Upper bound 95% confidence interval;Flevoland (PV);2022 1st quarter;10.3
1097;Upper bound 95% confidence interval;Flevoland (PV);2022 2nd quarter;22.6
1098;Upper bound 95% confidence interval;Flevoland (PV);2022 3rd quarter;17.0
1099;Upper bound 95% confidence interval;Flevoland (PV);2022 4th quarter;2.5
1100;Upper bound 95% confidence interval;Flevoland (PV);2023 1st quarter;12.7
1101;Upper bound 95% confidence interval;Flevoland (PV);2023 2nd quarter;5.8
1102;Upper bound 95% confidence interval;Gelderland (PV);2014 1st quarter;1.0
1103;Upper bound 95% confidence interval;Gelderland (PV);2014 2nd quarter;3.6
1104;Upper bound 95% confidence interval;Gelderland (PV);2014 3rd quarter;5.9
1105;Upper bound 95% confidence interval;Gelderland (PV);2014 4th quarter;5.9
1106;Upper bound 95% confidence interval;Gelderland (PV);2015 1st quarter;7.1
1107;Upper bound 95% confidence interval;Gelderland (PV);2015 2nd quarter;7.5
1108;Upper bound 95% confidence interval;Gelderland (PV);2015 3rd quarter;14.0
1109;Upper bound 95% confidence interval;Gelderland (PV);2015 4th quarter;10.7
1110;Upper bound 95% confidence interval;Gelderland (PV);2016 1st quarter;12.7
1111;Upper bound 95% confidence interval;Gelderland (PV);2016 2nd quarter;12.3
1112;Upper bound 95% confidence interval;Gelderland (PV);2016 3rd quarter;12.8
1113;Upper bound 95% confidence interval;Gelderland (PV);2016 4th quarter;14.1
1114;Upper bound 95% confidence interval;Gelderland (PV);2017 1st quarter;17.8
1115;Upper bound 95% confidence interval;Gelderland (PV);2017 2nd quarter;19.6
1116;Upper bound 95% confidence interval;Gelderland (PV);2017 3rd quarter;19.9
1117;Upper bound 95% confidence interval;Gelderland (PV);2017 4th quarter;19.8
1118;Upper bound 95% confidence interval;Gelderland (PV);2018 1st quarter;20.4
1119;Upper bound 95% confidence interval;Gelderland (PV);2018 2nd quarter;17.2
1120;Upper bound 95% confidence interval;Gelderland (PV);2018 3rd quarter;21.9
1121;Upper bound 95% confidence interval;Gelderland (PV);2018 4th quarter;17.2
1122;Upper bound 95% confidence interval;Gelderland (PV);2019 1st quarter;13.0
1123;Upper bound 95% confidence interval;Gelderland (PV);2019 2nd quarter;13.9
1124;Upper bound 95% confidence interval;Gelderland (PV);2019 3rd quarter;12.8
1125;Upper bound 95% confidence interval;Gelderland (PV);2019 4th quarter;10.1
1126;Upper bound 95% confidence interval;Gelderland (PV);2020 1st quarter;10.2
1127;Upper bound 95% confidence interval;Gelderland (PV);2020 2nd quarter;-30.7
1128;Upper bound 95% confidence interval;Gelderland (PV);2020 3rd quarter;-15.3
1129;Upper bound 95% confidence interval;Gelderland (PV);2020 4th quarter;-4.9
1130;Upper bound 95% confidence interval;Gelderland (PV);2021 1st quarter;-4.0
1131;Upper bound 95% confidence interval;Gelderland (PV);2021 2nd quarter;8.9
1132;Upper bound 95% confidence interval;Gelderland (PV);2021 3rd quarter;21.7
1133;Upper bound 95% confidence interval;Gelderland (PV);2021 4th quarter;15.1
1134;Upper bound 95% confidence interval;Gelderland (PV);2022 1st quarter;4.1
1135;Upper bound 95% confidence interval;Gelderland (PV);2022 2nd quarter;11.6
1136;Upper bound 95% confidence interval;Gelderland (PV);2022 3rd quarter;9.1
1137;Upper bound 95% confidence interval;Gelderland (PV);2022 4th quarter;3.0
1138;Upper bound 95% confidence interval;Gelderland (PV);2023 1st quarter;6.4
1139;Upper bound 95% confidence interval;Gelderland (PV);2023 2nd quarter;5.3
1140;Upper bound 95% confidence interval;Utrecht (PV);2014 1st quarter;-3.4
1141;Upper bound 95% confidence interval;Utrecht (PV);2014 2nd quarter;8.1
1142;Upper bound 95% confidence interval;Utrecht (PV);2014 3rd quarter;2.4
1143;Upper bound 95% confidence interval;Utrecht (PV);2014 4th quarter;5.4
1144;Upper bound 95% confidence interval;Utrecht (PV);2015 1st quarter;10.3
1145;Upper bound 95% confidence interval;Utrecht (PV);2015 2nd quarter;7.8
1146;Upper bound 95% confidence interval;Utrecht (PV);2015 3rd quarter;8.2
1147;Upper bound 95% confidence interval;Utrecht (PV);2015 4th quarter;9.7
1148;Upper bound 95% confidence interval;Utrecht (PV);2016 1st quarter;10.0
1149;Upper bound 95% confidence interval;Utrecht (PV);2016 2nd quarter;10.0
1150;Upper bound 95% confidence interval;Utrecht (PV);2016 3rd quarter;14.2
1151;Upper bound 95% confidence interval;Utrecht (PV);2016 4th quarter;12.3
1152;Upper bound 95% confidence interval;Utrecht (PV);2017 1st quarter;14.2
1153;Upper bound 95% confidence interval;Utrecht (PV);2017 2nd quarter;17.9
1154;Upper bound 95% confidence interval;Utrecht (PV);2017 3rd quarter;14.4
1155;Upper bound 95% confidence interval;Utrecht (PV);2017 4th quarter;11.5
1156;Upper bound 95% confidence interval;Utrecht (PV);2018 1st quarter;10.2
1157;Upper bound 95% confidence interval;Utrecht (PV);2018 2nd quarter;12.4
1158;Upper bound 95% confidence interval;Utrecht (PV);2018 3rd quarter;16.2
1159;Upper bound 95% confidence interval;Utrecht (PV);2018 4th quarter;16.9
1160;Upper bound 95% confidence interval;Utrecht (PV);2019 1st quarter;12.5
1161;Upper bound 95% confidence interval;Utrecht (PV);2019 2nd quarter;12.2
1162;Upper bound 95% confidence interval;Utrecht (PV);2019 3rd quarter;13.2
1163;Upper bound 95% confidence interval;Utrecht (PV);2019 4th quarter;8.2
1164;Upper bound 95% confidence interval;Utrecht (PV);2020 1st quarter;5.3
1165;Upper bound 95% confidence interval;Utrecht (PV);2020 2nd quarter;-30.7
1166;Upper bound 95% confidence interval;Utrecht (PV);2020 3rd quarter;-19.5
1167;Upper bound 95% confidence interval;Utrecht (PV);2020 4th quarter;-5.2
1168;Upper bound 95% confidence interval;Utrecht (PV);2021 1st quarter;-3.8
1169;Upper bound 95% confidence interval;Utrecht (PV);2021 2nd quarter;8.1
1170;Upper bound 95% confidence interval;Utrecht (PV);2021 3rd quarter;23.4
1171;Upper bound 95% confidence interval;Utrecht (PV);2021 4th quarter;18.8
1172;Upper bound 95% confidence interval;Utrecht (PV);2022 1st quarter;7.7
1173;Upper bound 95% confidence interval;Utrecht (PV);2022 2nd quarter;17.3
1174;Upper bound 95% confidence interval;Utrecht (PV);2022 3rd quarter;10.5
1175;Upper bound 95% confidence interval;Utrecht (PV);2022 4th quarter;1.6
1176;Upper bound 95% confidence interval;Utrecht (PV);2023 1st quarter;9.6
1177;Upper bound 95% confidence interval;Utrecht (PV);2023 2nd quarter;12.6
1178;Upper bound 95% confidence interval;Noord-Holland (PV);2014 1st quarter;-0.4
1179;Upper bound 95% confidence interval;Noord-Holland (PV);2014 2nd quarter;1.9
1180;Upper bound 95% confidence interval;Noord-Holland (PV);2014 3rd quarter;7.6
1181;Upper bound 95% confidence interval;Noord-Holland (PV);2014 4th quarter;7.7
1182;Upper bound 95% confidence interval;Noord-Holland (PV);2015 1st quarter;7.8
1183;Upper bound 95% confidence interval;Noord-Holland (PV);2015 2nd quarter;10.0
1184;Upper bound 95% confidence interval;Noord-Holland (PV);2015 3rd quarter;12.1
1185;Upper bound 95% confidence interval;Noord-Holland (PV);2015 4th quarter;12.9
1186;Upper bound 95% confidence interval;Noord-Holland (PV);2016 1st quarter;11.4
1187;Upper bound 95% confidence interval;Noord-Holland (PV);2016 2nd quarter;10.1
1188;Upper bound 95% confidence interval;Noord-Holland (PV);2016 3rd quarter;11.5
1189;Upper bound 95% confidence interval;Noord-Holland (PV);2016 4th quarter;10.8
1190;Upper bound 95% confidence interval;Noord-Holland (PV);2017 1st quarter;16.9
1191;Upper bound 95% confidence interval;Noord-Holland (PV);2017 2nd quarter;17.5
