ID;Inkomensbestanddelen;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;TotaalInkomen_3;GemiddeldInkomen_4;MediaanInkomen_5;AandeelVanBrutoInkomen_6
96;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2016;206.3;86.5;9071.0;44.0;38.3;62.7
97;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2017;213.5;87.4;9769.0;45.7;39.9;63.0
98;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2018;223.0;88.3;10722.0;48.1;42.1;64.6
99;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2019;232.4;88.7;11833.0;50.9;44.6;64.6
100;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2020;237.5;88.0;12621.0;53.1;46.9;64.9
101;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2021;243.3;88.3;13430.0;55.2;48.5;65.4
102;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2022;250.4;88.9;15065.0;60.2;53.2;66.4
103;1 Inkomen als werknemer;Type: Eenouder, minst. één kind >= 18 jr;2023;258.5;88.9;16804.0;65.0;57.5;66.3
104;1 Inkomen als werknemer;Type: Paar, totaal;2011;3052.2;74.3;223349.0;73.2;67.4;68.7
105;1 Inkomen als werknemer;Type: Paar, totaal;2012;3040.7;74.0;226308.0;74.4;68.5;68.4
106;1 Inkomen als werknemer;Type: Paar, totaal;2013;3021.1;73.4;227213.0;75.2;68.7;67.7
107;1 Inkomen als werknemer;Type: Paar, totaal;2014;3014.0;73.1;230243.0;76.4;69.5;65.6
108;1 Inkomen als werknemer;Type: Paar, totaal;2015;3002.9;72.8;229671.0;76.5;69.7;66.8
109;1 Inkomen als werknemer;Type: Paar, totaal;2016;3002.1;72.7;234510.0;78.1;71.3;65.9
110;1 Inkomen als werknemer;Type: Paar, totaal;2017;3017.5;72.9;241826.0;80.1;73.3;64.5
111;1 Inkomen als werknemer;Type: Paar, totaal;2018;3040.2;73.1;251485.0;82.7;75.9;65.2
112;1 Inkomen als werknemer;Type: Paar, totaal;2019;3062.6;73.4;264298.0;86.3;79.2;63.6
113;1 Inkomen als werknemer;Type: Paar, totaal;2020;3070.1;73.2;274434.0;89.4;82.0;65.0
114;1 Inkomen als werknemer;Type: Paar, totaal;2021;3089.6;73.2;285622.0;92.4;84.2;64.9
115;1 Inkomen als werknemer;Type: Paar, totaal;2022;3115.3;73.5;307265.0;98.6;90.1;64.9
116;1 Inkomen als werknemer;Type: Paar, totaal;2023;3130.3;73.5;329558.0;105.3;96.2;64.3
117;1 Inkomen als werknemer;Type: Paar, zonder kind;2011;1183.8;56.1;76664.0;64.8;59.6;55.2
118;1 Inkomen als werknemer;Type: Paar, zonder kind;2012;1176.3;55.6;76991.0;65.5;59.8;54.5
119;1 Inkomen als werknemer;Type: Paar, zonder kind;2013;1166.7;54.9;77121.0;66.1;60.0;53.8
120;1 Inkomen als werknemer;Type: Paar, zonder kind;2014;1169.0;54.6;78402.0;67.1;60.5;52.1
121;1 Inkomen als werknemer;Type: Paar, zonder kind;2015;1161.9;54.1;78007.0;67.1;60.7;53.0
122;1 Inkomen als werknemer;Type: Paar, zonder kind;2016;1163.5;53.9;79583.0;68.4;62.0;52.3
123;1 Inkomen als werknemer;Type: Paar, zonder kind;2017;1174.1;54.1;81968.0;69.8;63.6;51.0
124;1 Inkomen als werknemer;Type: Paar, zonder kind;2018;1193.1;54.5;85698.0;71.8;65.9;52.1
125;1 Inkomen als werknemer;Type: Paar, zonder kind;2019;1210.6;54.8;90597.0;74.8;68.7;51.2
126;1 Inkomen als werknemer;Type: Paar, zonder kind;2020;1220.7;54.8;94026.0;77.0;70.8;52.4
127;1 Inkomen als werknemer;Type: Paar, zonder kind;2021;1240.3;55.0;98784.0;79.6;72.7;52.6
128;1 Inkomen als werknemer;Type: Paar, zonder kind;2022;1260.7;55.5;106545.0;84.5;77.6;52.9
129;1 Inkomen als werknemer;Type: Paar, zonder kind;2023;1265.5;55.5;114009.0;90.1;82.7;52.1
130;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2011;1096.1;82.2;75542.0;68.9;63.3;72.6
131;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2012;1075.9;83.1;75686.0;70.3;64.3;73.5
132;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2013;1062.8;83.8;75663.0;71.2;64.7;73.6
133;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2014;1061.2;84.5;76889.0;72.5;65.4;72.2
134;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2015;1056.0;85.2;76463.0;72.4;65.5;74.3
135;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2016;1055.6;85.6;77886.0;73.8;66.9;73.7
136;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2017;1064.9;85.9;80180.0;75.3;68.6;72.2
137;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2018;1081.6;86.3;83845.0;77.5;71.0;73.0
138;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2019;1096.6;86.6;88598.0;80.8;74.1;71.5
139;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2020;1110.7;86.3;92122.0;82.9;76.3;72.6
140;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2021;1125.9;86.7;96634.0;85.8;78.4;72.6
141;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2022;1134.4;87.3;104049.0;91.7;84.1;73.0
142;1 Inkomen als werknemer;Type: Paar, zonder kind, onder AOW-lft;2023;1138.5;86.9;111325.0;97.8;89.8;72.3
143;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2011;87.7;11.3;1122.0;12.8;6.6;3.2
144;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2012;100.4;12.3;1305.0;13.0;6.5;3.4
145;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2013;103.9;12.1;1458.0;14.0;7.2;3.6
146;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2014;107.8;12.2;1513.0;14.0;7.3;3.4
147;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2015;105.9;11.7;1544.0;14.6;7.7;3.5
148;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2016;107.9;11.6;1697.0;15.7;8.8;3.6
149;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2017;109.2;11.7;1788.0;16.4;9.2;3.6
150;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2018;111.4;11.9;1853.0;16.6;9.9;3.8
151;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2019;113.9;12.1;1999.0;17.5;10.8;3.8
152;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2020;110.0;11.7;1905.0;17.3;10.3;3.6
153;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2021;114.4;12.0;2150.0;18.8;11.8;3.9
154;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2022;126.2;13.0;2496.0;19.8;12.5;4.2
155;1 Inkomen als werknemer;Type: Paar, zonder kind, vanaf AOW-lft;2023;127.0;13.1;2684.0;21.1;13.7;4.1
156;1 Inkomen als werknemer;Type: Paar, met kind(eren);2011;1868.4;93.6;146685.0;78.5;72.0;78.7
157;1 Inkomen als werknemer;Type: Paar, met kind(eren);2012;1864.4;93.4;149318.0;80.1;73.6;78.9
158;1 Inkomen als werknemer;Type: Paar, met kind(eren);2013;1854.4;93.2;150093.0;80.9;74.0;78.1
159;1 Inkomen als werknemer;Type: Paar, met kind(eren);2014;1845.0;93.0;151841.0;82.3;75.0;75.7
160;1 Inkomen als werknemer;Type: Paar, met kind(eren);2015;1841.0;93.1;151664.0;82.4;75.3;77.1
161;1 Inkomen als werknemer;Type: Paar, met kind(eren);2016;1838.6;93.3;154927.0;84.3;77.2;76.1
162;1 Inkomen als werknemer;Type: Paar, met kind(eren);2017;1843.5;93.7;159858.0;86.7;79.6;74.8
163;1 Inkomen als werknemer;Type: Paar, met kind(eren);2018;1847.2;93.9;165787.0;89.8;82.5;74.9
164;1 Inkomen als werknemer;Type: Paar, met kind(eren);2019;1852.0;94.2;173702.0;93.8;86.2;72.8
165;1 Inkomen als werknemer;Type: Paar, met kind(eren);2020;1849.4;93.9;180408.0;97.5;89.5;74.2
166;1 Inkomen als werknemer;Type: Paar, met kind(eren);2021;1849.3;94.1;186838.0;101.0;92.2;74.0
167;1 Inkomen als werknemer;Type: Paar, met kind(eren);2022;1854.7;94.4;200720.0;108.2;99.0;73.8
168;1 Inkomen als werknemer;Type: Paar, met kind(eren);2023;1864.9;94.3;215549.0;115.6;105.9;73.4
169;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2011;1250.2;92.4;96671.0;77.3;70.2;80.9
170;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2012;1237.2;92.2;97918.0;79.1;72.0;81.0
171;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2013;1222.1;91.9;98220.0;80.4;72.7;80.4
172;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2014;1211.5;91.8;99385.0;82.0;74.0;78.1
173;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2015;1205.1;92.0;98830.0;82.0;74.2;79.5
174;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2016;1191.6;92.2;99769.0;83.7;75.9;78.4
175;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2017;1180.7;92.5;101227.0;85.7;78.0;77.3
176;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2018;1170.3;92.8;103291.0;88.3;80.5;76.9
177;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2019;1157.8;93.0;106308.0;91.8;83.8;75.0
178;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2020;1144.1;92.6;109007.0;95.3;86.9;76.2
179;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2021;1137.6;92.9;112288.0;98.7;89.4;75.8
180;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2022;1139.8;93.3;120163.0;105.4;95.7;75.5
181;1 Inkomen als werknemer;Type: Paar, alle kinderen < 18 jr;2023;1138.3;93.1;127511.0;112.0;102.0;75.1
182;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2011;618.2;96.0;50014.0;80.9;77.1;74.9
183;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2012;627.2;96.0;51399.0;82.0;77.9;75.0
184;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2013;632.2;95.6;51873.0;82.0;77.5;74.1
185;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2014;633.5;95.4;52456.0;82.8;77.6;71.4
186;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2015;635.9;95.5;52834.0;83.1;78.0;73.0
187;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2016;647.1;95.6;55158.0;85.2;80.1;72.1
188;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2017;662.8;95.9;58631.0;88.5;83.3;70.8
189;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2018;676.9;96.1;62497.0;92.3;87.2;71.7
190;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2019;694.2;96.3;67393.0;97.1;91.7;69.7
191;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2020;705.3;96.0;71401.0;101.2;95.3;71.3
192;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2021;711.8;96.2;74550.0;104.7;98.2;71.3
193;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2022;714.9;96.4;80556.0;112.7;106.0;71.4
194;1 Inkomen als werknemer;Type: Paar, minstens één kind >= 18 jr;2023;726.6;96.3;88038.0;121.2;114.0;71.1
195;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2011;125.1;85.7;7599.0;60.7;52.4;63.6
196;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2012;122.3;85.0;7366.0;60.2;51.7;63.1
197;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2013;119.5;84.3;7288.0;61.0;51.9;62.3
198;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2014;118.5;84.0;7262.0;61.3;51.6;60.4
199;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2015;120.8;84.4;7579.0;62.8;53.0;62.0
200;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2016;121.5;85.2;7948.0;65.4;55.5;62.3
201;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2017;128.0;86.3;8761.0;68.4;58.4;61.6
202;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2018;129.1;86.9;9271.0;71.8;62.1;62.5
203;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2019;129.7;87.3;9770.0;75.3;64.9;61.6
204;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2020;130.1;86.8;10068.0;77.4;66.6;62.1
205;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2021;132.1;87.3;10531.0;79.7;68.5;61.1
206;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2022;131.6;87.8;11209.0;85.1;73.1;61.5
207;1 Inkomen als werknemer;Type: Meerpersoonshuishouden, overig;2023;135.0;87.7;12273.0;90.9;78.0;60.9
208;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2011;3447.7;70.3;228161.0;66.2;59.1;67.5
209;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2012;3419.4;69.6;229975.0;67.3;60.0;67.2
210;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2013;3371.1;68.5;229311.0;68.0;60.2;66.3
211;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2014;3351.4;68.1;231215.0;69.0;60.7;64.1
212;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2015;3345.9;67.7;230052.0;68.8;60.5;65.2
213;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2016;3351.3;67.5;234439.0;70.0;61.5;64.3
214;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2017;3382.8;67.7;242034.0;71.5;62.8;63.0
215;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2018;3422.2;68.0;251535.0;73.5;64.6;63.7
216;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2019;3446.8;68.2;263887.0;76.6;67.2;62.2
217;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2020;3419.6;67.6;271096.0;79.3;69.4;63.4
218;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2021;3429.4;67.6;280740.0;81.9;71.1;63.2
219;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2022;3467.0;67.8;300758.0;86.7;75.3;63.1
220;1 Inkomen als werknemer;Hoofdkostwinner: mannen;2023;3480.4;67.7;321070.0;92.3;79.8;62.5
221;1 Inkomen als werknemer;Hoofdkostwinner: vrouwen;2011;1399.5;57.3;62508.0;44.7;36.9;59.0
222;1 Inkomen als werknemer;Hoofdkostwinner: vrouwen;2012;1431.4;57.3;65108.0;45.5;37.3;58.9
223;1 Inkomen als werknemer;Hoofdkostwinner: vrouwen;2013;1446.1;56.7;67003.0;46.3;38.0;58.4
224;1 Inkomen als werknemer;Hoofdkostwinner: vrouwen;2014;1468.3;57.1;69356.0;47.2;38.6;57.6
