ID;Geslacht;LeeftijdPersoon;Persoonskenmerken;HemelsbredeAfstandTotOuder;GeslachtInNederlandWonendeOuder;RegioS;PersonenVan18JaarOfOuder_1
280;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Montfoort;10320
281;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Mook en Middelaar;6270
282;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Muiden;4930
283;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Naarden;12880
284;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Neder-Betuwe;16650
285;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nederlek;11330
286;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nederweert;13560
287;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Neerijnen;9110
288;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nieuwegein;49130
289;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nieuwkoop;21460
290;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nijkerk;31050
291;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nijmegen;139580
292;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Noord-Beveland;6190
293;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Noordenveld;24930
294;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Noordoostpolder;35120
295;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Noordwijk;20930
296;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Noordwijkerhout;12650
297;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nuenen, Gerwen en Nederwetten;18190
298;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nunspeet;20480
299;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Nuth;12950
300;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oegstgeest;17830
301;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oirschot;14260
302;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oisterwijk;20620
303;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oldambt;31480
304;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oldebroek;17610
305;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oldenzaal;25190
306;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Olst-Wijhe;13940
307;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Ommen;13680
308;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Onderbanken;6510
309;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oost Gelre;23250
310;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oosterhout;43050
311;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Ooststellingwerf;20500
312;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oostzaan;7250
313;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Opmeer;8870
314;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Opsterland;23230
315;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oss;67590
316;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oud-Beijerland;18460
317;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oude IJsselstreek;31580
318;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Ouder-Amstel;10360
319;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Ouderkerk;6310
320;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Oudewater;7640
321;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Overbetuwe;35710
322;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Papendrecht;25290
323;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Peel en Maas;34750
324;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Pekela;10240
325;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Pijnacker-Nootdorp;37530
326;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Purmerend;63780
327;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Putten;18460
328;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Raalte;28800
329;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Reimerswaal;16270
330;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Renkum;25580
331;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Renswoude;3610
332;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Reusel-De Mierden;10150
333;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rheden;35630
334;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rhenen;14720
335;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Ridderkerk;37070
336;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rijnwaarden;8720
337;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rijssen-Holten;28030
338;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rijswijk (ZH.);39660
339;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Roerdalen;17270
340;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Roermond;46410
341;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;De Ronde Venen;33500
342;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Roosendaal;61720
343;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rotterdam;497100
344;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rozendaal;1160
345;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Rucphen;18540
346;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schagen;36290
347;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schermer;4310
348;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Scherpenzeel;7120
349;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schiedam;61280
350;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schiermonnikoog;770
351;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schijndel;18640
352;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schinnen;10650
353;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schoonhoven;9310
354;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Schouwen-Duiveland;27540
355;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Simpelveld;9020
356;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Sint Anthonis;9210
357;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Sint-Michielsgestel;22080
358;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Sint-Oedenrode;14140
359;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Sittard-Geleen;77630
360;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Sliedrecht;19140
361;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Slochteren;12170
362;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Sluis;19850
363;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Smallingerland;43470
364;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Soest;35820
365;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Someren;15020
366;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Son en Breugel;12660
367;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Spijkenisse;58630
368;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Stadskanaal;26390
369;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Staphorst;11620
370;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Stede Broec;16800
371;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Steenbergen;18950
372;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Steenwijkerland;34170
373;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Stein (L.);21050
374;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Stichtse Vecht;50260
375;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Strijen;7060
376;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Súdwest-Fryslân;65620
377;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Terneuzen;44410
378;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Terschelling;3950
379;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Texel;10890
380;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Teylingen;27610
381;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Tholen;19320
382;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Tiel;32510
383;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Tilburg;170230
384;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Tubbergen;16110
385;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Twenterand;25790
386;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Tynaarlo;25620
387;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Tytsjerksteradiel;24970
388;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Ubbergen;7680
389;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Uden;32400
390;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Uitgeest;10170
391;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Uithoorn;22190
392;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Urk;12610
393;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Utrecht (gemeente);262880
394;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Utrechtse Heuvelrug;38100
395;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vaals;8310
396;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Valkenburg aan de Geul;14100
397;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Valkenswaard;24920
398;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Veendam;22210
399;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Veenendaal;48310
400;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Veere;17440
401;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Veghel;29350
402;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Veldhoven;35430
403;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Velsen;53630
404;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Venlo;81560
405;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Venray;34230
406;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vianen;15360
407;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vlaardingen;57530
408;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vlagtwedde;13020
409;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vlieland;920
410;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vlissingen;36360
411;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vlist;7580
412;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Voerendaal;10310
413;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Voorschoten;19420
414;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Voorst;19040
415;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Vught;20260
416;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Waalre;13180
417;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Waalwijk;37460
418;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Waddinxveen;20100
419;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wageningen;31480
420;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wassenaar;20100
421;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Waterland;13770
422;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Weert;39670
423;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Weesp;14610
424;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Werkendam;20440
425;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;West Maas en Waal;14730
426;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Westerveld;15380
427;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Westervoort;12160
428;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Westland;81400
429;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Weststellingwerf;20380
430;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Westvoorne;11460
431;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wierden;18530
432;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wijchen;32120
433;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wijdemeren;18500
434;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wijk bij Duurstede;18030
435;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Winsum;10700
436;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Winterswijk;22950
437;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Woensdrecht;17590
438;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Woerden;38800
439;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;De Wolden;18660
440;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Wormerland;12610
441;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Woudenberg;9330
442;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Woudrichem;11300
443;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zaanstad;119230
444;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zaltbommel;20490
445;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zandvoort;13940
446;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zederik;10480
447;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zeevang;5050
448;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zeewolde;15820
449;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zeist;48040
450;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zevenaar;26120
451;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zoetermeer;97590
452;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zoeterwoude;6490
453;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zuidhorn;14130
454;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zuidplas;31760
455;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zundert;17450
456;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zutphen;37130
457;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zwartewaterland;16140
458;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zwijndrecht;35760
459;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Vrouwen;Zwolle;96010
460;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Nederland;13386880
461;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Nederland (LD);1372980
462;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Oost-Nederland (LD);2788370
463;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;West-Nederland (LD);6317080
464;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuid-Nederland (LD);2908450
465;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Groningen (PV);475420
466;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Friesland (PV);509560
467;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Drenthe (PV);388000
468;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Overijssel (PV);889660
469;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Flevoland (PV);301490
470;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Gelderland (PV);1597220
471;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Utrecht (PV);980450
472;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Holland (PV);2191710
473;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuid-Holland (PV);2840420
474;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zeeland (PV);304500
475;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Brabant (PV);1983280
476;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Limburg (PV);925160
477;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Oost-Groningen (CR);120620
478;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Delfzijl en omgeving (CR);38820
479;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Overig Groningen (CR);315980
480;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Friesland (CR);256850
481;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidwest-Friesland (CR);105730
482;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidoost-Friesland (CR);146990
483;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Drenthe (CR);149850
484;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidoost-Drenthe (CR);135700
485;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidwest-Drenthe (CR);102440
486;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Overijssel (CR);277120
487;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidwest-Overijssel (CR);119940
488;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Twente (CR);492600
489;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Veluwe (CR);518880
490;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Achterhoek (CR);317760
491;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Arnhem/Nijmegen (CR);577630
492;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidwest-Gelderland (CR);182960
493;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Utrecht (CR);980450
494;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Kop van Noord-Holland (CR);293410
495;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Alkmaar en omgeving (CR);185240
496;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;IJmond (CR);154590
497;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Agglomeratie Haarlem (CR);180440
498;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zaanstreek (CR);131840
499;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Groot-Amsterdam (CR);1052340
500;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Het Gooi en Vechtstreek (CR);193850
501;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Agglomeratie Leiden en Bollenstreek (CR);329890
502;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Agglomeratie 's-Gravenhage (CR);657630
503;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Delft en Westland (CR);180390
504;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Oost-Zuid-Holland (CR);230420
505;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Groot-Rijnmond (CR);1130310
506;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidoost-Zuid-Holland (CR);311790
507;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zeeuwsch-Vlaanderen (CR);86660
508;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Overig Zeeland (CR);217850
509;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;West-Noord-Brabant (CR);500490
510;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Midden-Noord-Brabant (CR);372580
511;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noordoost-Noord-Brabant (CR);510280
512;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuidoost-Noord-Brabant (CR);599930
513;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Noord-Limburg (CR);225420
514;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Midden-Limburg (CR);192830
515;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Zuid-Limburg (CR);506910
516;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Flevoland (CR);301490
517;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Aa en Hunze;20450
518;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Aalburg;9690
519;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Aalsmeer;23630
520;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Aalten;21260
521;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Achtkarspelen;21630
522;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Alblasserdam;15070
523;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Albrandswaard;19330
524;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Alkmaar;76480
525;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Almelo;56810
526;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Almere;148150
527;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Alphen aan den Rijn;83460
528;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Alphen-Chaam;7780
529;Totaal mannen en vrouwen;20300;Totaal personen;Totaal;Mannen;Ameland;2790
