ID;RegioS;Marges;SectorBranchesSBI2008;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
14;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 maart;;;;
15;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 april;-26.2;-33.0;-19.3;
16;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 mei;;;;
17;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 juni;;;;
18;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 juli;-19.0;-23.9;-14.1;
19;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 augustus;;;;
20;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 september;;;;
21;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 oktober;-10.6;-13.5;-7.7;
22;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 november;;;;
23;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 december;;;;
24;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 januari;-2.0;-6.2;2.3;
25;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 februari;;;;
26;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 maart;;;;
27;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 april;2.2;-0.2;4.7;
28;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 mei;;;;
29;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 juni;;;;
30;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 juli;0.8;-2.3;3.9;
31;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 augustus;;;;
32;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 september;;;;
33;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 oktober;0.3;-2.5;3.0;
34;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 november;;;;
35;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 december;;;;
36;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 januari;2.2;0.3;4.1;
37;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 februari;;;;
38;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 maart;;;;
39;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 april;5.0;4.8;5.1;
40;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 mei;;;;
41;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 juni;;;;
42;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 juli;7.5;7.5;7.5;
43;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 augustus;;;;
44;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 september;;;;
45;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 oktober;7.9;7.1;8.7;
46;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 november;;;;
47;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 december;;;;
48;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 januari;8.8;8.4;9.1;
49;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 februari;;;;
50;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 maart;;;;
51;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 april;5.7;6.2;5.1;
52;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 mei;;;;
53;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 juni;;;;
54;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 juli;5.6;5.4;5.8;
55;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 augustus;;;;
56;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 september;;;;
57;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 oktober;9.4;9.0;9.7;
58;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 november;;;;
59;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 december;;;;
60;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 januari;14.3;15.0;13.6;
61;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 februari;;;;
62;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 maart;;;;
63;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 april;13.4;15.0;11.8;
64;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 mei;;;;
65;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 juni;;;;
66;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 juli;12.4;13.9;11.0;
67;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 augustus;;;;
68;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 september;;;;
69;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 oktober;14.3;14.8;13.9;
70;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 november;;;;
71;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 december;;;;
72;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 januari;16.5;17.9;15.1;
73;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 februari;;;;
74;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 maart;;;;
75;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 april;12.8;14.4;11.2;
76;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 mei;;;;
77;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 juni;;;;
78;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 juli;11.0;12.0;10.1;
79;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 augustus;;;;
80;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 september;;;;
81;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 oktober;8.9;8.0;9.7;
82;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 november;;;;
83;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 december;;;;
84;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 januari;3.9;4.2;3.6;
85;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 februari;;;;
86;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 maart;;;;
87;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 april;2.1;2.2;2.0;
88;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 mei;;;;
89;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 juni;;;;
90;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 juli;1.2;0.4;2.0;
91;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 augustus;;;;
92;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 september;;;;
93;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 oktober;-3.7;-4.1;-3.4;
94;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 november;;;;
95;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 december;;;;
96;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 januari;-0.6;-1.9;0.6;
97;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 februari;;;;
98;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 maart;;;;
99;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 april;-51.1;-33.7;-68.6;
100;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 mei;;;;
101;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 juni;;;;
102;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 juli;-22.2;-41.0;-3.4;
103;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 augustus;;;;
104;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 september;;;;
105;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 oktober;-15.2;-11.9;-18.5;
106;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 november;;;;
107;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2020 december;;;;
108;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 januari;-11.1;-14.7;-7.6;
109;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 februari;;;;
110;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 maart;;;;
111;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 april;0.2;-5.6;6.0;
112;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 mei;;;;
113;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 juni;;;;
114;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 juli;13.3;13.1;13.5;
115;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 augustus;;;;
116;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 september;;;;
117;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 oktober;14.0;15.1;12.9;
118;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 november;;;;
119;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2021 december;;;;
120;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 januari;-0.5;-2.0;0.9;
121;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 februari;;;;
122;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 maart;;;;
123;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 april;-7.3;-6.6;-8.1;
124;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 mei;;;;
125;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 juni;;;;
126;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 juli;-10.5;-11.2;-9.8;
127;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 augustus;;;;
128;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 september;;;;
129;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 oktober;-20.8;-19.4;-22.1;
130;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 november;;;;
131;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2022 december;;;;
132;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 januari;-12.2;-13.3;-11.1;
133;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 februari;;;;
134;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 maart;;;;
135;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 april;-6.5;-7.9;-5.0;
136;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 mei;;;;
137;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 juni;;;;
138;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 juli;-7.0;-8.0;-6.0;
139;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 augustus;;;;
140;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 september;;;;
141;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 oktober;-9.2;-11.1;-7.3;
142;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 november;;;;
143;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2023 december;;;;
144;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 januari;-7.1;-10.0;-4.2;
145;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 februari;;;;
146;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 maart;;;;
147;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 april;-5.8;-9.2;-2.4;
148;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 mei;;;;
149;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 juni;;;;
150;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 juli;-3.4;-5.6;-1.2;
151;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 augustus;;;;
152;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 september;;;;
153;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 oktober;-3.2;-6.3;-0.2;
154;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 november;;;;
155;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2024 december;;;;
156;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2025 januari;-5.4;-8.4;-2.4;
157;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2025 februari;;;;
158;Nederland;Waarde;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2025 maart;;;;
159;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 januari;-22.0;-25.1;-18.9;
160;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 februari;;;-14.8;
161;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 maart;;;-12.3;
162;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 april;-18.8;-24.9;-12.7;
163;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 mei;;;-17.4;
164;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 juni;;;-17.7;
165;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 juli;-20.7;-23.7;-17.7;
166;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 augustus;;;-14.5;
167;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 september;;;-15.8;
168;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 oktober;-19.7;-22.7;-16.7;
169;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 november;;;-18.6;
170;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2012 december;;;-21.6;
171;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 januari;-23.4;-27.6;-19.2;
172;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 februari;;;-16.7;
173;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 maart;;;-19.5;
174;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 april;-21.3;-27.6;-15.1;
175;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 mei;;;-9.9;
176;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 juni;;;-10.1;
177;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 juli;-15.7;-20.5;-10.9;
178;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 augustus;;;-5.0;
179;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 september;;;-5.4;
180;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 oktober;-8.9;-11.2;-6.5;
181;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 november;;;-1.1;
182;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2013 december;;;1.6;
183;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 januari;-0.8;-4.8;3.2;
184;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 februari;;;1.8;
185;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 maart;;;4.5;
186;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 april;2.5;-0.1;5.1;
187;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 mei;;;3.4;
188;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 juni;;;3.8;
189;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 juli;1.3;-1.0;3.6;
190;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 augustus;;;1.2;
191;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 september;;;1.1;
192;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 oktober;1.0;-1.7;3.7;
193;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 november;;;1.6;
194;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2014 december;;;1.5;
195;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 januari;3.3;1.8;4.7;
196;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 februari;;;2.4;
197;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 maart;;;4.4;
198;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 april;4.4;4.1;4.6;
199;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 mei;;;5.2;
200;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 juni;;;4.6;
201;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 juli;5.7;5.4;5.9;
202;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 augustus;;;6.7;
203;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 september;;;5.7;
204;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 oktober;6.9;6.2;7.6;
205;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 november;;;7.1;
206;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2015 december;;;6.5;
207;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 januari;6.9;6.3;7.4;
208;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 februari;;;6.0;
209;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 maart;;;3.4;
210;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 april;4.5;5.2;3.8;
211;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 mei;;;4.5;
212;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 juni;;;5.9;
213;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 juli;3.8;3.9;3.8;
214;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 augustus;;;3.4;
215;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 september;;;5.2;
216;Nederland;Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2016 oktober;6.7;6.4;7.1;
