ID;RegioS;Marges;SectorBranchesSBI2008;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
4036;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 februari;;;8.4;
4037;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 maart;;;9.1;
4038;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 april;9.4;9.4;9.5;
4039;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 mei;;;6.7;
4040;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 juni;;;7.1;
4041;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 juli;11.1;10.5;11.8;
4042;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 augustus;;;7.8;
4043;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 september;;;9.3;
4044;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 oktober;14.9;11.7;18.1;
4045;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 november;;;15.3;
4046;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2017 december;;;12.7;
4047;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 januari;14.4;15.8;13.0;
4048;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 februari;;;11.6;
4049;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 maart;;;8.1;
4050;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 april;10.8;12.6;9.1;
4051;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 mei;;;7.8;
4052;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 juni;;;6.8;
4053;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 juli;7.6;7.6;7.5;
4054;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 augustus;;;7.4;
4055;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 september;;;9.4;
4056;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 oktober;8.7;8.9;8.5;
4057;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 november;;;8.4;
4058;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2018 december;;;7.6;
4059;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 januari;4.7;6.8;2.7;
4060;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 februari;;;0.2;
4061;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 maart;;;0.5;
4062;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 april;-0.2;-1.1;0.6;
4063;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 mei;;;1.0;
4064;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 juni;;;0.8;
4065;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 juli;0.6;0.7;0.5;
4066;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 augustus;;;-1.5;
4067;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 september;;;-3.1;
4068;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 oktober;-4.0;-4.5;-3.4;
4069;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 november;;;-3.4;
4070;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2019 december;;;-2.0;
4071;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 januari;-0.1;-1.2;1.1;
4072;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 februari;;;-0.1;
4073;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 maart;;;-16.7;
4074;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 april;-46.1;-23.8;-68.4;
4075;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 mei;;;-46.5;
4076;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 juni;;;-13.6;
4077;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 juli;-18.9;-36.2;-1.6;
4078;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 augustus;;;-3.5;
4079;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 september;;;-5.6;
4080;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 oktober;-14.4;-10.7;-18.1;
4081;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 november;;;-9.5;
4082;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2020 december;;;-2.7;
4083;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 januari;-6.6;-7.0;-6.2;
4084;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 februari;;;-1.7;
4085;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 maart;;;3.1;
4086;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 april;0.5;-5.0;6.1;
4087;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 mei;;;12.4;19.6
4088;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 juni;;;14.7;12.9
4089;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 juli;11.7;12.0;11.4;10.2
4090;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 augustus;;;9.1;4.9
4091;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 september;;;11.3;2.4
4092;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 oktober;12.3;10.4;14.2;9.2
4093;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 november;;;6.7;11.3
4094;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2021 december;;;-0.7;11.7
4095;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 januari;0.7;1.1;0.3;17.4
4096;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 februari;;;8.9;10.6
4097;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 maart;;;4.0;17.3
4098;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 april;-4.7;-5.8;-3.6;18.2
4099;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 mei;;;-2.2;13.3
4100;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 juni;;;-2.8;15.5
4101;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 juli;-7.0;-7.2;-6.9;15.1
4102;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 augustus;;;-9.5;17.1
4103;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 september;;;-15.3;22.1
4104;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 oktober;-20.2;-18.7;-21.7;26.9
4105;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 november;;;-10.4;24.1
4106;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2022 december;;;-11.6;22.8
4107;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 januari;-10.3;-12.8;-7.8;25.7
4108;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 februari;;;-1.6;21.3
4109;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 maart;;;-0.3;21.0
4110;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 april;-5.7;-6.9;-4.5;17.5
4111;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 mei;-7.9;-9.4;-6.4;15.4
4112;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 juni;-8.0;-9.7;-6.2;17.5
4113;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 juli;-8.6;-8.5;-8.7;17.8
4114;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 augustus;-5.9;-5.4;-6.4;16.1
4115;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 september;-10.4;-11.4;-9.5;20.7
4116;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 oktober;-8.2;-10.8;-5.6;19.6
4117;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 november;-5.8;-10.2;-1.3;21.5
4118;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2023 december;-7.0;-10.1;-3.9;17.8
4119;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 januari;-3.0;-3.1;-2.9;14.9
4120;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 februari;-6.0;-5.4;-6.6;19.5
4121;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 maart;-5.6;-4.1;-7.1;15.9
4122;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 april;-5.4;-12.3;1.6;14.5
4123;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 mei;-4.1;-7.2;-1.1;11.5
4124;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 juni;-4.6;-5.2;-3.9;10.8
4125;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 juli;-5.8;-5.6;-5.9;12.2
4126;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 augustus;-5.5;-7.4;-3.5;10.6
4127;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 september;-4.4;-6.7;-2.0;10.6
4128;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 oktober;-6.4;-10.8;-1.9;12.2
4129;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 november;-3.1;-6.3;0.1;12.2
4130;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2024 december;-5.3;-7.3;-3.3;9.9
4131;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2025 januari;-5.0;-10.6;0.7;12.7
4132;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2025 februari;-3.7;-2.3;-5.0;16.8
4133;Overijssel (PV);Waarde;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;2025 maart;-2.3;-2.5;-2.1;15.4
4134;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 januari;;;;
4135;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 februari;;;;
4136;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 maart;;;;
4137;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 april;;;;
4138;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 mei;;;;
4139;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 juni;;;;
4140;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 juli;;;;
4141;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 augustus;;;;
4142;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 september;;;;
4143;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 oktober;;;;
4144;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 november;;;;
4145;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2012 december;;;;
4146;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 januari;;;;
4147;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 februari;;;;
4148;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 maart;;;;
4149;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 april;;;;
4150;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 mei;;;;
4151;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 juni;;;;
4152;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 juli;;;;
4153;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 augustus;;;;
4154;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 september;;;;
4155;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 oktober;;;;
4156;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 november;;;;
4157;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2013 december;;;;
4158;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 januari;-10.5;-15.7;-6.9;
4159;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 februari;;;;
4160;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 maart;;;;
4161;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 april;-7.4;-8.5;-7.3;
4162;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 mei;;;;
4163;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 juni;;;;
4164;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 juli;-3.8;-8.0;-1.1;
4165;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 augustus;;;;
4166;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 september;;;;
4167;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 oktober;-4.3;-7.0;-3.6;
4168;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 november;;;;
4169;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2014 december;;;;
4170;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 januari;-6.0;-8.2;-5.2;
4171;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 februari;;;;
4172;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 maart;;;;
4173;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 april;0.8;2.0;-1.7;
4174;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 mei;;;;
4175;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 juni;;;;
4176;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 juli;3.4;5.1;-0.3;
4177;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 augustus;;;;
4178;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 september;;;;
4179;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 oktober;2.1;1.2;1.4;
4180;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 november;;;;
4181;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2015 december;;;;
4182;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 januari;3.9;2.5;3.5;
4183;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 februari;;;;
4184;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 maart;;;;
4185;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 april;-0.1;-0.7;0.0;
4186;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 mei;;;;
4187;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 juni;;;;
4188;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 juli;0.0;-1.8;0.6;
4189;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 augustus;;;;
4190;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 september;;;;
4191;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 oktober;4.2;2.0;5.5;
4192;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 november;;;;
4193;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2016 december;;;;
4194;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 januari;13.9;19.1;7.7;
4195;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 februari;;;;
4196;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 maart;;;;
4197;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 april;9.6;10.9;7.3;
4198;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 mei;;;;
4199;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 juni;;;;
4200;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 juli;11.0;12.4;8.6;
4201;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 augustus;;;;
4202;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 september;;;;
4203;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 oktober;13.9;11.5;15.1;
4204;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 november;;;;
4205;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2017 december;;;;
4206;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 januari;15.9;17.2;13.6;
4207;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 februari;;;;
4208;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 maart;;;;
4209;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 april;9.4;11.7;5.6;
4210;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 mei;;;;
4211;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 juni;;;;
4212;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 juli;8.0;8.6;6.3;
4213;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 augustus;;;;
4214;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 september;;;;
4215;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 oktober;5.7;4.2;5.8;
4216;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 november;;;;
4217;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2018 december;;;;
4218;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 januari;2.5;3.2;-0.2;
4219;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 februari;;;;
4220;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 maart;;;;
4221;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 april;-3.3;-3.3;-4.3;
4222;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 mei;;;;
4223;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 juni;;;;
4224;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 juli;-4.5;-6.9;-3.5;
4225;Overijssel (PV);Ondergrens 95%-interval;Totaal (ex. financieel of nutsbedrijven);Seizoengecorrigeerde cijfers;2019 augustus;;;;
