ID;ArbeidsmarktpositieSchoolverlaters;InkomstenSchoolverlaters;Onderwijssoorten;Leeftijd;RegioS;Perioden;SchoolverlatersOnderzoekspopulatie_1;VoortijdigSchoolverlaters_2;SchoolverlatersMetStartkwalificatie_3;PercentageVoortijdigSchoolverlaters_4
10;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gemeenten >= 100 000 inwoners (excl. G4);2007, vrijdag 28 september;31680.0;15380.0;16300.0;48.5
11;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gemeenten >= 100 000 inwoners (excl. G4);2008, vrijdag 26 september;33730.0;15130.0;18600.0;44.8
12;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gemeenten < 100 000 inwoners;2005, vrijdag 30 september;99610.0;48500.0;51110.0;48.7
13;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gemeenten < 100 000 inwoners;2006, vrijdag 29 september;107160.0;46710.0;60450.0;43.6
14;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gemeenten < 100 000 inwoners;2007, vrijdag 28 september;108880.0;44660.0;64220.0;41.0
15;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gemeenten < 100 000 inwoners;2008, vrijdag 26 september;115370.0;44110.0;71260.0;38.2
16;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Nederland (LD);2005, vrijdag 30 september;13640.0;6230.0;7410.0;45.7
17;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Nederland (LD);2006, vrijdag 29 september;16680.0;7200.0;9480.0;43.2
18;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Nederland (LD);2007, vrijdag 28 september;17140.0;7000.0;10130.0;40.9
19;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Nederland (LD);2008, vrijdag 26 september;18290.0;6780.0;11510.0;37.1
20;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Nederland (LD);2005, vrijdag 30 september;33290.0;16110.0;17170.0;48.4
21;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Nederland (LD);2006, vrijdag 29 september;34430.0;14890.0;19540.0;43.2
22;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Nederland (LD);2007, vrijdag 28 september;35590.0;14600.0;21000.0;41.0
23;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Nederland (LD);2008, vrijdag 26 september;37370.0;14290.0;23080.0;38.2
24;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;West-Nederland (LD);2005, vrijdag 30 september;68330.0;37380.0;30950.0;54.7
25;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;West-Nederland (LD);2006, vrijdag 29 september;75490.0;37100.0;38380.0;49.2
26;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;West-Nederland (LD);2007, vrijdag 28 september;76920.0;35960.0;40950.0;46.8
27;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;West-Nederland (LD);2008, vrijdag 26 september;81550.0;35040.0;46510.0;43.0
28;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Nederland (LD);2005, vrijdag 30 september;31040.0;16430.0;14620.0;52.9
29;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Nederland (LD);2006, vrijdag 29 september;32600.0;15310.0;17280.0;47.0
30;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Nederland (LD);2007, vrijdag 28 september;33390.0;15040.0;18340.0;45.1
31;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Nederland (LD);2008, vrijdag 26 september;35590.0;15370.0;20220.0;43.2
32;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Groningen (PV);2005, vrijdag 30 september;3820.0;1850.0;1970.0;48.5
33;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Groningen (PV);2006, vrijdag 29 september;5650.0;2450.0;3200.0;43.4
34;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Groningen (PV);2007, vrijdag 28 september;5760.0;2410.0;3350.0;41.8
35;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Groningen (PV);2008, vrijdag 26 september;6090.0;2340.0;3750.0;38.4
36;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland (PV);2005, vrijdag 30 september;5970.0;2630.0;3340.0;44.0
37;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland (PV);2006, vrijdag 29 september;6340.0;2710.0;3630.0;42.8
38;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland (PV);2007, vrijdag 28 september;6560.0;2610.0;3950.0;39.8
39;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland (PV);2008, vrijdag 26 september;7030.0;2520.0;4520.0;35.8
40;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Drenthe (PV);2005, vrijdag 30 september;3850.0;1750.0;2100.0;45.5
41;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Drenthe (PV);2006, vrijdag 29 september;4690.0;2040.0;2650.0;43.5
42;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Drenthe (PV);2007, vrijdag 28 september;4820.0;1990.0;2830.0;41.2
43;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Drenthe (PV);2008, vrijdag 26 september;5170.0;1930.0;3240.0;37.4
44;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Overijssel (PV);2005, vrijdag 30 september;10580.0;4830.0;5750.0;45.7
45;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Overijssel (PV);2006, vrijdag 29 september;10530.0;4210.0;6320.0;40.0
46;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Overijssel (PV);2007, vrijdag 28 september;11120.0;4050.0;7070.0;36.4
47;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Overijssel (PV);2008, vrijdag 26 september;11770.0;4090.0;7680.0;34.7
48;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (PV);2005, vrijdag 30 september;4180.0;2270.0;1900.0;54.4
49;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (PV);2006, vrijdag 29 september;4390.0;2040.0;2350.0;46.5
50;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (PV);2007, vrijdag 28 september;4690.0;2160.0;2530.0;46.1
51;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (PV);2008, vrijdag 26 september;5140.0;2290.0;2850.0;44.5
52;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gelderland (PV);2005, vrijdag 30 september;18520.0;9010.0;9520.0;48.6
53;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gelderland (PV);2006, vrijdag 29 september;19520.0;8640.0;10870.0;44.3
54;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gelderland (PV);2007, vrijdag 28 september;19780.0;8380.0;11400.0;42.4
55;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Gelderland (PV);2008, vrijdag 26 september;20460.0;7910.0;12550.0;38.7
56;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (PV);2005, vrijdag 30 september;10390.0;5210.0;5180.0;50.1
57;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (PV);2006, vrijdag 29 september;10870.0;4990.0;5880.0;45.9
58;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (PV);2007, vrijdag 28 september;11450.0;5020.0;6430.0;43.9
59;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (PV);2008, vrijdag 26 september;11850.0;4810.0;7040.0;40.6
60;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Holland (PV);2005, vrijdag 30 september;23320.0;12840.0;10480.0;55.0
61;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Holland (PV);2006, vrijdag 29 september;26150.0;13210.0;12950.0;50.5
62;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Holland (PV);2007, vrijdag 28 september;25430.0;12070.0;13360.0;47.5
63;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Holland (PV);2008, vrijdag 26 september;26970.0;11770.0;15190.0;43.7
64;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Holland (PV);2005, vrijdag 30 september;30690.0;17370.0;13310.0;56.6
65;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Holland (PV);2006, vrijdag 29 september;34420.0;17180.0;17240.0;49.9
66;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Holland (PV);2007, vrijdag 28 september;36100.0;17240.0;18850.0;47.8
67;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuid-Holland (PV);2008, vrijdag 26 september;38590.0;16940.0;21650.0;43.9
68;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zeeland (PV);2005, vrijdag 30 september;3940.0;1960.0;1980.0;49.8
69;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zeeland (PV);2006, vrijdag 29 september;4050.0;1730.0;2320.0;42.8
70;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zeeland (PV);2007, vrijdag 28 september;3940.0;1630.0;2310.0;41.3
71;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zeeland (PV);2008, vrijdag 26 september;4140.0;1520.0;2630.0;36.6
72;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Brabant (PV);2005, vrijdag 30 september;21280.0;10970.0;10310.0;51.6
73;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Brabant (PV);2006, vrijdag 29 september;22650.0;10450.0;12200.0;46.1
74;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Brabant (PV);2007, vrijdag 28 september;23240.0;10460.0;12780.0;45.0
75;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Brabant (PV);2008, vrijdag 26 september;24390.0;10260.0;14140.0;42.0
76;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Limburg (PV);2005, vrijdag 30 september;9760.0;5450.0;4310.0;55.9
77;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Limburg (PV);2006, vrijdag 29 september;9950.0;4860.0;5090.0;48.9
78;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Limburg (PV);2007, vrijdag 28 september;10140.0;4580.0;5560.0;45.1
79;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Limburg (PV);2008, vrijdag 26 september;11200.0;5120.0;6080.0;45.7
80;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Groningen (WG);2005, vrijdag 30 september;1130.0;540.0;590.0;47.8
81;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Groningen (WG);2006, vrijdag 29 september;1590.0;760.0;830.0;47.7
82;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Groningen (WG);2007, vrijdag 28 september;1640.0;690.0;950.0;42.1
83;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Groningen (WG);2008, vrijdag 26 september;1620.0;560.0;1060.0;34.7
84;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Groningen en Eemsmond (WG);2005, vrijdag 30 september;750.0;350.0;400.0;46.6
85;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Groningen en Eemsmond (WG);2006, vrijdag 29 september;1180.0;450.0;720.0;38.5
86;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Groningen en Eemsmond (WG);2007, vrijdag 28 september;1160.0;450.0;710.0;38.4
87;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord-Groningen en Eemsmond (WG);2008, vrijdag 26 september;1390.0;550.0;840.0;39.5
88;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Centraal en westelijk Groningen (WG);2005, vrijdag 30 september;1940.0;960.0;970.0;49.7
89;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Centraal en westelijk Groningen (WG);2006, vrijdag 29 september;2880.0;1240.0;1640.0;43.0
90;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Centraal en westelijk Groningen (WG);2007, vrijdag 28 september;2960.0;1270.0;1690.0;43.0
91;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Centraal en westelijk Groningen (WG);2008, vrijdag 26 september;3080.0;1220.0;1850.0;39.8
92;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-noord (WG);2005, vrijdag 30 september;2620.0;1250.0;1370.0;47.7
93;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-noord (WG);2006, vrijdag 29 september;2680.0;1200.0;1480.0;44.7
94;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-noord (WG);2007, vrijdag 28 september;2720.0;1170.0;1550.0;43.0
95;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-noord (WG);2008, vrijdag 26 september;2910.0;1070.0;1830.0;36.9
96;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Friesland (WG);2005, vrijdag 30 september;1190.0;450.0;740.0;37.6
97;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Friesland (WG);2006, vrijdag 29 september;1260.0;500.0;760.0;39.8
98;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Friesland (WG);2007, vrijdag 28 september;1270.0;450.0;820.0;35.5
99;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Friesland (WG);2008, vrijdag 26 september;1410.0;460.0;950.0;32.8
100;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-oost (WG);2005, vrijdag 30 september;2170.0;930.0;1240.0;43.0
101;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-oost (WG);2006, vrijdag 29 september;2400.0;1010.0;1390.0;42.1
102;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-oost (WG);2007, vrijdag 28 september;2580.0;1000.0;1580.0;38.6
103;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Friesland-oost (WG);2008, vrijdag 26 september;2720.0;980.0;1740.0;36.1
104;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord- en midden-Drenthe (WG);2005, vrijdag 30 september;1170.0;540.0;630.0;46.0
105;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord- en midden-Drenthe (WG);2006, vrijdag 29 september;1660.0;710.0;950.0;42.8
106;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord- en midden-Drenthe (WG);2007, vrijdag 28 september;1740.0;760.0;970.0;43.9
107;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noord- en midden-Drenthe (WG);2008, vrijdag 26 september;1850.0;700.0;1150.0;37.8
108;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidoost-Drenthe (WG);2005, vrijdag 30 september;1500.0;750.0;750.0;49.9
109;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidoost-Drenthe (WG);2006, vrijdag 29 september;1770.0;860.0;910.0;48.4
110;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidoost-Drenthe (WG);2007, vrijdag 28 september;1830.0;780.0;1040.0;42.8
111;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidoost-Drenthe (WG);2008, vrijdag 26 september;1890.0;720.0;1170.0;38.2
112;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Drenthe (WG);2005, vrijdag 30 september;1180.0;470.0;710.0;39.5
113;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Drenthe (WG);2006, vrijdag 29 september;1270.0;470.0;790.0;37.4
114;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Drenthe (WG);2007, vrijdag 28 september;1260.0;440.0;820.0;35.2
115;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Zuidwest-Drenthe (WG);2008, vrijdag 26 september;1430.0;510.0;920.0;35.7
116;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;IJssel-Vecht (WG);2005, vrijdag 30 september;4070.0;1640.0;2430.0;40.3
117;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;IJssel-Vecht (WG);2006, vrijdag 29 september;4130.0;1400.0;2730.0;33.8
118;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;IJssel-Vecht (WG);2007, vrijdag 28 september;4350.0;1430.0;2920.0;32.9
119;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;IJssel-Vecht (WG);2008, vrijdag 26 september;4680.0;1410.0;3270.0;30.0
120;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Stedendriehoek (WG);2005, vrijdag 30 september;3880.0;1810.0;2060.0;46.8
121;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Stedendriehoek (WG);2006, vrijdag 29 september;4220.0;1830.0;2390.0;43.3
122;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Stedendriehoek (WG);2007, vrijdag 28 september;4310.0;1880.0;2430.0;43.6
123;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Stedendriehoek (WG);2008, vrijdag 26 september;4380.0;1750.0;2630.0;39.9
124;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Twente (WG);2005, vrijdag 30 september;5700.0;2750.0;2960.0;48.1
125;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Twente (WG);2006, vrijdag 29 september;5540.0;2390.0;3150.0;43.1
126;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Twente (WG);2007, vrijdag 28 september;5790.0;2150.0;3630.0;37.2
127;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Twente (WG);2008, vrijdag 26 september;6250.0;2280.0;3970.0;36.4
128;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Gelderland (WG);2005, vrijdag 30 september;2560.0;1130.0;1420.0;44.3
129;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Gelderland (WG);2006, vrijdag 29 september;2590.0;990.0;1600.0;38.1
130;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Gelderland (WG);2007, vrijdag 28 september;2640.0;920.0;1720.0;34.7
131;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Oost-Gelderland (WG);2008, vrijdag 26 september;2880.0;970.0;1900.0;33.8
132;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Arnhem/Nijmegen (WG);2005, vrijdag 30 september;5940.0;3210.0;2740.0;53.9
133;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Arnhem/Nijmegen (WG);2006, vrijdag 29 september;6160.0;2950.0;3210.0;47.9
134;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Arnhem/Nijmegen (WG);2007, vrijdag 28 september;6630.0;3160.0;3480.0;47.6
135;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Arnhem/Nijmegen (WG);2008, vrijdag 26 september;6910.0;3040.0;3870.0;44.0
136;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Rivierenland (WG);2005, vrijdag 30 september;2700.0;1410.0;1290.0;52.2
137;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Rivierenland (WG);2006, vrijdag 29 september;3130.0;1650.0;1480.0;52.7
138;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Rivierenland (WG);2007, vrijdag 28 september;2660.0;1150.0;1510.0;43.1
139;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Rivierenland (WG);2008, vrijdag 26 september;2650.0;1010.0;1640.0;38.0
140;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Eem en Vallei (WG);2005, vrijdag 30 september;5880.0;2830.0;3050.0;48.1
141;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Eem en Vallei (WG);2006, vrijdag 29 september;6040.0;2580.0;3460.0;42.7
142;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Eem en Vallei (WG);2007, vrijdag 28 september;6240.0;2520.0;3730.0;40.3
143;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Eem en Vallei (WG);2008, vrijdag 26 september;6510.0;2410.0;4100.0;37.1
144;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noordwest-Veluwe (WG);2005, vrijdag 30 september;1850.0;800.0;1050.0;43.2
145;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noordwest-Veluwe (WG);2006, vrijdag 29 september;1790.0;650.0;1140.0;36.5
146;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noordwest-Veluwe (WG);2007, vrijdag 28 september;1910.0;730.0;1180.0;38.4
147;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Noordwest-Veluwe (WG);2008, vrijdag 26 september;1870.0;610.0;1260.0;32.8
148;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (WG);2005, vrijdag 30 september;4180.0;2270.0;1900.0;54.4
149;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (WG);2006, vrijdag 29 september;4390.0;2040.0;2350.0;46.5
150;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (WG);2007, vrijdag 28 september;4690.0;2160.0;2530.0;46.1
151;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Flevoland (WG);2008, vrijdag 26 september;5140.0;2290.0;2850.0;44.5
152;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (WG);2005, vrijdag 30 september;6960.0;3490.0;3470.0;50.1
153;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (WG);2006, vrijdag 29 september;7360.0;3410.0;3950.0;46.4
154;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (WG);2007, vrijdag 28 september;7890.0;3550.0;4340.0;45.0
155;Totaal schoolverlaters;Totaal schoolverlaters;Totaal populatie;Totaal leeftijd;Utrecht (WG);2008, vrijdag 26 september;8040.0;3370.0;4670.0;41.9
