ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouders_4;OverigeHuishoudens_5
34;Totaal over alle leeftijden;Referentiepersonen;2043;8265491;3568684;4111811;524593;60403
35;Totaal over alle leeftijden;Referentiepersonen;2044;8261933;3577429;4098727;525143;60634
36;Totaal over alle leeftijden;Referentiepersonen;2045;8257801;3585086;4086271;525583;60861
37;Totaal over alle leeftijden;Referentiepersonen;2046;8253077;3591668;4074482;525858;61069
38;Totaal over alle leeftijden;Referentiepersonen;2047;8247831;3597191;4063408;525969;61263
39;Totaal over alle leeftijden;Referentiepersonen;2048;8242059;3601621;4053109;525904;61425
40;Totaal over alle leeftijden;Referentiepersonen;2049;8235831;3604954;4043639;525669;61569
41;Totaal over alle leeftijden;Referentiepersonen;2050;8229149;3607141;4035041;525274;61693
42;Totaal over alle leeftijden;Ongehuwd;2009;2220698;1391770;649542;134830;44556
43;Totaal over alle leeftijden;Ongehuwd;2010;2268236;1413027;669698;140867;44644
44;Totaal over alle leeftijden;Ongehuwd;2011;2314527;1435098;687764;146747;44918
45;Totaal over alle leeftijden;Ongehuwd;2012;2361441;1458399;705164;152570;45308
46;Totaal over alle leeftijden;Ongehuwd;2013;2409014;1482634;722272;158343;45765
47;Totaal over alle leeftijden;Ongehuwd;2014;2456293;1506656;739320;164105;46212
48;Totaal over alle leeftijden;Ongehuwd;2015;2503130;1530623;756161;169709;46637
49;Totaal over alle leeftijden;Ongehuwd;2016;2549548;1554708;772606;175188;47046
50;Totaal over alle leeftijden;Ongehuwd;2017;2595795;1579167;788604;180553;47471
51;Totaal over alle leeftijden;Ongehuwd;2018;2641837;1603986;804157;185777;47917
52;Totaal over alle leeftijden;Ongehuwd;2019;2687827;1629259;819338;190841;48389
53;Totaal over alle leeftijden;Ongehuwd;2020;2733581;1654746;834246;195735;48854
54;Totaal over alle leeftijden;Ongehuwd;2021;2778848;1680179;848925;200460;49284
55;Totaal over alle leeftijden;Ongehuwd;2022;2823594;1705497;863381;205000;49716
56;Totaal over alle leeftijden;Ongehuwd;2023;2867455;1730428;877587;209325;50115
57;Totaal over alle leeftijden;Ongehuwd;2024;2910120;1754752;891426;213490;50452
58;Totaal over alle leeftijden;Ongehuwd;2025;2951411;1778591;904694;217375;50751
59;Totaal over alle leeftijden;Ongehuwd;2026;2991243;1801897;917297;221046;51003
60;Totaal over alle leeftijden;Ongehuwd;2027;3029912;1825078;929107;224470;51257
61;Totaal over alle leeftijden;Ongehuwd;2028;3067229;1847959;940089;227675;51506
62;Totaal over alle leeftijden;Ongehuwd;2029;3103031;1870383;950225;230685;51738
63;Totaal over alle leeftijden;Ongehuwd;2030;3137451;1892382;959616;233502;51951
64;Totaal over alle leeftijden;Ongehuwd;2031;3170635;1914060;968328;236065;52182
65;Totaal over alle leeftijden;Ongehuwd;2032;3202863;1935487;976460;238509;52407
66;Totaal over alle leeftijden;Ongehuwd;2033;3234307;1956837;984117;240705;52648
67;Totaal over alle leeftijden;Ongehuwd;2034;3265131;1978117;991367;242749;52898
68;Totaal over alle leeftijden;Ongehuwd;2035;3295431;1999377;998276;244616;53162
69;Totaal over alle leeftijden;Ongehuwd;2036;3325313;2020656;1004860;246361;53436
70;Totaal over alle leeftijden;Ongehuwd;2037;3354858;2041951;1011200;247992;53715
71;Totaal over alle leeftijden;Ongehuwd;2038;3384117;2063278;1017330;249502;54007
72;Totaal over alle leeftijden;Ongehuwd;2039;3413073;2084573;1023287;250909;54304
73;Totaal over alle leeftijden;Ongehuwd;2040;3441797;2105833;1029143;252218;54603
74;Totaal over alle leeftijden;Ongehuwd;2041;3470211;2127025;1034861;253421;54904
75;Totaal over alle leeftijden;Ongehuwd;2042;3498287;2148058;1040487;254538;55204
76;Totaal over alle leeftijden;Ongehuwd;2043;3525935;2168862;1046044;255536;55493
77;Totaal over alle leeftijden;Ongehuwd;2044;3553104;2189354;1051524;256450;55776
78;Totaal over alle leeftijden;Ongehuwd;2045;3579667;2209440;1056902;257268;56057
79;Totaal over alle leeftijden;Ongehuwd;2046;3605512;2229038;1062181;257982;56311
80;Totaal over alle leeftijden;Ongehuwd;2047;3630502;2248058;1067312;258587;56545
81;Totaal over alle leeftijden;Ongehuwd;2048;3654613;2266446;1072321;259084;56762
82;Totaal over alle leeftijden;Ongehuwd;2049;3677725;2284120;1077161;259489;56955
83;Totaal over alle leeftijden;Ongehuwd;2050;3699766;2301035;1081816;259800;57115
84;Totaal over alle leeftijden;Gehuwd;2009;3468623;75809;3356934;33402;2478
85;Totaal over alle leeftijden;Gehuwd;2010;3456117;74501;3346240;32995;2381
86;Totaal over alle leeftijden;Gehuwd;2011;3444181;73431;3335918;32525;2307
87;Totaal over alle leeftijden;Gehuwd;2012;3432968;72528;3326168;32015;2257
88;Totaal over alle leeftijden;Gehuwd;2013;3422475;71786;3316934;31530;2225
89;Totaal over alle leeftijden;Gehuwd;2014;3412469;71143;3308053;31080;2193
90;Totaal over alle leeftijden;Gehuwd;2015;3402784;70642;3299317;30649;2176
91;Totaal over alle leeftijden;Gehuwd;2016;3393356;70292;3290711;30202;2151
92;Totaal over alle leeftijden;Gehuwd;2017;3384113;69978;3282215;29777;2143
93;Totaal over alle leeftijden;Gehuwd;2018;3374810;69735;3273593;29359;2123
94;Totaal over alle leeftijden;Gehuwd;2019;3365332;69544;3264738;28943;2107
95;Totaal over alle leeftijden;Gehuwd;2020;3355509;69380;3255506;28536;2087
96;Totaal over alle leeftijden;Gehuwd;2021;3345314;69265;3245825;28145;2079
97;Totaal over alle leeftijden;Gehuwd;2022;3334571;69154;3235562;27786;2069
98;Totaal over alle leeftijden;Gehuwd;2023;3323229;69073;3224657;27442;2057
99;Totaal over alle leeftijden;Gehuwd;2024;3311276;69010;3213078;27138;2050
100;Totaal over alle leeftijden;Gehuwd;2025;3298649;68974;3200794;26826;2055
101;Totaal over alle leeftijden;Gehuwd;2026;3285327;68937;3187783;26555;2052
102;Totaal over alle leeftijden;Gehuwd;2027;3271300;68913;3174043;26298;2046
103;Totaal over alle leeftijden;Gehuwd;2028;3256538;68888;3159526;26080;2044
104;Totaal over alle leeftijden;Gehuwd;2029;3241020;68832;3144267;25881;2040
105;Totaal over alle leeftijden;Gehuwd;2030;3224702;68754;3128196;25713;2039
106;Totaal over alle leeftijden;Gehuwd;2031;3207528;68638;3111316;25538;2036
107;Totaal over alle leeftijden;Gehuwd;2032;3189590;68465;3093686;25407;2032
108;Totaal over alle leeftijden;Gehuwd;2033;3170865;68261;3075299;25274;2031
109;Totaal over alle leeftijden;Gehuwd;2034;3151484;67998;3056301;25164;2021
110;Totaal over alle leeftijden;Gehuwd;2035;3131629;67715;3036828;25063;2023
111;Totaal over alle leeftijden;Gehuwd;2036;3111421;67394;3017022;24989;2016
112;Totaal over alle leeftijden;Gehuwd;2037;3091007;67035;2997039;24930;2003
113;Totaal over alle leeftijden;Gehuwd;2038;3070564;66666;2977019;24890;1989
114;Totaal over alle leeftijden;Gehuwd;2039;3050229;66286;2957112;24855;1976
115;Totaal over alle leeftijden;Gehuwd;2040;3030141;65898;2937436;24839;1968
116;Totaal over alle leeftijden;Gehuwd;2041;3010369;65490;2918095;24821;1963
117;Totaal over alle leeftijden;Gehuwd;2042;2991058;65098;2899210;24806;1944
118;Totaal over alle leeftijden;Gehuwd;2043;2972296;64699;2880849;24804;1944
119;Totaal over alle leeftijden;Gehuwd;2044;2954109;64297;2863084;24795;1933
120;Totaal over alle leeftijden;Gehuwd;2045;2936667;63905;2846044;24795;1923
121;Totaal over alle leeftijden;Gehuwd;2046;2919995;63527;2829769;24788;1911
122;Totaal over alle leeftijden;Gehuwd;2047;2904154;63150;2814320;24777;1907
123;Totaal over alle leeftijden;Gehuwd;2048;2889188;62756;2799768;24765;1899
124;Totaal over alle leeftijden;Gehuwd;2049;2875172;62382;2786156;24745;1889
125;Totaal over alle leeftijden;Gehuwd;2050;2862170;61995;2773570;24718;1887
126;Totaal over alle leeftijden;Verweduwd;2009;737104;643228;17511;75528;837
127;Totaal over alle leeftijden;Verweduwd;2010;736718;644631;17806;73397;884
128;Totaal over alle leeftijden;Verweduwd;2011;737561;647018;18163;71455;925
129;Totaal over alle leeftijden;Verweduwd;2012;739567;650344;18528;69735;960
130;Totaal over alle leeftijden;Verweduwd;2013;742325;654317;18865;68156;987
131;Totaal over alle leeftijden;Verweduwd;2014;745470;658434;19198;66831;1007
132;Totaal over alle leeftijden;Verweduwd;2015;748666;662557;19502;65580;1027
133;Totaal over alle leeftijden;Verweduwd;2016;751808;666661;19776;64324;1047
134;Totaal over alle leeftijden;Verweduwd;2017;754962;670634;20051;63225;1052
135;Totaal over alle leeftijden;Verweduwd;2018;758106;674646;20300;62100;1060
136;Totaal over alle leeftijden;Verweduwd;2019;761339;678702;20527;61037;1073
137;Totaal over alle leeftijden;Verweduwd;2020;764697;682858;20748;60014;1077
138;Totaal over alle leeftijden;Verweduwd;2021;768238;687145;20950;59059;1084
139;Totaal over alle leeftijden;Verweduwd;2022;771975;691534;21156;58193;1092
140;Totaal over alle leeftijden;Verweduwd;2023;775831;696067;21325;57342;1097
141;Totaal over alle leeftijden;Verweduwd;2024;779850;700677;21474;56600;1099
142;Totaal over alle leeftijden;Verweduwd;2025;783942;705421;21612;55805;1104
143;Totaal over alle leeftijden;Verweduwd;2026;788028;710176;21701;55049;1102
144;Totaal over alle leeftijden;Verweduwd;2027;792054;714832;21781;54339;1102
145;Totaal over alle leeftijden;Verweduwd;2028;795878;719300;21817;53661;1100
146;Totaal over alle leeftijden;Verweduwd;2029;799410;723452;21833;53021;1104
147;Totaal over alle leeftijden;Verweduwd;2030;802546;727205;21819;52426;1096
148;Totaal over alle leeftijden;Verweduwd;2031;805217;730537;21782;51806;1092
149;Totaal over alle leeftijden;Verweduwd;2032;807292;733206;21716;51291;1079
150;Totaal over alle leeftijden;Verweduwd;2033;808696;735248;21627;50746;1075
151;Totaal over alle leeftijden;Verweduwd;2034;809317;736521;21507;50231;1058
152;Totaal over alle leeftijden;Verweduwd;2035;809055;736915;21355;49735;1050
153;Totaal over alle leeftijden;Verweduwd;2036;807905;736398;21192;49271;1044
154;Totaal over alle leeftijden;Verweduwd;2037;805790;734927;20995;48845;1023
155;Totaal over alle leeftijden;Verweduwd;2038;802708;732491;20787;48422;1008
156;Totaal over alle leeftijden;Verweduwd;2039;798740;729167;20548;48031;994
157;Totaal over alle leeftijden;Verweduwd;2040;793887;724962;20289;47657;979
158;Totaal over alle leeftijden;Verweduwd;2041;788255;719972;20028;47295;960
159;Totaal over alle leeftijden;Verweduwd;2042;781855;714240;19749;46930;936
160;Totaal over alle leeftijden;Verweduwd;2043;774817;707857;19462;46580;918
161;Totaal over alle leeftijden;Verweduwd;2044;767236;700926;19173;46245;892
162;Totaal over alle leeftijden;Verweduwd;2045;759038;693397;18872;45901;868
163;Totaal over alle leeftijden;Verweduwd;2046;750277;685318;18561;45549;849
164;Totaal over alle leeftijden;Verweduwd;2047;741077;676786;18262;45202;827
165;Totaal over alle leeftijden;Verweduwd;2048;731388;667788;17950;44849;801
166;Totaal over alle leeftijden;Verweduwd;2049;721243;658332;17646;44486;779
167;Totaal over alle leeftijden;Verweduwd;2050;710627;648407;17339;44121;760
168;Totaal over alle leeftijden;Gescheiden;2009;876055;496619;147150;229866;2420
169;Totaal over alle leeftijden;Gescheiden;2010;893646;507472;150237;233534;2403
170;Totaal over alle leeftijden;Gescheiden;2011;910300;517978;153699;236232;2391
171;Totaal over alle leeftijden;Gescheiden;2012;925620;528397;156738;238088;2397
172;Totaal over alle leeftijden;Gescheiden;2013;939686;538758;159340;239191;2397
173;Totaal over alle leeftijden;Gescheiden;2014;952586;548710;161597;239887;2392
174;Totaal over alle leeftijden;Gescheiden;2015;964291;558494;163485;239921;2391
175;Totaal over alle leeftijden;Gescheiden;2016;974852;568045;165083;239337;2387
176;Totaal over alle leeftijden;Gescheiden;2017;984283;577179;166408;238311;2385
177;Totaal over alle leeftijden;Gescheiden;2018;992622;585955;167506;236777;2384
178;Totaal over alle leeftijden;Gescheiden;2019;999963;594297;168438;234863;2365
179;Totaal over alle leeftijden;Gescheiden;2020;1006361;602220;169208;232578;2355
180;Totaal over alle leeftijden;Gescheiden;2021;1011903;609696;169862;229994;2351
181;Totaal over alle leeftijden;Gescheiden;2022;1016661;616533;170468;227321;2339
182;Totaal over alle leeftijden;Gescheiden;2023;1020642;622966;170950;224400;2326
183;Totaal over alle leeftijden;Gescheiden;2024;1023930;628830;171297;221487;2316
184;Totaal over alle leeftijden;Gescheiden;2025;1026525;634250;171520;218449;2306
185;Totaal over alle leeftijden;Gescheiden;2026;1028518;639092;171608;215520;2298
186;Totaal over alle leeftijden;Gescheiden;2027;1029914;643311;171600;212718;2285
187;Totaal over alle leeftijden;Gescheiden;2028;1030772;646887;171500;210115;2270
188;Totaal over alle leeftijden;Gescheiden;2029;1031123;649764;171321;207784;2254
189;Totaal over alle leeftijden;Gescheiden;2030;1030991;651913;171077;205754;2247
190;Totaal over alle leeftijden;Gescheiden;2031;1030360;653439;170787;203896;2238
191;Totaal over alle leeftijden;Gescheiden;2032;1029302;654181;170462;202431;2228
192;Totaal over alle leeftijden;Gescheiden;2033;1027766;654340;170083;201128;2215
193;Totaal over alle leeftijden;Gescheiden;2034;1025823;653869;169693;200058;2203
194;Totaal over alle leeftijden;Gescheiden;2035;1023465;652758;169275;199244;2188
195;Totaal over alle leeftijden;Gescheiden;2036;1020712;651064;168840;198642;2166
196;Totaal over alle leeftijden;Gescheiden;2037;1017560;648786;168392;198229;2153
197;Totaal over alle leeftijden;Gescheiden;2038;1014109;646053;167947;197968;2141
198;Totaal over alle leeftijden;Gescheiden;2039;1010295;642898;167481;197795;2121
199;Totaal over alle leeftijden;Gescheiden;2040;1006174;639383;166980;197708;2103
200;Totaal over alle leeftijden;Gescheiden;2041;1001814;635571;166477;197676;2090
201;Totaal over alle leeftijden;Gescheiden;2042;997215;631513;165968;197665;2069
202;Totaal over alle leeftijden;Gescheiden;2043;992443;627266;165456;197673;2048
203;Totaal over alle leeftijden;Gescheiden;2044;987484;622852;164946;197653;2033
204;Totaal over alle leeftijden;Gescheiden;2045;982429;618344;164453;197619;2013
205;Totaal over alle leeftijden;Gescheiden;2046;977293;613785;163971;197539;1998
206;Totaal over alle leeftijden;Gescheiden;2047;972098;609197;163514;197403;1984
207;Totaal over alle leeftijden;Gescheiden;2048;966870;604631;163070;197206;1963
208;Totaal over alle leeftijden;Gescheiden;2049;961691;600120;162676;196949;1946
209;Totaal over alle leeftijden;Gescheiden;2050;956586;595704;162316;196635;1931
210;15;Referentiepersonen;2009;372;203;9;3;157
211;15;Referentiepersonen;2010;360;191;9;3;157
212;15;Referentiepersonen;2011;361;196;9;3;153
213;15;Referentiepersonen;2012;369;203;9;3;154
214;15;Referentiepersonen;2013;370;202;9;3;156
215;15;Referentiepersonen;2014;376;203;9;3;161
216;15;Referentiepersonen;2015;378;204;9;3;162
217;15;Referentiepersonen;2016;383;205;9;3;166
218;15;Referentiepersonen;2017;381;205;9;3;164
219;15;Referentiepersonen;2018;378;204;9;3;162
220;15;Referentiepersonen;2019;377;204;9;3;161
221;15;Referentiepersonen;2020;371;203;9;3;156
222;15;Referentiepersonen;2021;366;203;9;3;151
223;15;Referentiepersonen;2022;364;203;9;3;149
224;15;Referentiepersonen;2023;362;203;9;3;147
225;15;Referentiepersonen;2024;366;203;9;3;151
226;15;Referentiepersonen;2025;364;203;9;3;149
227;15;Referentiepersonen;2026;362;203;9;3;147
228;15;Referentiepersonen;2027;362;203;9;3;147
229;15;Referentiepersonen;2028;361;202;9;3;147
230;15;Referentiepersonen;2029;361;202;9;3;147
231;15;Referentiepersonen;2030;361;202;9;3;147
232;15;Referentiepersonen;2031;363;203;9;3;148
233;15;Referentiepersonen;2032;364;204;9;3;148
234;15;Referentiepersonen;2033;365;204;9;3;149
235;15;Referentiepersonen;2034;366;204;9;3;150
236;15;Referentiepersonen;2035;367;204;9;3;151
237;15;Referentiepersonen;2036;368;204;9;3;152
238;15;Referentiepersonen;2037;370;205;10;3;152
239;15;Referentiepersonen;2038;371;205;10;3;153
240;15;Referentiepersonen;2039;371;204;10;3;154
241;15;Referentiepersonen;2040;372;205;10;3;154
242;15;Referentiepersonen;2041;373;205;10;3;155
243;15;Referentiepersonen;2042;373;205;10;3;155
244;15;Referentiepersonen;2043;374;206;10;3;155
245;15;Referentiepersonen;2044;374;206;10;3;155
246;15;Referentiepersonen;2045;375;206;10;3;156
247;15;Referentiepersonen;2046;376;207;10;3;156
248;15;Referentiepersonen;2047;375;207;10;3;155
249;15;Referentiepersonen;2048;375;207;10;3;155
250;15;Referentiepersonen;2049;375;207;10;3;155
251;15;Referentiepersonen;2050;373;207;9;3;154
252;15;Ongehuwd;2009;368;203;5;3;157
253;15;Ongehuwd;2010;356;191;5;3;157
254;15;Ongehuwd;2011;357;196;5;3;153
255;15;Ongehuwd;2012;365;203;5;3;154
256;15;Ongehuwd;2013;366;202;5;3;156
257;15;Ongehuwd;2014;372;203;5;3;161
258;15;Ongehuwd;2015;374;204;5;3;162
259;15;Ongehuwd;2016;379;205;5;3;166
260;15;Ongehuwd;2017;377;205;5;3;164
261;15;Ongehuwd;2018;374;204;5;3;162
262;15;Ongehuwd;2019;373;204;5;3;161
263;15;Ongehuwd;2020;367;203;5;3;156
264;15;Ongehuwd;2021;362;203;5;3;151
265;15;Ongehuwd;2022;360;203;5;3;149
266;15;Ongehuwd;2023;358;203;5;3;147
267;15;Ongehuwd;2024;362;203;5;3;151
268;15;Ongehuwd;2025;360;203;5;3;149
269;15;Ongehuwd;2026;358;203;5;3;147
270;15;Ongehuwd;2027;358;203;5;3;147
271;15;Ongehuwd;2028;357;202;5;3;147
272;15;Ongehuwd;2029;357;202;5;3;147
273;15;Ongehuwd;2030;357;202;5;3;147
274;15;Ongehuwd;2031;359;203;5;3;148
275;15;Ongehuwd;2032;360;204;5;3;148
276;15;Ongehuwd;2033;361;204;5;3;149
277;15;Ongehuwd;2034;362;204;5;3;150
278;15;Ongehuwd;2035;363;204;5;3;151
279;15;Ongehuwd;2036;364;204;5;3;152
280;15;Ongehuwd;2037;366;205;6;3;152
281;15;Ongehuwd;2038;367;205;6;3;153
282;15;Ongehuwd;2039;367;204;6;3;154
283;15;Ongehuwd;2040;368;205;6;3;154
284;15;Ongehuwd;2041;369;205;6;3;155
285;15;Ongehuwd;2042;369;205;6;3;155
286;15;Ongehuwd;2043;370;206;6;3;155
287;15;Ongehuwd;2044;370;206;6;3;155
288;15;Ongehuwd;2045;371;206;6;3;156
289;15;Ongehuwd;2046;372;207;6;3;156
290;15;Ongehuwd;2047;371;207;6;3;155
291;15;Ongehuwd;2048;371;207;6;3;155
292;15;Ongehuwd;2049;371;207;6;3;155
293;15;Ongehuwd;2050;369;207;5;3;154
294;15;Gehuwd;2009;4;0;4;0;0
295;15;Gehuwd;2010;4;0;4;0;0
296;15;Gehuwd;2011;4;0;4;0;0
297;15;Gehuwd;2012;4;0;4;0;0
298;15;Gehuwd;2013;4;0;4;0;0
299;15;Gehuwd;2014;4;0;4;0;0
300;15;Gehuwd;2015;4;0;4;0;0
301;15;Gehuwd;2016;4;0;4;0;0
302;15;Gehuwd;2017;4;0;4;0;0
303;15;Gehuwd;2018;4;0;4;0;0
304;15;Gehuwd;2019;4;0;4;0;0
305;15;Gehuwd;2020;4;0;4;0;0
306;15;Gehuwd;2021;4;0;4;0;0
307;15;Gehuwd;2022;4;0;4;0;0
308;15;Gehuwd;2023;4;0;4;0;0
309;15;Gehuwd;2024;4;0;4;0;0
310;15;Gehuwd;2025;4;0;4;0;0
311;15;Gehuwd;2026;4;0;4;0;0
312;15;Gehuwd;2027;4;0;4;0;0
313;15;Gehuwd;2028;4;0;4;0;0
314;15;Gehuwd;2029;4;0;4;0;0
315;15;Gehuwd;2030;4;0;4;0;0
316;15;Gehuwd;2031;4;0;4;0;0
317;15;Gehuwd;2032;4;0;4;0;0
318;15;Gehuwd;2033;4;0;4;0;0
319;15;Gehuwd;2034;4;0;4;0;0
320;15;Gehuwd;2035;4;0;4;0;0
321;15;Gehuwd;2036;4;0;4;0;0
322;15;Gehuwd;2037;4;0;4;0;0
323;15;Gehuwd;2038;4;0;4;0;0
324;15;Gehuwd;2039;4;0;4;0;0
325;15;Gehuwd;2040;4;0;4;0;0
326;15;Gehuwd;2041;4;0;4;0;0
327;15;Gehuwd;2042;4;0;4;0;0
328;15;Gehuwd;2043;4;0;4;0;0
329;15;Gehuwd;2044;4;0;4;0;0
330;15;Gehuwd;2045;4;0;4;0;0
331;15;Gehuwd;2046;4;0;4;0;0
332;15;Gehuwd;2047;4;0;4;0;0
333;15;Gehuwd;2048;4;0;4;0;0
334;15;Gehuwd;2049;4;0;4;0;0
335;15;Gehuwd;2050;4;0;4;0;0
336;15;Verweduwd;2009;0;0;0;0;0
337;15;Verweduwd;2010;0;0;0;0;0
338;15;Verweduwd;2011;0;0;0;0;0
339;15;Verweduwd;2012;0;0;0;0;0
340;15;Verweduwd;2013;0;0;0;0;0
341;15;Verweduwd;2014;0;0;0;0;0
342;15;Verweduwd;2015;0;0;0;0;0
343;15;Verweduwd;2016;0;0;0;0;0
344;15;Verweduwd;2017;0;0;0;0;0
345;15;Verweduwd;2018;0;0;0;0;0
346;15;Verweduwd;2019;0;0;0;0;0
347;15;Verweduwd;2020;0;0;0;0;0
348;15;Verweduwd;2021;0;0;0;0;0
349;15;Verweduwd;2022;0;0;0;0;0
350;15;Verweduwd;2023;0;0;0;0;0
351;15;Verweduwd;2024;0;0;0;0;0
352;15;Verweduwd;2025;0;0;0;0;0
353;15;Verweduwd;2026;0;0;0;0;0
354;15;Verweduwd;2027;0;0;0;0;0
355;15;Verweduwd;2028;0;0;0;0;0
356;15;Verweduwd;2029;0;0;0;0;0
357;15;Verweduwd;2030;0;0;0;0;0
358;15;Verweduwd;2031;0;0;0;0;0
359;15;Verweduwd;2032;0;0;0;0;0
360;15;Verweduwd;2033;0;0;0;0;0
361;15;Verweduwd;2034;0;0;0;0;0
362;15;Verweduwd;2035;0;0;0;0;0
363;15;Verweduwd;2036;0;0;0;0;0
364;15;Verweduwd;2037;0;0;0;0;0
365;15;Verweduwd;2038;0;0;0;0;0
366;15;Verweduwd;2039;0;0;0;0;0
367;15;Verweduwd;2040;0;0;0;0;0
368;15;Verweduwd;2041;0;0;0;0;0
369;15;Verweduwd;2042;0;0;0;0;0
370;15;Verweduwd;2043;0;0;0;0;0
371;15;Verweduwd;2044;0;0;0;0;0
372;15;Verweduwd;2045;0;0;0;0;0
373;15;Verweduwd;2046;0;0;0;0;0
374;15;Verweduwd;2047;0;0;0;0;0
375;15;Verweduwd;2048;0;0;0;0;0
376;15;Verweduwd;2049;0;0;0;0;0
377;15;Verweduwd;2050;0;0;0;0;0
378;15;Gescheiden;2009;0;0;0;0;0
379;15;Gescheiden;2010;0;0;0;0;0
380;15;Gescheiden;2011;0;0;0;0;0
381;15;Gescheiden;2012;0;0;0;0;0
382;15;Gescheiden;2013;0;0;0;0;0
383;15;Gescheiden;2014;0;0;0;0;0
384;15;Gescheiden;2015;0;0;0;0;0
385;15;Gescheiden;2016;0;0;0;0;0
386;15;Gescheiden;2017;0;0;0;0;0
387;15;Gescheiden;2018;0;0;0;0;0
388;15;Gescheiden;2019;0;0;0;0;0
389;15;Gescheiden;2020;0;0;0;0;0
390;15;Gescheiden;2021;0;0;0;0;0
391;15;Gescheiden;2022;0;0;0;0;0
392;15;Gescheiden;2023;0;0;0;0;0
393;15;Gescheiden;2024;0;0;0;0;0
394;15;Gescheiden;2025;0;0;0;0;0
395;15;Gescheiden;2026;0;0;0;0;0
396;15;Gescheiden;2027;0;0;0;0;0
397;15;Gescheiden;2028;0;0;0;0;0
398;15;Gescheiden;2029;0;0;0;0;0
399;15;Gescheiden;2030;0;0;0;0;0
400;15;Gescheiden;2031;0;0;0;0;0
401;15;Gescheiden;2032;0;0;0;0;0
402;15;Gescheiden;2033;0;0;0;0;0
403;15;Gescheiden;2034;0;0;0;0;0
404;15;Gescheiden;2035;0;0;0;0;0
405;15;Gescheiden;2036;0;0;0;0;0
406;15;Gescheiden;2037;0;0;0;0;0
407;15;Gescheiden;2038;0;0;0;0;0
408;15;Gescheiden;2039;0;0;0;0;0
409;15;Gescheiden;2040;0;0;0;0;0
410;15;Gescheiden;2041;0;0;0;0;0
