ID;RegioS;Perioden;AantalNieuweWoninghypotheken_1;BedragNieuweWoninghypotheken_2
4914;Agglomeratie 's-Gravenhage;1996 februari;1415;116
4915;Agglomeratie 's-Gravenhage;1996 maart;1603;127
4916;Agglomeratie 's-Gravenhage;1996 1e kwartaal;4297;348
4917;Agglomeratie 's-Gravenhage;1996 april;1703;147
4918;Agglomeratie 's-Gravenhage;1996 mei;1746;154
4919;Agglomeratie 's-Gravenhage;1996 juni;1253;103
4920;Agglomeratie 's-Gravenhage;1996 2e kwartaal;4702;404
4921;Agglomeratie 's-Gravenhage;1996 juli;1726;159
4922;Agglomeratie 's-Gravenhage;1996 augustus;1490;139
4923;Agglomeratie 's-Gravenhage;1996 september;1506;137
4924;Agglomeratie 's-Gravenhage;1996 3e kwartaal;4722;435
4925;Agglomeratie 's-Gravenhage;1996 oktober;1716;152
4926;Agglomeratie 's-Gravenhage;1996 november;1674;150
4927;Agglomeratie 's-Gravenhage;1996 december;2445;251
4928;Agglomeratie 's-Gravenhage;1996 4e kwartaal;5835;553
4929;Agglomeratie 's-Gravenhage;1996;19556;1740
4930;Agglomeratie 's-Gravenhage;1997 januari;1221;110
4931;Agglomeratie 's-Gravenhage;1997 februari;1380;128
4932;Agglomeratie 's-Gravenhage;1997 maart;1578;142
4933;Agglomeratie 's-Gravenhage;1997 1e kwartaal;4179;380
4934;Agglomeratie 's-Gravenhage;1997 april;1972;191
4935;Agglomeratie 's-Gravenhage;1997 mei;1991;191
4936;Agglomeratie 's-Gravenhage;1997 juni;1944;195
4937;Agglomeratie 's-Gravenhage;1997 2e kwartaal;5907;577
4938;Agglomeratie 's-Gravenhage;1997 juli;1935;194
4939;Agglomeratie 's-Gravenhage;1997 augustus;1657;163
4940;Agglomeratie 's-Gravenhage;1997 september;1673;167
4941;Agglomeratie 's-Gravenhage;1997 3e kwartaal;5265;524
4942;Agglomeratie 's-Gravenhage;1997 oktober;2016;215
4943;Agglomeratie 's-Gravenhage;1997 november;1805;182
4944;Agglomeratie 's-Gravenhage;1997 december;2365;250
4945;Agglomeratie 's-Gravenhage;1997 4e kwartaal;6186;647
4946;Agglomeratie 's-Gravenhage;1997;21537;2128
4947;Agglomeratie 's-Gravenhage;1998 januari;1243;139
4948;Agglomeratie 's-Gravenhage;1998 februari;1558;160
4949;Agglomeratie 's-Gravenhage;1998 maart;1875;193
4950;Agglomeratie 's-Gravenhage;1998 1e kwartaal;4676;492
4951;Agglomeratie 's-Gravenhage;1998 april;1993;221
4952;Agglomeratie 's-Gravenhage;1998 mei;2074;231
4953;Agglomeratie 's-Gravenhage;1998 juni;2001;216
4954;Agglomeratie 's-Gravenhage;1998 2e kwartaal;6068;668
4955;Agglomeratie 's-Gravenhage;1998 juli;2184;258
4956;Agglomeratie 's-Gravenhage;1998 augustus;1881;215
4957;Agglomeratie 's-Gravenhage;1998 september;1881;215
4958;Agglomeratie 's-Gravenhage;1998 3e kwartaal;5946;688
4959;Agglomeratie 's-Gravenhage;1998 oktober;1973;227
4960;Agglomeratie 's-Gravenhage;1998 november;2023;228
4961;Agglomeratie 's-Gravenhage;1998 december;3311;403
4962;Agglomeratie 's-Gravenhage;1998 4e kwartaal;7307;858
4963;Agglomeratie 's-Gravenhage;1998;23997;2706
4964;Agglomeratie 's-Gravenhage;1999 januari;1632;201
4965;Agglomeratie 's-Gravenhage;1999 februari;1689;201
4966;Agglomeratie 's-Gravenhage;1999 maart;2415;295
4967;Agglomeratie 's-Gravenhage;1999 1e kwartaal;5736;697
4968;Agglomeratie 's-Gravenhage;1999 april;2441;310
4969;Agglomeratie 's-Gravenhage;1999 mei;2356;316
4970;Agglomeratie 's-Gravenhage;1999 juni;2431;297
4971;Agglomeratie 's-Gravenhage;1999 2e kwartaal;7228;923
4972;Agglomeratie 's-Gravenhage;1999 juli;2600;364
4973;Agglomeratie 's-Gravenhage;1999 augustus;2426;314
4974;Agglomeratie 's-Gravenhage;1999 september;2333;305
4975;Agglomeratie 's-Gravenhage;1999 3e kwartaal;7359;983
4976;Agglomeratie 's-Gravenhage;1999 oktober;2272;309
4977;Agglomeratie 's-Gravenhage;1999 november;2302;319
4978;Agglomeratie 's-Gravenhage;1999 december;3022;420
4979;Agglomeratie 's-Gravenhage;1999 4e kwartaal;7596;1048
4980;Agglomeratie 's-Gravenhage;1999;27919;3651
4981;Agglomeratie 's-Gravenhage;2000 januari;1495;194
4982;Agglomeratie 's-Gravenhage;2000 februari;1717;236
4983;Agglomeratie 's-Gravenhage;2000 maart;2072;320
4984;Agglomeratie 's-Gravenhage;2000 1e kwartaal;5284;750
4985;Agglomeratie 's-Gravenhage;2000 april;1764;239
4986;Agglomeratie 's-Gravenhage;2000 mei;2233;314
4987;Agglomeratie 's-Gravenhage;2000 juni;1875;279
4988;Agglomeratie 's-Gravenhage;2000 2e kwartaal;5872;832
4989;Agglomeratie 's-Gravenhage;2000 juli;2008;322
4990;Agglomeratie 's-Gravenhage;2000 augustus;2090;314
4991;Agglomeratie 's-Gravenhage;2000 september;1795;270
4992;Agglomeratie 's-Gravenhage;2000 3e kwartaal;5893;906
4993;Agglomeratie 's-Gravenhage;2000 oktober;1916;288
4994;Agglomeratie 's-Gravenhage;2000 november;1821;274
4995;Agglomeratie 's-Gravenhage;2000 december;2626;449
4996;Agglomeratie 's-Gravenhage;2000 4e kwartaal;6363;1011
4997;Agglomeratie 's-Gravenhage;2000;23412;3499
4998;Agglomeratie 's-Gravenhage;2001 januari;1519;267
4999;Agglomeratie 's-Gravenhage;2001 februari;1598;245
5000;Agglomeratie 's-Gravenhage;2001 maart;1998;312
5001;Agglomeratie 's-Gravenhage;2001 1e kwartaal;5115;824
5002;Agglomeratie 's-Gravenhage;2001 april;1764;304
5003;Agglomeratie 's-Gravenhage;2001 mei;2131;332
5004;Agglomeratie 's-Gravenhage;2001 juni;1901;338
5005;Agglomeratie 's-Gravenhage;2001 2e kwartaal;5796;974
5006;Agglomeratie 's-Gravenhage;2001 juli;2158;382
5007;Agglomeratie 's-Gravenhage;2001 augustus;2124;365
5008;Agglomeratie 's-Gravenhage;2001 september;1816;299
5009;Agglomeratie 's-Gravenhage;2001 3e kwartaal;6098;1046
5010;Agglomeratie 's-Gravenhage;2001 oktober;1938;316
5011;Agglomeratie 's-Gravenhage;2001 november;1919;307
5012;Agglomeratie 's-Gravenhage;2001 december;2245;382
5013;Agglomeratie 's-Gravenhage;2001 4e kwartaal;6102;1005
5014;Agglomeratie 's-Gravenhage;2001;23111;3849
5015;Agglomeratie 's-Gravenhage;2002 januari;1637;274
5016;Agglomeratie 's-Gravenhage;2002 februari;1825;301
5017;Agglomeratie 's-Gravenhage;2002 maart;2096;343
5018;Agglomeratie 's-Gravenhage;2002 1e kwartaal;5558;918
5019;Agglomeratie 's-Gravenhage;2002 april;2089;356
5020;Agglomeratie 's-Gravenhage;2002 mei;2191;370
5021;Agglomeratie 's-Gravenhage;2002 juni;2140;380
5022;Agglomeratie 's-Gravenhage;2002 2e kwartaal;6420;1106
5023;Agglomeratie 's-Gravenhage;2002 juli;2502;449
5024;Agglomeratie 's-Gravenhage;2002 augustus;2052;365
5025;Agglomeratie 's-Gravenhage;2002 september;1914;340
5026;Agglomeratie 's-Gravenhage;2002 3e kwartaal;6468;1154
5027;Agglomeratie 's-Gravenhage;2002 oktober;2103;367
5028;Agglomeratie 's-Gravenhage;2002 november;2036;344
5029;Agglomeratie 's-Gravenhage;2002 december;2569;477
5030;Agglomeratie 's-Gravenhage;2002 4e kwartaal;6708;1188
5031;Agglomeratie 's-Gravenhage;2002;25154;4366
5032;Agglomeratie 's-Gravenhage;2003 januari;1621;285
5033;Agglomeratie 's-Gravenhage;2003 februari;1614;291
5034;Agglomeratie 's-Gravenhage;2003 maart;1889;308
5035;Agglomeratie 's-Gravenhage;2003 1e kwartaal;5124;884
5036;Agglomeratie 's-Gravenhage;2003 april;2088;373
5037;Agglomeratie 's-Gravenhage;2003 mei;2231;402
5038;Agglomeratie 's-Gravenhage;2003 juni;2082;406
5039;Agglomeratie 's-Gravenhage;2003 2e kwartaal;6401;1181
5040;Agglomeratie 's-Gravenhage;2003 juli;2241;428
5041;Agglomeratie 's-Gravenhage;2003 augustus;1991;361
5042;Agglomeratie 's-Gravenhage;2003 september;2278;443
5043;Agglomeratie 's-Gravenhage;2003 3e kwartaal;6510;1232
5044;Agglomeratie 's-Gravenhage;2003 oktober;2494;485
5045;Agglomeratie 's-Gravenhage;2003 november;2184;425
5046;Agglomeratie 's-Gravenhage;2003 december;3150;647
5047;Agglomeratie 's-Gravenhage;2003 4e kwartaal;7828;1557
5048;Agglomeratie 's-Gravenhage;2003;25863;4854
5049;Delft en Westland;1993 januari;134;11
5050;Delft en Westland;1993 februari;209;15
5051;Delft en Westland;1993 maart;224;15
5052;Delft en Westland;1993 1e kwartaal;567;41
5053;Delft en Westland;1993 april;260;17
5054;Delft en Westland;1993 mei;231;15
5055;Delft en Westland;1993 juni;270;20
5056;Delft en Westland;1993 2e kwartaal;761;52
5057;Delft en Westland;1993 juli;292;21
5058;Delft en Westland;1993 augustus;255;22
5059;Delft en Westland;1993 september;262;20
5060;Delft en Westland;1993 3e kwartaal;809;63
5061;Delft en Westland;1993 oktober;305;23
5062;Delft en Westland;1993 november;356;26
5063;Delft en Westland;1993 december;539;43
5064;Delft en Westland;1993 4e kwartaal;1200;92
5065;Delft en Westland;1993;3337;248
5066;Delft en Westland;1994 januari;254;20
5067;Delft en Westland;1994 februari;293;23
5068;Delft en Westland;1994 maart;465;34
5069;Delft en Westland;1994 1e kwartaal;1012;77
5070;Delft en Westland;1994 april;412;29
5071;Delft en Westland;1994 mei;467;32
5072;Delft en Westland;1994 juni;417;30
5073;Delft en Westland;1994 2e kwartaal;1296;91
5074;Delft en Westland;1994 juli;337;26
5075;Delft en Westland;1994 augustus;409;33
5076;Delft en Westland;1994 september;324;25
5077;Delft en Westland;1994 3e kwartaal;1070;84
5078;Delft en Westland;1994 oktober;299;22
5079;Delft en Westland;1994 november;288;21
5080;Delft en Westland;1994 december;452;33
5081;Delft en Westland;1994 4e kwartaal;1039;76
5082;Delft en Westland;1994;4417;328
5083;Delft en Westland;1995 januari;244;20
5084;Delft en Westland;1995 februari;319;26
5085;Delft en Westland;1995 maart;356;28
5086;Delft en Westland;1995 1e kwartaal;919;74
5087;Delft en Westland;1995 april;282;22
5088;Delft en Westland;1995 mei;350;25
5089;Delft en Westland;1995 juni;323;26
5090;Delft en Westland;1995 2e kwartaal;955;73
5091;Delft en Westland;1995 juli;411;34
5092;Delft en Westland;1995 augustus;396;33
5093;Delft en Westland;1995 september;328;26
5094;Delft en Westland;1995 3e kwartaal;1135;93
5095;Delft en Westland;1995 oktober;383;30
5096;Delft en Westland;1995 november;437;36
5097;Delft en Westland;1995 december;551;44
5098;Delft en Westland;1995 4e kwartaal;1371;110
5099;Delft en Westland;1995;4380;350
5100;Delft en Westland;1996 januari;320;27
5101;Delft en Westland;1996 februari;456;34
5102;Delft en Westland;1996 maart;483;39
5103;Delft en Westland;1996 1e kwartaal;1259;100
5104;Delft en Westland;1996 april;435;34
5105;Delft en Westland;1996 mei;445;34
5106;Delft en Westland;1996 juni;366;30
5107;Delft en Westland;1996 2e kwartaal;1246;98
5108;Delft en Westland;1996 juli;438;39
5109;Delft en Westland;1996 augustus;319;28
5110;Delft en Westland;1996 september;336;29
5111;Delft en Westland;1996 3e kwartaal;1093;96
5112;Delft en Westland;1996 oktober;380;31
5113;Delft en Westland;1996 november;470;44
5114;Delft en Westland;1996 december;698;66
5115;Delft en Westland;1996 4e kwartaal;1548;141
5116;Delft en Westland;1996;5146;435
5117;Delft en Westland;1997 januari;290;27
5118;Delft en Westland;1997 februari;428;37
5119;Delft en Westland;1997 maart;490;40
5120;Delft en Westland;1997 1e kwartaal;1208;104
5121;Delft en Westland;1997 april;617;65
5122;Delft en Westland;1997 mei;689;69
5123;Delft en Westland;1997 juni;648;65
5124;Delft en Westland;1997 2e kwartaal;1954;199
5125;Delft en Westland;1997 juli;663;69
5126;Delft en Westland;1997 augustus;513;49
5127;Delft en Westland;1997 september;659;79
5128;Delft en Westland;1997 3e kwartaal;1835;197
5129;Delft en Westland;1997 oktober;611;67
5130;Delft en Westland;1997 november;479;46
5131;Delft en Westland;1997 december;839;100
5132;Delft en Westland;1997 4e kwartaal;1929;213
5133;Delft en Westland;1997;6926;713
5134;Delft en Westland;1998 januari;432;49
5135;Delft en Westland;1998 februari;468;53
5136;Delft en Westland;1998 maart;534;60
5137;Delft en Westland;1998 1e kwartaal;1434;162
5138;Delft en Westland;1998 april;595;69
5139;Delft en Westland;1998 mei;584;69
5140;Delft en Westland;1998 juni;628;68
5141;Delft en Westland;1998 2e kwartaal;1807;206
5142;Delft en Westland;1998 juli;704;96
5143;Delft en Westland;1998 augustus;590;78
5144;Delft en Westland;1998 september;558;61
5145;Delft en Westland;1998 3e kwartaal;1852;235
5146;Delft en Westland;1998 oktober;631;75
5147;Delft en Westland;1998 november;568;75
5148;Delft en Westland;1998 december;925;118
5149;Delft en Westland;1998 4e kwartaal;2124;268
5150;Delft en Westland;1998;7217;871
5151;Delft en Westland;1999 januari;466;60
5152;Delft en Westland;1999 februari;616;77
5153;Delft en Westland;1999 maart;712;86
5154;Delft en Westland;1999 1e kwartaal;1794;223
5155;Delft en Westland;1999 april;621;68
5156;Delft en Westland;1999 mei;582;78
5157;Delft en Westland;1999 juni;718;88
5158;Delft en Westland;1999 2e kwartaal;1921;234
5159;Delft en Westland;1999 juli;667;83
5160;Delft en Westland;1999 augustus;753;97
5161;Delft en Westland;1999 september;650;85
5162;Delft en Westland;1999 3e kwartaal;2070;265
5163;Delft en Westland;1999 oktober;610;82
5164;Delft en Westland;1999 november;592;81
5165;Delft en Westland;1999 december;707;95
5166;Delft en Westland;1999 4e kwartaal;1909;258
5167;Delft en Westland;1999;7694;980
5168;Delft en Westland;2000 januari;445;67
5169;Delft en Westland;2000 februari;434;61
5170;Delft en Westland;2000 maart;536;69
5171;Delft en Westland;2000 1e kwartaal;1415;197
5172;Delft en Westland;2000 april;458;69
5173;Delft en Westland;2000 mei;601;94
5174;Delft en Westland;2000 juni;471;65
5175;Delft en Westland;2000 2e kwartaal;1530;228
5176;Delft en Westland;2000 juli;523;80
5177;Delft en Westland;2000 augustus;513;75
5178;Delft en Westland;2000 september;430;61
5179;Delft en Westland;2000 3e kwartaal;1466;216
5180;Delft en Westland;2000 oktober;494;73
5181;Delft en Westland;2000 november;426;64
5182;Delft en Westland;2000 december;676;132
5183;Delft en Westland;2000 4e kwartaal;1596;269
5184;Delft en Westland;2000;6007;910
5185;Delft en Westland;2001 januari;317;53
5186;Delft en Westland;2001 februari;349;61
5187;Delft en Westland;2001 maart;414;67
5188;Delft en Westland;2001 1e kwartaal;1080;181
5189;Delft en Westland;2001 april;402;62
5190;Delft en Westland;2001 mei;503;88
5191;Delft en Westland;2001 juni;453;66
5192;Delft en Westland;2001 2e kwartaal;1358;216
5193;Delft en Westland;2001 juli;472;82
5194;Delft en Westland;2001 augustus;464;79
5195;Delft en Westland;2001 september;427;62
5196;Delft en Westland;2001 3e kwartaal;1363;223
5197;Delft en Westland;2001 oktober;502;75
5198;Delft en Westland;2001 november;523;79
5199;Delft en Westland;2001 december;655;120
5200;Delft en Westland;2001 4e kwartaal;1680;274
5201;Delft en Westland;2001;5481;894
5202;Delft en Westland;2002 januari;396;65
5203;Delft en Westland;2002 februari;392;58
5204;Delft en Westland;2002 maart;469;75
5205;Delft en Westland;2002 1e kwartaal;1257;198
5206;Delft en Westland;2002 april;383;57
5207;Delft en Westland;2002 mei;447;72
5208;Delft en Westland;2002 juni;367;60
5209;Delft en Westland;2002 2e kwartaal;1197;189
5210;Delft en Westland;2002 juli;444;81
5211;Delft en Westland;2002 augustus;383;62
5212;Delft en Westland;2002 september;410;73
5213;Delft en Westland;2002 3e kwartaal;1237;216
5214;Delft en Westland;2002 oktober;390;62
5215;Delft en Westland;2002 november;414;76
5216;Delft en Westland;2002 december;504;91
5217;Delft en Westland;2002 4e kwartaal;1308;229
5218;Delft en Westland;2002;4999;832
5219;Delft en Westland;2003 januari;309;51
5220;Delft en Westland;2003 februari;362;63
5221;Delft en Westland;2003 maart;489;93
5222;Delft en Westland;2003 1e kwartaal;1160;207
5223;Delft en Westland;2003 april;520;98
5224;Delft en Westland;2003 mei;466;84
5225;Delft en Westland;2003 juni;434;80
5226;Delft en Westland;2003 2e kwartaal;1420;262
5227;Delft en Westland;2003 juli;497;89
5228;Delft en Westland;2003 augustus;488;102
5229;Delft en Westland;2003 september;521;107
5230;Delft en Westland;2003 3e kwartaal;1506;298
5231;Delft en Westland;2003 oktober;525;103
5232;Delft en Westland;2003 november;424;74
5233;Delft en Westland;2003 december;613;136
5234;Delft en Westland;2003 4e kwartaal;1562;313
5235;Delft en Westland;2003;5648;1080
5236;Oost Zuid-Holland;1993 januari;242;16
5237;Oost Zuid-Holland;1993 februari;383;29
5238;Oost Zuid-Holland;1993 maart;463;32
5239;Oost Zuid-Holland;1993 1e kwartaal;1088;77
5240;Oost Zuid-Holland;1993 april;478;35
5241;Oost Zuid-Holland;1993 mei;480;35
5242;Oost Zuid-Holland;1993 juni;513;39
5243;Oost Zuid-Holland;1993 2e kwartaal;1471;109
5244;Oost Zuid-Holland;1993 juli;590;47
5245;Oost Zuid-Holland;1993 augustus;597;45
5246;Oost Zuid-Holland;1993 september;551;44
5247;Oost Zuid-Holland;1993 3e kwartaal;1738;136
5248;Oost Zuid-Holland;1993 oktober;576;45
5249;Oost Zuid-Holland;1993 november;618;47
5250;Oost Zuid-Holland;1993 december;966;78
5251;Oost Zuid-Holland;1993 4e kwartaal;2160;170
5252;Oost Zuid-Holland;1993;6457;492
5253;Oost Zuid-Holland;1994 januari;406;30
5254;Oost Zuid-Holland;1994 februari;520;43
5255;Oost Zuid-Holland;1994 maart;856;64
5256;Oost Zuid-Holland;1994 1e kwartaal;1782;137
5257;Oost Zuid-Holland;1994 april;702;54
5258;Oost Zuid-Holland;1994 mei;900;66
5259;Oost Zuid-Holland;1994 juni;828;63
5260;Oost Zuid-Holland;1994 2e kwartaal;2430;183
5261;Oost Zuid-Holland;1994 juli;702;56
5262;Oost Zuid-Holland;1994 augustus;583;46
5263;Oost Zuid-Holland;1994 september;529;42
5264;Oost Zuid-Holland;1994 3e kwartaal;1814;144
5265;Oost Zuid-Holland;1994 oktober;503;39
5266;Oost Zuid-Holland;1994 november;505;37
5267;Oost Zuid-Holland;1994 december;744;57
5268;Oost Zuid-Holland;1994 4e kwartaal;1752;133
5269;Oost Zuid-Holland;1994;7778;597
5270;Oost Zuid-Holland;1995 januari;397;30
5271;Oost Zuid-Holland;1995 februari;452;34
5272;Oost Zuid-Holland;1995 maart;521;37
5273;Oost Zuid-Holland;1995 1e kwartaal;1370;101
5274;Oost Zuid-Holland;1995 april;444;32
5275;Oost Zuid-Holland;1995 mei;657;50
5276;Oost Zuid-Holland;1995 juni;615;48
5277;Oost Zuid-Holland;1995 2e kwartaal;1716;130
5278;Oost Zuid-Holland;1995 juli;646;52
5279;Oost Zuid-Holland;1995 augustus;600;50
5280;Oost Zuid-Holland;1995 september;493;40
5281;Oost Zuid-Holland;1995 3e kwartaal;1739;142
5282;Oost Zuid-Holland;1995 oktober;581;42
5283;Oost Zuid-Holland;1995 november;714;56
5284;Oost Zuid-Holland;1995 december;996;80
5285;Oost Zuid-Holland;1995 4e kwartaal;2291;178
5286;Oost Zuid-Holland;1995;7116;551
5287;Oost Zuid-Holland;1996 januari;601;50
5288;Oost Zuid-Holland;1996 februari;678;53
5289;Oost Zuid-Holland;1996 maart;789;62
5290;Oost Zuid-Holland;1996 1e kwartaal;2068;165
5291;Oost Zuid-Holland;1996 april;904;71
5292;Oost Zuid-Holland;1996 mei;872;74
5293;Oost Zuid-Holland;1996 juni;733;59
5294;Oost Zuid-Holland;1996 2e kwartaal;2509;204
5295;Oost Zuid-Holland;1996 juli;857;76
5296;Oost Zuid-Holland;1996 augustus;657;57
5297;Oost Zuid-Holland;1996 september;644;54
5298;Oost Zuid-Holland;1996 3e kwartaal;2158;187
5299;Oost Zuid-Holland;1996 oktober;773;68
5300;Oost Zuid-Holland;1996 november;758;67
5301;Oost Zuid-Holland;1996 december;1157;113
5302;Oost Zuid-Holland;1996 4e kwartaal;2688;248
5303;Oost Zuid-Holland;1996;9423;804
5304;Oost Zuid-Holland;1997 januari;592;54
5305;Oost Zuid-Holland;1997 februari;599;51
5306;Oost Zuid-Holland;1997 maart;797;65
5307;Oost Zuid-Holland;1997 1e kwartaal;1988;170
5308;Oost Zuid-Holland;1997 april;981;93
5309;Oost Zuid-Holland;1997 mei;1105;98
5310;Oost Zuid-Holland;1997 juni;1033;94
5311;Oost Zuid-Holland;1997 2e kwartaal;3119;285
5312;Oost Zuid-Holland;1997 juli;1051;109
5313;Oost Zuid-Holland;1997 augustus;781;81
5314;Oost Zuid-Holland;1997 september;766;71
5315;Oost Zuid-Holland;1997 3e kwartaal;2598;261
5316;Oost Zuid-Holland;1997 oktober;933;104
5317;Oost Zuid-Holland;1997 november;708;70
5318;Oost Zuid-Holland;1997 december;1311;139
5319;Oost Zuid-Holland;1997 4e kwartaal;2952;313
5320;Oost Zuid-Holland;1997;10657;1029
5321;Oost Zuid-Holland;1998 januari;558;55
5322;Oost Zuid-Holland;1998 februari;638;61
5323;Oost Zuid-Holland;1998 maart;915;90
5324;Oost Zuid-Holland;1998 1e kwartaal;2111;206
5325;Oost Zuid-Holland;1998 april;882;90
5326;Oost Zuid-Holland;1998 mei;1019;106
5327;Oost Zuid-Holland;1998 juni;948;96
5328;Oost Zuid-Holland;1998 2e kwartaal;2849;292
5329;Oost Zuid-Holland;1998 juli;1178;136
5330;Oost Zuid-Holland;1998 augustus;961;109
5331;Oost Zuid-Holland;1998 september;856;94
5332;Oost Zuid-Holland;1998 3e kwartaal;2995;339
5333;Oost Zuid-Holland;1998 oktober;966;112
5334;Oost Zuid-Holland;1998 november;971;104
5335;Oost Zuid-Holland;1998 december;1501;166
5336;Oost Zuid-Holland;1998 4e kwartaal;3438;382
5337;Oost Zuid-Holland;1998;11393;1219
5338;Oost Zuid-Holland;1999 januari;670;76
5339;Oost Zuid-Holland;1999 februari;815;88
5340;Oost Zuid-Holland;1999 maart;1184;133
5341;Oost Zuid-Holland;1999 1e kwartaal;2669;297
5342;Oost Zuid-Holland;1999 april;1113;126
5343;Oost Zuid-Holland;1999 mei;1070;123
5344;Oost Zuid-Holland;1999 juni;1210;132
5345;Oost Zuid-Holland;1999 2e kwartaal;3393;381
5346;Oost Zuid-Holland;1999 juli;1244;156
5347;Oost Zuid-Holland;1999 augustus;1259;153
5348;Oost Zuid-Holland;1999 september;1093;136
5349;Oost Zuid-Holland;1999 3e kwartaal;3596;445
5350;Oost Zuid-Holland;1999 oktober;1013;128
5351;Oost Zuid-Holland;1999 november;982;121
5352;Oost Zuid-Holland;1999 december;1207;168
5353;Oost Zuid-Holland;1999 4e kwartaal;3202;417
5354;Oost Zuid-Holland;1999;12860;1540
5355;Oost Zuid-Holland;2000 januari;604;73
5356;Oost Zuid-Holland;2000 februari;710;93
5357;Oost Zuid-Holland;2000 maart;844;109
5358;Oost Zuid-Holland;2000 1e kwartaal;2158;275
5359;Oost Zuid-Holland;2000 april;714;93
5360;Oost Zuid-Holland;2000 mei;918;122
5361;Oost Zuid-Holland;2000 juni;698;93
5362;Oost Zuid-Holland;2000 2e kwartaal;2330;308
5363;Oost Zuid-Holland;2000 juli;840;123
5364;Oost Zuid-Holland;2000 augustus;750;107
5365;Oost Zuid-Holland;2000 september;769;103
5366;Oost Zuid-Holland;2000 3e kwartaal;2359;333
5367;Oost Zuid-Holland;2000 oktober;781;103
5368;Oost Zuid-Holland;2000 november;759;105
