ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;OverledenenLeeftijdBijOverlijden_1;OverledenenLeeftijdOp31December_2
289;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2017;58225.0;58225.0
290;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2018;58568.0;58568.0
291;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2019;57443.0;57443.0
292;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2020;63599.0;63599.0
293;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2021;62970.0;62970.0
294;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2022;63455.0;63455.0
295;Totaal mannen en vrouwen;Totaal leeftijd;Verweduwd;2023;62736.0;62736.0
296;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1950;912.0;912.0
297;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1951;882.0;882.0
298;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1952;943.0;943.0
299;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1953;961.0;961.0
300;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1954;1012.0;1012.0
301;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1955;1095.0;1095.0
302;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1956;1185.0;1185.0
303;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1957;1147.0;1147.0
304;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1958;1203.0;1203.0
305;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1959;1252.0;1252.0
306;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1960;1273.0;1273.0
307;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1961;1324.0;1324.0
308;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1962;1405.0;1405.0
309;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1963;1555.0;1555.0
310;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1964;1559.0;1559.0
311;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1965;1582.0;1582.0
312;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1966;1619.0;1619.0
313;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1967;1693.0;1693.0
314;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1968;1786.0;1786.0
315;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1969;1905.0;1905.0
316;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1970;2107.0;2107.0
317;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1971;2082.0;2082.0
318;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1972;2336.0;2336.0
319;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1973;2441.0;2441.0
320;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1974;2515.0;2515.0
321;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1975;2831.0;2831.0
322;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1976;3214.0;3214.0
323;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1977;3165.0;3165.0
324;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1978;3359.0;3359.0
325;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1979;3650.0;3650.0
326;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1980;3864.0;3864.0
327;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1981;3882.0;3882.0
328;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1982;4345.0;4345.0
329;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1983;4455.0;4455.0
330;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1984;4840.0;4840.0
331;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1985;5116.0;5116.0
332;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1986;5532.0;5532.0
333;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1987;5580.0;5580.0
334;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1988;5925.0;5925.0
335;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1989;6509.0;6509.0
336;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1990;7667.0;7667.0
337;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1991;6850.0;6850.0
338;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1992;7070.0;7070.0
339;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1993;7582.0;7582.0
340;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1994;7749.0;7749.0
341;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1995;8157.0;8157.0
342;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1996;8608.0;8608.0
343;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1997;8840.0;8840.0
344;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1998;9082.0;9082.0
345;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1999;9665.0;9665.0
346;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2000;10059.0;10059.0
347;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2001;10075.0;10075.0
348;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2002;10638.0;10638.0
349;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2003;10954.0;10954.0
350;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2004;10765.0;10765.0
351;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2005;11043.0;11043.0
352;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2006;11154.0;11154.0
353;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2007;11183.0;11183.0
354;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2008;11768.0;11768.0
355;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2009;11948.0;11948.0
356;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2010;12330.0;12330.0
357;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2011;10787.0;10787.0
358;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2012;13377.0;13377.0
359;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2013;13686.0;13686.0
360;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2014;13683.0;13683.0
361;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2015;15095.0;15095.0
362;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2016;15592.0;15592.0
363;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2017;15830.0;15830.0
364;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2018;16780.0;16780.0
365;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2019;16724.0;16724.0
366;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2020;18878.0;18878.0
367;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2021;20034.0;20034.0
368;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2022;20380.0;20380.0
369;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2023;20908.0;20908.0
370;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1950;;
371;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1951;;
372;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1952;;
373;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1953;;
374;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1954;;
375;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1955;;
376;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1956;;
377;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1957;;
378;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1958;;
379;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1959;;
380;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1960;;
381;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1961;;
382;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1962;;
383;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1963;;
384;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1964;;
385;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1965;;
386;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1966;;
387;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1967;;
388;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1968;;
389;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1969;;
390;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1970;;
391;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1971;;
392;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1972;;
393;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1973;;
394;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1974;;
395;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1975;;
396;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1976;;
397;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1977;;
398;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1978;;
399;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1979;;
400;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1980;;
401;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1981;;
402;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1982;;
403;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1983;;
404;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1984;;
405;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1985;;
406;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1986;;
407;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1987;;
408;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1988;;
409;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1989;;
410;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1990;;
411;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1991;;
412;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1992;;
413;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1993;;
414;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1994;;
415;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1995;301.0;
416;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1996;365.0;
417;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1997;273.0;
418;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1998;342.0;
419;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;1999;348.0;
420;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2000;317.0;
421;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2001;332.0;
422;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2002;358.0;
423;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2003;320.0;
424;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2004;249.0;
425;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2005;303.0;
426;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2006;250.0;
427;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2007;248.0;
428;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2008;238.0;
429;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2009;240.0;
430;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2010;213.0;
431;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2011;198.0;
432;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2012;177.0;
433;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2013;210.0;
434;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2014;181.0;
435;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2015;169.0;
436;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2016;191.0;
437;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2017;205.0;
438;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2018;173.0;
439;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2019;196.0;
440;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2020;213.0;
441;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2021;212.0;
442;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2022;177.0;
443;Totaal mannen en vrouwen;0 dagen;Totaal burgerlijke staat;2023;180.0;
444;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1950;;
445;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1951;;
446;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1952;;
447;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1953;;
448;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1954;;
449;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1955;;
450;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1956;;
451;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1957;;
452;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1958;;
453;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1959;;
454;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1960;;
455;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1961;;
456;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1962;;
457;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1963;;
458;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1964;;
459;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1965;;
460;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1966;;
461;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1967;;
462;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1968;;
463;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1969;;
464;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1970;;
465;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1971;;
466;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1972;;
467;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1973;;
468;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1974;;
469;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1975;;
470;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1976;;
471;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1977;;
472;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1978;;
473;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1979;;
474;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1980;;
475;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1981;;
476;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1982;;
477;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1983;;
478;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1984;;
479;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1985;;
480;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1986;;
481;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1987;;
482;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1988;;
483;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1989;;
484;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1990;;
485;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1991;;
486;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1992;;
487;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1993;;
488;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1994;;
489;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1995;301.0;
490;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1996;365.0;
491;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1997;273.0;
492;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1998;342.0;
493;Totaal mannen en vrouwen;0 dagen;Ongehuwd;1999;348.0;
494;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2000;317.0;
495;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2001;332.0;
496;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2002;358.0;
497;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2003;320.0;
498;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2004;249.0;
499;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2005;303.0;
500;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2006;250.0;
501;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2007;248.0;
502;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2008;238.0;
503;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2009;240.0;
504;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2010;213.0;
505;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2011;198.0;
506;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2012;177.0;
507;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2013;210.0;
508;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2014;181.0;
509;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2015;169.0;
510;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2016;191.0;
511;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2017;205.0;
512;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2018;173.0;
513;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2019;196.0;
514;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2020;213.0;
515;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2021;212.0;
516;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2022;177.0;
517;Totaal mannen en vrouwen;0 dagen;Ongehuwd;2023;180.0;
518;Totaal mannen en vrouwen;0 dagen;Gehuwd;1950;;
519;Totaal mannen en vrouwen;0 dagen;Gehuwd;1951;;
520;Totaal mannen en vrouwen;0 dagen;Gehuwd;1952;;
521;Totaal mannen en vrouwen;0 dagen;Gehuwd;1953;;
522;Totaal mannen en vrouwen;0 dagen;Gehuwd;1954;;
523;Totaal mannen en vrouwen;0 dagen;Gehuwd;1955;;
524;Totaal mannen en vrouwen;0 dagen;Gehuwd;1956;;
525;Totaal mannen en vrouwen;0 dagen;Gehuwd;1957;;
526;Totaal mannen en vrouwen;0 dagen;Gehuwd;1958;;
527;Totaal mannen en vrouwen;0 dagen;Gehuwd;1959;;
528;Totaal mannen en vrouwen;0 dagen;Gehuwd;1960;;
529;Totaal mannen en vrouwen;0 dagen;Gehuwd;1961;;
530;Totaal mannen en vrouwen;0 dagen;Gehuwd;1962;;
531;Totaal mannen en vrouwen;0 dagen;Gehuwd;1963;;
532;Totaal mannen en vrouwen;0 dagen;Gehuwd;1964;;
533;Totaal mannen en vrouwen;0 dagen;Gehuwd;1965;;
534;Totaal mannen en vrouwen;0 dagen;Gehuwd;1966;;
535;Totaal mannen en vrouwen;0 dagen;Gehuwd;1967;;
536;Totaal mannen en vrouwen;0 dagen;Gehuwd;1968;;
537;Totaal mannen en vrouwen;0 dagen;Gehuwd;1969;;
538;Totaal mannen en vrouwen;0 dagen;Gehuwd;1970;;
539;Totaal mannen en vrouwen;0 dagen;Gehuwd;1971;;
540;Totaal mannen en vrouwen;0 dagen;Gehuwd;1972;;
541;Totaal mannen en vrouwen;0 dagen;Gehuwd;1973;;
542;Totaal mannen en vrouwen;0 dagen;Gehuwd;1974;;
543;Totaal mannen en vrouwen;0 dagen;Gehuwd;1975;;
544;Totaal mannen en vrouwen;0 dagen;Gehuwd;1976;;
545;Totaal mannen en vrouwen;0 dagen;Gehuwd;1977;;
546;Totaal mannen en vrouwen;0 dagen;Gehuwd;1978;;
547;Totaal mannen en vrouwen;0 dagen;Gehuwd;1979;;
548;Totaal mannen en vrouwen;0 dagen;Gehuwd;1980;;
549;Totaal mannen en vrouwen;0 dagen;Gehuwd;1981;;
550;Totaal mannen en vrouwen;0 dagen;Gehuwd;1982;;
551;Totaal mannen en vrouwen;0 dagen;Gehuwd;1983;;
552;Totaal mannen en vrouwen;0 dagen;Gehuwd;1984;;
553;Totaal mannen en vrouwen;0 dagen;Gehuwd;1985;;
554;Totaal mannen en vrouwen;0 dagen;Gehuwd;1986;;
555;Totaal mannen en vrouwen;0 dagen;Gehuwd;1987;;
556;Totaal mannen en vrouwen;0 dagen;Gehuwd;1988;;
557;Totaal mannen en vrouwen;0 dagen;Gehuwd;1989;;
558;Totaal mannen en vrouwen;0 dagen;Gehuwd;1990;;
559;Totaal mannen en vrouwen;0 dagen;Gehuwd;1991;;
560;Totaal mannen en vrouwen;0 dagen;Gehuwd;1992;;
561;Totaal mannen en vrouwen;0 dagen;Gehuwd;1993;;
562;Totaal mannen en vrouwen;0 dagen;Gehuwd;1994;;
563;Totaal mannen en vrouwen;0 dagen;Gehuwd;1995;;
564;Totaal mannen en vrouwen;0 dagen;Gehuwd;1996;;
565;Totaal mannen en vrouwen;0 dagen;Gehuwd;1997;;
566;Totaal mannen en vrouwen;0 dagen;Gehuwd;1998;;
567;Totaal mannen en vrouwen;0 dagen;Gehuwd;1999;;
568;Totaal mannen en vrouwen;0 dagen;Gehuwd;2000;;
569;Totaal mannen en vrouwen;0 dagen;Gehuwd;2001;;
570;Totaal mannen en vrouwen;0 dagen;Gehuwd;2002;;
571;Totaal mannen en vrouwen;0 dagen;Gehuwd;2003;;
572;Totaal mannen en vrouwen;0 dagen;Gehuwd;2004;;
573;Totaal mannen en vrouwen;0 dagen;Gehuwd;2005;;
574;Totaal mannen en vrouwen;0 dagen;Gehuwd;2006;;
575;Totaal mannen en vrouwen;0 dagen;Gehuwd;2007;;
576;Totaal mannen en vrouwen;0 dagen;Gehuwd;2008;;
577;Totaal mannen en vrouwen;0 dagen;Gehuwd;2009;;
578;Totaal mannen en vrouwen;0 dagen;Gehuwd;2010;;
579;Totaal mannen en vrouwen;0 dagen;Gehuwd;2011;;
580;Totaal mannen en vrouwen;0 dagen;Gehuwd;2012;;
581;Totaal mannen en vrouwen;0 dagen;Gehuwd;2013;;
582;Totaal mannen en vrouwen;0 dagen;Gehuwd;2014;;
583;Totaal mannen en vrouwen;0 dagen;Gehuwd;2015;;
584;Totaal mannen en vrouwen;0 dagen;Gehuwd;2016;;
585;Totaal mannen en vrouwen;0 dagen;Gehuwd;2017;;
586;Totaal mannen en vrouwen;0 dagen;Gehuwd;2018;;
587;Totaal mannen en vrouwen;0 dagen;Gehuwd;2019;;
588;Totaal mannen en vrouwen;0 dagen;Gehuwd;2020;;
589;Totaal mannen en vrouwen;0 dagen;Gehuwd;2021;;
590;Totaal mannen en vrouwen;0 dagen;Gehuwd;2022;;
591;Totaal mannen en vrouwen;0 dagen;Gehuwd;2023;;
592;Totaal mannen en vrouwen;0 dagen;Verweduwd;1950;;
593;Totaal mannen en vrouwen;0 dagen;Verweduwd;1951;;
594;Totaal mannen en vrouwen;0 dagen;Verweduwd;1952;;
595;Totaal mannen en vrouwen;0 dagen;Verweduwd;1953;;
596;Totaal mannen en vrouwen;0 dagen;Verweduwd;1954;;
597;Totaal mannen en vrouwen;0 dagen;Verweduwd;1955;;
598;Totaal mannen en vrouwen;0 dagen;Verweduwd;1956;;
599;Totaal mannen en vrouwen;0 dagen;Verweduwd;1957;;
600;Totaal mannen en vrouwen;0 dagen;Verweduwd;1958;;
601;Totaal mannen en vrouwen;0 dagen;Verweduwd;1959;;
602;Totaal mannen en vrouwen;0 dagen;Verweduwd;1960;;
603;Totaal mannen en vrouwen;0 dagen;Verweduwd;1961;;
604;Totaal mannen en vrouwen;0 dagen;Verweduwd;1962;;
605;Totaal mannen en vrouwen;0 dagen;Verweduwd;1963;;
606;Totaal mannen en vrouwen;0 dagen;Verweduwd;1964;;
607;Totaal mannen en vrouwen;0 dagen;Verweduwd;1965;;
608;Totaal mannen en vrouwen;0 dagen;Verweduwd;1966;;
609;Totaal mannen en vrouwen;0 dagen;Verweduwd;1967;;
610;Totaal mannen en vrouwen;0 dagen;Verweduwd;1968;;
611;Totaal mannen en vrouwen;0 dagen;Verweduwd;1969;;
612;Totaal mannen en vrouwen;0 dagen;Verweduwd;1970;;
613;Totaal mannen en vrouwen;0 dagen;Verweduwd;1971;;
614;Totaal mannen en vrouwen;0 dagen;Verweduwd;1972;;
615;Totaal mannen en vrouwen;0 dagen;Verweduwd;1973;;
616;Totaal mannen en vrouwen;0 dagen;Verweduwd;1974;;
617;Totaal mannen en vrouwen;0 dagen;Verweduwd;1975;;
618;Totaal mannen en vrouwen;0 dagen;Verweduwd;1976;;
619;Totaal mannen en vrouwen;0 dagen;Verweduwd;1977;;
620;Totaal mannen en vrouwen;0 dagen;Verweduwd;1978;;
621;Totaal mannen en vrouwen;0 dagen;Verweduwd;1979;;
622;Totaal mannen en vrouwen;0 dagen;Verweduwd;1980;;
623;Totaal mannen en vrouwen;0 dagen;Verweduwd;1981;;
624;Totaal mannen en vrouwen;0 dagen;Verweduwd;1982;;
625;Totaal mannen en vrouwen;0 dagen;Verweduwd;1983;;
626;Totaal mannen en vrouwen;0 dagen;Verweduwd;1984;;
627;Totaal mannen en vrouwen;0 dagen;Verweduwd;1985;;
628;Totaal mannen en vrouwen;0 dagen;Verweduwd;1986;;
629;Totaal mannen en vrouwen;0 dagen;Verweduwd;1987;;
630;Totaal mannen en vrouwen;0 dagen;Verweduwd;1988;;
631;Totaal mannen en vrouwen;0 dagen;Verweduwd;1989;;
632;Totaal mannen en vrouwen;0 dagen;Verweduwd;1990;;
633;Totaal mannen en vrouwen;0 dagen;Verweduwd;1991;;
634;Totaal mannen en vrouwen;0 dagen;Verweduwd;1992;;
635;Totaal mannen en vrouwen;0 dagen;Verweduwd;1993;;
636;Totaal mannen en vrouwen;0 dagen;Verweduwd;1994;;
637;Totaal mannen en vrouwen;0 dagen;Verweduwd;1995;;
638;Totaal mannen en vrouwen;0 dagen;Verweduwd;1996;;
639;Totaal mannen en vrouwen;0 dagen;Verweduwd;1997;;
640;Totaal mannen en vrouwen;0 dagen;Verweduwd;1998;;
641;Totaal mannen en vrouwen;0 dagen;Verweduwd;1999;;
642;Totaal mannen en vrouwen;0 dagen;Verweduwd;2000;;
643;Totaal mannen en vrouwen;0 dagen;Verweduwd;2001;;
644;Totaal mannen en vrouwen;0 dagen;Verweduwd;2002;;
645;Totaal mannen en vrouwen;0 dagen;Verweduwd;2003;;
