ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
268;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2019;1197;726;471
269;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2020;975;536;439
270;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2021;1250;674;576
271;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2022;1581;583;998
272;Totaal mannen en vrouwen;Totaal;Amerika;Caribisch Nederland;2023;1513;802;711
273;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2011;812;561;251
274;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2012;912;517;395
275;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2013;894;377;517
276;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2014;736;458;278
277;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2015;713;411;302
278;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2016;723;1034;-311
279;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2017;780;689;91
280;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2018;757;459;298
281;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2019;896;421;475
282;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2020;825;326;499
283;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2021;1000;503;497
284;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2022;1313;430;883
285;Totaal mannen en vrouwen;Totaal;Amerika;Bonaire;2023;1210;476;734
286;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2011;176;111;65
287;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2012;169;98;71
288;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2013;244;202;42
289;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2014;117;197;-80
290;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2015;125;711;-586
291;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2016;129;75;54
292;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2017;190;92;98
293;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2018;109;295;-186
294;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2019;145;153;-8
295;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2020;71;119;-48
296;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2021;124;63;61
297;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2022;115;86;29
298;Totaal mannen en vrouwen;Totaal;Amerika;Sint Eustatius;2023;133;211;-78
299;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2011;258;169;89
300;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2012;287;273;14
301;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2013;173;257;-84
302;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2014;210;235;-25
303;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2015;188;114;74
304;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2016;218;154;64
305;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2017;178;102;76
306;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2018;147;305;-158
307;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2019;156;152;4
308;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2020;79;91;-12
309;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2021;126;108;18
310;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2022;153;67;86
311;Totaal mannen en vrouwen;Totaal;Amerika;Saba;2023;170;115;55
312;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2011;216;130;86
313;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2012;250;169;81
314;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2013;168;153;15
315;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2014;114;157;-43
316;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2015;132;143;-11
317;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2016;122;216;-94
318;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2017;115;61;54
319;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2018;77;122;-45
320;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2019;70;68;2
321;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2020;35;40;-5
322;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2021;67;50;17
323;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2022;88;26;62
324;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2023;100;47;53
325;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2011;112;57;55
326;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2012;107;55;52
327;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2013;70;9;61
328;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2014;31;26;5
329;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2015;60;46;14
330;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2016;52;149;-97
331;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2017;55;31;24
332;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2018;29;14;15
333;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2019;20;16;4
334;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2020;18;11;7
335;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2021;29;23;6
336;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2022;29;5;24
337;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2023;52;4;48
338;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2011;24;21;3
339;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2012;32;9;23
340;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2013;25;38;-13
341;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2014;9;24;-15
342;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2015;10;44;-34
343;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2016;6;2;4
344;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2017;3;12;-9
345;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2018;4;16;-12
346;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2019;6;14;-8
347;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2020;0;2;-2
348;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2021;23;0;23
349;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2022;9;3;6
350;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2023;3;9;-6
351;Totaal mannen en vrouwen;Totaal;Azië;Saba;2011;80;52;28
352;Totaal mannen en vrouwen;Totaal;Azië;Saba;2012;111;105;6
353;Totaal mannen en vrouwen;Totaal;Azië;Saba;2013;73;106;-33
354;Totaal mannen en vrouwen;Totaal;Azië;Saba;2014;74;107;-33
355;Totaal mannen en vrouwen;Totaal;Azië;Saba;2015;62;53;9
356;Totaal mannen en vrouwen;Totaal;Azië;Saba;2016;64;65;-1
357;Totaal mannen en vrouwen;Totaal;Azië;Saba;2017;57;18;39
358;Totaal mannen en vrouwen;Totaal;Azië;Saba;2018;44;92;-48
359;Totaal mannen en vrouwen;Totaal;Azië;Saba;2019;44;38;6
360;Totaal mannen en vrouwen;Totaal;Azië;Saba;2020;17;27;-10
361;Totaal mannen en vrouwen;Totaal;Azië;Saba;2021;15;27;-12
362;Totaal mannen en vrouwen;Totaal;Azië;Saba;2022;50;18;32
363;Totaal mannen en vrouwen;Totaal;Azië;Saba;2023;45;34;11
364;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2011;733;291;442
365;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2012;587;307;280
366;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2013;679;345;334
367;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2014;541;447;94
368;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2015;552;455;97
369;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2016;583;489;94
370;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2017;608;431;177
371;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2018;576;527;49
372;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2019;617;404;213
373;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2020;643;415;228
374;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2021;635;408;227
375;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2022;977;481;496
376;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Caribisch Nederland;2023;649;522;127
377;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2011;591;220;371
378;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2012;478;245;233
379;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2013;545;271;274
380;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2014;439;330;109
381;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2015;464;360;104
382;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2016;509;420;89
383;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2017;538;375;163
384;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2018;488;400;88
385;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2019;549;315;234
386;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2020;570;360;210
387;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2021;553;323;230
388;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2022;909;409;500
389;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Bonaire;2023;596;447;149
390;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2011;84;45;39
391;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2012;63;31;32
392;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2013;86;27;59
393;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2014;44;82;-38
394;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2015;34;63;-29
395;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2016;35;33;2
396;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2017;38;37;1
397;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2018;56;74;-18
398;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2019;50;45;5
399;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2020;40;25;15
400;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2021;33;52;-19
401;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2022;38;30;8
402;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Sint Eustatius;2023;29;47;-18
403;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2011;58;26;32
404;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2012;46;31;15
405;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2013;48;47;1
406;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2014;58;35;23
407;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2015;54;32;22
408;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2016;39;36;3
409;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2017;32;19;13
410;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2018;32;53;-21
411;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2019;18;44;-26
412;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2020;33;30;3
413;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2021;49;33;16
414;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2022;30;42;-12
415;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederland);Saba;2023;24;28;-4
416;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2011;136;48;88
417;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2012;103;51;52
418;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2013;100;47;53
419;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2014;75;94;-19
420;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2015;71;54;17
421;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2016;72;101;-29
422;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2017;71;42;29
423;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2018;74;102;-28
424;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2019;80;53;27
425;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2020;58;30;28
426;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2021;62;35;27
427;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2022;91;42;49
428;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Caribisch Nederland;2023;71;45;26
429;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2011;64;22;42
430;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2012;56;25;31
431;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2013;62;10;52
432;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2014;40;22;18
433;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2015;35;16;19
434;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2016;49;82;-33
435;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2017;51;26;25
436;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2018;39;27;12
437;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2019;54;23;31
438;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2020;44;16;28
439;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2021;34;21;13
440;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2022;70;19;51
441;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Bonaire;2023;57;26;31
442;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2011;33;7;26
443;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2012;21;6;15
444;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2013;14;6;8
445;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2014;9;49;-40
446;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2015;11;22;-11
447;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2016;8;1;7
448;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2017;6;11;-5
449;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2018;20;37;-17
450;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2019;17;13;4
451;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2020;7;4;3
452;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2021;5;4;1
453;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2022;9;10;-1
454;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Sint Eustatius;2023;10;8;2
455;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2011;39;19;20
456;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2012;26;20;6
457;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2013;24;31;-7
458;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2014;26;23;3
459;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2015;25;16;9
460;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2016;15;18;-3
461;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2017;14;5;9
462;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2018;15;38;-23
463;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2019;9;17;-8
464;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2020;7;10;-3
465;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2021;23;10;13
466;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2022;12;13;-1
467;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Saba;2023;4;11;-7
468;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2011;2;4;-2
469;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2012;2;0;2
470;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2013;4;2;2
471;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2014;2;1;1
472;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2015;2;5;-3
473;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2016;1;3;-2
474;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2017;2;3;-1
475;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2018;0;2;-2
476;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2019;4;2;2
477;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2020;4;1;3
478;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2021;2;3;-1
479;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2022;4;5;-1
480;Totaal mannen en vrouwen;Totaal;Oceanië;Caribisch Nederland;2023;1;2;-1
481;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2011;2;1;1
482;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2012;0;0;0
483;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2013;2;0;2
484;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2014;1;0;1
485;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2015;1;1;0
486;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2016;0;1;-1
487;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2017;2;3;-1
488;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2018;0;1;-1
489;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2019;4;1;3
490;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2020;1;1;0
491;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2021;1;3;-2
492;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2022;4;2;2
493;Totaal mannen en vrouwen;Totaal;Oceanië;Bonaire;2023;1;1;0
494;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2011;0;0;0
495;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2012;0;0;0
496;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2013;0;0;0
497;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2014;0;0;0
498;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2015;0;4;-4
499;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2016;0;0;0
500;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2017;0;0;0
501;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2018;0;0;0
502;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2019;0;0;0
503;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2020;0;0;0
504;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2021;0;0;0
505;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2022;0;0;0
506;Totaal mannen en vrouwen;Totaal;Oceanië;Sint Eustatius;2023;0;0;0
507;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2011;0;3;-3
508;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2012;2;0;2
509;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2013;2;2;0
510;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2014;1;1;0
511;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2015;1;0;1
512;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2016;1;2;-1
513;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2017;0;0;0
514;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2018;0;1;-1
515;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2019;0;1;-1
516;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2020;3;0;3
517;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2021;1;0;1
518;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2022;0;3;-3
519;Totaal mannen en vrouwen;Totaal;Oceanië;Saba;2023;0;1;-1
520;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2011;864;676;188
521;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2012;983;624;359
522;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2013;1071;535;536
523;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2014;864;598;266
524;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2015;844;842;2
525;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2016;877;871;6
526;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2017;966;754;212
527;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2018;867;804;63
528;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2019;1029;600;429
529;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2020;880;477;403
530;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2021;1159;590;569
531;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2022;1385;542;843
532;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Caribisch Nederland;2023;1371;713;658
533;Totaal mannen en vrouwen;Totaal;Midden- en Zuid-Amerika;Bonaire;2011;675;520;155
