ID;RegioS;Perioden;TotaalUitgesprokenFaillissementen_1;FaillissementenVanRechtspersonen_2;TotaalNatuurlijkePersonen_3;ZonderEenmanszaak_4;MetEenmanszaak_5
92;Nederland;1998 2e kwartaal;1297.0;617.0;680.0;273.0;407.0
93;Nederland;1998 juli;444.0;211.0;233.0;94.0;139.0
94;Nederland;1998 augustus;326.0;152.0;174.0;53.0;121.0
95;Nederland;1998 september;540.0;261.0;279.0;104.0;175.0
96;Nederland;1998 3e kwartaal;1310.0;624.0;686.0;251.0;435.0
97;Nederland;1998 oktober;364.0;183.0;181.0;65.0;116.0
98;Nederland;1998 november;378.0;192.0;186.0;98.0;88.0
99;Nederland;1998 december;306.0;211.0;95.0;34.0;61.0
100;Nederland;1998 4e kwartaal;1048.0;586.0;462.0;197.0;265.0
101;Nederland;1998;5031.0;2470.0;2561.0;1016.0;1545.0
102;Nederland;1999 januari;285.0;153.0;132.0;56.0;76.0
103;Nederland;1999 februari;327.0;203.0;124.0;45.0;79.0
104;Nederland;1999 maart;390.0;245.0;145.0;45.0;100.0
105;Nederland;1999 1e kwartaal;1002.0;601.0;401.0;146.0;255.0
106;Nederland;1999 april;342.0;206.0;136.0;53.0;83.0
107;Nederland;1999 mei;263.0;175.0;88.0;32.0;56.0
108;Nederland;1999 juni;364.0;230.0;134.0;46.0;88.0
109;Nederland;1999 2e kwartaal;969.0;611.0;358.0;131.0;227.0
110;Nederland;1999 juli;281.0;166.0;115.0;49.0;66.0
111;Nederland;1999 augustus;273.0;157.0;116.0;36.0;80.0
112;Nederland;1999 september;346.0;199.0;147.0;66.0;81.0
113;Nederland;1999 3e kwartaal;900.0;522.0;378.0;151.0;227.0
114;Nederland;1999 oktober;308.0;175.0;133.0;66.0;67.0
115;Nederland;1999 november;332.0;204.0;128.0;56.0;72.0
116;Nederland;1999 december;329.0;200.0;129.0;52.0;77.0
117;Nederland;1999 4e kwartaal;969.0;579.0;390.0;174.0;216.0
118;Nederland;1999;3840.0;2313.0;1527.0;602.0;925.0
119;Nederland;2000 januari;310.0;172.0;138.0;65.0;73.0
120;Nederland;2000 februari;345.0;207.0;138.0;64.0;74.0
121;Nederland;2000 maart;365.0;207.0;158.0;66.0;92.0
122;Nederland;2000 1e kwartaal;1020.0;586.0;434.0;195.0;239.0
123;Nederland;2000 april;306.0;170.0;136.0;63.0;73.0
124;Nederland;2000 mei;379.0;229.0;150.0;73.0;77.0
125;Nederland;2000 juni;336.0;205.0;131.0;70.0;61.0
126;Nederland;2000 2e kwartaal;1021.0;604.0;417.0;206.0;211.0
127;Nederland;2000 juli;356.0;213.0;143.0;70.0;73.0
128;Nederland;2000 augustus;452.0;248.0;204.0;90.0;114.0
129;Nederland;2000 september;354.0;200.0;154.0;75.0;79.0
130;Nederland;2000 3e kwartaal;1162.0;661.0;501.0;235.0;266.0
131;Nederland;2000 oktober;440.0;268.0;172.0;86.0;86.0
132;Nederland;2000 november;495.0;301.0;194.0;107.0;87.0
133;Nederland;2000 december;360.0;201.0;159.0;90.0;69.0
134;Nederland;2000 4e kwartaal;1295.0;770.0;525.0;283.0;242.0
135;Nederland;2000;4498.0;2621.0;1877.0;919.0;958.0
136;Nederland;2001 januari;447.0;251.0;196.0;112.0;84.0
137;Nederland;2001 februari;451.0;261.0;190.0;115.0;75.0
138;Nederland;2001 maart;453.0;239.0;214.0;125.0;89.0
139;Nederland;2001 1e kwartaal;1351.0;751.0;600.0;352.0;248.0
140;Nederland;2001 april;427.0;234.0;193.0;112.0;81.0
141;Nederland;2001 mei;544.0;328.0;216.0;119.0;97.0
142;Nederland;2001 juni;440.0;239.0;201.0;127.0;74.0
143;Nederland;2001 2e kwartaal;1411.0;801.0;610.0;358.0;252.0
144;Nederland;2001 juli;540.0;304.0;236.0;150.0;86.0
145;Nederland;2001 augustus;520.0;296.0;224.0;124.0;100.0
146;Nederland;2001 september;462.0;265.0;197.0;122.0;75.0
147;Nederland;2001 3e kwartaal;1522.0;865.0;657.0;396.0;261.0
148;Nederland;2001 oktober;589.0;333.0;256.0;154.0;102.0
149;Nederland;2001 november;530.0;314.0;216.0;139.0;77.0
150;Nederland;2001 december;431.0;269.0;162.0;105.0;57.0
151;Nederland;2001 4e kwartaal;1550.0;916.0;634.0;398.0;236.0
152;Nederland;2001;5834.0;3333.0;2501.0;1504.0;997.0
153;Nederland;2002 januari;602.0;348.0;254.0;156.0;98.0
154;Nederland;2002 februari;520.0;296.0;224.0;145.0;79.0
155;Nederland;2002 maart;506.0;307.0;199.0;114.0;85.0
156;Nederland;2002 1e kwartaal;1628.0;951.0;677.0;415.0;262.0
157;Nederland;2002 april;486.0;283.0;203.0;129.0;74.0
158;Nederland;2002 mei;532.0;328.0;204.0;134.0;70.0
159;Nederland;2002 juni;535.0;329.0;206.0;122.0;84.0
160;Nederland;2002 2e kwartaal;1553.0;940.0;613.0;385.0;228.0
161;Nederland;2002 juli;672.0;454.0;218.0;142.0;76.0
162;Nederland;2002 augustus;493.0;284.0;209.0;137.0;72.0
163;Nederland;2002 september;575.0;340.0;235.0;174.0;61.0
164;Nederland;2002 3e kwartaal;1740.0;1078.0;662.0;453.0;209.0
165;Nederland;2002 oktober;703.0;439.0;264.0;174.0;90.0
166;Nederland;2002 november;586.0;340.0;246.0;213.0;33.0
167;Nederland;2002 december;561.0;337.0;224.0;168.0;56.0
168;Nederland;2002 4e kwartaal;1850.0;1116.0;734.0;555.0;179.0
169;Nederland;2002;6771.0;4085.0;2686.0;1808.0;878.0
170;Nederland;2003 januari;657.0;379.0;278.0;180.0;98.0
171;Nederland;2003 februari;639.0;399.0;240.0;163.0;77.0
172;Nederland;2003 maart;620.0;367.0;253.0;147.0;106.0
173;Nederland;2003 1e kwartaal;1916.0;1145.0;771.0;490.0;281.0
174;Nederland;2003 april;794.0;493.0;301.0;177.0;124.0
175;Nederland;2003 mei;757.0;482.0;275.0;187.0;88.0
176;Nederland;2003 juni;737.0;455.0;282.0;190.0;92.0
177;Nederland;2003 2e kwartaal;2288.0;1430.0;858.0;554.0;304.0
178;Nederland;2003 juli;757.0;467.0;290.0;185.0;105.0
179;Nederland;2003 augustus;596.0;335.0;261.0;170.0;91.0
180;Nederland;2003 september;869.0;512.0;357.0;252.0;105.0
181;Nederland;2003 3e kwartaal;2222.0;1314.0;908.0;607.0;301.0
182;Nederland;2003 oktober;805.0;496.0;309.0;229.0;80.0
183;Nederland;2003 november;786.0;413.0;373.0;269.0;104.0
184;Nederland;2003 december;731.0;437.0;294.0;213.0;81.0
185;Nederland;2003 4e kwartaal;2322.0;1346.0;976.0;711.0;265.0
186;Nederland;2003;8748.0;5235.0;3513.0;2362.0;1151.0
187;Nederland;2004 januari;732.0;422.0;310.0;198.0;112.0
188;Nederland;2004 februari;768.0;437.0;331.0;219.0;112.0
189;Nederland;2004 maart;902.0;559.0;343.0;202.0;141.0
190;Nederland;2004 1e kwartaal;2402.0;1418.0;984.0;619.0;365.0
191;Nederland;2004 april;739.0;361.0;378.0;272.0;106.0
192;Nederland;2004 mei;744.0;393.0;351.0;246.0;105.0
193;Nederland;2004 juni;848.0;506.0;342.0;226.0;116.0
194;Nederland;2004 2e kwartaal;2331.0;1260.0;1071.0;744.0;327.0
195;Nederland;2004 juli;745.0;414.0;331.0;210.0;121.0
196;Nederland;2004 augustus;752.0;451.0;301.0;183.0;118.0
197;Nederland;2004 september;833.0;448.0;385.0;257.0;128.0
198;Nederland;2004 3e kwartaal;2330.0;1313.0;1017.0;650.0;367.0
199;Nederland;2004 oktober;703.0;386.0;317.0;225.0;92.0
200;Nederland;2004 november;824.0;458.0;366.0;238.0;128.0
201;Nederland;2004 december;759.0;432.0;327.0;225.0;102.0
202;Nederland;2004 4e kwartaal;2286.0;1276.0;1010.0;688.0;322.0
203;Nederland;2004;9349.0;5267.0;4082.0;2701.0;1381.0
204;Nederland;2005 januari;797.0;410.0;387.0;251.0;136.0
205;Nederland;2005 februari;840.0;460.0;380.0;262.0;118.0
206;Nederland;2005 maart;988.0;505.0;483.0;321.0;162.0
207;Nederland;2005 1e kwartaal;2625.0;1375.0;1250.0;834.0;416.0
208;Nederland;2005 april;819.0;418.0;401.0;291.0;110.0
209;Nederland;2005 mei;831.0;394.0;437.0;299.0;138.0
210;Nederland;2005 juni;904.0;435.0;469.0;292.0;177.0
211;Nederland;2005 2e kwartaal;2554.0;1247.0;1307.0;882.0;425.0
212;Nederland;2005 juli;814.0;388.0;426.0;290.0;136.0
213;Nederland;2005 augustus;798.0;399.0;399.0;227.0;172.0
214;Nederland;2005 september;828.0;447.0;381.0;239.0;142.0
215;Nederland;2005 3e kwartaal;2440.0;1234.0;1206.0;756.0;450.0
216;Nederland;2005 oktober;789.0;382.0;407.0;272.0;135.0
217;Nederland;2005 november;930.0;483.0;447.0;305.0;142.0
218;Nederland;2005 december;744.0;362.0;382.0;253.0;129.0
219;Nederland;2005 4e kwartaal;2463.0;1227.0;1236.0;830.0;406.0
220;Nederland;2005;10082.0;5083.0;4999.0;3302.0;1697.0
221;Nederland;2006 januari;832.0;424.0;408.0;249.0;159.0
222;Nederland;2006 februari;826.0;395.0;431.0;268.0;163.0
223;Nederland;2006 maart;907.0;402.0;505.0;354.0;151.0
224;Nederland;2006 1e kwartaal;2565.0;1221.0;1344.0;871.0;473.0
225;Nederland;2006 april;776.0;365.0;411.0;264.0;147.0
226;Nederland;2006 mei;835.0;387.0;448.0;313.0;135.0
227;Nederland;2006 juni;715.0;346.0;369.0;244.0;125.0
228;Nederland;2006 2e kwartaal;2326.0;1098.0;1228.0;821.0;407.0
229;Nederland;2006 juli;729.0;325.0;404.0;267.0;137.0
230;Nederland;2006 augustus;733.0;348.0;385.0;218.0;167.0
231;Nederland;2006 september;736.0;309.0;427.0;291.0;136.0
232;Nederland;2006 3e kwartaal;2198.0;982.0;1216.0;776.0;440.0
233;Nederland;2006 oktober;712.0;323.0;389.0;257.0;132.0
234;Nederland;2006 november;711.0;322.0;389.0;254.0;135.0
235;Nederland;2006 december;667.0;282.0;385.0;259.0;126.0
236;Nederland;2006 4e kwartaal;2090.0;927.0;1163.0;770.0;393.0
237;Nederland;2006;9179.0;4228.0;4951.0;3238.0;1713.0
238;Nederland;2007 januari;799.0;383.0;416.0;327.0;89.0
239;Nederland;2007 februari;661.0;268.0;393.0;318.0;75.0
240;Nederland;2007 maart;692.0;273.0;419.0;343.0;76.0
241;Nederland;2007 1e kwartaal;2152.0;924.0;1228.0;988.0;240.0
242;Nederland;2007 april;649.0;288.0;361.0;285.0;76.0
243;Nederland;2007 mei;729.0;326.0;403.0;297.0;106.0
244;Nederland;2007 juni;622.0;252.0;370.0;291.0;79.0
245;Nederland;2007 2e kwartaal;2000.0;866.0;1134.0;873.0;261.0
246;Nederland;2007 juli;671.0;308.0;363.0;293.0;70.0
247;Nederland;2007 augustus;635.0;308.0;327.0;235.0;92.0
248;Nederland;2007 september;648.0;319.0;329.0;247.0;82.0
249;Nederland;2007 3e kwartaal;1954.0;935.0;1019.0;775.0;244.0
250;Nederland;2007 oktober;745.0;336.0;409.0;303.0;106.0
251;Nederland;2007 november;624.0;298.0;326.0;246.0;80.0
252;Nederland;2007 december;477.0;230.0;247.0;165.0;82.0
253;Nederland;2007 4e kwartaal;1846.0;864.0;982.0;714.0;268.0
254;Nederland;2007;7952.0;3589.0;4363.0;3350.0;1013.0
255;Nederland;2008 januari;710.0;291.0;419.0;327.0;92.0
256;Nederland;2008 februari;515.0;295.0;220.0;166.0;54.0
257;Nederland;2008 maart;461.0;259.0;202.0;144.0;58.0
258;Nederland;2008 1e kwartaal;1686.0;845.0;841.0;637.0;204.0
259;Nederland;2008 april;590.0;317.0;273.0;186.0;87.0
260;Nederland;2008 mei;415.0;228.0;187.0;130.0;57.0
261;Nederland;2008 juni;554.0;320.0;234.0;176.0;58.0
262;Nederland;2008 2e kwartaal;1559.0;865.0;694.0;492.0;202.0
263;Nederland;2008 juli;585.0;312.0;273.0;203.0;70.0
264;Nederland;2008 augustus;513.0;289.0;224.0;164.0;60.0
265;Nederland;2008 september;591.0;341.0;250.0;176.0;74.0
266;Nederland;2008 3e kwartaal;1689.0;942.0;747.0;543.0;204.0
267;Nederland;2008 oktober;561.0;341.0;220.0;155.0;65.0
268;Nederland;2008 november;684.0;427.0;257.0;195.0;62.0
269;Nederland;2008 december;668.0;420.0;248.0;190.0;58.0
270;Nederland;2008 4e kwartaal;1913.0;1188.0;725.0;540.0;185.0
271;Nederland;2008;6847.0;3840.0;3007.0;2212.0;795.0
272;Nederland;2009 januari;795.0;467.0;328.0;229.0;99.0
273;Nederland;2009 februari;776.0;544.0;232.0;169.0;63.0
274;Nederland;2009 maart;1043.0;675.0;368.0;278.0;90.0
275;Nederland;2009 1e kwartaal;2614.0;1686.0;928.0;676.0;252.0
276;Nederland;2009 april;964.0;642.0;322.0;237.0;85.0
277;Nederland;2009 mei;762.0;501.0;261.0;176.0;85.0
278;Nederland;2009 juni;1030.0;699.0;331.0;232.0;99.0
279;Nederland;2009 2e kwartaal;2756.0;1842.0;914.0;645.0;269.0
280;Nederland;2009 juli;939.0;650.0;289.0;197.0;92.0
281;Nederland;2009 augustus;779.0;518.0;261.0;189.0;72.0
282;Nederland;2009 september;918.0;633.0;285.0;197.0;88.0
283;Nederland;2009 3e kwartaal;2636.0;1801.0;835.0;583.0;252.0
284;Nederland;2009 oktober;839.0;527.0;312.0;217.0;95.0
285;Nederland;2009 november;874.0;590.0;284.0;195.0;89.0
286;Nederland;2009 december;840.0;549.0;291.0;203.0;88.0
287;Nederland;2009 4e kwartaal;2553.0;1666.0;887.0;615.0;272.0
288;Nederland;2009;10559.0;6995.0;3564.0;2519.0;1045.0
289;Nederland;2010 januari;794.0;484.0;310.0;200.0;110.0
290;Nederland;2010 februari;820.0;554.0;266.0;182.0;84.0
291;Nederland;2010 maart;1003.0;640.0;363.0;253.0;110.0
292;Nederland;2010 1e kwartaal;2617.0;1678.0;939.0;635.0;304.0
293;Nederland;2010 april;780.0;492.0;288.0;206.0;82.0
294;Nederland;2010 mei;607.0;401.0;206.0;132.0;74.0
295;Nederland;2010 juni;1001.0;664.0;337.0;241.0;96.0
296;Nederland;2010 2e kwartaal;2388.0;1557.0;831.0;579.0;252.0
297;Nederland;2010 juli;743.0;505.0;238.0;187.0;51.0
298;Nederland;2010 augustus;810.0;503.0;307.0;212.0;95.0
299;Nederland;2010 september;716.0;453.0;263.0;194.0;69.0
300;Nederland;2010 3e kwartaal;2269.0;1461.0;808.0;593.0;215.0
301;Nederland;2010 oktober;775.0;533.0;242.0;177.0;65.0
302;Nederland;2010 november;883.0;574.0;309.0;222.0;87.0
303;Nederland;2010 december;633.0;423.0;210.0;148.0;62.0
304;Nederland;2010 4e kwartaal;2291.0;1530.0;761.0;547.0;214.0
305;Nederland;2010;9565.0;6226.0;3339.0;2354.0;985.0
306;Nederland;2011 januari;755.0;489.0;266.0;188.0;78.0
307;Nederland;2011 februari;782.0;531.0;251.0;177.0;74.0
308;Nederland;2011 maart;882.0;551.0;331.0;229.0;102.0
309;Nederland;2011 1e kwartaal;2419.0;1571.0;848.0;594.0;254.0
310;Nederland;2011 april;694.0;442.0;252.0;182.0;70.0
311;Nederland;2011 mei;896.0;558.0;338.0;243.0;95.0
312;Nederland;2011 juni;674.0;434.0;240.0;176.0;64.0
313;Nederland;2011 2e kwartaal;2264.0;1434.0;830.0;601.0;229.0
314;Nederland;2011 juli;702.0;463.0;239.0;182.0;57.0
315;Nederland;2011 augustus;799.0;505.0;294.0;193.0;101.0
316;Nederland;2011 september;791.0;527.0;264.0;190.0;74.0
317;Nederland;2011 3e kwartaal;2292.0;1495.0;797.0;565.0;232.0
318;Nederland;2011 oktober;797.0;524.0;273.0;189.0;84.0
319;Nederland;2011 november;1021.0;633.0;388.0;289.0;99.0
320;Nederland;2011 december;738.0;519.0;219.0;153.0;66.0
321;Nederland;2011 4e kwartaal;2556.0;1676.0;880.0;631.0;249.0
322;Nederland;2011;9531.0;6176.0;3355.0;2391.0;964.0
323;Nederland;2012 januari;1023.0;680.0;343.0;223.0;120.0
324;Nederland;2012 februari;955.0;622.0;333.0;234.0;99.0
325;Nederland;2012 maart;912.0;577.0;335.0;223.0;112.0
326;Nederland;2012 1e kwartaal;2890.0;1879.0;1011.0;680.0;331.0
327;Nederland;2012 april;850.0;594.0;256.0;161.0;95.0
328;Nederland;2012 mei;1011.0;681.0;330.0;234.0;96.0
329;Nederland;2012 juni;872.0;596.0;276.0;191.0;85.0
330;Nederland;2012 2e kwartaal;2733.0;1871.0;862.0;586.0;276.0
331;Nederland;2012 juli;1074.0;723.0;351.0;238.0;113.0
332;Nederland;2012 augustus;811.0;513.0;298.0;217.0;81.0
333;Nederland;2012 september;878.0;556.0;322.0;216.0;106.0
334;Nederland;2012 3e kwartaal;2763.0;1792.0;971.0;671.0;300.0
335;Nederland;2012 oktober;1081.0;698.0;383.0;246.0;137.0
336;Nederland;2012 november;956.0;581.0;375.0;253.0;122.0
337;Nederland;2012 december;812.0;552.0;260.0;183.0;77.0
338;Nederland;2012 4e kwartaal;2849.0;1831.0;1018.0;682.0;336.0
339;Nederland;2012;11235.0;7373.0;3862.0;2619.0;1243.0
340;Nederland;2013 januari;1125.0;734.0;391.0;268.0;123.0
341;Nederland;2013 februari;1051.0;759.0;292.0;204.0;88.0
342;Nederland;2013 maart;1090.0;710.0;380.0;270.0;110.0
343;Nederland;2013 1e kwartaal;3266.0;2203.0;1063.0;742.0;321.0
344;Nederland;2013 april;1028.0;694.0;334.0;227.0;107.0
345;Nederland;2013 mei;1178.0;798.0;380.0;278.0;102.0
346;Nederland;2013 juni;1041.0;675.0;366.0;278.0;88.0
347;Nederland;2013 2e kwartaal;3247.0;2167.0;1080.0;783.0;297.0
348;Nederland;2013 juli;1146.0;780.0;366.0;249.0;117.0
349;Nederland;2013 augustus;866.0;608.0;258.0;179.0;79.0
350;Nederland;2013 september;875.0;596.0;279.0;193.0;86.0
351;Nederland;2013 3e kwartaal;2887.0;1984.0;903.0;621.0;282.0
352;Nederland;2013 oktober;1116.0;744.0;372.0;272.0;100.0
353;Nederland;2013 november;903.0;582.0;321.0;216.0;105.0
354;Nederland;2013 december;887.0;595.0;292.0;216.0;76.0
355;Nederland;2013 4e kwartaal;2906.0;1921.0;985.0;704.0;281.0
356;Nederland;2013;12306.0;8275.0;4031.0;2850.0;1181.0
357;Nederland;2014 januari;948.0;595.0;353.0;241.0;112.0
358;Nederland;2014 februari;898.0;618.0;280.0;202.0;78.0
359;Nederland;2014 maart;773.0;526.0;247.0;175.0;72.0
360;Nederland;2014 1e kwartaal;2619.0;1739.0;880.0;618.0;262.0
361;Nederland;2014 april;988.0;700.0;288.0;176.0;112.0
362;Noord-Nederland (LD);1993 januari;46.0;15.0;31.0;5.0;26.0
363;Noord-Nederland (LD);1993 februari;59.0;22.0;37.0;20.0;17.0
364;Noord-Nederland (LD);1993 maart;54.0;21.0;33.0;11.0;22.0
365;Noord-Nederland (LD);1993 1e kwartaal;159.0;58.0;101.0;36.0;65.0
366;Noord-Nederland (LD);1993 april;58.0;27.0;31.0;11.0;20.0
367;Noord-Nederland (LD);1993 mei;37.0;25.0;12.0;2.0;10.0
368;Noord-Nederland (LD);1993 juni;50.0;30.0;20.0;8.0;12.0
369;Noord-Nederland (LD);1993 2e kwartaal;145.0;82.0;63.0;21.0;42.0
370;Noord-Nederland (LD);1993 juli;39.0;13.0;26.0;6.0;20.0
371;Noord-Nederland (LD);1993 augustus;32.0;13.0;19.0;5.0;14.0
372;Noord-Nederland (LD);1993 september;39.0;16.0;23.0;5.0;18.0
373;Noord-Nederland (LD);1993 3e kwartaal;110.0;42.0;68.0;16.0;52.0
374;Noord-Nederland (LD);1993 oktober;30.0;14.0;16.0;3.0;13.0
375;Noord-Nederland (LD);1993 november;72.0;27.0;45.0;16.0;29.0
376;Noord-Nederland (LD);1993 december;48.0;25.0;23.0;9.0;14.0
377;Noord-Nederland (LD);1993 4e kwartaal;150.0;66.0;84.0;28.0;56.0
378;Noord-Nederland (LD);1993;564.0;248.0;316.0;101.0;215.0
379;Noord-Nederland (LD);1994 januari;49.0;13.0;36.0;12.0;24.0
380;Noord-Nederland (LD);1994 februari;60.0;26.0;34.0;10.0;24.0
381;Noord-Nederland (LD);1994 maart;64.0;20.0;44.0;19.0;25.0
382;Noord-Nederland (LD);1994 1e kwartaal;173.0;59.0;114.0;41.0;73.0
383;Noord-Nederland (LD);1994 april;50.0;22.0;28.0;7.0;21.0
384;Noord-Nederland (LD);1994 mei;43.0;18.0;25.0;8.0;17.0
385;Noord-Nederland (LD);1994 juni;57.0;27.0;30.0;18.0;12.0
386;Noord-Nederland (LD);1994 2e kwartaal;150.0;67.0;83.0;33.0;50.0
387;Noord-Nederland (LD);1994 juli;41.0;14.0;27.0;11.0;16.0
388;Noord-Nederland (LD);1994 augustus;36.0;9.0;27.0;11.0;16.0
389;Noord-Nederland (LD);1994 september;46.0;12.0;34.0;10.0;24.0
390;Noord-Nederland (LD);1994 3e kwartaal;123.0;35.0;88.0;32.0;56.0
391;Noord-Nederland (LD);1994 oktober;47.0;14.0;33.0;14.0;19.0
392;Noord-Nederland (LD);1994 november;70.0;24.0;46.0;22.0;24.0
