ID;NederlandEnHerkomstgroeperingen;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratieSaldoMannen_8;MigratieSaldoVrouwen_9
63;Nederland (incl. 2e generatie);2021;21003;11500;9503;42765;24982;17783;-21762;-13482;-8280
64;Nederland (incl. 2e generatie);2022;21003;11500;9503;42540;24830;17710;-21537;-13330;-8207
65;Nederland (incl. 2e generatie);2023;21003;11500;9503;42323;24686;17637;-21320;-13186;-8134
66;Nederland (incl. 2e generatie);2024;21003;11500;9503;42099;24542;17556;-21096;-13042;-8053
67;Nederland (incl. 2e generatie);2025;21003;11500;9503;41854;24384;17470;-20851;-12884;-7967
68;Nederland (incl. 2e generatie);2026;21003;11500;9503;41592;24220;17372;-20589;-12720;-7869
69;Nederland (incl. 2e generatie);2027;21003;11500;9503;41314;24040;17273;-20311;-12540;-7770
70;Nederland (incl. 2e generatie);2028;21003;11500;9503;41014;23855;17159;-20011;-12355;-7656
71;Nederland (incl. 2e generatie);2029;21003;11500;9503;40698;23660;17037;-19695;-12160;-7534
72;Nederland (incl. 2e generatie);2030;21003;11500;9503;40374;23460;16915;-19371;-11960;-7412
73;Nederland (incl. 2e generatie);2031;21003;11500;9503;40034;23250;16784;-19031;-11750;-7281
74;Nederland (incl. 2e generatie);2032;21003;11500;9503;39697;23041;16656;-18694;-11541;-7153
75;Nederland (incl. 2e generatie);2033;21003;11500;9503;39350;22825;16525;-18347;-11325;-7022
76;Nederland (incl. 2e generatie);2034;21003;11500;9503;39014;22619;16395;-18011;-11119;-6892
77;Nederland (incl. 2e generatie);2035;21003;11500;9503;38674;22409;16266;-17671;-10909;-6763
78;Nederland (incl. 2e generatie);2036;21003;11500;9503;38358;22206;16152;-17355;-10706;-6649
79;Nederland (incl. 2e generatie);2037;21003;11500;9503;38045;22012;16033;-17042;-10512;-6530
80;Nederland (incl. 2e generatie);2038;21003;11500;9503;37740;21814;15925;-16737;-10314;-6422
81;Nederland (incl. 2e generatie);2039;21003;11500;9503;37470;21643;15827;-16467;-10143;-6324
82;Nederland (incl. 2e generatie);2040;21003;11500;9503;37196;21466;15730;-16193;-9966;-6227
83;Nederland (incl. 2e generatie);2041;21003;11500;9503;36953;21306;15647;-15950;-9806;-6144
84;Nederland (incl. 2e generatie);2042;21003;11500;9503;36718;21152;15567;-15715;-9652;-6064
85;Nederland (incl. 2e generatie);2043;21003;11500;9503;36495;21008;15487;-15492;-9508;-5984
86;Nederland (incl. 2e generatie);2044;21003;11500;9503;36304;20882;15422;-15301;-9382;-5919
87;Nederland (incl. 2e generatie);2045;21003;11500;9503;36115;20755;15360;-15112;-9255;-5857
88;Nederland (incl. 2e generatie);2046;21003;11500;9503;35946;20643;15303;-14943;-9143;-5800
89;Nederland (incl. 2e generatie);2047;21003;11500;9503;35798;20544;15254;-14795;-9044;-5751
90;Nederland (incl. 2e generatie);2048;21003;11500;9503;35653;20449;15204;-14650;-8949;-5701
91;Nederland (incl. 2e generatie);2049;21003;11500;9503;35516;20354;15162;-14513;-8854;-5659
92;Totaal niet-westers;2004;32785;16199;16586;32690;19731;12959;95;-3532;3627
93;Totaal niet-westers;2005;32777;16226;16551;31688;19005;12682;1089;-2779;3869
94;Totaal niet-westers;2006;33227;16480;16747;30749;18316;12433;2478;-1836;4314
95;Totaal niet-westers;2007;33936;16858;17078;29955;17740;12215;3981;-882;4863
96;Totaal niet-westers;2008;34757;17280;17477;29236;17209;12027;5521;71;5450
97;Totaal niet-westers;2009;35500;17665;17835;28626;16763;11863;6874;902;5972
98;Totaal niet-westers;2010;35959;17906;18053;28081;16364;11716;7878;1542;6337
99;Totaal niet-westers;2011;36252;18076;18176;27570;15993;11577;8682;2083;6599
100;Totaal niet-westers;2012;36567;18246;18321;27095;15653;11442;9472;2593;6879
101;Totaal niet-westers;2013;36885;18419;18466;26631;15319;11312;10254;3100;7154
102;Totaal niet-westers;2014;37195;18585;18610;26211;15026;11185;10984;3559;7425
103;Totaal niet-westers;2015;37473;18729;18744;25804;14741;11063;11669;3988;7681
104;Totaal niet-westers;2016;37752;18874;18878;25414;14470;10944;12338;4404;7934
105;Totaal niet-westers;2017;37974;18985;18989;25045;14218;10827;12929;4767;8162
106;Totaal niet-westers;2018;38147;19072;19075;24681;13970;10711;13466;5102;8364
107;Totaal niet-westers;2019;38258;19126;19132;24326;13731;10595;13932;5395;8537
108;Totaal niet-westers;2020;38302;19149;19153;23994;13516;10478;14308;5633;8675
109;Totaal niet-westers;2021;38255;19130;19125;23638;13279;10359;14617;5851;8766
110;Totaal niet-westers;2022;38207;19106;19101;23314;13075;10239;14893;6031;8862
111;Totaal niet-westers;2023;38175;19086;19089;22972;12855;10117;15203;6231;8972
112;Totaal niet-westers;2024;38124;19058;19066;22651;12657;9993;15473;6401;9073
113;Totaal niet-westers;2025;38092;19043;19049;22328;12459;9869;15764;6584;9180
114;Totaal niet-westers;2026;38040;19018;19022;21997;12253;9744;16043;6765;9278
115;Totaal niet-westers;2027;38001;18998;19003;21680;12062;9618;16321;6936;9385
116;Totaal niet-westers;2028;37958;18976;18982;21360;11867;9492;16598;7109;9490
117;Totaal niet-westers;2029;37909;18951;18958;21050;11684;9366;16859;7267;9592
118;Totaal niet-westers;2030;37868;18931;18937;20741;11502;9240;17127;7429;9697
119;Totaal niet-westers;2031;37822;18911;18911;20432;11318;9114;17390;7593;9797
120;Totaal niet-westers;2032;37779;18886;18893;20141;11151;8989;17638;7735;9904
121;Totaal niet-westers;2033;37725;18858;18867;19839;10973;8866;17886;7885;10001
122;Totaal niet-westers;2034;37694;18842;18852;19559;10815;8745;18135;8027;10107
123;Totaal niet-westers;2035;37655;18827;18828;19287;10661;8626;18368;8167;10202
124;Totaal niet-westers;2036;37602;18802;18800;19005;10493;8512;18597;8309;10288
125;Totaal niet-westers;2037;37559;18778;18781;18756;10355;8401;18803;8423;10380
126;Totaal niet-westers;2038;37509;18752;18757;18505;10209;8296;19004;8543;10461
127;Totaal niet-westers;2039;37473;18732;18741;18276;10078;8198;19197;8654;10543
128;Totaal niet-westers;2040;37432;18712;18720;18062;9956;8106;19370;8756;10614
129;Totaal niet-westers;2041;37387;18688;18699;17863;9841;8022;19524;8847;10677
130;Totaal niet-westers;2042;37344;18663;18681;17687;9740;7947;19657;8923;10734
131;Totaal niet-westers;2043;37299;18641;18658;17532;9649;7882;19767;8992;10776
132;Totaal niet-westers;2044;37248;18616;18632;17404;9575;7829;19844;9041;10803
133;Totaal niet-westers;2045;37203;18598;18605;17302;9514;7787;19901;9084;10818
134;Totaal niet-westers;2046;37169;18587;18582;17223;9464;7759;19946;9123;10823
135;Totaal niet-westers;2047;37128;18561;18567;17184;9438;7745;19944;9123;10822
136;Totaal niet-westers;2048;37083;18540;18543;17174;9428;7746;19909;9112;10797
137;Totaal niet-westers;2049;37038;18512;18526;17203;9439;7764;19835;9073;10762
138;Afrika;2004;5899;3502;2397;10352;6611;3741;-4453;-3109;-1344
139;Afrika;2005;5764;3425;2339;9865;6282;3583;-4101;-2857;-1244
140;Afrika;2006;5749;3411;2338;9366;5935;3431;-3617;-2524;-1093
141;Afrika;2007;5797;3421;2376;8937;5648;3290;-3140;-2227;-914
142;Afrika;2008;5888;3455;2433;8519;5357;3162;-2631;-1902;-729
143;Afrika;2009;5961;3486;2475;8160;5111;3049;-2199;-1625;-574
144;Afrika;2010;5996;3497;2499;7834;4887;2947;-1838;-1390;-448
145;Afrika;2011;5992;3496;2496;7529;4674;2855;-1537;-1178;-359
146;Afrika;2012;5995;3497;2498;7255;4484;2771;-1260;-987;-273
147;Afrika;2013;6000;3500;2500;6987;4293;2694;-987;-793;-194
148;Afrika;2014;6001;3501;2500;6760;4136;2624;-759;-635;-124
149;Afrika;2015;6001;3500;2501;6544;3984;2560;-543;-484;-59
150;Afrika;2016;6001;3499;2502;6342;3841;2501;-341;-342;1
151;Afrika;2017;6001;3500;2501;6161;3714;2446;-160;-214;55
152;Afrika;2018;6003;3504;2499;5984;3590;2395;19;-86;104
153;Afrika;2019;5999;3502;2497;5817;3473;2345;182;29;152
154;Afrika;2020;6001;3502;2499;5675;3379;2296;326;123;203
155;Afrika;2021;6002;3506;2496;5511;3263;2248;491;243;248
156;Afrika;2022;5999;3503;2496;5382;3181;2200;617;322;296
157;Afrika;2023;6002;3503;2499;5238;3084;2153;764;419;346
158;Afrika;2024;5998;3500;2498;5116;3009;2107;882;491;391
159;Afrika;2025;6005;3501;2504;4994;2934;2060;1011;567;444
160;Afrika;2026;6003;3503;2500;4865;2851;2014;1138;652;486
161;Afrika;2027;6006;3503;2503;4751;2782;1969;1255;721;534
162;Afrika;2028;6006;3501;2505;4634;2709;1924;1372;792;581
163;Afrika;2029;6002;3499;2503;4527;2646;1880;1475;853;623
164;Afrika;2030;6002;3501;2501;4419;2582;1837;1583;919;664
165;Afrika;2031;5999;3501;2498;4309;2516;1793;1690;985;705
166;Afrika;2032;5999;3500;2499;4214;2464;1751;1785;1036;748
167;Afrika;2033;5995;3498;2497;4106;2398;1709;1889;1100;788
168;Afrika;2034;6002;3501;2501;4016;2348;1667;1986;1153;834
169;Afrika;2035;6002;3505;2497;3928;2301;1627;2074;1204;870
170;Afrika;2036;5994;3501;2493;3824;2236;1588;2170;1265;905
171;Afrika;2037;5999;3501;2498;3747;2196;1551;2252;1305;947
172;Afrika;2038;5998;3499;2499;3660;2144;1516;2338;1355;983
173;Afrika;2039;6005;3501;2504;3586;2102;1484;2419;1399;1020
174;Afrika;2040;5998;3497;2501;3516;2063;1453;2482;1434;1048
175;Afrika;2041;5999;3497;2502;3450;2024;1426;2549;1473;1076
176;Afrika;2042;6003;3498;2505;3394;1992;1401;2609;1506;1104
177;Afrika;2043;5998;3495;2503;3344;1963;1380;2654;1532;1123
178;Afrika;2044;5994;3495;2499;3304;1942;1363;2690;1553;1136
179;Afrika;2045;5992;3496;2496;3273;1924;1349;2719;1572;1147
180;Afrika;2046;5995;3501;2494;3245;1906;1339;2750;1595;1155
181;Afrika;2047;5998;3501;2497;3237;1903;1334;2761;1598;1163
182;Afrika;2048;5999;3500;2499;3237;1903;1334;2762;1597;1165
183;Afrika;2049;5996;3495;2501;3252;1913;1339;2744;1582;1162
184;Azië;2004;11000;5154;5846;8373;5008;3365;2627;146;2481
185;Azië;2005;10936;5168;5768;8362;4952;3410;2574;216;2358
186;Azië;2006;10932;5206;5726;8353;4902;3451;2579;304;2275
187;Azië;2007;10981;5271;5710;8344;4860;3484;2637;411;2226
188;Azië;2008;11090;5363;5727;8331;4824;3508;2759;539;2219
189;Azië;2009;11230;5466;5764;8317;4794;3523;2913;672;2241
190;Azië;2010;11394;5571;5823;8300;4769;3531;3094;802;2292
191;Azië;2011;11588;5699;5889;8283;4749;3534;3305;950;2355
192;Azië;2012;11802;5829;5973;8267;4732;3535;3535;1097;2438
193;Azië;2013;12007;5947;6060;8251;4717;3533;3756;1230;2527
194;Azië;2014;12223;6072;6151;8234;4704;3530;3989;1368;2621
195;Azië;2015;12432;6190;6242;8216;4691;3525;4216;1499;2717
196;Azië;2016;12617;6293;6324;8195;4677;3518;4422;1616;2806
197;Azië;2017;12766;6375;6391;8171;4662;3509;4595;1713;2882
198;Azië;2018;12892;6443;6449;8143;4644;3499;4749;1799;2950
199;Azië;2019;12974;6486;6488;8110;4623;3487;4864;1863;3001
200;Azië;2020;13001;6501;6500;8071;4599;3472;4930;1902;3028
201;Azië;2021;13001;6501;6500;8025;4570;3455;4976;1931;3045
202;Azië;2022;13001;6501;6500;7973;4537;3436;5028;1964;3064
203;Azië;2023;13001;6501;6500;7915;4500;3414;5086;2001;3086
204;Azië;2024;13001;6501;6500;7852;4461;3391;5149;2040;3109
205;Azië;2025;13001;6501;6500;7785;4418;3366;5216;2083;3134
206;Azië;2026;13001;6501;6500;7714;4374;3340;5287;2127;3160
207;Azië;2027;13001;6501;6500;7640;4328;3312;5361;2173;3188
208;Azië;2028;13001;6501;6500;7563;4280;3283;5438;2221;3217
209;Azië;2029;13001;6501;6500;7484;4232;3252;5517;2269;3248
210;Azië;2030;13001;6501;6500;7403;4183;3220;5598;2318;3280
211;Azië;2031;13001;6501;6500;7322;4134;3188;5679;2367;3312
212;Azië;2032;13001;6501;6500;7241;4085;3156;5760;2416;3344
213;Azië;2033;13001;6501;6500;7160;4036;3124;5841;2465;3376
214;Azië;2034;13001;6501;6500;7080;3989;3091;5921;2512;3409
215;Azië;2035;13001;6501;6500;7001;3942;3059;6000;2559;3441
216;Azië;2036;13001;6501;6500;6925;3897;3027;6076;2604;3473
217;Azië;2037;13001;6501;6500;6851;3854;2997;6150;2647;3503
218;Azië;2038;13001;6501;6500;6781;3814;2967;6220;2687;3533
219;Azië;2039;13001;6501;6500;6715;3776;2939;6286;2725;3561
220;Azië;2040;13001;6501;6500;6654;3741;2913;6347;2760;3587
221;Azië;2041;13001;6501;6500;6599;3709;2889;6402;2792;3611
222;Azië;2042;13001;6501;6500;6550;3682;2868;6451;2819;3632
223;Azië;2043;13001;6501;6500;6509;3659;2851;6492;2842;3649
224;Azië;2044;13001;6501;6500;6477;3640;2837;6524;2861;3663
225;Azië;2045;13001;6501;6500;6455;3628;2827;6546;2873;3673
226;Azië;2046;13001;6501;6500;6443;3621;2823;6558;2880;3677
227;Azië;2047;13001;6501;6500;6443;3620;2823;6558;2881;3677
228;Azië;2048;13001;6501;6500;6455;3626;2829;6546;2875;3671
229;Azië;2049;13001;6501;6500;6480;3640;2840;6521;2861;3660
230;Latijns-Amerika;2004;4044;1596;2448;2798;1235;1563;1246;361;885
231;Latijns-Amerika;2005;4044;1595;2449;2799;1224;1575;1245;371;874
232;Latijns-Amerika;2006;4043;1592;2451;2801;1217;1585;1242;375;866
233;Latijns-Amerika;2007;4040;1589;2451;2804;1211;1593;1236;378;858
234;Latijns-Amerika;2008;4034;1581;2453;2807;1207;1599;1227;374;854
235;Latijns-Amerika;2009;4033;1576;2457;2807;1204;1604;1226;372;853
236;Latijns-Amerika;2010;4033;1570;2463;2806;1199;1607;1227;371;856
237;Latijns-Amerika;2011;4026;1559;2467;2802;1194;1608;1224;365;859
238;Latijns-Amerika;2012;4021;1547;2474;2795;1188;1608;1226;359;867
239;Latijns-Amerika;2013;4020;1543;2477;2785;1179;1605;1235;364;872
240;Latijns-Amerika;2014;4018;1536;2482;2771;1170;1601;1247;366;881
241;Latijns-Amerika;2015;4006;1519;2487;2754;1158;1596;1252;361;891
242;Latijns-Amerika;2016;4008;1514;2494;2734;1145;1589;1274;369;905
243;Latijns-Amerika;2017;4004;1508;2496;2712;1132;1581;1292;376;915
244;Latijns-Amerika;2018;4001;1504;2497;2690;1118;1571;1311;386;926
245;Latijns-Amerika;2019;3995;1496;2499;2666;1105;1561;1329;391;938
246;Latijns-Amerika;2020;3995;1496;2499;2642;1091;1551;1353;405;948
247;Latijns-Amerika;2021;3995;1496;2499;2618;1078;1539;1377;418;960
248;Latijns-Amerika;2022;3995;1496;2499;2593;1066;1528;1402;430;971
249;Latijns-Amerika;2023;3995;1496;2499;2569;1054;1515;1426;442;984
250;Latijns-Amerika;2024;3995;1496;2499;2546;1043;1503;1449;453;996
251;Latijns-Amerika;2025;3995;1496;2499;2522;1032;1491;1473;464;1008
252;Latijns-Amerika;2026;3995;1496;2499;2499;1021;1478;1496;475;1021
253;Latijns-Amerika;2027;3995;1496;2499;2476;1011;1465;1519;485;1034
254;Latijns-Amerika;2028;3995;1496;2499;2453;1001;1452;1542;495;1047
255;Latijns-Amerika;2029;3995;1496;2499;2431;992;1439;1564;504;1060
256;Latijns-Amerika;2030;3995;1496;2499;2409;983;1426;1586;513;1073
257;Latijns-Amerika;2031;3995;1496;2499;2388;974;1414;1607;522;1085
258;Latijns-Amerika;2032;3995;1496;2499;2367;966;1401;1628;530;1098
259;Latijns-Amerika;2033;3995;1496;2499;2347;958;1389;1648;538;1110
260;Latijns-Amerika;2034;3995;1496;2499;2327;950;1377;1668;546;1122
261;Latijns-Amerika;2035;3995;1496;2499;2309;943;1366;1686;553;1133
262;Latijns-Amerika;2036;3995;1496;2499;2291;936;1355;1704;560;1144
263;Latijns-Amerika;2037;3995;1496;2499;2275;930;1345;1720;566;1154
264;Latijns-Amerika;2038;3995;1496;2499;2260;924;1336;1735;572;1163
265;Latijns-Amerika;2039;3995;1496;2499;2247;919;1328;1748;577;1171
266;Latijns-Amerika;2040;3995;1496;2499;2235;915;1320;1760;581;1179
267;Latijns-Amerika;2041;3995;1496;2499;2225;911;1314;1770;585;1185
268;Latijns-Amerika;2042;3995;1496;2499;2217;908;1309;1778;588;1190
269;Latijns-Amerika;2043;3995;1496;2499;2211;906;1305;1784;590;1194
270;Latijns-Amerika;2044;3995;1496;2499;2207;905;1302;1788;591;1197
271;Latijns-Amerika;2045;3995;1496;2499;2205;905;1301;1790;592;1198
272;Latijns-Amerika;2046;3995;1496;2499;2206;905;1301;1789;591;1198
273;Latijns-Amerika;2047;3995;1496;2499;2210;907;1303;1785;589;1196
274;Latijns-Amerika;2048;3995;1496;2499;2217;910;1306;1778;586;1193
275;Latijns-Amerika;2049;3995;1496;2499;2226;914;1312;1769;582;1187
276;Marokko;2004;2796;1350;1446;1603;1126;478;1193;224;968
277;Marokko;2005;2801;1353;1448;1558;1087;472;1243;266;976
278;Marokko;2006;2805;1355;1450;1514;1048;465;1291;307;985
279;Marokko;2007;2816;1363;1453;1470;1011;459;1346;352;994
280;Marokko;2008;2823;1369;1454;1427;975;452;1396;394;1002
281;Marokko;2009;2840;1381;1459;1385;939;445;1455;442;1014
282;Marokko;2010;2859;1398;1461;1344;906;438;1515;492;1023
283;Marokko;2011;2877;1409;1468;1304;873;431;1573;536;1037
284;Marokko;2012;2899;1426;1473;1266;843;423;1633;583;1050
285;Marokko;2013;2921;1442;1479;1229;813;415;1692;629;1064
286;Marokko;2014;2933;1451;1482;1193;786;407;1740;665;1075
287;Marokko;2015;2949;1464;1485;1159;760;399;1790;704;1086
288;Marokko;2016;2970;1477;1493;1127;735;391;1843;742;1102
289;Marokko;2017;2984;1488;1496;1096;713;384;1888;775;1112
290;Marokko;2018;2987;1491;1496;1068;692;376;1919;799;1120
291;Marokko;2019;2995;1496;1499;1041;672;368;1954;824;1131
292;Marokko;2020;3000;1498;1502;1015;654;361;1985;844;1141
293;Marokko;2021;3000;1498;1502;991;637;353;2009;861;1149
294;Marokko;2022;3000;1498;1502;967;621;346;2033;877;1156
295;Marokko;2023;3000;1498;1502;944;605;339;2056;893;1163
296;Marokko;2024;3000;1498;1502;921;590;332;2079;908;1170
297;Marokko;2025;3000;1498;1502;899;574;325;2101;924;1177
298;Marokko;2026;3000;1498;1502;877;559;318;2123;939;1184
299;Marokko;2027;3000;1498;1502;855;544;311;2145;954;1191
300;Marokko;2028;3000;1498;1502;833;529;304;2167;969;1198
301;Marokko;2029;3000;1498;1502;812;514;298;2188;984;1204
302;Marokko;2030;3000;1498;1502;790;499;291;2210;999;1211
303;Marokko;2031;3000;1498;1502;770;485;285;2230;1013;1217
304;Marokko;2032;3000;1498;1502;750;471;279;2250;1027;1223
305;Marokko;2033;3000;1498;1502;730;457;272;2270;1041;1230
306;Marokko;2034;3000;1498;1502;710;444;267;2290;1054;1235
307;Marokko;2035;3000;1498;1502;691;431;261;2309;1067;1241
308;Marokko;2036;3000;1498;1502;673;418;255;2327;1080;1247
309;Marokko;2037;3000;1498;1502;655;406;250;2345;1092;1252
310;Marokko;2038;3000;1498;1502;638;394;245;2362;1104;1257
311;Marokko;2039;3000;1498;1502;622;382;240;2378;1116;1262
312;Marokko;2040;3000;1498;1502;607;372;235;2393;1126;1267
313;Marokko;2041;3000;1498;1502;592;361;231;2408;1137;1271
314;Marokko;2042;3000;1498;1502;579;352;227;2421;1146;1275
315;Marokko;2043;3000;1498;1502;566;343;223;2434;1155;1279
316;Marokko;2044;3000;1498;1502;555;335;220;2445;1163;1282
317;Marokko;2045;3000;1498;1502;545;328;217;2455;1170;1285
318;Marokko;2046;3000;1498;1502;536;322;214;2464;1176;1288
319;Marokko;2047;3000;1498;1502;528;317;212;2472;1181;1290
320;Marokko;2048;3000;1498;1502;521;312;210;2479;1186;1292
321;Marokko;2049;3000;1498;1502;516;307;208;2484;1191;1294
322;Nederlandse Antillen en Aruba;2004;2650;1349;1301;5000;2706;2294;-2350;-1357;-993
323;Nederlandse Antillen en Aruba;2005;2825;1434;1391;4703;2526;2178;-1878;-1092;-787
324;Nederlandse Antillen en Aruba;2006;3260;1649;1611;4466;2380;2086;-1206;-731;-475
325;Nederlandse Antillen en Aruba;2007;3822;1925;1897;4292;2272;2021;-470;-347;-124
326;Nederlandse Antillen en Aruba;2008;4391;2200;2191;4176;2196;1979;215;4;212
327;Nederlandse Antillen en Aruba;2009;4821;2412;2409;4103;2147;1956;718;265;453
328;Nederlandse Antillen en Aruba;2010;5001;2499;2502;4055;2112;1943;946;387;559
329;Nederlandse Antillen en Aruba;2011;5001;2499;2502;4014;2083;1931;987;416;571
330;Nederlandse Antillen en Aruba;2012;5001;2499;2502;3973;2055;1918;1028;444;584
331;Nederlandse Antillen en Aruba;2013;5001;2499;2502;3931;2028;1904;1070;471;598
332;Nederlandse Antillen en Aruba;2014;5001;2499;2502;3889;2002;1888;1112;497;614
333;Nederlandse Antillen en Aruba;2015;5001;2499;2502;3847;1976;1871;1154;523;631
