ID;Vervoerwijzen;Perioden;AlleVervoermiddelen_1;NederlandseVervoermiddelen_2;BuitenlandseVervoermiddelen_3;BinnenlandsGoederenvervoer_4;AlleVervoermiddelen_5;NederlandseVervoermiddelen_6;BuitenlandseVervoermiddelen_7;AlleVervoermiddelen_8;NederlandseVervoermiddelen_9;BuitenlandseVervoermiddelen_10;AlleVervoermiddelen_11;NederlandseVervoermiddelen_12;BuitenlandseVervoermiddelen_13;Cabotage_14;DerdeLandenVervoer_15;AlleVervoermiddelen_16;NederlandseVervoermiddelen_17;BuitenlandseVervoermiddelen_18;TotaalGoedVervoerNaarHoofdstukNSTR_19;LandbouwproductenEnLevendeDieren_20;VoedingsproductenEnVeevoeder_21;VasteMineraleBrandstoffen_22;AardolieEnAardolieproducten_23;ErtsenEnMetaalresiduen_24;MetalenEnMetalenHalffabrikaten_25;RuweMineralenBouwmaterialen_26;Meststoffen_27;ChemischeProducten_28;OverigeGoederenEnFabrikaten_29;TotaalGeladen_30;Europa_31;Afrika_32;Amerika_33;Azie_34;Oceanie_35;Onbekend_36;TotaalGelost_37;Europa_38;Afrika_39;Amerika_40;Azie_41;Oceanie_42;Onbekend_43;TotaleVervoersprestatie_44;TotaalAlleVervoermiddelen_45;NederlandseVervoermiddelen_46;BuitenlandseVervoermiddelen_47;BinnenlandsVervoer_48;TotaalIntBilateraalVervoer_49;OpNederlandsGrondgebied_50;Cabotage_51;DerdeLandenVervoer_52;TotaalDoorvoerZonderOverlading_53;OpNederlandsGrondgebied_54;AlleVervoermiddelen_55;NederlandseVervoermiddelen_56;BuitenlandseVervoermiddelen_57;BinnenlandsGoederenvervoer_58;AlleVervoermiddelen_59;NederlandseVervoermiddelen_60;BuitenlandseVervoermiddelen_61;AlleVervoermiddelen_62;NederlandseVervoermiddelen_63;BuitenlandseVervoermiddelen_64;AlleVervoermiddelen_65;NederlandseVervoermiddelen_66;BuitenlandseVervoermiddelen_67;Cabotage_68;DerdeLandenVervoer_69;AlleVervoermiddelen_70;NederlandseVervoermiddelen_71;BuitenlandseVervoermiddelen_72
10;Zeevaart;2002;432103;23942.0;408161.0;;432103;23942.0;408161.0;327090;11083.0;316007.0;105013;12859.0;92154.0;;;;;;432103;5410.0;25844.0;45330.0;155088.0;51310.0;8504.0;15640.0;5129.0;26984.0;92863.0;432103;252567;48000.0;78199.0;38715;13304.0;1315.0;432103;390466;4266.0;15988.0;20596;734.0;51.0;;;;;;;;;;;;84.0;15.0;69.0;;84.0;15.0;69.0;42.0;8.0;34.0;42;8.0;35.0;;;;;
11;Zeevaart;2003;431002;24620.0;406382.0;;431002;24620.0;406382.0;328675;11976.0;316699.0;102327;12643.0;89684.0;;;;;;431002;5809.0;24727.0;43571.0;148443.0;50799.0;9253.0;15902.0;5422.0;28272.0;98804.0;431002;249488;52477.0;75118.0;38958;13571.0;1390.0;431002;390474;4957.0;15866.0;18901;758.0;46.0;;;;;;;;;;;;86.0;15.0;70.0;;86.0;15.0;70.0;43.0;8.0;36.0;43;8.0;35.0;;;;;
12;Binnenvaart;1998;317458;232114.0;85344.0;97724.0;184128;118968.0;65160.0;52240;38855.0;13385.0;131888;80113.0;51775.0;;;35606.0;19712.0;15894.0;317458;;;;;;;;;;;317458;317458;;;0;;0.0;317458;317458;;;0;;0.0;90343.0;40714.0;28581.0;12133.0;8877.0;61645.0;24941.0;;;19820.0;6896.0;494.0;390.0;104.0;207.0;243.0;163.0;80.0;114.0;77.0;37.0;129;86.0;43.0;;;44.0;24.0;20.0
13;Binnenvaart;1999;312381;232739.0;79642.0;99062.0;176307;114581.0;61726.0;52706;39190.0;13516.0;123601;75391.0;48210.0;;;37012.0;20575.0;16437.0;312381;10150.0;19674.0;23076.0;49082.0;37274.0;7439.0;101877.0;8722.0;19790.0;35297.0;312381;312381;;;0;;0.0;312381;312381;;;0;;0.0;90246.0;41448.0;29970.0;11478.0;10281.0;59228.0;24002.0;;;20738.0;7166.0;562.0;458.0;104.0;267.0;248.0;167.0;81.0;115.0;78.0;37.0;133;88.0;44.0;;;47.0;25.0;22.0
14;Binnenvaart;2000;315061;231171.0;83890.0;102029.0;173150;111588.0;61562.0;50326;36381.0;13945.0;122824;75207.0;47617.0;;;39882.0;21351.0;18531.0;315061;10065.0;19016.0;23294.0;46564.0;36487.0;8521.0;102113.0;8918.0;21882.0;38200.0;315061;315061;;;0;;0.0;315061;315061;;;0;;0.0;90861.0;41297.0;29000.0;12297.0;9655.0;58773.0;23769.0;;;22433.0;7873.0;539.0;436.0;103.0;274.0;219.0;144.0;75.0;109.0;71.0;38.0;110;73.0;37.0;;;45.0;24.0;21.0
15;Binnenvaart;2001;333489;241214.0;92276.0;108914.0;186139;118262.0;67878.0;55597;39815.0;15782.0;130543;78447.0;52096.0;;;38436.0;19378.0;19058.0;333489;10463.0;21214.0;27774.0;56364.0;36179.0;11124.0;103836.0;7631.0;22655.0;36249.0;333489;333489;;;0;;0.0;333489;333489;;;0;;0.0;97878.0;41927.0;29084.0;12844.0;9892.0;67252.0;25197.0;;;20734.0;6838.0;571.0;449.0;122.0;270.0;257.0;166.0;91.0;126.0;80.0;46.0;131;86.0;45.0;;;44.0;22.0;22.0
16;Binnenvaart;2002;314007;227543.0;86464.0;101769.0;176843;113479.0;63364.0;53430;39201.0;14229.0;123413;74278.0;49135.0;;;35395.0;18508.0;16887.0;314007;9962.0;20287.0;28509.0;51576.0;35710.0;8603.0;92494.0;7876.0;25305.0;33683.0;314007;314007;;;0;;0.0;314007;314007;;;0;;0.0;90391.0;40910.0;28739.0;12171.0;10406.0;61230.0;24334.0;;;18754.0;6169.0;519.0;414.0;106.0;263.0;216.0;141.0;75.0;106.0;69.0;37.0;110;72.0;38.0;;;40.0;20.0;20.0
17;Binnenvaart;2003;292241;206328.0;85913.0;91612.0;160466;101879.0;58587.0;47844;35993.0;11851.0;112622;65886.0;46736.0;;;40162.0;20533.0;19630.0;292241;8093.0;14602.0;22317.0;50287.0;29087.0;7217.0;70363.0;5325.0;22720.0;62231.0;292241;292241;;;0;;0.0;292241;292241;;;0;;0.0;83973.0;39723.0;27346.0;12377.0;10146.0;52678.0;22174.0;;;21149.0;7402.0;530.0;409.0;121.0;252.0;229.0;154.0;75.0;114.0;76.0;37.0;115;78.0;38.0;;;49.0;25.0;24.0
18;Wegvervoer;1998;588926;545662.0;43264.0;427989.0;140111;96847.0;43264.0;68798;46169.0;22629.0;71313;50678.0;20635.0;8543.0;12283.0;;;;545662;;;;;;;;;;;545662;545651;12.0;;0;;0.0;545662;545635;25.0;;1;;0.0;83002.0;43942.0;39399.0;4543.0;29230.0;44179.0;14712.0;1468.0;8125.0;;;125457.0;125457.0;;117112.0;7040.0;7040.0;;3128.0;3128.0;;3911;3911.0;;612.0;693.0;;;
19;Wegvervoer;1999;653071;608419.0;44652.0;481303.0;148972;104320.0;44652.0;73466;49897.0;23569.0;75507;54423.0;21084.0;9885.0;12911.0;;;;608419;65843.0;93573.0;2175.0;15763.0;5607.0;17658.0;160249.0;12525.0;52799.0;182226.0;608419;608409;10.0;;0;;0.0;608419;608395;24.0;;0;;0.0;88337.0;48365.0;43677.0;4689.0;32723.0;45717.0;15642.0;1639.0;8258.0;;;121784.0;121784.0;;113211.0;7201.0;7201.0;;3189.0;3189.0;;4013;4013.0;;653.0;719.0;;;
20;Wegvervoer;2000;638763;584595.0;54168.0;464746.0;151732;97564.0;54168.0;73965;45715.0;28250.0;77768;51849.0;25919.0;9566.0;12719.0;;;;584595;62050.0;93771.0;1587.0;15086.0;4795.0;16260.0;155558.0;10821.0;56269.0;168399.0;584595;584588;6.0;;1;;0.0;584595;584574;20.0;;1;;0.0;85294.0;47493.0;41805.0;5688.0;31561.0;43562.0;15932.0;1691.0;8480.0;;;122794.0;122794.0;;114501.0;6875.0;6875.0;;2922.0;2922.0;;3953;3953.0;;686.0;731.0;;;
21;Wegvervoer;2001;651279;593387.0;57892.0;470452.0;156832;98940.0;57892.0;77866;47807.0;30059.0;78966;51133.0;27833.0;11603.0;12392.0;;;;593388;58370.0;94030.0;1674.0;14543.0;6193.0;15073.0;160936.0;11705.0;62430.0;168431.0;593388;593379;9.0;;0;;0.0;593388;593367;19.0;;1;;0.0;84624.0;47499.0;41420.0;6079.0;31031.0;43552.0;16468.0;2004.0;8037.0;;;132431.0;132431.0;;124115.0;6828.0;6828.0;;3081.0;3081.0;;3747;3747.0;;765.0;724.0;;;
22;Wegvervoer;2002;624848;569825.0;55023.0;447445.0;154071;99048.0;55023.0;76245;47016.0;29229.0;77826;52032.0;25794.0;9910.0;13422.0;;;;569823;59198.0;92984.0;1835.0;16415.0;5808.0;14956.0;137694.0;11115.0;55138.0;174680.0;569823;569816;7.0;;1;;0.0;569823;569803;18.0;;2;;0.0;82872.0;46265.0;40488.0;5777.0;30088.0;42403.0;16177.0;1805.0;8576.0;;;120627.0;120627.0;;112858.0;6441.0;6441.0;;2826.0;2826.0;;3615;3615.0;;577.0;751.0;;;
23;Wegvervoer;2003;702278;646746.0;55532.0;517292.0;157453;101921.0;55532.0;78347;48555.0;29792.0;79106;53366.0;25740.0;13851.0;13682.0;;;;646746;55399.0;82109.0;1947.0;15862.0;5771.0;18101.0;155816.0;13493.0;67286.0;230964.0;646746;645901;37.0;;3;;804.0;646746;645889;53.0;;0;;804.0;85864.0;48733.0;42902.0;5831.0;32200.0;43193.0;16533.0;2332.0;8139.0;;;529401.0;529401.0;;506765.0;8228.0;8228.0;;3902.0;3902.0;;4325;4325.0;;13553.0;855.0;;;
24;Spoorvervoer;1998;25197;;;4566.0;20631;;;7152;;;13479;;;;;;;;25197;;;;;;;;;;;25197;25197;;;0;;0.0;25197;25197;;;0;;0.0;3793.0;3793.0;3793.0;;763.0;3030.0;3030.0;;;;;;;;;;;;;;;0;;;;;;;
25;Spoorvervoer;1999;25184;;;4633.0;20552;;;6978;;;13574;;;;;;;;25184;492.0;623.0;1418.0;770.0;3563.0;2579.0;1629.0;364.0;3319.0;10425.0;25184;25184;;;0;;0.0;25184;25184;;;0;;0.0;3988.0;3988.0;3988.0;;878.0;3110.0;3110.0;;;;;;;;;;;;;;;0;;;;;;;
26;Spoorvervoer;2000;28063;;;5219.0;22844;;;7719;;;15125;;;;;;;;28063;683.0;551.0;2463.0;890.0;4332.0;2403.0;1952.0;355.0;3252.0;11181.0;28063;28063;;;0;;0.0;28063;28063;;;0;;0.0;4522.0;4522.0;4522.0;;945.0;3577.0;3577.0;;;;;;;;;;;;;;;0;;;;;;;
27;Spoorvervoer;2001;26092;;;4364.0;21728;;;6824;;;14904;;;;;;;;26092;466.0;474.0;2489.0;850.0;5114.0;1999.0;1887.0;246.0;3022.0;9545.0;26092;26092;;;0;;0.0;26092;26092;;;0;;0.0;4293.0;4293.0;4293.0;;839.0;3454.0;3454.0;;;;;;;;;;;;;;;0;;;;;;;
28;Spoorvervoer;2002;28097;;;5728.0;22369;;;7024;;;15345;;;;;;;;28097;519.0;538.0;2327.0;585.0;5512.0;2196.0;1722.0;238.0;3139.0;11321.0;28097;28097;;;0;;0.0;28097;28097;;;0;;0.0;4323.0;4323.0;4323.0;;988.0;3335.0;3335.0;;;;;;;;;;;;;;;0;;;;;;;
29;Spoorvervoer;2003;29697;;;5708.0;23989;;;6726;;;17263;;;;;;;;29697;647.0;555.0;3131.0;714.0;5879.0;2358.0;1438.0;154.0;2958.0;11864.0;29697;29697;;;0;;0.0;29697;29697;;;0;;0.0;4705.0;4705.0;4705.0;;1034.0;3671.0;3671.0;;;;;;;;;;;;;;;0;;;;;;;
30;Luchtvaart;1998;1202;666.0;536.0;;1202;666.0;536.0;593;325.0;269.0;609;341.0;268.0;;;;;;1202;;;;;;;;;;;1202;677;60.0;177.0;275;2.0;11.0;1202;673;40.0;223.0;241;8.0;17.0;;;;;;;;;;;;176.0;101.0;75.0;;176.0;101.0;75.0;80.0;46.0;34.0;96;55.0;40.0;;;;;
31;Luchtvaart;1999;1219;691.0;527.0;;1219;691.0;527.0;595;333.0;262.0;623;357.0;265.0;;;;;;1219;;;;;;;;;;;1219;691;64.0;175.0;281;2.0;6.0;1219;671;38.0;228.0;245;7.0;30.0;;;;;;;;;;;;176.0;101.0;75.0;;176.0;101.0;75.0;80.0;46.0;34.0;96;56.0;41.0;;;;;
32;Luchtvaart;2000;1268;737.0;530.0;;1268;737.0;530.0;618;356.0;262.0;650;382.0;267.0;;;;;;1268;;;;;;;;;;;1268;709;90.0;165.0;302;2.0;;1268;699;42.0;230.0;287;10.0;;;;;;;;;;;;;166.0;89.0;77.0;;166.0;89.0;77.0;75.0;40.0;35.0;92;49.0;43.0;;;;;
33;Luchtvaart;2001;1217;710.0;508.0;;1217;710.0;508.0;578;335.0;243.0;639;375.0;264.0;;;;;;1217;;;;;;;;;;;1217;684;91.0;155.0;286;2.0;;1217;634;54.0;215.0;305;9.0;0.0;;;;;;;;;;;;165.0;85.0;80.0;;165.0;85.0;80.0;72.0;39.0;33.0;93;46.0;47.0;;;;;
34;Luchtvaart;2002;1280;734.0;547.0;;1280;734.0;547.0;625;362.0;263.0;655;372.0;284.0;;;;;;1280;;;;;;;;;;;1280;690;98.0;162.0;328;2.0;;1280;668;60.0;228.0;314;10.0;0.0;;;;;;;;;;;;163.0;87.0;76.0;;163.0;87.0;76.0;73.0;38.0;35.0;90;49.0;41.0;;;;;
35;Luchtvaart;2003;1341;743.0;598.0;;1341;743.0;598.0;687;383.0;305.0;654;360.0;293.0;;;;;;1341;;;;;;;;;;;1341;683;102.0;174.0;381;0.0;;1341;725;56.0;232.0;319;9.0;;;;;;;;;;;;;158.0;86.0;71.0;0.0;158.0;86.0;71.0;70.0;37.0;33.0;87;49.0;38.0;;;;;
36;Pijpleidingvervoer;1998;109319;;;;109319;;;16117;;;93202;;;;;;;;109319;;;;;;;;;;;109319;107509;1798.0;11.0;0;;0.0;109319;109305;0.0;14.0;0;;0.0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
37;Pijpleidingvervoer;1999;107589;;;;107589;;;16850;;;90739;;;;;;;;107589;;6839.0;;99239.0;;;;;1511.0;;107589;105775;1814.0;0.0;0;;0.0;107589;107589;0.0;0.0;0;;0.0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
38;Pijpleidingvervoer;2000;104015;;;;104015;;;12830;;;91185;;;;;;;;104015;;500.0;;102072.0;;;;;1442.0;;104015;102070;1942.0;3.0;0;;0.0;104015;104015;0.0;0.0;0;;0.0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
39;Pijpleidingvervoer;2001;117822;;;;117822;;;21152;;;96670;;;;;;;;117822;;5772.0;;110912.0;;;;;1137.0;;117822;115901;1921.0;0.0;0;;0.0;117822;117822;0.0;0.0;0;;0.0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
40;Pijpleidingvervoer;2002;121023;;;;121023;;;20515;;;100508;;;;;;;;121023;;5663.0;;114331.0;;;;;1029.0;;121023;120621;402.0;0.0;0;;0.0;121023;121023;0.0;0.0;0;;0.0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
41;Pijpleidingvervoer;2003;126004;;;;126004;;;22750;;;103253;;;;;;;;126004;;7756.0;;116692.0;;;;;1556.0;;126004;126004;0.0;0.0;0;;0.0;126004;126004;0.0;0.0;0;;0.0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;
