ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
1007;R-U Cultuur, recreatie, overige diensten;Leeftijd: 4 tot 10 jaar;2016;10079
1008;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2009;9509
1009;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2010;10910
1010;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2011;11652
1011;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2012;12106
1012;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2013;12950
1013;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2014;14164
1014;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2015;14398
1015;R-U Cultuur, recreatie, overige diensten;Leeftijd: 10 jaar of ouder;2016;14643
1016;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2009;0
1017;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2010;0
1018;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2011;0
1019;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2012;0
1020;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2013;0
1021;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2014;0
1022;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2015;0
1023;R-U Cultuur, recreatie, overige diensten;Leeftijd: onbekend;2016;0
1024;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2009;5000
1025;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2010;5097
1026;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2011;5009
1027;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2012;4865
1028;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2013;4608
1029;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2014;4488
1030;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2015;4406
1031;R-U Cultuur, recreatie, overige diensten;Laadvermogen: minder dan 600 kg;2016;4271
1032;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2009;14021
1033;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2010;15227
1034;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2011;15231
1035;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2012;15104
1036;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2013;15261
1037;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2014;15564
1038;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2015;16127
1039;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 600 tot 1 000 kg;2016;16612
1040;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2009;7294
1041;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2010;7884
1042;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2011;7732
1043;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2012;7774
1044;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2013;7832
1045;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2014;7985
1046;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2015;8118
1047;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 000 tot 1 500 kg;2016;8031
1048;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2009;813
1049;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2010;909
1050;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2011;905
1051;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2012;929
1052;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2013;922
1053;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2014;926
1054;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2015;1032
1055;R-U Cultuur, recreatie, overige diensten;Laadvermogen: 1 500 kg of meer;2016;1010
1056;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2009;5
1057;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2010;6
1058;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2011;8
1059;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2012;7
1060;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2013;6
1061;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2014;5
1062;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2015;6
1063;R-U Cultuur, recreatie, overige diensten;Laadvermogen: onbekend;2016;7
1064;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2009;7601
1065;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2010;7753
1066;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2011;7528
1067;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2012;7319
1068;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2013;7094
1069;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2014;7031
1070;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2015;7183
1071;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: tot 2 000 kg;2016;7109
1072;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;4676
1073;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;5134
1074;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;5224
1075;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;5030
1076;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;4996
1077;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;5100
1078;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;5341
1079;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;5392
1080;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;9646
1081;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;10398
1082;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;10226
1083;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;10213
1084;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;10116
1085;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;10109
1086;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;10076
1087;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;10460
1088;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;5206
1089;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;5834
1090;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;5903
1091;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;6112
1092;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;6419
1093;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;6724
1094;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;7085
1095;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;6965
1096;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2009;4
1097;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2010;4
1098;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2011;4
1099;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2012;5
1100;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2013;4
1101;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2014;4
1102;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2015;4
1103;R-U Cultuur, recreatie, overige diensten;Gewicht volle wagen: onbekend;2016;5
1104;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2009;8007
1105;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2010;7925
1106;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2011;7471
1107;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2012;6962
1108;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2013;6627
1109;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2014;6261
1110;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2015;6353
1111;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 0 tot 175 cm;2016;5971
1112;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2009;6328
1113;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2010;6714
1114;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2011;6680
1115;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2012;6527
1116;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2013;6594
1117;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2014;6880
1118;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2015;7871
1119;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 175 tot 185 cm;2016;8100
1120;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2009;6918
1121;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2010;7763
1122;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2011;7755
1123;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2012;8077
1124;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2013;8264
1125;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2014;8616
1126;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2015;9101
1127;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 185 tot 195 cm;2016;8922
1128;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2009;3119
1129;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2010;3335
1130;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2011;3316
1131;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2012;3430
1132;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2013;3494
1133;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2014;3590
1134;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2015;3918
1135;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 195 tot 205 cm;2016;4241
1136;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2009;1432
1137;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2010;1677
1138;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2011;1665
1139;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2012;1799
1140;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2013;1916
1141;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2014;2033
1142;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2015;2445
1143;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: 205 cm of meer;2016;2696
1144;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2009;1329
1145;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2010;1709
1146;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2011;1998
1147;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2012;1884
1148;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2013;1734
1149;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2014;1588
1150;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2015;1
1151;R-U Cultuur, recreatie, overige diensten;Voertuigbreedte: onbekend;2016;1
1152;A Landbouw, bosbouw en visserij;Totaal;2009;45040
1153;A Landbouw, bosbouw en visserij;Totaal;2010;45862
1154;A Landbouw, bosbouw en visserij;Totaal;2011;46438
1155;A Landbouw, bosbouw en visserij;Totaal;2012;46402
1156;A Landbouw, bosbouw en visserij;Totaal;2013;46662
1157;A Landbouw, bosbouw en visserij;Totaal;2014;47436
1158;A Landbouw, bosbouw en visserij;Totaal;2015;49086
1159;A Landbouw, bosbouw en visserij;Totaal;2016;50899
1160;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2009;1167
1161;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2010;1044
1162;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2011;968
1163;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2012;863
1164;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2013;810
1165;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2014;760
1166;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2015;732
1167;A Landbouw, bosbouw en visserij;Brandstofsoort: benzine;2016;715
1168;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2009;43050
1169;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2010;43963
1170;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2011;44602
1171;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2012;44653
1172;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2013;44965
1173;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2014;45736
1174;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2015;47348
1175;A Landbouw, bosbouw en visserij;Brandstofsoort: diesel;2016;49153
1176;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2009;823
1177;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2010;855
1178;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2011;868
1179;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2012;886
1180;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2013;887
1181;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2014;940
1182;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2015;1006
1183;A Landbouw, bosbouw en visserij;Brandstofsoort: overige;2016;1031
1184;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2009;6141
1185;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2010;6238
1186;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2011;5394
1187;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2012;4830
1188;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2013;4871
1189;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2014;5101
1190;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2015;5214
1191;A Landbouw, bosbouw en visserij;Leeftijd: 0 tot 4 jaar;2016;5668
1192;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2009;18874
1193;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2010;17735
1194;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2011;17653
1195;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2012;17348
1196;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2013;16164
1197;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2014;14756
1198;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2015;15220
1199;A Landbouw, bosbouw en visserij;Leeftijd: 4 tot 10 jaar;2016;15521
1200;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2009;20025
1201;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2010;21889
1202;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2011;23391
1203;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2012;24224
1204;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2013;25627
1205;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2014;27579
1206;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2015;28652
1207;A Landbouw, bosbouw en visserij;Leeftijd: 10 jaar of ouder;2016;29710
1208;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2009;0
1209;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2010;0
1210;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2011;0
1211;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2012;0
1212;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2013;0
1213;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2014;0
1214;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2015;0
1215;A Landbouw, bosbouw en visserij;Leeftijd: onbekend;2016;0
1216;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2009;10544
1217;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2010;10206
1218;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2011;10034
1219;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2012;9657
1220;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2013;9413
1221;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2014;9228
1222;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2015;9127
1223;A Landbouw, bosbouw en visserij;Laadvermogen: minder dan 600 kg;2016;8972
1224;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2009;24323
1225;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2010;25356
1226;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2011;26287
1227;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2012;26685
1228;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2013;27222
1229;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2014;28111
1230;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2015;29476
1231;A Landbouw, bosbouw en visserij;Laadvermogen: 600 tot 1 000 kg;2016;31025
1232;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2009;8951
1233;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2010;9055
1234;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2011;8904
1235;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2012;8848
1236;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2013;8855
1237;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2014;8975
1238;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2015;9358
1239;A Landbouw, bosbouw en visserij;Laadvermogen: 1 000 tot 1 500 kg;2016;9740
1240;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2009;1217
1241;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2010;1242
1242;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2011;1210
1243;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2012;1207
1244;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2013;1170
1245;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2014;1117
1246;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2015;1120
1247;A Landbouw, bosbouw en visserij;Laadvermogen: 1 500 kg of meer;2016;1158
1248;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2009;5
1249;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2010;3
1250;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2011;3
1251;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2012;5
1252;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2013;2
1253;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2014;5
1254;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2015;5
1255;A Landbouw, bosbouw en visserij;Laadvermogen: onbekend;2016;4
1256;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2009;15200
1257;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2010;15108
1258;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2011;15085
1259;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2012;14699
1260;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2013;14473
1261;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2014;14351
1262;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2015;14346
1263;A Landbouw, bosbouw en visserij;Gewicht volle wagen: tot 2 000 kg;2016;14546
1264;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;6803
1265;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;6925
1266;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;7094
1267;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;7196
1268;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;7393
1269;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;7875
1270;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;8455
1271;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;9131
1272;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;16648
1273;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;17182
1274;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;17400
1275;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;17347
1276;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;17415
1277;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;17513
1278;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;18065
1279;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;18521
1280;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;6385
1281;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;6644
1282;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;6856
1283;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;7156
1284;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;7379
1285;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;7693
1286;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;8217
1287;A Landbouw, bosbouw en visserij;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;8699
1288;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2009;4
1289;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2010;3
1290;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2011;3
1291;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2012;4
1292;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2013;2
1293;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2014;4
1294;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2015;3
1295;A Landbouw, bosbouw en visserij;Gewicht volle wagen: onbekend;2016;2
1296;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2009;17008
1297;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2010;16352
1298;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2011;15748
1299;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2012;14813
1300;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2013;14037
1301;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2014;13463
1302;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2015;13737
1303;A Landbouw, bosbouw en visserij;Voertuigbreedte: 0 tot 175 cm;2016;13229
1304;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2009;10083
1305;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2010;10467
1306;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2011;10784
1307;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2012;11146
1308;A Landbouw, bosbouw en visserij;Voertuigbreedte: 175 tot 185 cm;2013;11650
