ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
3638;M Specialistische zakelijke diensten;Voertuigbreedte: 205 cm of meer;2015;3094
3639;M Specialistische zakelijke diensten;Voertuigbreedte: 205 cm of meer;2016;3598
3640;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2009;1746
3641;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2010;2306
3642;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2011;2746
3643;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2012;3052
3644;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2013;2674
3645;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2014;2094
3646;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2015;0
3647;M Specialistische zakelijke diensten;Voertuigbreedte: onbekend;2016;0
3648;N Verhuur en overige zakelijke diensten;Totaal;2009;68420
3649;N Verhuur en overige zakelijke diensten;Totaal;2010;65892
3650;N Verhuur en overige zakelijke diensten;Totaal;2011;71743
3651;N Verhuur en overige zakelijke diensten;Totaal;2012;73089
3652;N Verhuur en overige zakelijke diensten;Totaal;2013;74133
3653;N Verhuur en overige zakelijke diensten;Totaal;2014;76719
3654;N Verhuur en overige zakelijke diensten;Totaal;2015;79880
3655;N Verhuur en overige zakelijke diensten;Totaal;2016;75511
3656;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2009;933
3657;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2010;862
3658;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2011;843
3659;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2012;781
3660;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2013;777
3661;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2014;798
3662;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2015;739
3663;N Verhuur en overige zakelijke diensten;Brandstofsoort: benzine;2016;683
3664;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2009;66744
3665;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2010;64257
3666;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2011;70009
3667;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2012;71379
3668;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2013;72344
3669;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2014;74671
3670;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2015;77625
3671;N Verhuur en overige zakelijke diensten;Brandstofsoort: diesel;2016;73614
3672;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2009;743
3673;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2010;773
3674;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2011;891
3675;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2012;929
3676;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2013;1012
3677;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2014;1249
3678;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2015;1516
3679;N Verhuur en overige zakelijke diensten;Brandstofsoort: overige;2016;1214
3680;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2009;31476
3681;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2010;27816
3682;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2011;28134
3683;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2012;26651
3684;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2013;28055
3685;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2014;30292
3686;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2015;31957
3687;N Verhuur en overige zakelijke diensten;Leeftijd: 0 tot 4 jaar;2016;26826
3688;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2009;25100
3689;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2010;24695
3690;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2011;28802
3691;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2012;30512
3692;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2013;29330
3693;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2014;28136
3694;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2015;28670
3695;N Verhuur en overige zakelijke diensten;Leeftijd: 4 tot 10 jaar;2016;28439
3696;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2009;11844
3697;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2010;13381
3698;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2011;14807
3699;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2012;15926
3700;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2013;16748
3701;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2014;18291
3702;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2015;19253
3703;N Verhuur en overige zakelijke diensten;Leeftijd: 10 jaar of ouder;2016;20246
3704;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2009;0
3705;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2010;0
3706;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2011;0
3707;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2012;0
3708;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2013;0
3709;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2014;0
3710;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2015;0
3711;N Verhuur en overige zakelijke diensten;Leeftijd: onbekend;2016;0
3712;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2009;11531
3713;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2010;10845
3714;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2011;10883
3715;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2012;10244
3716;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2013;9935
3717;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2014;9480
3718;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2015;8676
3719;N Verhuur en overige zakelijke diensten;Laadvermogen: minder dan 600 kg;2016;8105
3720;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2009;32855
3721;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2010;32319
3722;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2011;35974
3723;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2012;36588
3724;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2013;38094
3725;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2014;40033
3726;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2015;42007
3727;N Verhuur en overige zakelijke diensten;Laadvermogen: 600 tot 1 000 kg;2016;40891
3728;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2009;19895
3729;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2010;19217
3730;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2011;21171
3731;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2012;22636
3732;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2013;22807
3733;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2014;23986
3734;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2015;25859
3735;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 000 tot 1 500 kg;2016;23525
3736;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2009;4135
3737;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2010;3508
3738;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2011;3714
3739;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2012;3620
3740;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2013;3297
3741;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2014;3220
3742;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2015;3337
3743;N Verhuur en overige zakelijke diensten;Laadvermogen: 1 500 kg of meer;2016;2989
3744;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2009;4
3745;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2010;3
3746;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2011;1
3747;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2012;1
3748;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2013;0
3749;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2014;0
3750;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2015;1
3751;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2016;1
3752;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2009;17025
3753;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2010;15761
3754;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2011;16296
3755;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2012;16069
3756;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2013;15829
3757;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2014;15509
3758;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2015;15198
3759;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 2 000 kg;2016;14636
3760;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;10416
3761;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;10422
3762;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;12467
3763;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;12484
3764;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;13397
3765;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;14452
3766;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;15328
3767;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;14688
3768;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;22919
3769;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;22161
3770;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;23817
3771;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;23782
3772;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;23610
3773;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;24019
3774;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;24646
3775;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;22233
3776;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;18057
3777;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;17546
3778;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;19162
3779;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;20754
3780;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;21297
3781;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;22739
3782;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;24707
3783;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;23953
3784;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2009;3
3785;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2010;2
3786;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2011;1
3787;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2012;0
3788;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2013;0
3789;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2014;0
3790;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2015;1
3791;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2016;1
3792;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2009;17097
3793;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2010;15240
3794;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2011;14606
3795;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2012;13040
3796;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2013;11665
3797;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2014;10521
3798;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2015;10124
3799;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 0 tot 175 cm;2016;9321
3800;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2009;13177
3801;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2010;13133
3802;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2011;15589
3803;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2012;16585
3804;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2013;18380
3805;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2014;20114
3806;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2015;22690
3807;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 175 tot 185 cm;2016;22121
3808;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2009;18922
3809;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2010;17958
3810;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2011;19586
3811;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2012;19816
3812;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2013;20162
3813;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2014;20833
3814;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2015;21478
3815;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 185 tot 195 cm;2016;19151
3816;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2009;9708
3817;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2010;9434
3818;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2011;10286
3819;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2012;11045
3820;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2013;11098
3821;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2014;11976
3822;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2015;14349
3823;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 195 tot 205 cm;2016;14020
3824;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2009;6546
3825;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2010;6571
3826;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2011;7303
3827;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2012;8030
3828;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2013;8502
3829;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2014;9458
3830;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2015;11238
3831;N Verhuur en overige zakelijke diensten;Voertuigbreedte: 205 cm of meer;2016;10897
3832;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2009;2970
3833;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2010;3556
3834;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2011;4373
3835;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2012;4573
3836;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2013;4326
3837;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2014;3817
3838;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2015;1
3839;N Verhuur en overige zakelijke diensten;Voertuigbreedte: onbekend;2016;1
3840;O Openbaar bestuur en overheidsdiensten;Totaal;2009;9620
3841;O Openbaar bestuur en overheidsdiensten;Totaal;2010;10165
3842;O Openbaar bestuur en overheidsdiensten;Totaal;2011;10166
3843;O Openbaar bestuur en overheidsdiensten;Totaal;2012;10208
3844;O Openbaar bestuur en overheidsdiensten;Totaal;2013;10713
3845;O Openbaar bestuur en overheidsdiensten;Totaal;2014;9567
3846;O Openbaar bestuur en overheidsdiensten;Totaal;2015;10321
3847;O Openbaar bestuur en overheidsdiensten;Totaal;2016;10861
3848;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2009;759
3849;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2010;792
3850;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2011;722
3851;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2012;716
3852;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2013;706
3853;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2014;642
3854;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2015;631
3855;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: benzine;2016;629
3856;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2009;8682
3857;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2010;9105
3858;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2011;9091
3859;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2012;9007
3860;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2013;9367
3861;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2014;8230
3862;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2015;8914
3863;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: diesel;2016;9398
3864;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2009;179
3865;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2010;268
3866;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2011;353
3867;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2012;485
3868;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2013;640
3869;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2014;695
3870;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2015;776
3871;O Openbaar bestuur en overheidsdiensten;Brandstofsoort: overige;2016;834
3872;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2009;3384
3873;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2010;3673
3874;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2011;3647
3875;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2012;3333
3876;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2013;3546
3877;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2014;3113
3878;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2015;3426
3879;O Openbaar bestuur en overheidsdiensten;Leeftijd: 0 tot 4 jaar;2016;3603
3880;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2009;4845
3881;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2010;4997
3882;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2011;4952
3883;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2012;5283
3884;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2013;5480
3885;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2014;4829
3886;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2015;5034
3887;O Openbaar bestuur en overheidsdiensten;Leeftijd: 4 tot 10 jaar;2016;5347
3888;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2009;1391
3889;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2010;1495
3890;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2011;1567
3891;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2012;1592
3892;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2013;1687
3893;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2014;1625
3894;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2015;1861
3895;O Openbaar bestuur en overheidsdiensten;Leeftijd: 10 jaar of ouder;2016;1911
3896;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2009;0
3897;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2010;0
3898;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2011;0
3899;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2012;0
3900;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2013;0
3901;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2014;0
3902;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2015;0
3903;O Openbaar bestuur en overheidsdiensten;Leeftijd: onbekend;2016;0
3904;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2009;1118
3905;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2010;1302
3906;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2011;1216
3907;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2012;1222
3908;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2013;1250
3909;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2014;1038
3910;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2015;1044
3911;O Openbaar bestuur en overheidsdiensten;Laadvermogen: minder dan 600 kg;2016;995
3912;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2009;4329
3913;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2010;4622
3914;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2011;4875
3915;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2012;4905
3916;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2013;5302
3917;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2014;4862
3918;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2015;5325
3919;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 600 tot 1 000 kg;2016;5878
3920;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2009;3630
3921;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2010;3664
3922;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2011;3547
3923;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2012;3584
3924;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2013;3698
3925;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2014;3295
3926;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2015;3574
3927;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 000 tot 1 500 kg;2016;3631
3928;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2009;539
3929;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2010;574
3930;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2011;524
3931;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2012;493
3932;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2013;460
3933;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2014;368
3934;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2015;375
3935;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 1 500 kg of meer;2016;354
3936;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2009;4
3937;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2010;3
3938;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2011;4
3939;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2012;4
3940;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2013;3
3941;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2014;4
3942;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2015;3
3943;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2016;3
3944;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2009;2008
3945;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2010;2174
3946;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2011;1987
3947;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2012;1889
3948;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 2 000 kg;2013;1857
