ID;GebruikVanGeweld;SoortDiefstal;RegioS;Perioden;TotaalGeregistreerdeDiefstallen_1;GeregistreerdeDiefstallenRelatief_2;GeregistreerdeDiefstallenPer1000Inw_3;TotaalOpgehelderdeDiefstallen_4;OpgehelderdeDiefstallenRelatief_5;RegistratiesVanVerdachten_6
70;Alle diefstallen;Alle diefstallen;Zuid-Nederland (LD);2020;68610.0;100.0;18.6;10465.0;15.3;13130.0
71;Alle diefstallen;Alle diefstallen;Zuid-Nederland (LD);2021;62310.0;100.0;16.9;8805.0;14.1;11055.0
72;Alle diefstallen;Alle diefstallen;Zuid-Nederland (LD);2022;73115.0;100.0;19.7;10550.0;14.4;13285.0
73;Alle diefstallen;Alle diefstallen;Zuid-Nederland (LD);2023;74960.0;100.0;20.0;10650.0;14.2;13085.0
74;Alle diefstallen;Alle diefstallen;Zuid-Nederland (LD);2024;73245.0;100.0;19.4;7835.0;10.7;10805.0
75;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2010;1015.0;100.0;0.0;100.0;10.0;120.0
76;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2011;795.0;100.0;;55.0;7.1;80.0
77;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2012;625.0;100.0;;45.0;7.2;60.0
78;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2013;585.0;100.0;;50.0;8.3;70.0
79;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2014;660.0;100.0;;55.0;8.0;75.0
80;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2015;445.0;100.0;;25.0;6.1;45.0
81;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2016;415.0;100.0;;20.0;4.8;25.0
82;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2017;705.0;100.0;;20.0;2.7;30.0
83;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2018;750.0;100.0;;20.0;2.5;30.0
84;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2019;945.0;100.0;;20.0;2.3;25.0
85;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2020;270.0;100.0;;5.0;2.2;10.0
86;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2021;310.0;100.0;;5.0;1.6;5.0
87;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2022;415.0;100.0;;10.0;1.9;20.0
88;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2023;560.0;100.0;;5.0;0.7;5.0
89;Alle diefstallen;Alle diefstallen;Niet in te delen (LD);2024;300.0;100.0;;5.0;1.3;10.0
90;Alle diefstallen;Alle diefstallen;Groningen (PV);2010;19640.0;100.0;34.1;3525.0;18.0;4815.0
91;Alle diefstallen;Alle diefstallen;Groningen (PV);2011;19415.0;100.0;33.5;3525.0;18.1;4700.0
92;Alle diefstallen;Alle diefstallen;Groningen (PV);2012;19145.0;100.0;33.0;3265.0;17.1;4230.0
93;Alle diefstallen;Alle diefstallen;Groningen (PV);2013;19840.0;100.0;34.1;3390.0;17.1;4400.0
94;Alle diefstallen;Alle diefstallen;Groningen (PV);2014;17115.0;100.0;29.4;2900.0;16.9;3715.0
95;Alle diefstallen;Alle diefstallen;Groningen (PV);2015;16545.0;100.0;28.3;2790.0;16.9;3620.0
96;Alle diefstallen;Alle diefstallen;Groningen (PV);2016;15875.0;100.0;27.2;2450.0;15.4;3140.0
97;Alle diefstallen;Alle diefstallen;Groningen (PV);2017;11605.0;100.0;19.9;2245.0;19.4;2925.0
98;Alle diefstallen;Alle diefstallen;Groningen (PV);2018;10870.0;100.0;18.7;2360.0;21.7;2985.0
99;Alle diefstallen;Alle diefstallen;Groningen (PV);2019;10605.0;100.0;18.2;2295.0;21.6;2930.0
100;Alle diefstallen;Alle diefstallen;Groningen (PV);2020;8515.0;100.0;14.5;1785.0;21.0;2310.0
101;Alle diefstallen;Alle diefstallen;Groningen (PV);2021;8450.0;100.0;14.4;1570.0;18.6;1975.0
102;Alle diefstallen;Alle diefstallen;Groningen (PV);2022;11080.0;100.0;18.8;2175.0;19.6;2795.0
103;Alle diefstallen;Alle diefstallen;Groningen (PV);2023;12850.0;100.0;21.6;2765.0;21.5;3340.0
104;Alle diefstallen;Alle diefstallen;Groningen (PV);2024;11540.0;100.0;19.2;1980.0;17.2;2565.0
105;Alle diefstallen;Alle diefstallen;Fryslân (PV);2010;14385.0;100.0;22.3;2635.0;18.3;3350.0
106;Alle diefstallen;Alle diefstallen;Fryslân (PV);2011;14635.0;100.0;22.6;2540.0;17.4;3265.0
107;Alle diefstallen;Alle diefstallen;Fryslân (PV);2012;14140.0;100.0;21.8;2430.0;17.2;3070.0
108;Alle diefstallen;Alle diefstallen;Fryslân (PV);2013;14590.0;100.0;22.6;2375.0;16.3;3105.0
109;Alle diefstallen;Alle diefstallen;Fryslân (PV);2014;14300.0;100.0;22.1;2485.0;17.4;3175.0
110;Alle diefstallen;Alle diefstallen;Fryslân (PV);2015;13025.0;100.0;20.2;2450.0;18.8;3300.0
111;Alle diefstallen;Alle diefstallen;Fryslân (PV);2016;11235.0;100.0;17.4;2065.0;18.4;2650.0
112;Alle diefstallen;Alle diefstallen;Fryslân (PV);2017;8530.0;100.0;13.2;1925.0;22.6;2455.0
113;Alle diefstallen;Alle diefstallen;Fryslân (PV);2018;8530.0;100.0;13.2;1965.0;23.1;2545.0
114;Alle diefstallen;Alle diefstallen;Fryslân (PV);2019;7960.0;100.0;12.3;1935.0;24.3;2490.0
115;Alle diefstallen;Alle diefstallen;Fryslân (PV);2020;6680.0;100.0;10.3;1685.0;25.2;2140.0
116;Alle diefstallen;Alle diefstallen;Fryslân (PV);2021;5680.0;100.0;8.7;1370.0;24.1;1730.0
117;Alle diefstallen;Alle diefstallen;Fryslân (PV);2022;7400.0;100.0;11.3;1790.0;24.2;2215.0
118;Alle diefstallen;Alle diefstallen;Fryslân (PV);2023;7475.0;100.0;11.3;1825.0;24.4;2250.0
119;Alle diefstallen;Alle diefstallen;Fryslân (PV);2024;7400.0;100.0;11.2;1700.0;23.0;2280.0
120;Alle diefstallen;Alle diefstallen;Drenthe (PV);2010;13155.0;100.0;26.8;1800.0;13.7;2405.0
121;Alle diefstallen;Alle diefstallen;Drenthe (PV);2011;13660.0;100.0;27.8;2025.0;14.8;2710.0
122;Alle diefstallen;Alle diefstallen;Drenthe (PV);2012;12980.0;100.0;26.4;1870.0;14.4;2540.0
123;Alle diefstallen;Alle diefstallen;Drenthe (PV);2013;12455.0;100.0;25.4;1725.0;13.9;2380.0
124;Alle diefstallen;Alle diefstallen;Drenthe (PV);2014;11080.0;100.0;22.7;1720.0;15.5;2575.0
125;Alle diefstallen;Alle diefstallen;Drenthe (PV);2015;9995.0;100.0;20.5;1575.0;15.7;2220.0
126;Alle diefstallen;Alle diefstallen;Drenthe (PV);2016;9020.0;100.0;18.5;1490.0;16.5;2030.0
127;Alle diefstallen;Alle diefstallen;Drenthe (PV);2017;7435.0;100.0;15.1;1325.0;17.8;1770.0
128;Alle diefstallen;Alle diefstallen;Drenthe (PV);2018;6400.0;100.0;13.0;1130.0;17.7;1595.0
129;Alle diefstallen;Alle diefstallen;Drenthe (PV);2019;6870.0;100.0;14.0;1180.0;17.2;1545.0
130;Alle diefstallen;Alle diefstallen;Drenthe (PV);2020;6275.0;100.0;12.7;1085.0;17.3;1460.0
131;Alle diefstallen;Alle diefstallen;Drenthe (PV);2021;5635.0;100.0;11.4;860.0;15.2;1175.0
132;Alle diefstallen;Alle diefstallen;Drenthe (PV);2022;6935.0;100.0;13.9;1100.0;15.9;1375.0
133;Alle diefstallen;Alle diefstallen;Drenthe (PV);2023;6570.0;100.0;13.1;1265.0;19.2;1610.0
134;Alle diefstallen;Alle diefstallen;Drenthe (PV);2024;5770.0;100.0;11.4;780.0;13.6;1090.0
135;Alle diefstallen;Alle diefstallen;Overijssel (PV);2010;33940.0;100.0;30.0;4515.0;13.3;6080.0
136;Alle diefstallen;Alle diefstallen;Overijssel (PV);2011;34400.0;100.0;30.3;4690.0;13.6;6120.0
137;Alle diefstallen;Alle diefstallen;Overijssel (PV);2012;34325.0;100.0;30.2;4945.0;14.4;6550.0
138;Alle diefstallen;Alle diefstallen;Overijssel (PV);2013;35475.0;100.0;31.1;4945.0;13.9;6330.0
139;Alle diefstallen;Alle diefstallen;Overijssel (PV);2014;30470.0;100.0;26.7;4150.0;13.6;5385.0
140;Alle diefstallen;Alle diefstallen;Overijssel (PV);2015;27200.0;100.0;23.8;3965.0;14.6;4965.0
141;Alle diefstallen;Alle diefstallen;Overijssel (PV);2016;24930.0;100.0;21.8;3725.0;14.9;4665.0
142;Alle diefstallen;Alle diefstallen;Overijssel (PV);2017;20710.0;100.0;18.0;3525.0;17.0;4450.0
143;Alle diefstallen;Alle diefstallen;Overijssel (PV);2018;18735.0;100.0;16.3;3410.0;18.2;4220.0
144;Alle diefstallen;Alle diefstallen;Overijssel (PV);2019;17750.0;100.0;15.3;3610.0;20.3;4575.0
145;Alle diefstallen;Alle diefstallen;Overijssel (PV);2020;16055.0;100.0;13.8;3235.0;20.2;4035.0
146;Alle diefstallen;Alle diefstallen;Overijssel (PV);2021;14085.0;100.0;12.1;2605.0;18.5;3220.0
147;Alle diefstallen;Alle diefstallen;Overijssel (PV);2022;20180.0;100.0;17.2;3425.0;17.0;4230.0
148;Alle diefstallen;Alle diefstallen;Overijssel (PV);2023;18565.0;100.0;15.7;2885.0;15.5;3545.0
149;Alle diefstallen;Alle diefstallen;Overijssel (PV);2024;18325.0;100.0;15.4;2420.0;13.2;3200.0
150;Alle diefstallen;Alle diefstallen;Flevoland (PV);2010;13120.0;100.0;33.8;1990.0;15.2;2825.0
151;Alle diefstallen;Alle diefstallen;Flevoland (PV);2011;13820.0;100.0;35.3;2125.0;15.4;2915.0
152;Alle diefstallen;Alle diefstallen;Flevoland (PV);2012;14095.0;100.0;35.6;2060.0;14.6;2890.0
153;Alle diefstallen;Alle diefstallen;Flevoland (PV);2013;15115.0;100.0;37.9;2200.0;14.5;3030.0
154;Alle diefstallen;Alle diefstallen;Flevoland (PV);2014;12270.0;100.0;30.7;2155.0;17.6;2840.0
155;Alle diefstallen;Alle diefstallen;Flevoland (PV);2015;10960.0;100.0;27.3;1925.0;17.6;2505.0
156;Alle diefstallen;Alle diefstallen;Flevoland (PV);2016;9865.0;100.0;24.4;1780.0;18.1;2285.0
157;Alle diefstallen;Alle diefstallen;Flevoland (PV);2017;8615.0;100.0;21.1;1945.0;22.6;2505.0
158;Alle diefstallen;Alle diefstallen;Flevoland (PV);2018;8030.0;100.0;19.5;1670.0;20.8;2160.0
159;Alle diefstallen;Alle diefstallen;Flevoland (PV);2019;8210.0;100.0;19.7;1800.0;21.9;2410.0
160;Alle diefstallen;Alle diefstallen;Flevoland (PV);2020;6960.0;100.0;16.4;1555.0;22.3;2025.0
161;Alle diefstallen;Alle diefstallen;Flevoland (PV);2021;5730.0;100.0;13.4;1200.0;20.9;1520.0
162;Alle diefstallen;Alle diefstallen;Flevoland (PV);2022;6500.0;100.0;15.0;1560.0;24.0;1920.0
163;Alle diefstallen;Alle diefstallen;Flevoland (PV);2023;6720.0;100.0;15.1;1525.0;22.7;1890.0
164;Alle diefstallen;Alle diefstallen;Flevoland (PV);2024;7215.0;100.0;16.0;1355.0;18.8;1720.0
165;Alle diefstallen;Alle diefstallen;Gelderland (PV);2010;72580.0;100.0;36.3;8080.0;11.1;11025.0
166;Alle diefstallen;Alle diefstallen;Gelderland (PV);2011;72570.0;100.0;36.2;7970.0;11.0;10590.0
167;Alle diefstallen;Alle diefstallen;Gelderland (PV);2012;70035.0;100.0;34.8;7750.0;11.1;10365.0
168;Alle diefstallen;Alle diefstallen;Gelderland (PV);2013;68065.0;100.0;33.8;8060.0;11.8;10975.0
169;Alle diefstallen;Alle diefstallen;Gelderland (PV);2014;59230.0;100.0;29.3;8010.0;13.5;10365.0
170;Alle diefstallen;Alle diefstallen;Gelderland (PV);2015;52015.0;100.0;25.7;7315.0;14.1;9600.0
171;Alle diefstallen;Alle diefstallen;Gelderland (PV);2016;48410.0;100.0;23.8;7060.0;14.6;8920.0
172;Alle diefstallen;Alle diefstallen;Gelderland (PV);2017;40310.0;100.0;19.7;6205.0;15.4;7855.0
173;Alle diefstallen;Alle diefstallen;Gelderland (PV);2018;35420.0;100.0;17.2;5925.0;16.7;7435.0
174;Alle diefstallen;Alle diefstallen;Gelderland (PV);2019;36295.0;100.0;17.5;6310.0;17.4;7985.0
175;Alle diefstallen;Alle diefstallen;Gelderland (PV);2020;32515.0;100.0;15.6;5765.0;17.7;7165.0
176;Alle diefstallen;Alle diefstallen;Gelderland (PV);2021;29010.0;100.0;13.8;5065.0;17.5;6220.0
177;Alle diefstallen;Alle diefstallen;Gelderland (PV);2022;33245.0;100.0;15.8;5200.0;15.6;6290.0
178;Alle diefstallen;Alle diefstallen;Gelderland (PV);2023;32465.0;100.0;15.2;5030.0;15.5;6065.0
179;Alle diefstallen;Alle diefstallen;Gelderland (PV);2024;32485.0;100.0;15.1;3875.0;11.9;5000.0
180;Alle diefstallen;Alle diefstallen;Utrecht (PV);2010;55865.0;100.0;45.8;6140.0;11.0;8030.0
181;Alle diefstallen;Alle diefstallen;Utrecht (PV);2011;52775.0;100.0;42.9;6000.0;11.4;7705.0
182;Alle diefstallen;Alle diefstallen;Utrecht (PV);2012;50545.0;100.0;40.9;5965.0;11.8;7775.0
183;Alle diefstallen;Alle diefstallen;Utrecht (PV);2013;49815.0;100.0;40.0;5920.0;11.9;7710.0
184;Alle diefstallen;Alle diefstallen;Utrecht (PV);2014;46610.0;100.0;37.2;5445.0;11.7;7040.0
185;Alle diefstallen;Alle diefstallen;Utrecht (PV);2015;44650.0;100.0;35.3;4905.0;11.0;6465.0
186;Alle diefstallen;Alle diefstallen;Utrecht (PV);2016;42525.0;100.0;33.4;4685.0;11.0;5980.0
187;Alle diefstallen;Alle diefstallen;Utrecht (PV);2017;38845.0;100.0;30.2;4360.0;11.2;5565.0
188;Alle diefstallen;Alle diefstallen;Utrecht (PV);2018;34880.0;100.0;26.9;4170.0;12.0;5450.0
189;Alle diefstallen;Alle diefstallen;Utrecht (PV);2019;33730.0;100.0;25.1;4040.0;12.0;5195.0
190;Alle diefstallen;Alle diefstallen;Utrecht (PV);2020;30605.0;100.0;22.6;3905.0;12.8;4855.0
191;Alle diefstallen;Alle diefstallen;Utrecht (PV);2021;25790.0;100.0;18.9;3130.0;12.1;3895.0
192;Alle diefstallen;Alle diefstallen;Utrecht (PV);2022;29065.0;100.0;21.2;3880.0;13.3;4770.0
193;Alle diefstallen;Alle diefstallen;Utrecht (PV);2023;31135.0;100.0;22.4;3585.0;11.5;4470.0
194;Alle diefstallen;Alle diefstallen;Utrecht (PV);2024;29100.0;100.0;20.8;2620.0;9.0;3465.0
195;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2010;140040.0;100.0;52.5;16955.0;12.1;23240.0
196;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2011;140555.0;100.0;52.2;17850.0;12.7;23830.0
197;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2012;136810.0;100.0;50.5;16950.0;12.4;22185.0
198;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2013;141425.0;100.0;51.9;16820.0;11.9;22480.0
199;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2014;128250.0;100.0;46.8;16275.0;12.7;21080.0
200;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2015;122805.0;100.0;44.5;14925.0;12.2;19260.0
201;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2016;109250.0;100.0;39.2;13900.0;12.7;17530.0
202;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2017;96520.0;100.0;34.4;12635.0;13.1;15880.0
203;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2018;88195.0;100.0;31.2;12390.0;14.0;15745.0
204;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2019;86780.0;100.0;30.4;12845.0;14.8;16335.0
205;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2020;71065.0;100.0;24.7;10325.0;14.5;13025.0
206;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2021;59795.0;100.0;20.7;8695.0;14.5;10830.0
207;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2022;76635.0;100.0;26.3;10870.0;14.2;13345.0
208;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2023;84955.0;100.0;28.8;12065.0;14.2;14660.0
209;Alle diefstallen;Alle diefstallen;Noord-Holland (PV);2024;83785.0;100.0;28.1;9220.0;11.0;12170.0
210;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2010;150040.0;100.0;42.8;21320.0;14.2;29130.0
211;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2011;153545.0;100.0;43.5;22175.0;14.4;30470.0
212;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2012;145500.0;100.0;41.0;21465.0;14.8;29225.0
213;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2013;139375.0;100.0;39.1;21080.0;15.1;28485.0
214;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2014;129735.0;100.0;36.3;19145.0;14.8;25305.0
215;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2015;121295.0;100.0;33.7;18130.0;14.9;23535.0
216;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2016;113795.0;100.0;31.4;16485.0;14.5;20950.0
217;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2017;99365.0;100.0;27.2;15185.0;15.3;19145.0
218;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2018;83960.0;100.0;22.8;13600.0;16.2;17305.0
219;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2019;83715.0;100.0;22.8;13675.0;16.3;17330.0
220;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2020;78265.0;100.0;21.1;11335.0;14.5;14205.0
221;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2021;66645.0;100.0;17.9;9990.0;15.0;12245.0
222;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2022;79935.0;100.0;21.3;11960.0;15.0;14705.0
223;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2023;83225.0;100.0;21.9;11725.0;14.1;14315.0
224;Alle diefstallen;Alle diefstallen;Zuid-Holland (PV);2024;84360.0;100.0;22.0;9155.0;10.9;12030.0
225;Alle diefstallen;Alle diefstallen;Zeeland (PV);2010;10620.0;100.0;27.8;1410.0;13.3;1960.0
226;Alle diefstallen;Alle diefstallen;Zeeland (PV);2011;10640.0;100.0;27.9;1515.0;14.2;2035.0
227;Alle diefstallen;Alle diefstallen;Zeeland (PV);2012;9805.0;100.0;25.7;1445.0;14.7;1885.0
228;Alle diefstallen;Alle diefstallen;Zeeland (PV);2013;9200.0;100.0;24.1;1370.0;14.9;1830.0
229;Alle diefstallen;Alle diefstallen;Zeeland (PV);2014;8025.0;100.0;21.1;1155.0;14.4;1525.0
