ID;Tenaamstelling;Brandstofsoort;GewichtsklasseLeeggewicht;LeeftijdVoertuig;Perioden;GemiddeldeJaarkilometrage_1
43;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2004;20936.0
44;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2005;21187.0
45;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2006;21729.0
46;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2007;21647.0
47;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2008;21495.0
48;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2009;21453.0
49;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2010;20751.0
50;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2011;20000.0
51;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2012;19644.0
52;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2013;20467.0
53;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2014;20735.0
54;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2015;20882.0
55;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2016;21342.0
56;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2017;20426.0
57;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2018;19226.0
58;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2019;19450.0
59;Totaal;Alle brandstofsoorten;Totaal;1 of 2 jaar;2020;15286.0
60;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2001;17225.0
61;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2002;17295.0
62;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2003;17307.0
63;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2004;17490.0
64;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2005;17418.0
65;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2006;17173.0
66;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2007;17190.0
67;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2008;17335.0
68;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2009;17331.0
69;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2010;17369.0
70;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2011;17277.0
71;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2012;16452.0
72;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2013;16016.0
73;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2014;16370.0
74;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2015;17258.0
75;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2016;17446.0
76;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2017;17697.0
77;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2018;18429.0
78;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2019;17621.0
79;Totaal;Alle brandstofsoorten;Totaal;3 of 4 jaar;2020;13233.0
80;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2001;14671.0
81;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2002;14865.0
82;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2003;14803.0
83;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2004;15000.0
84;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2005;14844.0
85;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2006;14932.0
86;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2007;15028.0
87;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2008;14640.0
88;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2009;14751.0
89;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2010;14835.0
90;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2011;15133.0
91;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2012;14420.0
92;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2013;14039.0
93;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2014;13748.0
94;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2015;13846.0
95;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2016;14353.0
96;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2017;14751.0
97;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2018;14882.0
98;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2019;14760.0
99;Totaal;Alle brandstofsoorten;Totaal;5 of 6 jaar;2020;12284.0
100;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2001;12998.0
101;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2002;13220.0
102;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2003;13286.0
103;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2004;13419.0
104;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2005;13624.0
105;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2006;13848.0
106;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2007;13793.0
107;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2008;13675.0
108;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2009;13632.0
109;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2010;13665.0
110;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2011;13699.0
111;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2012;13769.0
112;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2013;13937.0
113;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2014;13627.0
114;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2015;13379.0
115;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2016;13268.0
116;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2017;13147.0
117;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2018;13506.0
118;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2019;13828.0
119;Totaal;Alle brandstofsoorten;Totaal;7 of 8 jaar;2020;11467.0
120;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2001;12784.0
121;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2002;12053.0
122;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2003;11984.0
123;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2004;12212.0
124;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2005;12162.0
125;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2006;12204.0
126;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2007;12450.0
127;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2008;12586.0
128;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2009;12448.0
129;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2010;12440.0
130;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2011;12335.0
131;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2012;12394.0
132;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2013;12637.0
133;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2014;13029.0
134;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2015;13316.0
135;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2016;13108.0
136;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2017;12670.0
137;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2018;12381.0
138;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2019;12346.0
139;Totaal;Alle brandstofsoorten;Totaal;9 of 10 jaar;2020;10482.0
140;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2001;8422.0
141;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2002;8419.0
142;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2003;8475.0
143;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2004;8628.0
144;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2005;8763.0
145;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2006;8911.0
146;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2007;9118.0
147;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2008;9200.0
148;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2009;9209.0
149;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2010;9397.0
150;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2011;9522.0
151;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2012;9365.0
152;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2013;9592.0
153;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2014;9883.0
154;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2015;10044.0
155;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2016;10235.0
156;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2017;10221.0
157;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2018;10048.0
158;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2019;9821.0
159;Totaal;Alle brandstofsoorten;Totaal;11 jaar of ouder;2020;8275.0
160;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2001;8495.0
161;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2002;8251.0
162;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2003;8140.0
163;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2004;8361.0
164;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2005;8278.0
165;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2006;8163.0
166;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2007;8258.0
167;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2008;8210.0
168;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2009;8102.0
169;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2010;7971.0
170;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2011;8454.0
171;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2012;8450.0
172;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2013;8818.0
173;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2014;9055.0
174;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2015;9169.0
175;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2016;9276.0
176;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2017;9238.0
177;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2018;9255.0
178;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2019;9203.0
179;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;Totaal;2020;7899.0
180;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2001;7235.0
181;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2002;6112.0
182;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2003;6223.0
183;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2004;5926.0
184;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2005;6737.0
185;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2006;6641.0
186;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2007;7789.0
187;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2008;7570.0
188;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2009;6802.0
189;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2010;5535.0
190;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2011;6813.0
191;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2012;6765.0
192;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2013;7779.0
193;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2014;6957.0
194;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2015;7679.0
195;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2016;7638.0
196;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2017;7691.0
197;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2018;7999.0
198;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2019;8761.0
199;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;0 jaar;2020;6449.0
200;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2001;11651.0
201;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2002;11537.0
202;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2003;11394.0
203;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2004;11128.0
204;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2005;10703.0
205;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2006;11019.0
206;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2007;11448.0
207;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2008;12425.0
208;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2009;12755.0
209;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2010;12207.0
210;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2011;12238.0
211;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2012;11918.0
212;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2013;12033.0
213;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2014;12473.0
214;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2015;12837.0
215;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2016;12925.0
216;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2017;12902.0
217;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2018;13174.0
218;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2019;13131.0
219;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2020;10746.0
220;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2001;10368.0
221;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2002;10361.0
222;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2003;10021.0
223;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2004;10100.0
224;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2005;10097.0
225;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2006;9255.0
226;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2007;9412.0
227;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2008;9405.0
228;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2009;9629.0
229;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2010;9707.0
230;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2011;10468.0
231;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2012;10638.0
232;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2013;10529.0
233;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2014;10520.0
234;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2015;10829.0
235;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2016;11245.0
236;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2017;11205.0
237;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2018;11137.0
238;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2019;10954.0
239;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2020;9480.0
240;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2001;9737.0
241;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2002;9642.0
242;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2003;9444.0
243;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2004;9372.0
244;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2005;9356.0
245;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2006;9276.0
246;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2007;9044.0
247;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2008;8993.0
248;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2009;8971.0
249;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2010;8344.0
250;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2011;9230.0
251;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2012;9511.0
252;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2013;9875.0
253;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2014;10037.0
254;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2015;10145.0
255;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2016;10164.0
256;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2017;10232.0
257;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2018;10317.0
258;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2019;10096.0
259;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2020;8629.0
260;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2001;9233.0
261;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2002;9444.0
262;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2003;9120.0
263;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2004;9276.0
264;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2005;9065.0
265;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2006;9300.0
266;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2007;9011.0
267;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2008;8904.0
268;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2009;8973.0
269;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2010;8522.0
270;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2011;8119.0
271;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2012;8440.0
272;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2013;8966.0
273;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2014;9446.0
274;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2015;9803.0
275;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2016;9974.0
276;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2017;9909.0
277;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2018;9764.0
278;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2019;9773.0
279;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2020;8574.0
280;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2001;9721.0
281;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2002;8896.0
282;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2003;8868.0
283;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2004;9398.0
284;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2005;9020.0
285;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2006;8574.0
286;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2007;8833.0
287;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2008;8692.0
288;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2009;8725.0
289;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2010;8104.0
290;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2011;8325.0
291;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2012;8260.0
292;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2013;8306.0
293;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2014;8520.0
294;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2015;9108.0
295;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2016;9576.0
296;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2017;9675.0
297;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2018;9660.0
298;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2019;9552.0
299;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2020;8110.0
300;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2001;6837.0
301;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2002;6768.0
302;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2003;6806.0
303;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2004;7263.0
304;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2005;7349.0
305;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2006;7368.0
306;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2007;7504.0
307;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2008;7374.0
308;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2009;7138.0
309;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2010;7349.0
310;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2011;7587.0
311;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2012;7193.0
