ID;Inkomensbestanddelen;Populatie;Kenmerken;Perioden;AantalPersonen_1;PercentagePersonen_2;TotaalBedrag_3;GemiddeldBedrag_4;AandeelVanBrutoInkomen_5
5707;Primair inkomen, onbekend;492;472;2003;0.0;0.0;;;0.0
5708;Primair inkomen, onbekend;492;472;2004;0.0;0.0;;;0.0
5709;Primair inkomen, onbekend;492;472;2005;0.0;0.0;;;0.0
5710;Primair inkomen, onbekend;492;473;2001;0.0;0.0;;;0.0
5711;Primair inkomen, onbekend;492;473;2002;0.0;0.0;;;0.0
5712;Primair inkomen, onbekend;492;473;2003;0.0;0.0;;;0.0
5713;Primair inkomen, onbekend;492;473;2004;0.0;0.0;;;0.0
5714;Primair inkomen, onbekend;492;473;2005;0.0;0.0;;;0.0
5715;Primair inkomen, onbekend;492;474;2001;0.0;0.0;;;0.0
5716;Primair inkomen, onbekend;492;474;2002;0.0;0.0;;;0.0
5717;Primair inkomen, onbekend;492;474;2003;0.0;0.0;;;0.0
5718;Primair inkomen, onbekend;492;474;2004;0.0;0.0;;;0.0
5719;Primair inkomen, onbekend;492;474;2005;0.0;0.0;;;0.0
5720;Primair inkomen, onbekend;492;475;2001;0.0;0.0;;;0.0
5721;Primair inkomen, onbekend;492;475;2002;0.0;0.0;;;0.0
5722;Primair inkomen, onbekend;492;475;2003;0.0;0.0;;;0.0
5723;Primair inkomen, onbekend;492;475;2004;0.0;0.0;;;0.0
5724;Primair inkomen, onbekend;492;475;2005;0.0;0.0;;;0.0
5725;Primair inkomen, onbekend;492;202;2001;0.0;0.0;;;0.0
5726;Primair inkomen, onbekend;492;202;2002;0.0;0.0;;;0.0
5727;Primair inkomen, onbekend;492;202;2003;0.0;0.0;;;0.0
5728;Primair inkomen, onbekend;492;202;2004;0.0;0.0;;;0.0
5729;Primair inkomen, onbekend;492;202;2005;0.0;0.0;;;0.0
5730;Primair inkomen, onbekend;492;203;2001;0.0;0.0;;;0.0
5731;Primair inkomen, onbekend;492;203;2002;0.0;0.0;;;0.0
5732;Primair inkomen, onbekend;492;203;2003;0.0;0.0;;;0.0
5733;Primair inkomen, onbekend;492;203;2004;0.0;0.0;;;0.0
5734;Primair inkomen, onbekend;492;203;2005;0.0;0.0;;;0.0
5735;Primair inkomen, onbekend;492;204;2001;0.0;0.0;;;0.0
5736;Primair inkomen, onbekend;492;204;2002;0.0;0.0;;;0.0
5737;Primair inkomen, onbekend;492;204;2003;0.0;0.0;;;0.0
5738;Primair inkomen, onbekend;492;204;2004;0.0;0.0;;;0.0
5739;Primair inkomen, onbekend;492;204;2005;0.0;0.0;;;0.0
5740;Primair inkomen, onbekend;492;205;2001;0.0;0.0;;;0.0
5741;Primair inkomen, onbekend;492;205;2002;0.0;0.0;;;0.0
5742;Primair inkomen, onbekend;492;205;2003;0.0;0.0;;;0.0
5743;Primair inkomen, onbekend;492;205;2004;0.0;0.0;;;0.0
5744;Primair inkomen, onbekend;492;205;2005;0.0;0.0;;;0.0
5745;Primair inkomen, onbekend;492;211;2001;0.0;0.0;;;0.0
5746;Primair inkomen, onbekend;492;211;2002;0.0;0.0;;;0.0
5747;Primair inkomen, onbekend;492;211;2003;0.0;0.0;;;0.0
5748;Primair inkomen, onbekend;492;211;2004;0.0;0.0;;;0.0
5749;Primair inkomen, onbekend;492;211;2005;0.0;0.0;;;0.0
5750;Primair inkomen, onbekend;492;212;2001;0.0;0.0;;;0.0
5751;Primair inkomen, onbekend;492;212;2002;0.0;0.0;;;0.0
5752;Primair inkomen, onbekend;492;212;2003;0.0;0.0;;;0.0
5753;Primair inkomen, onbekend;492;212;2004;0.0;0.0;;;0.0
5754;Primair inkomen, onbekend;492;212;2005;0.0;0.0;;;0.0
5755;Primair inkomen, onbekend;492;213;2001;0.0;0.0;;;0.0
5756;Primair inkomen, onbekend;492;213;2002;0.0;0.0;;;0.0
5757;Primair inkomen, onbekend;492;213;2003;0.0;0.0;;;0.0
5758;Primair inkomen, onbekend;492;213;2004;0.0;0.0;;;0.0
5759;Primair inkomen, onbekend;492;213;2005;0.0;0.0;;;0.0
5760;Primair inkomen, onbekend;492;214;2001;0.0;0.0;;;0.0
5761;Primair inkomen, onbekend;492;214;2002;0.0;0.0;;;0.0
5762;Primair inkomen, onbekend;492;214;2003;0.0;0.0;;;0.0
5763;Primair inkomen, onbekend;492;214;2004;0.0;0.0;;;0.0
5764;Primair inkomen, onbekend;492;214;2005;0.0;0.0;;;0.0
5765;Primair inkomen, onbekend;492;215;2001;0.0;0.0;;;0.0
5766;Primair inkomen, onbekend;492;215;2002;0.0;0.0;;;0.0
5767;Primair inkomen, onbekend;492;215;2003;0.0;0.0;;;0.0
5768;Primair inkomen, onbekend;492;215;2004;0.0;0.0;;;0.0
5769;Primair inkomen, onbekend;492;215;2005;0.0;0.0;;;0.0
5770;Primair inkomen, onbekend;492;221;2001;0.0;0.0;;;0.0
5771;Primair inkomen, onbekend;492;221;2002;0.0;0.0;;;0.0
5772;Primair inkomen, onbekend;492;221;2003;0.0;0.0;;;0.0
5773;Primair inkomen, onbekend;492;221;2004;0.0;0.0;;;0.0
5774;Primair inkomen, onbekend;492;221;2005;0.0;0.0;;;0.0
5775;Primair inkomen, onbekend;492;222;2001;0.0;0.0;;;0.0
5776;Primair inkomen, onbekend;492;222;2002;0.0;0.0;;;0.0
5777;Primair inkomen, onbekend;492;222;2003;0.0;0.0;;;0.0
5778;Primair inkomen, onbekend;492;222;2004;0.0;0.0;;;0.0
5779;Primair inkomen, onbekend;492;222;2005;0.0;0.0;;;0.0
5780;Primair inkomen, onbekend;492;223;2001;0.0;0.0;;;0.0
5781;Primair inkomen, onbekend;492;223;2002;0.0;0.0;;;0.0
5782;Primair inkomen, onbekend;492;223;2003;0.0;0.0;;;0.0
5783;Primair inkomen, onbekend;492;223;2004;0.0;0.0;;;0.0
5784;Primair inkomen, onbekend;492;223;2005;0.0;0.0;;;0.0
5785;Primair inkomen, onbekend;492;224;2001;0.0;0.0;;;0.0
5786;Primair inkomen, onbekend;492;224;2002;0.0;0.0;;;0.0
5787;Primair inkomen, onbekend;492;224;2003;0.0;0.0;;;0.0
5788;Primair inkomen, onbekend;492;224;2004;0.0;0.0;;;0.0
5789;Primair inkomen, onbekend;492;224;2005;0.0;0.0;;;0.0
5790;Primair inkomen, onbekend;492;231;2001;0.0;0.0;;;0.0
5791;Primair inkomen, onbekend;492;231;2002;0.0;0.0;;;0.0
5792;Primair inkomen, onbekend;492;231;2003;0.0;0.0;;;0.0
5793;Primair inkomen, onbekend;492;231;2004;0.0;0.0;;;0.0
5794;Primair inkomen, onbekend;492;231;2005;0.0;0.0;;;0.0
5795;Primair inkomen, onbekend;492;232;2001;0.0;0.0;;;0.0
5796;Primair inkomen, onbekend;492;232;2002;0.0;0.0;;;0.0
5797;Primair inkomen, onbekend;492;232;2003;0.0;0.0;;;0.0
5798;Primair inkomen, onbekend;492;232;2004;0.0;0.0;;;0.0
5799;Primair inkomen, onbekend;492;232;2005;0.0;0.0;;;0.0
5800;Primair inkomen, onbekend;492;233;2001;0.0;0.0;;;0.0
5801;Primair inkomen, onbekend;492;233;2002;0.0;0.0;;;0.0
5802;Primair inkomen, onbekend;492;233;2003;0.0;0.0;;;0.0
5803;Primair inkomen, onbekend;492;233;2004;0.0;0.0;;;0.0
5804;Primair inkomen, onbekend;492;233;2005;0.0;0.0;;;0.0
5805;Primair inkomen, onbekend;492;234;2001;0.0;0.0;;;0.0
5806;Primair inkomen, onbekend;492;234;2002;0.0;0.0;;;0.0
5807;Primair inkomen, onbekend;492;234;2003;0.0;0.0;;;0.0
5808;Primair inkomen, onbekend;492;234;2004;0.0;0.0;;;0.0
5809;Primair inkomen, onbekend;492;234;2005;0.0;0.0;;;0.0
5810;Primair inkomen, onbekend;492;235;2001;0.0;0.0;;;0.0
5811;Primair inkomen, onbekend;492;235;2002;0.0;0.0;;;0.0
5812;Primair inkomen, onbekend;492;235;2003;0.0;0.0;;;0.0
5813;Primair inkomen, onbekend;492;235;2004;0.0;0.0;;;0.0
5814;Primair inkomen, onbekend;492;235;2005;0.0;0.0;;;0.0
5815;Primair inkomen, onbekend;492;236;2001;0.0;0.0;;;0.0
5816;Primair inkomen, onbekend;492;236;2002;0.0;0.0;;;0.0
5817;Primair inkomen, onbekend;492;236;2003;0.0;0.0;;;0.0
5818;Primair inkomen, onbekend;492;236;2004;0.0;0.0;;;0.0
5819;Primair inkomen, onbekend;492;236;2005;0.0;0.0;;;0.0
5820;Primair inkomen, onbekend;492;237;2001;0.0;0.0;;;0.0
5821;Primair inkomen, onbekend;492;237;2002;0.0;0.0;;;0.0
5822;Primair inkomen, onbekend;492;237;2003;0.0;0.0;;;0.0
5823;Primair inkomen, onbekend;492;237;2004;0.0;0.0;;;0.0
5824;Primair inkomen, onbekend;492;237;2005;0.0;0.0;;;0.0
5825;Primair inkomen, onbekend;492;238;2001;0.0;0.0;;;0.0
5826;Primair inkomen, onbekend;492;238;2002;0.0;0.0;;;0.0
5827;Primair inkomen, onbekend;492;238;2003;0.0;0.0;;;0.0
5828;Primair inkomen, onbekend;492;238;2004;0.0;0.0;;;0.0
5829;Primair inkomen, onbekend;492;238;2005;0.0;0.0;;;0.0
5830;Primair inkomen, onbekend;492;239;2001;0.0;0.0;;;0.0
5831;Primair inkomen, onbekend;492;239;2002;0.0;0.0;;;0.0
5832;Primair inkomen, onbekend;492;239;2003;0.0;0.0;;;0.0
5833;Primair inkomen, onbekend;492;239;2004;0.0;0.0;;;0.0
5834;Primair inkomen, onbekend;492;239;2005;0.0;0.0;;;0.0
5835;Primair inkomen, onbekend;492;240;2001;0.0;0.0;;;0.0
5836;Primair inkomen, onbekend;492;240;2002;0.0;0.0;;;0.0
5837;Primair inkomen, onbekend;492;240;2003;0.0;0.0;;;0.0
5838;Primair inkomen, onbekend;492;240;2004;0.0;0.0;;;0.0
5839;Primair inkomen, onbekend;492;240;2005;0.0;0.0;;;0.0
5840;Primair inkomen, onbekend;492;241;2001;0.0;0.0;;;0.0
5841;Primair inkomen, onbekend;492;241;2002;0.0;0.0;;;0.0
5842;Primair inkomen, onbekend;492;241;2003;0.0;0.0;;;0.0
5843;Primair inkomen, onbekend;492;241;2004;0.0;0.0;;;0.0
5844;Primair inkomen, onbekend;492;241;2005;0.0;0.0;;;0.0
5845;Primair inkomen, onbekend;492;242;2001;0.0;0.0;;;0.0
5846;Primair inkomen, onbekend;492;242;2002;0.0;0.0;;;0.0
5847;Primair inkomen, onbekend;492;242;2003;0.0;0.0;;;0.0
5848;Primair inkomen, onbekend;492;242;2004;0.0;0.0;;;0.0
5849;Primair inkomen, onbekend;492;242;2005;0.0;0.0;;;0.0
5850;Primair inkomen, onbekend;493;310;2001;0.0;0.0;;;0.0
5851;Primair inkomen, onbekend;493;310;2002;0.0;0.0;;;0.0
5852;Primair inkomen, onbekend;493;310;2003;0.0;0.0;;;0.0
5853;Primair inkomen, onbekend;493;310;2004;0.0;0.0;;;0.0
5854;Primair inkomen, onbekend;493;310;2005;0.0;0.0;;;0.0
5855;Primair inkomen, onbekend;493;331;2001;0.0;0.0;;;0.0
5856;Primair inkomen, onbekend;493;331;2002;0.0;0.0;;;0.0
5857;Primair inkomen, onbekend;493;331;2003;0.0;0.0;;;0.0
5858;Primair inkomen, onbekend;493;331;2004;0.0;0.0;;;0.0
5859;Primair inkomen, onbekend;493;331;2005;0.0;0.0;;;0.0
5860;Primair inkomen, onbekend;493;332;2001;0.0;0.0;;;0.0
5861;Primair inkomen, onbekend;493;332;2002;0.0;0.0;;;0.0
5862;Primair inkomen, onbekend;493;332;2003;0.0;0.0;;;0.0
5863;Primair inkomen, onbekend;493;332;2004;0.0;0.0;;;0.0
5864;Primair inkomen, onbekend;493;332;2005;0.0;0.0;;;0.0
5865;Primair inkomen, onbekend;493;333;2001;0.0;;;;
5866;Primair inkomen, onbekend;493;333;2002;0.0;;;;
5867;Primair inkomen, onbekend;493;333;2003;0.0;;;;
5868;Primair inkomen, onbekend;493;333;2004;0.0;;;;
5869;Primair inkomen, onbekend;493;333;2005;0.0;;;;
5870;Primair inkomen, onbekend;493;334;2001;0.0;0.0;;;0.0
5871;Primair inkomen, onbekend;493;334;2002;0.0;0.0;;;0.0
5872;Primair inkomen, onbekend;493;334;2003;0.0;0.0;;;0.0
5873;Primair inkomen, onbekend;493;334;2004;0.0;0.0;;;0.0
5874;Primair inkomen, onbekend;493;334;2005;0.0;0.0;;;0.0
5875;Primair inkomen, onbekend;493;341;2001;0.0;0.0;;;0.0
5876;Primair inkomen, onbekend;493;341;2002;0.0;0.0;;;0.0
5877;Primair inkomen, onbekend;493;341;2003;0.0;0.0;;;0.0
5878;Primair inkomen, onbekend;493;341;2004;0.0;0.0;;;0.0
5879;Primair inkomen, onbekend;493;341;2005;0.0;0.0;;;0.0
5880;Primair inkomen, onbekend;493;342;2001;0.0;0.0;;;0.0
5881;Primair inkomen, onbekend;493;342;2002;0.0;0.0;;;0.0
5882;Primair inkomen, onbekend;493;342;2003;0.0;0.0;;;0.0
5883;Primair inkomen, onbekend;493;342;2004;0.0;0.0;;;0.0
5884;Primair inkomen, onbekend;493;342;2005;0.0;0.0;;;0.0
5885;Primair inkomen, onbekend;493;343;2001;0.0;0.0;;;0.0
5886;Primair inkomen, onbekend;493;343;2002;0.0;0.0;;;0.0
5887;Primair inkomen, onbekend;493;343;2003;0.0;0.0;;;0.0
5888;Primair inkomen, onbekend;493;343;2004;0.0;0.0;;;0.0
5889;Primair inkomen, onbekend;493;343;2005;0.0;0.0;;;0.0
5890;Primair inkomen, onbekend;493;344;2001;0.0;;;;
5891;Primair inkomen, onbekend;493;344;2002;0.0;;;;
5892;Primair inkomen, onbekend;493;344;2003;0.0;;;;
5893;Primair inkomen, onbekend;493;344;2004;0.0;;;;
5894;Primair inkomen, onbekend;493;344;2005;0.0;;;;
5895;Primair inkomen, onbekend;493;345;2001;0.0;;;;
5896;Primair inkomen, onbekend;493;345;2002;0.0;;;;
5897;Primair inkomen, onbekend;493;345;2003;0.0;;;;
5898;Primair inkomen, onbekend;493;345;2004;0.0;;;;
5899;Primair inkomen, onbekend;493;345;2005;0.0;0.0;;;0.0
5900;Primair inkomen, onbekend;493;346;2001;0.0;0.0;;;0.0
5901;Primair inkomen, onbekend;493;346;2002;0.0;0.0;;;0.0
5902;Primair inkomen, onbekend;493;346;2003;0.0;0.0;;;0.0
5903;Primair inkomen, onbekend;493;346;2004;0.0;0.0;;;0.0
5904;Primair inkomen, onbekend;493;346;2005;0.0;0.0;;;0.0
5905;Primair inkomen, onbekend;493;347;2001;0.0;0.0;;;0.0
5906;Primair inkomen, onbekend;493;347;2002;0.0;0.0;;;0.0
5907;Primair inkomen, onbekend;493;347;2003;0.0;0.0;;;0.0
5908;Primair inkomen, onbekend;493;347;2004;0.0;0.0;;;0.0
5909;Primair inkomen, onbekend;493;347;2005;0.0;0.0;;;0.0
5910;Primair inkomen, onbekend;493;348;2001;0.0;0.0;;;0.0
5911;Primair inkomen, onbekend;493;348;2002;0.0;0.0;;;0.0
5912;Primair inkomen, onbekend;493;348;2003;0.0;0.0;;;0.0
5913;Primair inkomen, onbekend;493;348;2004;0.0;0.0;;;0.0
5914;Primair inkomen, onbekend;493;348;2005;0.0;0.0;;;0.0
5915;Primair inkomen, onbekend;493;349;2001;0.0;;;;
5916;Primair inkomen, onbekend;493;349;2002;0.0;;;;
5917;Primair inkomen, onbekend;493;349;2003;0.0;;;;
5918;Primair inkomen, onbekend;493;349;2004;0.0;;;;
5919;Primair inkomen, onbekend;493;349;2005;0.0;;;;
5920;Primair inkomen, onbekend;493;350;2001;0.0;0.0;;;0.0
5921;Primair inkomen, onbekend;493;350;2002;0.0;0.0;;;0.0
5922;Primair inkomen, onbekend;493;350;2003;0.0;0.0;;;0.0
5923;Primair inkomen, onbekend;493;350;2004;0.0;0.0;;;0.0
5924;Primair inkomen, onbekend;493;350;2005;0.0;0.0;;;0.0
5925;Primair inkomen, onbekend;493;361;2001;0.0;0.0;;;0.0
5926;Primair inkomen, onbekend;493;361;2002;0.0;0.0;;;0.0
5927;Primair inkomen, onbekend;493;361;2003;0.0;0.0;;;0.0
5928;Primair inkomen, onbekend;493;361;2004;0.0;0.0;;;0.0
5929;Primair inkomen, onbekend;493;361;2005;0.0;0.0;;;0.0
5930;Primair inkomen, onbekend;493;362;2001;0.0;0.0;;;0.0
5931;Primair inkomen, onbekend;493;362;2002;0.0;0.0;;;0.0
5932;Primair inkomen, onbekend;493;362;2003;0.0;0.0;;;0.0
5933;Primair inkomen, onbekend;493;362;2004;0.0;0.0;;;0.0
5934;Primair inkomen, onbekend;493;362;2005;0.0;0.0;;;0.0
5935;Primair inkomen, onbekend;493;363;2001;0.0;0.0;;;0.0
5936;Primair inkomen, onbekend;493;363;2002;0.0;0.0;;;0.0
5937;Primair inkomen, onbekend;493;363;2003;0.0;0.0;;;0.0
5938;Primair inkomen, onbekend;493;363;2004;0.0;0.0;;;0.0
5939;Primair inkomen, onbekend;493;363;2005;0.0;0.0;;;0.0
5940;Primair inkomen, onbekend;493;364;2001;0.0;0.0;;;0.0
5941;Primair inkomen, onbekend;493;364;2002;0.0;0.0;;;0.0
5942;Primair inkomen, onbekend;493;364;2003;0.0;0.0;;;0.0
5943;Primair inkomen, onbekend;493;364;2004;0.0;0.0;;;0.0
5944;Primair inkomen, onbekend;493;364;2005;0.0;0.0;;;0.0
5945;Primair inkomen, onbekend;493;365;2001;0.0;0.0;;;0.0
5946;Primair inkomen, onbekend;493;365;2002;0.0;0.0;;;0.0
5947;Primair inkomen, onbekend;493;365;2003;0.0;0.0;;;0.0
5948;Primair inkomen, onbekend;493;365;2004;0.0;0.0;;;0.0
5949;Primair inkomen, onbekend;493;365;2005;0.0;0.0;;;0.0
5950;Primair inkomen, onbekend;493;366;2001;0.0;0.0;;;0.0
5951;Primair inkomen, onbekend;493;366;2002;0.0;0.0;;;0.0
5952;Primair inkomen, onbekend;493;366;2003;0.0;0.0;;;0.0
5953;Primair inkomen, onbekend;493;366;2004;0.0;0.0;;;0.0
5954;Primair inkomen, onbekend;493;366;2005;0.0;0.0;;;0.0
5955;Primair inkomen, onbekend;493;367;2001;0.0;0.0;;;0.0
5956;Primair inkomen, onbekend;493;367;2002;0.0;0.0;;;0.0
5957;Primair inkomen, onbekend;493;367;2003;0.0;0.0;;;0.0
5958;Primair inkomen, onbekend;493;367;2004;0.0;0.0;;;0.0
5959;Primair inkomen, onbekend;493;367;2005;0.0;0.0;;;0.0
5960;Primair inkomen, onbekend;493;381;2001;0.0;0.0;;;0.0
5961;Primair inkomen, onbekend;493;381;2002;0.0;0.0;;;0.0
5962;Primair inkomen, onbekend;493;381;2003;0.0;0.0;;;0.0
5963;Primair inkomen, onbekend;493;381;2004;0.0;0.0;;;0.0
5964;Primair inkomen, onbekend;493;381;2005;0.0;0.0;;;0.0
5965;Primair inkomen, onbekend;493;382;2001;0.0;0.0;;;0.0
5966;Primair inkomen, onbekend;493;382;2002;0.0;0.0;;;0.0
5967;Primair inkomen, onbekend;493;382;2003;0.0;0.0;;;0.0
5968;Primair inkomen, onbekend;493;382;2004;0.0;0.0;;;0.0
5969;Primair inkomen, onbekend;493;382;2005;0.0;0.0;;;0.0
5970;Primair inkomen, onbekend;493;383;2001;0.0;0.0;;;0.0
5971;Primair inkomen, onbekend;493;383;2002;0.0;0.0;;;0.0
5972;Primair inkomen, onbekend;493;383;2003;0.0;0.0;;;0.0
5973;Primair inkomen, onbekend;493;383;2004;0.0;0.0;;;0.0
5974;Primair inkomen, onbekend;493;383;2005;0.0;0.0;;;0.0
5975;Primair inkomen, onbekend;493;384;2001;0.0;0.0;;;0.0
5976;Primair inkomen, onbekend;493;384;2002;0.0;0.0;;;0.0
5977;Primair inkomen, onbekend;493;384;2003;0.0;0.0;;;0.0
5978;Primair inkomen, onbekend;493;384;2004;0.0;0.0;;;0.0
5979;Primair inkomen, onbekend;493;384;2005;0.0;0.0;;;0.0
5980;Primair inkomen, onbekend;493;385;2001;0.0;0.0;;;0.0
5981;Primair inkomen, onbekend;493;385;2002;0.0;0.0;;;0.0
5982;Primair inkomen, onbekend;493;385;2003;0.0;0.0;;;0.0
5983;Primair inkomen, onbekend;493;385;2004;0.0;0.0;;;0.0
5984;Primair inkomen, onbekend;493;385;2005;0.0;0.0;;;0.0
5985;Primair inkomen, onbekend;493;401;2001;0.0;;;;
5986;Primair inkomen, onbekend;493;401;2002;0.0;;;;
5987;Primair inkomen, onbekend;493;401;2003;0.0;;;;
5988;Primair inkomen, onbekend;493;401;2004;0.0;;;;
5989;Primair inkomen, onbekend;493;401;2005;0.0;;;;
5990;Primair inkomen, onbekend;493;402;2001;0.0;;;;
5991;Primair inkomen, onbekend;493;402;2002;0.0;;;;
5992;Primair inkomen, onbekend;493;402;2003;0.0;;;;
5993;Primair inkomen, onbekend;493;402;2004;0.0;;;;
5994;Primair inkomen, onbekend;493;402;2005;0.0;;;;
5995;Primair inkomen, onbekend;493;403;2001;0.0;0.0;;;0.0
5996;Primair inkomen, onbekend;493;403;2002;0.0;0.0;;;0.0
5997;Primair inkomen, onbekend;493;403;2003;0.0;0.0;;;0.0
5998;Primair inkomen, onbekend;493;403;2004;0.0;0.0;;;0.0
5999;Primair inkomen, onbekend;493;403;2005;0.0;0.0;;;0.0
6000;Primair inkomen, onbekend;493;404;2001;0.0;0.0;;;0.0
6001;Primair inkomen, onbekend;493;404;2002;0.0;0.0;;;0.0
6002;Primair inkomen, onbekend;493;404;2003;0.0;0.0;;;0.0
6003;Primair inkomen, onbekend;493;404;2004;0.0;0.0;;;0.0
6004;Primair inkomen, onbekend;493;404;2005;0.0;0.0;;;0.0
6005;Primair inkomen, onbekend;493;405;2001;0.0;0.0;;;0.0
6006;Primair inkomen, onbekend;493;405;2002;0.0;0.0;;;0.0
6007;Primair inkomen, onbekend;493;405;2003;0.0;0.0;;;0.0
6008;Primair inkomen, onbekend;493;405;2004;0.0;0.0;;;0.0
6009;Primair inkomen, onbekend;493;405;2005;0.0;0.0;;;0.0
6010;Primair inkomen, onbekend;493;406;2001;0.0;0.0;;;0.0
6011;Primair inkomen, onbekend;493;406;2002;0.0;0.0;;;0.0
6012;Primair inkomen, onbekend;493;406;2003;0.0;0.0;;;0.0
6013;Primair inkomen, onbekend;493;406;2004;0.0;0.0;;;0.0
6014;Primair inkomen, onbekend;493;406;2005;0.0;0.0;;;0.0
6015;Primair inkomen, onbekend;493;407;2001;0.0;0.0;;;0.0
6016;Primair inkomen, onbekend;493;407;2002;0.0;0.0;;;0.0
6017;Primair inkomen, onbekend;493;407;2003;0.0;0.0;;;0.0
6018;Primair inkomen, onbekend;493;407;2004;0.0;0.0;;;0.0
6019;Primair inkomen, onbekend;493;407;2005;0.0;0.0;;;0.0
6020;Primair inkomen, onbekend;493;408;2001;0.0;0.0;;;0.0
6021;Primair inkomen, onbekend;493;408;2002;0.0;0.0;;;0.0
6022;Primair inkomen, onbekend;493;408;2003;0.0;0.0;;;0.0
6023;Primair inkomen, onbekend;493;408;2004;0.0;0.0;;;0.0
6024;Primair inkomen, onbekend;493;408;2005;0.0;0.0;;;0.0
6025;Primair inkomen, onbekend;493;409;2001;0.0;0.0;;;0.0
6026;Primair inkomen, onbekend;493;409;2002;0.0;0.0;;;0.0
6027;Primair inkomen, onbekend;493;409;2003;0.0;0.0;;;0.0
6028;Primair inkomen, onbekend;493;409;2004;0.0;0.0;;;0.0
6029;Primair inkomen, onbekend;493;409;2005;0.0;0.0;;;0.0
6030;Primair inkomen, onbekend;493;410;2001;0.0;0.0;;;0.0
6031;Primair inkomen, onbekend;493;410;2002;0.0;0.0;;;0.0
6032;Primair inkomen, onbekend;493;410;2003;0.0;0.0;;;0.0
6033;Primair inkomen, onbekend;493;410;2004;0.0;0.0;;;0.0
6034;Primair inkomen, onbekend;493;410;2005;0.0;0.0;;;0.0
6035;Primair inkomen, onbekend;493;411;2001;0.0;0.0;;;0.0
6036;Primair inkomen, onbekend;493;411;2002;0.0;0.0;;;0.0
6037;Primair inkomen, onbekend;493;411;2003;0.0;0.0;;;0.0
6038;Primair inkomen, onbekend;493;411;2004;0.0;0.0;;;0.0
6039;Primair inkomen, onbekend;493;411;2005;0.0;0.0;;;0.0
6040;Primair inkomen, onbekend;493;412;2001;0.0;0.0;;;0.0
6041;Primair inkomen, onbekend;493;412;2002;0.0;0.0;;;0.0
6042;Primair inkomen, onbekend;493;412;2003;0.0;0.0;;;0.0
6043;Primair inkomen, onbekend;493;412;2004;0.0;0.0;;;0.0
6044;Primair inkomen, onbekend;493;412;2005;0.0;0.0;;;0.0
6045;Primair inkomen, onbekend;493;413;2001;0.0;0.0;;;0.0
6046;Primair inkomen, onbekend;493;413;2002;0.0;0.0;;;0.0
6047;Primair inkomen, onbekend;493;413;2003;0.0;0.0;;;0.0
6048;Primair inkomen, onbekend;493;413;2004;0.0;0.0;;;0.0
6049;Primair inkomen, onbekend;493;413;2005;0.0;0.0;;;0.0
6050;Primair inkomen, onbekend;493;414;2001;0.0;0.0;;;0.0
6051;Primair inkomen, onbekend;493;414;2002;0.0;0.0;;;0.0
6052;Primair inkomen, onbekend;493;414;2003;0.0;0.0;;;0.0
6053;Primair inkomen, onbekend;493;414;2004;0.0;0.0;;;0.0
6054;Primair inkomen, onbekend;493;414;2005;0.0;0.0;;;0.0
6055;Primair inkomen, onbekend;493;415;2001;0.0;;;;
6056;Primair inkomen, onbekend;493;415;2002;0.0;;;;
6057;Primair inkomen, onbekend;493;415;2003;0.0;;;;
6058;Primair inkomen, onbekend;493;415;2004;0.0;;;;
6059;Primair inkomen, onbekend;493;415;2005;0.0;;;;
6060;Primair inkomen, onbekend;493;416;2001;0.0;;;;
6061;Primair inkomen, onbekend;493;416;2002;0.0;;;;
6062;Primair inkomen, onbekend;493;416;2003;0.0;;;;
6063;Primair inkomen, onbekend;493;416;2004;0.0;;;;
6064;Primair inkomen, onbekend;493;416;2005;0.0;;;;
6065;Primair inkomen, onbekend;493;417;2001;0.0;;;;
6066;Primair inkomen, onbekend;493;417;2002;0.0;;;;
6067;Primair inkomen, onbekend;493;417;2003;0.0;;;;
6068;Primair inkomen, onbekend;493;417;2004;0.0;;;;
6069;Primair inkomen, onbekend;493;417;2005;0.0;;;;
6070;Primair inkomen, onbekend;493;418;2001;0.0;;;;
6071;Primair inkomen, onbekend;493;418;2002;0.0;;;;
6072;Primair inkomen, onbekend;493;418;2003;0.0;;;;
6073;Primair inkomen, onbekend;493;418;2004;0.0;;;;
6074;Primair inkomen, onbekend;493;418;2005;0.0;;;;
6075;Primair inkomen, onbekend;493;731;2001;0.0;0.0;;;0.0
6076;Primair inkomen, onbekend;493;731;2002;0.0;0.0;;;0.0
6077;Primair inkomen, onbekend;493;731;2003;0.0;0.0;;;0.0
6078;Primair inkomen, onbekend;493;731;2004;0.0;0.0;;;0.0
6079;Primair inkomen, onbekend;493;731;2005;0.0;0.0;;;0.0
6080;Primair inkomen, onbekend;493;732;2001;0.0;0.0;;;0.0
6081;Primair inkomen, onbekend;493;732;2002;0.0;0.0;;;0.0
6082;Primair inkomen, onbekend;493;732;2003;0.0;0.0;;;0.0
6083;Primair inkomen, onbekend;493;732;2004;0.0;0.0;;;0.0
6084;Primair inkomen, onbekend;493;732;2005;0.0;0.0;;;0.0
6085;Primair inkomen, onbekend;493;733;2001;0.0;0.0;;;0.0
6086;Primair inkomen, onbekend;493;733;2002;0.0;0.0;;;0.0
6087;Primair inkomen, onbekend;493;733;2003;0.0;0.0;;;0.0
6088;Primair inkomen, onbekend;493;733;2004;0.0;0.0;;;0.0
6089;Primair inkomen, onbekend;493;733;2005;0.0;0.0;;;0.0
