ID;Inkomensbestanddelen;Populatie;Kenmerken;Perioden;AantalPersonen_1;PercentagePersonen_2;TotaalBedrag_3;GemiddeldBedrag_4;AandeelVanBrutoInkomen_5
87;1 Inkomen uit arbeid;492;363;2003;2835.0;69.3;134845.0;47.6;76.4
88;1 Inkomen uit arbeid;492;363;2004;2839.0;69.2;138973.0;49.0;75.6
89;1 Inkomen uit arbeid;492;363;2005;2814.0;68.7;140810.0;50.0;74.8
90;1 Inkomen uit arbeid;492;364;2001;2202.0;69.1;42104.0;19.1;77.9
91;1 Inkomen uit arbeid;492;364;2002;2238.0;69.2;45003.0;20.1;78.2
92;1 Inkomen uit arbeid;492;364;2003;2248.0;68.9;46845.0;20.8;77.9
93;1 Inkomen uit arbeid;492;364;2004;2265.0;68.5;48686.0;21.5;77.6
94;1 Inkomen uit arbeid;492;364;2005;2268.0;68.0;50326.0;22.2;76.9
95;1 Inkomen uit arbeid;492;365;2001;421.0;95.4;626.0;1.5;92.4
96;1 Inkomen uit arbeid;492;365;2002;418.0;95.7;664.0;1.6;93.7
97;1 Inkomen uit arbeid;492;365;2003;382.0;95.0;583.0;1.5;92.7
98;1 Inkomen uit arbeid;492;365;2004;344.0;94.1;491.0;1.4;91.6
99;1 Inkomen uit arbeid;492;365;2005;340.0;93.8;465.0;1.4;91.3
100;1 Inkomen uit arbeid;492;366;2001;974.0;91.9;14233.0;14.6;88.5
101;1 Inkomen uit arbeid;492;366;2002;969.0;91.8;14629.0;15.1;89.0
102;1 Inkomen uit arbeid;492;366;2003;954.0;91.0;14383.0;15.1;88.2
103;1 Inkomen uit arbeid;492;366;2004;935.0;89.6;14080.0;15.1;86.8
104;1 Inkomen uit arbeid;492;366;2005;897.0;88.6;13251.0;14.8;85.8
105;1 Inkomen uit arbeid;492;367;2001;106.0;53.8;1584.0;15.0;54.9
106;1 Inkomen uit arbeid;492;367;2002;109.0;54.8;1746.0;16.0;58.0
107;1 Inkomen uit arbeid;492;367;2003;110.0;54.7;1704.0;15.5;56.4
108;1 Inkomen uit arbeid;492;367;2004;111.0;54.7;1684.0;15.2;54.7
109;1 Inkomen uit arbeid;492;367;2005;133.0;58.5;2144.0;16.1;59.0
110;1 Inkomen uit arbeid;492;381;2001;58.0;77.4;25.0;0.4;47.4
111;1 Inkomen uit arbeid;492;381;2002;56.0;77.9;25.0;0.5;46.5
112;1 Inkomen uit arbeid;492;381;2003;50.0;74.8;21.0;0.4;40.4
113;1 Inkomen uit arbeid;492;381;2004;40.0;70.7;16.0;0.4;36.1
114;1 Inkomen uit arbeid;492;381;2005;33.0;65.7;12.0;0.4;28.5
115;1 Inkomen uit arbeid;492;382;2001;1564.0;94.1;14676.0;9.4;87.1
116;1 Inkomen uit arbeid;492;382;2002;1560.0;93.8;15197.0;9.7;87.6
117;1 Inkomen uit arbeid;492;382;2003;1517.0;92.8;14696.0;9.7;86.4
118;1 Inkomen uit arbeid;492;382;2004;1473.0;91.3;14148.0;9.6;84.6
119;1 Inkomen uit arbeid;492;382;2005;1462.0;90.7;13619.0;9.3;83.5
120;1 Inkomen uit arbeid;492;383;2001;3971.0;87.3;123642.0;31.1;88.6
121;1 Inkomen uit arbeid;492;383;2002;3944.0;87.1;128190.0;32.5;88.7
122;1 Inkomen uit arbeid;492;383;2003;3865.0;86.5;129617.0;33.5;88.5
123;1 Inkomen uit arbeid;492;383;2004;3790.0;85.9;130558.0;34.4;87.7
124;1 Inkomen uit arbeid;492;383;2005;3757.0;85.9;132848.0;35.4;87.4
125;1 Inkomen uit arbeid;492;384;2001;2340.0;69.0;85599.0;36.6;74.1
126;1 Inkomen uit arbeid;492;384;2002;2432.0;69.6;92023.0;37.8;74.5
127;1 Inkomen uit arbeid;492;384;2003;2497.0;69.9;97448.0;39.0;75.1
128;1 Inkomen uit arbeid;492;384;2004;2577.0;70.3;103015.0;40.0;74.5
129;1 Inkomen uit arbeid;492;384;2005;2627.0;69.9;106938.0;40.7;73.8
130;1 Inkomen uit arbeid;492;385;2001;108.0;5.2;993.0;9.2;3.0
131;1 Inkomen uit arbeid;492;385;2002;121.0;5.8;1121.0;9.2;3.2
132;1 Inkomen uit arbeid;492;385;2003;129.0;6.1;1259.0;9.7;3.4
133;1 Inkomen uit arbeid;492;385;2004;142.0;6.6;1488.0;10.5;3.9
134;1 Inkomen uit arbeid;492;385;2005;150.0;6.8;1680.0;11.2;4.1
135;1 Inkomen uit arbeid;492;401;2001;0.0;;;;
136;1 Inkomen uit arbeid;492;401;2002;0.0;;;;
137;1 Inkomen uit arbeid;492;401;2003;0.0;;;;
138;1 Inkomen uit arbeid;492;401;2004;0.0;;;;
139;1 Inkomen uit arbeid;492;401;2005;0.0;;;;
140;1 Inkomen uit arbeid;492;402;2001;0.0;;;;
141;1 Inkomen uit arbeid;492;402;2002;0.0;;;;
142;1 Inkomen uit arbeid;492;402;2003;0.0;;;;
143;1 Inkomen uit arbeid;492;402;2004;0.0;;;;
144;1 Inkomen uit arbeid;492;402;2005;0.0;;;;
145;1 Inkomen uit arbeid;492;403;2001;58.0;84.3;25.0;0.4;58.2
146;1 Inkomen uit arbeid;492;403;2002;55.0;85.6;25.0;0.4;59.1
147;1 Inkomen uit arbeid;492;403;2003;49.0;83.5;21.0;0.4;51.8
148;1 Inkomen uit arbeid;492;403;2004;39.0;79.0;15.0;0.4;46.4
149;1 Inkomen uit arbeid;492;403;2005;33.0;74.7;11.0;0.3;37.9
150;1 Inkomen uit arbeid;492;404;2001;699.0;95.3;2295.0;3.3;83.9
151;1 Inkomen uit arbeid;492;404;2002;699.0;95.3;2478.0;3.5;85.8
152;1 Inkomen uit arbeid;492;404;2003;672.0;94.3;2303.0;3.4;84.7
153;1 Inkomen uit arbeid;492;404;2004;642.0;92.8;2135.0;3.3;82.0
154;1 Inkomen uit arbeid;492;404;2005;637.0;91.8;1929.0;3.0;78.5
155;1 Inkomen uit arbeid;492;405;2001;865.0;93.0;12381.0;14.3;87.8
156;1 Inkomen uit arbeid;492;405;2002;861.0;92.7;12719.0;14.8;87.9
157;1 Inkomen uit arbeid;492;405;2003;846.0;91.6;12393.0;14.7;86.8
158;1 Inkomen uit arbeid;492;405;2004;830.0;90.2;12013.0;14.5;85.0
159;1 Inkomen uit arbeid;492;405;2005;825.0;89.9;11690.0;14.2;84.3
160;1 Inkomen uit arbeid;492;406;2001;917.0;91.2;23958.0;26.1;91.4
161;1 Inkomen uit arbeid;492;406;2002;879.0;90.7;23779.0;27.0;91.4
162;1 Inkomen uit arbeid;492;406;2003;850.0;90.1;23378.0;27.5;91.0
163;1 Inkomen uit arbeid;492;406;2004;832.0;89.6;23082.0;27.8;89.9
164;1 Inkomen uit arbeid;492;406;2005;835.0;90.0;23343.0;28.0;90.0
165;1 Inkomen uit arbeid;492;407;2001;1071.0;88.2;33228.0;31.0;90.0
166;1 Inkomen uit arbeid;492;407;2002;1058.0;88.1;34304.0;32.4;89.8
167;1 Inkomen uit arbeid;492;407;2003;1008.0;87.2;33762.0;33.5;89.5
168;1 Inkomen uit arbeid;492;407;2004;952.0;86.8;32502.0;34.1;89.3
169;1 Inkomen uit arbeid;492;407;2005;907.0;86.9;31835.0;35.1;89.1
170;1 Inkomen uit arbeid;492;408;2001;1028.0;85.9;33682.0;32.8;87.4
171;1 Inkomen uit arbeid;492;408;2002;1025.0;85.4;35057.0;34.2;87.6
172;1 Inkomen uit arbeid;492;408;2003;1014.0;84.9;35686.0;35.2;87.5
173;1 Inkomen uit arbeid;492;408;2004;1012.0;84.5;36868.0;36.4;86.9
174;1 Inkomen uit arbeid;492;408;2005;1017.0;84.8;38466.0;37.8;87.1
175;1 Inkomen uit arbeid;492;409;2001;955.0;84.4;32775.0;34.3;86.5
176;1 Inkomen uit arbeid;492;409;2002;981.0;84.8;35050.0;35.7;86.9
177;1 Inkomen uit arbeid;492;409;2003;993.0;84.7;36790.0;37.1;87.1
178;1 Inkomen uit arbeid;492;409;2004;995.0;83.7;38106.0;38.3;85.8
179;1 Inkomen uit arbeid;492;409;2005;998.0;82.8;39204.0;39.3;85.0
180;1 Inkomen uit arbeid;492;410;2001;857.0;82.6;31161.0;36.4;85.4
181;1 Inkomen uit arbeid;492;410;2002;867.0;82.5;33025.0;38.1;85.3
182;1 Inkomen uit arbeid;492;410;2003;881.0;82.5;34480.0;39.1;85.9
183;1 Inkomen uit arbeid;492;410;2004;904.0;82.8;36519.0;40.4;85.6
184;1 Inkomen uit arbeid;492;410;2005;913.0;82.2;37919.0;41.5;84.9
185;1 Inkomen uit arbeid;492;411;2001;765.0;78.0;28776.0;37.6;82.4
186;1 Inkomen uit arbeid;492;411;2002;772.0;78.9;29756.0;38.6;83.1
187;1 Inkomen uit arbeid;492;411;2003;768.0;78.5;30748.0;40.1;83.1
188;1 Inkomen uit arbeid;492;411;2004;773.0;78.5;31655.0;40.9;82.5
189;1 Inkomen uit arbeid;492;411;2005;779.0;78.3;32953.0;42.3;82.0
190;1 Inkomen uit arbeid;492;412;2001;528.0;67.1;20231.0;38.3;73.1
191;1 Inkomen uit arbeid;492;412;2002;585.0;68.4;22997.0;39.3;74.3
192;1 Inkomen uit arbeid;492;412;2003;617.0;68.5;25195.0;40.8;74.9
193;1 Inkomen uit arbeid;492;412;2004;649.0;69.6;26949.0;41.5;74.8
194;1 Inkomen uit arbeid;492;412;2005;676.0;69.4;27914.0;41.3;73.9
195;1 Inkomen uit arbeid;492;413;2001;190.0;32.4;5432.0;28.5;33.2
196;1 Inkomen uit arbeid;492;413;2002;209.0;34.3;6244.0;29.9;34.6
197;1 Inkomen uit arbeid;492;413;2003;231.0;36.8;7025.0;30.4;36.9
198;1 Inkomen uit arbeid;492;413;2004;251.0;38.2;7892.0;31.4;37.2
199;1 Inkomen uit arbeid;492;413;2005;259.0;38.2;8152.0;31.5;36.6
200;1 Inkomen uit arbeid;492;414;2001;62.0;9.7;648.0;10.4;5.8
201;1 Inkomen uit arbeid;492;414;2002;67.0;10.5;729.0;10.8;6.3
202;1 Inkomen uit arbeid;492;414;2003;73.0;11.2;857.0;11.7;6.9
203;1 Inkomen uit arbeid;492;414;2004;79.0;11.9;976.0;12.3;7.3
204;1 Inkomen uit arbeid;492;414;2005;86.0;12.5;1103.0;12.8;7.7
205;1 Inkomen uit arbeid;492;415;2001;26.0;4.7;162.0;6.3;1.9
206;1 Inkomen uit arbeid;492;415;2002;31.0;5.5;180.0;5.8;2.0
207;1 Inkomen uit arbeid;492;415;2003;32.0;5.6;236.0;7.4;2.5
208;1 Inkomen uit arbeid;492;415;2004;33.0;5.9;282.0;8.5;2.9
209;1 Inkomen uit arbeid;492;415;2005;35.0;6.1;322.0;9.3;3.3
210;1 Inkomen uit arbeid;492;416;2001;11.0;2.5;;;1.6
211;1 Inkomen uit arbeid;492;416;2002;14.0;3.1;;;1.8
212;1 Inkomen uit arbeid;492;416;2003;14.0;3.2;;;1.3
213;1 Inkomen uit arbeid;492;416;2004;17.0;3.9;;;2.0
214;1 Inkomen uit arbeid;492;416;2005;16.0;3.6;;;1.7
215;1 Inkomen uit arbeid;492;417;2001;6.0;2.1;;;1.5
216;1 Inkomen uit arbeid;492;417;2002;6.0;2.1;;;1.5
217;1 Inkomen uit arbeid;492;417;2003;7.0;2.5;;;1.1
218;1 Inkomen uit arbeid;492;417;2004;7.0;2.4;;;1.0
219;1 Inkomen uit arbeid;492;417;2005;9.0;2.9;;;1.3
220;1 Inkomen uit arbeid;492;418;2001;4.0;2.2;;;0.7
221;1 Inkomen uit arbeid;492;418;2002;4.0;2.2;;;0.6
222;1 Inkomen uit arbeid;492;418;2003;3.0;1.8;;;0.7
223;1 Inkomen uit arbeid;492;418;2004;4.0;2.4;;;1.0
224;1 Inkomen uit arbeid;492;418;2005;4.0;2.2;;;1.7
225;1 Inkomen uit arbeid;492;731;2001;1721.0;58.7;6445.0;3.7;42.2
226;1 Inkomen uit arbeid;492;731;2002;1738.0;58.8;6948.0;4.0;44.1
227;1 Inkomen uit arbeid;492;731;2003;1730.0;58.4;7097.0;4.1;43.4
228;1 Inkomen uit arbeid;492;731;2004;1695.0;57.0;7087.0;4.2;42.4
229;1 Inkomen uit arbeid;492;731;2005;1715.0;57.2;7075.0;4.1;40.9
230;1 Inkomen uit arbeid;492;732;2001;1410.0;48.1;18913.0;13.4;43.4
231;1 Inkomen uit arbeid;492;732;2002;1417.0;47.9;19814.0;14.0;43.4
232;1 Inkomen uit arbeid;492;732;2003;1382.0;46.6;19483.0;14.1;41.6
233;1 Inkomen uit arbeid;492;732;2004;1390.0;46.7;19747.0;14.2;41.3
234;1 Inkomen uit arbeid;492;732;2005;1354.0;45.2;19232.0;14.2;39.4
235;1 Inkomen uit arbeid;492;733;2001;2289.0;78.0;60166.0;26.3;73.9
236;1 Inkomen uit arbeid;492;733;2002;2309.0;78.1;62913.0;27.2;73.7
237;1 Inkomen uit arbeid;492;733;2003;2284.0;77.1;63472.0;27.8;72.4
238;1 Inkomen uit arbeid;492;733;2004;2275.0;76.5;64217.0;28.2;71.2
239;1 Inkomen uit arbeid;492;733;2005;2285.0;76.2;66152.0;29.0;71.1
240;1 Inkomen uit arbeid;492;734;2001;2620.0;89.4;139411.0;53.2;84.7
241;1 Inkomen uit arbeid;492;734;2002;2648.0;89.5;146880.0;55.5;84.7
242;1 Inkomen uit arbeid;492;734;2003;2662.0;89.9;152988.0;57.5;85.3
243;1 Inkomen uit arbeid;492;734;2004;2662.0;89.5;158174.0;59.4;84.2
244;1 Inkomen uit arbeid;492;734;2005;2675.0;89.2;162638.0;60.8;83.6
245;1 Inkomen uit arbeid;492;741;2001;929.0;79.2;1610.0;1.7;96.7
246;1 Inkomen uit arbeid;492;741;2002;926.0;78.3;1682.0;1.8;114.6
247;1 Inkomen uit arbeid;492;741;2003;922.0;77.8;1744.0;1.9;111.1
248;1 Inkomen uit arbeid;492;741;2004;891.0;74.9;1711.0;1.9;106.6
249;1 Inkomen uit arbeid;492;741;2005;896.0;74.7;1628.0;1.8;84.3
250;1 Inkomen uit arbeid;492;742;2001;486.0;41.5;2443.0;5.0;30.3
251;1 Inkomen uit arbeid;492;742;2002;492.0;41.6;2651.0;5.4;31.4
252;1 Inkomen uit arbeid;492;742;2003;487.0;41.1;2666.0;5.5;30.4
253;1 Inkomen uit arbeid;492;742;2004;484.0;40.7;2672.0;5.5;29.8
254;1 Inkomen uit arbeid;492;742;2005;490.0;40.8;2665.0;5.4;29.2
255;1 Inkomen uit arbeid;492;743;2001;515.0;43.9;4397.0;8.5;36.2
256;1 Inkomen uit arbeid;492;743;2002;522.0;44.1;4646.0;8.9;36.5
257;1 Inkomen uit arbeid;492;743;2003;519.0;43.8;4702.0;9.1;35.8
258;1 Inkomen uit arbeid;492;743;2004;523.0;44.0;4802.0;9.2;35.8
259;1 Inkomen uit arbeid;492;743;2005;537.0;44.8;4905.0;9.1;36.0
260;1 Inkomen uit arbeid;492;744;2001;498.0;42.4;5788.0;11.6;36.2
261;1 Inkomen uit arbeid;492;744;2002;508.0;42.9;6143.0;12.1;36.6
262;1 Inkomen uit arbeid;492;744;2003;490.0;41.4;6041.0;12.3;35.1
263;1 Inkomen uit arbeid;492;744;2004;490.0;41.2;6100.0;12.4;34.7
264;1 Inkomen uit arbeid;492;744;2005;483.0;40.3;5892.0;12.2;33.0
265;1 Inkomen uit arbeid;492;745;2001;704.0;60.0;11120.0;15.8;52.9
266;1 Inkomen uit arbeid;492;745;2002;707.0;59.7;11642.0;16.5;52.9
267;1 Inkomen uit arbeid;492;745;2003;693.0;58.5;11426.0;16.5;50.8
268;1 Inkomen uit arbeid;492;745;2004;696.0;58.5;11550.0;16.6;50.4
269;1 Inkomen uit arbeid;492;745;2005;663.0;55.3;11217.0;16.9;47.6
270;1 Inkomen uit arbeid;492;746;2001;821.0;70.0;17497.0;21.3;64.0
271;1 Inkomen uit arbeid;492;746;2002;829.0;70.1;18309.0;22.1;64.0
272;1 Inkomen uit arbeid;492;746;2003;820.0;69.2;18235.0;22.2;62.4
273;1 Inkomen uit arbeid;492;746;2004;816.0;68.6;18333.0;22.5;61.2
274;1 Inkomen uit arbeid;492;746;2005;824.0;68.7;18976.0;23.0;61.3
275;1 Inkomen uit arbeid;492;747;2001;959.0;81.7;26337.0;27.5;76.9
276;1 Inkomen uit arbeid;492;747;2002;965.0;81.6;27388.0;28.4;76.2
277;1 Inkomen uit arbeid;492;747;2003;949.0;80.1;27522.0;29.0;74.6
278;1 Inkomen uit arbeid;492;747;2004;953.0;80.1;28067.0;29.4;73.9
279;1 Inkomen uit arbeid;492;747;2005;947.0;78.9;28607.0;30.2;72.9
280;1 Inkomen uit arbeid;492;748;2001;1032.0;88.0;34947.0;33.9;83.9
281;1 Inkomen uit arbeid;492;748;2002;1042.0;88.1;36801.0;35.3;84.0
282;1 Inkomen uit arbeid;492;748;2003;1041.0;87.9;37775.0;36.3;83.5
283;1 Inkomen uit arbeid;492;748;2004;1032.0;86.8;38426.0;37.2;82.2
284;1 Inkomen uit arbeid;492;748;2005;1044.0;87.1;39882.0;38.2;82.5
285;1 Inkomen uit arbeid;492;749;2001;1047.0;89.3;44987.0;43.0;85.8
286;1 Inkomen uit arbeid;492;749;2002;1060.0;89.6;47508.0;44.8;85.9
287;1 Inkomen uit arbeid;492;749;2003;1064.0;89.8;49021.0;46.1;85.8
288;1 Inkomen uit arbeid;492;749;2004;1066.0;89.6;50668.0;47.5;85.4
289;1 Inkomen uit arbeid;492;749;2005;1070.0;89.2;52399.0;49.0;85.1
290;1 Inkomen uit arbeid;492;750;2001;1050.0;89.5;75810.0;72.2;83.9
291;1 Inkomen uit arbeid;492;750;2002;1060.0;89.7;79785.0;75.2;83.8
292;1 Inkomen uit arbeid;492;750;2003;1072.0;90.5;83907.0;78.3;85.2
293;1 Inkomen uit arbeid;492;750;2004;1069.0;89.9;86896.0;81.3;83.5
294;1 Inkomen uit arbeid;492;750;2005;1074.0;89.6;88926.0;82.8;82.7
295;1 Inkomen uit arbeid;492;422;2001;6682.0;68.4;191273.0;28.6;73.8
296;1 Inkomen uit arbeid;492;422;2002;6726.0;68.5;201115.0;29.9;74.0
297;1 Inkomen uit arbeid;492;422;2003;6695.0;68.2;207144.0;30.9;73.9
298;1 Inkomen uit arbeid;492;422;2004;6673.0;67.7;212612.0;31.9;73.0
299;1 Inkomen uit arbeid;492;422;2005;6667.0;67.3;217479.0;32.6;72.3
300;1 Inkomen uit arbeid;492;423;2001;705.0;67.2;21019.0;29.8;73.1
301;1 Inkomen uit arbeid;492;423;2002;705.0;66.8;21541.0;30.5;72.5
302;1 Inkomen uit arbeid;492;423;2003;692.0;65.6;21740.0;31.4;71.5
303;1 Inkomen uit arbeid;492;423;2004;687.0;64.9;22233.0;32.4;71.0
304;1 Inkomen uit arbeid;492;423;2005;688.0;64.3;22815.0;33.2;70.7
305;1 Inkomen uit arbeid;492;424;2001;253.0;73.1;7462.0;29.5;75.3
306;1 Inkomen uit arbeid;492;424;2002;252.0;73.0;7810.0;31.0;75.3
307;1 Inkomen uit arbeid;492;424;2003;245.0;71.9;8091.0;33.0;75.0
308;1 Inkomen uit arbeid;492;424;2004;243.0;71.1;8023.0;33.0;73.9
309;1 Inkomen uit arbeid;492;424;2005;241.0;70.2;8358.0;34.8;73.6
310;1 Inkomen uit arbeid;492;425;2001;172.0;55.0;5248.0;30.5;63.9
311;1 Inkomen uit arbeid;492;425;2002;169.0;54.2;5212.0;30.9;62.2
312;1 Inkomen uit arbeid;492;425;2003;161.0;52.6;5118.0;31.7;60.5
313;1 Inkomen uit arbeid;492;425;2004;158.0;51.5;5268.0;33.4;60.9
314;1 Inkomen uit arbeid;492;425;2005;154.0;50.6;5039.0;32.7;59.0
315;1 Inkomen uit arbeid;492;426;2001;50.0;60.2;1559.0;30.9;68.8
316;1 Inkomen uit arbeid;492;426;2002;51.0;59.6;1576.0;31.2;68.7
