ID;Leeftijd;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
30;Totaal alle leeftijden;2042;180801;81889;67331;20984;10594;1.74707;0.79869;0.6485;0.2;0.09987
31;Totaal alle leeftijden;2043;180495;81899;67165;20892;10534;1.74707;0.79869;0.6485;0.2;0.09987
32;Totaal alle leeftijden;2044;180387;82003;67075;20824;10484;1.74707;0.79869;0.64851;0.2;0.09987
33;Totaal alle leeftijden;2045;180475;82188;67064;20777;10444;1.74707;0.79869;0.6485;0.2;0.09987
34;Totaal alle leeftijden;2046;180746;82442;67128;20754;10418;1.74707;0.79869;0.6485;0.2;0.09987
35;Totaal alle leeftijden;2047;181172;82749;67268;20753;10404;1.74707;0.79869;0.6485;0.2;0.09987
36;Totaal alle leeftijden;2048;181722;83070;67468;20781;10396;1.74707;0.79869;0.6485;0.2;0.09987
37;Totaal alle leeftijden;2049;182350;83399;67706;20834;10406;1.74707;0.79869;0.6485;0.2;0.09987
38;Totaal alle leeftijden;2050;183016;83713;67978;20902;10422;1.74707;0.79869;0.6485;0.2;0.09987
39;Totaal alle leeftijden;2051;183700;84002;68262;20985;10451;1.74707;0.79869;0.6485;0.2;0.09987
40;Totaal alle leeftijden;2052;184380;84270;68547;21078;10483;1.74707;0.79869;0.6485;0.2;0.09987
41;Totaal alle leeftijden;2053;185022;84504;68824;21169;10523;1.74707;0.79869;0.6485;0.2;0.09987
42;Totaal alle leeftijden;2054;185611;84706;69074;21260;10564;1.74707;0.79869;0.6485;0.2;0.09987
43;Totaal alle leeftijden;2055;186125;84870;69296;21349;10609;1.74707;0.79869;0.6485;0.2;0.09987
44;Totaal alle leeftijden;2056;186557;84993;69486;21425;10651;1.74707;0.79869;0.6485;0.2;0.09987
45;Totaal alle leeftijden;2057;186897;85070;69645;21497;10687;1.74707;0.79869;0.6485;0.2;0.09987
46;Totaal alle leeftijden;2058;187146;85102;69764;21554;10725;1.74707;0.79869;0.6485;0.2;0.09987
47;Totaal alle leeftijden;2059;187292;85089;69849;21603;10756;1.74707;0.79869;0.6485;0.2;0.09987
48;15 jaar of jonger;2012;27;27;0;0;0;0.00028;0.00028;0.0;0.0;0.0
49;15 jaar of jonger;2013;28;28;0;0;0;0.00028;0.00028;0.0;0.0;0.0
50;15 jaar of jonger;2014;28;28;0;0;0;0.00028;0.00028;0.0;0.0;0.0
51;15 jaar of jonger;2015;27;27;0;0;0;0.00026;0.00026;0.0;0.0;0.0
52;15 jaar of jonger;2016;28;28;0;0;0;0.00028;0.00028;0.0;0.0;0.0
53;15 jaar of jonger;2017;27;27;0;0;0;0.00027;0.00027;0.0;0.0;0.0
54;15 jaar of jonger;2018;27;27;0;0;0;0.00027;0.00027;0.0;0.0;0.0
55;15 jaar of jonger;2019;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
56;15 jaar of jonger;2020;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
57;15 jaar of jonger;2021;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
58;15 jaar of jonger;2022;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
59;15 jaar of jonger;2023;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
60;15 jaar of jonger;2024;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
61;15 jaar of jonger;2025;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
62;15 jaar of jonger;2026;24;24;0;0;0;0.00027;0.00027;0.0;0.0;0.0
63;15 jaar of jonger;2027;24;24;0;0;0;0.00027;0.00027;0.0;0.0;0.0
64;15 jaar of jonger;2028;24;24;0;0;0;0.00027;0.00027;0.0;0.0;0.0
65;15 jaar of jonger;2029;24;24;0;0;0;0.00027;0.00027;0.0;0.0;0.0
66;15 jaar of jonger;2030;24;24;0;0;0;0.00027;0.00027;0.0;0.0;0.0
67;15 jaar of jonger;2031;24;24;0;0;0;0.00027;0.00027;0.0;0.0;0.0
68;15 jaar of jonger;2032;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
69;15 jaar of jonger;2033;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
70;15 jaar of jonger;2034;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
71;15 jaar of jonger;2035;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
72;15 jaar of jonger;2036;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
73;15 jaar of jonger;2037;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
74;15 jaar of jonger;2038;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
75;15 jaar of jonger;2039;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
76;15 jaar of jonger;2040;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
77;15 jaar of jonger;2041;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
78;15 jaar of jonger;2042;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
79;15 jaar of jonger;2043;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
80;15 jaar of jonger;2044;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
81;15 jaar of jonger;2045;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
82;15 jaar of jonger;2046;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
83;15 jaar of jonger;2047;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
84;15 jaar of jonger;2048;26;26;0;0;0;0.00027;0.00027;0.0;0.0;0.0
85;15 jaar of jonger;2049;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
86;15 jaar of jonger;2050;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
87;15 jaar of jonger;2051;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
88;15 jaar of jonger;2052;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
89;15 jaar of jonger;2053;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
90;15 jaar of jonger;2054;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
91;15 jaar of jonger;2055;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
92;15 jaar of jonger;2056;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
93;15 jaar of jonger;2057;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
94;15 jaar of jonger;2058;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
95;15 jaar of jonger;2059;25;25;0;0;0;0.00027;0.00027;0.0;0.0;0.0
96;16 jaar;2012;73;72;1;0;0;0.00078;0.00077;1e-05;0.0;0.0
97;16 jaar;2013;66;65;1;0;0;0.00068;0.00068;1e-05;0.0;0.0
98;16 jaar;2014;65;64;1;0;0;0.00066;0.00065;1e-05;0.0;0.0
99;16 jaar;2015;66;65;1;0;0;0.00066;0.00065;1e-05;0.0;0.0
100;16 jaar;2016;69;69;1;0;0;0.00068;0.00067;1e-05;0.0;0.0
101;16 jaar;2017;67;67;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
102;16 jaar;2018;66;65;1;0;0;0.00066;0.00065;1e-05;0.0;0.0
103;16 jaar;2019;66;65;1;0;0;0.00066;0.00065;1e-05;0.0;0.0
104;16 jaar;2020;64;63;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
105;16 jaar;2021;62;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
106;16 jaar;2022;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
107;16 jaar;2023;60;59;1;0;0;0.00066;0.00066;1e-05;0.0;0.0
108;16 jaar;2024;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
109;16 jaar;2025;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
110;16 jaar;2026;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
111;16 jaar;2027;59;59;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
112;16 jaar;2028;58;58;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
113;16 jaar;2029;58;58;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
114;16 jaar;2030;59;58;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
115;16 jaar;2031;59;59;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
116;16 jaar;2032;60;59;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
117;16 jaar;2033;60;59;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
118;16 jaar;2034;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
119;16 jaar;2035;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
120;16 jaar;2036;61;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
121;16 jaar;2037;62;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
122;16 jaar;2038;62;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
123;16 jaar;2039;62;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
124;16 jaar;2040;62;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
125;16 jaar;2041;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
126;16 jaar;2042;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
127;16 jaar;2043;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
128;16 jaar;2044;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
129;16 jaar;2045;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
130;16 jaar;2046;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
131;16 jaar;2047;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
132;16 jaar;2048;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
133;16 jaar;2049;63;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
134;16 jaar;2050;62;62;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
135;16 jaar;2051;62;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
136;16 jaar;2052;62;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
137;16 jaar;2053;61;61;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
138;16 jaar;2054;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
139;16 jaar;2055;61;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
140;16 jaar;2056;60;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
141;16 jaar;2057;60;60;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
142;16 jaar;2058;60;59;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
143;16 jaar;2059;60;59;1;0;0;0.00067;0.00066;1e-05;0.0;0.0
144;17 jaar;2012;201;197;4;0;0;0.00211;0.00207;4e-05;0.0;0.0
145;17 jaar;2013;192;187;4;0;0;0.00203;0.00198;5e-05;0.0;0.0
146;17 jaar;2014;188;183;5;0;0;0.00195;0.0019;5e-05;0.0;0.0
147;17 jaar;2015;190;186;4;0;0;0.00193;0.00188;4e-05;0.0;0.0
148;17 jaar;2016;189;185;5;0;0;0.0019;0.00186;5e-05;0.0;0.0
149;17 jaar;2017;198;193;5;0;0;0.00193;0.00189;5e-05;0.0;0.0
150;17 jaar;2018;193;188;5;0;0;0.00192;0.00187;5e-05;0.0;0.0
151;17 jaar;2019;190;185;5;0;0;0.00191;0.00186;5e-05;0.0;0.0
152;17 jaar;2020;189;184;5;0;0;0.00191;0.00186;5e-05;0.0;0.0
153;17 jaar;2021;184;179;5;0;0;0.00191;0.00187;5e-05;0.0;0.0
154;17 jaar;2022;178;174;4;0;0;0.00192;0.00187;5e-05;0.0;0.0
155;17 jaar;2023;176;171;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
156;17 jaar;2024;173;169;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
157;17 jaar;2025;175;171;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
158;17 jaar;2026;176;171;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
159;17 jaar;2027;176;171;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
160;17 jaar;2028;171;167;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
161;17 jaar;2029;168;164;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
162;17 jaar;2030;168;164;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
163;17 jaar;2031;169;165;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
164;17 jaar;2032;170;166;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
165;17 jaar;2033;172;167;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
166;17 jaar;2034;173;169;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
167;17 jaar;2035;174;170;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
168;17 jaar;2036;176;171;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
169;17 jaar;2037;177;172;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
170;17 jaar;2038;178;173;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
171;17 jaar;2039;178;174;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
172;17 jaar;2040;179;175;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
173;17 jaar;2041;180;175;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
174;17 jaar;2042;180;176;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
175;17 jaar;2043;181;176;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
176;17 jaar;2044;181;176;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
177;17 jaar;2045;181;177;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
178;17 jaar;2046;181;177;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
179;17 jaar;2047;181;177;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
180;17 jaar;2048;181;176;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
181;17 jaar;2049;181;176;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
182;17 jaar;2050;180;176;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
183;17 jaar;2051;179;175;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
184;17 jaar;2052;178;174;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
185;17 jaar;2053;177;173;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
186;17 jaar;2054;176;172;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
187;17 jaar;2055;176;171;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
188;17 jaar;2056;175;170;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
189;17 jaar;2057;174;170;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
190;17 jaar;2058;173;169;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
191;17 jaar;2059;173;169;4;0;0;0.00191;0.00186;5e-05;0.0;0.0
192;18 jaar;2012;468;445;22;0;0;0.00475;0.00452;0.00023;0.0;0.0
193;18 jaar;2013;462;440;21;0;0;0.00482;0.00459;0.00022;0.0;0.0
194;18 jaar;2014;454;434;21;0;0;0.00478;0.00456;0.00022;0.0;0.0
195;18 jaar;2015;449;429;20;0;0;0.00463;0.00443;0.0002;0.0;0.0
196;18 jaar;2016;457;436;21;0;0;0.0046;0.00439;0.00021;0.0;0.0
197;18 jaar;2017;464;442;22;0;0;0.00464;0.00442;0.00022;0.0;0.0
198;18 jaar;2018;476;454;22;0;0;0.00463;0.00441;0.00022;0.0;0.0
199;18 jaar;2019;466;444;22;0;0;0.00461;0.0044;0.00021;0.0;0.0
200;18 jaar;2020;460;438;21;0;0;0.00459;0.00438;0.00021;0.0;0.0
201;18 jaar;2021;459;438;21;0;0;0.00461;0.00439;0.00021;0.0;0.0
202;18 jaar;2022;446;425;21;0;0;0.00461;0.0044;0.00022;0.0;0.0
203;18 jaar;2023;432;411;20;0;0;0.00461;0.0044;0.00021;0.0;0.0
204;18 jaar;2024;426;406;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
205;18 jaar;2025;420;401;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
206;18 jaar;2026;425;405;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
207;18 jaar;2027;426;406;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
208;18 jaar;2028;426;406;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
209;18 jaar;2029;414;395;19;0;0;0.00461;0.00439;0.00021;0.0;0.0
210;18 jaar;2030;407;388;19;0;0;0.00461;0.00439;0.00021;0.0;0.0
211;18 jaar;2031;408;389;19;0;0;0.00461;0.00439;0.00021;0.0;0.0
212;18 jaar;2032;410;391;19;0;0;0.00461;0.00439;0.00021;0.0;0.0
213;18 jaar;2033;413;394;19;0;0;0.00461;0.00439;0.00021;0.0;0.0
214;18 jaar;2034;416;397;19;0;0;0.00461;0.00439;0.00021;0.0;0.0
215;18 jaar;2035;420;401;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
216;18 jaar;2036;423;403;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
217;18 jaar;2037;426;406;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
218;18 jaar;2038;428;408;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
219;18 jaar;2039;431;411;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
220;18 jaar;2040;432;412;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
221;18 jaar;2041;434;414;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
222;18 jaar;2042;436;415;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
223;18 jaar;2043;437;416;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
224;18 jaar;2044;438;417;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
225;18 jaar;2045;438;418;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
226;18 jaar;2046;439;418;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
227;18 jaar;2047;439;419;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
228;18 jaar;2048;439;419;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
229;18 jaar;2049;438;418;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
230;18 jaar;2050;438;417;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
231;18 jaar;2051;436;416;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
232;18 jaar;2052;434;414;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
233;18 jaar;2053;432;412;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
234;18 jaar;2054;430;410;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
235;18 jaar;2055;428;408;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
236;18 jaar;2056;425;406;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
237;18 jaar;2057;423;404;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
238;18 jaar;2058;422;402;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
239;18 jaar;2059;420;401;20;0;0;0.00461;0.00439;0.00021;0.0;0.0
240;19 jaar;2012;946;868;77;0;1;0.00952;0.00873;0.00078;0.0;1e-05
241;19 jaar;2013;965;883;82;0;0;0.00969;0.00886;0.00083;0.0;0.0
242;19 jaar;2014;935;856;79;0;0;0.00964;0.00883;0.00081;0.0;0.0
243;19 jaar;2015;927;847;79;0;0;0.00962;0.0088;0.00082;0.0;0.0
244;19 jaar;2016;931;851;79;0;0;0.0095;0.00869;0.00081;0.0;0.0
245;19 jaar;2017;958;875;83;0;0;0.00953;0.0087;0.00083;0.0;0.0
246;19 jaar;2018;963;879;84;0;0;0.00951;0.00868;0.00083;0.0;0.0
247;19 jaar;2019;986;900;86;0;0;0.00948;0.00865;0.00083;0.0;0.0
248;19 jaar;2020;967;883;84;0;0;0.00946;0.00864;0.00082;0.0;0.0
249;19 jaar;2021;959;875;83;0;0;0.00947;0.00865;0.00082;0.0;0.0
250;19 jaar;2022;956;872;83;0;0;0.00948;0.00865;0.00082;0.0;0.0
251;19 jaar;2023;927;846;81;0;0;0.00948;0.00865;0.00082;0.0;0.0
252;19 jaar;2024;898;819;78;0;0;0.00947;0.00865;0.00082;0.0;0.0
253;19 jaar;2025;886;809;77;0;0;0.00947;0.00865;0.00082;0.0;0.0
254;19 jaar;2026;875;799;76;0;0;0.00948;0.00865;0.00082;0.0;0.0
255;19 jaar;2027;885;808;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
256;19 jaar;2028;887;810;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
257;19 jaar;2029;886;809;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
258;19 jaar;2030;862;787;75;0;0;0.00948;0.00865;0.00082;0.0;0.0
259;19 jaar;2031;848;774;74;0;0;0.00948;0.00865;0.00082;0.0;0.0
260;19 jaar;2032;850;776;74;0;0;0.00948;0.00865;0.00082;0.0;0.0
261;19 jaar;2033;853;779;74;0;0;0.00948;0.00865;0.00082;0.0;0.0
262;19 jaar;2034;861;786;75;0;0;0.00948;0.00865;0.00082;0.0;0.0
263;19 jaar;2035;867;791;75;0;0;0.00948;0.00865;0.00082;0.0;0.0
264;19 jaar;2036;875;798;76;0;0;0.00948;0.00865;0.00082;0.0;0.0
265;19 jaar;2037;880;804;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
266;19 jaar;2038;886;809;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
267;19 jaar;2039;891;814;78;0;0;0.00948;0.00865;0.00082;0.0;0.0
268;19 jaar;2040;896;818;78;0;0;0.00948;0.00865;0.00082;0.0;0.0
269;19 jaar;2041;900;821;78;0;0;0.00948;0.00865;0.00082;0.0;0.0
270;19 jaar;2042;903;824;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
271;19 jaar;2043;907;828;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
272;19 jaar;2044;909;830;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
273;19 jaar;2045;911;831;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
274;19 jaar;2046;912;832;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
275;19 jaar;2047;913;833;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
276;19 jaar;2048;914;834;80;0;0;0.00948;0.00865;0.00082;0.0;0.0
277;19 jaar;2049;914;834;80;0;0;0.00948;0.00865;0.00082;0.0;0.0
278;19 jaar;2050;912;833;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
279;19 jaar;2051;910;831;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
280;19 jaar;2052;908;829;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
281;19 jaar;2053;904;825;79;0;0;0.00948;0.00865;0.00082;0.0;0.0
282;19 jaar;2054;900;821;78;0;0;0.00948;0.00865;0.00082;0.0;0.0
283;19 jaar;2055;895;817;78;0;0;0.00948;0.00865;0.00082;0.0;0.0
284;19 jaar;2056;890;813;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
285;19 jaar;2057;886;808;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
286;19 jaar;2058;881;805;77;0;0;0.00948;0.00865;0.00082;0.0;0.0
287;19 jaar;2059;878;801;76;0;0;0.00948;0.00865;0.00082;0.0;0.0
288;20 jaar;2012;1466;1283;174;5;3;0.01443;0.01263;0.00172;5e-05;3e-05
289;20 jaar;2013;1438;1265;171;1;1;0.01425;0.01254;0.00169;1e-05;1e-05
290;20 jaar;2014;1439;1265;173;0;0;0.01423;0.01252;0.00172;0.0;0.0
291;20 jaar;2015;1387;1217;170;0;0;0.01407;0.01235;0.00172;0.0;0.0
292;20 jaar;2016;1376;1203;171;1;1;0.01405;0.01229;0.00175;1e-05;1e-05
293;20 jaar;2017;1408;1233;175;0;0;0.01414;0.01238;0.00175;0.0;0.0
294;20 jaar;2018;1435;1256;179;0;0;0.01404;0.01229;0.00175;0.0;0.0
