ID;Leeftijd;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
584;26 jaar;2020;9333;5873;2815;482;163;0.0862;0.05424;0.026;0.00445;0.00151
585;26 jaar;2021;9126;5745;2752;466;163;0.08604;0.05417;0.02594;0.00439;0.00154
586;26 jaar;2022;9067;5706;2734;462;165;0.08603;0.05414;0.02594;0.00438;0.00157
587;26 jaar;2023;9208;5795;2780;463;170;0.08601;0.05413;0.02597;0.00433;0.00159
588;26 jaar;2024;9434;5939;2848;471;175;0.08598;0.05413;0.02596;0.00429;0.0016
589;26 jaar;2025;9483;5971;2864;472;176;0.08594;0.05412;0.02595;0.00428;0.00159
590;26 jaar;2026;9717;6118;2935;483;181;0.08593;0.05411;0.02595;0.00427;0.0016
591;26 jaar;2027;9573;6027;2891;476;178;0.08594;0.05411;0.02596;0.00428;0.0016
592;26 jaar;2028;9493;5977;2868;472;177;0.08594;0.05411;0.02596;0.00427;0.0016
593;26 jaar;2029;9458;5955;2857;470;176;0.08594;0.05411;0.02596;0.00427;0.0016
594;26 jaar;2030;9216;5803;2784;458;171;0.08594;0.05411;0.02596;0.00427;0.0016
595;26 jaar;2031;8961;5642;2707;445;167;0.08594;0.05411;0.02596;0.00427;0.0016
596;26 jaar;2032;8861;5579;2676;440;165;0.08594;0.05411;0.02596;0.00427;0.0016
597;26 jaar;2033;8767;5520;2648;436;163;0.08594;0.05411;0.02596;0.00427;0.0016
598;26 jaar;2034;8860;5578;2676;440;165;0.08594;0.05411;0.02596;0.00427;0.0016
599;26 jaar;2035;8879;5590;2682;441;165;0.08594;0.05411;0.02596;0.00427;0.0016
600;26 jaar;2036;8874;5587;2680;441;165;0.08594;0.05411;0.02596;0.00427;0.0016
601;26 jaar;2037;8672;5460;2619;431;161;0.08594;0.05411;0.02596;0.00427;0.0016
602;26 jaar;2038;8557;5388;2584;425;159;0.08594;0.05411;0.02596;0.00427;0.0016
603;26 jaar;2039;8575;5399;2590;426;160;0.08594;0.05411;0.02596;0.00427;0.0016
604;26 jaar;2040;8610;5421;2601;428;160;0.08594;0.05411;0.02596;0.00427;0.0016
605;26 jaar;2041;8678;5464;2621;431;162;0.08594;0.05411;0.02596;0.00427;0.0016
606;26 jaar;2042;8738;5502;2639;434;163;0.08594;0.05411;0.02596;0.00427;0.0016
607;26 jaar;2043;8810;5547;2661;438;164;0.08594;0.05411;0.02596;0.00427;0.0016
608;26 jaar;2044;8865;5582;2678;441;165;0.08594;0.05411;0.02596;0.00427;0.0016
609;26 jaar;2045;8918;5615;2694;443;166;0.08594;0.05411;0.02596;0.00427;0.0016
610;26 jaar;2046;8967;5646;2708;446;167;0.08594;0.05411;0.02596;0.00427;0.0016
611;26 jaar;2047;9015;5676;2723;448;168;0.08594;0.05411;0.02596;0.00427;0.0016
612;26 jaar;2048;9049;5697;2733;450;168;0.08594;0.05411;0.02596;0.00427;0.0016
613;26 jaar;2049;9081;5718;2743;451;169;0.08594;0.05411;0.02596;0.00427;0.0016
614;26 jaar;2050;9116;5740;2754;453;170;0.08594;0.05411;0.02596;0.00427;0.0016
615;26 jaar;2051;9140;5755;2761;454;170;0.08594;0.05411;0.02596;0.00427;0.0016
616;26 jaar;2052;9156;5765;2766;455;170;0.08594;0.05411;0.02596;0.00427;0.0016
617;26 jaar;2053;9171;5774;2770;456;171;0.08594;0.05411;0.02596;0.00427;0.0016
618;26 jaar;2054;9183;5782;2774;456;171;0.08594;0.05411;0.02596;0.00427;0.0016
619;26 jaar;2055;9192;5788;2776;457;171;0.08594;0.05411;0.02596;0.00427;0.0016
620;26 jaar;2056;9194;5789;2777;457;171;0.08594;0.05411;0.02596;0.00427;0.0016
621;26 jaar;2057;9186;5784;2775;457;171;0.08594;0.05411;0.02596;0.00427;0.0016
622;26 jaar;2058;9172;5775;2770;456;171;0.08594;0.05411;0.02596;0.00427;0.0016
623;26 jaar;2059;9150;5761;2764;455;170;0.08594;0.05411;0.02596;0.00427;0.0016
624;27 jaar;2012;10258;6113;3253;724;168;0.10087;0.06011;0.03199;0.00712;0.00165
625;27 jaar;2013;10599;6403;3296;734;167;0.1016;0.06138;0.03159;0.00703;0.0016
626;27 jaar;2014;10682;6423;3346;739;175;0.10249;0.06162;0.03211;0.00709;0.00168
627;27 jaar;2015;10830;6495;3417;730;188;0.10367;0.06217;0.03271;0.00699;0.0018
628;27 jaar;2016;11021;6622;3482;723;193;0.10412;0.06256;0.0329;0.00683;0.00182
629;27 jaar;2017;11411;6857;3623;722;209;0.10435;0.0627;0.03313;0.0066;0.00191
630;27 jaar;2018;11410;6858;3622;713;217;0.10391;0.06245;0.03298;0.0065;0.00197
631;27 jaar;2019;11285;6767;3598;698;222;0.10379;0.06223;0.03309;0.00642;0.00204
632;27 jaar;2020;11250;6749;3586;687;228;0.10377;0.06225;0.03307;0.00634;0.0021
633;27 jaar;2021;11272;6774;3589;682;227;0.10366;0.06229;0.03301;0.00627;0.00209
634;27 jaar;2022;11033;6628;3514;664;227;0.10356;0.06222;0.03299;0.00623;0.00213
635;27 jaar;2023;10949;6582;3492;647;229;0.10341;0.06217;0.03298;0.00611;0.00216
636;27 jaar;2024;11120;6685;3548;652;235;0.1034;0.06216;0.03299;0.00606;0.00219
637;27 jaar;2025;11396;6853;3636;664;242;0.10339;0.06217;0.03299;0.00603;0.0022
638;27 jaar;2026;11458;6892;3657;665;244;0.10336;0.06217;0.03299;0.006;0.0022
639;27 jaar;2027;11739;7060;3747;681;251;0.10335;0.06216;0.03299;0.00599;0.00221
640;27 jaar;2028;11565;6956;3692;670;247;0.10334;0.06215;0.03299;0.00599;0.00221
641;27 jaar;2029;11472;6899;3662;665;245;0.10335;0.06216;0.03299;0.00599;0.00221
642;27 jaar;2030;11431;6875;3649;663;244;0.10335;0.06216;0.03299;0.00599;0.00221
643;27 jaar;2031;11142;6701;3557;646;238;0.10335;0.06216;0.03299;0.00599;0.00221
644;27 jaar;2032;10838;6518;3460;628;232;0.10335;0.06216;0.03299;0.00599;0.00221
645;27 jaar;2033;10718;6446;3421;621;229;0.10335;0.06216;0.03299;0.00599;0.00221
646;27 jaar;2034;10606;6379;3386;615;227;0.10335;0.06216;0.03299;0.00599;0.00221
647;27 jaar;2035;10717;6446;3421;621;229;0.10335;0.06216;0.03299;0.00599;0.00221
648;27 jaar;2036;10740;6459;3428;623;230;0.10335;0.06216;0.03299;0.00599;0.00221
649;27 jaar;2037;10735;6456;3427;622;230;0.10335;0.06216;0.03299;0.00599;0.00221
650;27 jaar;2038;10495;6312;3350;608;224;0.10335;0.06216;0.03299;0.00599;0.00221
651;27 jaar;2039;10357;6229;3306;600;221;0.10335;0.06216;0.03299;0.00599;0.00221
652;27 jaar;2040;10379;6243;3313;602;222;0.10335;0.06216;0.03299;0.00599;0.00221
653;27 jaar;2041;10422;6268;3327;604;223;0.10335;0.06216;0.03299;0.00599;0.00221
654;27 jaar;2042;10504;6317;3353;609;225;0.10335;0.06216;0.03299;0.00599;0.00221
655;27 jaar;2043;10576;6361;3376;613;226;0.10335;0.06216;0.03299;0.00599;0.00221
656;27 jaar;2044;10663;6413;3404;618;228;0.10335;0.06216;0.03299;0.00599;0.00221
657;27 jaar;2045;10728;6452;3425;622;229;0.10335;0.06216;0.03299;0.00599;0.00221
658;27 jaar;2046;10793;6491;3445;626;231;0.10335;0.06216;0.03299;0.00599;0.00221
659;27 jaar;2047;10852;6527;3464;629;232;0.10335;0.06216;0.03299;0.00599;0.00221
660;27 jaar;2048;10909;6561;3482;632;233;0.10335;0.06216;0.03299;0.00599;0.00221
661;27 jaar;2049;10950;6586;3495;635;234;0.10335;0.06216;0.03299;0.00599;0.00221
662;27 jaar;2050;10989;6609;3508;637;235;0.10335;0.06216;0.03299;0.00599;0.00221
663;27 jaar;2051;11032;6635;3521;640;236;0.10335;0.06216;0.03299;0.00599;0.00221
664;27 jaar;2052;11060;6652;3531;641;237;0.10335;0.06216;0.03299;0.00599;0.00221
665;27 jaar;2053;11080;6664;3537;642;237;0.10335;0.06216;0.03299;0.00599;0.00221
666;27 jaar;2054;11098;6675;3543;643;237;0.10335;0.06216;0.03299;0.00599;0.00221
667;27 jaar;2055;11113;6684;3547;644;238;0.10335;0.06216;0.03299;0.00599;0.00221
668;27 jaar;2056;11124;6690;3551;645;238;0.10335;0.06216;0.03299;0.00599;0.00221
669;27 jaar;2057;11127;6692;3552;645;238;0.10335;0.06216;0.03299;0.00599;0.00221
670;27 jaar;2058;11117;6686;3549;644;238;0.10335;0.06216;0.03299;0.00599;0.00221
671;27 jaar;2059;11100;6676;3543;643;237;0.10335;0.06216;0.03299;0.00599;0.00221
672;28 jaar;2012;11747;6562;3969;975;241;0.11741;0.06559;0.03967;0.00974;0.00241
673;28 jaar;2013;12036;6781;4026;975;253;0.11812;0.06655;0.03951;0.00957;0.00249
674;28 jaar;2014;12478;7050;4156;1008;264;0.11936;0.06744;0.03976;0.00964;0.00253
675;28 jaar;2015;12638;7131;4232;1004;271;0.12096;0.06825;0.04051;0.00961;0.00259
676;28 jaar;2016;12765;7165;4316;1000;284;0.12186;0.06841;0.04121;0.00954;0.00271
677;28 jaar;2017;12998;7321;4397;987;293;0.12238;0.06894;0.0414;0.00929;0.00276
678;28 jaar;2018;13380;7541;4527;1002;310;0.12196;0.06874;0.04127;0.00913;0.00283
679;28 jaar;2019;13397;7544;4537;998;319;0.12163;0.06849;0.04119;0.00906;0.0029
680;28 jaar;2020;13260;7457;4500;980;322;0.12159;0.06838;0.04127;0.00899;0.00296
681;28 jaar;2021;13229;7445;4486;970;328;0.12165;0.06847;0.04125;0.00892;0.00301
682;28 jaar;2022;13255;7467;4491;967;331;0.12155;0.06847;0.04118;0.00886;0.00304
683;28 jaar;2023;12981;7307;4400;945;329;0.12147;0.06837;0.04117;0.00885;0.00308
684;28 jaar;2024;12882;7260;4373;919;331;0.12127;0.06835;0.04116;0.00865;0.00311
685;28 jaar;2025;13085;7375;4443;928;339;0.12128;0.06836;0.04118;0.0086;0.00314
686;28 jaar;2026;13410;7560;4554;947;349;0.12128;0.06837;0.04118;0.00857;0.00316
687;28 jaar;2027;13484;7602;4579;950;352;0.12125;0.06836;0.04118;0.00854;0.00317
688;28 jaar;2028;13812;7787;4691;972;362;0.12123;0.06835;0.04118;0.00853;0.00317
689;28 jaar;2029;13611;7674;4624;956;357;0.12122;0.06835;0.04118;0.00852;0.00317
690;28 jaar;2030;13502;7613;4587;949;354;0.12123;0.06835;0.04118;0.00852;0.00317
691;28 jaar;2031;13455;7586;4570;946;352;0.12124;0.06835;0.04118;0.00853;0.00317
692;28 jaar;2032;13119;7396;4456;923;343;0.12123;0.06835;0.04118;0.00853;0.00317
693;28 jaar;2033;12764;7197;4336;898;334;0.12123;0.06835;0.04118;0.00852;0.00317
694;28 jaar;2034;12625;7118;4289;888;331;0.12123;0.06835;0.04118;0.00852;0.00317
695;28 jaar;2035;12495;7045;4244;879;327;0.12123;0.06835;0.04118;0.00852;0.00317
696;28 jaar;2036;12624;7118;4288;888;331;0.12123;0.06835;0.04118;0.00853;0.00317
697;28 jaar;2037;12651;7133;4297;890;331;0.12123;0.06835;0.04118;0.00852;0.00317
698;28 jaar;2038;12646;7130;4295;889;331;0.12123;0.06835;0.04118;0.00852;0.00317
699;28 jaar;2039;12366;6972;4201;870;324;0.12123;0.06835;0.04118;0.00852;0.00317
700;28 jaar;2040;12206;6882;4146;858;320;0.12123;0.06835;0.04118;0.00852;0.00317
701;28 jaar;2041;12233;6897;4155;860;320;0.12123;0.06835;0.04118;0.00852;0.00317
702;28 jaar;2042;12283;6926;4172;864;322;0.12123;0.06835;0.04118;0.00852;0.00317
703;28 jaar;2043;12379;6979;4205;870;324;0.12123;0.06835;0.04118;0.00852;0.00317
704;28 jaar;2044;12464;7027;4234;876;326;0.12123;0.06835;0.04118;0.00852;0.00317
705;28 jaar;2045;12565;7084;4268;884;329;0.12123;0.06835;0.04118;0.00852;0.00317
706;28 jaar;2046;12642;7128;4294;889;331;0.12123;0.06835;0.04118;0.00852;0.00317
707;28 jaar;2047;12717;7170;4320;894;333;0.12123;0.06835;0.04118;0.00852;0.00317
708;28 jaar;2048;12787;7209;4343;899;335;0.12123;0.06835;0.04118;0.00852;0.00317
709;28 jaar;2049;12854;7247;4366;904;337;0.12123;0.06835;0.04118;0.00852;0.00317
710;28 jaar;2050;12902;7274;4382;907;338;0.12123;0.06835;0.04118;0.00852;0.00317
711;28 jaar;2051;12947;7300;4398;910;339;0.12123;0.06835;0.04118;0.00852;0.00317
712;28 jaar;2052;12998;7329;4415;914;340;0.12123;0.06835;0.04118;0.00852;0.00317
713;28 jaar;2053;13031;7347;4427;916;341;0.12123;0.06835;0.04118;0.00852;0.00317
714;28 jaar;2054;13055;7361;4435;918;342;0.12123;0.06835;0.04118;0.00852;0.00317
715;28 jaar;2055;13076;7372;4442;920;342;0.12123;0.06835;0.04118;0.00852;0.00317
716;28 jaar;2056;13094;7382;4448;921;343;0.12123;0.06835;0.04118;0.00852;0.00317
717;28 jaar;2057;13107;7390;4452;922;343;0.12123;0.06835;0.04118;0.00852;0.00317
718;28 jaar;2058;13110;7392;4453;922;343;0.12123;0.06835;0.04118;0.00852;0.00317
719;28 jaar;2059;13099;7386;4450;921;343;0.12123;0.06835;0.04118;0.00852;0.00317
720;29 jaar;2012;12792;6745;4525;1194;327;0.13055;0.06884;0.04618;0.01219;0.00334
721;29 jaar;2013;13226;7001;4692;1217;316;0.13199;0.06987;0.04682;0.01214;0.00316
722;29 jaar;2014;13563;7238;4774;1211;340;0.13292;0.07093;0.04679;0.01187;0.00334
723;29 jaar;2015;14094;7501;4995;1242;357;0.1346;0.07164;0.0477;0.01186;0.00341
724;29 jaar;2016;14233;7574;5055;1236;369;0.13593;0.07233;0.04828;0.0118;0.00353
725;29 jaar;2017;14391;7621;5159;1235;375;0.13703;0.07257;0.04913;0.01176;0.00357
726;29 jaar;2018;14579;7755;5205;1233;386;0.1369;0.07282;0.04888;0.01158;0.00362
727;29 jaar;2019;15003;7982;5360;1254;408;0.13646;0.0726;0.04875;0.0114;0.00371
728;29 jaar;2020;15032;7989;5374;1251;417;0.13618;0.07238;0.04869;0.01134;0.00378
729;29 jaar;2021;14891;7912;5326;1233;419;0.13626;0.0724;0.04874;0.01129;0.00383
730;29 jaar;2022;14853;7893;5312;1226;422;0.1363;0.07243;0.04874;0.01125;0.00388
731;29 jaar;2023;14888;7913;5320;1225;429;0.13624;0.07241;0.04869;0.01121;0.00393
732;29 jaar;2024;14587;7749;5212;1200;426;0.13618;0.07234;0.04866;0.0112;0.00398
733;29 jaar;2025;14477;7702;5182;1166;427;0.13596;0.07233;0.04867;0.01095;0.00401
734;29 jaar;2026;14707;7825;5265;1179;437;0.13598;0.07235;0.04868;0.0109;0.00404
735;29 jaar;2027;15071;8019;5396;1206;450;0.13598;0.07235;0.04868;0.01088;0.00406
736;29 jaar;2028;15154;8064;5426;1210;454;0.13596;0.07235;0.04868;0.01086;0.00408
737;29 jaar;2029;15521;8259;5558;1238;466;0.13594;0.07233;0.04868;0.01084;0.00408
738;29 jaar;2030;15298;8142;5479;1218;459;0.13592;0.07234;0.04868;0.01082;0.00408
739;29 jaar;2031;15178;8077;5436;1209;456;0.13594;0.07234;0.04868;0.01083;0.00408
740;29 jaar;2032;15125;8049;5417;1205;454;0.13594;0.07234;0.04868;0.01083;0.00408
741;29 jaar;2033;14751;7850;5283;1176;443;0.13594;0.07234;0.04868;0.01084;0.00408
742;29 jaar;2034;14356;7640;5141;1144;431;0.13593;0.07234;0.04868;0.01083;0.00408
743;29 jaar;2035;14201;7558;5086;1131;426;0.13593;0.07234;0.04868;0.01083;0.00408
744;29 jaar;2036;14056;7480;5034;1120;422;0.13594;0.07234;0.04868;0.01083;0.00408
745;29 jaar;2037;14201;7557;5086;1132;426;0.13594;0.07234;0.04868;0.01083;0.00408
746;29 jaar;2038;14232;7574;5097;1134;427;0.13594;0.07234;0.04868;0.01083;0.00408
747;29 jaar;2039;14225;7570;5095;1134;427;0.13593;0.07234;0.04868;0.01083;0.00408
748;29 jaar;2040;13915;7405;4983;1109;418;0.13594;0.07234;0.04868;0.01083;0.00408
749;29 jaar;2041;13737;7310;4920;1095;412;0.13594;0.07234;0.04868;0.01083;0.00408
750;29 jaar;2042;13768;7327;4931;1097;413;0.13594;0.07234;0.04868;0.01083;0.00408
751;29 jaar;2043;13824;7356;4951;1102;415;0.13594;0.07234;0.04868;0.01083;0.00408
752;29 jaar;2044;13931;7413;4989;1110;418;0.13594;0.07234;0.04868;0.01083;0.00408
753;29 jaar;2045;14025;7464;5023;1118;421;0.13594;0.07234;0.04868;0.01083;0.00408
754;29 jaar;2046;14139;7524;5064;1127;424;0.13594;0.07234;0.04868;0.01083;0.00408
755;29 jaar;2047;14225;7570;5095;1134;427;0.13594;0.07234;0.04868;0.01083;0.00408
756;29 jaar;2048;14310;7615;5125;1140;430;0.13594;0.07234;0.04868;0.01083;0.00408
757;29 jaar;2049;14387;7656;5152;1146;432;0.13594;0.07234;0.04868;0.01083;0.00408
758;29 jaar;2050;14462;7696;5179;1152;434;0.13594;0.07234;0.04868;0.01083;0.00408
759;29 jaar;2051;14516;7725;5199;1157;436;0.13594;0.07234;0.04868;0.01083;0.00408
760;29 jaar;2052;14567;7752;5217;1161;437;0.13594;0.07234;0.04868;0.01083;0.00408
761;29 jaar;2053;14624;7783;5237;1165;439;0.13594;0.07234;0.04868;0.01083;0.00408
762;29 jaar;2054;14662;7802;5251;1168;440;0.13594;0.07234;0.04868;0.01083;0.00408
763;29 jaar;2055;14688;7816;5260;1170;441;0.13594;0.07234;0.04868;0.01083;0.00408
764;29 jaar;2056;14712;7829;5269;1172;442;0.13594;0.07234;0.04868;0.01083;0.00408
765;29 jaar;2057;14732;7840;5276;1174;442;0.13594;0.07234;0.04868;0.01083;0.00408
766;29 jaar;2058;14747;7848;5281;1175;443;0.13594;0.07234;0.04868;0.01083;0.00408
767;29 jaar;2059;14750;7850;5283;1175;443;0.13594;0.07234;0.04868;0.01083;0.00408
768;30 jaar;2012;13965;6903;5190;1459;413;0.14143;0.06991;0.05256;0.01478;0.00418
769;30 jaar;2013;13860;6844;5108;1488;420;0.14126;0.06976;0.05207;0.01516;0.00428
770;30 jaar;2014;14183;7043;5230;1487;423;0.1414;0.07021;0.05214;0.01483;0.00422
771;30 jaar;2015;14667;7300;5418;1504;445;0.14357;0.07146;0.05303;0.01472;0.00436
772;30 jaar;2016;15257;7546;5700;1549;461;0.14548;0.07195;0.05435;0.01477;0.0044
773;30 jaar;2017;15387;7627;5751;1534;475;0.14664;0.07269;0.0548;0.01462;0.00453
774;30 jaar;2018;15465;7642;5796;1543;484;0.14695;0.07262;0.05508;0.01466;0.0046
775;30 jaar;2019;15648;7769;5842;1541;496;0.14667;0.07282;0.05476;0.01445;0.00465
776;30 jaar;2020;16120;7999;6025;1576;520;0.1464;0.07265;0.05472;0.01431;0.00472
777;30 jaar;2021;16172;8019;6047;1577;528;0.14631;0.07255;0.05471;0.01427;0.00478
778;30 jaar;2022;16010;7935;5988;1557;529;0.1463;0.07252;0.05472;0.01423;0.00483
779;30 jaar;2023;15969;7914;5972;1552;532;0.14633;0.07252;0.05472;0.01422;0.00487
780;30 jaar;2024;16010;7935;5980;1553;541;0.1463;0.07252;0.05465;0.01419;0.00495
781;30 jaar;2025;15698;7776;5864;1523;536;0.14631;0.07247;0.05465;0.01419;0.00499
782;30 jaar;2026;15582;7730;5831;1484;536;0.14607;0.07247;0.05466;0.01391;0.00503
783;30 jaar;2027;15827;7853;5923;1503;548;0.14608;0.07248;0.05467;0.01387;0.00506
784;30 jaar;2028;16218;8046;6069;1538;564;0.14608;0.07248;0.05467;0.01385;0.00508
785;30 jaar;2029;16309;8092;6104;1544;569;0.14607;0.07248;0.05467;0.01383;0.0051
786;30 jaar;2030;16703;8287;6252;1580;584;0.14606;0.07247;0.05467;0.01382;0.0051
787;30 jaar;2031;16465;8171;6164;1555;575;0.14604;0.07247;0.05467;0.01379;0.0051
788;30 jaar;2032;16337;8107;6115;1544;571;0.14605;0.07247;0.05467;0.0138;0.0051
789;30 jaar;2033;16281;8079;6094;1539;569;0.14605;0.07247;0.05467;0.01381;0.0051
790;30 jaar;2034;15882;7881;5945;1501;555;0.14605;0.07247;0.05467;0.01381;0.0051
791;30 jaar;2035;15460;7671;5787;1461;540;0.14605;0.07247;0.05467;0.01381;0.0051
792;30 jaar;2036;15295;7590;5726;1445;534;0.14605;0.07247;0.05467;0.0138;0.0051
793;30 jaar;2037;15140;7513;5667;1431;529;0.14605;0.07247;0.05467;0.01381;0.0051
794;30 jaar;2038;15296;7590;5726;1446;534;0.14605;0.07247;0.05467;0.01381;0.0051
795;30 jaar;2039;15329;7606;5738;1449;536;0.14605;0.07247;0.05467;0.01381;0.0051
796;30 jaar;2040;15322;7603;5736;1448;535;0.14605;0.07247;0.05467;0.0138;0.0051
797;30 jaar;2041;14991;7439;5612;1417;524;0.14605;0.07247;0.05467;0.0138;0.0051
798;30 jaar;2042;14801;7345;5541;1399;517;0.14605;0.07247;0.05467;0.01381;0.0051
799;30 jaar;2043;14835;7361;5553;1402;518;0.14605;0.07247;0.05467;0.01381;0.0051
800;30 jaar;2044;14895;7391;5576;1408;520;0.14605;0.07247;0.05467;0.0138;0.0051
801;30 jaar;2045;15010;7448;5619;1419;524;0.14605;0.07247;0.05467;0.0138;0.0051
802;30 jaar;2046;15111;7498;5657;1428;528;0.14605;0.07247;0.05467;0.0138;0.0051
803;30 jaar;2047;15233;7559;5702;1440;532;0.14605;0.07247;0.05467;0.01381;0.0051
804;30 jaar;2048;15326;7605;5737;1448;535;0.14605;0.07247;0.05467;0.0138;0.0051
805;30 jaar;2049;15416;7650;5771;1457;539;0.14605;0.07247;0.05467;0.0138;0.0051
806;30 jaar;2050;15499;7691;5802;1465;542;0.14605;0.07247;0.05467;0.0138;0.0051
807;30 jaar;2051;15579;7731;5832;1472;544;0.14605;0.07247;0.05467;0.0138;0.0051
808;30 jaar;2052;15638;7760;5854;1478;546;0.14605;0.07247;0.05467;0.0138;0.0051
809;30 jaar;2053;15693;7787;5874;1483;548;0.14605;0.07247;0.05467;0.0138;0.0051
810;30 jaar;2054;15754;7817;5897;1489;550;0.14605;0.07247;0.05467;0.0138;0.0051
811;30 jaar;2055;15794;7837;5912;1493;552;0.14605;0.07247;0.05467;0.0138;0.0051
812;30 jaar;2056;15822;7851;5923;1495;553;0.14605;0.07247;0.05467;0.0138;0.0051
813;30 jaar;2057;15848;7864;5932;1498;554;0.14605;0.07247;0.05467;0.0138;0.0051
814;30 jaar;2058;15869;7875;5940;1500;554;0.14605;0.07247;0.05467;0.0138;0.0051
815;30 jaar;2059;15885;7883;5946;1501;555;0.14605;0.07247;0.05467;0.0138;0.0051
816;31 jaar;2012;14632;6586;5842;1714;489;0.14382;0.06473;0.05743;0.01685;0.00481
817;31 jaar;2013;14227;6373;5661;1686;508;0.14401;0.06451;0.0573;0.01706;0.00514
818;31 jaar;2014;14083;6317;5597;1658;511;0.14344;0.06434;0.05701;0.01689;0.0052
819;31 jaar;2015;14498;6492;5791;1690;525;0.14443;0.06468;0.05769;0.01684;0.00523
820;31 jaar;2016;14990;6716;6020;1714;540;0.14658;0.06567;0.05887;0.01676;0.00528
821;31 jaar;2017;15578;6939;6312;1760;566;0.14834;0.06608;0.06011;0.01676;0.00539
822;31 jaar;2018;15623;6993;6298;1751;581;0.14865;0.06654;0.05993;0.01666;0.00553
823;31 jaar;2019;15694;7008;6343;1755;588;0.14893;0.0665;0.06019;0.01666;0.00558
824;31 jaar;2020;15883;7123;6397;1762;601;0.14871;0.06669;0.05989;0.0165;0.00563
825;31 jaar;2021;16370;7339;6599;1806;626;0.14856;0.0666;0.05989;0.01639;0.00568
826;31 jaar;2022;16413;7345;6623;1809;636;0.14839;0.0664;0.05988;0.01636;0.00575
827;31 jaar;2023;16253;7271;6558;1789;634;0.14842;0.0664;0.05989;0.01634;0.00579
828;31 jaar;2024;16213;7254;6538;1784;636;0.14844;0.06642;0.05987;0.01634;0.00582
829;31 jaar;2025;16261;7275;6551;1788;648;0.14848;0.06643;0.05981;0.01633;0.00592
830;31 jaar;2026;15950;7131;6426;1754;640;0.14851;0.06639;0.05982;0.01633;0.00596
831;31 jaar;2027;15832;7089;6390;1713;640;0.14825;0.06638;0.05983;0.01604;0.00599
832;31 jaar;2028;16082;7201;6491;1737;653;0.14827;0.06639;0.05984;0.01601;0.00602
833;31 jaar;2029;16478;7379;6650;1778;672;0.14828;0.0664;0.05984;0.016;0.00605
834;31 jaar;2030;16573;7421;6688;1786;678;0.14828;0.06639;0.05984;0.01598;0.00607
835;31 jaar;2031;16970;7599;6849;1827;695;0.14826;0.06639;0.05984;0.01596;0.00607
836;31 jaar;2032;16731;7493;6754;1799;685;0.14824;0.06639;0.05984;0.01594;0.00607
837;31 jaar;2033;16601;7435;6701;1786;680;0.14825;0.06639;0.05984;0.01595;0.00607
838;31 jaar;2034;16546;7409;6678;1780;677;0.14826;0.06639;0.05984;0.01595;0.00607
839;31 jaar;2035;16143;7229;6516;1737;661;0.14826;0.06639;0.05984;0.01595;0.00607
840;31 jaar;2036;15718;7039;6344;1691;644;0.14825;0.06639;0.05984;0.01595;0.00607
841;31 jaar;2037;15552;6965;6278;1673;637;0.14825;0.06639;0.05984;0.01595;0.00607
842;31 jaar;2038;15396;6895;6214;1656;630;0.14825;0.06639;0.05984;0.01595;0.00607
843;31 jaar;2039;15553;6965;6278;1674;637;0.14825;0.06639;0.05984;0.01595;0.00607
844;31 jaar;2040;15587;6980;6291;1677;638;0.14825;0.06639;0.05984;0.01595;0.00607
845;31 jaar;2041;15581;6977;6289;1676;638;0.14825;0.06639;0.05984;0.01595;0.00607
846;31 jaar;2042;15247;6828;6154;1640;624;0.14825;0.06639;0.05984;0.01595;0.00607
847;31 jaar;2043;15055;6742;6077;1620;616;0.14825;0.06639;0.05984;0.01595;0.00607
848;31 jaar;2044;15090;6757;6091;1624;618;0.14825;0.06639;0.05984;0.01595;0.00607
849;31 jaar;2045;15151;6785;6115;1630;620;0.14825;0.06639;0.05984;0.01595;0.00607
850;31 jaar;2046;15267;6837;6162;1643;625;0.14825;0.06639;0.05984;0.01595;0.00607
851;31 jaar;2047;15370;6883;6204;1654;629;0.14825;0.06639;0.05984;0.01595;0.00607
852;31 jaar;2048;15493;6938;6254;1667;634;0.14825;0.06639;0.05984;0.01595;0.00607
853;31 jaar;2049;15587;6980;6291;1677;638;0.14825;0.06639;0.05984;0.01595;0.00607
854;31 jaar;2050;15678;7021;6328;1687;642;0.14825;0.06639;0.05984;0.01595;0.00607
855;31 jaar;2051;15763;7059;6362;1696;645;0.14825;0.06639;0.05984;0.01595;0.00607
856;31 jaar;2052;15844;7095;6395;1705;649;0.14825;0.06639;0.05984;0.01595;0.00607
857;31 jaar;2053;15903;7122;6419;1711;651;0.14825;0.06639;0.05984;0.01595;0.00607
858;31 jaar;2054;15958;7147;6441;1717;653;0.14825;0.06639;0.05984;0.01595;0.00607
859;31 jaar;2055;16020;7174;6466;1724;656;0.14825;0.06639;0.05984;0.01595;0.00607
860;31 jaar;2056;16061;7193;6483;1728;658;0.14825;0.06639;0.05984;0.01595;0.00607
861;31 jaar;2057;16090;7206;6495;1731;659;0.14825;0.06639;0.05984;0.01595;0.00607
862;31 jaar;2058;16116;7217;6505;1734;660;0.14825;0.06639;0.05984;0.01595;0.00607
863;31 jaar;2059;16138;7227;6514;1736;661;0.14825;0.06639;0.05984;0.01595;0.00607
