ID;Geslacht;Leeftijd;Marges;RegioS;Perioden;PersonenMetEenWerkloosheidsuitkering_1
7422;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 april;
7423;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 mei;
7424;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 juni;
7425;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 juli;
7426;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 augustus;
7427;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 september;
7428;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 oktober;
7429;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 november;
7430;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2015 december;
7431;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 januari;
7432;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 februari;
7433;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 maart;
7434;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 april;
7435;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 mei;
7436;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 juni;
7437;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 juli;
7438;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 augustus;
7439;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 september;
7440;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 oktober;
7441;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 november;
7442;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2016 december;
7443;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 januari;5290.0
7444;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 februari;5260.0
7445;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 maart;5110.0
7446;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 april;5070.0
7447;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 mei;4920.0
7448;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 juni;4880.0
7449;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 juli;4740.0
7450;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 augustus;4700.0
7451;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 september;4550.0
7452;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 oktober;4510.0
7453;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 november;4380.0
7454;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2017 december;4330.0
7455;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 januari;4210.0
7456;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 februari;4160.0
7457;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 maart;4040.0
7458;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 april;4000.0
7459;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 mei;3870.0
7460;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 juni;3840.0
7461;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 juli;3720.0
7462;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 augustus;3690.0
7463;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 september;3590.0
7464;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 oktober;3570.0
7465;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 november;3480.0
7466;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2018 december;3470.0
7467;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 januari;3380.0
7468;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 februari;3370.0
7469;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 maart;3280.0
7470;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 april;3270.0
7471;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 mei;3180.0
7472;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 juni;3190.0
7473;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 juli;3120.0
7474;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 augustus;3140.0
7475;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 september;3100.0
7476;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 oktober;3140.0
7477;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 november;3140.0
7478;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2019 december;3220.0
7479;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 januari;3240.0
7480;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 februari;3340.0
7481;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 maart;3360.0
7482;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 april;3480.0
7483;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 mei;3480.0
7484;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 juni;3600.0
7485;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 juli;3560.0
7486;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 augustus;3670.0
7487;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 september;3580.0
7488;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 oktober;3650.0
7489;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 november;3520.0
7490;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2020 december;3540.0
7491;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 januari;3400.0
7492;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 februari;3370.0
7493;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 maart;3220.0
7494;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 april;3150.0
7495;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 mei;3000.0
7496;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 juni;2910.0
7497;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 juli;2780.0
7498;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 augustus;2690.0
7499;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 september;2580.0
7500;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 oktober;2500.0
7501;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 november;2400.0
7502;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2021 december;2340.0
7503;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 januari;2250.0
7504;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 februari;2200.0
7505;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 maart;2120.0
7506;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 april;2080.0
7507;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 mei;2010.0
7508;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 juni;1980.0
7509;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 juli;1930.0
7510;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 augustus;1910.0
7511;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 september;1880.0
7512;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 oktober;1860.0
7513;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 november;1850.0
7514;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2022 december;1840.0
7515;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 januari;1850.0
7516;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 februari;1840.0
7517;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 maart;1850.0
7518;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 april;1850.0
7519;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 mei;1840.0
7520;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 juni;1840.0
7521;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 juli;1920.0
7522;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 augustus;1970.0
7523;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 september;1970.0
7524;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 oktober;2060.0
7525;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 november;2050.0
7526;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2023 december;1960.0
7527;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 januari;2000.0
7528;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 februari;2050.0
7529;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 maart;2090.0
7530;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 april;2110.0
7531;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 mei;2110.0
7532;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 juni;2140.0
7533;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 juli;2210.0
7534;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 augustus;2270.0
7535;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 september;2300.0
7536;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 oktober;2320.0
7537;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024  november;2380.0
7538;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2024 december;2350.0
7539;Totaal mannen en vrouwen;Totaal;Waarde;FoodValley (AM);2025 januari;2330.0
7540;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 januari;
7541;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 februari;
7542;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 maart;
7543;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 april;
7544;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 mei;
7545;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 juni;
7546;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 juli;
7547;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 augustus;
7548;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 september;
7549;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 oktober;
7550;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 november;
7551;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2013 december;
7552;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 januari;
7553;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 februari;
7554;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 maart;
7555;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 april;
7556;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 mei;
7557;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 juni;
7558;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 juli;
7559;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 augustus;
7560;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 september;
7561;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 oktober;
7562;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 november;
7563;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2014 december;
7564;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 januari;
7565;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 februari;
7566;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 maart;
7567;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 april;
7568;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 mei;
7569;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 juni;
7570;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 juli;
7571;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 augustus;
7572;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 september;
7573;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 oktober;
7574;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 november;
7575;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2015 december;
7576;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 januari;
7577;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 februari;
7578;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 maart;
7579;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 april;
7580;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 mei;
7581;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 juni;
7582;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 juli;
7583;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 augustus;
7584;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 september;
7585;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 oktober;
7586;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 november;
7587;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2016 december;
7588;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 januari;
7589;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 februari;
7590;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 maart;
7591;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 april;
7592;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 mei;
7593;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 juni;
7594;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 juli;
7595;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 augustus;
7596;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 september;
7597;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 oktober;
7598;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 november;
7599;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2017 december;
7600;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 januari;
7601;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 februari;
7602;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 maart;
7603;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 april;
7604;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 mei;
7605;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 juni;
7606;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 juli;
7607;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 augustus;
7608;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 september;
7609;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 oktober;
7610;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 november;
7611;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2018 december;
7612;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 januari;
7613;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 februari;
7614;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 maart;
7615;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 april;
7616;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 mei;
7617;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 juni;
7618;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 juli;
7619;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 augustus;
7620;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 september;
7621;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 oktober;
7622;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 november;
7623;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2019 december;
7624;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 januari;
7625;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 februari;
7626;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 maart;
7627;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 april;
7628;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 mei;
7629;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 juni;
7630;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 juli;
7631;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 augustus;
7632;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 september;
7633;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 oktober;
7634;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 november;
7635;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2020 december;
7636;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 januari;
7637;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 februari;
7638;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 maart;
7639;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 april;
7640;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 mei;
7641;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 juni;
7642;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 juli;
7643;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 augustus;
7644;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 september;
7645;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 oktober;
7646;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 november;
7647;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2021 december;
7648;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 januari;
7649;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 februari;
7650;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 maart;
7651;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 april;
7652;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 mei;
7653;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 juni;
7654;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 juli;
7655;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 augustus;
7656;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 september;
7657;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 oktober;
7658;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 november;
7659;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2022 december;
7660;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 januari;
7661;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 februari;
7662;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 maart;
7663;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 april;
7664;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 mei;
7665;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 juni;
7666;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 juli;
7667;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 augustus;
7668;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 september;
7669;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 oktober;
7670;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 november;
7671;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2023 december;
7672;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 januari;
7673;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 februari;
7674;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 maart;
7675;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 april;
7676;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 mei;
7677;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 juni;
7678;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 juli;
7679;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 augustus;
7680;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 september;
7681;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 oktober;
7682;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024  november;
7683;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2024 december;
7684;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (AM);2025 januari;
7685;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 januari;340320.0
7686;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 februari;347890.0
7687;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 maart;348650.0
7688;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 april;349540.0
7689;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 mei;359170.0
7690;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 juni;361740.0
7691;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 juli;369900.0
7692;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 augustus;371370.0
7693;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 september;373320.0
7694;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 oktober;383940.0
7695;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 november;389980.0
7696;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2013 december;409350.0
7697;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 januari;411080.0
7698;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 februari;411800.0
7699;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 maart;396190.0
7700;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 april;394080.0
7701;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 mei;399020.0
7702;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 juni;399370.0
7703;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 juli;395390.0
7704;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 augustus;396170.0
7705;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 september;391200.0
7706;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 oktober;392880.0
7707;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 november;387850.0
7708;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2014 december;390380.0
7709;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 januari;385020.0
7710;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 februari;386780.0
7711;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 maart;381310.0
7712;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 april;382130.0
7713;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 mei;377930.0
7714;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 juni;378340.0
7715;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 juli;375940.0
7716;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 augustus;376290.0
7717;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 september;375220.0
7718;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 oktober;376770.0
7719;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 november;376020.0
7720;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2015 december;378850.0
7721;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2016 januari;376600.0
7722;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2016 februari;379610.0
7723;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-interval;Nederland;2016 maart;374940.0
