ID;Geslacht;Leeftijd;Perioden;Overledenen_1;Immigratie_2;EmigratieInclusiefCorrecties_3;MigratiesaldoInclusiefCorrecties_4
1296;Mannen en Vrouwen;26 jaar;2012;70;6593;5832;761
1297;Mannen en Vrouwen;26 jaar;2013;69;6494;5703;791
1298;Mannen en Vrouwen;26 jaar;2014;68;6447;5673;774
1299;Mannen en Vrouwen;26 jaar;2015;67;6515;5580;935
1300;Mannen en Vrouwen;26 jaar;2016;69;6591;5558;1033
1301;Mannen en Vrouwen;26 jaar;2017;68;6667;5431;1236
1302;Mannen en Vrouwen;26 jaar;2018;66;6656;5442;1214
1303;Mannen en Vrouwen;26 jaar;2019;64;6617;5401;1216
1304;Mannen en Vrouwen;26 jaar;2020;64;6564;5389;1175
1305;Mannen en Vrouwen;26 jaar;2021;61;6515;5307;1208
1306;Mannen en Vrouwen;26 jaar;2022;61;6465;5275;1190
1307;Mannen en Vrouwen;26 jaar;2023;59;6464;5240;1224
1308;Mannen en Vrouwen;26 jaar;2024;60;6469;5234;1235
1309;Mannen en Vrouwen;26 jaar;2025;59;6470;5219;1251
1310;Mannen en Vrouwen;26 jaar;2026;59;6477;5235;1242
1311;Mannen en Vrouwen;26 jaar;2027;58;6480;5191;1289
1312;Mannen en Vrouwen;26 jaar;2028;56;6484;5175;1309
1313;Mannen en Vrouwen;26 jaar;2029;56;6490;5168;1322
1314;Mannen en Vrouwen;26 jaar;2030;53;6492;5125;1367
1315;Mannen en Vrouwen;26 jaar;2031;50;6498;5086;1412
1316;Mannen en Vrouwen;26 jaar;2032;49;6499;5072;1427
1317;Mannen en Vrouwen;26 jaar;2033;47;6502;5053;1449
1318;Mannen en Vrouwen;26 jaar;2034;48;6505;5069;1436
1319;Mannen en Vrouwen;26 jaar;2035;47;6506;5064;1442
1320;Mannen en Vrouwen;26 jaar;2036;45;6509;5058;1451
1321;Mannen en Vrouwen;26 jaar;2037;44;6508;5020;1488
1322;Mannen en Vrouwen;26 jaar;2038;42;6510;4995;1515
1323;Mannen en Vrouwen;26 jaar;2039;42;6511;4988;1523
1324;Mannen en Vrouwen;26 jaar;2040;42;6519;4987;1532
1325;Mannen en Vrouwen;26 jaar;2041;41;6520;4991;1529
1326;Mannen en Vrouwen;26 jaar;2042;40;6521;4994;1527
1327;Mannen en Vrouwen;26 jaar;2043;40;6521;4999;1522
1328;Mannen en Vrouwen;26 jaar;2044;40;6523;5000;1523
1329;Mannen en Vrouwen;26 jaar;2045;39;6525;5002;1523
1330;Mannen en Vrouwen;26 jaar;2046;39;6527;5004;1523
1331;Mannen en Vrouwen;26 jaar;2047;38;6529;5006;1523
1332;Mannen en Vrouwen;26 jaar;2048;38;6532;5005;1527
1333;Mannen en Vrouwen;26 jaar;2049;37;6533;5004;1529
1334;Mannen en Vrouwen;26 jaar;2050;37;6536;5006;1530
1335;Mannen en Vrouwen;26 jaar;2051;37;6537;5003;1534
1336;Mannen en Vrouwen;26 jaar;2052;35;6538;5002;1536
1337;Mannen en Vrouwen;26 jaar;2053;35;6539;5000;1539
1338;Mannen en Vrouwen;26 jaar;2054;34;6540;4999;1541
1339;Mannen en Vrouwen;26 jaar;2055;34;6543;4994;1549
1340;Mannen en Vrouwen;26 jaar;2056;34;6546;4991;1555
1341;Mannen en Vrouwen;26 jaar;2057;32;6547;4986;1561
1342;Mannen en Vrouwen;26 jaar;2058;32;6548;4979;1569
1343;Mannen en Vrouwen;26 jaar;2059;32;6550;4972;1578
1344;Mannen en Vrouwen;27 jaar;2012;71;5974;5486;488
1345;Mannen en Vrouwen;27 jaar;2013;71;5893;5366;527
1346;Mannen en Vrouwen;27 jaar;2014;70;5852;5260;592
1347;Mannen en Vrouwen;27 jaar;2015;69;5916;5237;679
1348;Mannen en Vrouwen;27 jaar;2016;69;5993;5162;831
1349;Mannen en Vrouwen;27 jaar;2017;70;6061;5139;922
1350;Mannen en Vrouwen;27 jaar;2018;70;6053;5138;915
1351;Mannen en Vrouwen;27 jaar;2019;68;6017;5144;873
1352;Mannen en Vrouwen;27 jaar;2020;67;5974;5099;875
1353;Mannen en Vrouwen;27 jaar;2021;65;5925;5081;844
1354;Mannen en Vrouwen;27 jaar;2022;63;5879;5003;876
1355;Mannen en Vrouwen;27 jaar;2023;62;5879;4986;893
1356;Mannen en Vrouwen;27 jaar;2024;62;5881;4966;915
1357;Mannen en Vrouwen;27 jaar;2025;62;5885;4973;912
1358;Mannen en Vrouwen;27 jaar;2026;61;5887;4965;922
1359;Mannen en Vrouwen;27 jaar;2027;61;5891;4985;906
1360;Mannen en Vrouwen;27 jaar;2028;60;5894;4947;947
1361;Mannen en Vrouwen;27 jaar;2029;58;5902;4934;968
1362;Mannen en Vrouwen;27 jaar;2030;58;5902;4929;973
1363;Mannen en Vrouwen;27 jaar;2031;55;5904;4888;1016
1364;Mannen en Vrouwen;27 jaar;2032;52;5907;4851;1056
1365;Mannen en Vrouwen;27 jaar;2033;51;5911;4838;1073
1366;Mannen en Vrouwen;27 jaar;2034;49;5914;4820;1094
1367;Mannen en Vrouwen;27 jaar;2035;50;5915;4839;1076
1368;Mannen en Vrouwen;27 jaar;2036;48;5919;4836;1083
1369;Mannen en Vrouwen;27 jaar;2037;47;5923;4831;1092
1370;Mannen en Vrouwen;27 jaar;2038;45;5921;4798;1123
1371;Mannen en Vrouwen;27 jaar;2039;44;5924;4773;1151
1372;Mannen en Vrouwen;27 jaar;2040;44;5928;4770;1158
1373;Mannen en Vrouwen;27 jaar;2041;44;5928;4772;1156
1374;Mannen en Vrouwen;27 jaar;2042;42;5930;4778;1152
1375;Mannen en Vrouwen;27 jaar;2043;42;5933;4783;1150
1376;Mannen en Vrouwen;27 jaar;2044;42;5933;4789;1144
1377;Mannen en Vrouwen;27 jaar;2045;42;5934;4794;1140
1378;Mannen en Vrouwen;27 jaar;2046;42;5936;4798;1138
1379;Mannen en Vrouwen;27 jaar;2047;40;5938;4803;1135
1380;Mannen en Vrouwen;27 jaar;2048;40;5937;4806;1131
1381;Mannen en Vrouwen;27 jaar;2049;40;5938;4808;1130
1382;Mannen en Vrouwen;27 jaar;2050;39;5937;4810;1127
1383;Mannen en Vrouwen;27 jaar;2051;39;5941;4812;1129
1384;Mannen en Vrouwen;27 jaar;2052;38;5940;4814;1126
1385;Mannen en Vrouwen;27 jaar;2053;37;5945;4813;1132
1386;Mannen en Vrouwen;27 jaar;2054;37;5947;4814;1133
1387;Mannen en Vrouwen;27 jaar;2055;37;5948;4813;1135
1388;Mannen en Vrouwen;27 jaar;2056;35;5950;4812;1138
1389;Mannen en Vrouwen;27 jaar;2057;35;5951;4811;1140
1390;Mannen en Vrouwen;27 jaar;2058;35;5951;4806;1145
1391;Mannen en Vrouwen;27 jaar;2059;34;5951;4802;1149
1392;Mannen en Vrouwen;28 jaar;2012;73;5454;5240;214
1393;Mannen en Vrouwen;28 jaar;2013;72;5379;5140;239
1394;Mannen en Vrouwen;28 jaar;2014;73;5350;5049;301
1395;Mannen en Vrouwen;28 jaar;2015;73;5407;4966;441
1396;Mannen en Vrouwen;28 jaar;2016;71;5476;4938;538
1397;Mannen en Vrouwen;28 jaar;2017;71;5546;4869;677
1398;Mannen en Vrouwen;28 jaar;2018;72;5534;4951;583
1399;Mannen en Vrouwen;28 jaar;2019;71;5509;4946;563
1400;Mannen en Vrouwen;28 jaar;2020;69;5468;4942;526
1401;Mannen en Vrouwen;28 jaar;2021;68;5427;4893;534
1402;Mannen en Vrouwen;28 jaar;2022;67;5388;4873;515
1403;Mannen en Vrouwen;28 jaar;2023;64;5381;4810;571
1404;Mannen en Vrouwen;28 jaar;2024;64;5386;4800;586
1405;Mannen en Vrouwen;28 jaar;2025;63;5386;4789;597
1406;Mannen en Vrouwen;28 jaar;2026;64;5392;4804;588
1407;Mannen en Vrouwen;28 jaar;2027;63;5397;4798;599
1408;Mannen en Vrouwen;28 jaar;2028;63;5402;4822;580
1409;Mannen en Vrouwen;28 jaar;2029;62;5405;4787;618
1410;Mannen en Vrouwen;28 jaar;2030;60;5407;4775;632
1411;Mannen en Vrouwen;28 jaar;2031;59;5412;4770;642
1412;Mannen en Vrouwen;28 jaar;2032;57;5414;4729;685
1413;Mannen en Vrouwen;28 jaar;2033;54;5414;4691;723
1414;Mannen en Vrouwen;28 jaar;2034;52;5418;4680;738
1415;Mannen en Vrouwen;28 jaar;2035;51;5420;4660;760
1416;Mannen en Vrouwen;28 jaar;2036;52;5422;4678;744
1417;Mannen en Vrouwen;28 jaar;2037;50;5422;4677;745
1418;Mannen en Vrouwen;28 jaar;2038;49;5424;4672;752
1419;Mannen en Vrouwen;28 jaar;2039;47;5426;4638;788
1420;Mannen en Vrouwen;28 jaar;2040;46;5429;4617;812
1421;Mannen en Vrouwen;28 jaar;2041;45;5431;4615;816
1422;Mannen en Vrouwen;28 jaar;2042;45;5431;4615;816
1423;Mannen en Vrouwen;28 jaar;2043;44;5430;4622;808
1424;Mannen en Vrouwen;28 jaar;2044;44;5433;4627;806
1425;Mannen en Vrouwen;28 jaar;2045;44;5436;4636;800
1426;Mannen en Vrouwen;28 jaar;2046;43;5438;4641;797
1427;Mannen en Vrouwen;28 jaar;2047;43;5440;4647;793
1428;Mannen en Vrouwen;28 jaar;2048;42;5443;4650;793
1429;Mannen en Vrouwen;28 jaar;2049;42;5445;4655;790
1430;Mannen en Vrouwen;28 jaar;2050;42;5445;4656;789
1431;Mannen en Vrouwen;28 jaar;2051;40;5448;4658;790
1432;Mannen en Vrouwen;28 jaar;2052;40;5452;4663;789
1433;Mannen en Vrouwen;28 jaar;2053;40;5454;4664;790
1434;Mannen en Vrouwen;28 jaar;2054;39;5454;4664;790
1435;Mannen en Vrouwen;28 jaar;2055;39;5454;4666;788
1436;Mannen en Vrouwen;28 jaar;2056;38;5454;4665;789
1437;Mannen en Vrouwen;28 jaar;2057;37;5455;4664;791
1438;Mannen en Vrouwen;28 jaar;2058;37;5456;4662;794
1439;Mannen en Vrouwen;28 jaar;2059;37;5455;4659;796
1440;Mannen en Vrouwen;29 jaar;2012;74;4984;4892;92
1441;Mannen en Vrouwen;29 jaar;2013;74;4923;4914;9
1442;Mannen en Vrouwen;29 jaar;2014;74;4894;4839;55
1443;Mannen en Vrouwen;29 jaar;2015;74;4948;4774;174
1444;Mannen en Vrouwen;29 jaar;2016;74;5017;4701;316
1445;Mannen en Vrouwen;29 jaar;2017;73;5077;4664;413
1446;Mannen en Vrouwen;29 jaar;2018;72;5075;4693;382
1447;Mannen en Vrouwen;29 jaar;2019;74;5049;4767;282
1448;Mannen en Vrouwen;29 jaar;2020;73;5014;4756;258
1449;Mannen en Vrouwen;29 jaar;2021;71;4978;4743;235
1450;Mannen en Vrouwen;29 jaar;2022;70;4944;4693;251
1451;Mannen en Vrouwen;29 jaar;2023;69;4943;4686;257
1452;Mannen en Vrouwen;29 jaar;2024;66;4945;4631;314
1453;Mannen en Vrouwen;29 jaar;2025;66;4944;4626;318
1454;Mannen en Vrouwen;29 jaar;2026;64;4950;4619;331
1455;Mannen en Vrouwen;29 jaar;2027;66;4952;4639;313
1456;Mannen en Vrouwen;29 jaar;2028;65;4955;4638;317
1457;Mannen en Vrouwen;29 jaar;2029;65;4960;4662;298
1458;Mannen en Vrouwen;29 jaar;2030;64;4962;4629;333
1459;Mannen en Vrouwen;29 jaar;2031;62;4966;4618;348
1460;Mannen en Vrouwen;29 jaar;2032;60;4966;4611;355
1461;Mannen en Vrouwen;29 jaar;2033;58;4972;4571;401
1462;Mannen en Vrouwen;29 jaar;2034;56;4970;4533;437
1463;Mannen en Vrouwen;29 jaar;2035;54;4977;4522;455
1464;Mannen en Vrouwen;29 jaar;2036;52;4978;4502;476
1465;Mannen en Vrouwen;29 jaar;2037;52;4982;4522;460
1466;Mannen en Vrouwen;29 jaar;2038;52;4979;4519;460
1467;Mannen en Vrouwen;29 jaar;2039;51;4984;4514;470
1468;Mannen en Vrouwen;29 jaar;2040;49;4984;4482;502
1469;Mannen en Vrouwen;29 jaar;2041;47;4984;4459;525
1470;Mannen en Vrouwen;29 jaar;2042;47;4987;4457;530
1471;Mannen en Vrouwen;29 jaar;2043;46;4990;4461;529
1472;Mannen en Vrouwen;29 jaar;2044;46;4990;4468;522
1473;Mannen en Vrouwen;29 jaar;2045;45;4993;4474;519
1474;Mannen en Vrouwen;29 jaar;2046;45;4992;4481;511
1475;Mannen en Vrouwen;29 jaar;2047;44;4995;4488;507
1476;Mannen en Vrouwen;29 jaar;2048;44;4996;4493;503
1477;Mannen en Vrouwen;29 jaar;2049;44;4996;4498;498
1478;Mannen en Vrouwen;29 jaar;2050;44;4997;4503;494
1479;Mannen en Vrouwen;29 jaar;2051;42;4998;4506;492
1480;Mannen en Vrouwen;29 jaar;2052;42;4998;4509;489
1481;Mannen en Vrouwen;29 jaar;2053;42;5003;4512;491
1482;Mannen en Vrouwen;29 jaar;2054;41;5005;4514;491
1483;Mannen en Vrouwen;29 jaar;2055;40;5004;4514;490
1484;Mannen en Vrouwen;29 jaar;2056;40;5008;4514;494
1485;Mannen en Vrouwen;29 jaar;2057;39;5010;4515;495
1486;Mannen en Vrouwen;29 jaar;2058;39;5012;4513;499
1487;Mannen en Vrouwen;29 jaar;2059;38;5011;4512;499
1488;Mannen en Vrouwen;30 jaar;2012;78;4565;4583;-18
1489;Mannen en Vrouwen;30 jaar;2013;76;4511;4523;-12
1490;Mannen en Vrouwen;30 jaar;2014;77;4494;4556;-62
1491;Mannen en Vrouwen;30 jaar;2015;76;4544;4502;42
1492;Mannen en Vrouwen;30 jaar;2016;78;4602;4449;153
1493;Mannen en Vrouwen;30 jaar;2017;77;4664;4374;290
1494;Mannen en Vrouwen;30 jaar;2018;75;4661;4419;242
1495;Mannen en Vrouwen;30 jaar;2019;75;4642;4446;196
1496;Mannen en Vrouwen;30 jaar;2020;77;4612;4510;102
1497;Mannen en Vrouwen;30 jaar;2021;75;4578;4493;85
1498;Mannen en Vrouwen;30 jaar;2022;74;4543;4478;65
1499;Mannen en Vrouwen;30 jaar;2023;72;4542;4443;99
1500;Mannen en Vrouwen;30 jaar;2024;71;4543;4441;102
1501;Mannen en Vrouwen;30 jaar;2025;68;4550;4395;155
1502;Mannen en Vrouwen;30 jaar;2026;68;4553;4393;160
1503;Mannen en Vrouwen;30 jaar;2027;68;4557;4390;167
1504;Mannen en Vrouwen;30 jaar;2028;68;4562;4412;150
1505;Mannen en Vrouwen;30 jaar;2029;67;4564;4413;151
1506;Mannen en Vrouwen;30 jaar;2030;67;4563;4439;124
1507;Mannen en Vrouwen;30 jaar;2031;66;4565;4409;156
1508;Mannen en Vrouwen;30 jaar;2032;64;4567;4398;169
1509;Mannen en Vrouwen;30 jaar;2033;62;4571;4393;178
1510;Mannen en Vrouwen;30 jaar;2034;60;4576;4355;221
1511;Mannen en Vrouwen;30 jaar;2035;57;4577;4319;258
1512;Mannen en Vrouwen;30 jaar;2036;56;4582;4306;276
1513;Mannen en Vrouwen;30 jaar;2037;54;4583;4288;295
1514;Mannen en Vrouwen;30 jaar;2038;54;4585;4309;276
1515;Mannen en Vrouwen;30 jaar;2039;54;4587;4306;281
1516;Mannen en Vrouwen;30 jaar;2040;52;4588;4302;286
1517;Mannen en Vrouwen;30 jaar;2041;51;4589;4271;318
1518;Mannen en Vrouwen;30 jaar;2042;49;4593;4252;341
1519;Mannen en Vrouwen;30 jaar;2043;49;4596;4251;345
1520;Mannen en Vrouwen;30 jaar;2044;48;4597;4255;342
1521;Mannen en Vrouwen;30 jaar;2045;47;4599;4264;335
1522;Mannen en Vrouwen;30 jaar;2046;47;4598;4270;328
1523;Mannen en Vrouwen;30 jaar;2047;47;4602;4278;324
1524;Mannen en Vrouwen;30 jaar;2048;47;4604;4285;319
1525;Mannen en Vrouwen;30 jaar;2049;46;4605;4290;315
1526;Mannen en Vrouwen;30 jaar;2050;45;4607;4297;310
1527;Mannen en Vrouwen;30 jaar;2051;45;4608;4302;306
1528;Mannen en Vrouwen;30 jaar;2052;44;4611;4307;304
1529;Mannen en Vrouwen;30 jaar;2053;44;4611;4310;301
1530;Mannen en Vrouwen;30 jaar;2054;43;4613;4314;299
1531;Mannen en Vrouwen;30 jaar;2055;42;4612;4316;296
1532;Mannen en Vrouwen;30 jaar;2056;42;4615;4317;298
1533;Mannen en Vrouwen;30 jaar;2057;42;4614;4318;296
1534;Mannen en Vrouwen;30 jaar;2058;40;4617;4319;298
1535;Mannen en Vrouwen;30 jaar;2059;40;4619;4318;301
1536;Mannen en Vrouwen;31 jaar;2012;84;4158;4198;-40
1537;Mannen en Vrouwen;31 jaar;2013;80;4110;4190;-80
1538;Mannen en Vrouwen;31 jaar;2014;78;4093;4152;-59
1539;Mannen en Vrouwen;31 jaar;2015;80;4138;4190;-52
1540;Mannen en Vrouwen;31 jaar;2016;79;4193;4138;55
1541;Mannen en Vrouwen;31 jaar;2017;80;4248;4080;168
1542;Mannen en Vrouwen;31 jaar;2018;79;4248;4088;160
1543;Mannen en Vrouwen;31 jaar;2019;78;4234;4125;109
1544;Mannen en Vrouwen;31 jaar;2020;77;4202;4145;57
1545;Mannen en Vrouwen;31 jaar;2021;80;4178;4195;-17
1546;Mannen en Vrouwen;31 jaar;2022;78;4146;4181;-35
1547;Mannen en Vrouwen;31 jaar;2023;76;4145;4176;-31
1548;Mannen en Vrouwen;31 jaar;2024;75;4151;4149;2
1549;Mannen en Vrouwen;31 jaar;2025;73;4153;4151;2
1550;Mannen en Vrouwen;31 jaar;2026;71;4158;4111;47
1551;Mannen en Vrouwen;31 jaar;2027;70;4160;4110;50
1552;Mannen en Vrouwen;31 jaar;2028;70;4165;4110;55
1553;Mannen en Vrouwen;31 jaar;2029;71;4168;4135;33
1554;Mannen en Vrouwen;31 jaar;2030;69;4172;4138;34
1555;Mannen en Vrouwen;31 jaar;2031;70;4173;4164;9
1556;Mannen en Vrouwen;31 jaar;2032;68;4175;4138;37
1557;Mannen en Vrouwen;31 jaar;2033;66;4177;4130;47
1558;Mannen en Vrouwen;31 jaar;2034;65;4181;4126;55
1559;Mannen en Vrouwen;31 jaar;2035;62;4186;4091;95
1560;Mannen en Vrouwen;31 jaar;2036;59;4188;4058;130
1561;Mannen en Vrouwen;31 jaar;2037;59;4191;4048;143
1562;Mannen en Vrouwen;31 jaar;2038;56;4192;4030;162
1563;Mannen en Vrouwen;31 jaar;2039;57;4192;4050;142
1564;Mannen en Vrouwen;31 jaar;2040;56;4195;4049;146
1565;Mannen en Vrouwen;31 jaar;2041;54;4199;4046;153
1566;Mannen en Vrouwen;31 jaar;2042;52;4200;4020;180
1567;Mannen en Vrouwen;31 jaar;2043;51;4203;4003;200
1568;Mannen en Vrouwen;31 jaar;2044;51;4204;4004;200
1569;Mannen en Vrouwen;31 jaar;2045;49;4206;4006;200
1570;Mannen en Vrouwen;31 jaar;2046;49;4208;4016;192
1571;Mannen en Vrouwen;31 jaar;2047;49;4210;4022;188
1572;Mannen en Vrouwen;31 jaar;2048;49;4213;4032;181
1573;Mannen en Vrouwen;31 jaar;2049;48;4214;4040;174
1574;Mannen en Vrouwen;31 jaar;2050;47;4216;4045;171
1575;Mannen en Vrouwen;31 jaar;2051;47;4223;4052;171
1576;Mannen en Vrouwen;31 jaar;2052;47;4222;4058;164
1577;Mannen en Vrouwen;31 jaar;2053;46;4221;4062;159
1578;Mannen en Vrouwen;31 jaar;2054;45;4222;4068;154
1579;Mannen en Vrouwen;31 jaar;2055;45;4223;4071;152
1580;Mannen en Vrouwen;31 jaar;2056;45;4224;4075;149
1581;Mannen en Vrouwen;31 jaar;2057;44;4224;4077;147
1582;Mannen en Vrouwen;31 jaar;2058;43;4224;4078;146
1583;Mannen en Vrouwen;31 jaar;2059;42;4225;4079;146
1584;Mannen en Vrouwen;32 jaar;2012;89;3780;3923;-143
1585;Mannen en Vrouwen;32 jaar;2013;86;3738;3843;-105
1586;Mannen en Vrouwen;32 jaar;2014;83;3722;3848;-126
1587;Mannen en Vrouwen;32 jaar;2015;81;3766;3823;-57
1588;Mannen en Vrouwen;32 jaar;2016;82;3819;3851;-32
1589;Mannen en Vrouwen;32 jaar;2017;82;3870;3794;76
1590;Mannen en Vrouwen;32 jaar;2018;82;3869;3813;56
1591;Mannen en Vrouwen;32 jaar;2019;82;3858;3817;41
1592;Mannen en Vrouwen;32 jaar;2020;81;3834;3844;-10
1593;Mannen en Vrouwen;32 jaar;2021;80;3807;3856;-49
1594;Mannen en Vrouwen;32 jaar;2022;82;3785;3900;-115
1595;Mannen en Vrouwen;32 jaar;2023;80;3783;3895;-112
1596;Mannen en Vrouwen;32 jaar;2024;79;3786;3894;-108
1597;Mannen en Vrouwen;32 jaar;2025;77;3787;3872;-85
1598;Mannen en Vrouwen;32 jaar;2026;76;3792;3876;-84
1599;Mannen en Vrouwen;32 jaar;2027;73;3795;3842;-47
1600;Mannen en Vrouwen;32 jaar;2028;73;3799;3843;-44
1601;Mannen en Vrouwen;32 jaar;2029;72;3805;3843;-38
1602;Mannen en Vrouwen;32 jaar;2030;73;3808;3868;-60
1603;Mannen en Vrouwen;32 jaar;2031;72;3809;3872;-63
1604;Mannen en Vrouwen;32 jaar;2032;72;3810;3895;-85
1605;Mannen en Vrouwen;32 jaar;2033;71;3814;3874;-60
1606;Mannen en Vrouwen;32 jaar;2034;69;3817;3866;-49
1607;Mannen en Vrouwen;32 jaar;2035;67;3819;3863;-44
1608;Mannen en Vrouwen;32 jaar;2036;64;3825;3834;-9
1609;Mannen en Vrouwen;32 jaar;2037;62;3827;3802;25
1610;Mannen en Vrouwen;32 jaar;2038;61;3829;3795;34
1611;Mannen en Vrouwen;32 jaar;2039;58;3830;3779;51
1612;Mannen en Vrouwen;32 jaar;2040;59;3834;3797;37
1613;Mannen en Vrouwen;32 jaar;2041;57;3835;3796;39
1614;Mannen en Vrouwen;32 jaar;2042;56;3836;3794;42
1615;Mannen en Vrouwen;32 jaar;2043;54;3840;3772;68
1616;Mannen en Vrouwen;32 jaar;2044;53;3841;3756;85
1617;Mannen en Vrouwen;32 jaar;2045;52;3842;3758;84
1618;Mannen en Vrouwen;32 jaar;2046;52;3846;3761;85
1619;Mannen en Vrouwen;32 jaar;2047;51;3848;3769;79
1620;Mannen en Vrouwen;32 jaar;2048;51;3849;3778;71
1621;Mannen en Vrouwen;32 jaar;2049;50;3851;3786;65
1622;Mannen en Vrouwen;32 jaar;2050;50;3857;3793;64
1623;Mannen en Vrouwen;32 jaar;2051;49;3856;3800;56
1624;Mannen en Vrouwen;32 jaar;2052;49;3858;3807;51
1625;Mannen en Vrouwen;32 jaar;2053;49;3858;3813;45
1626;Mannen en Vrouwen;32 jaar;2054;48;3860;3817;43
1627;Mannen en Vrouwen;32 jaar;2055;47;3860;3823;37
1628;Mannen en Vrouwen;32 jaar;2056;47;3861;3826;35
1629;Mannen en Vrouwen;32 jaar;2057;47;3859;3829;30
1630;Mannen en Vrouwen;32 jaar;2058;45;3859;3832;27
1631;Mannen en Vrouwen;32 jaar;2059;45;3859;3833;26
1632;Mannen en Vrouwen;33 jaar;2012;92;3446;3583;-137
1633;Mannen en Vrouwen;33 jaar;2013;93;3413;3628;-215
1634;Mannen en Vrouwen;33 jaar;2014;90;3401;3572;-171
1635;Mannen en Vrouwen;33 jaar;2015;86;3438;3582;-144
1636;Mannen en Vrouwen;33 jaar;2016;85;3487;3554;-67
1637;Mannen en Vrouwen;33 jaar;2017;86;3541;3568;-27
1638;Mannen en Vrouwen;33 jaar;2018;86;3542;3582;-40
1639;Mannen en Vrouwen;33 jaar;2019;86;3527;3598;-71
1640;Mannen en Vrouwen;33 jaar;2020;85;3505;3600;-95
1641;Mannen en Vrouwen;33 jaar;2021;85;3481;3617;-136
1642;Mannen en Vrouwen;33 jaar;2022;84;3458;3625;-167
1643;Mannen en Vrouwen;33 jaar;2023;86;3458;3674;-216
1644;Mannen en Vrouwen;33 jaar;2024;84;3461;3673;-212
1645;Mannen en Vrouwen;33 jaar;2025;82;3465;3673;-208
1646;Mannen en Vrouwen;33 jaar;2026;81;3470;3656;-186
1647;Mannen en Vrouwen;33 jaar;2027;79;3474;3660;-186
1648;Mannen en Vrouwen;33 jaar;2028;77;3471;3630;-159
1649;Mannen en Vrouwen;33 jaar;2029;75;3476;3629;-153
1650;Mannen en Vrouwen;33 jaar;2030;75;3479;3632;-153
1651;Mannen en Vrouwen;33 jaar;2031;76;3483;3656;-173
1652;Mannen en Vrouwen;33 jaar;2032;75;3489;3661;-172
1653;Mannen en Vrouwen;33 jaar;2033;75;3490;3685;-195
1654;Mannen en Vrouwen;33 jaar;2034;73;3494;3665;-171
1655;Mannen en Vrouwen;33 jaar;2035;71;3493;3657;-164
1656;Mannen en Vrouwen;33 jaar;2036;71;3494;3656;-162
1657;Mannen en Vrouwen;33 jaar;2037;68;3497;3627;-130
1658;Mannen en Vrouwen;33 jaar;2038;65;3499;3599;-100
1659;Mannen en Vrouwen;33 jaar;2039;63;3502;3591;-89
1660;Mannen en Vrouwen;33 jaar;2040;61;3505;3576;-71
1661;Mannen en Vrouwen;33 jaar;2041;61;3509;3593;-84
1662;Mannen en Vrouwen;33 jaar;2042;61;3507;3594;-87
1663;Mannen en Vrouwen;33 jaar;2043;59;3510;3591;-81
1664;Mannen en Vrouwen;33 jaar;2044;58;3513;3571;-58
1665;Mannen en Vrouwen;33 jaar;2045;56;3516;3556;-40
1666;Mannen en Vrouwen;33 jaar;2046;55;3517;3558;-41
1667;Mannen en Vrouwen;33 jaar;2047;54;3523;3561;-38
1668;Mannen en Vrouwen;33 jaar;2048;54;3525;3570;-45
1669;Mannen en Vrouwen;33 jaar;2049;53;3529;3576;-47
1670;Mannen en Vrouwen;33 jaar;2050;53;3529;3585;-56
1671;Mannen en Vrouwen;33 jaar;2051;52;3530;3591;-61
1672;Mannen en Vrouwen;33 jaar;2052;52;3530;3599;-69
1673;Mannen en Vrouwen;33 jaar;2053;51;3530;3604;-74
1674;Mannen en Vrouwen;33 jaar;2054;51;3531;3610;-79
1675;Mannen en Vrouwen;33 jaar;2055;50;3532;3614;-82
1676;Mannen en Vrouwen;33 jaar;2056;49;3533;3618;-85
1677;Mannen en Vrouwen;33 jaar;2057;49;3536;3622;-86
1678;Mannen en Vrouwen;33 jaar;2058;49;3537;3625;-88
1679;Mannen en Vrouwen;33 jaar;2059;47;3537;3627;-90
1680;Mannen en Vrouwen;34 jaar;2012;100;3172;3376;-204
1681;Mannen en Vrouwen;34 jaar;2013;98;3135;3328;-193
1682;Mannen en Vrouwen;34 jaar;2014;99;3131;3385;-254
1683;Mannen en Vrouwen;34 jaar;2015;96;3167;3344;-177
1684;Mannen en Vrouwen;34 jaar;2016;92;3210;3344;-134
1685;Mannen en Vrouwen;34 jaar;2017;90;3258;3308;-50
1686;Mannen en Vrouwen;34 jaar;2018;90;3261;3377;-116
1687;Mannen en Vrouwen;34 jaar;2019;90;3253;3389;-136
1688;Mannen en Vrouwen;34 jaar;2020;92;3230;3400;-170
1689;Mannen en Vrouwen;34 jaar;2021;91;3210;3397;-187
1690;Mannen en Vrouwen;34 jaar;2022;89;3192;3409;-217
1691;Mannen en Vrouwen;34 jaar;2023;89;3190;3424;-234
1692;Mannen en Vrouwen;34 jaar;2024;90;3195;3472;-277
1693;Mannen en Vrouwen;34 jaar;2025;89;3196;3473;-277
1694;Mannen en Vrouwen;34 jaar;2026;87;3201;3475;-274
1695;Mannen en Vrouwen;34 jaar;2027;85;3202;3458;-256
1696;Mannen en Vrouwen;34 jaar;2028;85;3206;3463;-257
1697;Mannen en Vrouwen;34 jaar;2029;82;3208;3435;-227
1698;Mannen en Vrouwen;34 jaar;2030;80;3210;3436;-226
1699;Mannen en Vrouwen;34 jaar;2031;80;3217;3439;-222
