ID;SOKlassen;Bedrijfstypen;RegioS;Perioden;AantalBedrijven_1;EconomischeOmvangSO_2;OppervlakteCultuurgrond_3
69;Alle SO-klassen;Totaal alle bedrijfstypen;Oost-Nederland (LD);2019;17400;6160860;512415
70;Alle SO-klassen;Totaal alle bedrijfstypen;Oost-Nederland (LD);2020;17155;6390387;511016
71;Alle SO-klassen;Totaal alle bedrijfstypen;Oost-Nederland (LD);2021;16990;6428866;510203
72;Alle SO-klassen;Totaal alle bedrijfstypen;Oost-Nederland (LD);2022;16635;6447403;508036
73;Alle SO-klassen;Totaal alle bedrijfstypen;Oost-Nederland (LD);2023;16565;7074998;508824
74;Alle SO-klassen;Totaal alle bedrijfstypen;Oost-Nederland (LD);2024;16350;6935926;507492
75;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2000;26350;6419715;476905
76;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2001;24830;6374638;474414
77;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2002;23995;6334591;476899
78;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2003;22890;6303263;470140
79;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2004;22270;6238751;471045
80;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2005;21535;6317770;468967
81;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2006;20715;6293684;466067
82;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2007;19940;6221362;463013
83;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2008;19350;6212961;466389
84;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2009;18700;6292120;465689
85;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2010;18445;6263721;449505
86;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2011;17980;6100507;447407
87;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2012;17475;6019191;442459
88;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2013;17070;6442756;443290
89;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2014;16495;6358085;441056
90;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2015;15870;6419448;442102
91;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2016;13910;7069367;434443
92;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2017;13570;7055810;434646
93;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2018;13225;6976800;435523
94;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2019;13085;7116479;433983
95;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2020;13025;7798829;434116
96;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2021;12940;7879096;434132
97;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2022;12710;8022068;432610
98;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2023;12565;8392065;432174
99;Alle SO-klassen;Totaal alle bedrijfstypen;West-Nederland (LD);2024;12345;8482748;430660
100;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2000;24225;5207200;379007
101;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2001;22990;5149990;370365
102;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2002;22150;5046440;373796
103;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2003;21025;4862660;367445
104;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2004;20555;4897415;366604
105;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2005;20120;4984741;365549
106;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2006;19615;5063817;362497
107;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2007;18900;5158677;359356
108;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2008;18485;5319837;362676
109;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2009;17980;5432214;358363
110;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2010;17840;5702758;351502
111;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2011;17320;5688412;349877
112;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2012;16840;5616882;344786
113;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2013;16515;6239848;344923
114;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2014;15975;6251394;342547
115;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2015;15655;6231946;342266
116;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2016;13810;6958128;336957
117;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2017;13680;6942159;337516
118;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2018;13435;6910978;337699
119;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2019;13190;6749334;335321
120;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2020;13025;6926878;335182
121;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2021;12795;6788937;333437
122;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2022;12430;6753386;331657
123;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2023;12370;7484082;331169
124;Alle SO-klassen;Totaal alle bedrijfstypen;Zuid-Nederland (LD);2024;12160;7427366;329244
125;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2000;4195;659240;166101
126;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2001;4035;648548;164191
127;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2002;3915;653615;166002
128;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2003;3750;643550;166222
129;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2004;3715;655239;167198
130;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2005;3635;649760;165494
131;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2006;3545;652340;163131
132;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2007;3455;650490;162144
133;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2008;3460;680412;165340
134;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2009;3380;675679;163864
135;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2010;3355;710616;161809
136;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2011;3275;690129;160550
137;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2012;3235;696804;161787
138;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2013;3215;844413;163087
139;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2014;3145;856900;162948
140;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2015;3040;870066;162282
141;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2016;2630;1014304;160150
142;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2017;2600;1015549;160987
143;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2018;2570;1009703;162689
144;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2019;2540;1015121;161910
145;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2020;2515;1030639;161360
146;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2021;2480;1026811;160615
147;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2022;2460;1006477;159925
148;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2023;2425;1138264;158951
149;Alle SO-klassen;Totaal alle bedrijfstypen;Groningen (PV);2024;2410;1087778;158464
150;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2000;7110;1136414;231036
151;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2001;6905;1162871;230877
152;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2002;6705;1153351;232919
153;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2003;6480;1164113;232640
154;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2004;6415;1146934;232869
155;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2005;6290;1148517;234864
156;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2006;6110;1148876;232852
157;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2007;5960;1157043;234184
158;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2008;5915;1181743;237377
159;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2009;5785;1190197;237278
160;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2010;5750;1241001;229070
161;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2011;5655;1227417;227268
162;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2012;5585;1241755;225709
163;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2013;5500;1477522;226377
164;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2014;5370;1485516;226110
165;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2015;5230;1537446;226532
166;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2016;4410;1777402;223628
167;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2017;4365;1766853;223823
168;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2018;4290;1734289;224780
169;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2019;4255;1724640;224770
170;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2020;4215;1763399;224439
171;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2021;4160;1738297;224462
172;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2022;4075;1722508;224788
173;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2023;4050;1903040;224805
174;Alle SO-klassen;Totaal alle bedrijfstypen;Fryslân (PV);2024;4000;1879821;225767
175;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2000;4940;805117;159264
176;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2001;4710;803161;157296
177;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2002;4530;804102;157194
178;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2003;4330;773363;156255
179;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2004;4240;785459;155294
180;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2005;4180;768102;154098
181;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2006;4125;766806;150873
182;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2007;3960;774353;152143
183;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2008;3970;784903;154223
184;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2009;3830;777442;152456
185;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2010;3775;811714;150325
186;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2011;3675;801945;148231
187;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2012;3645;806158;148000
188;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2013;3580;918758;150131
189;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2014;3475;934998;148652
190;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2015;3410;962905;149610
191;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2016;2885;1129472;147660
192;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2017;2845;1125741;148353
193;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2018;2805;1120573;148466
194;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2019;2765;1111513;147920
195;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2020;2760;1172430;148339
196;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2021;2740;1170032;149063
197;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2022;2670;1180195;147354
198;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2023;2660;1276931;147082
199;Alle SO-klassen;Totaal alle bedrijfstypen;Drenthe (PV);2024;2640;1260503;146874
200;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2000;11395;1507856;218360
201;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2001;10960;1487367;212927
202;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2002;10620;1459930;217038
203;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2003;10225;1442127;216134
204;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2004;10075;1437848;218007
205;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2005;9860;1450958;213020
206;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2006;9615;1450230;211232
207;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2007;9305;1470024;209655
208;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2008;9135;1519741;209910
209;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2009;8910;1541340;207530
210;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2010;8910;1629245;202743
211;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2011;8620;1621104;201542
212;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2012;8455;1594697;199019
213;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2013;8285;1839293;198718
214;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2014;8065;1853748;197206
215;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2015;7955;1884692;198565
216;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2016;7015;2158045;196377
217;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2017;6900;2147630;195852
218;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2018;6825;2105174;196191
219;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2019;6730;2084931;196100
220;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2020;6650;2143730;195886
221;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2021;6580;2115229;196100
222;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2022;6445;2132200;195278
223;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2023;6430;2319146;195786
224;Alle SO-klassen;Totaal alle bedrijfstypen;Overijssel (PV);2024;6340;2278608;195545
225;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2000;2335;602494;91636
226;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2001;2275;598198;90749
227;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2002;2265;615927;91832
228;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2003;2185;606192;89890
229;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2004;2165;622194;91565
230;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2005;2120;615564;91020
231;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2006;2100;632524;90638
232;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2007;2040;635531;90820
233;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2008;1980;649109;90603
234;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2009;1925;640329;89712
235;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2010;1890;677796;89305
236;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2011;1860;676066;89086
237;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2012;1810;657517;87805
238;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2013;1805;738909;88671
239;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2014;1770;737657;88677
240;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2015;1765;774456;90476
241;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2016;1695;903969;89559
242;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2017;1695;920504;90326
243;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2018;1675;935735;89739
244;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2019;1675;963781;89419
245;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2020;1655;1022357;89414
246;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2021;1650;1039124;88675
247;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2022;1630;1053065;88158
248;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2023;1610;1126034;88722
249;Alle SO-klassen;Totaal alle bedrijfstypen;Flevoland (PV);2024;1600;1096025;88406
250;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2000;16845;2599617;253196
251;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2001;15940;2484114;245313
252;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2002;15295;2400161;248394
253;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2003;14520;2253814;246923
254;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2004;14365;2343871;246820
255;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2005;14005;2378635;244683
256;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2006;13610;2356645;242414
257;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2007;13175;2380274;242937
258;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2008;12865;2417586;242699
259;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2009;12500;2436336;242522
260;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2010;12360;2570617;238060
261;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2011;12005;2507915;234432
262;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2012;11765;2426721;232134
263;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2013;11515;2724505;232375
264;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2014;11210;2741728;231821
265;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2015;10990;2753463;233913
266;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2016;9335;3089628;227090
267;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2017;9185;3034628;227085
268;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2018;9090;3048119;227279
269;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2019;8995;3112148;226896
270;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2020;8855;3224300;225716
271;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2021;8760;3274512;225428
272;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2022;8560;3262137;224600
273;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2023;8525;3629818;224315
274;Alle SO-klassen;Totaal alle bedrijfstypen;Gelderland (PV);2024;8405;3561293;223542
275;Alle SO-klassen;Totaal alle bedrijfstypen;Utrecht (PV);2000;3820;558282;69837
276;Alle SO-klassen;Totaal alle bedrijfstypen;Utrecht (PV);2001;3630;539649;69114
277;Alle SO-klassen;Totaal alle bedrijfstypen;Utrecht (PV);2002;3565;532792;71140
278;Alle SO-klassen;Totaal alle bedrijfstypen;Utrecht (PV);2003;3400;504218;70295
279;Alle SO-klassen;Totaal alle bedrijfstypen;Utrecht (PV);2004;3335;498423;69735
