ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;TotaleOppervlakte_5;TotaalVerkeersterrein_6;Spoorterrein_7;Wegverkeersterrein_8;Vliegveld_9;TotaalBebouwdTerrein_10;Woonterrein_11;TerreinVoorDetailhandelEnHoreca_12;TerreinVoorOpenbareVoorzieningen_13;TerreinVoorSociaalCultureleVoorz_14;Bedrijventerrein_15;TotaalSemiBebouwdTerrein_16;Stortplaats_17;Wrakkenopslagplaats_18;Begraafplaats_19;Delfstofwinplaats_20;Bouwterrein_21;SemiVerhardOverigTerrein_22;TotaalRecreatieterrein_23;ParkEnPlantsoen_24;Sportterrein_25;Volkstuin_26;DagrecreatiefTerrein_27;VerblijfsrecreatiefTerrein_28;TotaalAgrarischTerrein_29;TerreinVoorGlastuinbouw_30;OverigAgrarischTerrein_31;TotaalBosEnOpenNatuurlijkTerrein_32;Bos_33;OpenDroogNatuurlijkTerrein_34;OpenNatNatuurlijkTerrein_35;TotaalBinnenwater_36;IJsselmeerMarkermeer_37;AfgeslotenZeearm_38;RijnEnMaas_39;Randmeer_40;Spaarbekken_41;RecreatiefBinnenwater_42;BinnenwaterVoorDelfstofwinning_43;VloeiEnOfSlibveld_44;OverigBinnenwater_45;TotaalBuitenwater_46;WaddenzeeEemsDollard_47;Oosterschelde_48;Westerschelde_49;Noordzee_50
6930;Verspreide huizen Deldeneresch;Hof van Twente                          ;Buurt     ;BU17350806;1;1342;24;2;22;0;2;0;1;0;1;0;0;0;0;0;0;0;0;25;18;0;0;0;7;651;0;651;628;604;21;2;11;;;;;0;1;0;0;10;;;;;
6931;Verspreide huizen Deldenerbroek;Hof van Twente                          ;Buurt     ;BU17350807;1;1421;40;0;40;0;4;2;0;0;2;0;19;19;0;0;0;0;0;73;0;59;0;3;11;1007;0;1007;259;259;0;0;19;;;;;0;2;0;0;17;;;;;
6932;Verspreide huizen Azelo;Hof van Twente                          ;Buurt     ;BU17350808;1;643;14;0;14;0;1;0;0;0;0;1;3;0;0;0;0;3;0;0;0;0;0;0;0;427;0;427;195;158;34;3;3;;;;;0;0;0;0;3;;;;;
6933;Verspreide huizen Zeldam;Hof van Twente                          ;Buurt     ;BU17350809;1;971;35;0;35;0;4;0;0;0;0;4;0;0;0;0;0;0;0;2;0;2;0;0;0;898;0;898;26;26;0;0;5;;;;;0;0;0;0;5;;;;;
6934;Wijk 09 Bentelo;Hof van Twente                          ;Wijk      ;WK173509  ;1;2942;88;13;75;0;27;20;0;2;0;5;1;0;0;1;0;0;0;6;0;5;1;0;0;2423;0;2423;361;349;8;3;36;;;;;0;0;0;0;36;;;;;
6935;Bentelo kern;Hof van Twente                          ;Buurt     ;BU17350900;1;60;3;0;3;0;22;20;0;0;0;1;1;0;0;1;0;0;0;6;0;5;1;0;0;25;0;25;4;4;0;0;0;;;;;0;0;0;0;0;;;;;
6936;Verspreide huizen Wiene;Hof van Twente                          ;Buurt     ;BU17350908;1;1319;50;13;37;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087;0;1087;148;148;0;0;33;;;;;0;0;0;0;33;;;;;
6937;Verspreide huizen Bentelo;Hof van Twente                          ;Buurt     ;BU17350909;1;1563;35;0;35;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1312;0;1312;209;198;8;3;3;;;;;0;0;0;0;3;;;;;
6938;Hollands Kroon;Hollands Kroon                          ;Gemeente  ;GM1911    ;.;66220;982;18;948;16;1203;891;27;39;8;238;655;87;0;16;20;364;168;386;93;169;15;53;55;31591;397;31193;917;698;78;140;12617;10969.0;;;;9;15;0;0;1623;17868.0;17868.0;;;
6939;Wijk 00 Winkel;Hollands Kroon                          ;Wijk      ;WK191100  ;1;2149;56;0;56;0;146;92;2;3;0;48;14;0;0;1;0;13;0;89;16;69;2;0;2;1756;0;1756;7;3;0;3;82;;;;;0;0;0;0;82;;;;;
6940;Winkel;Hollands Kroon                          ;Buurt     ;BU19110000;1;458;20;0;20;0;119;76;2;2;0;40;1;0;0;1;0;0;0;86;16;69;1;0;0;213;0;213;3;3;0;0;14;;;;;0;0;0;0;14;;;;;
6941;Lutjewinkel;Hollands Kroon                          ;Buurt     ;BU19110001;1;213;4;0;4;0;20;14;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;182;0;0;0;0;7;;;;;0;0;0;0;7;;;;;
6942;De Weere (gedeeltelijk);Hollands Kroon                          ;Buurt     ;BU19110002;1;352;5;0;5;0;0;0;0;0;0;0;13;0;0;0;0;13;0;0;0;0;0;0;0;311;0;311;2;0;0;2;20;;;;;0;0;0;0;20;;;;;
6943;Langereis (gedeeltelijk);Hollands Kroon                          ;Buurt     ;BU19110003;1;131;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;123;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6944;Verspreide huizen in de Groetpolder;Hollands Kroon                          ;Buurt     ;BU19110009;1;996;20;0;20;0;6;2;0;0;0;4;1;0;0;0;0;1;0;2;0;0;0;0;2;927;0;927;1;0;0;1;39;;;;;0;0;0;0;39;;;;;
6945;Wijk 01 Nieuwe-Niedorp;Hollands Kroon                          ;Wijk      ;WK191101  ;1;1611;52;0;52;0;75;71;0;3;1;0;3;0;0;1;0;2;0;31;7;14;1;2;8;1418;0;1418;0;0;0;0;31;;;;;0;4;0;0;28;;;;;
6946;Nieuwe-Niedorp;Hollands Kroon                          ;Buurt     ;BU19110100;1;280;15;0;15;0;69;65;0;3;1;0;1;0;0;1;0;0;0;21;7;6;0;2;7;154;0;154;0;0;0;0;20;;;;;0;4;0;0;17;;;;;
6947;Terdiek;Hollands Kroon                          ;Buurt     ;BU19110101;1;369;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;356;0;356;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6948;Langereis (gedeeltelijk);Hollands Kroon                          ;Buurt     ;BU19110102;1;181;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;170;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6949;'t Veld en De Kampen;Hollands Kroon                          ;Buurt     ;BU19110103;1;457;15;0;15;0;6;6;0;0;0;0;0;0;0;0;0;0;0;8;0;8;1;0;0;423;0;423;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6950;Wateringskant;Hollands Kroon                          ;Buurt     ;BU19110104;1;153;5;0;5;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;146;0;146;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6951;Moerbeek;Hollands Kroon                          ;Buurt     ;BU19110105;1;171;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;169;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6952;Wijk 02 Oude-Niedorp;Hollands Kroon                          ;Wijk      ;WK191102  ;1;1055;36;0;36;0;58;58;0;0;0;0;20;0;0;0;0;20;0;7;1;0;0;0;6;917;3;914;0;0;0;0;17;;;;;0;0;0;0;17;;;;;
6953;Oude-Niedorp;Hollands Kroon                          ;Buurt     ;BU19110200;1;410;16;0;16;0;12;12;0;0;0;0;15;0;0;0;0;15;0;0;0;0;0;0;0;355;3;352;0;0;0;0;12;;;;;0;0;0;0;12;;;;;
6954;'t Veld en De Weel (gedeeltelijk);Hollands Kroon                          ;Buurt     ;BU19110201;1;194;4;0;4;0;36;36;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;150;0;150;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6955;Zijdewind;Hollands Kroon                          ;Buurt     ;BU19110202;1;57;5;0;5;0;10;10;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;6;32;0;32;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6956;Westermoerbeek (gedeeltelijk);Hollands Kroon                          ;Buurt     ;BU19110203;1;144;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;141;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6957;Verspreide huizen in De Kampen;Hollands Kroon                          ;Buurt     ;BU19110209;1;250;7;0;7;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;239;0;239;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6958;Wijk 03 Barsingerhorn en omgeving;Hollands Kroon                          ;Wijk      ;WK191103  ;1;1488;38;0;38;0;46;41;0;0;0;4;18;0;0;2;0;16;0;6;0;6;0;0;0;1346;0;1346;3;3;0;0;32;;;;;0;0;0;0;32;;;;;
6959;Barsingerhorn;Hollands Kroon                          ;Buurt     ;BU19110300;1;673;10;0;10;0;18;16;0;0;0;2;2;0;0;2;0;0;0;2;0;2;0;0;0;619;0;619;3;3;0;0;20;;;;;0;0;0;0;20;;;;;
6960;Kolhorn;Hollands Kroon                          ;Buurt     ;BU19110301;1;91;5;0;5;0;20;20;0;0;0;0;2;0;0;0;0;2;0;4;0;4;0;0;0;54;0;54;0;0;0;0;6;;;;;0;0;0;0;6;;;;;
6961;Haringhuizen;Hollands Kroon                          ;Buurt     ;BU19110302;1;247;5;0;5;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;0;236;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6962;Verspreide huizen Westermoerbeek (ged.);Hollands Kroon                          ;Buurt     ;BU19110306;1;242;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;0;239;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6963;Verspreide huizen Westfriese Zeedijk;Hollands Kroon                          ;Buurt     ;BU19110307;1;235;15;0;15;0;2;0;0;0;0;2;15;0;0;0;0;15;0;0;0;0;0;0;0;198;0;198;0;0;0;0;5;;;;;0;0;0;0;5;;;;;
6964;Wijk 04 Wieringen;Hollands Kroon                          ;Wijk      ;WK191104  ;1;2723;138;0;138;0;202;150;9;17;0;26;126;0;0;3;0;1;123;61;10;18;1;7;25;2098;0;2098;61;13;0;48;36;;;;;0;5;0;0;31;;;;;
6965;Hippolytushoef;Hollands Kroon                          ;Buurt     ;BU19110400;1;462;19;0;19;0;110;89;6;0;0;15;11;0;0;1;0;1;9;12;4;7;1;0;0;304;0;304;6;0;0;6;0;;;;;0;0;0;0;0;;;;;
6966;Den Oever;Hollands Kroon                          ;Buurt     ;BU19110401;1;111;7;0;7;0;53;40;2;0;0;11;15;0;0;0;0;0;15;12;5;5;1;0;1;15;0;15;11;0;0;11;0;;;;;0;0;0;0;0;;;;;
6967;Oosterland;Hollands Kroon                          ;Buurt     ;BU19110402;1;297;11;0;11;0;1;0;1;0;0;0;7;0;0;0;0;0;6;9;0;0;0;0;9;264;0;264;3;0;0;3;3;;;;;0;0;0;0;3;;;;;
6968;Westerland;Hollands Kroon                          ;Buurt     ;BU19110403;1;297;18;0;18;0;19;19;0;0;0;0;14;0;0;0;0;0;14;12;0;0;0;4;8;206;0;206;10;0;0;10;17;;;;;0;2;0;0;15;;;;;
6969;De Haukes;Hollands Kroon                          ;Buurt     ;BU19110404;1;69;2;0;2;0;3;3;0;0;0;0;1;0;0;0;0;0;1;4;0;0;0;3;2;54;0;54;0;0;0;0;5;;;;;0;3;0;0;2;;;;;
6970;Stroe;Hollands Kroon                          ;Buurt     ;BU19110405;1;405;13;0;13;0;0;0;0;0;0;0;8;0;0;0;0;0;7;6;0;0;0;0;6;376;0;376;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
6971;Oosterklief en Westerklief;Hollands Kroon                          ;Buurt     ;BU19110406;1;232;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;220;6;6;0;0;1;;;;;0;0;0;0;1;;;;;
6972;Verspreide huizen Hippolytushoeverpolder;Hollands Kroon                          ;Buurt     ;BU19110407;1;196;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;186;1;1;0;0;1;;;;;0;0;0;0;1;;;;;
6973;Verspreide huizen Oeverpolder;Hollands Kroon                          ;Buurt     ;BU19110408;1;167;49;0;49;0;17;0;0;17;0;0;70;0;0;0;0;0;70;1;1;0;0;0;0;25;0;25;5;2;0;3;0;;;;;0;0;0;0;0;;;;;
6974;Verspreide huizen Waard-Nieuwlandpolder;Hollands Kroon                          ;Buurt     ;BU19110409;1;486;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;449;0;449;16;1;0;15;9;;;;;0;0;0;0;9;;;;;
6975;Wijk 05 Wieringermeer;Hollands Kroon                          ;Wijk      ;WK191105  ;1;20601;467;0;452;16;375;220;11;7;6;131;357;81;0;5;20;228;24;95;41;31;7;9;7;17411;387;17024;767;669;73;24;1129;0.0;;;;9;0;0;0;1120;;;;;
6976;Wieringerwerf;Hollands Kroon                          ;Buurt     ;BU19110500;1;246;29;0;29;0;134;74;6;0;6;48;0;0;0;0;0;0;0;35;23;12;0;0;0;34;0;34;8;8;0;0;6;;;;;0;0;0;0;6;;;;;
6977;Schepenwijk, Waddenwijk en Oosterterp;Hollands Kroon                          ;Buurt     ;BU19110501;1;42;0;0;0;0;35;35;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;4;0;4;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6978;Middenmeer;Hollands Kroon                          ;Buurt     ;BU19110502;1;183;8;0;8;0;92;66;4;0;0;22;9;0;0;5;0;4;0;22;13;7;2;0;0;43;0;43;1;1;0;0;8;;;;;0;0;0;0;8;;;;;
6979;Slootdorp;Hollands Kroon                          ;Buurt     ;BU19110503;1;148;4;0;4;0;41;35;0;0;0;7;0;0;0;0;0;0;0;8;0;7;1;0;0;84;0;84;4;4;0;0;6;;;;;0;0;0;0;6;;;;;
6980;Kreileroord;Hollands Kroon                          ;Buurt     ;BU19110504;1;25;1;0;1;0;11;10;0;0;0;1;0;0;0;0;0;0;0;6;1;5;0;0;0;6;0;6;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6981;Verspreide huizen Wieringerwerf;Hollands Kroon                          ;Buurt     ;BU19110506;1;2119;69;0;69;0;19;0;0;2;0;17;37;0;0;0;0;37;0;6;0;0;3;0;3;1817;0;1817;121;121;0;0;49;;;;;0;0;0;0;49;;;;;
6982;Verspreide huizen Middenmeer;Hollands Kroon                          ;Buurt     ;BU19110507;1;6815;173;0;173;0;28;0;1;2;0;25;243;80;0;0;20;144;0;3;1;0;2;0;0;6141;384;5757;28;28;0;0;198;;;;;0;0;0;0;198;;;;;
6983;Verspreide huizen Slootdorp;Hollands Kroon                          ;Buurt     ;BU19110508;1;5301;84;0;69;16;4;0;0;4;0;0;33;0;0;0;0;27;6;2;0;0;0;2;0;4397;1;4396;58;46;0;11;723;;;;;0;0;0;0;723;;;;;
6984;Verspreide huizen Kreileroord;Hollands Kroon                          ;Buurt     ;BU19110509;1;5721;98;0;98;0;10;0;0;0;0;10;35;1;0;0;0;16;17;11;0;0;0;7;4;4884;3;4881;547;461;73;13;137;0.0;;;;9;0;0;0;128;;;;;
6985;Wijk 06;Hollands Kroon                          ;Wijk      ;WK191106  ;1;5349;151;18;133;0;257;214;5;10;0;29;109;6;0;3;0;78;21;83;18;25;3;35;2;4372;7;4366;72;9;5;59;286;;;;;0;2;0;0;285;19.0;19.0;;;
6986;Kleine Sluis inclusief Spoorbuurt;Hollands Kroon                          ;Buurt     ;BU19110600;1;525;18;5;13;0;170;147;5;4;0;14;40;0;0;0;0;40;0;38;14;16;3;6;0;213;2;211;18;0;0;18;28;;;;;0;0;0;0;28;;;;;
6987;Gelderse Buurt en omgeving;Hollands Kroon                          ;Buurt     ;BU19110601;1;999;29;2;27;0;19;11;0;6;0;2;14;0;0;3;0;10;0;1;0;0;0;0;1;910;3;908;4;4;0;0;22;;;;;0;0;0;0;22;;;;;
6988;Breezand;Hollands Kroon                          ;Buurt     ;BU19110602;1;2009;70;11;59;0;59;48;0;0;0;11;35;0;0;0;0;16;19;34;2;5;0;26;1;1645;2;1643;29;1;5;23;118;;;;;0;0;0;0;118;19.0;19.0;;;
6989;Van Ewijcksluis;Hollands Kroon                          ;Buurt     ;BU19110603;1;42;3;0;3;0;7;7;0;0;0;0;0;0;0;0;0;0;0;8;2;4;0;3;0;9;0;9;3;0;0;3;11;;;;;0;1;0;0;10;;;;;
6990;Oostpolder;Hollands Kroon                          ;Buurt     ;BU19110604;1;1774;31;0;31;0;2;0;0;0;0;2;20;6;0;0;0;12;2;0;0;0;0;0;0;1595;0;1595;18;3;0;15;107;;;;;0;1;0;0;106;;;;;
6991;Wijk 07 Wieringerwaard en omgeving;Hollands Kroon                          ;Wijk      ;WK191107  ;1;2413;43;0;43;0;45;45;0;0;0;0;7;0;0;1;0;6;0;14;2;6;1;1;4;2272;0;2272;3;2;0;2;29;;;;;0;0;0;0;29;;;;;
6992;Wieringerwaard;Hollands Kroon                          ;Buurt     ;BU19110700;1;166;7;0;7;0;45;45;0;0;0;0;6;0;0;1;0;5;0;10;2;6;1;0;1;97;0;97;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6993;Nieuwesluis;Hollands Kroon                          ;Buurt     ;BU19110701;1;26;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;23;0;23;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6994;Buitengebied Wieringerwaard;Hollands Kroon                          ;Buurt     ;BU19110702;1;2221;35;0;35;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;3;2152;0;2152;3;2;0;2;27;;;;;0;0;0;0;27;;;;;
6995;Groot water;Hollands Kroon                          ;Wijk      ;WK191199  ;.;28831;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;10974;10969.0;;;;0;5;0;0;0;17850.0;17850.0;;;
6996;Groot binnenwater;Hollands Kroon                          ;Buurt     ;BU19119997;.;10975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10974;10969.0;;;;0;5;0;0;0;;;;;
6997;Buitenwater;Hollands Kroon                          ;Buurt     ;BU19119998;.;17856;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0.0;;;;0;0;0;0;0;17850.0;17850.0;;;
6998;Hoogeveen;Hoogeveen                               ;Gemeente  ;GM0118    ;.;12925;525;23;474;28;1516;900;62;67;55;431;112;3;5;30;7;67;0;372;122;160;13;13;64;8801;0;8801;1427;1200;129;98;171;;;;;0;14;0;0;157;;;;;
6999;Wijk 50 Hoogeveen;Hoogeveen                               ;Wijk      ;WK011850  ;1;692;39;3;35;0;520;411;48;9;25;26;21;0;0;13;0;8;0;100;53;47;0;0;0;0;0;0;0;0;0;0;13;;;;;0;0;0;0;13;;;;;
7000;Centrum;Hoogeveen                               ;Buurt     ;BU01185000;1;34;1;0;1;0;30;7;24;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7001;Noord;Hoogeveen                               ;Buurt     ;BU01185001;1;48;5;3;2;0;38;32;2;0;0;4;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7002;Bentinckspark;Hoogeveen                               ;Buurt     ;BU01185002;1;72;3;0;3;0;21;10;0;8;0;3;0;0;0;0;0;0;0;47;0;47;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
7003;Krakeel;Hoogeveen                               ;Buurt     ;BU01185003;1;89;4;0;4;0;77;76;1;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
7004;Wolfsbos;Hoogeveen                               ;Buurt     ;BU01185004;1;97;3;0;3;0;82;70;1;0;11;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
7005;Zuid;Hoogeveen                               ;Buurt     ;BU01185005;1;130;3;0;3;0;103;92;4;0;2;5;0;0;0;0;0;0;0;19;19;0;0;0;0;0;0;0;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
7006;Venesluis;Hoogeveen                               ;Buurt     ;BU01185006;1;84;6;0;6;0;53;44;3;0;3;2;13;0;0;13;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
7007;West;Hoogeveen                               ;Buurt     ;BU01185007;1;86;9;0;9;0;66;41;13;1;8;4;3;0;0;0;0;3;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7008;Oost;Hoogeveen                               ;Buurt     ;BU01185008;1;51;2;0;2;0;49;39;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7009;Wijk 51 De Weide;Hoogeveen                               ;Wijk      ;WK011851  ;1;412;30;3;26;0;264;235;3;5;17;4;13;0;0;0;0;13;0;73;54;16;3;0;0;18;0;18;3;3;0;0;10;;;;;0;1;0;0;9;;;;;
7010;Steenbergerweiden;Hoogeveen                               ;Buurt     ;BU01185100;1;32;1;0;1;0;21;18;2;0;1;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7011;Kinholt;Hoogeveen                               ;Buurt     ;BU01185101;1;54;3;2;1;0;30;30;0;0;0;0;0;0;0;0;0;0;0;13;10;0;3;0;0;6;0;6;1;1;0;0;1;;;;;0;0;0;0;1;;;;;
7012;Grittenhof;Hoogeveen                               ;Buurt     ;BU01185102;1;29;3;1;2;0;17;0;0;3;14;0;0;0;0;0;0;0;0;8;8;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7013;Schoonvelde-West;Hoogeveen                               ;Buurt     ;BU01185103;1;30;2;0;2;0;26;24;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7014;Schoonvelde-Oost;Hoogeveen                               ;Buurt     ;BU01185104;1;31;7;0;7;0;20;19;2;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7015;Schutlanden-Oost;Hoogeveen                               ;Buurt     ;BU01185105;1;46;4;0;4;0;22;17;0;0;0;4;0;0;0;0;0;0;0;19;4;15;0;0;0;0;0;0;2;2;0;0;1;;;;;0;0;0;0;1;;;;;
7016;Schutlanden-West;Hoogeveen                               ;Buurt     ;BU01185106;1;26;1;0;1;0;21;21;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
7017;Kattouw;Hoogeveen                               ;Buurt     ;BU01185107;1;28;1;0;1;0;17;15;0;1;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;2;;;;;
7018;Trasselt;Hoogeveen                               ;Buurt     ;BU01185108;1;46;2;0;2;0;36;36;0;0;0;0;0;0;0;0;0;0;0;8;7;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7019;Erflanden;Hoogeveen                               ;Buurt     ;BU01185109;1;90;5;0;5;0;55;55;0;0;0;0;13;0;0;0;0;13;0;0;0;0;0;0;0;13;0;13;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
7020;Wijke 52 Fluitenberg;Hoogeveen                               ;Wijk      ;WK011852  ;1;895;27;4;23;0;9;9;0;0;0;0;5;0;0;5;0;0;0;3;0;0;0;0;3;772;0;772;72;29;36;7;7;;;;;0;0;0;0;7;;;;;
7021;Fluitenberg kern;Hoogeveen                               ;Buurt     ;BU01185200;1;81;6;0;6;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;66;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
7022;Verspreide huizen Fluitenberg;Hoogeveen                               ;Buurt     ;BU01185201;1;814;21;4;17;0;0;0;0;0;0;0;5;0;0;5;0;0;0;3;0;0;0;0;3;707;0;707;71;28;36;7;7;;;;;0;0;0;0;7;;;;;
7023;Wijk 53 Elim;Hoogeveen                               ;Wijk      ;WK011853  ;1;1312;27;0;27;0;39;35;0;0;0;4;7;0;3;2;0;1;0;19;0;10;2;0;7;1012;0;1012;205;204;2;0;3;;;;;0;0;0;0;3;;;;;
7024;Elim Kern;Hoogeveen                               ;Buurt     ;BU01185300;1;69;2;0;2;0;38;34;0;0;0;4;1;0;0;0;0;1;0;8;0;8;1;0;0;19;0;19;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
7025;Verspreide huizen Elim-Noord;Hoogeveen                               ;Buurt     ;BU01185301;1;546;6;0;6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9;0;2;1;0;6;346;0;346;181;179;2;0;3;;;;;0;0;0;0;3;;;;;
7026;Verspreide huizen Elim-Zuid;Hoogeveen                               ;Buurt     ;BU01185302;1;697;19;0;19;0;1;1;0;0;0;0;4;0;3;1;0;0;0;1;0;0;0;0;1;648;0;648;25;25;0;0;0;;;;;0;0;0;0;0;;;;;
7027;Wijk 54 Hollandscheveld;Hoogeveen                               ;Wijk      ;WK011854  ;1;2184;62;0;62;0;77;68;2;0;2;5;4;0;0;3;0;1;0;49;2;16;2;13;16;1650;0;1650;325;323;0;2;16;;;;;0;13;0;0;3;;;;;
7028;Hollandscheveld kern;Hoogeveen                               ;Buurt     ;BU01185400;1;154;5;0;5;0;75;67;1;0;2;5;1;0;0;0;0;1;0;5;2;1;2;0;0;67;0;67;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
7029;Verspreide huizen Hollandscheveld-West;Hoogeveen                               ;Buurt     ;BU01185401;1;1063;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1017;0;1017;27;25;0;2;3;;;;;0;0;0;0;3;;;;;
7030;Verspreide huizen Hollandscheveld-Oost;Hoogeveen                               ;Buurt     ;BU01185402;1;966;41;0;41;0;3;2;1;0;0;0;3;0;0;3;0;0;0;44;0;14;1;13;16;566;0;566;297;297;0;0;13;;;;;0;13;0;0;0;;;;;
7031;Wijk 55 Noordscheschut;Hoogeveen                               ;Wijk      ;WK011855  ;1;471;23;0;23;0;45;36;3;0;0;6;3;3;0;0;0;0;0;15;4;6;4;0;1;364;0;364;12;12;0;0;10;;;;;0;0;0;0;10;;;;;
7032;Noordscheschut kern;Hoogeveen                               ;Buurt     ;BU01185500;1;76;3;0;3;0;39;36;0;0;0;3;0;0;0;0;0;0;0;5;4;1;0;0;0;27;0;27;1;1;0;0;2;;;;;0;0;0;0;2;;;;;
7033;Verspreide huizen Noordscheschut;Hoogeveen                               ;Buurt     ;BU01185501;1;395;21;0;21;0;6;0;3;0;0;3;3;3;0;0;0;0;0;10;0;5;4;0;1;337;0;337;11;11;0;0;7;;;;;0;0;0;0;7;;;;;
7034;Wijk 56 Nieuwlande;Hoogeveen                               ;Wijk      ;WK011856  ;1;765;22;0;22;0;36;36;0;0;0;0;1;0;0;1;0;0;0;6;0;5;1;0;0;610;0;610;88;44;8;35;4;;;;;0;0;0;0;4;;;;;
