ID;Bedrijfstakken;RegioS;Perioden;Vestigingen_1
5330;0125 Fokken en houden van overige dieren;Overig Groningen (CR);2008, 1 januari;0
5331;0125 Fokken en houden van overige dieren;Overig Groningen (CR);2009, 1 januari;0
5332;0125 Fokken en houden van overige dieren;Noord-Friesland (CR);2006, 1 januari;5
5333;0125 Fokken en houden van overige dieren;Noord-Friesland (CR);2007, 1 januari;5
5334;0125 Fokken en houden van overige dieren;Noord-Friesland (CR);2008, 1 januari;0
5335;0125 Fokken en houden van overige dieren;Noord-Friesland (CR);2009, 1 januari;0
5336;0125 Fokken en houden van overige dieren;Zuidwest-Friesland (CR);2006, 1 januari;0
5337;0125 Fokken en houden van overige dieren;Zuidwest-Friesland (CR);2007, 1 januari;0
5338;0125 Fokken en houden van overige dieren;Zuidwest-Friesland (CR);2008, 1 januari;0
5339;0125 Fokken en houden van overige dieren;Zuidwest-Friesland (CR);2009, 1 januari;0
5340;0125 Fokken en houden van overige dieren;Zuidoost-Friesland (CR);2006, 1 januari;0
5341;0125 Fokken en houden van overige dieren;Zuidoost-Friesland (CR);2007, 1 januari;0
5342;0125 Fokken en houden van overige dieren;Zuidoost-Friesland (CR);2008, 1 januari;0
5343;0125 Fokken en houden van overige dieren;Zuidoost-Friesland (CR);2009, 1 januari;0
5344;0125 Fokken en houden van overige dieren;Noord-Drenthe (CR);2006, 1 januari;0
5345;0125 Fokken en houden van overige dieren;Noord-Drenthe (CR);2007, 1 januari;0
5346;0125 Fokken en houden van overige dieren;Noord-Drenthe (CR);2008, 1 januari;0
5347;0125 Fokken en houden van overige dieren;Noord-Drenthe (CR);2009, 1 januari;0
5348;0125 Fokken en houden van overige dieren;Zuidoost-Drenthe (CR);2006, 1 januari;0
5349;0125 Fokken en houden van overige dieren;Zuidoost-Drenthe (CR);2007, 1 januari;0
5350;0125 Fokken en houden van overige dieren;Zuidoost-Drenthe (CR);2008, 1 januari;0
5351;0125 Fokken en houden van overige dieren;Zuidoost-Drenthe (CR);2009, 1 januari;0
5352;0125 Fokken en houden van overige dieren;Zuidwest-Drenthe (CR);2006, 1 januari;5
5353;0125 Fokken en houden van overige dieren;Zuidwest-Drenthe (CR);2007, 1 januari;5
5354;0125 Fokken en houden van overige dieren;Zuidwest-Drenthe (CR);2008, 1 januari;0
5355;0125 Fokken en houden van overige dieren;Zuidwest-Drenthe (CR);2009, 1 januari;0
5356;0125 Fokken en houden van overige dieren;Noord-Overijssel (CR);2006, 1 januari;5
5357;0125 Fokken en houden van overige dieren;Noord-Overijssel (CR);2007, 1 januari;5
5358;0125 Fokken en houden van overige dieren;Noord-Overijssel (CR);2008, 1 januari;5
5359;0125 Fokken en houden van overige dieren;Noord-Overijssel (CR);2009, 1 januari;0
5360;0125 Fokken en houden van overige dieren;Zuidwest-Overijssel (CR);2006, 1 januari;0
5361;0125 Fokken en houden van overige dieren;Zuidwest-Overijssel (CR);2007, 1 januari;0
5362;0125 Fokken en houden van overige dieren;Zuidwest-Overijssel (CR);2008, 1 januari;0
5363;0125 Fokken en houden van overige dieren;Zuidwest-Overijssel (CR);2009, 1 januari;0
5364;0125 Fokken en houden van overige dieren;Twente (CR);2006, 1 januari;10
5365;0125 Fokken en houden van overige dieren;Twente (CR);2007, 1 januari;10
5366;0125 Fokken en houden van overige dieren;Twente (CR);2008, 1 januari;5
5367;0125 Fokken en houden van overige dieren;Twente (CR);2009, 1 januari;5
5368;0125 Fokken en houden van overige dieren;Veluwe (CR);2006, 1 januari;40
5369;0125 Fokken en houden van overige dieren;Veluwe (CR);2007, 1 januari;45
5370;0125 Fokken en houden van overige dieren;Veluwe (CR);2008, 1 januari;25
5371;0125 Fokken en houden van overige dieren;Veluwe (CR);2009, 1 januari;25
5372;0125 Fokken en houden van overige dieren;Achterhoek (CR);2006, 1 januari;15
5373;0125 Fokken en houden van overige dieren;Achterhoek (CR);2007, 1 januari;10
5374;0125 Fokken en houden van overige dieren;Achterhoek (CR);2008, 1 januari;5
5375;0125 Fokken en houden van overige dieren;Achterhoek (CR);2009, 1 januari;5
5376;0125 Fokken en houden van overige dieren;Arnhem / Nijmegen (CR);2006, 1 januari;15
5377;0125 Fokken en houden van overige dieren;Arnhem / Nijmegen (CR);2007, 1 januari;15
5378;0125 Fokken en houden van overige dieren;Arnhem / Nijmegen (CR);2008, 1 januari;0
5379;0125 Fokken en houden van overige dieren;Arnhem / Nijmegen (CR);2009, 1 januari;0
5380;0125 Fokken en houden van overige dieren;Zuidwest-Gelderland (CR);2006, 1 januari;0
5381;0125 Fokken en houden van overige dieren;Zuidwest-Gelderland (CR);2007, 1 januari;0
5382;0125 Fokken en houden van overige dieren;Zuidwest-Gelderland (CR);2008, 1 januari;0
5383;0125 Fokken en houden van overige dieren;Zuidwest-Gelderland (CR);2009, 1 januari;0
5384;0125 Fokken en houden van overige dieren;Utrecht (CR);2006, 1 januari;5
5385;0125 Fokken en houden van overige dieren;Utrecht (CR);2007, 1 januari;10
5386;0125 Fokken en houden van overige dieren;Utrecht (CR);2008, 1 januari;5
5387;0125 Fokken en houden van overige dieren;Utrecht (CR);2009, 1 januari;5
5388;0125 Fokken en houden van overige dieren;Kop van Noord-Holland (CR);2006, 1 januari;0
5389;0125 Fokken en houden van overige dieren;Kop van Noord-Holland (CR);2007, 1 januari;0
5390;0125 Fokken en houden van overige dieren;Kop van Noord-Holland (CR);2008, 1 januari;0
5391;0125 Fokken en houden van overige dieren;Kop van Noord-Holland (CR);2009, 1 januari;0
5392;0125 Fokken en houden van overige dieren;Alkmaar en omgeving (CR);2006, 1 januari;0
5393;0125 Fokken en houden van overige dieren;Alkmaar en omgeving (CR);2007, 1 januari;0
5394;0125 Fokken en houden van overige dieren;Alkmaar en omgeving (CR);2008, 1 januari;0
5395;0125 Fokken en houden van overige dieren;Alkmaar en omgeving (CR);2009, 1 januari;0
5396;0125 Fokken en houden van overige dieren;IJmond (CR);2006, 1 januari;0
5397;0125 Fokken en houden van overige dieren;IJmond (CR);2007, 1 januari;0
5398;0125 Fokken en houden van overige dieren;IJmond (CR);2008, 1 januari;0
5399;0125 Fokken en houden van overige dieren;IJmond (CR);2009, 1 januari;0
5400;0125 Fokken en houden van overige dieren;Agglomeratie Haarlem (CR);2006, 1 januari;0
5401;0125 Fokken en houden van overige dieren;Agglomeratie Haarlem (CR);2007, 1 januari;0
5402;0125 Fokken en houden van overige dieren;Agglomeratie Haarlem (CR);2008, 1 januari;0
5403;0125 Fokken en houden van overige dieren;Agglomeratie Haarlem (CR);2009, 1 januari;0
5404;0125 Fokken en houden van overige dieren;Zaanstreek (CR);2006, 1 januari;0
5405;0125 Fokken en houden van overige dieren;Zaanstreek (CR);2007, 1 januari;0
5406;0125 Fokken en houden van overige dieren;Zaanstreek (CR);2008, 1 januari;0
5407;0125 Fokken en houden van overige dieren;Zaanstreek (CR);2009, 1 januari;0
5408;0125 Fokken en houden van overige dieren;Groot-Amsterdam (CR);2006, 1 januari;0
5409;0125 Fokken en houden van overige dieren;Groot-Amsterdam (CR);2007, 1 januari;0
5410;0125 Fokken en houden van overige dieren;Groot-Amsterdam (CR);2008, 1 januari;0
5411;0125 Fokken en houden van overige dieren;Groot-Amsterdam (CR);2009, 1 januari;0
5412;0125 Fokken en houden van overige dieren;Het Gooi en Vechtstreek (CR);2006, 1 januari;0
5413;0125 Fokken en houden van overige dieren;Het Gooi en Vechtstreek (CR);2007, 1 januari;0
5414;0125 Fokken en houden van overige dieren;Het Gooi en Vechtstreek (CR);2008, 1 januari;0
5415;0125 Fokken en houden van overige dieren;Het Gooi en Vechtstreek (CR);2009, 1 januari;0
5416;0125 Fokken en houden van overige dieren;Agglomeratie Leiden en Bollenstreek (CR);2006, 1 januari;0
5417;0125 Fokken en houden van overige dieren;Agglomeratie Leiden en Bollenstreek (CR);2007, 1 januari;0
5418;0125 Fokken en houden van overige dieren;Agglomeratie Leiden en Bollenstreek (CR);2008, 1 januari;0
5419;0125 Fokken en houden van overige dieren;Agglomeratie Leiden en Bollenstreek (CR);2009, 1 januari;0
5420;0125 Fokken en houden van overige dieren;Agglomeratie 's-Gravenhage (CR);2006, 1 januari;0
5421;0125 Fokken en houden van overige dieren;Agglomeratie 's-Gravenhage (CR);2007, 1 januari;0
5422;0125 Fokken en houden van overige dieren;Agglomeratie 's-Gravenhage (CR);2008, 1 januari;0
5423;0125 Fokken en houden van overige dieren;Agglomeratie 's-Gravenhage (CR);2009, 1 januari;0
5424;0125 Fokken en houden van overige dieren;Delft en Westland (CR);2006, 1 januari;0
5425;0125 Fokken en houden van overige dieren;Delft en Westland (CR);2007, 1 januari;0
5426;0125 Fokken en houden van overige dieren;Delft en Westland (CR);2008, 1 januari;0
5427;0125 Fokken en houden van overige dieren;Delft en Westland (CR);2009, 1 januari;0
5428;0125 Fokken en houden van overige dieren;Oost-Zuid-Holland (CR);2006, 1 januari;5
5429;0125 Fokken en houden van overige dieren;Oost-Zuid-Holland (CR);2007, 1 januari;5
5430;0125 Fokken en houden van overige dieren;Oost-Zuid-Holland (CR);2008, 1 januari;0
5431;0125 Fokken en houden van overige dieren;Oost-Zuid-Holland (CR);2009, 1 januari;0
5432;0125 Fokken en houden van overige dieren;Groot-Rijnmond (CR);2006, 1 januari;0
5433;0125 Fokken en houden van overige dieren;Groot-Rijnmond (CR);2007, 1 januari;5
5434;0125 Fokken en houden van overige dieren;Groot-Rijnmond (CR);2008, 1 januari;0
5435;0125 Fokken en houden van overige dieren;Groot-Rijnmond (CR);2009, 1 januari;0
5436;0125 Fokken en houden van overige dieren;Zuidoost-Zuid-Holland (CR);2006, 1 januari;5
5437;0125 Fokken en houden van overige dieren;Zuidoost-Zuid-Holland (CR);2007, 1 januari;0
5438;0125 Fokken en houden van overige dieren;Zuidoost-Zuid-Holland (CR);2008, 1 januari;0
5439;0125 Fokken en houden van overige dieren;Zuidoost-Zuid-Holland (CR);2009, 1 januari;0
5440;0125 Fokken en houden van overige dieren;Zeeuwsch-Vlaanderen (CR);2006, 1 januari;0
5441;0125 Fokken en houden van overige dieren;Zeeuwsch-Vlaanderen (CR);2007, 1 januari;0
5442;0125 Fokken en houden van overige dieren;Zeeuwsch-Vlaanderen (CR);2008, 1 januari;0
5443;0125 Fokken en houden van overige dieren;Zeeuwsch-Vlaanderen (CR);2009, 1 januari;0
5444;0125 Fokken en houden van overige dieren;Overig Zeeland (CR);2006, 1 januari;5
5445;0125 Fokken en houden van overige dieren;Overig Zeeland (CR);2007, 1 januari;5
5446;0125 Fokken en houden van overige dieren;Overig Zeeland (CR);2008, 1 januari;0
5447;0125 Fokken en houden van overige dieren;Overig Zeeland (CR);2009, 1 januari;0
5448;0125 Fokken en houden van overige dieren;West-Noord-Brabant (CR);2006, 1 januari;5
5449;0125 Fokken en houden van overige dieren;West-Noord-Brabant (CR);2007, 1 januari;5
5450;0125 Fokken en houden van overige dieren;West-Noord-Brabant (CR);2008, 1 januari;0
5451;0125 Fokken en houden van overige dieren;West-Noord-Brabant (CR);2009, 1 januari;0
5452;0125 Fokken en houden van overige dieren;Midden-Noord-Brabant (CR);2006, 1 januari;15
5453;0125 Fokken en houden van overige dieren;Midden-Noord-Brabant (CR);2007, 1 januari;15
5454;0125 Fokken en houden van overige dieren;Midden-Noord-Brabant (CR);2008, 1 januari;5
5455;0125 Fokken en houden van overige dieren;Midden-Noord-Brabant (CR);2009, 1 januari;0
5456;0125 Fokken en houden van overige dieren;Noordoost-Noord-Brabant (CR);2006, 1 januari;60
5457;0125 Fokken en houden van overige dieren;Noordoost-Noord-Brabant (CR);2007, 1 januari;55
5458;0125 Fokken en houden van overige dieren;Noordoost-Noord-Brabant (CR);2008, 1 januari;10
5459;0125 Fokken en houden van overige dieren;Noordoost-Noord-Brabant (CR);2009, 1 januari;10
5460;0125 Fokken en houden van overige dieren;Zuidoost-Noord-Brabant (CR);2006, 1 januari;60
5461;0125 Fokken en houden van overige dieren;Zuidoost-Noord-Brabant (CR);2007, 1 januari;50
5462;0125 Fokken en houden van overige dieren;Zuidoost-Noord-Brabant (CR);2008, 1 januari;5
5463;0125 Fokken en houden van overige dieren;Zuidoost-Noord-Brabant (CR);2009, 1 januari;0
5464;0125 Fokken en houden van overige dieren;Noord-Limburg (CR);2006, 1 januari;25
5465;0125 Fokken en houden van overige dieren;Noord-Limburg (CR);2007, 1 januari;25
5466;0125 Fokken en houden van overige dieren;Noord-Limburg (CR);2008, 1 januari;5
5467;0125 Fokken en houden van overige dieren;Noord-Limburg (CR);2009, 1 januari;5
5468;0125 Fokken en houden van overige dieren;Midden-Limburg (CR);2006, 1 januari;10
5469;0125 Fokken en houden van overige dieren;Midden-Limburg (CR);2007, 1 januari;10
5470;0125 Fokken en houden van overige dieren;Midden-Limburg (CR);2008, 1 januari;5
5471;0125 Fokken en houden van overige dieren;Midden-Limburg (CR);2009, 1 januari;5
5472;0125 Fokken en houden van overige dieren;Zuid-Limburg (CR);2006, 1 januari;0
5473;0125 Fokken en houden van overige dieren;Zuid-Limburg (CR);2007, 1 januari;0
5474;0125 Fokken en houden van overige dieren;Zuid-Limburg (CR);2008, 1 januari;0
5475;0125 Fokken en houden van overige dieren;Zuid-Limburg (CR);2009, 1 januari;0
5476;0125 Fokken en houden van overige dieren;Flevoland (CR);2006, 1 januari;5
5477;0125 Fokken en houden van overige dieren;Flevoland (CR);2007, 1 januari;0
5478;0125 Fokken en houden van overige dieren;Flevoland (CR);2008, 1 januari;0
5479;0125 Fokken en houden van overige dieren;Flevoland (CR);2009, 1 januari;0
5480;0125 Fokken en houden van overige dieren;Groningen (GA);2006, 1 januari;0
5481;0125 Fokken en houden van overige dieren;Groningen (GA);2007, 1 januari;0
5482;0125 Fokken en houden van overige dieren;Groningen (GA);2008, 1 januari;0
5483;0125 Fokken en houden van overige dieren;Groningen (GA);2009, 1 januari;0
5484;0125 Fokken en houden van overige dieren;Leeuwarden (GA);2006, 1 januari;0
5485;0125 Fokken en houden van overige dieren;Leeuwarden (GA);2007, 1 januari;0
5486;0125 Fokken en houden van overige dieren;Leeuwarden (GA);2008, 1 januari;0
5487;0125 Fokken en houden van overige dieren;Leeuwarden (GA);2009, 1 januari;0
5488;0125 Fokken en houden van overige dieren;Zwolle (GA);2006, 1 januari;0
5489;0125 Fokken en houden van overige dieren;Zwolle (GA);2007, 1 januari;0
5490;0125 Fokken en houden van overige dieren;Zwolle (GA);2008, 1 januari;0
5491;0125 Fokken en houden van overige dieren;Zwolle (GA);2009, 1 januari;0
5492;0125 Fokken en houden van overige dieren;Enschede (GA);2006, 1 januari;0
5493;0125 Fokken en houden van overige dieren;Enschede (GA);2007, 1 januari;0
5494;0125 Fokken en houden van overige dieren;Enschede (GA);2008, 1 januari;0
5495;0125 Fokken en houden van overige dieren;Enschede (GA);2009, 1 januari;0
5496;0125 Fokken en houden van overige dieren;Apeldoorn (GA);2006, 1 januari;0
5497;0125 Fokken en houden van overige dieren;Apeldoorn (GA);2007, 1 januari;0
5498;0125 Fokken en houden van overige dieren;Apeldoorn (GA);2008, 1 januari;0
5499;0125 Fokken en houden van overige dieren;Apeldoorn (GA);2009, 1 januari;0
5500;0125 Fokken en houden van overige dieren;Arnhem (GA);2006, 1 januari;0
5501;0125 Fokken en houden van overige dieren;Arnhem (GA);2007, 1 januari;0
5502;0125 Fokken en houden van overige dieren;Arnhem (GA);2008, 1 januari;0
5503;0125 Fokken en houden van overige dieren;Arnhem (GA);2009, 1 januari;0
5504;0125 Fokken en houden van overige dieren;Nijmegen (GA);2006, 1 januari;0
5505;0125 Fokken en houden van overige dieren;Nijmegen (GA);2007, 1 januari;0
5506;0125 Fokken en houden van overige dieren;Nijmegen (GA);2008, 1 januari;0
5507;0125 Fokken en houden van overige dieren;Nijmegen (GA);2009, 1 januari;0
5508;0125 Fokken en houden van overige dieren;Amersfoort (GA);2006, 1 januari;0
5509;0125 Fokken en houden van overige dieren;Amersfoort (GA);2007, 1 januari;0
5510;0125 Fokken en houden van overige dieren;Amersfoort (GA);2008, 1 januari;0
5511;0125 Fokken en houden van overige dieren;Amersfoort (GA);2009, 1 januari;0
5512;0125 Fokken en houden van overige dieren;Utrecht (GA);2006, 1 januari;0
5513;0125 Fokken en houden van overige dieren;Utrecht (GA);2007, 1 januari;0
5514;0125 Fokken en houden van overige dieren;Utrecht (GA);2008, 1 januari;0
5515;0125 Fokken en houden van overige dieren;Utrecht (GA);2009, 1 januari;0
5516;0125 Fokken en houden van overige dieren;Amsterdam (GA);2006, 1 januari;0
5517;0125 Fokken en houden van overige dieren;Amsterdam (GA);2007, 1 januari;0
5518;0125 Fokken en houden van overige dieren;Amsterdam (GA);2008, 1 januari;0
5519;0125 Fokken en houden van overige dieren;Amsterdam (GA);2009, 1 januari;0
5520;0125 Fokken en houden van overige dieren;Haarlem (GA);2006, 1 januari;0
5521;0125 Fokken en houden van overige dieren;Haarlem (GA);2007, 1 januari;0
5522;0125 Fokken en houden van overige dieren;Haarlem (GA);2008, 1 januari;0
5523;0125 Fokken en houden van overige dieren;Haarlem (GA);2009, 1 januari;0
5524;0125 Fokken en houden van overige dieren;Leiden (GA);2006, 1 januari;0
5525;0125 Fokken en houden van overige dieren;Leiden (GA);2007, 1 januari;0
5526;0125 Fokken en houden van overige dieren;Leiden (GA);2008, 1 januari;0
5527;0125 Fokken en houden van overige dieren;Leiden (GA);2009, 1 januari;0
5528;0125 Fokken en houden van overige dieren;'s-Gravenhage (GA);2006, 1 januari;0
5529;0125 Fokken en houden van overige dieren;'s-Gravenhage (GA);2007, 1 januari;0
5530;0125 Fokken en houden van overige dieren;'s-Gravenhage (GA);2008, 1 januari;0
5531;0125 Fokken en houden van overige dieren;'s-Gravenhage (GA);2009, 1 januari;0
5532;0125 Fokken en houden van overige dieren;Rotterdam (GA);2006, 1 januari;0
5533;0125 Fokken en houden van overige dieren;Rotterdam (GA);2007, 1 januari;0
5534;0125 Fokken en houden van overige dieren;Rotterdam (GA);2008, 1 januari;0
5535;0125 Fokken en houden van overige dieren;Rotterdam (GA);2009, 1 januari;0
5536;0125 Fokken en houden van overige dieren;Dordrecht (GA);2006, 1 januari;0
5537;0125 Fokken en houden van overige dieren;Dordrecht (GA);2007, 1 januari;0
5538;0125 Fokken en houden van overige dieren;Dordrecht (GA);2008, 1 januari;0
5539;0125 Fokken en houden van overige dieren;Dordrecht (GA);2009, 1 januari;0
5540;0125 Fokken en houden van overige dieren;Breda (GA);2006, 1 januari;0
5541;0125 Fokken en houden van overige dieren;Breda (GA);2007, 1 januari;0
5542;0125 Fokken en houden van overige dieren;Breda (GA);2008, 1 januari;0
5543;0125 Fokken en houden van overige dieren;Breda (GA);2009, 1 januari;0
5544;0125 Fokken en houden van overige dieren;Tilburg (GA);2006, 1 januari;0
5545;0125 Fokken en houden van overige dieren;Tilburg (GA);2007, 1 januari;0
5546;0125 Fokken en houden van overige dieren;Tilburg (GA);2008, 1 januari;0
5547;0125 Fokken en houden van overige dieren;Tilburg (GA);2009, 1 januari;0
5548;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (GA);2006, 1 januari;0
5549;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (GA);2007, 1 januari;0
5550;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (GA);2008, 1 januari;0
5551;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (GA);2009, 1 januari;0
5552;0125 Fokken en houden van overige dieren;Eindhoven (GA);2006, 1 januari;0
5553;0125 Fokken en houden van overige dieren;Eindhoven (GA);2007, 1 januari;0
5554;0125 Fokken en houden van overige dieren;Eindhoven (GA);2008, 1 januari;0
5555;0125 Fokken en houden van overige dieren;Eindhoven (GA);2009, 1 januari;0
5556;0125 Fokken en houden van overige dieren;Geleen / Sittard (GA);2006, 1 januari;0
5557;0125 Fokken en houden van overige dieren;Geleen / Sittard (GA);2007, 1 januari;0
5558;0125 Fokken en houden van overige dieren;Geleen / Sittard (GA);2008, 1 januari;0
5559;0125 Fokken en houden van overige dieren;Geleen / Sittard (GA);2009, 1 januari;0
5560;0125 Fokken en houden van overige dieren;Heerlen (GA);2006, 1 januari;0
5561;0125 Fokken en houden van overige dieren;Heerlen (GA);2007, 1 januari;0
5562;0125 Fokken en houden van overige dieren;Heerlen (GA);2008, 1 januari;0
5563;0125 Fokken en houden van overige dieren;Heerlen (GA);2009, 1 januari;0
5564;0125 Fokken en houden van overige dieren;Maastricht (GA);2006, 1 januari;0
5565;0125 Fokken en houden van overige dieren;Maastricht (GA);2007, 1 januari;0
5566;0125 Fokken en houden van overige dieren;Maastricht (GA);2008, 1 januari;0
5567;0125 Fokken en houden van overige dieren;Maastricht (GA);2009, 1 januari;0
5568;0125 Fokken en houden van overige dieren;Groningen (SG);2006, 1 januari;0
5569;0125 Fokken en houden van overige dieren;Groningen (SG);2007, 1 januari;0
5570;0125 Fokken en houden van overige dieren;Groningen (SG);2008, 1 januari;0
5571;0125 Fokken en houden van overige dieren;Groningen (SG);2009, 1 januari;0
5572;0125 Fokken en houden van overige dieren;Leeuwarden (SG);2006, 1 januari;0
5573;0125 Fokken en houden van overige dieren;Leeuwarden (SG);2007, 1 januari;0
5574;0125 Fokken en houden van overige dieren;Leeuwarden (SG);2008, 1 januari;0
5575;0125 Fokken en houden van overige dieren;Leeuwarden (SG);2009, 1 januari;0
5576;0125 Fokken en houden van overige dieren;Zwolle (SG);2006, 1 januari;5
5577;0125 Fokken en houden van overige dieren;Zwolle (SG);2007, 1 januari;0
5578;0125 Fokken en houden van overige dieren;Zwolle (SG);2008, 1 januari;0
5579;0125 Fokken en houden van overige dieren;Zwolle (SG);2009, 1 januari;0
5580;0125 Fokken en houden van overige dieren;Enschede (SG);2006, 1 januari;0
5581;0125 Fokken en houden van overige dieren;Enschede (SG);2007, 1 januari;0
5582;0125 Fokken en houden van overige dieren;Enschede (SG);2008, 1 januari;0
5583;0125 Fokken en houden van overige dieren;Enschede (SG);2009, 1 januari;0
5584;0125 Fokken en houden van overige dieren;Apeldoorn (SG);2006, 1 januari;0
5585;0125 Fokken en houden van overige dieren;Apeldoorn (SG);2007, 1 januari;0
5586;0125 Fokken en houden van overige dieren;Apeldoorn (SG);2008, 1 januari;0
5587;0125 Fokken en houden van overige dieren;Apeldoorn (SG);2009, 1 januari;0
5588;0125 Fokken en houden van overige dieren;Arnhem (SG);2006, 1 januari;10
5589;0125 Fokken en houden van overige dieren;Arnhem (SG);2007, 1 januari;5
5590;0125 Fokken en houden van overige dieren;Arnhem (SG);2008, 1 januari;0
5591;0125 Fokken en houden van overige dieren;Arnhem (SG);2009, 1 januari;0
5592;0125 Fokken en houden van overige dieren;Nijmegen (SG);2006, 1 januari;10
5593;0125 Fokken en houden van overige dieren;Nijmegen (SG);2007, 1 januari;5
5594;0125 Fokken en houden van overige dieren;Nijmegen (SG);2008, 1 januari;0
5595;0125 Fokken en houden van overige dieren;Nijmegen (SG);2009, 1 januari;0
5596;0125 Fokken en houden van overige dieren;Amersfoort (SG);2006, 1 januari;0
5597;0125 Fokken en houden van overige dieren;Amersfoort (SG);2007, 1 januari;5
5598;0125 Fokken en houden van overige dieren;Amersfoort (SG);2008, 1 januari;0
5599;0125 Fokken en houden van overige dieren;Amersfoort (SG);2009, 1 januari;5
5600;0125 Fokken en houden van overige dieren;Utrecht (SG);2006, 1 januari;0
5601;0125 Fokken en houden van overige dieren;Utrecht (SG);2007, 1 januari;0
5602;0125 Fokken en houden van overige dieren;Utrecht (SG);2008, 1 januari;0
5603;0125 Fokken en houden van overige dieren;Utrecht (SG);2009, 1 januari;0
5604;0125 Fokken en houden van overige dieren;Amsterdam (SG);2006, 1 januari;0
5605;0125 Fokken en houden van overige dieren;Amsterdam (SG);2007, 1 januari;0
5606;0125 Fokken en houden van overige dieren;Amsterdam (SG);2008, 1 januari;0
5607;0125 Fokken en houden van overige dieren;Amsterdam (SG);2009, 1 januari;0
5608;0125 Fokken en houden van overige dieren;Haarlem (SG);2006, 1 januari;0
5609;0125 Fokken en houden van overige dieren;Haarlem (SG);2007, 1 januari;0
5610;0125 Fokken en houden van overige dieren;Haarlem (SG);2008, 1 januari;0
5611;0125 Fokken en houden van overige dieren;Haarlem (SG);2009, 1 januari;0
5612;0125 Fokken en houden van overige dieren;Leiden (SG);2006, 1 januari;0
5613;0125 Fokken en houden van overige dieren;Leiden (SG);2007, 1 januari;0
5614;0125 Fokken en houden van overige dieren;Leiden (SG);2008, 1 januari;0
5615;0125 Fokken en houden van overige dieren;Leiden (SG);2009, 1 januari;0
5616;0125 Fokken en houden van overige dieren;'s-Gravenhage (SG);2006, 1 januari;0
5617;0125 Fokken en houden van overige dieren;'s-Gravenhage (SG);2007, 1 januari;0
5618;0125 Fokken en houden van overige dieren;'s-Gravenhage (SG);2008, 1 januari;0
5619;0125 Fokken en houden van overige dieren;'s-Gravenhage (SG);2009, 1 januari;0
5620;0125 Fokken en houden van overige dieren;Rotterdam (SG);2006, 1 januari;0
5621;0125 Fokken en houden van overige dieren;Rotterdam (SG);2007, 1 januari;0
5622;0125 Fokken en houden van overige dieren;Rotterdam (SG);2008, 1 januari;0
5623;0125 Fokken en houden van overige dieren;Rotterdam (SG);2009, 1 januari;0
5624;0125 Fokken en houden van overige dieren;Dordrecht (SG);2006, 1 januari;0
5625;0125 Fokken en houden van overige dieren;Dordrecht (SG);2007, 1 januari;0
5626;0125 Fokken en houden van overige dieren;Dordrecht (SG);2008, 1 januari;0
5627;0125 Fokken en houden van overige dieren;Dordrecht (SG);2009, 1 januari;0
5628;0125 Fokken en houden van overige dieren;Breda (SG);2006, 1 januari;5
5629;0125 Fokken en houden van overige dieren;Breda (SG);2007, 1 januari;0
5630;0125 Fokken en houden van overige dieren;Breda (SG);2008, 1 januari;0
5631;0125 Fokken en houden van overige dieren;Breda (SG);2009, 1 januari;0
5632;0125 Fokken en houden van overige dieren;Tilburg (SG);2006, 1 januari;5
5633;0125 Fokken en houden van overige dieren;Tilburg (SG);2007, 1 januari;5
5634;0125 Fokken en houden van overige dieren;Tilburg (SG);2008, 1 januari;0
5635;0125 Fokken en houden van overige dieren;Tilburg (SG);2009, 1 januari;0
5636;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (SG);2006, 1 januari;0
5637;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (SG);2007, 1 januari;0
5638;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (SG);2008, 1 januari;0
5639;0125 Fokken en houden van overige dieren;'s-Hertogenbosch (SG);2009, 1 januari;0
5640;0125 Fokken en houden van overige dieren;Eindhoven (SG);2006, 1 januari;5
5641;0125 Fokken en houden van overige dieren;Eindhoven (SG);2007, 1 januari;5
5642;0125 Fokken en houden van overige dieren;Eindhoven (SG);2008, 1 januari;0
5643;0125 Fokken en houden van overige dieren;Eindhoven (SG);2009, 1 januari;0
5644;0125 Fokken en houden van overige dieren;Geleen / Sittard (SG);2006, 1 januari;0
5645;0125 Fokken en houden van overige dieren;Geleen / Sittard (SG);2007, 1 januari;0
5646;0125 Fokken en houden van overige dieren;Geleen / Sittard (SG);2008, 1 januari;0
5647;0125 Fokken en houden van overige dieren;Geleen / Sittard (SG);2009, 1 januari;0
5648;0125 Fokken en houden van overige dieren;Heerlen (SG);2006, 1 januari;0
5649;0125 Fokken en houden van overige dieren;Heerlen (SG);2007, 1 januari;0
5650;0125 Fokken en houden van overige dieren;Heerlen (SG);2008, 1 januari;0
5651;0125 Fokken en houden van overige dieren;Heerlen (SG);2009, 1 januari;0
5652;0125 Fokken en houden van overige dieren;Maastricht (SG);2006, 1 januari;0
5653;0125 Fokken en houden van overige dieren;Maastricht (SG);2007, 1 januari;0
5654;0125 Fokken en houden van overige dieren;Maastricht (SG);2008, 1 januari;0
