ID;NGEKlassen;Bedrijfstypen;RegioS;Perioden;AantalBedrijven_1;OppervlakteCultuurgrond_2;EconomischeOmvangNGE_3
74;Alle NGE-klassen;Alle bedrijfstypen;Drenthe (PV);2004;4240;155294;352207
75;Alle NGE-klassen;Alle bedrijfstypen;Drenthe (PV);2005;4180;154098;331832
76;Alle NGE-klassen;Alle bedrijfstypen;Drenthe (PV);2006;4125;150873;332900
77;Alle NGE-klassen;Alle bedrijfstypen;Drenthe (PV);2007;3960;152170;332945
78;Alle NGE-klassen;Alle bedrijfstypen;Drenthe (PV);2008;3970;154223;339791
79;Alle NGE-klassen;Alle bedrijfstypen;Drenthe (PV);2009;3830;152471;337756
80;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2000;11395;218360;663493
81;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2001;10960;212927;646947
82;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2002;10620;217038;631507
83;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2003;10225;216134;596101
84;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2004;10075;218007;593656
85;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2005;9860;213020;569716
86;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2006;9615;211232;569976
87;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2007;9305;209663;582546
88;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2008;9135;209918;601583
89;Alle NGE-klassen;Alle bedrijfstypen;Overijssel (PV);2009;8910;207534;609924
90;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2000;2335;91636;293694
91;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2001;2275;90749;280293
92;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2002;2265;91832;286796
93;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2003;2185;89890;273527
94;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2004;2165;91565;280061
95;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2005;2120;91020;272683
96;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2006;2100;90638;278748
97;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2007;2040;90820;274647
98;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2008;1980;90603;278148
99;Alle NGE-klassen;Alle bedrijfstypen;Flevoland (PV);2009;1925;89712;274413
100;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2000;16845;254434;994691
101;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2001;15940;245313;955545
102;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2002;15295;248394;923420
103;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2003;14520;246923;847742
104;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2004;14365;246820;865547
105;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2005;14005;244683;846734
106;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2006;13610;242414;840650
107;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2007;13175;242940;856600
108;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2008;12865;242703;869213
109;Alle NGE-klassen;Alle bedrijfstypen;Gelderland (PV);2009;12500;242526;880732
110;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2000;3820;69837;240081
111;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2001;3630;69114;234168
112;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2002;3565;71140;232191
113;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2003;3400;70295;214169
114;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2004;3335;69735;210522
115;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2005;3245;69690;204378
116;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2006;3120;70092;203296
117;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2007;3050;69950;205017
118;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2008;3000;70220;209216
119;Alle NGE-klassen;Alle bedrijfstypen;Utrecht (PV);2009;2950;69908;210265
120;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2000;7060;136688;708616
121;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2001;6665;136022;694649
122;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2002;6480;137570;698567
123;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2003;6215;136331;709417
124;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2004;6055;136131;693897
125;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2005;5850;135962;697827
126;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2006;5590;134883;696814
127;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2007;5410;132160;664995
128;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2008;5300;135042;679207
129;Alle NGE-klassen;Alle bedrijfstypen;Noord-Holland (PV);2009;5115;135819;679413
130;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2000;11240;145497;1373659
131;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2001;10550;145108;1414480
132;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2002;10010;141807;1389667
133;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2003;9490;141130;1353662
134;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2004;9190;141306;1358168
135;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2005;8820;142229;1423407
136;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2006;8435;140901;1414635
137;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2007;8070;140880;1365937
138;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2008;7730;141344;1346414
139;Alle NGE-klassen;Alle bedrijfstypen;Zuid-Holland (PV);2009;7410;139888;1373860
140;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2000;4230;124884;268074
141;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2001;3990;124170;252487
142;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2002;3940;126382;257549
143;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2003;3780;122384;244317
144;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2004;3685;123873;246152
145;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2005;3615;121086;240124
146;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2006;3565;120191;243406
147;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2007;3415;120025;244615
148;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2008;3320;119785;243354
149;Alle NGE-klassen;Alle bedrijfstypen;Zeeland (PV);2009;3225;120080;250037
150;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2000;17280;270193;1393351
151;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2001;16450;263597;1356684
152;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2002;15875;266433;1325995
153;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2003;15130;261970;1225626
154;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2004;14790;261683;1237001
155;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2005;14515;260966;1256891
156;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2006;14180;259794;1271747
157;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2007;13660;256855;1308960
158;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2008;13350;259110;1351498
159;Alle NGE-klassen;Alle bedrijfstypen;Noord-Brabant (PV);2009;12985;256774;1380575
160;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2000;6940;108813;609926
161;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2001;6540;106768;601641
162;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2002;6275;107364;598020
163;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2003;5900;105475;551807
164;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2004;5765;104921;550917
165;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2005;5605;104583;555395
166;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2006;5435;102703;574018
167;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2007;5245;102510;582371
168;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2008;5135;103577;598548
169;Alle NGE-klassen;Alle bedrijfstypen;Limburg (PV);2009;4995;101597;613978
170;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2000;13665;483373;784214
171;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2001;12790;469739;706588
172;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2002;12620;464124;698910
173;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2003;12475;469726;663987
174;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2004;12510;477346;679106
175;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2005;12255;476531;642572
176;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2006;12170;466671;634834
177;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2007;11365;465123;632423
178;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2008;11175;462878;623863
179;Alle NGE-klassen;Akkerbouwbedrijven;Nederland;2009;10925;463350;628291
180;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2000;3155;158452;234211
181;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2001;2925;153040;207521
182;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2002;2845;152270;206755
183;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2003;2800;155847;203716
184;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2004;2760;156018;205667
185;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2005;2700;154786;197003
186;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2006;2680;151607;193215
187;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2007;2505;152458;193349
188;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2008;2445;151612;191731
189;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Nederland (LD);2009;2345;149312;189223
190;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2000;2795;93184;168272
191;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2001;2655;90925;154635
192;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2002;2635;88861;150478
193;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2003;2665;89489;141543
194;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2004;2770;94232;149170
195;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2005;2685;95831;144653
196;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2006;2675;92358;140786
197;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2007;2465;89604;137685
198;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2008;2425;89455;135117
199;Alle NGE-klassen;Akkerbouwbedrijven;Oost-Nederland (LD);2009;2405;88431;135714
200;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2000;4340;157522;269485
201;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2001;4035;153069;240838
202;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2002;3955;150207;238415
203;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2003;3775;147876;215612
204;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2004;3720;148886;219400
205;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2005;3685;147570;204545
206;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2006;3590;146215;205528
207;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2007;3430;146620;208906
208;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2008;3345;146034;206276
209;Alle NGE-klassen;Akkerbouwbedrijven;West-Nederland (LD);2009;3265;148935;211039
210;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2000;3380;74214;112246
211;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2001;3175;72706;103594
212;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2002;3185;72786;103262
213;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2003;3235;76515;103115
214;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2004;3260;78209;104869
215;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2005;3180;78345;96371
216;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2006;3225;76491;95304
217;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2007;2970;76440;92483
218;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2008;2960;75778;90739
219;Alle NGE-klassen;Akkerbouwbedrijven;Zuid-Nederland (LD);2009;2910;76672;92316
220;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2000;1445;82527;120225
221;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2001;1350;79877;106417
222;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2002;1320;79611;106499
223;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2003;1300;81413;104553
224;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2004;1280;80557;104620
225;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2005;1240;79850;100657
226;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2006;1235;78641;99411
227;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2007;1165;77249;96603
228;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2008;1140;77271;96388
229;Alle NGE-klassen;Akkerbouwbedrijven;Groningen (PV);2009;1115;76992;96840
230;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2000;490;19194;39827
231;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2001;460;19194;36769
232;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2002;455;18727;35660
233;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2003;445;19491;34263
234;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2004;450;20148;35341
235;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2005;460;20490;34201
236;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2006;435;19396;32677
237;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2007;400;19338;32291
238;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2008;395;20202;33611
239;Alle NGE-klassen;Akkerbouwbedrijven;Friesland (PV);2009;370;19321;32028
240;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2000;1220;56731;74158
241;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2001;1120;53969;64335
242;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2002;1070;53931;64596
243;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2003;1050;54943;64900
244;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2004;1030;55314;65707
245;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2005;1000;54445;62145
246;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2006;1015;53570;61127
247;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2007;940;55872;64455
248;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2008;910;54139;61732
249;Alle NGE-klassen;Akkerbouwbedrijven;Drenthe (PV);2009;860;53000;60355
250;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2000;580;14730;18355
251;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2001;530;14060;16361
252;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2002;530;14166;16289
253;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2003;545;14513;16477
254;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2004;585;16368;18693
255;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2005;560;16484;17673
256;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2006;555;15572;16564
257;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2007;510;14002;14365
258;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2008;505;13296;13318
259;Alle NGE-klassen;Akkerbouwbedrijven;Overijssel (PV);2009;520;14056;14463
260;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2000;1320;59886;124540
261;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2001;1295;59829;117136
262;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2002;1255;57654;113507
263;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2003;1230;57414;105284
264;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2004;1230;58984;108230
265;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2005;1235;60374;106463
266;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2006;1200;58120;104059
267;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2007;1140;57617;104049
268;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2008;1100;57422;101705
269;Alle NGE-klassen;Akkerbouwbedrijven;Flevoland (PV);2009;1070;55654;101287
270;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2000;900;18569;25376
271;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2001;825;17036;21138
272;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2002;845;17041;20681
273;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2003;890;17561;19783
274;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2004;955;18880;22247
275;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2005;890;18973;20517
276;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2006;920;18666;20163
277;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2007;815;17986;19271
278;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2008;825;18737;20094
279;Alle NGE-klassen;Akkerbouwbedrijven;Gelderland (PV);2009;810;18721;19964
280;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2000;60;1172;1359
281;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2001;60;1161;1272
282;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2002;70;1161;1233
283;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2003;70;1199;1271
284;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2004;65;1316;1301
285;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2005;65;1234;1198
286;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2006;70;1452;1548
287;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2007;65;1369;1468
288;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2008;65;1278;1338
289;Alle NGE-klassen;Akkerbouwbedrijven;Utrecht (PV);2009;55;1141;1157
290;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Holland (PV);2000;820;31041;61578
291;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Holland (PV);2001;770;29776;53753
292;Alle NGE-klassen;Akkerbouwbedrijven;Noord-Holland (PV);2002;725;28668;52783
