ID;Bedrijfsgroep;Positie;Geslacht;Nationaliteit;Personen_1
1813;300;Positie C;Mannen;Rusland;0
1814;300;Positie C;Mannen;Polen;0
1815;300;Positie C;Mannen;Tsjechoslowakije;2
1816;300;Positie C;Mannen;Andere nationaliteit;0
1817;300;Positie C;Mannen;Geen nationaliteit;4
1818;300;Positie C;Mannen;Onbekende nationaliteit;0
1819;300;Positie C;Vrouwen;Totaal van alle nationaliteiten;11
1820;300;Positie C;Vrouwen;Nederland;9
1821;300;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;2
1822;300;Positie C;Vrouwen;Duitschland;2
1823;300;Positie C;Vrouwen;België;0
1824;300;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
1825;300;Positie C;Vrouwen;Frankrijk;0
1826;300;Positie C;Vrouwen;Italië;0
1827;300;Positie C;Vrouwen;Zwitserland;0
1828;300;Positie C;Vrouwen;Oostenrijk;0
1829;300;Positie C;Vrouwen;Hongarije;0
1830;300;Positie C;Vrouwen;Rusland;0
1831;300;Positie C;Vrouwen;Polen;0
1832;300;Positie C;Vrouwen;Tsjechoslowakije;0
1833;300;Positie C;Vrouwen;Andere nationaliteit;0
1834;300;Positie C;Vrouwen;Geen nationaliteit;0
1835;300;Positie C;Vrouwen;Onbekende nationaliteit;0
1836;301;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;1603
1837;301;Positie A;Totaal mannen en vrouwen;Nederland;1589
1838;301;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;14
1839;301;Positie A;Totaal mannen en vrouwen;Duitschland;5
1840;301;Positie A;Totaal mannen en vrouwen;België;3
1841;301;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1842;301;Positie A;Totaal mannen en vrouwen;Frankrijk;0
1843;301;Positie A;Totaal mannen en vrouwen;Italië;0
1844;301;Positie A;Totaal mannen en vrouwen;Zwitserland;0
1845;301;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
1846;301;Positie A;Totaal mannen en vrouwen;Hongarije;0
1847;301;Positie A;Totaal mannen en vrouwen;Rusland;0
1848;301;Positie A;Totaal mannen en vrouwen;Polen;0
1849;301;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;1
1850;301;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
1851;301;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;5
1852;301;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1853;301;Positie A;Mannen;Totaal van alle nationaliteiten;1603
1854;301;Positie A;Mannen;Nederland;1589
1855;301;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;14
1856;301;Positie A;Mannen;Duitschland;5
1857;301;Positie A;Mannen;België;3
1858;301;Positie A;Mannen;Groot Britannië en Noord Ierland;0
1859;301;Positie A;Mannen;Frankrijk;0
1860;301;Positie A;Mannen;Italië;0
1861;301;Positie A;Mannen;Zwitserland;0
1862;301;Positie A;Mannen;Oostenrijk;0
1863;301;Positie A;Mannen;Hongarije;0
1864;301;Positie A;Mannen;Rusland;0
1865;301;Positie A;Mannen;Polen;0
1866;301;Positie A;Mannen;Tsjechoslowakije;1
1867;301;Positie A;Mannen;Andere nationaliteit;0
1868;301;Positie A;Mannen;Geen nationaliteit;5
1869;301;Positie A;Mannen;Onbekende nationaliteit;0
1870;301;Positie A;Vrouwen;Totaal van alle nationaliteiten;0
1871;301;Positie A;Vrouwen;Nederland;0
1872;301;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1873;301;Positie A;Vrouwen;Duitschland;0
1874;301;Positie A;Vrouwen;België;0
1875;301;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
1876;301;Positie A;Vrouwen;Frankrijk;0
1877;301;Positie A;Vrouwen;Italië;0
1878;301;Positie A;Vrouwen;Zwitserland;0
1879;301;Positie A;Vrouwen;Oostenrijk;0
1880;301;Positie A;Vrouwen;Hongarije;0
1881;301;Positie A;Vrouwen;Rusland;0
1882;301;Positie A;Vrouwen;Polen;0
1883;301;Positie A;Vrouwen;Tsjechoslowakije;0
1884;301;Positie A;Vrouwen;Andere nationaliteit;0
1885;301;Positie A;Vrouwen;Geen nationaliteit;0
1886;301;Positie A;Vrouwen;Onbekende nationaliteit;0
1887;301;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;330
1888;301;Positie B;Totaal mannen en vrouwen;Nederland;328
1889;301;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;2
1890;301;Positie B;Totaal mannen en vrouwen;Duitschland;2
1891;301;Positie B;Totaal mannen en vrouwen;België;0
1892;301;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1893;301;Positie B;Totaal mannen en vrouwen;Frankrijk;0
1894;301;Positie B;Totaal mannen en vrouwen;Italië;0
1895;301;Positie B;Totaal mannen en vrouwen;Zwitserland;0
1896;301;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
1897;301;Positie B;Totaal mannen en vrouwen;Hongarije;0
1898;301;Positie B;Totaal mannen en vrouwen;Rusland;0
1899;301;Positie B;Totaal mannen en vrouwen;Polen;0
1900;301;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
1901;301;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
1902;301;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
1903;301;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1904;301;Positie B;Mannen;Totaal van alle nationaliteiten;330
1905;301;Positie B;Mannen;Nederland;328
1906;301;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;2
1907;301;Positie B;Mannen;Duitschland;2
1908;301;Positie B;Mannen;België;0
1909;301;Positie B;Mannen;Groot Britannië en Noord Ierland;0
1910;301;Positie B;Mannen;Frankrijk;0
1911;301;Positie B;Mannen;Italië;0
1912;301;Positie B;Mannen;Zwitserland;0
1913;301;Positie B;Mannen;Oostenrijk;0
1914;301;Positie B;Mannen;Hongarije;0
1915;301;Positie B;Mannen;Rusland;0
1916;301;Positie B;Mannen;Polen;0
1917;301;Positie B;Mannen;Tsjechoslowakije;0
1918;301;Positie B;Mannen;Andere nationaliteit;0
1919;301;Positie B;Mannen;Geen nationaliteit;0
1920;301;Positie B;Mannen;Onbekende nationaliteit;0
1921;301;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
1922;301;Positie B;Vrouwen;Nederland;0
1923;301;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
1924;301;Positie B;Vrouwen;Duitschland;0
1925;301;Positie B;Vrouwen;België;0
1926;301;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
1927;301;Positie B;Vrouwen;Frankrijk;0
1928;301;Positie B;Vrouwen;Italië;0
1929;301;Positie B;Vrouwen;Zwitserland;0
1930;301;Positie B;Vrouwen;Oostenrijk;0
1931;301;Positie B;Vrouwen;Hongarije;0
1932;301;Positie B;Vrouwen;Rusland;0
1933;301;Positie B;Vrouwen;Polen;0
1934;301;Positie B;Vrouwen;Tsjechoslowakije;0
1935;301;Positie B;Vrouwen;Andere nationaliteit;0
1936;301;Positie B;Vrouwen;Geen nationaliteit;0
1937;301;Positie B;Vrouwen;Onbekende nationaliteit;0
1938;301;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;1011
1939;301;Positie C;Totaal mannen en vrouwen;Nederland;999
1940;301;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;12
1941;301;Positie C;Totaal mannen en vrouwen;Duitschland;6
1942;301;Positie C;Totaal mannen en vrouwen;België;2
1943;301;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;1
1944;301;Positie C;Totaal mannen en vrouwen;Frankrijk;0
1945;301;Positie C;Totaal mannen en vrouwen;Italië;0
1946;301;Positie C;Totaal mannen en vrouwen;Zwitserland;0
1947;301;Positie C;Totaal mannen en vrouwen;Oostenrijk;1
1948;301;Positie C;Totaal mannen en vrouwen;Hongarije;0
1949;301;Positie C;Totaal mannen en vrouwen;Rusland;0
1950;301;Positie C;Totaal mannen en vrouwen;Polen;0
1951;301;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
1952;301;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
1953;301;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;2
1954;301;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
1955;301;Positie C;Mannen;Totaal van alle nationaliteiten;1003
1956;301;Positie C;Mannen;Nederland;992
1957;301;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;11
1958;301;Positie C;Mannen;Duitschland;5
1959;301;Positie C;Mannen;België;2
1960;301;Positie C;Mannen;Groot Britannië en Noord Ierland;1
1961;301;Positie C;Mannen;Frankrijk;0
1962;301;Positie C;Mannen;Italië;0
1963;301;Positie C;Mannen;Zwitserland;0
1964;301;Positie C;Mannen;Oostenrijk;1
1965;301;Positie C;Mannen;Hongarije;0
1966;301;Positie C;Mannen;Rusland;0
1967;301;Positie C;Mannen;Polen;0
1968;301;Positie C;Mannen;Tsjechoslowakije;0
1969;301;Positie C;Mannen;Andere nationaliteit;0
1970;301;Positie C;Mannen;Geen nationaliteit;2
1971;301;Positie C;Mannen;Onbekende nationaliteit;0
1972;301;Positie C;Vrouwen;Totaal van alle nationaliteiten;8
1973;301;Positie C;Vrouwen;Nederland;7
1974;301;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;1
1975;301;Positie C;Vrouwen;Duitschland;1
1976;301;Positie C;Vrouwen;België;0
1977;301;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
1978;301;Positie C;Vrouwen;Frankrijk;0
1979;301;Positie C;Vrouwen;Italië;0
1980;301;Positie C;Vrouwen;Zwitserland;0
1981;301;Positie C;Vrouwen;Oostenrijk;0
1982;301;Positie C;Vrouwen;Hongarije;0
1983;301;Positie C;Vrouwen;Rusland;0
1984;301;Positie C;Vrouwen;Polen;0
1985;301;Positie C;Vrouwen;Tsjechoslowakije;0
1986;301;Positie C;Vrouwen;Andere nationaliteit;0
1987;301;Positie C;Vrouwen;Geen nationaliteit;0
1988;301;Positie C;Vrouwen;Onbekende nationaliteit;0
1989;302;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;95
1990;302;Positie A;Totaal mannen en vrouwen;Nederland;93
1991;302;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;2
1992;302;Positie A;Totaal mannen en vrouwen;Duitschland;1
1993;302;Positie A;Totaal mannen en vrouwen;België;0
1994;302;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
1995;302;Positie A;Totaal mannen en vrouwen;Frankrijk;0
1996;302;Positie A;Totaal mannen en vrouwen;Italië;0
1997;302;Positie A;Totaal mannen en vrouwen;Zwitserland;0
1998;302;Positie A;Totaal mannen en vrouwen;Oostenrijk;1
1999;302;Positie A;Totaal mannen en vrouwen;Hongarije;0
2000;302;Positie A;Totaal mannen en vrouwen;Rusland;0
2001;302;Positie A;Totaal mannen en vrouwen;Polen;0
2002;302;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
2003;302;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
2004;302;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;0
2005;302;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2006;302;Positie A;Mannen;Totaal van alle nationaliteiten;95
2007;302;Positie A;Mannen;Nederland;93
2008;302;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;2
2009;302;Positie A;Mannen;Duitschland;1
2010;302;Positie A;Mannen;België;0
2011;302;Positie A;Mannen;Groot Britannië en Noord Ierland;0
2012;302;Positie A;Mannen;Frankrijk;0
2013;302;Positie A;Mannen;Italië;0
2014;302;Positie A;Mannen;Zwitserland;0
2015;302;Positie A;Mannen;Oostenrijk;1
2016;302;Positie A;Mannen;Hongarije;0
2017;302;Positie A;Mannen;Rusland;0
2018;302;Positie A;Mannen;Polen;0
2019;302;Positie A;Mannen;Tsjechoslowakije;0
2020;302;Positie A;Mannen;Andere nationaliteit;0
2021;302;Positie A;Mannen;Geen nationaliteit;0
2022;302;Positie A;Mannen;Onbekende nationaliteit;0
2023;302;Positie A;Vrouwen;Totaal van alle nationaliteiten;0
2024;302;Positie A;Vrouwen;Nederland;0
2025;302;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
2026;302;Positie A;Vrouwen;Duitschland;0
2027;302;Positie A;Vrouwen;België;0
2028;302;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
2029;302;Positie A;Vrouwen;Frankrijk;0
2030;302;Positie A;Vrouwen;Italië;0
2031;302;Positie A;Vrouwen;Zwitserland;0
2032;302;Positie A;Vrouwen;Oostenrijk;0
2033;302;Positie A;Vrouwen;Hongarije;0
2034;302;Positie A;Vrouwen;Rusland;0
2035;302;Positie A;Vrouwen;Polen;0
2036;302;Positie A;Vrouwen;Tsjechoslowakije;0
2037;302;Positie A;Vrouwen;Andere nationaliteit;0
2038;302;Positie A;Vrouwen;Geen nationaliteit;0
2039;302;Positie A;Vrouwen;Onbekende nationaliteit;0
2040;302;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;39
2041;302;Positie B;Totaal mannen en vrouwen;Nederland;37
2042;302;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;2
2043;302;Positie B;Totaal mannen en vrouwen;Duitschland;2
2044;302;Positie B;Totaal mannen en vrouwen;België;0
2045;302;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2046;302;Positie B;Totaal mannen en vrouwen;Frankrijk;0
2047;302;Positie B;Totaal mannen en vrouwen;Italië;0
2048;302;Positie B;Totaal mannen en vrouwen;Zwitserland;0
2049;302;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
2050;302;Positie B;Totaal mannen en vrouwen;Hongarije;0
2051;302;Positie B;Totaal mannen en vrouwen;Rusland;0
2052;302;Positie B;Totaal mannen en vrouwen;Polen;0
2053;302;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
2054;302;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
2055;302;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
2056;302;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2057;302;Positie B;Mannen;Totaal van alle nationaliteiten;39
2058;302;Positie B;Mannen;Nederland;37
2059;302;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;2
2060;302;Positie B;Mannen;Duitschland;2
2061;302;Positie B;Mannen;België;0
2062;302;Positie B;Mannen;Groot Britannië en Noord Ierland;0
2063;302;Positie B;Mannen;Frankrijk;0
2064;302;Positie B;Mannen;Italië;0
2065;302;Positie B;Mannen;Zwitserland;0
2066;302;Positie B;Mannen;Oostenrijk;0
2067;302;Positie B;Mannen;Hongarije;0
2068;302;Positie B;Mannen;Rusland;0
2069;302;Positie B;Mannen;Polen;0
2070;302;Positie B;Mannen;Tsjechoslowakije;0
2071;302;Positie B;Mannen;Andere nationaliteit;0
2072;302;Positie B;Mannen;Geen nationaliteit;0
2073;302;Positie B;Mannen;Onbekende nationaliteit;0
2074;302;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
2075;302;Positie B;Vrouwen;Nederland;0
2076;302;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
2077;302;Positie B;Vrouwen;Duitschland;0
2078;302;Positie B;Vrouwen;België;0
2079;302;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
2080;302;Positie B;Vrouwen;Frankrijk;0
2081;302;Positie B;Vrouwen;Italië;0
2082;302;Positie B;Vrouwen;Zwitserland;0
2083;302;Positie B;Vrouwen;Oostenrijk;0
2084;302;Positie B;Vrouwen;Hongarije;0
2085;302;Positie B;Vrouwen;Rusland;0
2086;302;Positie B;Vrouwen;Polen;0
2087;302;Positie B;Vrouwen;Tsjechoslowakije;0
2088;302;Positie B;Vrouwen;Andere nationaliteit;0
2089;302;Positie B;Vrouwen;Geen nationaliteit;0
2090;302;Positie B;Vrouwen;Onbekende nationaliteit;0
2091;302;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;140
2092;302;Positie C;Totaal mannen en vrouwen;Nederland;131
2093;302;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;9
2094;302;Positie C;Totaal mannen en vrouwen;Duitschland;7
2095;302;Positie C;Totaal mannen en vrouwen;België;0
2096;302;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2097;302;Positie C;Totaal mannen en vrouwen;Frankrijk;0
2098;302;Positie C;Totaal mannen en vrouwen;Italië;0
2099;302;Positie C;Totaal mannen en vrouwen;Zwitserland;0
2100;302;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
2101;302;Positie C;Totaal mannen en vrouwen;Hongarije;0
2102;302;Positie C;Totaal mannen en vrouwen;Rusland;0
2103;302;Positie C;Totaal mannen en vrouwen;Polen;0
2104;302;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
2105;302;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
2106;302;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;2
2107;302;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2108;302;Positie C;Mannen;Totaal van alle nationaliteiten;140
2109;302;Positie C;Mannen;Nederland;131
2110;302;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;9
2111;302;Positie C;Mannen;Duitschland;7
2112;302;Positie C;Mannen;België;0
2113;302;Positie C;Mannen;Groot Britannië en Noord Ierland;0
2114;302;Positie C;Mannen;Frankrijk;0
2115;302;Positie C;Mannen;Italië;0
2116;302;Positie C;Mannen;Zwitserland;0
2117;302;Positie C;Mannen;Oostenrijk;0
2118;302;Positie C;Mannen;Hongarije;0
2119;302;Positie C;Mannen;Rusland;0
2120;302;Positie C;Mannen;Polen;0
2121;302;Positie C;Mannen;Tsjechoslowakije;0
2122;302;Positie C;Mannen;Andere nationaliteit;0
2123;302;Positie C;Mannen;Geen nationaliteit;2
2124;302;Positie C;Mannen;Onbekende nationaliteit;0
2125;302;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
2126;302;Positie C;Vrouwen;Nederland;0
2127;302;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
2128;302;Positie C;Vrouwen;Duitschland;0
2129;302;Positie C;Vrouwen;België;0
2130;302;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
2131;302;Positie C;Vrouwen;Frankrijk;0
2132;302;Positie C;Vrouwen;Italië;0
2133;302;Positie C;Vrouwen;Zwitserland;0
2134;302;Positie C;Vrouwen;Oostenrijk;0
2135;302;Positie C;Vrouwen;Hongarije;0
2136;302;Positie C;Vrouwen;Rusland;0
2137;302;Positie C;Vrouwen;Polen;0
2138;302;Positie C;Vrouwen;Tsjechoslowakije;0
2139;302;Positie C;Vrouwen;Andere nationaliteit;0
2140;302;Positie C;Vrouwen;Geen nationaliteit;0
2141;302;Positie C;Vrouwen;Onbekende nationaliteit;0
2142;305;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;984
2143;305;Positie A;Totaal mannen en vrouwen;Nederland;920
2144;305;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;64
2145;305;Positie A;Totaal mannen en vrouwen;Duitschland;39
2146;305;Positie A;Totaal mannen en vrouwen;België;4
2147;305;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
2148;305;Positie A;Totaal mannen en vrouwen;Frankrijk;2
2149;305;Positie A;Totaal mannen en vrouwen;Italië;0
2150;305;Positie A;Totaal mannen en vrouwen;Zwitserland;0
2151;305;Positie A;Totaal mannen en vrouwen;Oostenrijk;2
2152;305;Positie A;Totaal mannen en vrouwen;Hongarije;3
2153;305;Positie A;Totaal mannen en vrouwen;Rusland;0
2154;305;Positie A;Totaal mannen en vrouwen;Polen;4
2155;305;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
2156;305;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;1
2157;305;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;9
2158;305;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2159;305;Positie A;Mannen;Totaal van alle nationaliteiten;945
2160;305;Positie A;Mannen;Nederland;884
2161;305;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;61
2162;305;Positie A;Mannen;Duitschland;37
2163;305;Positie A;Mannen;België;4
2164;305;Positie A;Mannen;Groot Britannië en Noord Ierland;0
2165;305;Positie A;Mannen;Frankrijk;2
2166;305;Positie A;Mannen;Italië;0
2167;305;Positie A;Mannen;Zwitserland;0
2168;305;Positie A;Mannen;Oostenrijk;2
2169;305;Positie A;Mannen;Hongarije;3
2170;305;Positie A;Mannen;Rusland;0
2171;305;Positie A;Mannen;Polen;3
2172;305;Positie A;Mannen;Tsjechoslowakije;0
2173;305;Positie A;Mannen;Andere nationaliteit;1
2174;305;Positie A;Mannen;Geen nationaliteit;9
2175;305;Positie A;Mannen;Onbekende nationaliteit;0
2176;305;Positie A;Vrouwen;Totaal van alle nationaliteiten;39
2177;305;Positie A;Vrouwen;Nederland;36
2178;305;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;3
2179;305;Positie A;Vrouwen;Duitschland;2
2180;305;Positie A;Vrouwen;België;0
2181;305;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
2182;305;Positie A;Vrouwen;Frankrijk;0
2183;305;Positie A;Vrouwen;Italië;0
2184;305;Positie A;Vrouwen;Zwitserland;0
2185;305;Positie A;Vrouwen;Oostenrijk;0
2186;305;Positie A;Vrouwen;Hongarije;0
2187;305;Positie A;Vrouwen;Rusland;0
2188;305;Positie A;Vrouwen;Polen;1
2189;305;Positie A;Vrouwen;Tsjechoslowakije;0
2190;305;Positie A;Vrouwen;Andere nationaliteit;0
2191;305;Positie A;Vrouwen;Geen nationaliteit;0
2192;305;Positie A;Vrouwen;Onbekende nationaliteit;0
2193;305;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;7
2194;305;Positie B;Totaal mannen en vrouwen;Nederland;6
2195;305;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
2196;305;Positie B;Totaal mannen en vrouwen;Duitschland;0
2197;305;Positie B;Totaal mannen en vrouwen;België;0
2198;305;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;1
2199;305;Positie B;Totaal mannen en vrouwen;Frankrijk;0
2200;305;Positie B;Totaal mannen en vrouwen;Italië;0
2201;305;Positie B;Totaal mannen en vrouwen;Zwitserland;0
2202;305;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
2203;305;Positie B;Totaal mannen en vrouwen;Hongarije;0
2204;305;Positie B;Totaal mannen en vrouwen;Rusland;0
2205;305;Positie B;Totaal mannen en vrouwen;Polen;0
2206;305;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
2207;305;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
2208;305;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
2209;305;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
2210;305;Positie B;Mannen;Totaal van alle nationaliteiten;7
2211;305;Positie B;Mannen;Nederland;6
2212;305;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;1
2213;305;Positie B;Mannen;Duitschland;0
2214;305;Positie B;Mannen;België;0
2215;305;Positie B;Mannen;Groot Britannië en Noord Ierland;1
2216;305;Positie B;Mannen;Frankrijk;0
