ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Vestigingen_1;k_0WerkzamePersonen_2;k_1WerkzamePersoon_3;k_2Tot10WerkzamePersonen_4;k_10OfMeerWerkzamePersonen_5;Eenmanszaken_6;VOFCVEnMaatschap_7;NVSEnBVS_8;OverigeRechtsvormen_9
42;A-U Alle economische activiteiten;Buitenland;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;A-U Alle economische activiteiten;Buitenland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;A-U Alle economische activiteiten;Buitenland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;A-U Alle economische activiteiten;Buitenland;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;A-U Alle economische activiteiten;Buitenland;2024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
47;A-U Alle economische activiteiten;Buitenland;2025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;A-U Alle economische activiteiten;"Nederland; niet in te delen";2010;;;;;;;;;
49;A-U Alle economische activiteiten;"Nederland; niet in te delen";2011;;;;;;;;;
50;A-U Alle economische activiteiten;"Nederland; niet in te delen";2012;;;;;;;;;
51;A-U Alle economische activiteiten;"Nederland; niet in te delen";2013;;;;;;;;;
52;A-U Alle economische activiteiten;"Nederland; niet in te delen";2014;;;;;;;;;
53;A-U Alle economische activiteiten;"Nederland; niet in te delen";2015;15.0;10.0;5.0;0.0;0.0;0.0;0.0;10.0;5.0
54;A-U Alle economische activiteiten;"Nederland; niet in te delen";2016;10.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0
55;A-U Alle economische activiteiten;"Nederland; niet in te delen";2017;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
56;A-U Alle economische activiteiten;"Nederland; niet in te delen";2018;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
57;A-U Alle economische activiteiten;"Nederland; niet in te delen";2019;4025.0;5.0;2780.0;1160.0;80.0;80.0;0.0;5.0;3940.0
58;A-U Alle economische activiteiten;"Nederland; niet in te delen";2020;4255.0;5.0;2930.0;1225.0;100.0;75.0;0.0;5.0;4175.0
59;A-U Alle economische activiteiten;"Nederland; niet in te delen";2021;4270.0;5.0;2985.0;1185.0;90.0;45.0;5.0;5.0;4215.0
60;A-U Alle economische activiteiten;"Nederland; niet in te delen";2022;4740.0;5.0;3350.0;1295.0;90.0;45.0;0.0;5.0;4690.0
61;A-U Alle economische activiteiten;"Nederland; niet in te delen";2023;4695.0;5.0;3230.0;1360.0;100.0;45.0;0.0;5.0;4645.0
62;A-U Alle economische activiteiten;"Nederland; niet in te delen";2024;4785.0;0.0;3370.0;1315.0;95.0;40.0;0.0;5.0;4740.0
63;A-U Alle economische activiteiten;"Nederland; niet in te delen";2025;4460.0;5.0;3100.0;1255.0;100.0;30.0;0.0;5.0;4425.0
64;A-U Alle economische activiteiten;Noord-Nederland (LD);2010;;;;;;;;;
65;A-U Alle economische activiteiten;Noord-Nederland (LD);2011;;;;;;;;;
66;A-U Alle economische activiteiten;Noord-Nederland (LD);2012;;;;;;;;;
67;A-U Alle economische activiteiten;Noord-Nederland (LD);2013;;;;;;;;;
68;A-U Alle economische activiteiten;Noord-Nederland (LD);2014;;;;;;;;;
69;A-U Alle economische activiteiten;Noord-Nederland (LD);2015;151375.0;5660.0;99325.0;38235.0;8160.0;88380.0;24365.0;30610.0;7995.0
70;A-U Alle economische activiteiten;Noord-Nederland (LD);2016;157240.0;5870.0;104635.0;38375.0;8350.0;92990.0;24840.0;31405.0;7995.0
71;A-U Alle economische activiteiten;Noord-Nederland (LD);2017;161040.0;6160.0;108055.0;38470.0;8345.0;96335.0;24785.0;31830.0;8100.0
72;A-U Alle economische activiteiten;Noord-Nederland (LD);2018;166660.0;6250.0;112865.0;38920.0;8630.0;100515.0;25120.0;32815.0;8210.0
73;A-U Alle economische activiteiten;Noord-Nederland (LD);2019;172450.0;6225.0;117975.0;39250.0;9005.0;104755.0;25385.0;33845.0;8465.0
74;A-U Alle economische activiteiten;Noord-Nederland (LD);2020;178720.0;6425.0;123540.0;39455.0;9300.0;109795.0;25670.0;34725.0;8530.0
75;A-U Alle economische activiteiten;Noord-Nederland (LD);2021;183835.0;6700.0;127560.0;40205.0;9370.0;113910.0;25890.0;35820.0;8215.0
76;A-U Alle economische activiteiten;Noord-Nederland (LD);2022;196835.0;6685.0;139225.0;41190.0;9735.0;122215.0;26235.0;39500.0;8885.0
77;A-U Alle economische activiteiten;Noord-Nederland (LD);2023;202405.0;6805.0;144820.0;40885.0;9895.0;128320.0;25685.0;39680.0;8720.0
78;A-U Alle economische activiteiten;Noord-Nederland (LD);2024;213170.0;7395.0;154720.0;41505.0;9550.0;136580.0;25830.0;41875.0;8885.0
79;A-U Alle economische activiteiten;Noord-Nederland (LD);2025;216400.0;7780.0;158580.0;40490.0;9555.0;138965.0;25445.0;43045.0;8945.0
80;A-U Alle economische activiteiten;Oost-Nederland (LD);2010;;;;;;;;;
81;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;;;;;;;;;
82;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;;;;;;;;;
83;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;;;;;;;;;
84;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;;;;;;;;;
85;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;329610.0;13700.0;216410.0;79655.0;19845.0;181440.0;46580.0;85115.0;16475.0
86;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;343135.0;13880.0;228895.0;80170.0;20195.0;191910.0;47330.0;87410.0;16485.0
87;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;353595.0;14670.0;237845.0;80625.0;20445.0;200290.0;47750.0;88770.0;16795.0
88;A-U Alle economische activiteiten;Oost-Nederland (LD);2018;368195.0;14795.0;250350.0;81850.0;21195.0;211050.0;48640.0;91700.0;16800.0
89;A-U Alle economische activiteiten;Oost-Nederland (LD);2019;384140.0;14925.0;264445.0;82895.0;21875.0;223075.0;49325.0;94385.0;17350.0
90;A-U Alle economische activiteiten;Oost-Nederland (LD);2020;401565.0;15525.0;279720.0;83825.0;22495.0;237440.0;49865.0;97075.0;17185.0
91;A-U Alle economische activiteiten;Oost-Nederland (LD);2021;415070.0;15710.0;291395.0;85450.0;22520.0;248035.0;50440.0;99950.0;16645.0
92;A-U Alle economische activiteiten;Oost-Nederland (LD);2022;447710.0;15795.0;320640.0;87895.0;23375.0;268565.0;51570.0;109660.0;17920.0
93;A-U Alle economische activiteiten;Oost-Nederland (LD);2023;463180.0;16310.0;335915.0;87220.0;23735.0;285695.0;50430.0;109660.0;17400.0
94;A-U Alle economische activiteiten;Oost-Nederland (LD);2024;490945.0;17630.0;361005.0;89305.0;23005.0;306795.0;50905.0;115555.0;17690.0
95;A-U Alle economische activiteiten;Oost-Nederland (LD);2025;500150.0;18410.0;371155.0;87495.0;23095.0;313570.0;50225.0;118585.0;17765.0
96;A-U Alle economische activiteiten;West-Nederland (LD);2010;;;;;;;;;
97;A-U Alle economische activiteiten;West-Nederland (LD);2011;;;;;;;;;
98;A-U Alle economische activiteiten;West-Nederland (LD);2012;;;;;;;;;
99;A-U Alle economische activiteiten;West-Nederland (LD);2013;;;;;;;;;
100;A-U Alle economische activiteiten;West-Nederland (LD);2014;;;;;;;;;
101;A-U Alle economische activiteiten;West-Nederland (LD);2015;820410.0;32025.0;573560.0;170095.0;44735.0;471850.0;89175.0;220700.0;38665.0
102;A-U Alle economische activiteiten;West-Nederland (LD);2016;859335.0;32660.0;609925.0;171395.0;45365.0;502890.0;90850.0;226865.0;38730.0
103;A-U Alle economische activiteiten;West-Nederland (LD);2017;889550.0;34320.0;636815.0;172180.0;46235.0;527675.0;90595.0;232315.0;38970.0
104;A-U Alle economische activiteiten;West-Nederland (LD);2018;937365.0;34965.0;679160.0;175565.0;47675.0;563350.0;93120.0;241160.0;39735.0
105;A-U Alle economische activiteiten;West-Nederland (LD);2019;990205.0;35155.0;727550.0;178625.0;48875.0;605565.0;94850.0;249240.0;40535.0
106;A-U Alle economische activiteiten;West-Nederland (LD);2020;1050065.0;36435.0;783715.0;179690.0;50230.0;655910.0;96840.0;256770.0;40545.0
107;A-U Alle economische activiteiten;West-Nederland (LD);2021;1089565.0;37090.0;819405.0;182990.0;50080.0;689255.0;98420.0;262550.0;39340.0
108;A-U Alle economische activiteiten;West-Nederland (LD);2022;1181845.0;37960.0;902960.0;189315.0;51605.0;747365.0;101480.0;290210.0;42790.0
109;A-U Alle economische activiteiten;West-Nederland (LD);2023;1231320.0;39575.0;953000.0;186285.0;52460.0;805180.0;98120.0;286820.0;41205.0
110;A-U Alle economische activiteiten;West-Nederland (LD);2024;1316190.0;40390.0;1033090.0;191310.0;51405.0;872425.0;99555.0;302250.0;41960.0
111;A-U Alle economische activiteiten;West-Nederland (LD);2025;1338730.0;43320.0;1056790.0;187505.0;51115.0;890530.0;98095.0;308275.0;41835.0
112;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2010;;;;;;;;;
113;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2011;;;;;;;;;
114;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2012;;;;;;;;;
115;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2013;;;;;;;;;
116;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2014;;;;;;;;;
117;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2015;;;;;;;;;
118;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2016;;;;;;;;;
119;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2017;;;;;;;;;
120;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2018;;;;;;;;;
121;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2019;;;;;;;;;
122;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2020;;;;;;;;;
123;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2021;;;;;;;;;
124;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2022;;;;;;;;;
125;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2023;;;;;;;;;
126;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2024;;;;;;;;;
127;A-U Alle economische activiteiten;West-Nederland, exclusief G4 (LD);2025;;;;;;;;;
128;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;;;;;;;;;
129;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;;;;;;;;;
130;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;;;;;;;;;
131;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;;;;;;;;;
132;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;;;;;;;;;
133;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;335950.0;12520.0;223175.0;80660.0;19595.0;182705.0;45305.0;94670.0;13270.0
134;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;347795.0;12865.0;234515.0;80640.0;19780.0;191865.0;45845.0;96745.0;13340.0
135;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;357460.0;13680.0;242700.0;80830.0;20250.0;199440.0;45970.0;98535.0;13510.0
136;A-U Alle economische activiteiten;Zuid-Nederland (LD);2018;371755.0;13885.0;255030.0;81915.0;20930.0;209570.0;46725.0;101775.0;13700.0
137;A-U Alle economische activiteiten;Zuid-Nederland (LD);2019;386445.0;13965.0;268590.0;82615.0;21275.0;220785.0;47345.0;104455.0;13885.0
138;A-U Alle economische activiteiten;Zuid-Nederland (LD);2020;403035.0;14410.0;284135.0;82595.0;21895.0;234525.0;47505.0;107070.0;13930.0
139;A-U Alle economische activiteiten;Zuid-Nederland (LD);2021;416070.0;14755.0;295740.0;83735.0;21840.0;245255.0;48000.0;109435.0;13380.0
140;A-U Alle economische activiteiten;Zuid-Nederland (LD);2022;448850.0;15025.0;325080.0;86175.0;22565.0;264995.0;48955.0;119980.0;14920.0
141;A-U Alle economische activiteiten;Zuid-Nederland (LD);2023;461695.0;15825.0;337965.0;84900.0;23000.0;280215.0;47525.0;119155.0;14800.0
142;A-U Alle economische activiteiten;Zuid-Nederland (LD);2024;487495.0;16890.0;362065.0;85880.0;22660.0;299645.0;47650.0;125145.0;15050.0
143;A-U Alle economische activiteiten;Zuid-Nederland (LD);2025;496260.0;17730.0;371555.0;84295.0;22675.0;305965.0;47030.0;127985.0;15275.0
144;A-U Alle economische activiteiten;Extra-Regio (LD);2010;;;;;;;;;
145;A-U Alle economische activiteiten;Extra-Regio (LD);2011;;;;;;;;;
146;A-U Alle economische activiteiten;Extra-Regio (LD);2012;;;;;;;;;
147;A-U Alle economische activiteiten;Extra-Regio (LD);2013;;;;;;;;;
148;A-U Alle economische activiteiten;Extra-Regio (LD);2014;;;;;;;;;
149;A-U Alle economische activiteiten;Extra-Regio (LD);2015;;;;;;;;;
150;A-U Alle economische activiteiten;Extra-Regio (LD);2016;;;;;;;;;
151;A-U Alle economische activiteiten;Extra-Regio (LD);2017;;;;;;;;;
152;A-U Alle economische activiteiten;Extra-Regio (LD);2018;;;;;;;;;
153;A-U Alle economische activiteiten;Extra-Regio (LD);2019;;;;;;;;;
154;A-U Alle economische activiteiten;Extra-Regio (LD);2020;;;;;;;;;
155;A-U Alle economische activiteiten;Extra-Regio (LD);2021;;;;;;;;;
156;A-U Alle economische activiteiten;Extra-Regio (LD);2022;;;;;;;;;
157;A-U Alle economische activiteiten;Extra-Regio (LD);2023;;;;;;;;;
158;A-U Alle economische activiteiten;Extra-Regio (LD);2024;;;;;;;;;
159;A-U Alle economische activiteiten;Extra-Regio (LD);2025;;;;;;;;;
160;A-U Alle economische activiteiten;Buitenland (LD);2010;;;;;;;;;
161;A-U Alle economische activiteiten;Buitenland (LD);2011;;;;;;;;;
162;A-U Alle economische activiteiten;Buitenland (LD);2012;;;;;;;;;
163;A-U Alle economische activiteiten;Buitenland (LD);2013;;;;;;;;;
164;A-U Alle economische activiteiten;Buitenland (LD);2014;;;;;;;;;
165;A-U Alle economische activiteiten;Buitenland (LD);2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
166;A-U Alle economische activiteiten;Buitenland (LD);2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
167;A-U Alle economische activiteiten;Buitenland (LD);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
168;A-U Alle economische activiteiten;Buitenland (LD);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
169;A-U Alle economische activiteiten;Buitenland (LD);2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
170;A-U Alle economische activiteiten;Buitenland (LD);2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;A-U Alle economische activiteiten;Buitenland (LD);2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172;A-U Alle economische activiteiten;Buitenland (LD);2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;A-U Alle economische activiteiten;Buitenland (LD);2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;A-U Alle economische activiteiten;Buitenland (LD);2024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;A-U Alle economische activiteiten;Buitenland (LD);2025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176;A-U Alle economische activiteiten;Niet in te delen (LD);2010;;;;;;;;;
177;A-U Alle economische activiteiten;Niet in te delen (LD);2011;;;;;;;;;
178;A-U Alle economische activiteiten;Niet in te delen (LD);2012;;;;;;;;;
179;A-U Alle economische activiteiten;Niet in te delen (LD);2013;;;;;;;;;
180;A-U Alle economische activiteiten;Niet in te delen (LD);2014;;;;;;;;;
181;A-U Alle economische activiteiten;Niet in te delen (LD);2015;15.0;10.0;5.0;0.0;0.0;0.0;0.0;10.0;5.0
182;A-U Alle economische activiteiten;Niet in te delen (LD);2016;10.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0
183;A-U Alle economische activiteiten;Niet in te delen (LD);2017;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
184;A-U Alle economische activiteiten;Niet in te delen (LD);2018;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
185;A-U Alle economische activiteiten;Niet in te delen (LD);2019;4025.0;5.0;2780.0;1160.0;80.0;80.0;0.0;5.0;3940.0
186;A-U Alle economische activiteiten;Niet in te delen (LD);2020;4255.0;5.0;2930.0;1225.0;100.0;75.0;0.0;5.0;4175.0
187;A-U Alle economische activiteiten;Niet in te delen (LD);2021;4270.0;5.0;2985.0;1185.0;90.0;45.0;5.0;5.0;4215.0
188;A-U Alle economische activiteiten;Niet in te delen (LD);2022;4740.0;5.0;3350.0;1295.0;90.0;45.0;0.0;5.0;4690.0
189;A-U Alle economische activiteiten;Niet in te delen (LD);2023;4695.0;5.0;3230.0;1360.0;100.0;45.0;0.0;5.0;4645.0
190;A-U Alle economische activiteiten;Niet in te delen (LD);2024;4785.0;0.0;3370.0;1315.0;95.0;40.0;0.0;5.0;4740.0
191;A-U Alle economische activiteiten;Niet in te delen (LD);2025;4460.0;5.0;3100.0;1255.0;100.0;30.0;0.0;5.0;4425.0
192;A-U Alle economische activiteiten;Groningen (PV);2010;;;;;;;;;
193;A-U Alle economische activiteiten;Groningen (PV);2011;;;;;;;;;
194;A-U Alle economische activiteiten;Groningen (PV);2012;;;;;;;;;
195;A-U Alle economische activiteiten;Groningen (PV);2013;;;;;;;;;
196;A-U Alle economische activiteiten;Groningen (PV);2014;;;;;;;;;
197;A-U Alle economische activiteiten;Groningen (PV);2015;48415.0;1760.0;32475.0;11490.0;2705.0;29230.0;7010.0;9390.0;2790.0
198;A-U Alle economische activiteiten;Groningen (PV);2016;50365.0;1875.0;34175.0;11560.0;2745.0;30765.0;7155.0;9655.0;2775.0
199;A-U Alle economische activiteiten;Groningen (PV);2017;51675.0;1910.0;35340.0;11635.0;2795.0;31910.0;7140.0;9840.0;2780.0
200;A-U Alle economische activiteiten;Groningen (PV);2018;53475.0;1895.0;36975.0;11775.0;2835.0;33310.0;7280.0;10120.0;2770.0
201;A-U Alle economische activiteiten;Groningen (PV);2019;55360.0;1855.0;38690.0;11860.0;2955.0;34710.0;7335.0;10460.0;2845.0
202;A-U Alle economische activiteiten;Groningen (PV);2020;57490.0;1930.0;40525.0;11965.0;3070.0;36455.0;7450.0;10680.0;2900.0
203;A-U Alle economische activiteiten;Groningen (PV);2021;59420.0;2050.0;42060.0;12200.0;3110.0;37950.0;7570.0;11065.0;2830.0
204;A-U Alle economische activiteiten;Groningen (PV);2022;63610.0;2065.0;45825.0;12445.0;3275.0;40680.0;7720.0;12180.0;3025.0
205;A-U Alle economische activiteiten;Groningen (PV);2023;65470.0;2165.0;47675.0;12350.0;3280.0;42790.0;7535.0;12210.0;2935.0
206;A-U Alle economische activiteiten;Groningen (PV);2024;69435.0;2335.0;51390.0;12540.0;3170.0;45945.0;7625.0;12875.0;2990.0
207;A-U Alle economische activiteiten;Groningen (PV);2025;70460.0;2435.0;52620.0;12250.0;3150.0;46885.0;7500.0;13100.0;2975.0
208;A-U Alle economische activiteiten;Fryslân (PV);2010;;;;;;;;;
209;A-U Alle economische activiteiten;Fryslân (PV);2011;;;;;;;;;
210;A-U Alle economische activiteiten;Fryslân (PV);2012;;;;;;;;;
211;A-U Alle economische activiteiten;Fryslân (PV);2013;;;;;;;;;
212;A-U Alle economische activiteiten;Fryslân (PV);2014;;;;;;;;;
213;A-U Alle economische activiteiten;Fryslân (PV);2015;60460.0;2320.0;39195.0;15805.0;3130.0;34655.0;10525.0;12240.0;3025.0
214;A-U Alle economische activiteiten;Fryslân (PV);2016;62740.0;2385.0;41170.0;15990.0;3190.0;36400.0;10785.0;12555.0;3000.0
215;A-U Alle economische activiteiten;Fryslân (PV);2017;64145.0;2545.0;42415.0;16005.0;3185.0;37660.0;10735.0;12740.0;3025.0
216;A-U Alle economische activiteiten;Fryslân (PV);2018;66360.0;2600.0;44345.0;16115.0;3295.0;39260.0;10825.0;13155.0;3120.0
217;A-U Alle economische activiteiten;Fryslân (PV);2019;68655.0;2570.0;46275.0;16360.0;3460.0;40920.0;10965.0;13535.0;3230.0
218;A-U Alle economische activiteiten;Fryslân (PV);2020;71070.0;2620.0;48505.0;16340.0;3600.0;42865.0;11065.0;13890.0;3245.0
219;A-U Alle economische activiteiten;Fryslân (PV);2021;73075.0;2725.0;50115.0;16630.0;3605.0;44485.0;11135.0;14365.0;3090.0
220;A-U Alle economische activiteiten;Fryslân (PV);2022;78395.0;2745.0;54890.0;17035.0;3725.0;47860.0;11265.0;15880.0;3390.0
221;A-U Alle economische activiteiten;Fryslân (PV);2023;80905.0;2745.0;57390.0;16930.0;3840.0;50515.0;11055.0;15980.0;3350.0
222;A-U Alle economische activiteiten;Fryslân (PV);2024;85025.0;2930.0;61165.0;17275.0;3655.0;53705.0;11055.0;16855.0;3410.0
223;A-U Alle economische activiteiten;Fryslân (PV);2025;86280.0;3145.0;62665.0;16820.0;3650.0;54480.0;10865.0;17465.0;3470.0
224;A-U Alle economische activiteiten;Drenthe (PV);2010;;;;;;;;;
225;A-U Alle economische activiteiten;Drenthe (PV);2011;;;;;;;;;
226;A-U Alle economische activiteiten;Drenthe (PV);2012;;;;;;;;;
227;A-U Alle economische activiteiten;Drenthe (PV);2013;;;;;;;;;
228;A-U Alle economische activiteiten;Drenthe (PV);2014;;;;;;;;;
229;A-U Alle economische activiteiten;Drenthe (PV);2015;42495.0;1580.0;27665.0;10945.0;2325.0;24495.0;6825.0;8985.0;2195.0
230;A-U Alle economische activiteiten;Drenthe (PV);2016;44135.0;1615.0;29290.0;10825.0;2410.0;25830.0;6890.0;9185.0;2230.0
231;A-U Alle economische activiteiten;Drenthe (PV);2017;45220.0;1710.0;30315.0;10835.0;2365.0;26765.0;6900.0;9240.0;2295.0
