ID;SectorenActiva;TegensectorenPassiva;BalansstandenEnTransacties;Perioden;SpaartegoedenEnDepositoS_1;KortlopendeSchuldbewijzen_2;LanglopendeSchuldbewijzen_3;KortlopendeLeningen_4;LanglopendeLeningen_5;BeursgenoteerdeAandelen_6;AandelenInBeleggingsfondsen_7
22;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2003 3e kwartaal;447529.0;;;173551.0;955362.0;;
23;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2003 4e kwartaal;463560.0;;;171004.0;973911.0;;
24;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2003;423083.0;;;180070.0;922917.0;;
25;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2004 1e kwartaal;467495.0;;;170943.0;994065.0;;
26;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2004 2e kwartaal;466379.0;;;172655.0;1003787.0;;
27;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2004 3e kwartaal;495377.0;;;178262.0;1005724.0;;
28;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2004 4e kwartaal;486945.0;;;181338.0;1018396.0;;
29;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2004;467495.0;;;170943.0;994065.0;;
30;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2005 1e kwartaal;496822.0;;;184722.0;1019654.0;;
31;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2005 2e kwartaal;510849.0;;;198738.0;1031427.0;;
32;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2005 3e kwartaal;541945.0;;;210973.0;1051316.0;;
33;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2005 4e kwartaal;556326.0;;;212945.0;1066767.0;;
34;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2005;496822.0;;;184722.0;1019654.0;;
35;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2006 1e kwartaal;573046.0;;;211449.0;1082593.0;;
36;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2006 2e kwartaal;597012.0;;;211994.0;1092499.0;;
37;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2006 3e kwartaal;594060.0;;;211040.0;1102522.0;;
38;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2006 4e kwartaal;614748.0;;;216984.0;1117903.0;;
39;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2006;573046.0;;;211449.0;1082593.0;;
40;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2007 1e kwartaal;615826.0;;;217453.0;1145191.0;;
41;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2007 2e kwartaal;646786.0;;;236764.0;1159447.0;;
42;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2007 3e kwartaal;680002.0;;;242030.0;1172459.0;;
43;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2007 4e kwartaal;667831.0;;;247447.0;1181492.0;;
44;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2007;615826.0;;;217453.0;1145191.0;;
45;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2008 1e kwartaal;734583.0;;;229358.0;1188133.0;;
46;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2008 2e kwartaal;719838.0;;;257879.0;1204262.0;;
47;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2008 3e kwartaal;801456.0;;;269295.0;1228709.0;;
48;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2008 4e kwartaal;834125.0;;;264861.0;1248708.0;;
49;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2008;734583.0;;;229358.0;1188133.0;;
50;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2009 1e kwartaal;815687.0;;;288471.0;1270171.0;;
51;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2009 2e kwartaal;788013.0;;;281707.0;1286686.0;;
52;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2009 3e kwartaal;849207.0;;;286141.0;1288279.0;;
53;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2009 4e kwartaal;821451.0;;;267508.0;1290746.0;;
54;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2009;815687.0;;;288471.0;1270171.0;;
55;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2010 1e kwartaal;829724.0;17341.0;384749.0;297296.0;1337311.0;68253.0;405377.0
56;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2010 2e kwartaal;846440.0;18784.0;383216.0;303225.0;1346177.0;72433.0;452552.0
57;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2010 3e kwartaal;881126.0;16263.0;386007.0;323019.0;1361687.0;68366.0;438284.0
58;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2010 4e kwartaal;815193.0;16160.0;395386.0;317697.0;1333875.0;71540.0;448872.0
59;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2010;829724.0;17341.0;384749.0;297296.0;1337311.0;68253.0;405377.0
60;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2011 1e kwartaal;824175.0;15071.0;402272.0;315561.0;1344069.0;75775.0;458002.0
61;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2011 2e kwartaal;825410.0;14907.0;370232.0;344451.0;1341421.0;75412.0;469458.0
62;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2011 3e kwartaal;857330.0;17079.0;371848.0;360594.0;1344092.0;69675.0;476664.0
63;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2011 4e kwartaal;941773.0;16192.0;393047.0;368927.0;1345517.0;61460.0;476163.0
64;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2011;824175.0;15071.0;402272.0;315561.0;1344069.0;75775.0;458002.0
65;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2012 1e kwartaal;981646.0;15319.0;417269.0;380546.0;1336268.0;65464.0;481236.0
66;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2012 2e kwartaal;1029850.0;12729.0;413352.0;388487.0;1340373.0;69069.0;516219.0
67;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2012 3e kwartaal;1015454.0;12174.0;409185.0;396483.0;1346326.0;67425.0;519726.0
68;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2012 4e kwartaal;1012780.0;14691.0;405715.0;402772.0;1341060.0;67572.0;542958.0
69;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2012;981646.0;15319.0;417269.0;380546.0;1336268.0;65464.0;481236.0
70;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2013 1e kwartaal;1005173.0;17326.0;409353.0;382182.0;1344887.0;69816.0;555185.0
71;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2013 2e kwartaal;962092.0;14364.0;397955.0;389217.0;1334028.0;72514.0;581991.0
72;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2013 3e kwartaal;961588.0;14281.0;404337.0;381264.0;1332155.0;69908.0;569533.0
73;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2013 4e kwartaal;945102.0;13478.0;401714.0;367116.0;1330074.0;82061.0;591257.0
74;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2013;1005173.0;17326.0;409353.0;382182.0;1344887.0;69816.0;555185.0
75;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2014 1e kwartaal;896849.0;15026.0;390008.0;332375.0;1319252.0;72253.0;608097.0
76;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2014 2e kwartaal;892226.0;16037.0;396338.0;340106.0;1302653.0;79710.0;629839.0
77;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2014 3e kwartaal;878336.0;16713.0;405693.0;335412.0;1311575.0;79585.0;662775.0
78;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2014 4e kwartaal;866638.0;16724.0;404673.0;349805.0;1309851.0;84584.0;698961.0
79;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2014;896849.0;15026.0;390008.0;332375.0;1319252.0;72253.0;608097.0
80;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2015 1e kwartaal;971629.0;17097.0;406641.0;416122.0;1307208.0;83550.0;709495.0
81;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2015 2e kwartaal;997325.0;16025.0;413951.0;459820.0;1335461.0;90239.0;772648.0
82;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2015 3e kwartaal;1025871.0;15623.0;409664.0;428823.0;1344464.0;84735.0;739793.0
83;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2015 4e kwartaal;1041145.0;16112.0;413560.0;402161.0;1347813.0;79144.0;711441.0
84;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2015;971629.0;17097.0;406641.0;416122.0;1307208.0;83550.0;709495.0
85;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2016 1e kwartaal;1045809.0;14442.0;410007.0;394610.0;1349075.0;82508.0;731398.0
86;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2016 2e kwartaal;1086326.0;15900.0;415698.0;421997.0;1349506.0;82815.0;735233.0
87;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2016 3e kwartaal;1098399.0;16277.0;443760.0;401777.0;1357689.0;90537.0;765488.0
88;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2016 4e kwartaal;1152344.0;16535.0;449139.0;400092.0;1360788.0;88883.0;787694.0
89;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2016;1045809.0;14442.0;410007.0;394610.0;1349075.0;82508.0;731398.0
90;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2017 1e kwartaal;1132923.0;15248.0;442098.0;369773.0;1362046.0;106094.0;798840.0
91;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2017 2e kwartaal;1216442.0;16818.0;446023.0;393974.0;1365520.0;113215.0;805675.0
92;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2017 3e kwartaal;1182669.0;16470.0;448945.0;382319.0;1376302.0;114834.0;811527.0
93;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2017 4e kwartaal;1215700.0;16359.0;438431.0;374146.0;1379491.0;120112.0;833115.0
94;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Beginbalans;2017;1132923.0;15248.0;442098.0;369773.0;1362046.0;106094.0;798840.0
95;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;1999 1e kwartaal;6811.0;;;6478.0;11094.0;;
96;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;1999 2e kwartaal;12485.0;;;1617.0;12554.0;;
97;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;1999 3e kwartaal;526.0;;;3205.0;13480.0;;
98;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;1999 4e kwartaal;4920.0;;;-657.0;13879.0;;
99;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;1999;24742.0;;;10643.0;51007.0;;
100;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2000 1e kwartaal;20421.0;;;9300.0;6357.0;;
101;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2000 2e kwartaal;-7949.0;;;4892.0;7181.0;;
102;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2000 3e kwartaal;19550.0;;;6110.0;8513.0;;
103;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2000 4e kwartaal;-2980.0;;;1503.0;9310.0;;
104;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2000;29042.0;;;21805.0;31361.0;;
105;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2001 1e kwartaal;22145.0;;;-6112.0;6234.0;;
106;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2001 2e kwartaal;1297.0;;;2121.0;10044.0;;
107;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2001 3e kwartaal;9199.0;;;6894.0;10514.0;;
108;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2001 4e kwartaal;15398.0;;;1193.0;12663.0;;
109;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2001;48039.0;;;4096.0;39455.0;;
110;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2002 1e kwartaal;8966.0;;;6488.0;6827.0;;
111;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2002 2e kwartaal;6701.0;;;-2167.0;6050.0;;
112;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2002 3e kwartaal;6684.0;;;12100.0;9797.0;;
113;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2002 4e kwartaal;3517.0;;;-8475.0;14173.0;;
114;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2002;25868.0;;;7946.0;36847.0;;
115;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2003 1e kwartaal;23768.0;;;-4613.0;10069.0;;
116;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2003 2e kwartaal;483.0;;;-3849.0;20451.0;;
117;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2003 3e kwartaal;15678.0;;;-3594.0;17503.0;;
118;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2003 4e kwartaal;5646.0;;;-1212.0;19142.0;;
119;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2003;45575.0;;;-13268.0;67165.0;;
120;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2004 1e kwartaal;-4678.0;;;1825.0;10334.0;;
121;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2004 2e kwartaal;28801.0;;;5948.0;3090.0;;
122;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2004 3e kwartaal;-3420.0;;;3574.0;13782.0;;
123;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2004 4e kwartaal;9943.0;;;3969.0;2092.0;;
124;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2004;30646.0;;;15316.0;29298.0;;
125;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2005 1e kwartaal;13413.0;;;15690.0;15134.0;;
126;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2005 2e kwartaal;30494.0;;;12226.0;20730.0;;
127;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2005 3e kwartaal;13733.0;;;3114.0;14877.0;;
128;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2005 4e kwartaal;16361.0;;;-2208.0;18311.0;;
129;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2005;74001.0;;;28822.0;69052.0;;
130;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2006 1e kwartaal;24967.0;;;2682.0;10150.0;;
131;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2006 2e kwartaal;-2874.0;;;-218.0;10758.0;;
132;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2006 3e kwartaal;20933.0;;;6270.0;15992.0;;
133;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2006 4e kwartaal;1455.0;;;871.0;27716.0;;
134;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2006;44481.0;;;9605.0;64616.0;;
135;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2007 1e kwartaal;30995.0;;;18992.0;14144.0;;
136;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2007 2e kwartaal;33179.0;;;5431.0;14146.0;;
137;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2007 3e kwartaal;-12201.0;;;5608.0;9152.0;;
138;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2007 4e kwartaal;66725.0;;;-18390.0;6616.0;;
139;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2007;118698.0;;;11641.0;44058.0;;
140;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2008 1e kwartaal;-13406.0;;;29100.0;16665.0;;
141;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2008 2e kwartaal;81483.0;;;10317.0;24647.0;;
142;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2008 3e kwartaal;30644.0;;;-7072.0;19154.0;;
143;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2008 4e kwartaal;-20171.0;;;25847.0;17142.0;;
144;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2008;78550.0;;;58192.0;77608.0;;
145;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2009 1e kwartaal;-28176.0;;;-3174.0;15837.0;;
146;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2009 2e kwartaal;61711.0;;;3614.0;2149.0;;
147;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2009 3e kwartaal;-27271.0;;;-18882.0;2929.0;;
148;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2009 4e kwartaal;8006.0;;;6591.0;15967.0;;
149;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2009;14270.0;;;-11851.0;36882.0;;
150;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2010 1e kwartaal;15687.0;1301.0;-3209.0;6595.0;8377.0;-194.0;21812.0
151;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2010 2e kwartaal;32586.0;-2608.0;1436.0;19506.0;11487.0;-221.0;-9427.0
152;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2010 3e kwartaal;-63900.0;81.0;6990.0;-1914.0;-26468.0;398.0;123.0
153;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2010 4e kwartaal;8536.0;-1121.0;10631.0;-1085.0;10512.0;-823.0;-4710.0
154;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2010;-7091.0;-2347.0;15848.0;23102.0;3908.0;-840.0;7798.0
155;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2011 1e kwartaal;2378.0;70.0;-28257.0;29214.0;-976.0;-836.0;12290.0
156;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2011 2e kwartaal;32214.0;2206.0;-526.0;16081.0;2138.0;-1226.0;12393.0
157;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2011 3e kwartaal;82881.0;-1179.0;12030.0;4055.0;185.0;-390.0;22555.0
158;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2011 4e kwartaal;39124.0;-868.0;21766.0;10643.0;-10268.0;-688.0;-15152.0
159;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2011;156597.0;229.0;5013.0;59993.0;-8921.0;-3140.0;32086.0
160;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2012 1e kwartaal;49101.0;-2686.0;-3549.0;9214.0;4671.0;-630.0;9877.0
161;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2012 2e kwartaal;-15960.0;-534.0;-5799.0;6674.0;5225.0;818.0;4884.0
162;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2012 3e kwartaal;-2186.0;2449.0;-7046.0;7446.0;-5025.0;-1488.0;5000.0
163;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2012 4e kwartaal;-6947.0;2629.0;987.0;-19276.0;4484.0;-21.0;6373.0
164;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2012;24008.0;1858.0;-15407.0;4058.0;9355.0;-1321.0;26134.0
165;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2013 1e kwartaal;-43427.0;-2806.0;-8812.0;6543.0;-10611.0;128.0;6733.0
166;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2013 2e kwartaal;-101.0;20.0;9792.0;-6578.0;-1266.0;33.0;2343.0
167;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2013 3e kwartaal;-15995.0;-814.0;-1185.0;-12761.0;-1092.0;7849.0;16441.0
168;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2013 4e kwartaal;-43250.0;1602.0;-11855.0;-37977.0;-10098.0;-10793.0;9177.0
169;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2013;-102773.0;-1998.0;-12060.0;-50773.0;-23067.0;-2783.0;34694.0
170;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2014 1e kwartaal;-4487.0;829.0;1182.0;7562.0;-17096.0;5302.0;4232.0
171;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2014 2e kwartaal;-14184.0;569.0;4652.0;-4945.0;9165.0;-2247.0;9731.0
172;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2014 3e kwartaal;-13397.0;-39.0;-5211.0;11120.0;-4288.0;4377.0;15183.0
173;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2014 4e kwartaal;26896.0;-949.0;-4603.0;-10075.0;-6439.0;-568.0;-6349.0
174;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2014;-5172.0;410.0;-3980.0;3662.0;-18658.0;6864.0;22797.0
175;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2015 1e kwartaal;21407.0;-1136.0;-1247.0;36622.0;-1450.0;-3989.0;-6234.0
176;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2015 2e kwartaal;29827.0;-503.0;8068.0;-31288.0;8584.0;-2230.0;-1947.0
177;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2015 3e kwartaal;15569.0;530.0;2447.0;-28097.0;2141.0;-2414.0;6613.0
178;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2015 4e kwartaal;3586.0;-1709.0;-2051.0;-10637.0;-482.0;103.0;1804.0
179;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2015;70389.0;-2818.0;7217.0;-33400.0;8793.0;-8530.0;236.0
180;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2016 1e kwartaal;43624.0;1357.0;-2314.0;29735.0;1274.0;-82.0;7867.0
181;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Financiële transacties;2016 2e kwartaal;11367.0;579.0;22748.0;-20886.0;7895.0;7186.0;7301.0
