ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;Volume_2;Waarde_3;Volume_4;Waarde_5;Volume_6;Waarde_7;Volume_8;Waarde_9;Volume_10;Waarde_11;Volume_12
1593;4759 Winkels overige huishoudartikelen;2007 mei;107.7;113.1;0.7;-0.5;;;;;108.9;114.4;1.4;0.2
1594;4759 Winkels overige huishoudartikelen;2007 juni;106.2;111.7;2.4;1.2;;;;;108.5;114.1;3.5;2.3
1595;4759 Winkels overige huishoudartikelen;2007 2e kwartaal;105.2;110.6;0.1;-1.0;110.3;116.1;2.2;1.5;105.4;110.8;0.0;-1.0
1596;4759 Winkels overige huishoudartikelen;2007 juli;109.3;115.4;12.0;10.8;;;;;106.4;112.4;10.9;9.6
1597;4759 Winkels overige huishoudartikelen;2007 augustus;102.1;107.3;-0.8;-2.6;;;;;103.6;108.9;-0.6;-2.3
1598;4759 Winkels overige huishoudartikelen;2007 september;105.2;110.6;4.1;2.7;;;;;104.1;109.5;0.8;-0.6
1599;4759 Winkels overige huishoudartikelen;2007 3e kwartaal;105.5;111.1;5.0;3.5;109.5;114.9;-0.7;-1.0;104.7;110.3;3.5;2.0
1600;4759 Winkels overige huishoudartikelen;2007 oktober;116.4;121.5;2.3;0.3;;;;;116.7;121.9;5.3;3.2
1601;4759 Winkels overige huishoudartikelen;2007 november;120.7;125.5;4.0;1.7;;;;;121.8;126.6;4.0;1.8
1602;4759 Winkels overige huishoudartikelen;2007 december;134.5;139.7;4.0;1.5;;;;;132.2;137.3;2.3;-0.1
1603;4759 Winkels overige huishoudartikelen;2007 4e kwartaal;123.9;128.9;3.5;1.2;111.3;115.9;1.7;0.9;123.6;128.6;3.8;1.5
1604;4759 Winkels overige huishoudartikelen;2007;109.7;115.3;2.2;0.8;109.7;115.3;2.2;0.8;109.7;115.4;2.2;0.9
1605;4759 Winkels overige huishoudartikelen;2008 januari;107.6;111.5;1.6;-1.2;;;;;108.6;112.6;2.3;-0.5
1606;4759 Winkels overige huishoudartikelen;2008 februari;102.9;106.1;4.9;2.1;;;;;103.6;106.8;5.6;2.8
1607;4759 Winkels overige huishoudartikelen;2008 maart;113.4;116.2;3.9;0.6;;;;;111.3;114.1;-0.3;-3.4
1608;4759 Winkels overige huishoudartikelen;2008 1e kwartaal;108.0;111.3;3.4;0.5;111.5;114.9;0.2;-0.9;107.8;111.2;2.4;-0.5
1609;4759 Winkels overige huishoudartikelen;2008 april;108.9;111.3;7.0;4.0;;;;;109.8;112.3;11.3;8.1
1610;4759 Winkels overige huishoudartikelen;2008 mei;107.0;109.3;-0.7;-3.4;;;;;109.2;111.6;0.2;-2.5
1611;4759 Winkels overige huishoudartikelen;2008 juni;107.1;109.8;0.8;-1.7;;;;;103.7;106.3;-4.4;-6.8
1612;4759 Winkels overige huishoudartikelen;2008 2e kwartaal;107.6;110.1;2.3;-0.5;111.8;114.5;0.3;-0.3;107.6;110.0;2.1;-0.7
1613;4759 Winkels overige huishoudartikelen;2008 juli;109.2;112.1;0.0;-2.9;;;;;110.3;113.1;3.6;0.6
1614;4759 Winkels overige huishoudartikelen;2008 augustus;105.8;107.7;3.6;0.3;;;;;105.4;107.3;1.7;-1.5
1615;4759 Winkels overige huishoudartikelen;2008 september;104.5;106.1;-0.6;-4.1;;;;;104.1;105.6;-0.1;-3.5
1616;4759 Winkels overige huishoudartikelen;2008 3e kwartaal;106.5;108.6;0.9;-2.3;110.8;112.6;-0.8;-1.7;106.6;108.6;1.8;-1.5
1617;4759 Winkels overige huishoudartikelen;2008 oktober;116.2;117.4;-0.1;-3.3;;;;;117.8;119.0;0.9;-2.3
1618;4759 Winkels overige huishoudartikelen;2008 november;117.4;118.2;-2.7;-5.8;;;;;116.0;116.9;-4.7;-7.7
1619;4759 Winkels overige huishoudartikelen;2008 december;127.1;127.9;-5.5;-8.5;;;;;127.3;128.1;-3.7;-6.7
1620;4759 Winkels overige huishoudartikelen;2008 4e kwartaal;120.2;121.2;-2.9;-6.0;108.2;109.1;-2.4;-3.1;120.4;121.3;-2.6;-5.7
1621;4759 Winkels overige huishoudartikelen;2008;110.6;112.8;0.8;-2.2;110.6;112.8;0.8;-2.2;110.6;112.8;0.8;-2.2
1622;4759 Winkels overige huishoudartikelen;2009 januari;102.2;103.2;-5.0;-7.4;;;;;104.4;105.4;-3.9;-6.3
1623;4759 Winkels overige huishoudartikelen;2009 februari;96.9;97.6;-5.8;-8.0;;;;;96.9;97.6;-6.4;-8.7
1624;4759 Winkels overige huishoudartikelen;2009 maart;105.5;105.7;-7.0;-9.1;;;;;102.6;102.8;-7.8;-9.8
1625;4759 Winkels overige huishoudartikelen;2009 1e kwartaal;101.5;102.2;-5.9;-8.2;105.3;106.0;-2.6;-2.9;101.3;101.9;-6.0;-8.3
1626;4759 Winkels overige huishoudartikelen;2009 april;98.3;98.1;-9.7;-11.9;;;;;98.9;98.7;-9.9;-12.1
1627;4759 Winkels overige huishoudartikelen;2009 mei;99.6;99.4;-6.9;-9.1;;;;;99.3;99.1;-9.1;-11.2
1628;4759 Winkels overige huishoudartikelen;2009 juni;98.3;98.1;-8.2;-10.6;;;;;98.0;97.8;-5.5;-8.1
1629;4759 Winkels overige huishoudartikelen;2009 2e kwartaal;98.8;98.5;-8.3;-10.5;102.4;102.4;-2.8;-3.4;98.7;98.5;-8.2;-10.5
1630;4759 Winkels overige huishoudartikelen;2009 juli;101.8;102.0;-6.8;-9.0;;;;;103.2;103.4;-6.4;-8.6
1631;4759 Winkels overige huishoudartikelen;2009 augustus;94.3;94.5;-10.9;-12.2;;;;;92.5;92.8;-12.2;-13.5
1632;4759 Winkels overige huishoudartikelen;2009 september;96.4;96.6;-7.7;-8.9;;;;;97.4;97.5;-6.4;-7.6
1633;4759 Winkels overige huishoudartikelen;2009 3e kwartaal;97.5;97.7;-8.4;-10.0;101.6;101.5;-0.8;-0.9;97.7;97.9;-8.3;-9.9
1634;4759 Winkels overige huishoudartikelen;2009 oktober;108.5;108.4;-6.6;-7.7;;;;;110.8;110.7;-5.9;-7.0
1635;4759 Winkels overige huishoudartikelen;2009 november;110.2;109.7;-6.1;-7.2;;;;;106.8;106.3;-8.0;-9.0
1636;4759 Winkels overige huishoudartikelen;2009 december;120.7;119.8;-5.1;-6.3;;;;;121.9;121.0;-4.3;-5.5
1637;4759 Winkels overige huishoudartikelen;2009 4e kwartaal;113.1;112.6;-5.9;-7.1;101.5;101.2;-0.1;-0.2;113.2;112.7;-6.0;-7.1
1638;4759 Winkels overige huishoudartikelen;2009;102.7;102.8;-7.1;-8.9;102.7;102.8;-7.1;-8.9;102.7;102.8;-7.1;-8.9
1639;4759 Winkels overige huishoudartikelen;2010 januari;96.6;96.6;-5.5;-6.4;;;;;96.2;96.2;-7.8;-8.7
1640;4759 Winkels overige huishoudartikelen;2010 februari;90.3;90.0;-6.9;-7.8;;;;;90.2;89.9;-6.9;-7.8
1641;4759 Winkels overige huishoudartikelen;2010 maart;102.9;102.5;-2.5;-3.1;;;;;103.0;102.6;0.4;-0.2
1642;4759 Winkels overige huishoudartikelen;2010 1e kwartaal;96.6;96.4;-4.9;-5.7;100.4;100.2;-1.1;-1.0;96.5;96.3;-4.8;-5.6
1643;4759 Winkels overige huishoudartikelen;2010 april;95.3;95.4;-3.1;-2.7;;;;;96.0;96.1;-2.9;-2.6
1644;4759 Winkels overige huishoudartikelen;2010 mei;100.0;100.3;0.4;0.9;;;;;98.1;98.4;-1.2;-0.7
1645;4759 Winkels overige huishoudartikelen;2010 juni;93.4;93.5;-5.0;-4.7;;;;;94.3;94.4;-3.8;-3.5
1646;4759 Winkels overige huishoudartikelen;2010 2e kwartaal;96.2;96.4;-2.6;-2.2;98.8;99.2;-1.6;-1.0;96.1;96.3;-2.6;-2.2
1647;4759 Winkels overige huishoudartikelen;2010 juli;97.1;97.6;-4.6;-4.3;;;;;99.2;99.7;-3.9;-3.6
1648;4759 Winkels overige huishoudartikelen;2010 augustus;98.7;98.9;4.7;4.7;;;;;96.0;96.2;3.7;3.7
1649;4759 Winkels overige huishoudartikelen;2010 september;96.2;96.5;-0.3;-0.1;;;;;96.7;97.0;-0.6;-0.5
1650;4759 Winkels overige huishoudartikelen;2010 3e kwartaal;97.3;97.7;-0.2;0.0;101.3;101.3;2.5;2.1;97.3;97.6;-0.4;-0.3
1651;4759 Winkels overige huishoudartikelen;2010 oktober;106.3;105.9;-2.1;-2.3;;;;;105.9;105.5;-4.5;-4.7
1652;4759 Winkels overige huishoudartikelen;2010 november;107.8;107.5;-2.2;-2.0;;;;;107.3;107.1;0.5;0.7
1653;4759 Winkels overige huishoudartikelen;2010 december;115.5;115.3;-4.3;-3.8;;;;;117.1;116.8;-4.0;-3.4
1654;4759 Winkels overige huishoudartikelen;2010 4e kwartaal;109.9;109.6;-2.9;-2.7;99.4;99.3;-1.8;-1.9;110.1;109.8;-2.7;-2.6
1655;4759 Winkels overige huishoudartikelen;2010;100.0;100.0;-2.7;-2.7;100.0;100.0;-2.7;-2.7;100.0;100.0;-2.7;-2.7
1656;4759 Winkels overige huishoudartikelen;2011 januari;98.6;98.5;2.1;2.0;;;;;96.7;96.6;0.5;0.4
1657;4759 Winkels overige huishoudartikelen;2011 februari;90.5;89.9;0.2;-0.1;;;;;90.4;89.8;0.2;-0.1
1658;4759 Winkels overige huishoudartikelen;2011 maart;98.1;97.3;-4.6;-5.1;;;;;99.0;98.1;-3.9;-4.4
1659;4759 Winkels overige huishoudartikelen;2011 1e kwartaal;95.8;95.2;-0.9;-1.2;99.6;99.0;0.2;-0.3;95.4;94.9;-1.2;-1.5
1660;4759 Winkels overige huishoudartikelen;2011 april;92.7;91.5;-2.7;-4.1;;;;;94.6;93.3;-1.5;-2.9
1661;4759 Winkels overige huishoudartikelen;2011 mei;96.7;95.7;-3.3;-4.6;;;;;94.0;93.0;-4.2;-5.5
1662;4759 Winkels overige huishoudartikelen;2011 juni;92.0;91.2;-1.5;-2.5;;;;;92.5;91.7;-1.9;-2.8
1663;4759 Winkels overige huishoudartikelen;2011 2e kwartaal;93.8;92.8;-2.5;-3.7;98.4;97.6;-1.2;-1.4;93.7;92.7;-2.6;-3.8
1664;4759 Winkels overige huishoudartikelen;2011 juli;98.4;97.9;1.3;0.3;;;;;98.0;97.5;-1.2;-2.2
1665;4759 Winkels overige huishoudartikelen;2011 augustus;95.3;94.9;-3.5;-4.1;;;;;95.4;95.0;-0.6;-1.3
1666;4759 Winkels overige huishoudartikelen;2011 september;92.1;91.2;-4.2;-5.4;;;;;92.8;91.8;-4.1;-5.3
1667;4759 Winkels overige huishoudartikelen;2011 3e kwartaal;95.3;94.7;-2.1;-3.1;97.2;96.2;-1.3;-1.4;95.4;94.8;-2.0;-2.9
1668;4759 Winkels overige huishoudartikelen;2011 oktober;101.3;100.3;-4.6;-5.3;;;;;99.4;98.4;-6.1;-6.7
1669;4759 Winkels overige huishoudartikelen;2011 november;102.8;101.4;-4.7;-5.6;;;;;103.6;102.3;-3.4;-4.4
1670;4759 Winkels overige huishoudartikelen;2011 december;115.1;113.7;-0.3;-1.4;;;;;117.5;116.0;0.4;-0.7
1671;4759 Winkels overige huishoudartikelen;2011 4e kwartaal;106.4;105.2;-3.1;-4.0;96.1;95.0;-1.1;-1.2;106.8;105.6;-2.9;-3.8
1672;4759 Winkels overige huishoudartikelen;2011;97.8;97.0;-2.2;-3.0;97.8;97.0;-2.2;-3.0;97.8;97.0;-2.2;-3.0
1673;4759 Winkels overige huishoudartikelen;2012 januari;98.2;97.2;-0.5;-1.3;;;;;95.8;94.9;-1.0;-1.8
1674;4759 Winkels overige huishoudartikelen;2012 februari;84.6;83.6;-6.5;-7.0;;;;;85.4;84.4;-5.5;-6.1
1675;4759 Winkels overige huishoudartikelen;2012 maart;92.0;90.5;-6.3;-6.9;;;;;94.2;92.7;-4.8;-5.5
1676;4759 Winkels overige huishoudartikelen;2012 1e kwartaal;91.6;90.5;-4.3;-5.0;94.7;93.4;-1.4;-1.7;91.8;90.7;-3.7;-4.4
1677;4759 Winkels overige huishoudartikelen;2012 april;89.0;87.8;-4.1;-4.1;;;;;86.5;85.3;-8.5;-8.6
1678;4759 Winkels overige huishoudartikelen;2012 mei;90.0;88.2;-6.9;-7.8;;;;;91.2;89.4;-3.0;-3.8
1679;4759 Winkels overige huishoudartikelen;2012 juni;88.4;86.9;-3.9;-4.8;;;;;90.5;88.9;-2.1;-3.0
1680;4759 Winkels overige huishoudartikelen;2012 2e kwartaal;89.1;87.6;-5.0;-5.6;92.1;90.8;-2.7;-2.8;89.4;87.9;-4.6;-5.1
1681;4759 Winkels overige huishoudartikelen;2012 juli;91.5;90.3;-7.0;-7.8;;;;;89.3;88.1;-8.9;-9.6
1682;4759 Winkels overige huishoudartikelen;2012 augustus;85.2;83.8;-10.6;-11.7;;;;;86.7;85.3;-9.1;-10.2
1683;4759 Winkels overige huishoudartikelen;2012 september;89.5;87.6;-2.9;-4.0;;;;;88.8;86.9;-4.3;-5.4
1684;4759 Winkels overige huishoudartikelen;2012 3e kwartaal;88.7;87.2;-6.9;-7.8;91.9;90.0;-0.2;-0.9;88.2;86.8;-7.5;-8.4
1685;4759 Winkels overige huishoudartikelen;2012 oktober;94.1;91.4;-7.1;-8.9;;;;;94.6;91.9;-4.8;-6.6
1686;4759 Winkels overige huishoudartikelen;2012 november;95.2;92.2;-7.3;-9.1;;;;;96.3;93.2;-7.1;-8.9
1687;4759 Winkels overige huishoudartikelen;2012 december;105.7;102.8;-8.2;-9.6;;;;;104.2;101.2;-11.3;-12.8
1688;4759 Winkels overige huishoudartikelen;2012 4e kwartaal;98.4;95.5;-7.6;-9.2;89.1;86.4;-3.0;-4.0;98.4;95.4;-7.9;-9.6
1689;4759 Winkels overige huishoudartikelen;2012;92.0;90.2;-6.0;-7.0;92.0;90.2;-6.0;-7.0;92.0;90.2;-6.0;-7.0
1690;4759 Winkels overige huishoudartikelen;2013 januari;88.9;86.4;-9.4;-11.2;;;;;89.8;87.3;-6.3;-8.1
1691;4759 Winkels overige huishoudartikelen;2013 februari;80.2;78.1;-5.2;-6.6;;;;;80.2;78.1;-6.1;-7.5
1692;4759 Winkels overige huishoudartikelen;2013 maart;87.1;84.3;-5.3;-6.8;;;;;86.8;84.1;-7.9;-9.4
1693;4759 Winkels overige huishoudartikelen;2013 1e kwartaal;85.4;82.9;-6.8;-8.3;88.5;85.9;-0.7;-0.7;85.6;83.1;-6.8;-8.3
1694;4759 Winkels overige huishoudartikelen;2013 april;83.5;81.0;-6.1;-7.8;;;;;83.2;80.6;-3.8;-5.5
1695;4759 Winkels overige huishoudartikelen;2013 mei;86.7;83.9;-3.7;-4.9;;;;;87.9;85.1;-3.6;-4.8
1696;4759 Winkels overige huishoudartikelen;2013 juni;83.4;80.7;-5.7;-7.1;;;;;82.5;79.8;-8.9;-10.3
1697;4759 Winkels overige huishoudartikelen;2013 2e kwartaal;84.5;81.9;-5.2;-6.6;86.6;84.3;-2.1;-1.8;84.5;81.9;-5.5;-6.9
1698;4759 Winkels overige huishoudartikelen;2013 juli;83.7;81.5;-8.6;-9.7;;;;;83.9;81.7;-6.1;-7.3
1699;4759 Winkels overige huishoudartikelen;2013 augustus;84.6;83.0;-0.7;-1.0;;;;;86.4;84.7;-0.3;-0.6
1700;4759 Winkels overige huishoudartikelen;2013 september;81.8;80.0;-8.5;-8.6;;;;;79.3;77.6;-10.7;-10.8
1701;4759 Winkels overige huishoudartikelen;2013 3e kwartaal;83.4;81.5;-6.0;-6.6;87.1;84.9;0.5;0.7;83.2;81.3;-5.7;-6.3
1702;4759 Winkels overige huishoudartikelen;2013  oktober;90.2;88.4;-4.2;-3.3;;;;;91.1;89.3;-3.7;-2.9
1703;4759 Winkels overige huishoudartikelen;2013  november;91.0;89.2;-4.4;-3.2;;;;;92.9;91.0;-3.5;-2.3
1704;4759 Winkels overige huishoudartikelen;2013 december ;102.9;101.1;-2.7;-1.6;;;;;100.1;98.4;-3.9;-2.8
1705;4759 Winkels overige huishoudartikelen;2013 4e kwartaal;94.7;92.9;-3.7;-2.7;85.9;84.1;-1.4;-0.9;94.7;92.9;-3.7;-2.7
1706;4759 Winkels overige huishoudartikelen;2013;87.0;84.8;-5.4;-6.0;87.0;84.8;-5.4;-6.0;87.0;84.8;-5.4;-6.0
1707;4759 Winkels overige huishoudartikelen;2014 januari;88.5;87.0;-0.4;0.8;;;;;89.7;88.2;-0.1;1.1
1708;4759 Winkels overige huishoudartikelen;2014 februari;78.0;76.9;-2.7;-1.5;;;;;78.0;76.9;-2.8;-1.5
1709;4759 Winkels overige huishoudartikelen;2014 maart;85.0;82.8;-2.3;-1.8;;;;;83.5;81.3;-3.8;-3.3
1710;4759 Winkels overige huishoudartikelen;2014 1e kwartaal;83.9;82.3;-1.8;-0.8;86.2;84.5;0.4;0.4;83.7;82.1;-2.2;-1.2
1711;4759 Winkels overige huishoudartikelen;2014 april;81.7;79.4;-2.2;-1.9;;;;;82.4;80.1;-0.9;-0.7
1712;4759 Winkels overige huishoudartikelen;2014 mei;85.1;83.0;-1.9;-1.1;;;;;86.8;84.8;-1.2;-0.4
1713;4759 Winkels overige huishoudartikelen;2014 juni;80.4;78.5;-3.6;-2.7;;;;;77.8;76.1;-5.6;-4.7
1714;4759 Winkels overige huishoudartikelen;2014 2e kwartaal;82.4;80.3;-2.6;-1.9;85.6;83.9;-0.7;-0.7;82.4;80.3;-2.6;-1.9
1715;4759 Winkels overige huishoudartikelen;2014 juli;82.2;81.2;-1.7;-0.4;;;;;83.0;82.0;-1.0;0.4
1716;4759 Winkels overige huishoudartikelen;2014 augustus;88.3;88.3;4.4;6.4;;;;;88.0;87.9;1.9;3.8
1717;4759 Winkels overige huishoudartikelen;2014 september;79.7;79.7;-2.6;-0.4;;;;;79.4;79.3;0.1;2.3
1718;4759 Winkels overige huishoudartikelen;2014 3e kwartaal;83.4;83.1;0.1;1.9;86.5;86.0;1.1;2.5;83.5;83.1;0.4;2.2
1719;4759 Winkels overige huishoudartikelen;2014 oktober;90.3;90.3;0.1;2.1;;;;;91.5;91.5;0.4;2.5
1720;4759 Winkels overige huishoudartikelen;2014 november;94.5;94.3;3.8;5.7;;;;;93.4;93.2;0.6;2.4
1721;4759 Winkels overige huishoudartikelen;2014 december;103.0;102.9;0.1;1.8;;;;;103.2;103.1;3.1;4.8
1722;4759 Winkels overige huishoudartikelen;2014 4e kwartaal;95.9;95.8;1.3;3.2;87.4;87.1;1.0;1.4;96.1;95.9;1.4;3.3
1723;4759 Winkels overige huishoudartikelen;2014;86.4;85.4;-0.7;0.7;86.4;85.4;-0.7;0.7;86.4;85.3;-0.7;0.6
1724;4759 Winkels overige huishoudartikelen;2015 januari;89.0;89.3;0.6;2.6;;;;;90.9;91.2;1.3;3.4
1725;4759 Winkels overige huishoudartikelen;2015 februari;79.8;79.7;2.3;3.6;;;;;79.8;79.6;2.4;3.6
1726;4759 Winkels overige huishoudartikelen;2015 maart;89.6;88.3;5.4;6.6;;;;;87.2;85.9;4.5;5.6
1727;4759 Winkels overige huishoudartikelen;2015 1e kwartaal;86.1;85.7;2.7;4.2;88.7;88.1;1.5;1.1;86.0;85.6;2.7;4.2
1728;4759 Winkels overige huishoudartikelen;2015 april;84.5;82.8;3.5;4.4;;;;;85.1;83.4;3.2;4.1
1729;4759 Winkels overige huishoudartikelen;2015 mei;87.8;86.0;3.2;3.6;;;;;87.5;85.8;0.7;1.2
1730;4759 Winkels overige huishoudartikelen;2015 juni;84.9;83.0;5.6;5.6;;;;;84.6;82.6;8.6;8.6
1731;4759 Winkels overige huishoudartikelen;2015 2e kwartaal;85.7;83.9;4.1;4.5;88.1;86.8;-0.6;-1.5;85.7;83.9;4.0;4.5
1732;4759 Winkels overige huishoudartikelen;2015 juli;88.8;87.2;8.0;7.4;;;;;90.0;88.5;8.4;7.9
1733;4759 Winkels overige huishoudartikelen;2015 augustus;85.0;83.7;-3.8;-5.2;;;;;83.5;82.1;-5.2;-6.6
1734;4759 Winkels overige huishoudartikelen;2015 september;83.7;82.2;5.0;3.2;;;;;84.5;83.0;6.5;4.6
1735;4759 Winkels overige huishoudartikelen;2015 3e kwartaal;85.8;84.4;2.9;1.6;89.8;88.2;1.9;1.6;86.0;84.5;3.0;1.7
1736;4759 Winkels overige huishoudartikelen;2015 oktober;93.8;92.5;3.9;2.4;;;;;95.8;94.4;4.7;3.2
1737;4759 Winkels overige huishoudartikelen;2015 november;95.0;93.4;0.5;-0.9;;;;;92.0;90.6;-1.5;-2.9
1738;4759 Winkels overige huishoudartikelen;2015 december;105.9;103.6;2.8;0.7;;;;;107.0;104.7;3.7;1.5
1739;4759 Winkels overige huishoudartikelen;2015 4e kwartaal;98.2;96.5;2.4;0.7;89.3;87.5;-0.6;-0.8;98.3;96.6;2.3;0.6
1740;4759 Winkels overige huishoudartikelen;2015;89.0;87.6;3.0;2.7;89.0;87.6;3.0;2.7;89.0;87.6;3.0;2.7
1741;4759 Winkels overige huishoudartikelen;2016 januari;88.3;86.5;-0.8;-3.1;;;;;87.7;85.9;-3.5;-5.7
1742;4759 Winkels overige huishoudartikelen;2016 februari;82.2;80.1;3.0;0.6;;;;;83.9;81.8;5.1;2.7
1743;4759 Winkels overige huishoudartikelen;2016 maart;91.2;89.0;1.8;0.8;;;;;92.4;90.1;6.0;4.9
1744;4759 Winkels overige huishoudartikelen;2016 1e kwartaal;87.2;85.2;1.3;-0.6;89.2;87.0;-0.1;-0.5;88.0;85.9;2.4;0.5
1745;4759 Winkels overige huishoudartikelen;2016 april;86.7;83.8;2.6;1.2;;;;;88.4;85.5;4.0;2.5
1746;4759 Winkels overige huishoudartikelen;2016 mei;89.5;86.1;2.0;0.1;;;;;87.0;83.6;-0.6;-2.5
1747;4759 Winkels overige huishoudartikelen;2016 juni;88.9;85.8;4.7;3.5;;;;;89.8;86.7;6.2;4.9
1748;4759 Winkels overige huishoudartikelen;2016 2e kwartaal;88.4;85.3;3.1;1.6;91.3;88.5;2.3;1.7;88.4;85.3;3.1;1.6
1749;4759 Winkels overige huishoudartikelen;2016 juli;88.1;85.3;-0.9;-2.2;;;;;87.5;84.7;-2.9;-4.3
1750;4759 Winkels overige huishoudartikelen;2016 augustus;87.4;84.1;2.8;0.6;;;;;87.7;84.4;5.0;2.7
1751;4759 Winkels overige huishoudartikelen;2016 september;82.8;79.9;-1.1;-2.8;;;;;83.4;80.5;-1.3;-3.0
1752;4759 Winkels overige huishoudartikelen;2016 3e kwartaal;86.1;83.1;0.3;-1.5;89.9;86.7;-1.5;-2.1;86.2;83.2;0.2;-1.6
1753;4759 Winkels overige huishoudartikelen;2016 oktober;97.6;94.3;4.0;2.0;;;;;96.0;92.8;0.2;-1.7
1754;4759 Winkels overige huishoudartikelen;2016 november;96.3;92.9;1.4;-0.6;;;;;97.1;93.6;5.6;3.4
1755;4759 Winkels overige huishoudartikelen;2016 december;108.3;103.7;2.2;0.1;;;;;110.8;106.2;3.5;1.5
1756;4759 Winkels overige huishoudartikelen;2016 4e kwartaal;100.7;97.0;2.5;0.5;92.1;88.4;2.4;2.0;101.3;97.6;3.1;1.0
1757;4759 Winkels overige huishoudartikelen;2016;90.6;87.6;1.8;0.0;90.6;87.7;1.8;0.0;91.0;88.0;2.2;0.4
1758;4759 Winkels overige huishoudartikelen;2017 januari;93.7;90.1;6.2;4.1;;;;;91.0;87.5;3.8;1.8
1759;4759 Winkels overige huishoudartikelen;2017 februari;85.0;81.3;3.4;1.5;;;;;84.3;80.6;0.4;-1.4
1760;4759 Winkels overige huishoudartikelen;2017 maart;94.7;90.6;3.8;1.8;;;;;96.0;91.8;3.9;1.9
1761;4759 Winkels overige huishoudartikelen;2017 1e kwartaal;91.1;87.3;4.5;2.5;93.8;89.7;1.9;1.5;90.4;86.7;2.8;0.8
1762;4759 Winkels overige huishoudartikelen;2017 april;90.8;87.1;4.7;3.8;;;;;89.9;86.2;1.6;0.8
1763;4759 Winkels overige huishoudartikelen;2017 mei;92.5;88.9;3.3;3.2;;;;;92.7;89.1;6.7;6.6
1764;4759 Winkels overige huishoudartikelen;2017 juni;90.0;86.2;1.2;0.4;;;;;90.7;86.8;1.0;0.2
1765;4759 Winkels overige huishoudartikelen;2017 2e kwartaal;91.1;87.4;3.1;2.5;94.6;91.1;0.8;1.6;91.1;87.4;3.1;2.5
1766;4759 Winkels overige huishoudartikelen;2017 juli;96.0;92.6;9.0;8.6;;;;;94.5;91.2;8.0;7.7
1767;4759 Winkels overige huishoudartikelen;2017 augustus;92.3;89.2;5.6;6.0;;;;;93.4;90.3;6.6;7.1
1768;4759 Winkels overige huishoudartikelen;2017 september;89.9;86.5;8.5;8.2;;;;;91.6;88.2;9.8;9.5
1769;4759 Winkels overige huishoudartikelen;2017 3e kwartaal;92.7;89.4;7.7;7.6;95.7;92.2;1.2;1.1;93.2;89.9;8.1;8.1
1770;4759 Winkels overige huishoudartikelen;2017 oktober;101.0;97.0;3.5;2.9;;;;;98.1;94.2;2.2;1.5
1771;4759 Winkels overige huishoudartikelen;2017 november;100.8;96.3;4.7;3.7;;;;;101.8;97.3;4.8;3.9
1772;4759 Winkels overige huishoudartikelen;2017 december;107.9;102.9;-0.3;-0.8;;;;;107.2;102.2;-3.3;-3.7
1773;4759 Winkels overige huishoudartikelen;2017 4e kwartaal;103.2;98.8;2.5;1.8;94.5;90.4;-1.3;-1.9;102.4;97.9;1.0;0.4
1774;4759 Winkels overige huishoudartikelen;2017;94.5;90.7;4.4;3.5;94.7;90.9;4.5;3.6;94.3;90.5;3.6;2.8
1775;4759 Winkels overige huishoudartikelen;2018 januari;95.3;91.7;1.6;1.8;;;;;95.5;91.9;4.9;5.1
1776;476 Winkels in recreatieartikelen;2005 januari;78.6;77.5;-4.4;-1.6;;;;;77.7;76.8;-6.5;-3.8
1777;476 Winkels in recreatieartikelen;2005 februari;74.5;72.9;-8.5;-6.0;;;;;73.8;72.4;-9.2;-6.8
1778;476 Winkels in recreatieartikelen;2005 maart;87.7;85.4;-2.3;0.1;;;;;87.6;85.1;-1.5;1.0
1779;476 Winkels in recreatieartikelen;2005 1e kwartaal;80.2;78.6;-5.0;-2.4;95.2;92.8;-1.9;-1.9;79.7;78.1;-5.6;-3.1
1780;476 Winkels in recreatieartikelen;2005 april;92.2;90.2;-5.7;-3.8;;;;;93.5;90.6;-4.8;-2.6
1781;476 Winkels in recreatieartikelen;2005 mei;95.2;93.7;-8.2;-6.1;;;;;92.6;90.1;-9.7;-7.7
1782;476 Winkels in recreatieartikelen;2005 juni;103.4;102.7;-4.3;-1.8;;;;;103.8;101.9;-3.5;-1.1
1783;476 Winkels in recreatieartikelen;2005 2e kwartaal;96.9;95.5;-6.1;-3.8;94.4;92.9;-0.9;0.1;96.6;94.2;-6.0;-3.8
1784;476 Winkels in recreatieartikelen;2005 juli;106.4;107.3;-3.2;-0.8;;;;;106.4;106.1;-4.5;-2.0
1785;476 Winkels in recreatieartikelen;2005 augustus;101.8;102.0;-0.8;1.7;;;;;104.1;103.7;1.0;4.0
1786;476 Winkels in recreatieartikelen;2005 september;97.5;95.7;-0.4;2.0;;;;;97.8;95.8;-0.3;2.0
1787;476 Winkels in recreatieartikelen;2005 3e kwartaal;101.9;101.6;-1.5;0.9;97.9;96.5;3.7;3.9;102.8;101.8;-1.4;1.2
1788;476 Winkels in recreatieartikelen;2005 oktober;92.4;90.2;-1.3;0.9;;;;;91.5;89.6;-2.0;-0.4
1789;476 Winkels in recreatieartikelen;2005 november;108.9;105.0;0.2;2.4;;;;;108.6;106.6;1.1;2.8
1790;476 Winkels in recreatieartikelen;2005 december;119.4;116.5;2.6;4.5;;;;;120.5;119.5;3.1;4.6
