ID;Componenten;Perioden;InputprijsindexBouwkosten_1;OntwikkelingTOVEenJaarEerder_2
56;Bouwkosten totaal;2012 mei;103.7;1.8
57;Bouwkosten totaal;2012 juni;103.7;1.8
58;Bouwkosten totaal;2012 juli;103.8;1.5
59;Bouwkosten totaal;2012 augustus;104.1;1.8
60;Bouwkosten totaal;2012 september;104.1;1.7
61;Bouwkosten totaal;2012 oktober;104.0;1.7
62;Bouwkosten totaal;2012 november;104.0;1.6
63;Bouwkosten totaal;2012 december;103.9;1.5
64;Bouwkosten totaal;2012;103.7;1.8
65;Bouwkosten totaal;2013 januari;104.0;0.8
66;Bouwkosten totaal;2013 februari;104.2;0.8
67;Bouwkosten totaal;2013 maart;104.1;0.7
68;Bouwkosten totaal;2013 april;104.1;0.4
69;Bouwkosten totaal;2013 mei;104.0;0.3
70;Bouwkosten totaal;2013 juni;104.0;0.2
71;Bouwkosten totaal;2013 juli;103.9;0.1
72;Bouwkosten totaal;2013 augustus;103.9;-0.2
73;Bouwkosten totaal;2013 september;103.9;-0.2
74;Bouwkosten totaal;2013 oktober;103.7;-0.2
75;Bouwkosten totaal;2013 november;103.7;-0.2
76;Bouwkosten totaal;2013 december;103.7;-0.2
77;Bouwkosten totaal;2013;103.9;0.2
78;Bouwkosten totaal;2014 januari;104.5;0.5
79;Bouwkosten totaal;2014 februari;104.4;0.2
80;Bouwkosten totaal;2014 maart;104.4;0.3
81;Bouwkosten totaal;2014 april;104.6;0.5
82;Bouwkosten totaal;2014 mei;104.6;0.6
83;Bouwkosten totaal;2014 juni;104.6;0.7
84;Bouwkosten totaal;2014 juli;104.8;0.9
85;Bouwkosten totaal;2014 augustus;104.9;1.0
86;Bouwkosten totaal;2014 september;104.9;1.0
87;Bouwkosten totaal;2014 oktober;105.5;1.7
88;Bouwkosten totaal;2014 november;105.5;1.7
89;Bouwkosten totaal;2014 december;105.5;1.7
90;Bouwkosten totaal;2014;104.9;0.9
91;Bouwkosten totaal;2015 januari;105.7;1.1
92;Bouwkosten totaal;2015 februari;105.7;1.3
93;Bouwkosten totaal;2015 maart;105.9;1.5
94;Bouwkosten totaal;2015 april;106.4;1.7
95;Bouwkosten totaal;2015 mei;106.4;1.7
96;Bouwkosten totaal;2015 juni;106.4;1.6
97;Bouwkosten totaal;2015 juli;107.0;2.1
98;Bouwkosten totaal;2015 augustus;106.9;2.0
99;Bouwkosten totaal;2015 september;106.9;1.9
100;Bouwkosten totaal;2015 oktober;108.1;2.5
101;Bouwkosten totaal;2015 november;108.2;2.6
102;Bouwkosten totaal;2015 december;108.4;2.7
103;Bouwkosten totaal;2015;106.8;1.9
104;Bouwkosten totaal;2016 januari;108.6;2.8
105;Bouwkosten totaal;2016 februari;108.6;2.7
106;Bouwkosten totaal;2016 maart;108.7;2.7
107;Bouwkosten totaal;2016 april;108.2;1.7
108;Bouwkosten totaal;2016 mei;108.3;1.9
109;Bouwkosten totaal;2016 juni;108.5;2.0
110;Bouwkosten totaal;2016 juli;109.2;2.1
111;Bouwkosten totaal;2016 augustus;109.3;2.2
112;Bouwkosten totaal;2016 september;109.2;2.1
113;Bouwkosten totaal;2016 oktober;109.6;1.4
114;Bouwkosten totaal;2016 november;109.8;1.5
115;Bouwkosten totaal;2016 december;109.9;1.4
116;Bouwkosten totaal;2016;109.0;2.0
117;Bouwkosten totaal;2017 januari;110.5;1.7
118;Bouwkosten totaal;2017 februari;110.7;1.9
119;Bouwkosten totaal;2017 maart;110.8;1.9
120;Bouwkosten totaal;2017 april;111.3;2.9
121;Bouwkosten totaal;2017 mei;111.2;2.6
122;Bouwkosten totaal;2017 juni;111.5;2.8
123;Bouwkosten totaal;2017 juli;111.8;2.4
124;Bouwkosten totaal;2017 augustus;112.7;3.1
125;Bouwkosten totaal;2017 september;112.7;3.2
126;Bouwkosten totaal;2017 oktober;113.1;3.2
127;Bouwkosten totaal;2017 november;113.4;3.3
128;Bouwkosten totaal;2017 december;113.1;2.9
129;Bouwkosten totaal;2017;111.9;2.7
130;Bouwkosten totaal;2018 januari;113.9;3.1
131;Looncomponent;2008 januari;92.8;
132;Looncomponent;2008 februari;93.2;
133;Looncomponent;2008 maart;93.2;
134;Looncomponent;2008 april;94.3;
135;Looncomponent;2008 mei;94.3;
136;Looncomponent;2008 juni;94.5;
137;Looncomponent;2008 juli;95.5;
138;Looncomponent;2008 augustus;95.5;
139;Looncomponent;2008 september;95.5;
140;Looncomponent;2008 oktober;95.5;
141;Looncomponent;2008 november;95.5;
142;Looncomponent;2008 december;95.5;
143;Looncomponent;2008;94.6;
144;Looncomponent;2009 januari;97.1;4.6
145;Looncomponent;2009 februari;97.9;5.1
146;Looncomponent;2009 maart;97.9;5.1
147;Looncomponent;2009 april;98.0;4.0
148;Looncomponent;2009 mei;98.0;4.0
149;Looncomponent;2009 juni;98.0;3.7
150;Looncomponent;2009 juli;98.2;2.9
151;Looncomponent;2009 augustus;98.2;2.9
152;Looncomponent;2009 september;98.2;2.9
153;Looncomponent;2009 oktober;98.5;3.2
154;Looncomponent;2009 november;98.5;3.2
155;Looncomponent;2009 december;98.1;2.7
156;Looncomponent;2009;98.1;3.7
157;Looncomponent;2010 januari;99.8;2.7
158;Looncomponent;2010 februari;99.8;1.9
159;Looncomponent;2010 maart;99.8;1.9
160;Looncomponent;2010 april;99.8;1.9
161;Looncomponent;2010 mei;99.8;1.9
162;Looncomponent;2010 juni;99.8;1.9
163;Looncomponent;2010 juli;100.1;1.9
164;Looncomponent;2010 augustus;100.1;1.9
165;Looncomponent;2010 september;100.1;1.9
166;Looncomponent;2010 oktober;100.3;1.8
167;Looncomponent;2010 november;100.3;1.8
168;Looncomponent;2010 december;100.3;2.2
169;Looncomponent;2010;100.0;2.0
170;Looncomponent;2011 januari;100.7;1.0
171;Looncomponent;2011 februari;101.2;1.4
172;Looncomponent;2011 maart;101.2;1.4
173;Looncomponent;2011 april;101.2;1.4
174;Looncomponent;2011 mei;101.3;1.4
175;Looncomponent;2011 juni;101.4;1.5
176;Looncomponent;2011 juli;101.7;1.6
177;Looncomponent;2011 augustus;101.7;1.6
178;Looncomponent;2011 september;101.7;1.6
179;Looncomponent;2011 oktober;102.0;1.7
180;Looncomponent;2011 november;102.0;1.7
181;Looncomponent;2011 december;102.0;1.7
182;Looncomponent;2011;101.5;1.5
183;Looncomponent;2012 januari;102.7;2.0
184;Looncomponent;2012 februari;103.1;1.9
185;Looncomponent;2012 maart;103.1;1.9
186;Looncomponent;2012 april;103.9;2.6
187;Looncomponent;2012 mei;103.9;2.6
188;Looncomponent;2012 juni;103.9;2.6
189;Looncomponent;2012 juli;104.0;2.2
190;Looncomponent;2012 augustus;104.9;3.1
191;Looncomponent;2012 september;104.9;3.1
192;Looncomponent;2012 oktober;104.9;2.8
193;Looncomponent;2012 november;104.9;2.8
194;Looncomponent;2012 december;104.9;2.8
195;Looncomponent;2012;104.1;2.5
196;Looncomponent;2013 januari;105.5;2.7
197;Looncomponent;2013 februari;105.8;2.7
198;Looncomponent;2013 maart;105.8;2.7
199;Looncomponent;2013 april;106.1;2.1
200;Looncomponent;2013 mei;106.1;2.1
201;Looncomponent;2013 juni;106.1;2.0
202;Looncomponent;2013 juli;106.1;2.0
203;Looncomponent;2013 augustus;106.1;1.2
204;Looncomponent;2013 september;106.1;1.2
205;Looncomponent;2013 oktober;106.1;1.2
206;Looncomponent;2013 november;106.1;1.2
207;Looncomponent;2013 december;106.1;1.2
208;Looncomponent;2013;106.0;1.8
209;Looncomponent;2014 januari;107.9;2.3
210;Looncomponent;2014 februari;107.9;1.9
211;Looncomponent;2014 maart;108.0;2.0
212;Looncomponent;2014 april;108.0;1.8
213;Looncomponent;2014 mei;108.0;1.8
214;Looncomponent;2014 juni;108.0;1.8
215;Looncomponent;2014 juli;108.0;1.8
216;Looncomponent;2014 augustus;108.0;1.8
217;Looncomponent;2014 september;108.0;1.8
218;Looncomponent;2014 oktober;108.7;2.5
219;Looncomponent;2014 november;108.7;2.5
220;Looncomponent;2014 december;108.7;2.5
221;Looncomponent;2014;108.2;2.1
222;Looncomponent;2015 januari;108.3;0.4
223;Looncomponent;2015 februari;108.3;0.4
224;Looncomponent;2015 maart;108.4;0.4
225;Looncomponent;2015 april;108.4;0.4
226;Looncomponent;2015 mei;108.4;0.4
227;Looncomponent;2015 juni;108.4;0.4
228;Looncomponent;2015 juli;109.7;1.6
229;Looncomponent;2015 augustus;109.7;1.6
230;Looncomponent;2015 september;109.7;1.6
231;Looncomponent;2015 oktober;109.8;1.0
232;Looncomponent;2015 november;109.8;1.0
233;Looncomponent;2015 december;110.6;1.7
234;Looncomponent;2015;109.1;0.9
235;Looncomponent;2016 januari;110.1;1.7
236;Looncomponent;2016 februari;110.1;1.7
237;Looncomponent;2016 maart;110.1;1.6
238;Looncomponent;2016 april;110.1;1.6
239;Looncomponent;2016 mei;110.1;1.6
240;Looncomponent;2016 juni;110.1;1.6
241;Looncomponent;2016 juli;111.6;1.7
242;Looncomponent;2016 augustus;111.6;1.7
243;Looncomponent;2016 september;111.7;1.8
244;Looncomponent;2016 oktober;111.7;1.7
245;Looncomponent;2016 november;111.7;1.7
246;Looncomponent;2016 december;111.7;1.0
247;Looncomponent;2016;110.9;1.6
248;Looncomponent;2017 januari;112.5;2.2
249;Looncomponent;2017 februari;112.5;2.2
250;Looncomponent;2017 maart;112.5;2.2
251;Looncomponent;2017 april;112.5;2.2
252;Looncomponent;2017 mei;112.4;2.1
253;Looncomponent;2017 juni;112.4;2.1
254;Looncomponent;2017 juli;113.0;1.3
255;Looncomponent;2017 augustus;113.9;2.1
256;Looncomponent;2017 september;113.9;2.0
257;Looncomponent;2017 oktober;113.9;2.0
258;Looncomponent;2017 november;113.9;2.0
259;Looncomponent;2017 december;113.9;2.0
260;Looncomponent;2017;113.1;2.0
261;Looncomponent;2018 januari;114.8;2.0
262;Materiaalcomponent;2008 januari;100.2;
263;Materiaalcomponent;2008 februari;100.4;
264;Materiaalcomponent;2008 maart;100.5;
265;Materiaalcomponent;2008 april;101.5;
266;Materiaalcomponent;2008 mei;101.9;
267;Materiaalcomponent;2008 juni;102.3;
268;Materiaalcomponent;2008 juli;103.6;
269;Materiaalcomponent;2008 augustus;103.5;
270;Materiaalcomponent;2008 september;103.2;
271;Materiaalcomponent;2008 oktober;102.9;
272;Materiaalcomponent;2008 november;102.3;
273;Materiaalcomponent;2008 december;102.2;
274;Materiaalcomponent;2008;102.1;
275;Materiaalcomponent;2009 januari;102.4;2.2
276;Materiaalcomponent;2009 februari;102.2;1.8
277;Materiaalcomponent;2009 maart;102.0;1.5
278;Materiaalcomponent;2009 april;101.0;-0.6
279;Materiaalcomponent;2009 mei;100.9;-1.0
280;Materiaalcomponent;2009 juni;100.8;-1.5
281;Materiaalcomponent;2009 juli;100.1;-3.4
282;Materiaalcomponent;2009 augustus;100.2;-3.2
283;Materiaalcomponent;2009 september;100.3;-2.9
284;Materiaalcomponent;2009 oktober;98.9;-3.9
285;Materiaalcomponent;2009 november;98.9;-3.3
286;Materiaalcomponent;2009 december;99.0;-3.1
287;Materiaalcomponent;2009;100.6;-1.5
288;Materiaalcomponent;2010 januari;98.9;-3.4
289;Materiaalcomponent;2010 februari;99.1;-3.1
290;Materiaalcomponent;2010 maart;99.6;-2.4
291;Materiaalcomponent;2010 april;100.0;-0.9
292;Materiaalcomponent;2010 mei;100.3;-0.6
293;Materiaalcomponent;2010 juni;100.1;-0.7
294;Materiaalcomponent;2010 juli;100.1;0.0
295;Materiaalcomponent;2010 augustus;100.2;0.0
296;Materiaalcomponent;2010 september;100.3;0.0
297;Materiaalcomponent;2010 oktober;100.3;1.4
298;Materiaalcomponent;2010 november;100.4;1.5
299;Materiaalcomponent;2010 december;100.8;1.7
300;Materiaalcomponent;2010;100.0;-0.6
301;Materiaalcomponent;2011 januari;101.4;2.6
302;Materiaalcomponent;2011 februari;101.4;2.3
303;Materiaalcomponent;2011 maart;101.3;1.7
304;Materiaalcomponent;2011 april;102.1;2.0
305;Materiaalcomponent;2011 mei;102.1;1.9
306;Materiaalcomponent;2011 juni;102.2;2.1
307;Materiaalcomponent;2011 juli;102.5;2.4
308;Materiaalcomponent;2011 augustus;102.5;2.2
309;Materiaalcomponent;2011 september;102.6;2.2
310;Materiaalcomponent;2011 oktober;102.4;2.1
311;Materiaalcomponent;2011 november;102.4;2.0
312;Materiaalcomponent;2011 december;102.5;1.7
313;Materiaalcomponent;2011;102.1;2.1
314;Materiaalcomponent;2012 januari;103.4;1.9
315;Materiaalcomponent;2012 februari;103.5;2.1
316;Materiaalcomponent;2012 maart;103.6;2.3
317;Materiaalcomponent;2012 april;103.6;1.5
318;Materiaalcomponent;2012 mei;103.6;1.4
319;Materiaalcomponent;2012 juni;103.6;1.4
320;Materiaalcomponent;2012 juli;103.6;1.1
321;Materiaalcomponent;2012 augustus;103.7;1.1
322;Materiaalcomponent;2012 september;103.6;1.0
323;Materiaalcomponent;2012 oktober;103.5;1.0
324;Materiaalcomponent;2012 november;103.5;1.0
325;Materiaalcomponent;2012 december;103.4;0.9
326;Materiaalcomponent;2012;103.5;1.4
327;Materiaalcomponent;2013 januari;103.1;-0.2
328;Materiaalcomponent;2013 februari;103.2;-0.3
329;Materiaalcomponent;2013 maart;103.2;-0.4
330;Materiaalcomponent;2013 april;103.0;-0.6
331;Materiaalcomponent;2013 mei;102.9;-0.7
332;Materiaalcomponent;2013 juni;102.8;-0.8
333;Materiaalcomponent;2013 juli;102.6;-1.0
334;Materiaalcomponent;2013 augustus;102.7;-1.0
335;Materiaalcomponent;2013 september;102.6;-0.9
336;Materiaalcomponent;2013 oktober;102.4;-1.1
337;Materiaalcomponent;2013 november;102.4;-1.0
338;Materiaalcomponent;2013 december;102.4;-1.0
339;Materiaalcomponent;2013;102.8;-0.7
340;Materiaalcomponent;2014 januari;102.6;-0.5
341;Materiaalcomponent;2014 februari;102.5;-0.7
342;Materiaalcomponent;2014 maart;102.4;-0.8
343;Materiaalcomponent;2014 april;102.7;-0.3
344;Materiaalcomponent;2014 mei;102.7;-0.2
345;Materiaalcomponent;2014 juni;102.8;0.0
346;Materiaalcomponent;2014 juli;103.0;0.3
347;Materiaalcomponent;2014 augustus;103.1;0.5
348;Materiaalcomponent;2014 september;103.2;0.5
349;Materiaalcomponent;2014 oktober;103.7;1.2
350;Materiaalcomponent;2014 november;103.7;1.3
351;Materiaalcomponent;2014 december;103.7;1.3
352;Materiaalcomponent;2014;103.0;0.2
353;Materiaalcomponent;2015 januari;104.2;1.6
354;Materiaalcomponent;2015 februari;104.3;1.8
355;Materiaalcomponent;2015 maart;104.5;2.1
356;Materiaalcomponent;2015 april;105.3;2.6
357;Materiaalcomponent;2015 mei;105.2;2.4
358;Materiaalcomponent;2015 juni;105.2;2.4
359;Materiaalcomponent;2015 juli;105.4;2.4
360;Materiaalcomponent;2015 augustus;105.4;2.2
361;Materiaalcomponent;2015 september;105.4;2.1
362;Materiaalcomponent;2015 oktober;107.1;3.3
363;Materiaalcomponent;2015 november;107.3;3.5
364;Materiaalcomponent;2015 december;107.1;3.3
365;Materiaalcomponent;2015;105.5;2.5
366;Materiaalcomponent;2016 januari;107.8;3.4
367;Materiaalcomponent;2016 februari;107.8;3.4
368;Materiaalcomponent;2016 maart;108.0;3.3
369;Materiaalcomponent;2016 april;107.2;1.8
370;Materiaalcomponent;2016 mei;107.4;2.0
371;Materiaalcomponent;2016 juni;107.6;2.2
372;Materiaalcomponent;2016 juli;107.9;2.4
373;Materiaalcomponent;2016 augustus;108.1;2.5
374;Materiaalcomponent;2016 september;107.8;2.3
375;Materiaalcomponent;2016 oktober;108.4;1.2
376;Materiaalcomponent;2016 november;108.7;1.3
377;Materiaalcomponent;2016 december;108.9;1.7
378;Materiaalcomponent;2016;108.0;2.3
379;Materiaalcomponent;2017 januari;109.4;1.4
380;Materiaalcomponent;2017 februari;109.6;1.7
381;Materiaalcomponent;2017 maart;109.9;1.7
382;Materiaalcomponent;2017 april;110.7;3.3
383;Materiaalcomponent;2017 mei;110.5;3.0
384;Materiaalcomponent;2017 juni;111.1;3.3
385;Materiaalcomponent;2017 juli;111.2;3.0
386;Materiaalcomponent;2017 augustus;112.0;3.6
387;Materiaalcomponent;2017 september;112.0;3.9
388;Materiaalcomponent;2017 oktober;112.7;4.0
389;Materiaalcomponent;2017 november;113.1;4.0
390;Materiaalcomponent;2017 december;112.6;3.4
391;Materiaalcomponent;2017;111.2;3.0
392;Materiaalcomponent;2018 januari;113.4;3.7
