ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
749;Coevorden;Eenoudergezin;0.6;0.6;27.0;31.0
750;Emmen;Totaal particulier huishouden;44.5;42.9;8.0;7.0
751;Emmen;Eenpersoonshuishouden;12.0;11.5;12.0;12.0
752;Emmen;Paar zonder kinderen;14.8;14.4;4.0;4.0
753;Emmen;Paar met kinderen;14.1;13.5;6.0;4.0
754;Emmen;Eenoudergezin;2.3;2.1;22.0;27.0
755;Hoogeveen;Totaal particulier huishouden;21.5;20.8;7.0;6.0
756;Hoogeveen;Eenpersoonshuishouden;6.0;5.8;10.0;9.0
757;Hoogeveen;Paar zonder kinderen;6.9;6.7;3.0;4.0
758;Hoogeveen;Paar met kinderen;7.0;6.8;6.0;4.0
759;Hoogeveen;Eenoudergezin;1.1;1.0;23.0;25.0
760;Meppel;Totaal particulier huishouden;12.8;12.4;7.0;7.0
761;Meppel;Eenpersoonshuishouden;4.0;3.9;10.0;11.0
762;Meppel;Paar zonder kinderen;4.0;4.0;4.0;4.0
763;Meppel;Paar met kinderen;3.8;3.7;4.0;3.0
764;Meppel;Eenoudergezin;0.6;0.6;22.0;29.0
765;Littenseradiel;Totaal particulier huishouden;4.1;4.0;7.0;6.0
766;Littenseradiel;Eenpersoonshuishouden;1.0;0.9;12.0;11.0
767;Littenseradiel;Paar zonder kinderen;1.3;1.2;;
768;Littenseradiel;Paar met kinderen;1.6;1.6;5.0;
769;Littenseradiel;Eenoudergezin;0.2;0.2;;
770;Almelo;Totaal particulier huishouden;29.5;28.4;11.0;10.0
771;Almelo;Eenpersoonshuishouden;8.8;8.4;15.0;15.0
772;Almelo;Paar zonder kinderen;9.0;8.7;6.0;6.0
773;Almelo;Paar met kinderen;9.0;8.6;8.0;6.0
774;Almelo;Eenoudergezin;1.9;1.7;27.0;31.0
775;Bathmen;Totaal particulier huishouden;2.1;2.0;4.0;
776;Bathmen;Eenpersoonshuishouden;0.4;0.4;;
777;Bathmen;Paar zonder kinderen;0.8;0.7;;
778;Bathmen;Paar met kinderen;0.8;0.8;;
779;Bathmen;Eenoudergezin;;;;
780;Borne;Totaal particulier huishouden;8.1;7.9;5.0;5.0
781;Borne;Eenpersoonshuishouden;1.9;1.9;9.0;8.0
782;Borne;Paar zonder kinderen;2.6;2.6;3.0;4.0
783;Borne;Paar met kinderen;2.9;2.9;3.0;
784;Borne;Eenoudergezin;0.3;0.3;;
785;Dalfsen;Totaal particulier huishouden;9.5;9.3;5.0;4.0
786;Dalfsen;Eenpersoonshuishouden;1.9;1.9;8.0;8.0
787;Dalfsen;Paar zonder kinderen;3.0;3.0;4.0;3.0
788;Dalfsen;Paar met kinderen;3.9;3.8;4.0;3.0
789;Dalfsen;Eenoudergezin;0.4;0.4;;
790;Deventer;Totaal particulier huishouden;36.7;35.2;9.0;8.0
791;Deventer;Eenpersoonshuishouden;12.2;11.5;13.0;13.0
792;Deventer;Paar zonder kinderen;11.1;10.8;4.0;4.0
793;Deventer;Paar met kinderen;10.2;9.9;7.0;4.0
794;Deventer;Eenoudergezin;2.0;1.9;21.0;26.0
795;Enschede;Totaal particulier huishouden;62.9;60.0;12.0;12.0
796;Enschede;Eenpersoonshuishouden;21.3;20.1;17.0;16.0
797;Enschede;Paar zonder kinderen;19.0;18.3;6.0;7.0
798;Enschede;Paar met kinderen;16.8;16.1;9.0;6.0
799;Enschede;Eenoudergezin;3.8;3.6;28.0;34.0
800;Haaksbergen;Totaal particulier huishouden;9.1;8.8;7.0;6.0
801;Haaksbergen;Eenpersoonshuishouden;1.9;1.9;15.0;14.0
802;Haaksbergen;Paar zonder kinderen;3.1;3.0;3.0;4.0
803;Haaksbergen;Paar met kinderen;3.3;3.2;5.0;4.0
804;Haaksbergen;Eenoudergezin;0.4;0.4;;
805;Hardenberg;Totaal particulier huishouden;20.9;20.3;6.0;6.0
806;Hardenberg;Eenpersoonshuishouden;4.6;4.4;9.0;9.0
807;Hardenberg;Paar zonder kinderen;6.3;6.2;4.0;4.0
808;Hardenberg;Paar met kinderen;8.3;8.1;6.0;4.0
809;Hardenberg;Eenoudergezin;0.9;0.9;11.0;15.0
810;Hellendoorn;Totaal particulier huishouden;13.5;13.2;5.0;5.0
811;Hellendoorn;Eenpersoonshuishouden;3.0;2.9;9.0;8.0
812;Hellendoorn;Paar zonder kinderen;4.3;4.2;3.0;3.0
813;Hellendoorn;Paar met kinderen;5.1;5.0;4.0;3.0
814;Hellendoorn;Eenoudergezin;0.6;0.5;14.0;15.0
815;Hengelo (O.);Totaal particulier huishouden;34.6;33.5;7.0;7.0
816;Hengelo (O.);Eenpersoonshuishouden;11.2;10.9;11.0;11.0
817;Hengelo (O.);Paar zonder kinderen;10.7;10.5;3.0;3.0
818;Hengelo (O.);Paar met kinderen;9.8;9.6;6.0;4.0
819;Hengelo (O.);Eenoudergezin;1.7;1.6;19.0;23.0
820;Kampen;Totaal particulier huishouden;18.6;18.0;8.0;7.0
821;Kampen;Eenpersoonshuishouden;5.2;4.9;13.0;13.0
822;Kampen;Paar zonder kinderen;5.4;5.2;3.0;4.0
823;Kampen;Paar met kinderen;6.8;6.7;7.0;4.0
824;Kampen;Eenoudergezin;0.8;0.7;20.0;25.0
825;Losser;Totaal particulier huishouden;8.4;8.0;7.0;7.0
826;Losser;Eenpersoonshuishouden;1.8;1.7;12.0;13.0
827;Losser;Paar zonder kinderen;2.7;2.6;3.0;4.0
828;Losser;Paar met kinderen;3.1;3.0;6.0;5.0
829;Losser;Eenoudergezin;0.3;0.3;;22.0
830;Noordoostpolder;Totaal particulier huishouden;17.2;16.6;7.0;7.0
831;Noordoostpolder;Eenpersoonshuishouden;4.4;4.2;9.0;9.0
832;Noordoostpolder;Paar zonder kinderen;5.4;5.3;3.0;4.0
833;Noordoostpolder;Paar met kinderen;6.2;6.0;7.0;4.0
834;Noordoostpolder;Eenoudergezin;0.8;0.8;24.0;31.0
835;Oldenzaal;Totaal particulier huishouden;12.6;12.2;7.0;7.0
836;Oldenzaal;Eenpersoonshuishouden;3.3;3.2;11.0;12.0
837;Oldenzaal;Paar zonder kinderen;4.2;4.1;5.0;5.0
838;Oldenzaal;Paar met kinderen;4.2;4.0;4.0;3.0
839;Oldenzaal;Eenoudergezin;0.6;0.6;20.0;24.0
840;Ommen;Totaal particulier huishouden;6.3;6.1;6.0;6.0
841;Ommen;Eenpersoonshuishouden;1.5;1.5;6.0;9.0
842;Ommen;Paar zonder kinderen;1.8;1.8;;
843;Ommen;Paar met kinderen;2.4;2.3;7.0;5.0
844;Ommen;Eenoudergezin;0.3;0.3;;
845;Raalte;Totaal particulier huishouden;13.8;13.4;6.0;6.0
846;Raalte;Eenpersoonshuishouden;3.1;3.0;10.0;10.0
847;Raalte;Paar zonder kinderen;4.3;4.2;3.0;3.0
848;Raalte;Paar met kinderen;5.3;5.2;5.0;4.0
849;Raalte;Eenoudergezin;0.6;0.5;17.0;22.0
850;Rijssen;Totaal particulier huishouden;12.5;12.2;4.0;4.0
851;Rijssen;Eenpersoonshuishouden;2.7;2.6;7.0;6.0
852;Rijssen;Paar zonder kinderen;3.6;3.6;3.0;3.0
853;Rijssen;Paar met kinderen;5.2;5.1;4.0;3.0
854;Rijssen;Eenoudergezin;0.5;0.5;;
855;Staphorst;Totaal particulier huishouden;4.8;4.7;7.0;6.0
856;Staphorst;Eenpersoonshuishouden;0.9;0.8;10.0;11.0
857;Staphorst;Paar zonder kinderen;1.3;1.2;;
858;Staphorst;Paar met kinderen;2.4;2.3;7.0;4.0
859;Staphorst;Eenoudergezin;0.2;0.2;;
860;Tubbergen;Totaal particulier huishouden;6.7;6.5;6.0;6.0
861;Tubbergen;Eenpersoonshuishouden;1.2;1.1;11.0;13.0
862;Tubbergen;Paar zonder kinderen;1.7;1.7;;
863;Tubbergen;Paar met kinderen;3.0;2.9;5.0;4.0
864;Tubbergen;Eenoudergezin;0.3;0.3;;
865;Urk;Totaal particulier huishouden;4.6;4.4;7.0;7.0
866;Urk;Eenpersoonshuishouden;0.8;0.8;;10.0
867;Urk;Paar zonder kinderen;0.7;0.7;;
868;Urk;Paar met kinderen;2.7;2.6;8.0;6.0
869;Urk;Eenoudergezin;0.2;0.2;;
870;Wierden;Totaal particulier huishouden;8.3;8.0;5.0;5.0
871;Wierden;Eenpersoonshuishouden;1.6;1.5;6.0;7.0
872;Wierden;Paar zonder kinderen;2.5;2.5;5.0;5.0
873;Wierden;Paar met kinderen;3.4;3.3;4.0;3.0
874;Wierden;Eenoudergezin;0.3;0.3;;
875;Zwolle;Totaal particulier huishouden;46.3;44.7;8.0;8.0
876;Zwolle;Eenpersoonshuishouden;15.9;15.2;12.0;12.0
877;Zwolle;Paar zonder kinderen;13.7;13.3;3.0;3.0
878;Zwolle;Paar met kinderen;12.8;12.6;5.0;3.0
879;Zwolle;Eenoudergezin;2.6;2.5;21.0;24.0
880;Rijnwaarden;Totaal particulier huishouden;4.3;4.1;6.0;6.0
881;Rijnwaarden;Eenpersoonshuishouden;0.9;0.8;10.0;11.0
882;Rijnwaarden;Paar zonder kinderen;1.5;1.4;;
883;Rijnwaarden;Paar met kinderen;1.6;1.5;5.0;
884;Rijnwaarden;Eenoudergezin;0.2;0.2;;
885;Aalten;Totaal particulier huishouden;7.2;6.9;6.0;6.0
886;Aalten;Eenpersoonshuishouden;1.9;1.8;9.0;10.0
887;Aalten;Paar zonder kinderen;2.3;2.2;4.0;5.0
888;Aalten;Paar met kinderen;2.5;2.4;6.0;4.0
889;Aalten;Eenoudergezin;0.3;0.2;;
890;Angerlo;Totaal particulier huishouden;1.9;1.8;5.0;6.0
891;Angerlo;Eenpersoonshuishouden;0.4;0.4;;
892;Angerlo;Paar zonder kinderen;0.6;0.6;;
893;Angerlo;Paar met kinderen;0.8;0.7;;
894;Angerlo;Eenoudergezin;0.1;0.1;;
895;Apeldoorn;Totaal particulier huishouden;64.4;62.5;7.0;7.0
896;Apeldoorn;Eenpersoonshuishouden;19.8;19.0;11.0;11.0
897;Apeldoorn;Paar zonder kinderen;20.1;19.7;3.0;4.0
898;Apeldoorn;Paar met kinderen;19.0;18.6;4.0;3.0
899;Apeldoorn;Eenoudergezin;3.4;3.2;22.0;27.0
900;Arnhem;Totaal particulier huishouden;64.0;56.5;9.0;8.0
901;Arnhem;Eenpersoonshuishouden;26.0;22.3;12.0;12.0
902;Arnhem;Paar zonder kinderen;17.3;16.3;4.0;4.0
903;Arnhem;Paar met kinderen;14.1;13.0;6.0;4.0
904;Arnhem;Eenoudergezin;4.4;3.1;20.0;23.0
905;Barneveld;Totaal particulier huishouden;16.9;16.4;6.0;5.0
906;Barneveld;Eenpersoonshuishouden;3.8;3.6;8.0;9.0
907;Barneveld;Paar zonder kinderen;4.7;4.6;4.0;4.0
908;Barneveld;Paar met kinderen;6.9;6.7;6.0;4.0
909;Barneveld;Eenoudergezin;0.7;0.7;13.0;12.0
910;Bergh;Totaal particulier huishouden;7.2;6.8;8.0;7.0
911;Bergh;Eenpersoonshuishouden;1.7;1.6;12.0;13.0
912;Bergh;Paar zonder kinderen;2.4;2.3;6.0;6.0
913;Bergh;Paar met kinderen;2.5;2.3;5.0;4.0
914;Bergh;Eenoudergezin;0.3;0.3;;
915;Beuningen;Totaal particulier huishouden;9.5;9.3;5.0;5.0
916;Beuningen;Eenpersoonshuishouden;2.0;1.9;10.0;10.0
917;Beuningen;Paar zonder kinderen;2.9;2.8;3.0;4.0
918;Beuningen;Paar met kinderen;3.9;3.8;3.0;2.0
919;Beuningen;Eenoudergezin;0.4;0.4;;21.0
920;Borculo;Totaal particulier huishouden;4.0;3.9;7.0;7.0
921;Borculo;Eenpersoonshuishouden;0.9;0.9;12.0;13.0
922;Borculo;Paar zonder kinderen;1.4;1.4;;
923;Borculo;Paar met kinderen;1.4;1.3;;
924;Borculo;Eenoudergezin;0.2;0.1;;
925;Brummen;Totaal particulier huishouden;8.4;8.2;5.0;6.0
926;Brummen;Eenpersoonshuishouden;1.9;1.8;11.0;10.0
927;Brummen;Paar zonder kinderen;3.0;3.0;3.0;3.0
928;Brummen;Paar met kinderen;2.9;2.8;4.0;3.0
929;Brummen;Eenoudergezin;0.4;0.3;;
930;Buren;Totaal particulier huishouden;9.7;9.5;6.0;6.0
931;Buren;Eenpersoonshuishouden;2.0;1.9;10.0;11.0
932;Buren;Paar zonder kinderen;3.2;3.1;3.0;4.0
933;Buren;Paar met kinderen;3.8;3.7;4.0;3.0
934;Buren;Eenoudergezin;0.3;0.3;;
935;Culemborg;Totaal particulier huishouden;10.4;10.1;7.0;6.0
936;Culemborg;Eenpersoonshuishouden;2.8;2.7;11.0;10.0
937;Culemborg;Paar zonder kinderen;2.9;2.9;3.0;4.0
938;Culemborg;Paar met kinderen;3.6;3.6;4.0;3.0
939;Culemborg;Eenoudergezin;0.6;0.6;16.0;20.0
940;Didam;Totaal particulier huishouden;6.3;6.1;6.0;5.0
941;Didam;Eenpersoonshuishouden;1.2;1.1;11.0;10.0
942;Didam;Paar zonder kinderen;2.0;1.9;;
943;Didam;Paar met kinderen;2.5;2.4;4.0;3.0
944;Didam;Eenoudergezin;0.4;0.3;;
945;Dinxperlo;Totaal particulier huishouden;3.4;3.2;6.0;5.0
946;Dinxperlo;Eenpersoonshuishouden;0.8;0.8;12.0;11.0
947;Dinxperlo;Paar zonder kinderen;1.2;1.1;;
948;Dinxperlo;Paar met kinderen;1.2;1.1;;
949;Dinxperlo;Eenoudergezin;0.2;0.1;;
950;Doesburg;Totaal particulier huishouden;4.7;4.5;7.0;7.0
951;Doesburg;Eenpersoonshuishouden;1.3;1.2;10.0;11.0
952;Doesburg;Paar zonder kinderen;1.4;1.4;6.0;6.0
953;Doesburg;Paar met kinderen;1.6;1.5;;
954;Doesburg;Eenoudergezin;0.2;0.2;;
955;Doetinchem;Totaal particulier huishouden;20.4;19.7;8.0;8.0
956;Doetinchem;Eenpersoonshuishouden;6.0;5.8;12.0;12.0
957;Doetinchem;Paar zonder kinderen;6.5;6.3;4.0;4.0
958;Doetinchem;Paar met kinderen;6.3;6.1;6.0;4.0
959;Doetinchem;Eenoudergezin;1.1;1.0;19.0;25.0
960;Druten;Totaal particulier huishouden;6.6;6.4;6.0;6.0
961;Druten;Eenpersoonshuishouden;1.5;1.4;15.0;14.0
962;Druten;Paar zonder kinderen;2.1;2.0;;4.0
963;Druten;Paar met kinderen;2.6;2.5;4.0;
964;Druten;Eenoudergezin;0.3;0.3;;
965;Duiven;Totaal particulier huishouden;9.8;9.6;6.0;5.0
966;Duiven;Eenpersoonshuishouden;2.0;2.0;12.0;11.0
967;Duiven;Paar zonder kinderen;3.1;3.0;;3.0
968;Duiven;Paar met kinderen;4.0;4.0;4.0;3.0
969;Duiven;Eenoudergezin;0.5;0.5;19.0;18.0
970;Ede;Totaal particulier huishouden;39.6;38.4;7.0;7.0
971;Ede;Eenpersoonshuishouden;10.9;10.5;12.0;11.0
972;Ede;Paar zonder kinderen;11.7;11.4;3.0;3.0
973;Ede;Paar met kinderen;13.6;13.2;5.0;4.0
974;Ede;Eenoudergezin;1.9;1.8;18.0;22.0
975;Eibergen;Totaal particulier huishouden;6.3;6.0;8.0;8.0
976;Eibergen;Eenpersoonshuishouden;1.5;1.4;13.0;12.0
977;Eibergen;Paar zonder kinderen;1.9;1.9;5.0;6.0
978;Eibergen;Paar met kinderen;2.3;2.2;6.0;5.0
979;Eibergen;Eenoudergezin;0.3;0.3;;
980;Elburg;Totaal particulier huishouden;7.8;7.6;5.0;5.0
981;Elburg;Eenpersoonshuishouden;1.6;1.6;10.0;12.0
982;Elburg;Paar zonder kinderen;2.3;2.3;;
983;Elburg;Paar met kinderen;3.2;3.1;3.0;2.0
984;Elburg;Eenoudergezin;0.4;0.4;;
985;Epe;Totaal particulier huishouden;13.1;12.8;6.0;6.0
986;Epe;Eenpersoonshuishouden;3.4;3.3;11.0;10.0
987;Epe;Paar zonder kinderen;4.3;4.2;3.0;3.0
988;Epe;Paar met kinderen;4.3;4.1;5.0;3.0
989;Epe;Eenoudergezin;0.5;0.5;;15.0
990;Ermelo;Totaal particulier huishouden;10.1;9.8;8.0;7.0
991;Ermelo;Eenpersoonshuishouden;2.9;2.8;17.0;15.0
992;Ermelo;Paar zonder kinderen;3.0;3.0;3.0;3.0
993;Ermelo;Paar met kinderen;3.4;3.3;4.0;3.0
994;Ermelo;Eenoudergezin;0.5;0.4;;
995;Geldermalsen;Totaal particulier huishouden;9.7;9.4;6.0;5.0
996;Geldermalsen;Eenpersoonshuishouden;2.2;2.1;12.0;9.0
997;Geldermalsen;Paar zonder kinderen;3.0;2.9;3.0;3.0
998;Geldermalsen;Paar met kinderen;3.8;3.7;4.0;3.0
999;Geldermalsen;Eenoudergezin;0.4;0.4;;
1000;Gendringen;Totaal particulier huishouden;8.0;7.7;8.0;7.0
1001;Gendringen;Eenpersoonshuishouden;1.8;1.8;16.0;15.0
1002;Gendringen;Paar zonder kinderen;2.5;2.5;3.0;3.0
1003;Gendringen;Paar met kinderen;3.0;2.8;6.0;4.0
1004;Gendringen;Eenoudergezin;0.4;0.3;;
1005;Gorssel;Totaal particulier huishouden;5.4;5.3;5.0;6.0
1006;Gorssel;Eenpersoonshuishouden;1.4;1.3;8.0;10.0
1007;Gorssel;Paar zonder kinderen;2.1;2.1;4.0;4.0
1008;Gorssel;Paar met kinderen;1.6;1.6;5.0;
1009;Gorssel;Eenoudergezin;0.1;0.1;;
1010;Groenlo;Totaal particulier huishouden;3.8;3.7;4.0;4.0
1011;Groenlo;Eenpersoonshuishouden;1.0;1.0;8.0;8.0
1012;Groenlo;Paar zonder kinderen;1.3;1.3;;
1013;Groenlo;Paar met kinderen;1.3;1.2;;
1014;Groenlo;Eenoudergezin;0.2;0.2;;
1015;Groesbeek;Totaal particulier huishouden;7.3;7.1;6.0;6.0
1016;Groesbeek;Eenpersoonshuishouden;1.8;1.8;10.0;10.0
1017;Groesbeek;Paar zonder kinderen;2.4;2.3;6.0;6.0
1018;Groesbeek;Paar met kinderen;2.5;2.4;4.0;
1019;Groesbeek;Eenoudergezin;0.3;0.3;;
1020;Harderwijk;Totaal particulier huishouden;15.8;15.4;7.0;7.0
1021;Harderwijk;Eenpersoonshuishouden;4.3;4.2;11.0;12.0
1022;Harderwijk;Paar zonder kinderen;4.5;4.4;4.0;5.0
1023;Harderwijk;Paar met kinderen;5.4;5.3;5.0;3.0
1024;Harderwijk;Eenoudergezin;0.9;0.9;23.0;27.0
1025;Hattem;Totaal particulier huishouden;4.5;4.4;4.0;4.0
1026;Hattem;Eenpersoonshuishouden;1.1;1.0;;8.0
1027;Hattem;Paar zonder kinderen;1.6;1.6;;
1028;Hattem;Paar met kinderen;1.6;1.6;;
1029;Hattem;Eenoudergezin;0.1;0.1;;
1030;Heerde;Totaal particulier huishouden;7.1;6.9;4.0;3.0
1031;Heerde;Eenpersoonshuishouden;1.7;1.7;;
1032;Heerde;Paar zonder kinderen;2.3;2.3;;
1033;Heerde;Paar met kinderen;2.6;2.5;3.0;
1034;Heerde;Eenoudergezin;0.3;0.3;;
1035;Hengelo;Totaal particulier huishouden;3.2;3.1;4.0;5.0
1036;Hengelo;Eenpersoonshuishouden;0.7;0.7;;
1037;Hengelo;Paar zonder kinderen;1.0;1.0;;
1038;Hengelo;Paar met kinderen;1.3;1.2;;
1039;Hengelo;Eenoudergezin;0.1;0.1;;
1040;Heumen;Totaal particulier huishouden;6.2;6.1;6.0;6.0
1041;Heumen;Eenpersoonshuishouden;1.3;1.2;12.0;13.0
1042;Heumen;Paar zonder kinderen;2.0;2.0;;
1043;Heumen;Paar met kinderen;2.4;2.4;4.0;3.0
1044;Heumen;Eenoudergezin;0.3;0.3;;
1045;Hummelo en Keppel;Totaal particulier huishouden;1.8;1.8;5.0;5.0
1046;Hummelo en Keppel;Eenpersoonshuishouden;0.5;0.5;;
1047;Hummelo en Keppel;Paar zonder kinderen;0.7;0.7;;
1048;Hummelo en Keppel;Paar met kinderen;0.6;0.6;;
1049;Hummelo en Keppel;Eenoudergezin;;;;
1050;Kesteren;Totaal particulier huishouden;7.5;7.4;6.0;5.0
1051;Kesteren;Eenpersoonshuishouden;1.5;1.4;10.0;11.0
1052;Kesteren;Paar zonder kinderen;2.1;2.1;;
1053;Kesteren;Paar met kinderen;3.2;3.2;4.0;3.0
1054;Kesteren;Eenoudergezin;0.4;0.3;;
1055;Lichtenvoorde;Totaal particulier huishouden;7.1;6.8;5.0;5.0
1056;Lichtenvoorde;Eenpersoonshuishouden;1.6;1.5;7.0;8.0
1057;Lichtenvoorde;Paar zonder kinderen;2.2;2.1;4.0;4.0
1058;Lichtenvoorde;Paar met kinderen;2.8;2.7;4.0;4.0
1059;Lichtenvoorde;Eenoudergezin;0.3;0.3;;
1060;Lochem;Totaal particulier huishouden;7.7;7.5;6.0;7.0
1061;Lochem;Eenpersoonshuishouden;2.0;1.9;10.0;11.0
1062;Lochem;Paar zonder kinderen;2.6;2.5;4.0;5.0
1063;Lochem;Paar met kinderen;2.5;2.4;5.0;4.0
1064;Lochem;Eenoudergezin;0.3;0.3;;
1065;Maasdriel;Totaal particulier huishouden;8.7;8.5;5.0;6.0
1066;Maasdriel;Eenpersoonshuishouden;1.9;1.8;6.0;7.0
1067;Maasdriel;Paar zonder kinderen;2.5;2.5;3.0;4.0
1068;Maasdriel;Paar met kinderen;3.5;3.4;5.0;4.0
1069;Maasdriel;Eenoudergezin;0.5;0.4;;22.0
1070;Millingen aan de Rijn;Totaal particulier huishouden;2.3;2.2;5.0;4.0
1071;Millingen aan de Rijn;Eenpersoonshuishouden;0.5;0.5;;
1072;Millingen aan de Rijn;Paar zonder kinderen;0.7;0.7;;
1073;Millingen aan de Rijn;Paar met kinderen;0.9;0.8;;
1074;Millingen aan de Rijn;Eenoudergezin;0.1;0.1;;
1075;Neede;Totaal particulier huishouden;4.4;4.3;6.0;5.0
1076;Neede;Eenpersoonshuishouden;1.0;1.0;11.0;10.0
1077;Neede;Paar zonder kinderen;1.6;1.6;;
1078;Neede;Paar met kinderen;1.4;1.4;;
1079;Neede;Eenoudergezin;0.2;0.1;;
1080;Nijkerk;Totaal particulier huishouden;14.1;13.7;5.0;5.0
1081;Nijkerk;Eenpersoonshuishouden;3.2;3.1;9.0;10.0
1082;Nijkerk;Paar zonder kinderen;4.4;4.3;3.0;3.0
1083;Nijkerk;Paar met kinderen;5.5;5.3;4.0;3.0
1084;Nijkerk;Eenoudergezin;0.6;0.6;;13.0
1085;Nijmegen;Totaal particulier huishouden;68.4;65.1;12.0;12.0
1086;Nijmegen;Eenpersoonshuishouden;28.5;26.8;17.0;17.0
1087;Nijmegen;Paar zonder kinderen;18.0;17.4;5.0;6.0
1088;Nijmegen;Paar met kinderen;15.2;14.5;8.0;6.0
1089;Nijmegen;Eenoudergezin;4.9;4.6;25.0;29.0
1090;Oldebroek;Totaal particulier huishouden;7.7;7.5;4.0;4.0
1091;Oldebroek;Eenpersoonshuishouden;1.4;1.4;6.0;6.0
1092;Oldebroek;Paar zonder kinderen;2.1;2.1;;3.0
1093;Oldebroek;Paar met kinderen;3.4;3.3;3.0;3.0
1094;Oldebroek;Eenoudergezin;0.3;0.3;;
1095;Putten;Totaal particulier huishouden;8.4;8.2;6.0;5.0
1096;Putten;Eenpersoonshuishouden;2.0;1.9;9.0;9.0
1097;Putten;Paar zonder kinderen;2.5;2.5;;
1098;Putten;Paar met kinderen;3.2;3.2;5.0;3.0
1099;Putten;Eenoudergezin;0.4;0.3;22.0;21.0
1100;Renkum;Totaal particulier huishouden;13.8;13.3;6.0;6.0
1101;Renkum;Eenpersoonshuishouden;4.6;4.4;7.0;8.0
1102;Renkum;Paar zonder kinderen;4.6;4.5;3.0;4.0
1103;Renkum;Paar met kinderen;3.6;3.5;6.0;4.0
1104;Renkum;Eenoudergezin;0.7;0.6;19.0;23.0
1105;Rheden;Totaal particulier huishouden;19.2;18.7;7.0;7.0
1106;Rheden;Eenpersoonshuishouden;6.2;6.1;11.0;11.0
1107;Rheden;Paar zonder kinderen;6.7;6.6;3.0;3.0
1108;Rheden;Paar met kinderen;5.1;4.9;5.0;4.0
1109;Rheden;Eenoudergezin;0.8;0.8;16.0;21.0
1110;Rozendaal;Totaal particulier huishouden;0.6;0.6;;
1111;Rozendaal;Eenpersoonshuishouden;0.1;0.1;;
1112;Rozendaal;Paar zonder kinderen;0.3;0.3;;
1113;Rozendaal;Paar met kinderen;0.2;0.2;;
1114;Rozendaal;Eenoudergezin;;;;
1115;Ruurlo;Totaal particulier huishouden;3.4;3.3;7.0;7.0
1116;Ruurlo;Eenpersoonshuishouden;0.7;0.7;;
1117;Ruurlo;Paar zonder kinderen;1.2;1.2;;
1118;Ruurlo;Paar met kinderen;1.2;1.2;9.0;6.0
1119;Ruurlo;Eenoudergezin;0.1;0.1;;
1120;Scherpenzeel;Totaal particulier huishouden;3.2;3.2;4.0;3.0
1121;Scherpenzeel;Eenpersoonshuishouden;0.7;0.7;;
1122;Scherpenzeel;Paar zonder kinderen;1.0;1.0;;
1123;Scherpenzeel;Paar met kinderen;1.3;1.3;;
1124;Scherpenzeel;Eenoudergezin;0.1;0.1;;
1125;Steenderen;Totaal particulier huishouden;1.9;1.8;7.0;8.0
1126;Steenderen;Eenpersoonshuishouden;0.4;0.4;;
1127;Steenderen;Paar zonder kinderen;0.6;0.6;;
1128;Steenderen;Paar met kinderen;0.7;0.7;;
1129;Steenderen;Eenoudergezin;;;;
1130;Tiel;Totaal particulier huishouden;16.2;15.6;8.0;8.0
1131;Tiel;Eenpersoonshuishouden;4.4;4.2;13.0;12.0
1132;Tiel;Paar zonder kinderen;4.7;4.6;4.0;4.0
1133;Tiel;Paar met kinderen;5.5;5.3;6.0;4.0
1134;Tiel;Eenoudergezin;0.9;0.9;25.0;31.0
1135;Ubbergen;Totaal particulier huishouden;3.9;3.7;7.0;8.0
1136;Ubbergen;Eenpersoonshuishouden;1.2;1.1;13.0;14.0
1137;Ubbergen;Paar zonder kinderen;1.4;1.3;;6.0
1138;Ubbergen;Paar met kinderen;1.1;1.1;;
1139;Ubbergen;Eenoudergezin;0.2;0.2;;
1140;Voorst;Totaal particulier huishouden;8.8;8.6;6.0;5.0
1141;Voorst;Eenpersoonshuishouden;2.0;1.9;8.0;8.0
1142;Voorst;Paar zonder kinderen;2.9;2.9;3.0;4.0
1143;Voorst;Paar met kinderen;3.2;3.1;5.0;4.0
1144;Voorst;Eenoudergezin;0.3;0.3;;
1145;Vorden;Totaal particulier huishouden;3.3;3.3;6.0;7.0
1146;Vorden;Eenpersoonshuishouden;0.8;0.8;;10.0
1147;Vorden;Paar zonder kinderen;1.2;1.2;;
1148;Vorden;Paar met kinderen;1.1;1.0;8.0;
1149;Vorden;Eenoudergezin;0.2;0.1;;
1150;Wageningen;Totaal particulier huishouden;13.5;12.7;8.0;8.0
1151;Wageningen;Eenpersoonshuishouden;5.5;5.0;13.0;13.0
1152;Wageningen;Paar zonder kinderen;3.7;3.6;3.0;4.0
1153;Wageningen;Paar met kinderen;3.2;3.1;5.0;3.0
1154;Wageningen;Eenoudergezin;0.7;0.7;13.0;17.0
1155;Warnsveld;Totaal particulier huishouden;3.4;3.3;4.0;4.0
1156;Warnsveld;Eenpersoonshuishouden;0.7;0.7;;
1157;Warnsveld;Paar zonder kinderen;1.2;1.1;;
1158;Warnsveld;Paar met kinderen;1.2;1.2;;
1159;Warnsveld;Eenoudergezin;0.2;0.2;;
1160;Wehl;Totaal particulier huishouden;2.3;2.3;6.0;6.0
1161;Wehl;Eenpersoonshuishouden;0.4;0.4;;
