ID;HerkomstgroeperingMoeder;Perioden;TotaalLevendgeborenen_1;GemiddeldKindertalPerVrouw_2
311;10;2049;2851;1.5
312;10;2050;2863;1.5
313;10;2051;2874;1.5
314;10;2052;2884;1.5
315;10;2053;2893;1.5
316;10;2054;2902;1.5
317;10;2055;2911;1.5
318;10;2056;2918;1.5
319;10;2057;2926;1.5
320;10;2058;2932;1.5
321;10;2059;2939;1.5
322;9;2014;544;1.28
323;9;2015;511;1.27
324;9;2016;491;1.27
325;9;2017;486;1.27
326;9;2018;493;1.26
327;9;2019;507;1.26
328;9;2020;527;1.26
329;9;2021;551;1.25
330;9;2022;576;1.25
331;9;2023;603;1.25
332;9;2024;630;1.25
333;9;2025;656;1.25
334;9;2026;680;1.25
335;9;2027;704;1.25
336;9;2028;727;1.25
337;9;2029;748;1.25
338;9;2030;769;1.25
339;9;2031;790;1.25
340;9;2032;810;1.25
341;9;2033;830;1.25
342;9;2034;849;1.25
343;9;2035;869;1.25
344;9;2036;888;1.25
345;9;2037;907;1.25
346;9;2038;925;1.25
347;9;2039;944;1.25
348;9;2040;963;1.25
349;9;2041;981;1.25
350;9;2042;998;1.25
351;9;2043;1015;1.25
352;9;2044;1032;1.25
353;9;2045;1048;1.25
354;9;2046;1063;1.25
355;9;2047;1078;1.25
356;9;2048;1093;1.25
357;9;2049;1107;1.25
358;9;2050;1120;1.25
359;9;2051;1133;1.25
360;9;2052;1145;1.25
361;9;2053;1157;1.25
362;9;2054;1169;1.25
363;9;2055;1179;1.25
364;9;2056;1189;1.25
365;9;2057;1199;1.25
366;9;2058;1208;1.25
367;9;2059;1216;1.25
368;Indonesië;2014;402;1.43
369;Indonesië;2015;386;1.42
370;Indonesië;2016;371;1.41
371;Indonesië;2017;361;1.4
372;Indonesië;2018;355;1.4
373;Indonesië;2019;351;1.4
374;Indonesië;2020;350;1.4
375;Indonesië;2021;349;1.4
376;Indonesië;2022;350;1.4
377;Indonesië;2023;351;1.4
378;Indonesië;2024;353;1.4
379;Indonesië;2025;355;1.4
380;Indonesië;2026;357;1.4
381;Indonesië;2027;358;1.4
382;Indonesië;2028;360;1.4
383;Indonesië;2029;361;1.4
384;Indonesië;2030;361;1.4
385;Indonesië;2031;361;1.4
386;Indonesië;2032;361;1.4
387;Indonesië;2033;361;1.4
388;Indonesië;2034;361;1.4
389;Indonesië;2035;360;1.4
390;Indonesië;2036;360;1.4
391;Indonesië;2037;359;1.4
392;Indonesië;2038;358;1.4
393;Indonesië;2039;357;1.4
394;Indonesië;2040;356;1.4
395;Indonesië;2041;356;1.4
396;Indonesië;2042;355;1.4
397;Indonesië;2043;354;1.4
398;Indonesië;2044;353;1.4
399;Indonesië;2045;352;1.4
400;Indonesië;2046;352;1.4
401;Indonesië;2047;351;1.4
402;Indonesië;2048;350;1.4
403;Indonesië;2049;349;1.4
404;Indonesië;2050;349;1.4
405;Indonesië;2051;348;1.4
406;Indonesië;2052;347;1.4
407;Indonesië;2053;347;1.4
408;Indonesië;2054;346;1.4
409;Indonesië;2055;346;1.4
410;Indonesië;2056;345;1.4
411;Indonesië;2057;345;1.4
412;Indonesië;2058;345;1.4
413;Indonesië;2059;344;1.4
414;1;2014;3740;2.64
415;1;2015;3737;2.61
416;1;2016;3732;2.58
417;1;2017;3728;2.55
418;1;2018;3721;2.53
419;1;2019;3699;2.5
420;1;2020;3665;2.47
421;1;2021;3632;2.45
422;1;2022;3608;2.42
423;1;2023;3596;2.4
424;1;2024;3590;2.38
425;1;2025;3594;2.35
426;1;2026;3603;2.33
427;1;2027;3618;2.31
428;1;2028;3636;2.29
429;1;2029;3657;2.27
430;1;2030;3680;2.25
431;1;2031;3703;2.23
432;1;2032;3726;2.21
433;1;2033;3749;2.2
434;1;2034;3770;2.18
435;1;2035;3789;2.17
436;1;2036;3806;2.15
437;1;2037;3822;2.14
438;1;2038;3835;2.12
439;1;2039;3847;2.11
440;1;2040;3855;2.1
441;1;2041;3862;2.09
442;1;2042;3867;2.07
443;1;2043;3871;2.06
444;1;2044;3873;2.05
445;1;2045;3876;2.05
446;1;2046;3877;2.04
447;1;2047;3880;2.03
448;1;2048;3882;2.02
449;1;2049;3885;2.02
450;1;2050;3889;2.01
451;1;2051;3893;2.01
452;1;2052;3899;2.01
453;1;2053;3906;2.0
454;1;2054;3913;2.0
455;1;2055;3921;2.0
456;1;2056;3930;2.0
457;1;2057;3940;2.0
458;1;2058;3949;2.0
459;1;2059;3956;2.0
460;Nederlandse Antillen en Aruba;2014;1347;1.72
461;Nederlandse Antillen en Aruba;2015;1344;1.72
462;Nederlandse Antillen en Aruba;2016;1342;1.72
463;Nederlandse Antillen en Aruba;2017;1339;1.73
464;Nederlandse Antillen en Aruba;2018;1339;1.73
465;Nederlandse Antillen en Aruba;2019;1341;1.74
466;Nederlandse Antillen en Aruba;2020;1343;1.74
467;Nederlandse Antillen en Aruba;2021;1344;1.75
468;Nederlandse Antillen en Aruba;2022;1344;1.75
469;Nederlandse Antillen en Aruba;2023;1345;1.75
470;Nederlandse Antillen en Aruba;2024;1345;1.75
471;Nederlandse Antillen en Aruba;2025;1346;1.75
472;Nederlandse Antillen en Aruba;2026;1348;1.75
473;Nederlandse Antillen en Aruba;2027;1349;1.75
474;Nederlandse Antillen en Aruba;2028;1351;1.75
475;Nederlandse Antillen en Aruba;2029;1353;1.75
476;Nederlandse Antillen en Aruba;2030;1356;1.75
477;Nederlandse Antillen en Aruba;2031;1358;1.75
478;Nederlandse Antillen en Aruba;2032;1360;1.75
479;Nederlandse Antillen en Aruba;2033;1363;1.75
480;Nederlandse Antillen en Aruba;2034;1367;1.75
481;Nederlandse Antillen en Aruba;2035;1370;1.75
482;Nederlandse Antillen en Aruba;2036;1374;1.75
483;Nederlandse Antillen en Aruba;2037;1378;1.75
484;Nederlandse Antillen en Aruba;2038;1382;1.75
485;Nederlandse Antillen en Aruba;2039;1386;1.75
486;Nederlandse Antillen en Aruba;2040;1391;1.75
487;Nederlandse Antillen en Aruba;2041;1395;1.75
488;Nederlandse Antillen en Aruba;2042;1399;1.75
489;Nederlandse Antillen en Aruba;2043;1403;1.75
490;Nederlandse Antillen en Aruba;2044;1407;1.75
491;Nederlandse Antillen en Aruba;2045;1411;1.75
492;Nederlandse Antillen en Aruba;2046;1414;1.75
493;Nederlandse Antillen en Aruba;2047;1417;1.75
494;Nederlandse Antillen en Aruba;2048;1420;1.75
495;Nederlandse Antillen en Aruba;2049;1423;1.75
496;Nederlandse Antillen en Aruba;2050;1425;1.75
497;Nederlandse Antillen en Aruba;2051;1428;1.75
498;Nederlandse Antillen en Aruba;2052;1430;1.75
499;Nederlandse Antillen en Aruba;2053;1432;1.75
500;Nederlandse Antillen en Aruba;2054;1434;1.75
501;Nederlandse Antillen en Aruba;2055;1435;1.75
502;Nederlandse Antillen en Aruba;2056;1437;1.75
503;Nederlandse Antillen en Aruba;2057;1438;1.75
504;Nederlandse Antillen en Aruba;2058;1439;1.75
505;Nederlandse Antillen en Aruba;2059;1440;1.75
506;3;2014;5354;1.59
507;3;2015;5701;1.59
508;3;2016;6095;1.59
509;3;2017;6492;1.59
510;3;2018;6827;1.6
511;3;2019;7051;1.6
512;3;2020;7185;1.6
513;3;2021;7268;1.6
514;3;2022;7331;1.6
515;3;2023;7381;1.6
516;3;2024;7420;1.6
517;3;2025;7449;1.6
518;3;2026;7472;1.6
519;3;2027;7490;1.6
520;3;2028;7505;1.6
521;3;2029;7521;1.6
522;3;2030;7537;1.6
523;3;2031;7561;1.6
524;3;2032;7590;1.6
525;3;2033;7626;1.6
526;3;2034;7667;1.6
527;3;2035;7709;1.6
528;3;2036;7760;1.6
529;3;2037;7814;1.6
530;3;2038;7869;1.6
531;3;2039;7922;1.6
532;3;2040;7977;1.6
533;3;2041;8029;1.6
534;3;2042;8078;1.6
535;3;2043;8125;1.6
536;3;2044;8167;1.6
537;3;2045;8206;1.6
538;3;2046;8243;1.6
539;3;2047;8277;1.6
540;3;2048;8309;1.6
541;3;2049;8336;1.6
542;3;2050;8364;1.6
543;3;2051;8391;1.6
544;3;2052;8416;1.6
545;3;2053;8439;1.6
546;3;2054;8464;1.6
547;3;2055;8487;1.6
548;3;2056;8506;1.6
549;3;2057;8529;1.6
550;3;2058;8548;1.6
551;3;2059;8568;1.6
552;6;2014;1263;1.54
553;6;2015;1309;1.55
554;6;2016;1358;1.56
555;6;2017;1414;1.58
556;6;2018;1474;1.59
557;6;2019;1540;1.61
558;6;2020;1606;1.63
559;6;2021;1671;1.64
560;6;2022;1732;1.65
561;6;2023;1787;1.65
562;6;2024;1838;1.65
563;6;2025;1887;1.65
564;6;2026;1933;1.65
565;6;2027;1976;1.65
566;6;2028;2017;1.65
567;6;2029;2054;1.65
568;6;2030;2090;1.65
569;6;2031;2124;1.65
570;6;2032;2155;1.65
571;6;2033;2185;1.65
572;6;2034;2213;1.65
573;6;2035;2241;1.65
574;6;2036;2267;1.65
575;6;2037;2293;1.65
576;6;2038;2318;1.65
577;6;2039;2344;1.65
578;6;2040;2368;1.65
579;6;2041;2393;1.65
580;6;2042;2416;1.65
581;6;2043;2440;1.65
582;6;2044;2463;1.65
583;6;2045;2486;1.65
584;6;2046;2508;1.65
585;6;2047;2529;1.65
586;6;2048;2550;1.65
587;6;2049;2570;1.65
588;6;2050;2590;1.65
589;6;2051;2610;1.65
590;6;2052;2628;1.65
591;6;2053;2646;1.65
592;6;2054;2663;1.65
593;6;2055;2680;1.65
594;6;2056;2697;1.65
595;6;2057;2713;1.65
596;6;2058;2729;1.65
597;6;2059;2744;1.65
598;Marokko;2014;4169;2.74
599;Marokko;2015;3817;2.7
600;Marokko;2016;3488;2.65
601;Marokko;2017;3189;2.61
602;Marokko;2018;2916;2.57
603;Marokko;2019;2665;2.53
604;Marokko;2020;2439;2.49
605;Marokko;2021;2234;2.45
606;Marokko;2022;2054;2.42
607;Marokko;2023;1893;2.38
608;Marokko;2024;1753;2.35
609;Marokko;2025;1633;2.32
610;Marokko;2026;1529;2.29
611;Marokko;2027;1441;2.27
612;Marokko;2028;1367;2.24
613;Marokko;2029;1305;2.22
614;Marokko;2030;1253;2.2
615;Marokko;2031;1209;2.17
616;Marokko;2032;1172;2.16
617;Marokko;2033;1140;2.14
618;Marokko;2034;1113;2.12
619;Marokko;2035;1089;2.1
620;Marokko;2036;1069;2.09
621;Marokko;2037;1051;2.08
622;Marokko;2038;1036;2.06
623;Marokko;2039;1023;2.05
624;Marokko;2040;1013;2.04
625;Marokko;2041;1004;2.04
626;Marokko;2042;997;2.03
627;Marokko;2043;991;2.02
628;Marokko;2044;986;2.02
629;Marokko;2045;984;2.01
630;Marokko;2046;981;2.01
631;Marokko;2047;979;2.0
632;Marokko;2048;979;2.0
633;Marokko;2049;979;2.0
634;Marokko;2050;979;2.0
635;Marokko;2051;980;2.0
636;Marokko;2052;981;2.0
637;Marokko;2053;982;2.0
638;Marokko;2054;983;2.0
639;Marokko;2055;983;2.0
640;Marokko;2056;984;2.0
641;Marokko;2057;984;2.0
642;Marokko;2058;985;2.0
643;Marokko;2059;984;2.0
644;Suriname;2014;1530;1.66
645;Suriname;2015;1444;1.7
646;Suriname;2016;1372;1.73
647;Suriname;2017;1297;1.75
648;Suriname;2018;1220;1.75
649;Suriname;2019;1152;1.75
650;Suriname;2020;1093;1.75
651;Suriname;2021;1038;1.75
652;Suriname;2022;988;1.75
653;Suriname;2023;940;1.75
654;Suriname;2024;899;1.75
655;Suriname;2025;860;1.75
656;Suriname;2026;824;1.75
657;Suriname;2027;791;1.75
658;Suriname;2028;761;1.75
659;Suriname;2029;735;1.75
660;Suriname;2030;711;1.75
661;Suriname;2031;690;1.75
662;Suriname;2032;672;1.75
663;Suriname;2033;656;1.75
664;Suriname;2034;642;1.75
665;Suriname;2035;630;1.75
666;Suriname;2036;620;1.75
667;Suriname;2037;611;1.75
668;Suriname;2038;604;1.75
669;Suriname;2039;598;1.75
670;Suriname;2040;593;1.75
671;Suriname;2041;588;1.75
672;Suriname;2042;585;1.75
673;Suriname;2043;582;1.75
674;Suriname;2044;579;1.75
675;Suriname;2045;577;1.75
676;Suriname;2046;575;1.75
677;Suriname;2047;573;1.75
678;Suriname;2048;571;1.75
679;Suriname;2049;569;1.75
680;Suriname;2050;566;1.75
681;Suriname;2051;564;1.75
682;Suriname;2052;562;1.75
683;Suriname;2053;560;1.75
684;Suriname;2054;558;1.75
685;Suriname;2055;556;1.75
686;Suriname;2056;554;1.75
687;Suriname;2057;552;1.75
688;Suriname;2058;551;1.75
