ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WajongUitkeringen_3;WAZUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
20;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2003 1e kwartaal;991820.0;799880.0;135100.0;56840.0;;
21;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2003 2e kwartaal;989010.0;795890.0;135950.0;57160.0;;
22;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2003 3e kwartaal;984620.0;790460.0;137010.0;57150.0;;
23;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2003 4e kwartaal;981750.0;787100.0;138000.0;56650.0;;
24;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2004 1e kwartaal;972010.0;777610.0;138850.0;55550.0;;
25;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2004 2e kwartaal;968160.0;772780.0;139990.0;55400.0;;
26;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2004 3e kwartaal;964310.0;767720.0;141470.0;55110.0;;
27;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2004 4e kwartaal;960570.0;762650.0;142380.0;55530.0;;
28;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2005 1e kwartaal;950360.0;751900.0;143550.0;54910.0;;
29;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2005 2e kwartaal;934470.0;734840.0;144380.0;55250.0;;
30;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2005 3e kwartaal;917910.0;718790.0;145730.0;53380.0;;
31;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2005 4e kwartaal;899310.0;699990.0;147020.0;52300.0;;
32;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2006 1e kwartaal;889110.0;685080.0;149040.0;51070.0;730.0;3190.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2006 2e kwartaal;877850.0;668740.0;150890.0;49510.0;1580.0;7140.0
34;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2006 3e kwartaal;868570.0;653980.0;152860.0;48090.0;2560.0;11090.0
35;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2006 4e kwartaal;863420.0;641830.0;155530.0;46980.0;3730.0;15350.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2007 1e kwartaal;856660.0;628590.0;158290.0;45690.0;4900.0;19190.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2007 2e kwartaal;851140.0;616990.0;161000.0;44530.0;6080.0;22530.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2007 3e kwartaal;846960.0;605960.0;163970.0;43500.0;7170.0;26370.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2007 4e kwartaal;846570.0;598870.0;166550.0;42770.0;8430.0;29950.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2008 1e kwartaal;844720.0;589850.0;169330.0;41720.0;9750.0;34070.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2008 2e kwartaal;841810.0;580240.0;172270.0;40570.0;11100.0;37640.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2008 3e kwartaal;839570.0;570440.0;175460.0;39630.0;12410.0;41630.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2008 4e kwartaal;837500.0;561150.0;178170.0;38710.0;13860.0;45610.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2009 1e kwartaal;835880.0;551440.0;181240.0;37650.0;15530.0;50030.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2009 2e kwartaal;832580.0;541870.0;184150.0;36590.0;16640.0;53320.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2009 3e kwartaal;831470.0;532580.0;187820.0;35590.0;18140.0;57350.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2009 4e kwartaal;834140.0;524950.0;191700.0;34660.0;20070.0;62750.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2010 1e kwartaal;830050.0;512050.0;195090.0;33120.0;22180.0;67610.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2010 2e kwartaal;827640.0;501660.0;198080.0;32050.0;23930.0;71930.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2010 3e kwartaal;828710.0;493910.0;201040.0;31170.0;25910.0;76690.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2010 4e kwartaal;831940.0;486320.0;205140.0;30410.0;28180.0;81900.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2011 1e kwartaal;830570.0;475850.0;208180.0;29230.0;30290.0;87020.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2011 2e kwartaal;826720.0;463870.0;210950.0;27970.0;32220.0;91720.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2011 3e kwartaal;825040.0;453310.0;213750.0;26930.0;33960.0;97090.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2011 4e kwartaal;824540.0;443930.0;216240.0;26030.0;35980.0;102370.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2012 1e kwartaal;821250.0;432130.0;219010.0;24860.0;37990.0;107250.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2012 2e kwartaal;819740.0;425120.0;221010.0;24200.0;39490.0;109920.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2012 3e kwartaal;817470.0;415080.0;223830.0;23320.0;41180.0;114060.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2012 4e kwartaal;816890.0;406160.0;226480.0;22520.0;42890.0;118840.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2013 1e kwartaal;819410.0;399330.0;229490.0;21920.0;45080.0;123590.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2013 2e kwartaal;817560.0;389770.0;232550.0;21100.0;47070.0;127070.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2013 3e kwartaal;817040.0;380890.0;235690.0;20280.0;49040.0;131130.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2013 4e kwartaal;817840.0;373100.0;238710.0;19580.0;51540.0;134900.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2014 1e kwartaal;820620.0;367030.0;241770.0;19070.0;54380.0;138370.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2014 2e kwartaal;820240.0;358950.0;244670.0;18400.0;56910.0;141320.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2014 3e kwartaal;819570.0;350570.0;247500.0;17720.0;59030.0;144750.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2014 4e kwartaal;820340.0;342970.0;250600.0;17160.0;61360.0;148240.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2015 1e kwartaal;820590.0;337650.0;250580.0;16780.0;64810.0;150750.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2015 2e kwartaal;815590.0;329920.0;249630.0;16190.0;67390.0;152450.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2015 3e kwartaal;810830.0;322390.0;248510.0;15630.0;69890.0;154410.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Regio totaal;2015 4e kwartaal;807340.0;315080.0;247540.0;15100.0;72100.0;157510.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1998 1e kwartaal;868880.0;698830.0;113130.0;56930.0;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1998 2e kwartaal;873290.0;701630.0;114490.0;57170.0;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1998 3e kwartaal;875990.0;703820.0;115060.0;57100.0;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1998 4e kwartaal;887600.0;711190.0;118400.0;58010.0;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1999 1e kwartaal;887800.0;712680.0;118470.0;56660.0;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1999 2e kwartaal;892730.0;717050.0;119450.0;56240.0;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1999 3e kwartaal;897960.0;720530.0;121540.0;55890.0;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;1999 4e kwartaal;903580.0;725150.0;122570.0;55860.0;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 1e kwartaal;915430.0;735410.0;123650.0;56380.0;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 2e kwartaal;922070.0;740730.0;124660.0;56690.0;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 3e kwartaal;924260.0;742350.0;125390.0;56520.0;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2000 4e kwartaal;935390.0;752110.0;126440.0;56840.0;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 1e kwartaal;943390.0;759500.0;127250.0;56640.0;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 2e kwartaal;949670.0;765840.0;127480.0;56340.0;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 3e kwartaal;952380.0;767680.0;128650.0;56050.0;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2001 4e kwartaal;960150.0;774350.0;129520.0;56280.0;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 1e kwartaal;964360.0;778060.0;130380.0;55910.0;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 2e kwartaal;966920.0;779850.0;131070.0;55990.0;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 3e kwartaal;967640.0;779620.0;132100.0;55920.0;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2002 4e kwartaal;972200.0;782640.0;133310.0;56240.0;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 1e kwartaal;971000.0;780870.0;134120.0;56010.0;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 2e kwartaal;964260.0;773390.0;134990.0;55880.0;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 3e kwartaal;961050.0;768930.0;136060.0;56060.0;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2003 4e kwartaal;959150.0;766530.0;137050.0;55570.0;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 1e kwartaal;949590.0;757280.0;137840.0;54470.0;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 2e kwartaal;945680.0;752400.0;138980.0;54300.0;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 3e kwartaal;942000.0;747510.0;140480.0;54020.0;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2004 4e kwartaal;938330.0;742470.0;141400.0;54460.0;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 1e kwartaal;928300.0;731900.0;142560.0;53830.0;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 2e kwartaal;912590.0;715010.0;143410.0;54170.0;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 3e kwartaal;896160.0;699130.0;144730.0;52290.0;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2005 4e kwartaal;877640.0;680450.0;146010.0;51180.0;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 1e kwartaal;867950.0;665930.0;148150.0;49950.0;730.0;3190.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 2e kwartaal;851170.0;646320.0;147940.0;48190.0;1580.0;7140.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 3e kwartaal;842280.0;631960.0;149900.0;46780.0;2560.0;11090.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2006 4e kwartaal;837620.0;620290.0;152560.0;45690.0;3730.0;15350.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 1e kwartaal;831440.0;607560.0;155380.0;44420.0;4900.0;19190.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 2e kwartaal;826760.0;596670.0;158190.0;43300.0;6080.0;22530.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 3e kwartaal;823110.0;586160.0;161130.0;42280.0;7170.0;26370.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2007 4e kwartaal;822940.0;579230.0;163760.0;41570.0;8430.0;29950.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 1e kwartaal;822110.0;570610.0;167140.0;40540.0;9750.0;34070.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 2e kwartaal;819790.0;561420.0;170210.0;39410.0;11100.0;37640.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 3e kwartaal;817920.0;552010.0;173400.0;38470.0;12410.0;41630.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2008 4e kwartaal;816650.0;543040.0;176570.0;37580.0;13860.0;45610.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 1e kwartaal;814470.0;533720.0;179730.0;36530.0;15110.0;49390.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 2e kwartaal;811300.0;524020.0;182700.0;35500.0;16310.0;52770.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 3e kwartaal;810050.0;515060.0;186400.0;34520.0;17580.0;56480.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2009 4e kwartaal;812560.0;507480.0;190260.0;33600.0;19450.0;61780.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 1e kwartaal;804440.0;492190.0;193230.0;31960.0;21200.0;65860.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 2e kwartaal;802140.0;482210.0;196100.0;30930.0;22860.0;70040.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 3e kwartaal;803160.0;474680.0;199050.0;30070.0;24710.0;74650.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2010 4e kwartaal;806110.0;467220.0;203100.0;29310.0;26800.0;79690.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 1e kwartaal;805460.0;457450.0;206430.0;28160.0;28730.0;84680.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 2e kwartaal;802120.0;446010.0;209290.0;26930.0;30590.0;89300.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 3e kwartaal;800240.0;435500.0;212100.0;25900.0;32240.0;94500.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2011 4e kwartaal;799050.0;425840.0;214550.0;24990.0;34100.0;99570.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2012 1e kwartaal;795980.0;414470.0;217350.0;23860.0;36010.0;104290.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2012 2e kwartaal;794300.0;407550.0;219330.0;23200.0;37410.0;106810.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2012 3e kwartaal;791890.0;397760.0;222070.0;22350.0;38980.0;110720.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2012 4e kwartaal;791230.0;389100.0;224690.0;21570.0;40600.0;115270.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2013 1e kwartaal;793640.0;382480.0;227710.0;21000.0;42640.0;119820.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2013 2e kwartaal;792190.0;373420.0;230790.0;20210.0;44570.0;123210.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2013 3e kwartaal;791030.0;364380.0;233890.0;19400.0;46400.0;126960.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2013 4e kwartaal;791670.0;356700.0;236910.0;18750.0;48790.0;130540.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2014 1e kwartaal;794330.0;350740.0;240000.0;18240.0;51510.0;133850.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2014 2e kwartaal;793990.0;342910.0;242890.0;17610.0;53940.0;136650.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2014 3e kwartaal;793080.0;334560.0;245830.0;16950.0;55930.0;139820.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2014 4e kwartaal;793780.0;327080.0;248990.0;16410.0;58150.0;143160.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2015 1e kwartaal;794040.0;321960.0;248990.0;16040.0;61490.0;145560.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2015 2e kwartaal;788910.0;314280.0;248160.0;15470.0;63940.0;147060.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2015 3e kwartaal;784090.0;306770.0;247100.0;14910.0;66420.0;148900.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Nederland;2015 4e kwartaal;780610.0;299720.0;246260.0;14420.0;68440.0;151770.0
144;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1998 1e kwartaal;19290.0;17670.0;960.0;660.0;;
145;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1998 2e kwartaal;19260.0;17650.0;940.0;680.0;;
146;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1998 3e kwartaal;19180.0;17530.0;930.0;710.0;;
147;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1998 4e kwartaal;19230.0;17510.0;980.0;750.0;;
148;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1999 1e kwartaal;22150.0;20390.0;980.0;790.0;;
149;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1999 2e kwartaal;22240.0;20440.0;1010.0;800.0;;
150;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1999 3e kwartaal;22170.0;20370.0;990.0;800.0;;
151;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;1999 4e kwartaal;22310.0;20500.0;990.0;830.0;;
152;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2000 1e kwartaal;22110.0;20310.0;1020.0;780.0;;
153;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2000 2e kwartaal;21480.0;19820.0;900.0;760.0;;
154;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2000 3e kwartaal;21550.0;19870.0;900.0;770.0;;
155;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2000 4e kwartaal;21590.0;19890.0;910.0;790.0;;
156;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2001 1e kwartaal;21320.0;19650.0;900.0;770.0;;
157;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2001 2e kwartaal;22950.0;20760.0;1340.0;850.0;;
158;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2001 3e kwartaal;21110.0;19350.0;960.0;810.0;;
159;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2001 4e kwartaal;21060.0;19310.0;950.0;800.0;;
160;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2002 1e kwartaal;20720.0;19020.0;910.0;790.0;;
161;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2002 2e kwartaal;20660.0;18970.0;900.0;790.0;;
162;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2002 3e kwartaal;20560.0;18830.0;930.0;800.0;;
163;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2002 4e kwartaal;20610.0;18880.0;920.0;810.0;;
164;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2003 1e kwartaal;20820.0;19010.0;980.0;820.0;;
165;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2003 2e kwartaal;24750.0;22500.0;960.0;1290.0;;
166;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2003 3e kwartaal;23580.0;21540.0;950.0;1090.0;;
167;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2003 4e kwartaal;22600.0;20570.0;950.0;1080.0;;
168;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2004 1e kwartaal;22410.0;20330.0;1010.0;1080.0;;
169;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2004 2e kwartaal;22480.0;20380.0;1010.0;1100.0;;
170;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2004 3e kwartaal;22310.0;20220.0;1000.0;1090.0;;
171;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2004 4e kwartaal;22240.0;20180.0;980.0;1080.0;;
172;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2005 1e kwartaal;22070.0;20000.0;990.0;1080.0;;
173;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2005 2e kwartaal;21890.0;19830.0;970.0;1080.0;;
174;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2005 3e kwartaal;21750.0;19660.0;1000.0;1090.0;;
175;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2005 4e kwartaal;21670.0;19540.0;1010.0;1120.0;;
176;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2006 1e kwartaal;21150.0;19150.0;890.0;1120.0;0.0;0.0
177;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2006 2e kwartaal;26680.0;22420.0;2950.0;1310.0;0.0;0.0
178;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2006 3e kwartaal;26300.0;22020.0;2960.0;1310.0;0.0;0.0
179;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2006 4e kwartaal;25800.0;21540.0;2970.0;1290.0;0.0;0.0
180;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2007 1e kwartaal;25210.0;21040.0;2910.0;1270.0;0.0;0.0
181;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2007 2e kwartaal;24380.0;20320.0;2820.0;1240.0;0.0;0.0
182;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2007 3e kwartaal;23860.0;19800.0;2850.0;1220.0;0.0;0.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2007 4e kwartaal;23640.0;19650.0;2790.0;1200.0;0.0;0.0
184;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2008 1e kwartaal;22610.0;19230.0;2180.0;1190.0;0.0;0.0
185;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2008 2e kwartaal;22030.0;18820.0;2050.0;1160.0;0.0;0.0
186;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2008 3e kwartaal;21650.0;18430.0;2060.0;1170.0;0.0;0.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2008 4e kwartaal;20850.0;18120.0;1600.0;1140.0;0.0;0.0
188;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2009 1e kwartaal;21420.0;17720.0;1510.0;1120.0;420.0;640.0
189;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2009 2e kwartaal;21280.0;17850.0;1450.0;1090.0;330.0;550.0
190;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2009 3e kwartaal;21430.0;17520.0;1410.0;1080.0;550.0;870.0
191;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2009 4e kwartaal;21570.0;17470.0;1450.0;1060.0;630.0;970.0
192;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2010 1e kwartaal;17370.0;14380.0;360.0;810.0;740.0;1080.0
193;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2010 2e kwartaal;17050.0;13950.0;340.0;770.0;830.0;1150.0
194;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2010 3e kwartaal;18690.0;15320.0;380.0;860.0;920.0;1220.0
195;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2010 4e kwartaal;18980.0;15100.0;380.0;850.0;1180.0;1470.0
196;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2011 1e kwartaal;19170.0;14960.0;380.0;840.0;1340.0;1650.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2011 2e kwartaal;19120.0;14600.0;370.0;830.0;1470.0;1860.0
198;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2011 3e kwartaal;20480.0;15610.0;410.0;880.0;1570.0;2010.0
199;Totaal mannen en vrouwen;Totaal leeftijd;Buitenland;2011 4e kwartaal;21030.0;15770.0;420.0;890.0;1720.0;2230.0
