ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;OverigeSeizoenrecreatieveLogiesvormen_4;TotaalToeristischeLogiesvormen_5;TLWoningVanAndereParticulier_6;TLHotel_7;TLZomerhuisjeBungalow_8;TLTentBungalowtent_9;TLCaravanVouwwagen_10;TLJeugdherbergOfAndereGroepsaccommo_11;OverigeToeristischeLogiesvormen_12
34;Noordzeebadplaatsen (TR);2006;999.0;291.0;127.0;164.0;708.0;24.0;306.0;206.0;41.0;56.0;35.0;39.0
35;Noordzeebadplaatsen (TR);2007;1039.0;307.0;133.0;174.0;731.0;19.0;298.0;247.0;40.0;59.0;24.0;43.0
36;Noordzeebadplaatsen (TR);2008;977.0;219.0;54.0;164.0;759.0;19.0;331.0;235.0;49.0;68.0;17.0;39.0
37;Noordzeebadplaatsen (TR);2009;1098.0;288.0;120.0;168.0;810.0;29.0;340.0;272.0;41.0;65.0;33.0;31.0
38;Noordzeebadplaatsen (TR);2010;1026.0;185.0;72.0;113.0;841.0;29.0;371.0;275.0;40.0;45.0;33.0;49.0
39;Noordzeebadplaatsen (TR);2011;1067.0;277.0;129.0;149.0;790.0;29.0;290.0;265.0;45.0;82.0;35.0;45.0
40;Noordzeebadplaatsen (TR);2012;1243.0;344.0;183.0;161.0;900.0;62.0;395.0;245.0;35.0;77.0;30.0;55.0
41;Noordzeebadplaatsen (TR);2013;1159.0;264.0;117.0;147.0;895.0;52.0;413.0;251.0;40.0;70.0;17.0;51.0
42;Noordzeebadplaatsen (TR);2014;1220.0;375.0;161.0;214.0;844.0;54.0;384.0;190.0;59.0;75.0;24.0;56.0
43;Noordzeebadplaatsen (TR);2015;1105.0;261.0;94.0;167.0;844.0;80.0;337.0;241.0;39.0;80.0;8.0;60.0
44;Noordzeebadplaatsen (TR);2016;1056.0;209.0;141.0;68.0;847.0;84.0;391.0;219.0;32.0;60.0;15.0;46.0
45;IJsselmeerkust (TR);2002;395.0;182.0;99.0;83.0;214.0;18.0;54.0;64.0;26.0;19.0;6.0;27.0
46;IJsselmeerkust (TR);2003;452.0;200.0;105.0;94.0;253.0;12.0;45.0;113.0;29.0;15.0;12.0;28.0
47;IJsselmeerkust (TR);2004;481.0;218.0;146.0;72.0;264.0;18.0;53.0;95.0;36.0;22.0;9.0;29.0
48;IJsselmeerkust (TR);2005;402.0;141.0;71.0;70.0;261.0;3.0;51.0;125.0;35.0;22.0;8.0;17.0
49;IJsselmeerkust (TR);2006;367.0;110.0;48.0;61.0;257.0;22.0;46.0;78.0;47.0;31.0;8.0;26.0
50;IJsselmeerkust (TR);2007;373.0;112.0;44.0;68.0;261.0;24.0;45.0;94.0;39.0;28.0;12.0;19.0
51;IJsselmeerkust (TR);2008;540.0;236.0;37.0;199.0;304.0;17.0;64.0;111.0;41.0;36.0;4.0;30.0
52;IJsselmeerkust (TR);2009;471.0;136.0;74.0;61.0;336.0;17.0;50.0;147.0;27.0;43.0;7.0;44.0
53;IJsselmeerkust (TR);2010;505.0;165.0;73.0;92.0;340.0;13.0;90.0;121.0;44.0;27.0;4.0;42.0
54;IJsselmeerkust (TR);2011;596.0;252.0;112.0;141.0;343.0;9.0;71.0;157.0;29.0;43.0;3.0;31.0
55;IJsselmeerkust (TR);2012;564.0;186.0;74.0;112.0;378.0;22.0;145.0;117.0;29.0;26.0;6.0;32.0
56;IJsselmeerkust (TR);2013;718.0;262.0;103.0;159.0;456.0;20.0;126.0;135.0;42.0;45.0;12.0;76.0
57;IJsselmeerkust (TR);2014;762.0;324.0;184.0;140.0;438.0;15.0;125.0;152.0;52.0;23.0;14.0;58.0
58;IJsselmeerkust (TR);2015;484.0;106.0;58.0;49.0;378.0;25.0;156.0;99.0;31.0;20.0;13.0;33.0
59;IJsselmeerkust (TR);2016;561.0;106.0;59.0;47.0;456.0;24.0;126.0;150.0;40.0;47.0;13.0;56.0
60;Deltagebied (TR);2002;540.0;311.0;114.0;197.0;229.0;33.0;39.0;71.0;14.0;34.0;20.0;17.0
61;Deltagebied (TR);2003;471.0;208.0;81.0;128.0;262.0;38.0;59.0;67.0;27.0;34.0;4.0;34.0
62;Deltagebied (TR);2004;458.0;187.0;97.0;91.0;271.0;48.0;67.0;61.0;37.0;43.0;6.0;8.0
63;Deltagebied (TR);2005;405.0;167.0;119.0;47.0;238.0;16.0;60.0;69.0;41.0;24.0;4.0;24.0
64;Deltagebied (TR);2006;406.0;146.0;133.0;14.0;259.0;40.0;59.0;55.0;24.0;26.0;27.0;28.0
65;Deltagebied (TR);2007;399.0;149.0;92.0;58.0;250.0;19.0;75.0;91.0;9.0;19.0;10.0;27.0
66;Deltagebied (TR);2008;457.0;237.0;112.0;125.0;220.0;22.0;52.0;79.0;24.0;29.0;2.0;12.0
67;Deltagebied (TR);2009;313.0;123.0;89.0;34.0;190.0;28.0;47.0;53.0;14.0;32.0;4.0;13.0
68;Deltagebied (TR);2010;384.0;164.0;103.0;62.0;220.0;40.0;55.0;56.0;13.0;31.0;7.0;17.0
69;Deltagebied (TR);2011;308.0;88.0;59.0;29.0;220.0;17.0;95.0;60.0;4.0;18.0;7.0;18.0
70;Deltagebied (TR);2012;406.0;144.0;107.0;37.0;262.0;36.0;113.0;53.0;8.0;18.0;5.0;31.0
71;Deltagebied (TR);2013;372.0;115.0;95.0;20.0;258.0;30.0;103.0;63.0;11.0;5.0;19.0;27.0
72;Deltagebied (TR);2014;;;;;;;;;;;;
73;Deltagebied (TR);2015;;;;;;;;;;;;
74;Deltagebied (TR);2016;418.0;150.0;71.0;79.0;268.0;42.0;106.0;48.0;14.0;22.0;3.0;34.0
75;Meren in Gron., Friesl., N.W.-Overijssel;2002;295.0;134.0;67.0;67.0;161.0;25.0;38.0;16.0;6.0;5.0;29.0;43.0
76;Meren in Gron., Friesl., N.W.-Overijssel;2003;227.0;76.0;17.0;60.0;150.0;8.0;21.0;37.0;23.0;14.0;22.0;24.0
77;Meren in Gron., Friesl., N.W.-Overijssel;2004;308.0;124.0;86.0;38.0;184.0;20.0;40.0;22.0;21.0;26.0;22.0;32.0
78;Meren in Gron., Friesl., N.W.-Overijssel;2005;279.0;89.0;32.0;57.0;190.0;31.0;55.0;17.0;21.0;29.0;14.0;23.0
79;Meren in Gron., Friesl., N.W.-Overijssel;2006;222.0;62.0;30.0;32.0;160.0;32.0;49.0;28.0;9.0;12.0;18.0;12.0
80;Meren in Gron., Friesl., N.W.-Overijssel;2007;300.0;111.0;63.0;48.0;190.0;23.0;56.0;35.0;2.0;19.0;14.0;42.0
81;Meren in Gron., Friesl., N.W.-Overijssel;2008;235.0;77.0;29.0;48.0;158.0;12.0;51.0;41.0;;13.0;;17.0
82;Meren in Gron., Friesl., N.W.-Overijssel;2009;190.0;65.0;26.0;39.0;125.0;14.0;40.0;24.0;7.0;14.0;9.0;17.0
83;Meren in Gron., Friesl., N.W.-Overijssel;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0
84;Meren in Gron., Friesl., N.W.-Overijssel;2011;;;;;;;;;;;;
85;Meren in Gron., Friesl., N.W.-Overijssel;2012;273.0;77.0;43.0;34.0;196.0;23.0;88.0;30.0;5.0;16.0;6.0;30.0
86;Meren in Gron., Friesl., N.W.-Overijssel;2013;;;;;;;;;;;;
87;Meren in Gron., Friesl., N.W.-Overijssel;2014;;;;;;;;;;;;
88;Meren in Gron., Friesl., N.W.-Overijssel;2015;;;;;;;;;;;;
89;Meren in Gron., Friesl., N.W.-Overijssel;2016;;;;;;;;;;;;
90;Hollands-Utrechtse meren (TR);2002;175.0;111.0;33.0;78.0;64.0;3.0;22.0;9.0;6.0;3.0;6.0;16.0
91;Hollands-Utrechtse meren (TR);2003;156.0;87.0;22.0;64.0;69.0;8.0;37.0;4.0;10.0;0.0;1.0;9.0
92;Hollands-Utrechtse meren (TR);2004;145.0;111.0;21.0;91.0;34.0;2.0;18.0;0.0;4.0;5.0;0.0;4.0
93;Hollands-Utrechtse meren (TR);2005;52.0;31.0;10.0;20.0;21.0;3.0;7.0;0.0;5.0;2.0;0.0;4.0
94;Hollands-Utrechtse meren (TR);2006;98.0;71.0;12.0;59.0;27.0;1.0;16.0;0.0;5.0;6.0;0.0;0.0
95;Hollands-Utrechtse meren (TR);2007;49.0;21.0;14.0;7.0;28.0;8.0;12.0;1.0;4.0;0.0;2.0;1.0
96;Hollands-Utrechtse meren (TR);2008;38.0;16.0;3.0;13.0;22.0;9.0;5.0;3.0;;0.0;;2.0
97;Hollands-Utrechtse meren (TR);2009;73.0;47.0;3.0;45.0;25.0;2.0;10.0;4.0;2.0;0.0;0.0;7.0
98;Hollands-Utrechtse meren (TR);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
99;Hollands-Utrechtse meren (TR);2011;;;;;;;;;;;;
100;Hollands-Utrechtse meren (TR);2012;53.0;14.0;7.0;7.0;39.0;12.0;17.0;;6.0;;;5.0
101;Hollands-Utrechtse meren (TR);2013;;;;;;;;;;;;
102;Hollands-Utrechtse meren (TR);2014;;;;;;;;;;;;
103;Hollands-Utrechtse meren (TR);2015;;;;;;;;;;;;
104;Hollands-Utrechtse meren (TR);2016;;;;;;;;;;;;
105;Utrechtse Heuvelrug en 't Gooi (TR);2002;284.0;153.0;94.0;59.0;131.0;10.0;31.0;15.0;19.0;18.0;36.0;2.0
106;Utrechtse Heuvelrug en 't Gooi (TR);2003;231.0;61.0;50.0;11.0;170.0;8.0;60.0;24.0;24.0;32.0;14.0;9.0
107;Utrechtse Heuvelrug en 't Gooi (TR);2004;185.0;71.0;44.0;27.0;114.0;14.0;38.0;7.0;17.0;18.0;18.0;3.0
108;Utrechtse Heuvelrug en 't Gooi (TR);2005;285.0;121.0;82.0;39.0;164.0;20.0;71.0;5.0;28.0;17.0;13.0;9.0
109;Utrechtse Heuvelrug en 't Gooi (TR);2006;266.0;76.0;67.0;9.0;190.0;10.0;81.0;11.0;22.0;17.0;34.0;15.0
110;Utrechtse Heuvelrug en 't Gooi (TR);2007;220.0;71.0;69.0;2.0;149.0;6.0;58.0;19.0;26.0;3.0;33.0;5.0
111;Utrechtse Heuvelrug en 't Gooi (TR);2008;197.0;61.0;47.0;15.0;136.0;13.0;63.0;7.0;;5.0;;18.0
112;Utrechtse Heuvelrug en 't Gooi (TR);2009;208.0;59.0;32.0;27.0;149.0;5.0;67.0;9.0;25.0;11.0;25.0;7.0
113;Utrechtse Heuvelrug en 't Gooi (TR);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
114;Utrechtse Heuvelrug en 't Gooi (TR);2011;;;;;;;;;;;;
115;Utrechtse Heuvelrug en 't Gooi (TR);2012;221.0;55.0;38.0;16.0;166.0;7.0;99.0;15.0;16.0;13.0;10.0;6.0
116;Utrechtse Heuvelrug en 't Gooi (TR);2013;;;;;;;;;;;;
117;Utrechtse Heuvelrug en 't Gooi (TR);2014;;;;;;;;;;;;
118;Utrechtse Heuvelrug en 't Gooi (TR);2015;;;;;;;;;;;;
119;Utrechtse Heuvelrug en 't Gooi (TR);2016;;;;;;;;;;;;
120;Veluwe en Veluwerand (TR);2002;1016.0;339.0;264.0;75.0;677.0;34.0;185.0;231.0;53.0;58.0;79.0;37.0
121;Veluwe en Veluwerand (TR);2003;1002.0;417.0;346.0;71.0;585.0;26.0;183.0;211.0;34.0;75.0;33.0;22.0
122;Veluwe en Veluwerand (TR);2004;1062.0;499.0;372.0;126.0;563.0;9.0;162.0;242.0;34.0;56.0;42.0;18.0
123;Veluwe en Veluwerand (TR);2005;1055.0;421.0;298.0;123.0;634.0;34.0;208.0;253.0;31.0;43.0;43.0;22.0
124;Veluwe en Veluwerand (TR);2006;1175.0;494.0;356.0;138.0;682.0;27.0;219.0;278.0;41.0;68.0;31.0;18.0
125;Veluwe en Veluwerand (TR);2007;1154.0;439.0;269.0;170.0;714.0;19.0;283.0;241.0;33.0;75.0;47.0;16.0
126;Veluwe en Veluwerand (TR);2008;930.0;253.0;173.0;80.0;678.0;32.0;230.0;256.0;28.0;75.0;29.0;27.0
127;Veluwe en Veluwerand (TR);2009;1002.0;288.0;182.0;106.0;714.0;30.0;296.0;259.0;30.0;44.0;28.0;27.0
128;Veluwe en Veluwerand (TR);2010;1029.0;327.0;241.0;87.0;701.0;20.0;289.0;279.0;17.0;51.0;27.0;18.0
129;Veluwe en Veluwerand (TR);2011;1090.0;418.0;244.0;173.0;672.0;16.0;278.0;227.0;21.0;89.0;25.0;16.0
130;Veluwe en Veluwerand (TR);2012;1210.0;442.0;173.0;269.0;768.0;35.0;306.0;263.0;23.0;82.0;30.0;30.0
131;Veluwe en Veluwerand (TR);2013;989.0;282.0;173.0;109.0;706.0;51.0;309.0;207.0;19.0;59.0;29.0;32.0
132;Veluwe en Veluwerand (TR);2014;1055.0;344.0;249.0;95.0;711.0;33.0;331.0;199.0;39.0;51.0;15.0;42.0
133;Veluwe en Veluwerand (TR);2015;949.0;206.0;138.0;68.0;744.0;53.0;303.0;228.0;12.0;57.0;42.0;48.0
134;Veluwe en Veluwerand (TR);2016;929.0;182.0;103.0;80.0;747.0;65.0;341.0;208.0;32.0;43.0;32.0;26.0
135;Gelders Rivierengebied (TR);2002;64.0;30.0;22.0;8.0;34.0;7.0;14.0;3.0;2.0;7.0;0.0;2.0
136;Gelders Rivierengebied (TR);2003;79.0;34.0;32.0;2.0;44.0;11.0;19.0;2.0;3.0;7.0;3.0;0.0
137;Gelders Rivierengebied (TR);2004;40.0;4.0;1.0;3.0;35.0;5.0;8.0;3.0;7.0;9.0;2.0;0.0
138;Gelders Rivierengebied (TR);2005;59.0;18.0;14.0;3.0;42.0;6.0;7.0;6.0;3.0;18.0;2.0;0.0
139;Gelders Rivierengebied (TR);2006;139.0;78.0;4.0;74.0;61.0;2.0;12.0;2.0;12.0;17.0;0.0;15.0
140;Gelders Rivierengebied (TR);2007;119.0;65.0;14.0;51.0;54.0;7.0;14.0;10.0;4.0;5.0;9.0;6.0
141;Gelders Rivierengebied (TR);2008;59.0;10.0;10.0;0.0;49.0;7.0;9.0;6.0;;13.0;;8.0
142;Gelders Rivierengebied (TR);2009;74.0;22.0;18.0;4.0;51.0;7.0;21.0;2.0;7.0;4.0;4.0;6.0
143;Gelders Rivierengebied (TR);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
144;Gelders Rivierengebied (TR);2011;;;;;;;;;;;;
145;Gelders Rivierengebied (TR);2012;100.0;38.0;6.0;31.0;63.0;5.0;16.0;12.0;9.0;10.0;6.0;4.0
146;Gelders Rivierengebied (TR);2013;;;;;;;;;;;;
147;Gelders Rivierengebied (TR);2014;;;;;;;;;;;;
148;Gelders Rivierengebied (TR);2015;;;;;;;;;;;;
149;Gelders Rivierengebied (TR);2016;;;;;;;;;;;;
150;Achterhoek (TR);2002;252.0;40.0;38.0;2.0;212.0;6.0;81.0;47.0;9.0;33.0;25.0;12.0
151;Achterhoek (TR);2003;263.0;47.0;47.0;0.0;215.0;14.0;59.0;45.0;24.0;41.0;17.0;15.0
152;Achterhoek (TR);2004;300.0;88.0;88.0;0.0;212.0;11.0;69.0;59.0;25.0;19.0;14.0;14.0
153;Achterhoek (TR);2005;287.0;43.0;43.0;0.0;243.0;44.0;76.0;44.0;10.0;43.0;16.0;9.0
154;Achterhoek (TR);2006;344.0;78.0;35.0;43.0;265.0;32.0;81.0;49.0;25.0;39.0;16.0;24.0
155;Achterhoek (TR);2007;364.0;119.0;52.0;68.0;245.0;17.0;66.0;65.0;18.0;40.0;22.0;17.0
156;Achterhoek (TR);2008;332.0;154.0;61.0;93.0;178.0;34.0;30.0;50.0;;31.0;;7.0
157;Achterhoek (TR);2009;314.0;94.0;33.0;61.0;220.0;7.0;73.0;62.0;20.0;29.0;16.0;13.0
158;Achterhoek (TR);2010;296.0;91.0;63.0;29.0;205.0;4.0;77.0;25.0;14.0;48.0;20.0;17.0
159;Achterhoek (TR);2011;277.0;33.0;16.0;17.0;245.0;11.0;97.0;55.0;20.0;37.0;17.0;8.0
160;Achterhoek (TR);2012;357.0;134.0;30.0;104.0;223.0;20.0;81.0;60.0;14.0;28.0;10.0;10.0
161;Achterhoek (TR);2013;;;;;;;;;;;;
162;Achterhoek (TR);2014;;;;;;;;;;;;
163;Achterhoek (TR);2015;;;;;;;;;;;;
164;Achterhoek (TR);2016;;;;;;;;;;;;
165;Twente, Salland en Vechtstreek (TR);2002;674.0;196.0;125.0;71.0;478.0;36.0;170.0;133.0;38.0;48.0;33.0;20.0
166;Twente, Salland en Vechtstreek (TR);2003;731.0;134.0;88.0;46.0;597.0;28.0;170.0;171.0;65.0;79.0;64.0;21.0
167;Twente, Salland en Vechtstreek (TR);2004;699.0;160.0;117.0;43.0;539.0;38.0;185.0;127.0;52.0;78.0;37.0;23.0
168;Twente, Salland en Vechtstreek (TR);2005;672.0;144.0;99.0;45.0;528.0;63.0;151.0;166.0;54.0;47.0;16.0;31.0
169;Twente, Salland en Vechtstreek (TR);2006;682.0;128.0;104.0;24.0;554.0;42.0;196.0;173.0;47.0;45.0;40.0;11.0
170;Twente, Salland en Vechtstreek (TR);2007;656.0;129.0;87.0;42.0;527.0;24.0;183.0;183.0;49.0;39.0;24.0;26.0
171;Twente, Salland en Vechtstreek (TR);2008;605.0;86.0;59.0;26.0;520.0;36.0;200.0;165.0;30.0;26.0;25.0;37.0
172;Twente, Salland en Vechtstreek (TR);2009;704.0;202.0;125.0;77.0;502.0;45.0;154.0;170.0;28.0;45.0;26.0;35.0
173;Twente, Salland en Vechtstreek (TR);2010;583.0;60.0;44.0;16.0;524.0;26.0;228.0;180.0;21.0;26.0;19.0;23.0
174;Twente, Salland en Vechtstreek (TR);2011;594.0;77.0;45.0;32.0;517.0;37.0;196.0;162.0;26.0;44.0;25.0;28.0
175;Twente, Salland en Vechtstreek (TR);2012;707.0;117.0;82.0;36.0;589.0;48.0;248.0;138.0;47.0;41.0;16.0;52.0
176;Twente, Salland en Vechtstreek (TR);2013;560.0;;41.0;15.0;504.0;44.0;188.0;138.0;29.0;53.0;25.0;27.0
177;Twente, Salland en Vechtstreek (TR);2014;610.0;52.0;36.0;16.0;557.0;50.0;212.0;145.0;21.0;64.0;34.0;32.0
178;Twente, Salland en Vechtstreek (TR);2015;753.0;233.0;25.0;208.0;520.0;69.0;217.0;108.0;23.0;40.0;35.0;28.0
179;Twente, Salland en Vechtstreek (TR);2016;697.0;104.0;56.0;48.0;593.0;79.0;244.0;143.0;34.0;35.0;31.0;28.0
180;Groningse, Friese en Drentse Zandgronden;2002;801.0;124.0;91.0;33.0;676.0;44.0;141.0;288.0;34.0;90.0;43.0;36.0
181;Groningse, Friese en Drentse Zandgronden;2003;803.0;211.0;128.0;83.0;592.0;53.0;127.0;244.0;62.0;58.0;34.0;13.0
182;Groningse, Friese en Drentse Zandgronden;2004;714.0;183.0;164.0;19.0;532.0;28.0;126.0;200.0;43.0;65.0;44.0;25.0
183;Groningse, Friese en Drentse Zandgronden;2005;862.0;248.0;209.0;39.0;614.0;44.0;137.0;255.0;22.0;63.0;53.0;40.0
184;Groningse, Friese en Drentse Zandgronden;2006;808.0;192.0;172.0;20.0;616.0;64.0;122.0;252.0;28.0;60.0;58.0;32.0
185;Groningse, Friese en Drentse Zandgronden;2007;809.0;126.0;115.0;11.0;683.0;46.0;151.0;325.0;33.0;65.0;34.0;30.0
186;Groningse, Friese en Drentse Zandgronden;2008;897.0;218.0;176.0;41.0;679.0;51.0;170.0;293.0;19.0;51.0;58.0;37.0
187;Groningse, Friese en Drentse Zandgronden;2009;851.0;179.0;93.0;86.0;672.0;40.0;174.0;296.0;46.0;47.0;46.0;23.0
188;Groningse, Friese en Drentse Zandgronden;2010;863.0;210.0;135.0;75.0;653.0;61.0;152.0;284.0;12.0;62.0;31.0;51.0
189;Groningse, Friese en Drentse Zandgronden;2011;1037.0;284.0;139.0;145.0;753.0;19.0;206.0;396.0;15.0;60.0;23.0;35.0
190;Groningse, Friese en Drentse Zandgronden;2012;955.0;128.0;69.0;59.0;828.0;56.0;287.0;333.0;41.0;62.0;20.0;28.0
191;Groningse, Friese en Drentse Zandgronden;2013;745.0;112.0;69.0;43.0;633.0;56.0;199.0;266.0;15.0;54.0;21.0;23.0
192;Groningse, Friese en Drentse Zandgronden;2014;813.0;152.0;110.0;42.0;661.0;68.0;198.0;279.0;32.0;39.0;21.0;24.0
193;Groningse, Friese en Drentse Zandgronden;2015;843.0;110.0;66.0;45.0;732.0;64.0;274.0;252.0;31.0;59.0;24.0;28.0
194;Groningse, Friese en Drentse Zandgronden;2016;950.0;159.0;77.0;82.0;791.0;75.0;258.0;299.0;35.0;59.0;21.0;44.0
195;West- en Midden-Brabant (TR);2002;1023.0;448.0;398.0;50.0;575.0;23.0;117.0;267.0;40.0;27.0;71.0;30.0
196;West- en Midden-Brabant (TR);2003;924.0;325.0;283.0;42.0;598.0;60.0;167.0;174.0;46.0;56.0;70.0;25.0
197;West- en Midden-Brabant (TR);2004;995.0;354.0;274.0;80.0;642.0;43.0;149.0;237.0;40.0;61.0;83.0;28.0
198;West- en Midden-Brabant (TR);2005;900.0;349.0;297.0;53.0;550.0;36.0;138.0;202.0;38.0;48.0;71.0;18.0
199;West- en Midden-Brabant (TR);2006;867.0;248.0;212.0;37.0;619.0;52.0;159.0;218.0;27.0;57.0;91.0;16.0
200;West- en Midden-Brabant (TR);2007;930.0;248.0;194.0;53.0;683.0;84.0;180.0;234.0;35.0;56.0;74.0;18.0
201;West- en Midden-Brabant (TR);2008;879.0;236.0;166.0;71.0;642.0;47.0;176.0;246.0;39.0;52.0;49.0;34.0
202;West- en Midden-Brabant (TR);2009;988.0;351.0;266.0;84.0;637.0;64.0;187.0;216.0;43.0;48.0;59.0;20.0
203;West- en Midden-Brabant (TR);2010;1005.0;317.0;180.0;136.0;688.0;16.0;197.0;283.0;37.0;52.0;73.0;30.0
204;West- en Midden-Brabant (TR);2011;1054.0;311.0;205.0;106.0;743.0;18.0;233.0;317.0;28.0;63.0;34.0;51.0
205;West- en Midden-Brabant (TR);2012;1018.0;299.0;180.0;119.0;719.0;42.0;213.0;313.0;14.0;54.0;55.0;27.0
206;West- en Midden-Brabant (TR);2013;930.0;240.0;169.0;71.0;690.0;40.0;247.0;267.0;31.0;32.0;27.0;46.0
207;West- en Midden-Brabant (TR);2014;918.0;248.0;96.0;152.0;669.0;44.0;227.0;242.0;35.0;58.0;22.0;42.0
208;West- en Midden-Brabant (TR);2015;856.0;232.0;52.0;180.0;624.0;73.0;200.0;218.0;19.0;48.0;26.0;40.0
209;West- en Midden-Brabant (TR);2016;1000.0;311.0;135.0;176.0;690.0;49.0;237.0;243.0;34.0;46.0;35.0;47.0
