ID;Bedrijfstype;RegioS;VerblijfsaccommodatieTotaal_1;Verblijfsrecreatie_2;AangeslotenBijSVR_3;Ontvangstmogelijkheden_4;VerhuurVanRecreatiegoederen_5;VerwerkingEigenProductenTotaal_6;Kaas_7;ZuivelAndersDanKaas_8;Wijn_9;ProductenUitGroentenOfFruit_10;VerwerkingEigenProductenOverig_11;VerkoopAanHuisTotaal_12;Kaas_13;ZuivelAndersDanKaas_14;Wijn_15;Fruit_16;Groenten_17;Aardappelen_18;Sierteeltproducten_19;VerkoopAanHuisOverig_20;DuurzameEnergieproductieTotaal_21;DuurzameEnergieproductieEigenGebruik_22;DuurzameEnergieproductieVoorDerden_23;DuurzameEnergieEigenEnVoorDerden_24;EigenGebruik_25;LeveringAanDerden_26;EigenGebruikEnLeveringAanDerden_27;EigenGebruik_28;LeveringAanDerden_29;EigenGebruikEnLeveringAanDerden_30;EigenGebruik_31;LeveringAanDerden_32;EigenGebruikEnLeveringAanDerden_33;EigenGebruik_34;LeveringAanDerden_35;EigenGebruikEnLeveringAanDerden_36;EigenGebruik_37;LeveringAanDerden_38;EigenGebruikEnLeveringAanDerden_39;EigenGebruik_40;LeveringAanDerden_41;EigenGebruikEnLeveringAanDerden_42;EigenGebruik_43;LeveringAanDerden_44;EigenGebruikEnLeveringAanDerden_45;EigenGebruik_46;LeveringAanDerden_47;EigenGebruikEnLeveringAanDerden_48;ZorgtakenTotaal_49;Dagbesteding_50;WonenWerken_51;Arbeidstoeleiding_52;AgrNLBOvereenkomstTotaal_53;GeslotenMetMinisterieLNV_54;GeslotenMetProvincialeInstellingen_55;GeslotenMetGemeentelijkeInstellingen_56;GeslotenMetNatuurmonumenten_57;GeslotenMetStaatsbosbeheer_58;GeslotenMetOverigeOrganisaties_59;MetLoonwerkVoorDerden_60;MetAquacultuur_61;MetStallingmogelijkheden_62;MetNestbescherming_63;AangeslotenBijAgrNatuurvereniging_64;VerbredeLandbouwTotaal_65;TotaalAgrarischeBedrijven_66
878;Fokvarkensbedrijven;Gelderland;3;2;2;1;0;1;0;0;0;0;1;4;1;0;0;0;0;2;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;14;13;3;2;0;0;3;5;0;5;66;25;28;360
879;Fokvarkensbedrijven;Utrecht;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;1;0;0;5;3;0;4;10;13;14;52
880;Fokvarkensbedrijven;Noord-Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6
881;Fokvarkensbedrijven;Zuid-Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;4;3;5;5;22
882;Fokvarkensbedrijven;Zeeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5
883;Fokvarkensbedrijven;Noord-Brabant;3;1;0;2;0;2;0;0;0;1;1;7;0;0;0;0;1;1;1;4;30;27;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;20;0;0;2;0;0;1;1;0;0;17;11;3;0;0;1;7;8;0;10;65;48;40;673
884;Fokvarkensbedrijven;Limburg;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;2;9;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;0;3;0;1;33;28;11;195
885;Fokvarkensbedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;2;6
886;Fokvarkensbedrijven;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;30
887;Fokvarkensbedrijven;Noordelijk weidegebied;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;6;2;3;0;0;0;1;1;0;0;16;12;6;75
888;Fokvarkensbedrijven;Oostelijk veehouderijgebied;6;3;0;3;0;2;0;0;0;0;2;5;0;0;0;0;0;2;0;3;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;1;0;0;3;3;0;0;20;19;2;1;0;0;4;6;0;9;91;40;43;459
889;Fokvarkensbedrijven;Centraal veehouderijgebied;3;2;2;1;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;2;1;0;0;3;0;0;2;15;4;13;113
890;Fokvarkensbedrijven;IJsselmeerpolders;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;4
891;Fokvarkensbedrijven;Westelijk Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;2;11
892;Fokvarkensbedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
893;Fokvarkensbedrijven;Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;0;0;5;2;0;4;12;16;12;41
894;Fokvarkensbedrijven;Rivierengebied;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;4;7;2;8;49
895;Fokvarkensbedrijven;Zuidwestelijk akkerbouwgebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;6
896;Fokvarkensbedrijven;Zuidwest Brabant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;3;1;36
897;Fokvarkensbedrijven;Zuidelijk veehouderijgebied;3;1;0;2;0;2;0;0;0;1;1;9;1;0;0;1;1;2;1;5;36;33;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;24;0;0;2;0;0;1;1;0;0;19;13;3;0;0;1;7;10;0;11;88;66;48;818
898;Fokvarkensbedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;5;5;1;8
899;Vleesvarkensbedrijven;Nederland;23;18;2;5;7;6;2;1;0;0;4;25;3;1;0;1;3;4;1;16;14;13;1;0;0;4;0;1;0;0;2;0;0;0;0;0;0;0;0;2;0;0;3;0;0;3;0;0;4;3;1;1;33;26;7;1;0;0;6;27;2;79;204;127;160;1585
900;Vleesvarkensbedrijven;Noord-Nederland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;8;7;5;62
901;Vleesvarkensbedrijven;Oost-Nederland;18;14;2;4;5;2;1;1;0;0;1;12;3;1;0;1;0;3;1;7;4;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;2;1;1;0;18;15;3;1;0;0;4;12;1;41;104;54;89;769
902;Vleesvarkensbedrijven;West-Nederland;3;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;12;8;6;14;79
903;Vleesvarkensbedrijven;Zuid-Nederland;2;1;0;0;2;4;1;0;0;0;3;12;0;0;0;0;3;1;0;8;7;7;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;2;2;0;1;13;11;2;0;0;0;2;9;1;26;84;60;52;675
904;Vleesvarkensbedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
905;Vleesvarkensbedrijven;Friesland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;5;3;21
906;Vleesvarkensbedrijven;Drenthe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;2;2;2;33
907;Vleesvarkensbedrijven;Overijssel;10;8;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;11;10;3;0;0;0;0;3;0;19;48;20;40;287
908;Vleesvarkensbedrijven;Flevoland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
909;Vleesvarkensbedrijven;Gelderland;8;6;1;2;3;2;1;1;0;0;1;11;3;1;0;1;0;2;1;7;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;7;5;0;1;0;0;4;9;1;22;56;34;49;480
910;Vleesvarkensbedrijven;Utrecht;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;9;3;1;10;46
911;Vleesvarkensbedrijven;Noord-Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4
912;Vleesvarkensbedrijven;Zuid-Holland;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;19
913;Vleesvarkensbedrijven;Zeeland;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;1;10
914;Vleesvarkensbedrijven;Noord-Brabant;2;1;0;0;2;2;0;0;0;0;2;9;0;0;0;0;3;0;0;6;6;6;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;2;0;1;9;8;0;0;0;0;1;7;1;22;63;46;42;536
915;Vleesvarkensbedrijven;Limburg;0;0;0;0;0;2;1;0;0;0;1;3;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;1;2;0;4;21;14;10;139
916;Vleesvarkensbedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;6
917;Vleesvarkensbedrijven;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
918;Vleesvarkensbedrijven;Noordelijk weidegebied;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;0;1;11;7;9;58
919;Vleesvarkensbedrijven;Oostelijk veehouderijgebied;13;11;1;4;3;2;1;1;0;0;1;8;2;1;0;0;0;2;1;5;4;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;0;0;13;10;4;0;0;0;3;5;1;27;68;34;59;462
920;Vleesvarkensbedrijven;Centraal veehouderijgebied;5;4;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;2;1;1;0;0;1;6;0;17;30;17;28;283
921;Vleesvarkensbedrijven;IJsselmeerpolders;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
922;Vleesvarkensbedrijven;Westelijk Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;13
923;Vleesvarkensbedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
924;Vleesvarkensbedrijven;Hollands/Utrechts weidegebied;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;1;1;5;24
925;Vleesvarkensbedrijven;Rivierengebied;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;5;3;5;36
926;Vleesvarkensbedrijven;Zuidwestelijk akkerbouwgebied;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;3;2;14
927;Vleesvarkensbedrijven;Zuidwest Brabant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;22
928;Vleesvarkensbedrijven;Zuidelijk veehouderijgebied;2;1;0;0;2;3;1;0;0;0;2;11;0;0;0;0;3;1;0;7;7;7;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;2;2;0;1;11;10;2;0;0;0;0;8;1;24;80;56;47;640
929;Vleesvarkensbedrijven;Zuid-Limburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;2;3;1;3
930;Overige varkensbedrijven;Nederland;18;10;2;9;4;6;0;0;0;1;5;23;1;0;0;1;4;4;3;12;47;41;5;0;1;2;0;0;0;0;3;0;0;0;0;1;0;0;0;15;0;0;29;0;0;5;0;0;4;4;0;1;59;42;9;2;1;2;17;18;1;22;170;102;121;1098
931;Overige varkensbedrijven;Noord-Nederland;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;5;1;3;47
932;Overige varkensbedrijven;Oost-Nederland;7;5;1;4;2;3;0;0;0;0;3;9;1;0;0;1;0;2;1;6;8;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;0;0;0;0;2;2;0;1;23;16;4;1;0;0;7;5;0;4;63;27;44;285
933;Overige varkensbedrijven;West-Nederland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;4;0;0;4;5;7;9;35
934;Overige varkensbedrijven;Zuid-Nederland;9;3;1;5;2;3;0;0;0;1;2;14;0;0;0;0;4;2;2;6;38;34;3;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;9;0;0;25;0;0;5;0;0;2;2;0;0;29;22;5;1;1;2;6;13;1;14;97;67;65;731
935;Overige varkensbedrijven;Groningen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;14
936;Overige varkensbedrijven;Friesland;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8
937;Overige varkensbedrijven;Drenthe;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;25
938;Overige varkensbedrijven;Overijssel;2;2;0;2;1;2;0;0;0;0;2;3;0;0;0;0;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;9;5;2;0;0;0;4;3;0;1;18;8;15;110
939;Overige varkensbedrijven;Flevoland;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
940;Overige varkensbedrijven;Gelderland;5;3;1;2;1;1;0;0;0;0;1;5;1;0;0;1;0;2;0;3;5;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;2;2;0;1;14;11;2;1;0;0;3;2;0;3;44;18;29;173
941;Overige varkensbedrijven;Utrecht;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;0;3;2;3;5;15
942;Overige varkensbedrijven;Noord-Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4
943;Overige varkensbedrijven;Zuid-Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;1;1;2;3;11
944;Overige varkensbedrijven;Zeeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;5
945;Overige varkensbedrijven;Noord-Brabant;8;3;1;4;2;3;0;0;0;1;2;11;0;0;0;0;3;2;2;4;28;27;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;5;0;0;18;0;0;4;0;0;2;2;0;0;22;17;4;1;1;1;4;11;1;12;73;52;54;596
946;Overige varkensbedrijven;Limburg;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;2;10;7;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;7;0;0;1;0;0;0;0;0;0;7;5;1;0;0;1;2;2;0;2;24;15;11;135
947;Overige varkensbedrijven;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
948;Overige varkensbedrijven;Veenkoloniën en Oldambt;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;18
949;Overige varkensbedrijven;Noordelijk weidegebied;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;3;1;4;31
950;Overige varkensbedrijven;Oostelijk veehouderijgebied;6;5;1;3;2;3;0;0;0;0;3;7;1;0;0;1;0;2;1;4;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;2;2;0;1;19;12;3;1;0;0;5;3;0;4;51;22;37;229
951;Overige varkensbedrijven;Centraal veehouderijgebied;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;4;2;41
952;Overige varkensbedrijven;IJsselmeerpolders;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3
953;Overige varkensbedrijven;Westelijk Holland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
954;Overige varkensbedrijven;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
955;Overige varkensbedrijven;Hollands/Utrechts weidegebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;4;0;0;3;3;5;7;18
956;Overige varkensbedrijven;Rivierengebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;2;0;0;1;2;0;4;18
957;Overige varkensbedrijven;Zuidwestelijk akkerbouwgebied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;9
958;Overige varkensbedrijven;Zuidwest Brabant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;3;2;2;29
959;Overige varkensbedrijven;Zuidelijk veehouderijgebied;9;3;1;5;2;3;0;0;0;1;2;14;0;0;0;0;4;2;2;6;35;31;3;0;0;2;0;0;0;0;3;0;0;0;0;1;0;0;0;7;0;0;24;0;0;5;0;0;1;1;0;0;27;21;4;1;1;2;6;11;1;12;94;64;60;692
